LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA23940,48,6,33,3,3,91,7,7,12,0,0,21,31,0,25,0,3,55,7,0,7,0,0,16,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,15,104,14,82,3,7,207,47,5,30,7,0,87,6,3,7,0,0,16,19,3,13,0,3,44,16,3,12,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,15,99,14,74,8,3,203,37,4,26,0,0,67,11,0
LGA24130,58,12,29,5,0,101,6,3,5,0,0,11,48,3,18,3,3,83,97,12,82,4,11,203,47,14,78,10,4,153,47,13,80,6,11,159,21,8,34,3,0,62,10,0,9,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,19,0,14,0,0,34,351,65,354,32,34,838,41,3,33,6,3,89,4,0,4,0,0,7,33,4,7,0,0,43,35,0,26,3,3,69,36,3,26,8,12,85,69,3,63,4,9,155,81,9,124,9,13,231,44,13,86,17,6,168,12,3,30,6,4,58,0,0,5,0,0,9,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,7,7,3,15,3,3,24,361,63,423,50,53,956,33,6,27,3,7,78,3,0
LGA24210,74,15,48,8,14,162,7,0,7,0,0,15,43,3,13,4,3,76,90,6,49,12,22,184,132,18,88,16,20,271,314,43,295,42,48,748,235,56,272,59,59,677,86,44,163,42,29,368,25,25,60,15,10,136,3,5,17,12,0,40,3,0,12,0,0,16,4,0,10,0,0,14,7,0,0,0,0,7,8,0,9,3,4,33,40,4,21,3,12,78,1078,218,1077,221,223,2813,77,9,52,7,12,161,4,0,3,0,0,6,31,3,4,0,3,33,38,0,17,3,6,60,23,3,12,0,12,50,69,3,32,4,18,126,294,36,238,38,33,643,436,81,499,104,92,1210,146,60,263,69,44,594,44,27,97,23,21,208,9,8,40,8,6,76,10,3,4,3,0,22,0,4,8,3,3,18,14,4,13,5,3,41,40,8,39,8,14,107,1233,257,1323,279,270,3359,97,8,60,18,23,207,5,0
LGA24250,21,0,13,4,3,43,4,0,0,0,0,4,24,3,11,0,0,41,31,0,24,4,4,62,14,0,23,0,0,34,7,0,14,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,12,103,7,93,6,12,223,19,4,20,3,0,47,5,0,0,0,0,5,8,3,5,0,0,18,15,0,19,0,3,44,8,0,14,0,0,27,11,3,25,3,3,46,7,0,14,0,0,22,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,19,94,16,108,7,11,232,14,0,21,0,0,33,0,0
LGA24330,69,7,40,3,8,129,36,3,4,0,0,41,352,25,159,19,31,595,380,41,301,28,50,800,209,20,128,12,15,383,380,22,140,11,8,567,228,7,91,13,9,349,42,0,26,4,7,72,12,0,3,0,0,19,8,0,0,0,0,9,4,0,4,0,0,12,6,0,0,0,0,7,0,0,0,0,0,3,13,3,4,0,0,18,37,7,29,3,13,91,1782,123,943,103,144,3093,58,4,42,5,6,122,16,0,8,0,3,23,102,4,33,3,18,159,184,13,95,18,14,319,156,8,115,6,13,302,303,34,296,26,19,681,698,43,375,32,32,1185,654,17,295,23,10,997,175,3,104,8,11,302,30,5,31,3,3,65,14,0,13,5,0,24,6,0,3,0,0,14,3,0,4,0,0,8,13,3,11,0,0,23,42,8,30,10,7,97,2462,140,1449,138,135,4327,53,3,25,0,3,93,14,0
LGA24410,47,6,31,3,8,91,17,0,3,0,0,23,97,8,33,7,4,157,404,12,272,29,44,755,332,25,225,15,23,617,295,30,299,27,49,702,76,19,130,29,19,273,9,11,50,3,3,78,0,3,6,0,0,13,0,0,0,0,0,6,3,0,0,0,0,3,3,0,4,0,0,4,4,0,0,0,0,4,3,0,5,0,0,6,26,8,25,8,5,65,1308,132,1080,121,162,2801,48,7,27,6,4,93,3,0,4,0,0,10,48,0,10,0,6,64,78,4,29,4,4,122,67,0,40,7,8,124,271,14,217,27,31,560,676,61,514,46,46,1350,316,81,353,38,57,850,36,29,61,16,15,157,8,5,22,3,3,40,3,0,3,0,0,8,3,0,3,0,0,6,0,0,0,0,0,4,11,3,7,0,0,23,39,3,17,10,7,80,1619,211,1320,159,183,3487,45,0,29,7,10,84,11,0
LGA24600,136,9,44,6,11,206,21,0,18,3,3,41,132,17,66,14,11,240,202,11,100,17,8,329,199,4,40,12,4,264,705,3,80,13,5,806,1520,8,167,18,11,1721,973,8,135,34,17,1168,264,3,53,13,20,353,109,3,24,8,9,160,53,0,15,11,3,85,30,0,9,3,3,45,17,0,3,3,0,21,46,3,26,8,0,88,78,4,32,8,5,121,4483,85,805,153,115,5649,157,9,51,5,15,226,19,0,9,0,0,26,91,8,34,3,10,143,79,10,56,8,8,162,70,8,40,0,7,122,199,15,54,10,14,286,840,10,124,12,8,994,2054,14,325,16,7,2412,1302,11,258,23,11,1608,539,6,121,13,14,699,251,7,71,14,17,356,103,12,48,16,4,183,65,0,28,11,6,120,121,13,49,21,18,217,104,3,25,13,4,154,5991,121,1291,161,147,7705,188,5,66,14,4,278,15,0
LGA24650,32,6,25,3,6,76,8,0,9,0,0,16,52,0,34,4,3,100,196,24,237,18,31,513,150,22,166,11,19,367,114,31,191,17,25,378,15,12,61,3,7,100,5,0,9,0,4,20,0,0,0,0,0,4,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,4,0,3,6,0,0,9,32,3,12,0,4,54,617,105,759,61,110,1644,47,0,29,4,9,89,16,0,0,0,0,14,29,3,8,0,0,41,90,9,46,9,10,169,100,7,89,8,18,223,303,26,332,15,38,718,378,81,598,44,74,1175,131,50,292,38,35,541,11,7,19,8,3,54,3,3,10,0,0,18,0,0,3,0,0,8,3,0,3,0,0,3,0,0,0,0,0,0,12,0,3,0,3,14,44,8,39,3,5,97,1165,194,1476,137,203,3169,44,3,37,7,7,103,11,0
LGA24780,118,11,86,13,6,237,33,0,12,0,7,49,222,21,122,11,20,400,302,37,271,25,30,671,77,19,126,13,13,247,40,22,82,8,5,158,13,7,31,0,0,51,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,3,0,0,14,22,6,25,3,5,63,841,129,771,81,92,1907,90,11,66,17,15,191,25,0,9,0,3,35,149,10,85,7,11,261,241,24,199,13,25,500,131,22,143,11,11,314,133,42,184,16,17,395,65,24,99,19,10,214,16,6,32,5,4,63,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,30,5,8,3,6,55,876,148,832,88,98,2042,71,10,46,4,3,134,11,0
LGA24850,39,0,22,3,6,73,10,0,8,0,0,22,99,10,127,4,7,246,137,23,198,8,17,386,40,7,46,4,3,94,38,8,51,8,8,104,6,3,13,3,4,30,4,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,9,14,0,18,0,0,29,389,58,494,25,47,1010,32,4,25,0,3,68,6,0,0,0,0,5,49,0,16,0,5,69,77,6,66,10,11,178,50,6,103,6,10,172,96,12,108,12,10,236,67,17,114,8,10,219,23,10,53,11,10,104,0,3,9,0,0,12,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,7,38,410,61,528,43,69,1111,35,0,21,3,8,65,0,0
LGA24900,73,9,72,9,7,167,19,0,8,3,3,36,128,17,77,4,13,242,109,20,98,9,11,249,26,6,42,4,8,91,15,6,36,0,3,60,3,0,6,0,0,15,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,10,16,3,9,3,3,38,397,66,357,44,43,908,76,8,58,9,7,159,18,0,4,0,0,22,79,3,39,3,3,129,121,9,92,5,16,241,59,4,61,6,3,134,51,6,68,4,5,132,40,10,45,6,5,97,5,3,14,3,0,23,0,0,3,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,7,18,4,3,46,470,53,398,33,44,996,66,7,43,8,8,125,5,0
LGA24970,135,10,61,5,8,222,28,0,11,0,0,42,147,9,61,14,12,242,414,31,289,45,37,815,455,42,350,53,48,951,777,87,653,110,83,1713,432,119,495,75,58,1185,139,45,207,33,25,454,23,16,47,8,3,94,3,0,12,3,0,21,3,0,0,3,0,4,9,0,8,0,0,16,4,0,4,3,0,15,20,3,14,3,3,44,79,11,46,14,16,159,2668,374,2261,374,303,5976,134,13,82,14,12,256,20,0,11,0,0,31,126,3,28,5,9,171,96,10,41,4,10,159,65,8,38,10,14,136,244,23,186,21,27,513,1009,86,754,79,91,2023,1068,171,1163,187,125,2716,287,110,423,82,39,944,69,22,128,28,8,259,28,7,36,11,8,84,8,6,17,3,0,30,3,0,5,0,0,7,33,3,29,4,5,82,106,13,75,9,9,223,3301,472,3012,472,366,7626,133,12,99,20,25,284,12,0
LGA25060,83,14,61,6,13,179,30,0,24,0,3,61,193,13,125,18,23,364,384,27,163,29,30,625,302,15,159,20,24,519,504,28,241,26,29,828,329,17,216,19,17,597,69,7,104,26,13,218,13,4,27,5,0,52,10,0,3,0,0,11,3,0,3,0,0,9,3,0,0,0,0,4,0,0,0,0,0,3,10,0,8,3,0,23,60,6,31,3,9,102,1988,131,1166,157,157,3592,70,5,67,16,10,165,14,0,9,0,3,24,78,0,47,6,10,144,87,14,71,11,4,180,116,7,74,13,7,221,327,18,139,16,13,509,807,35,399,22,42,1313,813,34,404,39,36,1324,154,15,188,23,22,390,56,15,81,10,13,172,10,3,29,3,0,51,5,3,8,3,5,18,0,0,3,0,0,8,19,3,17,0,0,36,58,6,45,3,9,121,2611,163,1571,162,173,4680,67,4,58,12,11,150,14,0
LGA25150,24,0,20,5,0,52,3,0,10,0,0,18,46,8,32,6,9,103,92,15,79,4,20,203,41,7,29,4,0,77,13,6,33,3,6,67,0,0,6,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,6,0,0,16,244,32,222,17,48,554,32,0,11,0,4,52,5,0,0,0,0,11,32,3,14,0,0,51,45,7,20,7,4,84,28,7,31,4,3,70,56,7,65,0,4,136,40,15,97,11,4,162,16,6,17,4,0,50,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,9,0,0,25,280,43,275,27,26,650,28,4,13,3,6,48,6,0
LGA25250,96,15,104,6,6,235,27,0,10,0,5,41,269,14,135,17,25,469,756,70,655,53,79,1620,469,41,326,37,43,924,745,30,362,42,30,1209,518,22,198,22,23,777,123,6,69,4,10,215,18,0,13,3,3,39,14,0,0,0,0,11,5,0,4,0,0,11,5,0,3,0,0,12,0,0,6,0,0,4,20,0,19,0,0,41,80,6,35,8,10,150,3161,212,1949,203,237,5763,184,15,90,7,9,303,16,3,3,0,0,23,113,4,29,3,11,157,114,14,75,9,24,227,185,10,126,14,25,356,543,33,357,31,54,1012,1322,70,904,65,53,2420,1401,49,659,52,58,2212,395,18,175,23,15,627,77,9,48,10,6,141,30,0,19,0,0,53,10,0,8,3,0,15,6,0,0,0,0,9,28,3,20,3,3,64,86,10,62,4,9,173,4508,228,2567,216,266,7790,106,5,75,16,11,222,8,0
LGA25340,141,7,80,15,11,264,25,3,8,0,0,39,227,30,130,7,20,418,565,47,465,26,75,1180,232,25,225,19,21,515,226,42,318,26,45,655,96,28,159,19,22,322,36,11,78,9,6,140,11,13,22,3,3,53,8,0,12,0,0,15,0,0,6,4,0,9,0,0,0,0,0,5,0,0,0,0,0,0,15,0,6,0,0,18,47,11,37,4,9,109,1622,221,1547,140,214,3739,113,14,108,11,17,258,13,0,0,0,0,20,108,4,29,9,5,158,150,6,71,4,19,247,166,11,135,5,24,342,370,40,319,22,52,807,502,51,573,40,59,1229,254,53,414,45,58,821,54,20,130,24,17,251,24,5,40,16,7,92,11,4,14,4,8,40,6,4,10,0,3,29,7,0,14,3,0,15,17,10,12,0,3,44,81,12,52,4,9,159,1880,235,1931,176,273,4499,115,13,81,13,15,238,13,0
LGA25430,24,4,10,0,3,44,0,0,0,0,0,4,40,0,27,3,3,78,70,12,76,4,10,169,19,0,33,0,6,58,10,3,11,0,0,23,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,8,170,21,173,6,23,394,18,0,11,3,0,31,0,0,0,0,0,0,19,3,7,0,4,34,26,3,23,3,8,56,26,0,21,0,0,53,44,4,52,0,0,104,29,3,39,0,0,76,10,3,10,0,3,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,11,174,18,181,4,21,389,10,0,8,0,3,24,0,0
LGA25490,74,14,96,12,4,207,7,0,3,0,0,17,55,5,27,0,11,96,37,4,43,3,5,95,27,0,25,4,0,48,3,0,15,0,3,19,3,0,7,0,0,9,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,10,0,3,30,223,29,232,24,25,534,74,12,90,7,3,180,9,0,7,0,0,13,24,7,21,3,3,58,36,5,37,0,6,83,18,3,28,6,0,53,21,3,23,3,0,57,13,3,21,3,0,47,7,3,10,0,0,18,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,16,3,13,0,0,33,217,29,259,29,19,558,56,10,69,7,6,151,3,0
LGA25620,31,3,17,0,3,59,6,0,4,0,0,17,51,7,26,3,0,91,43,3,39,0,0,87,13,0,15,0,0,35,4,0,7,0,0,21,4,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,3,4,0,0,18,176,18,132,10,10,347,32,0,25,3,0,60,7,0,3,0,0,9,10,0,7,0,7,25,32,0,19,0,3,59,23,4,13,3,7,52,18,3,23,3,7,54,10,3,15,0,0,25,7,0,4,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,22,150,9,121,11,17,314,27,0,20,0,3,47,0,0
LGA25710,29,5,19,3,3,64,10,0,3,0,3,10,30,3,16,7,4,58,31,3,20,3,3,68,26,3,26,0,3,62,65,12,82,7,17,172,42,12,79,11,14,158,23,7,74,11,7,125,8,4,15,0,3,29,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,14,7,3,31,274,51,353,46,54,776,23,3,22,3,3,50,3,0,0,0,0,3,25,0,13,0,3,39,9,4,5,3,3,24,6,0,9,0,0,11,28,4,24,3,3,62,92,10,58,5,8,177,77,13,143,13,14,261,24,19,57,16,11,128,5,3,17,4,4,35,3,6,6,3,3,16,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,4,0,4,12,3,7,3,4,30,308,64,353,55,61,847,26,0,21,3,3,55,0,0
LGA25810,29,3,20,5,4,59,9,0,8,0,0,25,62,0,41,3,11,120,18,3,34,0,0,57,9,0,7,0,0,26,3,0,3,0,0,10,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,7,0,0,15,143,15,133,14,17,315,33,4,9,0,0,49,3,0,0,0,0,3,62,4,24,0,3,91,46,6,58,0,5,121,19,3,16,0,3,35,4,0,11,0,4,21,5,0,6,0,0,8,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,8,175,16,138,4,16,350,14,3,18,4,0,42,4,0
LGA25900,101,5,33,13,3,152,30,0,5,0,0,40,243,5,34,9,16,308,463,3,71,8,19,560,418,0,66,6,9,501,902,3,117,13,4,1038,1210,3,179,13,13,1421,890,8,190,18,14,1117,317,3,146,16,10,486,132,5,92,10,6,246,57,5,45,6,4,119,36,0,22,5,0,73,21,0,18,0,0,41,51,4,25,3,3,82,81,0,15,3,6,106,4948,50,1059,117,117,6285,97,10,53,3,3,166,10,0,4,0,0,13,140,0,18,3,4,168,88,3,20,3,7,118,86,3,19,7,3,113,385,0,67,5,11,468,1059,5,181,9,11,1265,1952,4,288,14,20,2280,1059,8,238,17,10,1338,548,0,196,12,12,759,238,10,140,8,9,401,141,0,106,6,6,270,69,6,75,7,3,158,132,17,126,12,12,299,111,3,29,8,7,156,6121,68,1567,112,114,7978,80,9,36,3,6,129,9,0
LGA25990,23,0,25,0,3,60,9,0,4,0,0,14,19,3,19,3,5,47,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,62,8,58,6,7,146,12,0,11,0,4,31,3,0,0,0,0,7,19,0,15,0,0,35,12,0,16,0,0,33,0,0,9,0,0,13,3,0,4,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,9,59,10,58,0,10,135,21,4,10,4,4,42,3,0
LGA26080,4,0,6,4,0,11,0,0,0,0,0,5,5,0,8,0,0,10,19,0,28,0,3,50,12,0,7,0,0,19,12,0,5,0,0,12,0,0,8,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,56,4,58,6,3,124,10,0,6,0,0,12,0,0,0,0,0,3,5,0,0,0,0,8,0,0,3,0,0,6,5,0,4,0,0,15,12,0,11,3,0,19,11,3,17,0,0,33,8,0,3,0,0,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,58,5,51,9,4,126,4,0,3,0,0,10,0,0
LGA26170,82,11,83,5,14,195,11,3,18,0,0,32,79,11,54,9,3,156,70,16,69,8,8,175,20,0,15,3,0,38,7,0,12,0,0,20,3,0,3,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,15,3,9,3,4,39,292,43,280,27,29,669,61,16,66,4,5,151,10,0,7,0,0,11,37,0,23,3,0,67,71,10,44,9,9,146,55,13,55,3,4,124,56,9,62,4,7,140,22,5,41,3,5,76,4,3,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,20,4,24,3,0,59,334,51,346,28,26,792,43,7,50,8,9,118,9,0
LGA26260,61,3,66,11,7,144,25,0,14,3,3,40,54,13,51,5,12,136,28,0,45,0,0,77,15,3,18,7,0,42,13,0,10,0,0,23,0,0,14,4,0,18,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,17,208,30,223,27,19,509,51,6,48,3,4,116,11,0,4,3,0,21,53,0,26,0,6,86,44,8,41,0,6,96,29,4,24,0,3,60,32,6,33,3,4,69,9,3,21,0,3,37,0,5,10,0,0,18,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,3,0,26,245,30,217,17,33,536,42,3,40,7,3,100,8,0
