LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA57490,7553,10026,2986,199,20758,3916,607,1453,26730,386,250,131,20,780,694,47,106,1625,46,15,8,0,72,29,6,18,120,425,263,145,20,853,725,49,129,1752,400,57,126,13,595,1295,48,174,2116,5,3,0,0,8,27,3,13,46,8,3,3,0,12,8,0,13,35,8,0,0,0,8,6,0,0,12,426,59,128,17,634,1334,53,196,2210,102,25,8,0,132,161,3,49,350,4,5,0,0,7,3,0,3,11,3,5,0,0,9,3,0,0,20,109,29,10,0,153,171,7,53,382,0,0,0,0,3,3,0,3,4,8519,10378,3263,236,22393,6149,707,1832,31086,9046,12964,3839,290,26133,4994,867,1349,33342,380,103,151,10,646,918,40,78,1677,98,60,29,0,186,166,29,53,434,478,164,173,13,830,1085,66,133,2112,314,91,122,19,540,1020,55,102,1722,11,4,7,0,22,36,4,16,76,39,11,12,0,62,63,3,50,184,0,0
LGA57630,10,8,0,0,27,9,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,15,8,0,0,25,14,0,16,49,20,7,0,0,29,10,0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,1309,1814,346,27,3493,494,64,121,4168,4,4,0,0,6,3,0,0,11,0,0,0,0,4,0,0,0,3,3,4,0,0,7,3,0,0,10,6,0,0,0,11,24,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,18,12,6,0,0,16,28,0,0,47,3,3,0,0,6,5,0,0,8,3,9,0,0,13,3,0,0,18,0,0,0,0,0,0,0,0,0,5,12,3,0,23,6,0,4,34,0,0,0,0,0,0,0,0,0,1326,1832,348,24,3534,530,64,130,4259,1743,2468,533,44,4780,696,104,186,5771,4,3,0,0,5,9,0,4,26,0,0,0,0,0,0,0,0,0,4,3,0,0,5,9,0,4,26,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA57770,85,63,6,0,156,64,8,41,266,4,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,4,3,0,0,6,10,0,4,0,14,18,0,35,68,3,0,0,0,3,7,0,0,9,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,15,0,4,0,19,30,0,40,86,16,0,0,0,19,17,0,343,377,7,0,3,0,11,0,0,26,37,3,0,0,0,3,0,0,0,4,27,3,3,0,28,17,0,371,419,0,0,0,0,0,0,0,28,28,131,66,13,0,207,111,13,479,805,81,65,17,3,166,69,9,42,280,0,0,0,0,0,3,0,4,8,3,0,0,0,3,6,0,3,11,4,0,0,0,4,5,0,12,23,7,3,0,0,16,30,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
LGA57840,2051,2803,875,166,5893,1615,384,399,8290,597,195,163,60,1014,1287,209,157,2668,553,229,134,65,985,689,179,214,2063,1146,426,295,127,1998,1971,389,371,4728,318,109,102,47,577,857,151,184,1771,156,33,32,19,236,485,56,192,966,267,83,33,22,397,386,52,334,1170,4,0,0,0,7,0,0,0,7,738,226,168,88,1219,1726,256,710,3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,3,0,3,0,0,6,0,0,0,9,3942,3452,1343,376,9112,5322,1022,1482,16940,2207,3028,794,197,6226,1655,425,387,8693,589,253,153,65,1057,1115,157,151,2485,648,300,164,93,1203,704,223,161,2289,1243,552,310,160,2262,1821,381,310,4771,312,108,69,36,528,662,141,137,1465,272,76,36,34,424,564,105,137,1226,361,102,42,30,535,452,66,232,1286,0,0
LGA57910,12224,15846,4901,607,33575,9195,1603,2004,46383,3334,1525,1472,278,6609,7416,853,916,15794,866,503,314,90,1776,1201,266,335,3580,4201,2025,1784,368,8380,8617,1120,1254,19373,1042,305,470,99,1916,3970,468,707,7055,297,63,74,46,481,1173,199,295,2143,135,38,45,3,212,451,35,99,799,3,3,0,0,7,9,0,0,18,1471,413,591,146,2614,5602,702,1097,10017,31,9,12,0,52,76,0,57,190,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,0,0,17,35,14,12,0,60,80,3,57,202,12,6,10,0,32,49,3,5,85,17949,18305,7294,1119,44666,23541,3435,4419,76066,12576,16772,4780,669,34788,9211,1852,1860,47717,3950,2299,1541,306,8095,7158,1126,1027,17399,1292,964,418,94,2770,1444,422,332,4961,5241,3259,1956,402,10862,8606,1548,1360,22364,1794,811,615,148,3368,4033,599,839,8849,339,106,63,39,540,878,125,198,1751,139,45,20,11,215,331,32,137,715,27,15
LGA57980,949,1090,282,59,2380,819,214,237,3653,93,46,21,9,161,146,31,45,384,241,104,65,23,429,398,156,166,1152,329,142,91,35,596,544,183,213,1535,206,52,48,27,329,680,119,155,1285,164,29,18,13,235,519,70,151,983,65,9,7,4,87,206,18,55,366,0,0,0,0,0,0,0,0,0,431,94,77,41,653,1402,211,369,2630,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,4,4,0,6,9,0,0,0,0,0,0,0,0,0,1716,1329,450,136,3627,2776,607,820,7824,823,1142,259,39,2262,667,196,152,3275,64,44,18,7,126,129,30,18,303,407,205,85,33,720,483,165,138,1506,471,243,102,32,848,616,198,155,1810,222,102,46,16,390,546,118,124,1182,291,60,21,18,396,660,80,164,1306,107,29,12,0,154,260,31,51,495,0,0
LGA58050,6946,11851,3692,302,22793,4590,668,1505,29551,418,344,187,16,975,658,38,92,1765,52,42,34,0,136,61,4,18,215,470,389,228,16,1105,714,47,112,1977,139,67,85,15,305,447,21,53,824,3,3,0,0,10,29,0,5,43,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,9,139,77,95,14,319,468,20,63,872,104,15,8,0,131,200,0,70,405,0,5,0,0,3,28,0,4,39,0,3,0,0,4,0,0,0,7,103,26,10,0,137,227,3,75,441,0,0,0,0,0,0,0,0,3,7664,12344,4021,336,24364,6012,732,1750,32852,8240,13786,4256,409,26690,5174,852,1378,34089,366,259,247,25,896,835,74,87,1896,105,84,54,7,242,134,12,60,451,469,344,300,30,1137,971,94,152,2348,270,112,162,9,552,636,46,124,1357,17,0,9,0,22,46,0,28,92,0,0,0,0,0,0,0,0,0,3,0
LGA58190,45,49,13,3,101,34,3,11,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,13,3,101,40,3,11,151,40,44,15,3,97,41,4,6,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,74,69,24,3,177,64,3,10,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,75,75,24,3,177,70,3,15,269,82,61,13,0,156,69,3,15,247,0,0,3,0,3,5,0,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,552,424,146,10,1134,317,39,83,1569,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,14,3,8,40,3,3,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,15,3,0,0,20,9,3,13,45,0,0,0,0,0,0,0,0,3,572,431,150,10,1156,332,41,96,1630,632,432,150,10,1225,338,24,119,1703,8,3,0,0,10,12,0,0,22,0,0,0,0,0,0,0,0,0,8,4,0,0,9,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58400,63,37,12,5,120,29,3,4,158,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,12,5,120,33,3,4,162,49,32,12,3,90,37,3,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,17,23,6,9,51,19,3,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,45,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,46,54,0,0,0,0,0,0,0,0,0,19,23,6,9,52,25,3,68,141,17,20,18,0,48,16,0,13,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,1858,1600,715,191,4363,1857,514,423,7159,488,201,171,50,905,1003,169,111,2195,160,79,54,26,315,202,90,123,718,643,280,219,72,1217,1206,256,232,2913,228,65,51,12,357,830,65,100,1356,87,30,22,20,157,295,55,116,619,96,31,19,19,165,456,37,239,893,0,0,0,0,0,3,4,3,9,410,119,96,55,676,1582,164,457,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,0,0,10,3,5,0,19,5,6,0,0,10,3,5,0,18,5,11,3,0,17,4,3,0,26,2914,2010,1034,319,6279,4656,942,1114,12992,1929,1930,643,185,4683,1865,585,358,7493,543,305,178,59,1093,777,228,133,2235,225,141,51,38,447,207,103,95,853,766,446,230,99,1537,988,333,232,3094,278,127,59,26,489,760,86,111,1438,154,56,21,21,245,269,54,124,693,366,114,43,18,539,539,97,188,1364,0,3
LGA58540,109,117,13,3,235,89,6,22,355,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,112,117,16,3,244,94,11,26,365,96,105,18,3,218,97,13,21,356,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,1825,1979,559,117,4483,1727,591,472,7275,252,97,56,12,425,429,109,102,1060,421,135,98,34,693,453,203,193,1536,672,235,156,47,1111,880,312,292,2594,207,42,54,20,321,593,136,251,1303,156,21,25,17,216,459,85,168,930,80,22,20,7,133,358,44,140,672,7,0,0,0,7,4,0,3,13,445,86,102,41,672,1416,264,558,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,0,0,11,3,0,0,12,4,7,0,0,11,11,0,0,19,3,3,0,0,6,0,0,0,12,2947,2312,823,208,6290,4031,1169,1320,12811,1894,2280,571,117,4861,1676,686,395,7624,203,124,61,17,409,404,147,108,1066,484,217,85,32,822,439,184,165,1611,687,345,148,47,1232,842,332,270,2678,282,84,46,19,428,585,114,142,1278,353,49,26,24,453,557,141,183,1340,223,33,19,13,292,452,90,124,950,0,0
LGA58610,218,187,62,3,465,178,18,38,704,4,5,0,0,11,3,0,0,10,0,0,0,0,0,0,0,0,0,4,5,0,0,11,3,0,0,11,4,3,0,0,4,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,191,61,3,481,201,18,44,751,232,192,57,7,485,181,14,13,695,3,0,0,0,5,35,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,5,35,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,47,39,8,0,94,27,3,16,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,54,35,8,0,99,30,7,16,147,69,58,11,0,135,22,0,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,8605,14874,3999,341,27815,4658,665,1455,34595,739,202,202,20,1156,885,43,95,2175,67,36,40,0,141,68,8,17,234,808,235,234,16,1300,948,48,116,2410,123,41,65,6,230,295,14,40,579,0,0,0,0,0,0,0,0,0,16,0,13,0,29,17,0,3,50,30,70,17,0,122,45,6,12,188,168,113,95,9,388,352,23,61,818,63,15,14,0,92,189,8,51,334,21,26,20,0,66,15,3,14,99,3,0,0,0,3,7,0,0,4,86,37,32,0,155,212,9,60,440,3,11,8,0,21,0,0,5,35,9666,15275,4367,365,29682,6172,741,1700,38292,11430,20440,5458,498,37823,6293,1057,1785,46955,839,514,313,34,1695,1130,88,129,3037,177,170,58,8,417,131,24,51,621,1016,683,375,40,2116,1258,106,181,3662,157,65,91,12,325,421,25,63,838,0,0,0,0,0,0,0,0,0,18,3,3,0,23,16,0,0,44,29,23
LGA58820,358,393,109,6,876,220,22,39,1146,13,7,10,0,31,58,3,0,85,0,0,0,0,0,0,0,0,0,13,7,10,0,31,58,3,0,85,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,3,4,0,13,9,0,6,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,7,4,0,18,8,0,3,30,0,0,0,0,0,0,0,0,0,386,406,118,12,922,283,25,41,1273,410,383,132,11,937,261,21,38,1257,11,8,4,0,25,62,0,4,87,0,0,0,0,0,0,0,0,0,16,8,4,0,32,62,0,4,94,3,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58890,118,98,23,0,235,79,9,16,330,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,3,8,0,0,0,0,0,0,0,0,0,119,100,23,0,239,90,8,17,356,126,103,16,0,248,84,0,12,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,24,29,3,0,57,11,4,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,24,29,3,0,60,17,4,4,82,37,24,4,0,68,30,3,9,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,81,81,28,0,195,78,3,0,282,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,88,83,27,0,199,81,8,3,290,93,80,34,0,203,65,3,10,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,129,106,22,0,250,72,3,10,337,3,0,3,0,6,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,0,0,3,0,0,0,5,134,107,25,0,263,84,7,16,365,142,95,26,0,268,80,6,14,359,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
