LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA21670,1196,660,548,918,1181,1304,1186,828,256,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,7,3,0,0,38,0,0,0,10,15,7,3,0,0,42,697,384,352,336,327,300,148,76,16,2636,363,171,128,185,194,191,125,128,47,1531,2259,1222,1036,1452,1725,1811,1464,1034,321,12324,4,9,5,3,8,10,3,0,0,54,331,240,152,274,462,522,517,361,114,2966,0,0,0,0,0,0,0,0,0,0,15,15,10,10,21,22,16,11,4,121,0,0,0,0,0,0,0,0,0,0,440,236,166,296,352,348,308,148,47,2334,0,10,3,0,13,25,34,12,15,113,6,7,9,5,6,7,3,3,0,49,15,7,8,14,4,15,0,3,0,70
LGA21750,2232,1370,1109,1695,2021,1876,1428,1050,357,13134,0,0,0,0,4,0,0,0,0,8,4,4,3,0,0,4,0,0,0,17,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,9,9,9,0,0,0,40,3,3,12,9,9,5,0,0,0,43,1267,735,649,623,554,322,134,90,20,4391,561,370,287,348,366,312,176,132,59,2609,4081,2487,2076,2699,2975,2536,1732,1277,431,20296,23,22,16,23,28,30,5,0,0,142,309,202,195,285,454,502,385,293,126,2744,0,0,0,0,0,0,0,0,0,0,27,19,18,25,32,35,17,17,10,194,0,0,0,0,0,0,0,0,0,0,1256,716,518,745,745,719,550,311,91,5641,3,0,0,3,0,6,4,0,0,24,16,7,7,13,14,14,7,7,0,76,14,10,6,6,11,11,11,3,3,77
LGA21830,2202,1082,992,1625,1706,1619,1352,910,293,11776,3,0,3,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,11,3,0,0,0,0,32,6,6,8,7,3,3,0,0,0,40,928,405,428,428,376,223,96,40,14,2937,490,201,177,243,251,193,132,97,37,1818,3627,1705,1610,2317,2349,2045,1584,1049,338,16619,4,9,15,9,6,8,7,0,0,60,327,181,168,278,393,364,331,245,84,2374,0,0,0,0,0,0,0,0,0,0,63,17,28,30,30,34,28,11,3,235,0,0,0,0,0,0,0,0,0,0,1051,586,391,577,660,574,460,278,95,4678,3,3,6,0,4,7,6,0,0,24,6,3,5,3,7,8,0,0,3,34,9,10,6,5,6,0,4,4,0,45
LGA21890,11043,7648,10521,12390,9071,8215,8394,6549,2027,75862,211,613,760,142,105,42,28,6,4,1913,1393,977,1007,649,431,233,100,50,7,4848,26,24,39,34,26,8,0,8,5,169,15,0,5,0,4,0,0,0,0,25,41,252,210,30,6,8,7,0,0,560,48,115,222,153,90,31,6,3,0,666,105,373,436,179,103,43,16,6,0,1256,4747,4071,5642,4725,3224,1297,557,402,151,24821,2747,2334,2880,2390,1872,1070,744,767,308,15123,20906,16666,22151,21342,15499,11153,9967,7849,2530,128063,550,755,1017,857,755,460,142,73,28,4641,747,598,858,1144,1221,1030,694,767,584,7635,8,11,6,7,12,3,6,3,0,56,158,114,175,162,151,118,67,53,22,1021,0,0,0,4,0,0,0,0,4,11,6266,4219,4985,6198,5354,3854,3862,3640,1213,39597,22,17,20,25,23,24,31,17,25,196,2525,1352,1505,2964,1895,1707,2213,1452,280,15889,43,31,45,60,37,53,30,34,6,335
LGA22110,3488,2107,1577,2904,3671,4194,3548,2266,711,24464,3,0,11,10,8,8,0,0,0,32,3,3,8,9,3,7,3,0,0,40,5,6,3,0,8,0,3,4,0,26,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,11,21,26,18,15,5,0,0,97,10,11,18,26,16,15,5,0,0,102,2641,1311,1286,1315,1356,1168,576,291,62,9999,1202,614,431,608,733,672,501,308,115,5183,7365,4075,3355,4895,5842,6100,4644,2873,884,40038,25,22,35,42,54,60,19,0,0,262,998,643,459,908,1353,1724,1660,983,399,9132,0,0,0,0,0,0,0,0,0,0,70,46,42,49,71,102,81,38,15,504,38,31,18,18,20,8,3,9,3,147,1412,848,695,937,1174,1201,1055,518,167,8013,3,0,0,0,0,14,8,0,0,30,13,8,11,15,26,26,13,5,0,120,48,19,29,31,46,24,28,9,0,241
LGA22170,11385,7949,7390,10086,10099,8925,6073,4139,1334,67381,145,66,105,117,55,22,11,6,4,535,207,121,134,136,92,46,28,12,4,777,22,6,25,11,19,19,17,5,3,137,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,0,0,0,0,10,50,64,118,111,72,37,20,7,0,475,46,68,119,112,73,41,22,7,0,490,8071,5022,5392,4770,3538,2087,884,565,209,30536,4047,2452,2306,2575,2141,1578,854,691,413,17063,24077,15777,15622,18017,16192,12789,7919,5438,1967,117803,221,188,291,320,237,163,46,13,0,1479,2745,2163,1863,2905,3690,3445,2587,1714,719,21823,0,0,0,0,0,0,0,0,0,0,301,238,202,235,266,256,173,133,65,1876,4,0,6,3,0,12,0,3,3,27,5419,3914,3939,4345,4352,3368,2192,1256,370,29156,39,7,19,32,27,63,47,21,20,276,465,247,346,499,363,242,209,125,36,2529,75,41,78,72,69,60,48,38,13,489
LGA22250,1263,654,576,962,1164,1216,969,726,224,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,20,5,3,3,3,0,0,0,0,0,20,654,353,328,272,239,153,82,50,15,2140,294,156,128,147,184,154,149,90,41,1337,2221,1170,1040,1393,1601,1529,1197,867,282,11295,5,0,7,3,11,8,7,0,0,47,253,135,106,210,287,396,347,234,111,2081,0,0,0,0,0,0,0,0,0,0,70,33,24,39,57,58,58,42,22,413,25,19,16,12,11,0,5,0,3,91,405,245,162,243,304,295,244,152,56,2103,0,0,0,3,6,3,6,8,0,24,3,0,3,3,7,3,4,3,0,24,4,0,0,0,0,0,0,3,0,11
LGA22310,9417,5762,7045,9785,7838,5951,4956,4869,1866,57488,226,506,941,214,133,47,21,9,3,2098,112,140,214,83,59,44,12,11,7,672,4413,2849,2494,2512,3173,2744,1432,1692,757,22063,0,0,0,0,0,0,0,0,0,0,18,74,86,16,8,6,4,3,0,223,65,50,113,84,66,43,19,11,0,455,86,128,195,103,77,47,27,8,0,675,4469,3617,4455,4142,3348,1804,739,590,214,23377,2771,2069,2409,2384,1979,1398,840,1019,526,15398,21704,15502,18366,19635,16955,12204,8108,8228,3384,124083,271,484,765,475,383,268,91,53,10,2802,1524,813,969,1727,1714,1516,994,993,804,11057,0,0,0,0,0,0,0,0,0,4,118,107,155,120,133,94,56,36,28,859,3,0,0,5,4,0,0,0,0,16,5165,3072,3236,4178,3918,2640,1759,1613,720,26294,10,19,17,13,22,24,12,6,16,137,1682,785,722,1726,1184,710,1038,708,132,8690,32,26,44,44,21,22,24,17,3,239
LGA22410,2183,1233,1082,1756,2124,1810,1327,944,323,12785,0,0,4,0,3,3,0,0,0,11,6,5,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,21,0,0,0,13,7,0,0,0,0,26,1230,616,637,704,545,331,121,75,21,4289,605,320,284,372,373,267,190,117,53,2581,4041,2174,2023,2864,3065,2421,1641,1138,398,19760,21,15,26,22,12,14,6,0,0,119,395,236,190,339,532,610,439,274,101,3121,0,0,0,0,0,0,0,0,0,0,51,44,28,45,72,50,42,28,9,357,0,0,0,0,0,0,0,0,0,0,654,422,339,478,520,441,317,197,52,3434,0,3,7,3,12,24,11,4,4,64,0,5,3,0,10,8,6,0,0,36,19,5,17,8,7,15,16,0,0,89
LGA22490,2152,1029,861,1759,1797,1459,746,302,76,10181,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,12,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,8,8,3,0,0,43,0,7,7,11,8,8,3,0,0,43,1180,500,588,626,559,386,124,31,3,3994,602,232,229,326,311,268,123,49,14,2156,3954,1772,1680,2734,2692,2137,1004,385,96,16453,9,12,11,26,20,18,3,0,0,92,442,223,203,403,506,542,293,141,35,2786,0,0,0,0,0,0,0,0,0,0,65,31,23,48,37,53,29,0,0,286,0,0,0,0,0,0,0,0,0,0,1147,588,450,810,705,503,292,111,38,4632,16,16,3,6,7,19,7,0,0,74,35,14,9,31,24,17,9,4,0,139,14,3,9,11,13,6,0,3,0,51
LGA22620,10650,7490,5855,8081,9023,7728,5615,4175,1525,60138,24,32,19,31,16,6,4,0,0,127,22,27,37,28,16,9,4,0,0,136,7,5,0,3,15,12,3,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,20,48,59,35,22,12,14,3,0,214,25,55,64,41,21,12,14,3,0,232,5821,4120,3390,2959,2539,1481,648,343,102,21404,2464,1670,1284,1398,1460,1056,724,466,171,10688,19075,13464,10711,12636,13178,10354,7032,4994,1803,93254,107,121,121,167,125,116,37,6,3,805,2210,1636,1380,2246,2787,2857,2191,1581,671,17557,0,0,0,0,0,0,0,0,0,0,418,294,202,251,269,224,172,108,48,1988,32,24,18,13,16,6,6,7,0,123,5414,3823,2779,3220,3436,2835,1950,1135,498,25081,20,22,11,17,24,43,42,22,9,215,67,38,38,65,62,31,33,20,9,356,75,22,56,28,44,36,30,22,9,320
LGA22670,9882,8272,7976,8018,9224,9528,6788,4744,1423,65854,575,347,729,432,244,119,63,29,4,2550,2934,1806,1791,1553,983,454,235,90,21,9875,5,10,12,16,18,23,9,12,4,110,0,0,0,0,0,0,0,0,0,4,43,111,115,36,27,8,8,4,3,355,84,89,95,94,82,42,19,6,5,504,126,200,209,128,107,51,22,11,6,862,3162,2549,2391,2174,1962,1274,647,444,127,14735,2792,1847,1918,1713,1666,1278,747,617,202,12776,23791,17795,18206,17473,16918,13974,9124,6343,1894,125518,4384,3210,3977,3739,3320,2093,800,477,167,22173,636,534,568,728,995,1486,1193,914,431,7494,0,0,0,0,0,0,0,0,0,3,257,161,230,224,190,156,141,110,63,1528,0,0,0,0,0,5,0,0,0,5,5142,4105,4103,4001,4334,4436,3393,2394,825,32728,24,21,27,11,26,36,36,45,12,231,1173,966,996,1300,1155,1169,1066,517,122,8467,59,41,76,52,68,84,43,35,18,487
LGA22750,21627,15287,13220,17529,18570,16749,12905,10087,3438,129408,69,75,89,78,52,27,9,8,0,409,283,176,182,182,122,69,32,14,0,1069,10,15,11,10,3,9,6,9,3,76,0,0,0,0,0,0,0,0,0,3,9,17,4,5,8,0,0,0,0,47,69,111,99,118,81,36,25,13,0,548,77,129,103,124,88,41,23,13,0,605,10971,7061,7123,6024,5115,3007,1310,840,244,41686,4909,3400,2980,3161,3012,2216,1543,1254,373,22858,38173,26378,23942,27383,27204,22233,15869,12231,4067,197477,291,362,355,401,334,233,53,11,9,2046,3759,2688,2350,3851,4607,4827,3849,2885,1295,30109,3,0,0,0,0,0,0,0,0,3,961,646,565,593,623,593,402,250,121,4755,35,32,23,17,25,12,12,3,3,168,11918,8017,6762,8122,8299,6921,4952,3387,1207,59581,49,50,46,49,60,110,79,72,36,542,693,492,490,651,649,580,491,334,75,4462,130,78,85,94,109,82,50,40,14,683
LGA22830,7204,4234,3902,5428,5558,4708,3321,2372,716,37443,24,3,31,21,12,3,0,4,0,110,745,358,296,347,232,114,74,12,4,2190,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,37,30,23,28,30,12,3,3,0,166,8,20,20,24,19,12,4,0,0,111,46,49,44,50,50,24,6,3,0,282,3070,1755,1752,1413,1172,661,259,123,27,10237,1559,933,822,906,842,638,409,315,191,6613,12667,7368,6888,8209,7914,6171,4080,2835,949,57090,59,35,74,72,52,40,17,5,0,364,1279,831,730,1225,1390,1469,1004,678,258,8867,0,0,0,0,0,0,0,0,0,0,81,48,48,61,76,78,52,35,5,479,24,23,12,10,14,4,0,3,7,90,3680,2234,1821,2363,2319,1931,1298,783,302,16723,26,11,11,20,29,32,31,30,6,196,139,102,84,122,130,95,80,68,10,820,48,28,36,38,35,43,32,19,3,275
LGA22910,1171,710,550,1054,1226,1283,937,651,243,7822,0,0,3,4,5,0,0,0,0,15,0,3,0,3,0,4,0,0,0,14,3,0,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,15,41,10,3,0,0,101,10,10,19,15,40,10,3,0,0,103,888,410,430,587,655,427,158,69,24,3661,437,180,186,305,308,206,167,106,43,1932,2547,1318,1209,2008,2281,1970,1272,832,311,13732,22,7,19,36,48,44,11,0,0,198,203,138,84,224,326,453,344,200,90,2060,0,0,0,0,0,0,0,0,0,0,26,16,16,11,14,24,9,13,0,129,0,0,0,0,0,0,0,0,0,0,515,307,235,389,467,464,350,197,70,2992,6,0,4,5,6,4,3,3,0,40,13,8,6,23,22,24,19,9,0,127,0,0,0,0,7,8,3,3,0,24
LGA22980,791,363,340,558,675,653,582,462,242,4656,3,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,18,3,0,5,0,3,0,0,0,0,18,214,114,120,118,99,71,36,21,3,791,150,58,58,65,71,63,34,49,12,557,1159,537,524,740,849,790,652,531,263,6040,0,5,11,8,7,6,0,0,0,42,90,68,46,81,128,123,113,77,46,783,0,0,0,0,0,0,0,0,0,0,9,13,8,12,9,10,6,4,0,63,0,0,0,0,0,0,0,0,0,0,126,86,79,86,106,89,60,31,20,687,0,0,0,3,0,4,0,3,0,15,0,0,0,0,4,0,4,0,0,11,0,0,3,0,0,0,0,0,0,4
LGA23110,8505,5514,6199,8460,7300,5953,4779,3448,1004,51150,72,91,159,65,35,9,8,3,0,442,1287,694,654,404,270,155,39,15,4,3514,10,3,13,15,4,0,4,0,0,54,0,0,0,0,3,0,0,0,0,3,18,30,56,10,7,0,0,0,0,133,21,29,71,68,46,21,5,7,0,262,46,65,126,76,52,17,4,8,0,402,3602,2075,2688,2767,2184,1089,407,259,71,15134,1830,1160,1175,1374,1207,745,499,391,135,8514,15806,9913,11345,13640,11448,8126,5802,4168,1220,81462,344,285,414,440,414,274,77,41,17,2302,896,621,759,1287,1508,1264,863,723,348,8267,0,0,0,0,0,0,0,0,0,0,225,174,192,163,184,131,100,71,33,1274,3,0,0,0,0,0,0,0,0,5,4706,3100,2963,3975,3965,2876,2150,1634,524,25887,33,16,14,31,28,39,21,7,6,186,1055,599,637,1100,797,698,681,399,82,6048,21,16,38,33,25,18,31,7,9,199
LGA23190,2426,1436,1348,1771,2041,1730,1358,1019,296,13427,9,0,5,11,10,0,0,0,0,32,29,3,5,17,3,0,0,0,0,52,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,3,3,0,0,33,7,5,4,5,0,3,3,0,0,34,904,534,489,454,374,200,102,55,8,3119,404,252,193,226,251,155,128,126,54,1787,3779,2244,2049,2483,2685,2097,1592,1205,356,18497,18,11,13,17,15,9,3,0,0,83,273,233,227,297,418,415,306,223,86,2478,0,0,0,0,0,0,0,0,0,0,11,3,10,15,9,15,11,12,9,88,0,0,0,0,0,0,0,0,0,0,804,467,405,469,490,382,271,196,65,3551,50,17,20,18,34,55,46,40,11,283,0,5,0,8,9,3,4,3,0,35,4,4,4,7,0,9,0,0,0,28
LGA23270,19158,12797,11266,14952,13099,9821,5807,2968,691,90561,225,124,203,172,132,53,17,7,4,937,6367,3612,3221,3108,1740,1050,440,133,23,19688,6,6,7,7,6,9,0,0,0,35,0,3,9,0,0,0,0,0,0,11,58,36,60,38,35,7,3,3,0,238,64,61,73,58,47,26,8,0,0,349,123,103,140,103,84,35,9,4,0,597,5467,3226,3250,2931,2098,1061,389,187,47,18654,3817,2272,1973,2251,1811,1171,663,377,101,14438,35943,22461,20433,24189,19409,13367,7391,3696,878,147783,928,502,584,723,676,269,110,38,11,3848,1853,1589,1381,2001,2462,2221,1379,747,199,13825,297,198,175,197,165,107,46,20,6,1214,209,155,149,168,193,168,96,51,15,1204,37,40,32,11,28,14,5,8,0,182,13070,8945,7846,8798,8648,6338,3750,1870,467,59731,32,14,10,23,36,28,27,15,0,195,1374,870,969,1242,1001,779,605,345,50,7235,95,62,79,95,78,80,57,27,3,579
LGA23350,1766,925,717,1385,1604,1469,922,599,227,9618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,7,7,0,0,0,35,0,3,5,11,7,7,0,0,0,35,964,413,333,560,568,329,122,67,15,3370,365,172,187,248,285,217,108,77,24,1680,3109,1521,1254,2223,2495,2044,1155,744,264,14801,7,12,13,20,27,24,5,0,0,103,486,243,170,417,506,598,452,244,121,3232,0,0,0,0,0,0,0,0,0,0,44,24,19,27,34,22,11,9,0,188,0,0,0,0,0,0,3,0,0,6,622,405,272,464,556,500,335,174,74,3400,3,3,0,3,3,3,0,4,0,20,3,6,3,0,9,3,6,0,0,37,6,4,3,4,11,15,3,0,0,48
LGA23430,14036,9089,9745,12987,11902,10805,8059,6288,2092,85001,456,318,456,383,271,99,39,21,4,2044,451,304,362,337,241,152,50,14,3,1916,136,87,150,123,117,119,98,57,22,907,0,0,0,0,0,0,0,0,0,0,29,95,103,23,12,12,5,0,0,276,61,61,99,83,75,33,26,5,3,447,92,158,202,108,82,43,33,5,3,726,5372,3805,4573,4259,3328,2090,922,621,191,25158,2762,1863,2138,2192,1925,1545,902,979,618,14917,23919,16212,18281,21175,18564,15191,10243,8086,2957,134623,610,611,771,801,756,571,235,102,38,4492,2094,1441,1464,2752,2815,2772,2257,1879,1059,18532,0,0,3,0,0,3,0,0,0,11,248,113,194,217,190,208,139,94,51,1456,0,0,3,0,0,3,3,0,0,9,8376,5091,4676,6274,5899,4542,3268,2287,817,41226,37,18,24,36,43,61,70,41,26,350,1723,957,1106,1815,1325,1039,1216,724,151,10056,89,45,92,74,74,70,27,20,7,508
LGA23670,15992,11693,9237,13392,14093,11415,6283,4148,1620,87872,443,300,327,361,336,130,51,26,10,1982,403,276,235,230,200,112,35,17,0,1516,11,14,20,15,14,31,13,3,0,125,0,0,0,0,0,0,0,0,0,0,106,56,75,78,65,21,20,6,0,421,112,125,134,139,121,57,28,16,3,743,215,182,210,217,189,81,49,19,10,1165,8376,5875,5918,5150,4452,2479,887,470,161,33753,3634,2577,2084,2367,2272,1630,773,498,224,16068,29904,21517,18580,22552,22365,16271,8252,5257,2044,146739,868,802,773,914,1017,687,234,111,29,5435,2366,1854,1495,2595,3255,3460,2279,1408,611,19326,0,3,0,0,4,0,0,0,0,5,780,450,414,574,562,498,310,165,67,3818,58,54,24,18,30,16,15,15,6,245,7294,5646,4319,5299,6019,4667,2781,1427,520,37972,70,53,54,54,67,131,98,62,37,636,893,553,500,728,638,413,250,120,24,4130,34,28,42,49,44,57,34,30,5,331
LGA23810,7388,5183,4026,5802,6686,5866,4062,2880,795,42676,18,7,18,18,8,5,0,0,0,85,53,39,41,40,22,14,15,0,0,224,0,3,0,8,7,4,0,0,0,24,3,0,0,0,0,0,0,0,0,7,6,6,3,3,0,0,0,0,0,15,27,24,43,39,23,13,4,3,0,179,31,32,44,41,30,19,11,3,0,208,4881,3121,2653,2488,2124,1059,495,276,74,17175,1986,1328,995,1182,1174,818,540,426,166,8613,14406,9784,7832,9619,10111,7813,5128,3591,1042,69326,74,104,96,105,75,49,12,8,0,524,1835,1356,1071,1633,2143,2206,1576,1007,378,13198,0,0,0,0,0,0,0,0,0,0,118,94,60,91,116,116,84,45,17,734,39,24,10,15,18,10,6,4,0,126,3461,2621,2144,2301,2637,2397,1578,968,373,18478,12,7,3,7,13,20,5,9,3,81,125,108,60,101,124,108,87,63,26,802,78,50,48,52,56,48,44,35,3,408
LGA23940,799,448,353,618,855,888,711,499,175,5339,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,16,0,0,3,3,6,0,3,3,0,16,461,169,187,194,225,154,71,40,11,1512,234,80,92,118,147,107,80,59,14,929,1489,708,637,940,1238,1161,869,598,204,7835,3,3,3,3,8,5,7,0,0,33,183,85,87,143,267,344,271,179,64,1633,0,0,0,0,0,0,0,0,0,0,57,20,15,28,25,29,15,25,9,213,0,0,0,0,0,0,0,0,0,0,238,127,101,167,208,222,177,92,24,1361,3,3,3,10,9,6,7,10,0,51,5,0,0,4,3,3,7,0,0,31,0,0,0,0,0,0,3,0,0,5
