LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA45090,4,0,0,11,25,0,12,0,0,39,27,6,22,0,0,56,24,0,17,0,3,49,34,5,50,0,5,93,17,0,27,3,3,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,3,17,165,19,166,14,15,371
LGA45120,0,0,0,3,8,0,8,0,0,23,12,0,8,0,0,31,4,4,10,0,3,17,8,0,3,0,3,18,4,0,6,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,75,12,50,0,8,139
LGA45290,3,0,0,11,27,0,0,0,0,29,41,0,13,0,0,53,38,0,15,0,0,51,188,6,104,0,3,301,324,14,178,20,8,539,250,15,185,28,9,477,99,13,89,13,8,217,40,0,42,7,7,95,23,0,20,8,3,49,10,0,12,0,0,22,5,0,3,0,0,6,6,3,8,3,0,17,13,0,14,0,0,28,1091,47,702,83,52,1970
LGA45340,3,0,0,13,65,3,14,0,3,92,256,6,49,8,16,331,94,8,41,5,15,164,348,16,235,15,58,672,1033,103,1046,80,115,2379,399,138,666,94,101,1389,28,22,75,16,7,147,6,9,13,3,3,38,3,0,3,0,0,13,3,0,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,4,62,8,40,0,7,118,2375,313,2225,240,333,5487
LGA45400,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,6,0,0,22
LGA45540,0,0,0,0,9,0,0,0,0,11,9,0,9,0,0,18,4,0,4,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,14,0,0,47
LGA45680,0,0,3,14,97,4,26,0,3,133,247,17,84,17,32,391,193,22,147,15,27,402,510,88,631,44,71,1347,457,94,689,65,68,1369,59,41,108,18,22,250,10,3,14,0,7,41,9,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,8,54,11,46,5,9,113,1695,280,1775,165,246,4160
LGA45890,3,3,0,31,148,7,42,3,11,216,337,11,120,21,31,521,188,12,114,11,14,347,483,45,488,28,51,1101,792,115,791,81,108,1890,761,99,710,87,81,1740,68,28,84,22,19,230,14,3,22,6,6,53,8,0,3,6,0,16,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,77,6,48,8,14,145,2987,355,2497,279,345,6453
LGA46090,7,0,0,15,30,3,15,0,3,53,76,9,66,4,4,162,30,3,45,0,6,86,54,4,39,5,3,110,36,11,45,0,3,96,13,0,15,0,0,28,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,0,4,25,276,35,250,13,26,605
LGA46300,3,0,0,4,23,0,4,0,0,29,57,6,26,0,0,92,37,4,15,0,0,60,59,3,53,0,6,120,87,6,108,0,7,206,23,6,48,0,0,82,9,3,3,3,0,21,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,10,311,31,275,12,19,646
LGA46450,0,0,0,3,33,0,15,0,3,48,125,10,59,0,8,201,43,7,29,3,0,81,49,4,63,12,14,144,25,3,36,5,3,75,6,4,7,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,15,308,32,223,31,35,620
LGA46510,0,0,0,0,10,0,6,0,0,15,25,0,13,0,0,37,22,0,8,0,0,30,105,3,129,3,4,235,148,4,109,3,10,273,117,9,98,15,10,243,36,3,39,6,3,84,10,3,11,4,0,33,5,3,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,12,488,36,424,36,32,1003
LGA46670,0,0,0,4,30,0,6,0,0,46,74,12,52,3,6,145,24,0,20,0,0,47,28,4,17,0,0,51,13,4,29,3,0,47,4,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,204,33,141,6,16,404
LGA46860,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,7,5,0,3,0,0,5,12,0,8,0,0,21,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,3,26,7,3,71
LGA46970,0,0,0,3,48,0,8,0,3,58,43,10,91,3,4,149,22,5,50,0,3,84,28,10,41,0,7,83,21,3,38,0,5,69,12,0,23,0,0,35,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,187,32,281,6,25,528
LGA47140,0,0,0,22,95,3,30,4,10,139,247,5,99,24,19,390,151,16,110,11,22,297,373,62,413,34,101,975,868,151,1101,96,121,2336,320,85,388,44,45,873,44,25,57,15,18,150,5,4,17,3,3,35,4,0,3,0,4,14,3,0,3,0,0,5,0,0,0,0,0,3,0,0,4,0,0,4,67,7,51,10,15,150,2246,357,2309,237,355,5511
LGA47290,0,0,0,0,8,0,7,0,0,13,6,0,5,0,0,20,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,8,35,6,33,0,4,77
LGA47490,0,0,0,6,3,0,0,0,0,9,3,0,7,0,0,11,5,0,3,0,0,10,8,0,8,0,0,17,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,42,5,39,0,0,87
LGA47630,0,0,0,4,20,0,11,0,3,40,27,0,21,4,0,53,22,4,14,0,0,42,9,0,17,0,0,29,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,13,123,19,98,11,7,262
LGA47700,0,0,0,12,39,0,6,0,0,53,102,0,26,3,6,137,50,0,15,3,11,77,151,15,113,8,12,289,472,61,395,42,60,1036,243,83,351,50,45,779,14,20,43,8,9,95,3,0,3,3,0,11,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,31,4,16,3,3,52,1148,193,983,124,158,2613
LGA47800,3,0,3,9,13,3,20,0,0,37,18,0,14,0,3,35,7,0,16,0,0,32,10,0,7,0,0,16,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,3,16,101,9,104,9,9,231
LGA47910,3,0,0,3,3,0,8,0,0,11,15,0,0,0,0,14,4,0,0,0,0,6,10,0,9,0,0,17,6,3,6,0,0,18,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,54,6,36,6,3,102
LGA47980,0,0,0,3,19,0,3,0,0,16,29,0,5,0,0,38,28,0,14,0,0,43,121,0,88,3,4,216,295,10,159,6,7,482,250,17,122,15,13,418,97,14,81,11,10,217,38,4,40,15,4,101,14,3,43,4,3,65,6,6,14,4,0,34,4,0,4,3,0,12,3,3,13,4,0,16,13,0,9,0,0,25,952,70,609,75,42,1743
LGA48050,0,0,0,8,9,0,0,0,0,11,22,0,4,0,3,32,16,0,10,0,0,27,81,0,36,3,11,131,114,15,103,13,17,268,17,4,29,4,0,58,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,290,30,198,22,35,578
LGA48130,0,0,0,4,18,0,4,0,0,27,24,3,11,0,5,40,13,5,15,3,3,37,22,3,30,0,6,71,0,3,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,107,22,108,12,17,254
LGA48260,0,0,0,0,3,0,0,0,0,5,12,0,0,0,0,8,7,0,0,0,0,11,7,0,9,0,0,20,24,0,24,0,0,49,48,4,32,3,0,90,22,0,13,5,0,43,3,4,8,4,0,23,4,3,7,4,0,20,3,0,5,0,0,5,3,0,0,0,0,3,3,0,3,0,0,9,8,0,0,0,0,8,137,14,111,16,10,294
LGA48340,0,0,0,6,43,7,20,0,3,72,61,11,34,6,3,117,25,0,21,3,0,57,19,3,24,0,0,49,3,0,5,3,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,23,204,32,140,14,18,410
LGA48410,4,0,0,12,48,0,8,0,5,61,116,0,43,0,7,171,107,3,74,4,5,190,367,6,309,9,22,712,497,23,333,38,31,925,410,55,314,39,34,851,92,13,83,26,11,228,22,3,18,4,4,50,3,0,9,0,3,15,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,43,0,27,3,6,77,1749,115,1252,127,126,3370
LGA48540,3,0,0,10,48,0,10,0,3,69,177,11,80,5,14,284,63,5,53,5,6,131,86,15,70,4,10,191,55,12,85,13,4,167,21,12,20,4,3,58,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,31,490,60,339,37,45,966
LGA48640,0,0,0,3,6,0,5,0,0,11,3,0,3,0,0,9,6,0,7,0,0,13,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,31,0,3,59
LGA48750,0,0,0,0,8,0,7,0,0,13,11,0,0,0,0,9,11,0,8,0,0,16,22,3,10,0,3,39,11,0,21,0,3,37,4,0,5,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,81,7,52,3,4,151
LGA48830,0,0,0,12,18,0,8,6,0,31,31,0,13,0,4,51,22,5,25,0,0,53,43,10,27,7,4,83,11,0,11,0,0,18,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,4,0,0,12,168,17,125,15,7,337
LGA49399,20,3,3,51,18,3,7,0,0,25,8,0,4,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,23,120,9,85,7,13,233
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,3,0,0,6,39,0,11,0,0,46,72,3,24,5,9,108,53,3,37,0,4,93,107,6,78,6,8,203,210,25,211,16,20,483,166,43,201,19,23,451,19,11,39,5,7,83,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,14,4,4,40,745,107,659,59,76,1643
LGA50210,4,0,0,12,25,0,11,3,4,40,57,7,25,0,0,85,46,3,27,3,3,79,87,4,68,4,10,172,289,24,349,21,46,720,348,58,540,34,70,1048,109,31,165,23,34,356,19,8,34,6,11,80,7,6,7,0,0,16,3,0,3,0,0,5,0,0,4,0,0,3,4,0,4,0,0,6,27,3,37,0,6,67,1043,141,1287,95,187,2757
LGA50250,18,3,0,37,21,0,19,0,0,46,11,3,15,0,0,34,3,0,8,0,0,12,7,3,0,0,0,9,11,0,9,0,0,20,16,0,8,0,0,24,11,3,8,0,0,22,3,0,3,0,0,11,10,0,8,0,0,19,3,0,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,31,3,34,0,0,72,386,59,619,36,30,1130
LGA50280,0,0,0,3,9,0,3,0,0,15,22,0,14,0,0,30,16,0,11,3,0,27,28,0,21,4,0,59,79,5,56,8,3,148,106,8,135,6,10,264,25,9,43,0,3,84,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,6,4,13,0,0,23,331,32,335,28,24,745
LGA50350,0,0,0,0,7,0,0,0,0,12,23,4,14,0,0,43,5,0,3,0,0,12,11,0,11,0,3,25,42,4,46,4,3,94,148,17,113,3,14,294,53,6,38,4,9,114,9,3,5,0,0,22,6,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,16,327,30,244,18,31,660
LGA50420,0,0,0,22,20,0,11,0,3,37,56,0,20,6,3,87,51,3,22,4,7,86,139,3,68,5,8,222,374,15,226,19,11,643,692,60,480,43,55,1331,371,45,253,37,33,741,86,4,60,14,10,179,11,0,13,0,0,27,3,0,3,0,0,10,5,4,3,0,0,9,5,0,0,0,0,5,36,12,21,7,5,76,1932,155,1203,134,154,3581
LGA50490,3,0,0,7,34,3,8,0,3,44,74,3,30,7,4,113,22,0,28,0,3,61,61,5,29,5,10,104,259,15,160,12,19,460,560,53,439,33,49,1134,306,29,173,11,28,553,46,6,30,3,9,88,5,0,10,3,0,23,3,0,0,0,0,3,3,0,4,0,0,14,5,0,4,0,0,9,34,3,15,4,3,63,1443,125,947,80,121,2719
LGA50560,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,3,0,0,0,0,3,8,0,3,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,16,4,0,48
LGA50630,7,0,0,14,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3,0,0,8,7,0,5,0,0,19,7,0,12,0,0,24,3,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,38,6,56,6,0,100
LGA50770,0,0,0,0,7,0,0,0,0,8,5,0,0,0,0,6,4,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,24,0,27,0,0,59
LGA50840,0,0,0,0,3,0,4,0,0,3,8,0,3,0,0,13,5,0,3,0,0,12,12,0,4,0,0,18,17,0,21,3,3,47,4,0,19,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,71,5,57,3,3,142
LGA50910,4,0,0,6,3,0,0,0,0,3,3,0,3,0,0,4,0,0,3,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,3,45
LGA50980,22,0,7,42,29,8,43,3,5,90,46,7,52,0,16,118,44,9,35,3,3,96,59,5,44,3,3,114,62,11,75,6,9,161,89,3,62,3,3,157,91,3,57,5,5,175,57,6,45,0,6,121,44,6,48,0,3,104,18,0,14,0,3,42,12,0,8,0,0,23,13,0,10,3,0,30,26,5,34,3,3,72,680,80,608,45,83,1493
LGA51080,0,0,0,0,3,0,5,0,0,10,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,26,0,3,49
LGA51120,0,0,0,3,5,0,3,0,0,14,4,0,3,0,0,11,3,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,3,17,0,3,55
LGA51190,0,0,0,4,27,0,6,0,0,33,47,3,19,0,3,76,35,3,16,3,0,61,101,3,67,0,13,183,300,17,237,16,22,593,201,33,190,22,31,469,33,3,23,3,4,65,9,4,9,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,5,3,30,793,64,599,48,80,1583
LGA51260,6,0,0,7,20,0,13,0,0,36,71,4,12,3,4,102,31,4,23,0,0,56,22,5,20,3,4,56,119,9,90,4,12,235,288,59,351,28,44,779,74,27,143,16,15,273,5,4,19,0,4,32,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,18,0,18,3,3,47,722,118,736,73,93,1735
LGA51310,0,0,0,0,5,0,0,0,0,8,10,0,0,0,0,8,8,0,5,0,0,23,36,0,8,0,0,47,77,0,36,0,0,119,94,0,42,3,0,143,85,0,65,4,3,153,59,3,72,8,8,153,34,3,64,5,0,115,17,10,68,4,0,103,3,11,31,6,3,54,15,18,70,10,4,126,11,3,10,3,0,24,480,50,490,56,22,1097
LGA51330,5,0,0,9,47,4,19,0,0,74,99,4,23,5,5,133,54,4,23,0,3,82,55,11,36,3,6,108,324,36,293,19,19,684,775,153,1075,95,50,2151,245,132,378,85,41,884,44,43,94,32,12,223,15,7,33,11,3,71,3,3,9,0,0,17,7,4,0,6,0,9,14,0,4,0,0,18,49,6,41,3,6,98,1795,415,2074,268,155,4704
LGA51400,0,0,0,3,9,0,5,0,0,13,15,0,3,0,3,25,14,3,4,0,0,20,14,0,3,0,3,20,41,7,31,0,3,87,94,31,180,16,15,343,20,16,32,7,4,76,3,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,15,234,58,274,27,34,634
LGA51470,4,0,0,8,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,14,0,0,31
LGA51540,3,0,0,9,11,5,16,0,3,23,17,3,24,0,0,51,15,0,11,0,3,30,12,4,6,0,0,20,27,4,25,3,3,56,19,0,13,0,3,38,10,0,8,0,0,21,0,0,7,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,11,0,3,26,147,19,157,3,18,340
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,12,0,3,34
LGA51680,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,0,3,5,7,0,3,0,0,7,8,3,13,0,0,23,4,0,7,0,0,12,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,42,3,38,0,12,99
LGA51750,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,4,7,0,0,0,0,9,26,3,5,0,0,41,63,0,14,0,0,81,50,0,18,6,0,65,26,6,20,6,4,55,17,4,13,0,0,42,4,0,21,8,0,32,3,3,14,3,0,26,6,11,46,8,3,75,10,3,3,3,0,19,233,28,168,35,13,487
LGA51820,4,0,0,10,29,4,7,0,3,41,82,3,19,3,12,121,47,0,15,3,8,78,73,5,53,3,15,153,253,22,152,4,22,449,880,91,653,65,76,1762,392,100,569,77,85,1212,82,20,101,19,22,245,21,4,20,12,8,64,14,0,17,3,0,29,0,3,8,3,3,12,5,0,7,0,3,21,44,10,32,12,13,107,1995,268,1688,208,270,4435
LGA51890,0,0,0,0,4,0,0,0,0,7,26,0,15,0,3,44,20,0,22,0,0,41,37,0,27,0,6,70,23,3,33,0,4,61,7,0,25,3,3,35,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,132,3,125,6,21,281
LGA51960,0,0,0,0,10,0,9,0,0,19,28,0,15,6,0,52,21,3,22,0,0,44,24,4,28,3,0,50,12,6,24,0,3,41,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,94,13,111,10,9,238
LGA52030,0,0,0,0,7,0,0,0,0,7,6,0,3,0,0,4,4,0,0,0,0,4,7,0,9,0,0,11,0,0,7,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,35,0,30,0,3,66
LGA52100,0,0,0,0,3,0,3,0,0,9,11,0,7,0,0,12,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,22,0,25,0,0,51
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,15,0,0,0,0,15,33,0,0,0,4,37,54,0,15,0,0,68,35,0,9,0,0,48,19,0,16,0,3,33,16,0,19,4,0,42,13,7,17,0,0,30,22,17,43,19,4,102,0,0,0,0,0,3,209,19,134,26,6,404
LGA52240,0,0,0,0,3,0,6,0,0,7,4,0,3,0,0,9,0,0,3,0,0,3,4,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,28,3,33,4,3,66
LGA52310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,31
