LGA_CODE_2016,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3
LGA17100,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,28,40,6,0,0,0,51,20,11,7,6,0,46,0,5,0,0,0,3,89,18,7,8,3,125,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,11,225,59,32,15,3,338,31,13,8,5,3,60,3,0,0,0,0,6,13,4,8,3,0,26,284,77,46,28,12,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,391,106,58,31,12,602,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,28,22,17
LGA17150,3,0,0,0,0,3,4,0,0,0,0,4,99,5,0,0,0,105,275,52,11,0,0,340,136,27,24,16,4,198,9,3,3,0,0,14,529,80,37,17,4,664,0,0,0,0,0,0,3,0,0,0,0,3,79,0,0,0,0,80,96,28,10,0,0,132,5,0,4,0,0,10,3,0,0,0,0,3,190,29,15,0,0,235,0,0,0,0,0,0,28,0,0,0,0,29,779,29,8,3,0,820,86,43,14,8,0,151,5,7,0,0,0,5,9,0,0,0,0,11,909,78,25,4,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,14,0,0,0,0,0,0,1637,192,85,21,3,1942,4,0,0,0,0,4,3,0,0,0,0,3,97,8,0,0,0,99,263,43
LGA17200,0,0,0,0,0,0,8,0,0,0,0,11,80,19,19,4,0,127,43,37,9,7,3,87,25,12,15,13,4,63,8,3,4,0,0,11,159,66,47,24,3,305,4,0,0,0,3,8,37,0,0,0,0,38,649,44,19,8,0,715,354,342,126,26,3,845,86,130,232,106,41,593,44,18,8,4,0,71,1171,531,377,138,50,2279,95,5,3,0,0,97,614,47,10,3,0,681,2894,407,326,65,20,3705,255,362,140,61,15,827,22,26,36,33,14,134,87,31,21,4,8,151,3963,877,529,164,62,5594,0,0,0,0,0,0,4,0,0,0,0,4,14,0,3,0,0,20,3,11,3,0,0,19,3,0,7,3,0,13,0,0,3,0,0,3,26,12,11,3,0,58,11,5,3,0,0,22,5331,1494,979,328,118,8251,0,0,0,0,0,0,9,0,0,0,0,9,110,10,4,0,0,132,59,68
LGA17310,0,0,0,0,0,0,4,0,0,0,0,4,76,0,0,0,0,80,198,31,4,0,0,234,51,12,5,3,0,75,9,0,0,0,0,14,340,41,12,4,4,397,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,15,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,26,0,0,0,0,0,0,8,0,0,0,0,8,70,4,0,0,0,73,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,3,92,4,0,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,455,48,12,8,4,522,3,0,0,0,0,3,5,0,0,0,0,5,77,5,0,0,0,79,234,35
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,29,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,20,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,17,3,0,0,0,18,10,0,0,0,0,9,0,0,0,0,0,0,31,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,37,3,3,0,0,49,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,15,28,3
LGA17420,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,20,121,30,9,0,0,155,153,38,29,17,7,249,10,3,0,0,0,8,302,68,36,17,12,441,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,28,61,13,8,3,0,81,7,3,15,9,12,43,6,0,0,0,0,3,103,21,19,10,12,160,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,49,17,3,0,0,0,30,3,0,0,0,0,4,0,0,0,0,0,0,72,7,3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,478,100,60,32,17,687,0,0,0,0,0,0,6,0,0,0,0,6,26,3,0,0,0,30,140,22
LGA17550,0,0,0,0,0,0,11,0,0,0,0,9,123,5,0,0,0,132,273,17,10,3,0,303,116,17,10,3,0,151,10,3,0,0,0,14,536,46,23,3,0,612,3,0,0,0,0,3,0,0,0,0,0,0,74,4,0,0,0,79,128,7,8,0,0,140,3,0,0,0,0,3,0,0,0,0,0,0,211,12,5,0,0,230,0,0,0,0,0,0,3,0,0,0,0,3,123,11,0,0,0,136,23,0,0,0,0,29,5,0,0,0,0,5,3,0,0,0,0,3,161,11,3,0,0,174,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,27,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,31,4,0,0,0,35,0,0,0,0,0,3,938,68,32,8,0,1058,3,0,0,0,0,4,18,0,0,0,0,18,140,3,0,0,0,140,287,34
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,31,45,3,8,0,0,49,20,3,4,0,0,23,3,0,0,0,0,4,96,10,9,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,9,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,36,73,3
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,14,0,0,0,0,14,6,3,0,0,0,7,4,0,0,0,0,4,33,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,26,3,0,0,0,30,10,0,0,0,0,10,3,0,0,0,0,3,52,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,19,0
LGA17750,0,0,0,0,0,0,0,0,0,0,0,0,83,5,0,0,0,87,268,102,20,3,0,394,53,29,30,13,3,125,7,0,0,0,0,12,417,133,50,17,3,616,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,12,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,6,161,13,3,0,0,175,20,6,7,0,0,31,0,0,0,0,0,0,8,0,0,0,0,8,187,19,8,3,0,215,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,679,159,57,14,3,915,0,0,0,0,0,0,3,0,0,0,0,3,89,0,0,0,0,92,312,120
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,3,0,0,0,10,6,0,0,0,0,10,0,0,0,0,0,0,21,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0
LGA17900,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,17,27,4,0,0,0,25,9,4,0,0,0,14,7,0,0,0,0,6,66,7,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,18,0,0,0,0,0,0,82,11,0,0,0,92,0,0,0,0,0,0,6,0,0,0,0,6,22,0,0,0,0,20,24,3
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,42,0,0,0,0,41,17,0,0,0,0,15,0,0,0,0,0,0,68,4,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,0,0,75,0,0,0,0,0,0,3,0,0,0,0,3,17,3,0,0,0,13,47,3
LGA18050,3,0,0,0,0,3,5,0,0,0,0,5,63,4,0,0,0,71,47,31,19,3,0,94,21,16,14,13,0,68,4,0,0,0,0,8,142,54,28,22,0,243,0,0,0,0,0,0,0,0,0,0,0,3,95,6,6,0,0,101,82,60,22,0,0,161,19,9,18,9,0,55,8,0,3,0,0,7,197,72,45,9,0,332,13,0,0,0,0,13,85,4,0,0,0,91,1170,68,26,8,0,1273,134,127,52,11,0,330,3,5,15,10,0,35,25,0,4,0,0,34,1431,207,96,31,3,1771,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,15,0,0,0,0,0,0,1790,336,175,54,9,2362,0,0,0,0,0,0,0,0,0,0,0,0,50,9,0,0,0,57,48,40
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,15,3,0,0,0,0,4,0,0,0,0,0,0,27,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,16,0
LGA18200,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,26,0,0,0,0,26,7,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,28,0
LGA18230,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,57,173,14,9,0,0,199,54,19,14,6,3,98,7,0,0,0,0,5,289,34,23,9,3,353,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,24,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,60,6,0,0,0,65,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,7,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,15,0,0,0,0,0,0,379,45,29,13,3,470,0,0,0,0,0,0,3,0,0,0,0,3,49,0,0,0,0,52,198,23
LGA18250,0,0,0,0,0,0,3,0,0,0,0,5,55,4,0,0,0,65,103,40,18,3,0,161,35,29,36,12,3,117,6,5,0,0,0,12,199,85,59,19,3,358,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,52,27,20,3,0,0,47,3,0,0,0,0,3,0,0,0,0,0,0,75,23,8,0,0,105,3,0,0,0,0,5,72,6,0,0,0,82,509,59,12,5,3,593,55,60,17,5,0,141,0,0,5,3,5,15,16,3,0,0,0,18,655,131,41,18,4,848,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,935,246,106,32,9,1321,0,0,0,0,0,3,0,0,0,0,0,0,44,6,0,0,0,47,79,32
LGA18350,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,61,143,10,0,0,0,160,67,8,3,3,0,76,4,0,0,0,0,3,279,20,6,4,0,308,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,323,23,6,4,0,350,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,52,113,9
LGA18400,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,20,61,11,0,0,0,73,47,3,4,0,0,52,7,0,0,0,0,6,141,10,4,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,12,4,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,28,87,9
LGA18450,0,0,0,0,0,0,10,0,0,0,0,10,174,11,0,0,0,189,445,91,31,6,0,576,139,53,50,44,15,304,23,5,0,0,0,33,794,159,84,50,15,1107,0,0,0,0,0,0,3,0,0,0,0,3,172,7,0,0,0,184,106,50,13,8,0,178,5,3,3,0,0,12,7,0,0,0,0,15,299,67,23,4,3,393,0,0,0,0,0,0,35,0,0,0,0,35,671,45,12,0,0,729,94,96,29,5,0,228,3,4,11,17,3,40,12,0,3,0,0,20,819,149,58,21,3,1057,0,0,0,0,0,0,5,0,0,0,0,10,13,0,0,0,0,13,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,28,4,3,0,0,35,0,0,0,0,0,0,1939,380,169,83,19,2592,3,0,0,0,0,5,8,0,0,0,0,8,179,8,0,0,0,188,479,146
LGA18500,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,35,21,7,3,0,0,32,24,3,7,0,0,35,3,0,0,0,0,3,85,14,7,0,0,105,0,0,0,0,0,0,6,0,0,0,0,6,117,3,3,0,0,126,98,76,37,4,0,212,19,13,31,22,0,85,0,0,3,0,0,8,238,97,71,21,3,435,4,0,0,0,0,3,45,4,0,0,0,45,605,22,8,0,0,635,97,89,22,0,0,206,3,4,12,3,0,20,9,0,4,0,0,15,756,118,44,3,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,3,1090,229,128,31,3,1478,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,36,14
