LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA56160,7,9,5,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,11,12,5,0,0,3,37,9,14,3,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
LGA56230,718,1556,480,526,256,115,3654,102,159,30,45,13,4,361,17,31,9,4,5,0,61,118,196,38,49,20,4,420,13,7,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,3,0,0,22,111,62,7,4,0,0,184,8,9,5,3,3,0,28,3,0,0,3,0,0,3,114,69,14,10,5,3,209,0,0,0,0,0,0,0,966,1828,533,590,276,116,4308,975,1948,649,740,310,150,4778,71,44,8,3,0,0,128,3,8,0,0,3,0,15,70,54,8,3,4,0,140,44,22,8,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,8,5,0,0,70,99,54,8,0,0,0,164,3,4,4,0,3,0,18,0,0,0,0,0,0,8,104,63,12,0,5,0,184,3,3,0,0
LGA56300,95,200,44,45,31,3,425,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,7,0,0,0,0,16,5,3,3,0,0,0,12,10,13,4,4,4,0,31,0,0,0,0,0,0,0,118,218,51,49,30,3,467,126,235,44,42,33,11,488,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,0,0,7,3,3,4,0,0,0,13,10,9,3,0,0,0,26,0,0,0,0
LGA56370,76,127,54,34,21,9,316,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,86,130,61,36,21,9,340,75,132,40,30,18,4,303,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA56460,423,614,208,274,105,46,1673,19,14,0,0,0,0,35,0,0,0,0,0,0,0,19,11,0,0,0,0,31,38,12,3,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,3,4,0,0,62,4,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,9,3,0,0,0,0,0,3,489,648,214,274,111,46,1784,371,622,223,222,119,49,1614,46,19,6,0,0,3,73,0,0,0,0,0,0,0,46,22,6,0,0,3,72,78,31,5,3,5,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,31,5,3,5,0,120,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,3,0,0,0,0,7,3,0,0,0
LGA56580,899,1737,937,1339,633,179,5727,185,80,32,17,7,0,324,47,35,16,12,6,0,113,226,118,52,31,15,3,435,314,144,31,9,0,0,504,3,3,0,0,0,0,3,120,17,3,0,0,0,138,0,0,0,0,0,0,3,443,159,39,9,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,3,3,3,30,1569,2025,1034,1387,649,181,6849,889,1767,1017,1418,670,198,5963,188,97,34,19,5,3,346,100,91,37,25,6,0,262,284,189,74,45,10,3,605,230,112,40,10,11,0,398,3,4,3,0,0,0,14,12,11,9,0,0,0,38,0,0,0,0,0,0,0,246,130,47,13,11,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,6,0,0,0,0,0,7,0,0,0,0
LGA56620,62,51,26,28,23,81,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,70,61,29,28,25,82,288,78,63,45,39,32,71,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,3,0,0,0
LGA56730,829,1265,470,433,209,135,3340,74,27,6,11,3,4,119,3,0,0,0,0,0,0,77,27,6,11,3,4,124,36,15,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,7,0,0,0,60,7,9,0,0,0,0,21,4,5,0,3,0,0,13,0,0,0,0,0,0,0,10,15,0,6,0,0,39,0,0,0,0,0,0,0,955,1328,482,452,209,137,3559,813,1318,494,493,240,135,3486,33,18,3,4,0,0,58,3,9,0,3,0,0,15,34,19,3,9,0,0,71,98,38,4,3,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,38,4,3,0,0,151,38,24,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,3,0,0,0,61,0,3,0,0
LGA56790,215,443,159,138,62,29,1038,9,8,3,0,0,0,18,5,4,0,0,0,0,12,13,10,4,0,0,0,28,33,16,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,3,0,0,0,58,32,34,3,0,0,0,68,7,5,0,0,0,0,15,0,3,0,0,0,0,9,42,45,7,3,3,0,99,0,0,0,0,0,0,0,302,517,172,144,65,29,1223,267,485,125,127,70,29,1103,32,14,4,3,0,0,44,9,0,0,0,0,0,11,38,14,4,5,0,0,54,14,7,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,6,0,0,0,26,29,31,3,0,0,0,64,0,0,0,0,0,0,4,7,5,0,0,0,0,17,37,41,5,0,0,0,83,0,4,0,0
LGA56860,18,34,10,11,4,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,16,10,4,5,91,29,30,7,6,3,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,47,116,52,83,48,23,376,3,0,3,0,0,0,7,17,15,9,0,0,0,40,22,15,11,0,0,0,45,10,5,5,0,0,0,17,25,12,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,107,152,68,83,48,23,476,52,140,54,84,45,27,389,0,0,0,0,0,0,7,3,0,0,0,0,0,6,3,0,0,3,0,0,6,27,20,11,3,0,0,58,15,11,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,9,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,45,73,20,28,19,5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,45,72,20,26,19,5,199,35,75,27,38,14,3,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0
LGA57080,52,89,31,17,3,6,198,22,14,6,0,0,0,49,78,166,70,48,18,0,376,99,181,73,52,19,0,429,142,93,21,3,0,0,254,458,363,64,13,4,0,899,1186,1038,213,96,14,6,2559,0,6,0,3,0,0,12,1784,1498,294,117,15,6,3716,0,0,0,0,0,0,0,223,4,3,0,0,0,234,0,0,0,0,0,0,3,225,4,3,0,0,0,234,0,0,0,0,0,0,3,2164,1772,407,194,33,15,4580,43,62,31,24,12,0,157,8,16,10,0,0,0,35,228,225,66,28,10,0,563,235,239,78,29,15,0,595,69,65,21,10,0,0,162,565,589,168,53,10,10,1383,2094,2076,426,141,24,6,4764,4,0,0,0,0,0,3,2734,2727,612,199,37,14,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,11,0,0,0,67,18,34,11,0,0,0,67,6,9,0,0
LGA57140,108,154,52,49,20,8,397,13,3,0,3,0,0,19,0,0,0,0,0,0,0,13,3,0,3,0,0,19,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,126,159,56,53,20,11,429,93,194,60,44,30,13,423,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0
LGA57210,337,627,215,198,109,49,1529,6,0,3,0,0,0,13,0,0,0,0,0,0,0,6,0,3,0,0,0,13,22,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,19,13,9,3,4,0,0,30,0,3,0,0,0,0,3,6,0,3,0,0,0,8,17,17,5,6,0,3,51,0,0,0,0,0,0,0,382,643,222,201,109,50,1609,381,707,237,206,93,45,1668,37,31,9,13,0,4,96,0,0,0,0,0,0,0,37,31,9,13,3,4,97,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,7,5,0,0,0,0,15,3,0,0,0,3,0,10,0,0,0,0,0,0,0,8,10,0,0,3,0,29,0,0,0,0
LGA57280,420,730,445,430,211,158,2392,90,75,34,28,3,5,226,12,16,3,3,0,0,35,100,83,41,27,7,4,268,104,51,26,15,3,0,199,0,0,0,0,0,0,0,7,20,0,4,0,0,29,0,0,0,0,0,0,0,107,68,27,18,3,0,227,75,57,3,6,0,0,141,18,17,7,3,4,0,48,3,0,3,0,0,0,9,100,75,12,15,4,3,200,0,4,0,0,0,0,3,728,959,523,497,222,164,3090,353,777,487,499,291,166,2566,101,117,53,33,15,13,330,50,67,36,38,16,10,220,147,182,92,71,33,24,548,115,90,22,11,0,4,241,0,0,0,0,0,0,0,25,15,9,4,0,0,63,0,0,0,0,0,0,0,141,104,34,18,4,6,304,59,77,22,16,3,0,180,18,12,9,4,0,0,35,24,19,10,3,0,3,53,97,111,39,22,7,3,269,3,6,7,0
LGA57350,102,144,39,45,19,12,358,4,5,9,3,3,0,26,0,0,0,0,0,0,0,4,5,9,3,3,0,26,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,159,50,47,26,15,396,115,183,36,45,17,16,408,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0
LGA57420,122,205,77,81,36,9,528,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,22,0,0,0,0,46,0,0,0,0,0,0,0,134,231,80,84,41,9,580,151,253,72,93,51,20,634,17,11,0,0,0,0,30,5,3,0,0,0,0,5,22,10,0,0,0,0,37,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,14,7,0,0,0,0,19,6,3,0,0,0,0,9,0,0,0,0,0,0,4,19,11,0,5,0,0,35,0,0,0,0
LGA57490,3916,9113,4418,4803,2088,943,25274,694,506,122,135,49,21,1521,29,51,15,6,0,0,103,725,553,133,141,48,18,1624,1295,551,64,28,3,0,1944,27,11,3,0,0,0,34,8,13,4,0,0,0,28,6,8,0,0,0,0,12,1334,580,72,28,5,0,2019,161,111,9,4,3,5,302,3,4,0,3,0,3,10,3,10,3,3,0,0,17,171,127,13,13,3,5,330,3,0,0,0,0,0,3,6149,10374,4637,4977,2145,973,29253,4994,10984,5667,6389,2694,1264,31990,918,514,104,44,25,3,1600,166,135,33,34,6,3,387,1085,646,139,79,27,3,1984,1020,450,96,31,12,3,1618,36,22,3,3,3,0,67,63,55,15,0,0,0,133,12,0,0,0,0,0,15,1139,526,114,37,13,3,1829,204,113,8,4,0,0,326,4,4,0,3,0,0,10,0,3,0,0,0,0,6,211,119,13,7,0,0,352,7,3,3,0
LGA57630,9,10,8,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,15,8,0,3,0,39,10,20,3,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,0,0
LGA57700,494,1476,662,804,408,202,4045,3,5,0,0,0,0,9,0,0,0,0,0,0,3,3,7,3,0,0,0,14,24,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,13,28,11,4,0,3,0,44,5,4,0,0,0,0,8,3,3,3,7,0,0,16,0,0,0,0,0,0,0,6,10,3,9,0,0,27,0,0,0,0,0,0,0,530,1503,667,812,405,208,4127,696,1932,997,1127,515,313,5584,9,6,0,0,0,0,20,0,0,0,0,0,0,0,9,6,0,0,0,0,20,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,5,0,3,0,0,15,5,3,0,0,0,0,13,9,0,0,0,0,0,12,0,0,0,0,0,0,3,12,5,3,3,0,0,24,0,0,0,0
LGA57770,64,98,22,32,9,7,231,0,4,0,0,0,0,6,3,0,0,0,0,0,3,3,4,0,0,0,0,9,18,10,3,0,0,0,32,7,3,0,0,0,0,9,6,0,0,0,0,0,6,0,0,0,0,0,0,0,30,15,3,0,0,0,46,17,21,0,0,0,0,36,0,5,0,0,0,0,7,0,3,0,0,0,0,4,17,32,3,0,0,0,49,0,0,0,0,0,0,0,111,141,28,33,9,7,328,69,100,33,28,10,5,243,3,0,0,0,0,0,7,6,3,0,0,0,0,10,5,5,0,0,0,0,10,30,14,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,11,3,3,0,0,42,18,30,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,45,0,0,0,0
LGA57840,1615,2684,1397,1478,553,169,7892,1287,900,197,102,20,4,2508,689,797,236,107,19,3,1851,1971,1695,430,212,44,9,4359,857,543,113,62,6,0,1584,485,243,35,13,3,0,778,386,342,72,33,0,0,833,0,7,0,0,0,0,8,1726,1129,223,106,10,3,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,6,5322,5512,2045,1793,607,177,15457,1655,2823,1399,1634,603,197,8309,1115,823,250,109,23,6,2330,704,912,329,142,37,9,2130,1821,1738,578,250,62,18,4463,662,478,120,52,15,3,1329,564,409,87,28,3,0,1090,452,454,97,38,6,3,1047,12,3,0,0,0,0,11,1681,1345,304,113,26,5,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA57910,9195,15751,7290,7781,3101,1252,44375,7416,5121,1368,726,176,63,14876,1201,1299,449,226,55,11,3248,8617,6421,1816,950,231,78,18118,3970,1813,397,133,29,12,6349,1173,541,102,33,8,0,1849,451,191,39,16,3,0,703,9,4,3,0,0,0,14,5602,2545,537,183,38,14,8919,76,44,7,5,3,3,129,0,0,0,0,0,0,0,10,4,0,4,0,0,14,80,44,7,13,3,3,147,49,23,5,3,0,0,86,23541,24786,9654,8930,3380,1346,71644,9211,15758,7775,8356,3334,1426,45859,7158,5693,2044,1057,300,124,16376,1444,1758,765,465,137,58,4634,8606,7453,2809,1523,435,184,21012,4033,2635,823,385,90,35,8003,878,504,106,45,16,3,1550,331,181,42,15,6,0,580,113,45,11,3,0,0,170,5355,3364,978,453,115,39,10298,86,22,4,0,0,0,111,0,0,0,0,0,0,0,9,5,4,0,0,0,16,94,26,6,0,0,0,124,12,3,7,6
