LGA_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
LGA21010,3,0,0,3,0,6,21,3,3,0,0,31,252,47,17,3,0,322,1111,406,344,120,34,2017,401,185,271,183,88,1124,21,3,3,3,3,35,1811,649,641,322,122,3543,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,0,0,19,10,3,3,0,0,17,3,4,0,0,0,4,0,0,0,0,0,0,29,9,7,0,0,43,0,0,0,0,0,0,7,0,0,0,0,7,50,9,0,0,0,54,5,0,6,3,0,10,0,0,0,0,0,0,3,0,0,0,0,3,61,7,3,3,0,77,3,0,0,0,0,6,3,0,0,0,0,3,0,3,0,0,0,3,4,0,3,0,0,9,3,0,3,0,0,8,0,0,0,0,0,0,9,4,4,0,0,24,0,0,0,0,0,0,1919,672,653,321,122,3681,0,0,0,0,0,3,16,0,0,0,0,19,241,34,23,4,0,307,1162,376
LGA21110,6,0,0,0,0,8,68,5,3,0,0,76,1743,562,244,50,7,2608,4684,2849,3632,756,137,12062,2657,2533,4652,3170,985,13997,105,43,40,20,7,212,9264,5994,8571,4000,1137,28966,0,0,0,0,0,0,78,0,3,0,0,79,1214,322,101,7,0,1649,1270,713,528,107,15,2643,115,129,186,81,27,543,34,6,0,0,0,42,2712,1176,824,198,48,4958,8,0,0,0,0,13,430,22,10,0,0,458,2192,603,179,46,8,3025,456,265,167,25,8,918,31,28,31,24,17,136,28,5,9,0,0,48,3143,921,391,99,34,4589,0,0,0,0,0,0,11,0,0,0,0,12,33,15,8,3,0,61,19,14,15,7,5,53,4,3,8,3,3,21,6,0,0,0,0,7,69,34,30,11,6,151,0,0,0,0,0,0,15187,8125,9821,4311,1220,38667,9,5,3,3,3,16,84,11,3,0,0,98,1658,504,259,41,7,2465,4489,2730
LGA21180,13,16,17,5,4,52,47,16,15,3,0,78,914,346,173,41,16,1482,8406,6092,6110,2165,955,23726,1909,2132,3323,2361,1518,11244,297,152,155,98,87,791,11583,8749,9787,4670,2584,37374,0,0,0,0,0,7,19,0,0,0,0,28,309,101,30,10,0,459,921,719,684,234,72,2633,147,188,284,209,134,956,33,16,9,11,7,79,1435,1027,1008,469,216,4156,4,3,0,0,0,6,84,22,0,5,0,111,520,210,125,18,12,881,285,241,160,67,32,780,15,8,8,10,13,59,29,19,6,6,0,69,939,504,302,99,65,1909,0,0,0,0,0,0,4,0,0,0,0,5,12,3,4,0,0,13,8,4,4,4,4,31,0,4,3,0,0,15,0,0,3,0,0,0,27,11,17,6,4,67,3,3,3,0,0,13,13984,10300,11114,5254,2861,43516,25,26,19,9,11,88,48,26,11,5,6,97,966,377,208,60,26,1639,9336,6383
LGA21270,5,0,0,0,0,8,4,3,3,0,0,10,133,18,16,3,4,173,555,195,164,70,31,1012,221,94,105,102,38,559,6,0,0,3,0,16,931,309,288,177,77,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,3,0,0,0,10,0,0,0,0,3,9,0,0,0,0,0,0,19,3,5,0,4,27,0,0,0,0,0,0,959,315,294,180,77,1829,0,0,0,0,0,3,7,3,0,0,0,9,123,12,3,3,3,141,537,150
LGA21370,0,0,0,0,0,3,42,9,3,5,0,48,486,104,49,21,3,672,2783,1070,979,404,123,5362,911,541,698,555,266,2974,50,18,10,6,0,85,4272,1740,1741,998,388,9141,0,0,0,0,0,0,12,0,0,0,0,12,85,7,0,0,0,95,25,8,13,4,0,39,0,3,0,3,0,7,3,0,0,0,0,3,121,18,12,8,3,166,0,0,0,0,0,0,9,0,0,0,0,11,158,28,8,0,0,192,38,15,6,3,0,54,3,0,0,0,0,5,3,0,0,0,0,3,212,43,17,3,3,267,0,0,0,0,0,3,26,0,0,0,0,26,34,4,3,0,0,47,12,4,5,10,0,31,4,4,3,0,0,13,9,0,0,0,0,9,87,19,12,7,0,129,3,0,0,0,0,3,4697,1820,1780,1011,393,9700,3,3,0,0,0,10,27,9,0,0,0,36,470,106,40,7,5,636,2822,999
LGA21450,3,3,0,0,0,6,51,4,3,0,0,61,494,151,89,29,5,771,3296,1746,1795,513,154,7506,1454,1066,1762,1268,611,6166,67,25,17,13,9,133,5364,2999,3671,1816,788,14644,0,0,0,0,0,0,0,0,0,0,0,0,49,12,0,0,0,65,48,21,7,0,0,74,9,0,8,10,3,25,7,0,0,0,0,7,112,32,20,8,0,175,0,0,0,0,0,0,7,0,0,0,0,4,162,27,3,0,0,192,46,17,14,3,0,78,3,3,3,0,0,11,9,0,0,0,0,8,223,46,17,4,0,290,0,0,0,0,0,3,12,3,0,0,0,13,9,0,0,0,0,18,10,7,5,0,4,19,4,5,5,0,0,10,0,0,0,0,0,0,42,8,7,0,8,67,0,0,0,0,0,0,5738,3089,3720,1827,793,15170,4,3,0,3,0,13,73,4,7,0,0,85,572,161,81,18,8,836,4080,2128
LGA21610,14,11,17,7,6,54,52,13,10,3,0,79,838,200,103,37,12,1190,10856,7270,7028,1992,759,27911,4526,4498,7191,4509,2544,23271,235,121,115,74,63,611,16528,12121,14463,6619,3379,53116,0,0,0,0,0,3,17,0,0,0,0,21,319,52,19,3,0,396,425,244,172,56,15,921,94,84,155,85,49,474,16,6,3,3,0,25,876,393,358,144,65,1830,0,0,0,0,0,3,27,0,0,0,0,27,564,124,32,4,3,729,197,115,61,19,16,401,6,9,7,6,5,38,29,10,3,0,0,38,820,257,104,32,16,1233,0,0,0,0,0,3,8,4,0,0,0,14,15,4,4,0,3,26,12,7,10,5,4,42,9,0,7,4,3,21,3,0,0,0,0,4,48,16,26,11,9,102,0,0,0,0,0,3,18268,12791,14955,6807,3476,56292,20,23,18,6,15,89,69,25,13,5,8,119,1108,321,160,48,10,1649,11738,7706
LGA21670,3,0,0,0,0,4,17,0,0,0,0,18,317,63,20,6,3,399,1110,389,314,128,45,1986,278,152,167,129,73,803,34,5,5,3,0,45,1759,608,503,263,123,3254,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,35,6,0,0,0,42,0,0,0,0,0,0,11,0,0,0,0,11,27,6,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,4,0,0,0,46,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,7,6,3,0,0,0,8,3,3,0,0,0,8,0,0,0,0,0,0,22,10,3,4,0,35,0,0,0,0,0,0,1848,628,513,269,128,3380,0,0,0,0,0,3,23,0,0,3,0,30,281,60,25,12,3,384,1079,358
LGA21750,0,0,0,0,0,8,34,7,5,0,0,41,358,78,44,11,3,496,1509,609,540,239,70,2968,438,249,310,255,145,1396,34,7,9,0,0,50,2373,953,902,510,217,4958,0,0,0,0,0,0,0,0,0,0,0,0,37,4,3,0,0,43,55,10,25,13,0,111,19,9,16,15,3,63,5,0,0,0,0,5,118,32,39,30,3,222,0,0,0,0,0,0,8,3,0,0,0,5,51,3,0,0,0,55,19,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,70,16,3,3,0,92,0,0,0,0,0,0,7,0,0,0,0,7,8,3,0,0,0,17,8,0,5,0,0,18,3,4,0,0,0,8,0,0,0,0,0,0,33,7,10,0,0,51,0,0,0,0,0,0,2596,1001,953,537,230,5313,5,3,4,0,0,10,39,5,0,0,0,41,329,66,32,9,0,434,1563,578
LGA21830,0,0,0,0,0,0,21,3,0,0,0,25,269,48,34,9,7,356,1285,447,456,209,81,2488,434,243,286,238,146,1349,31,3,4,4,0,40,2032,742,780,461,229,4249,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,13,0,3,3,0,22,0,0,0,0,0,0,3,0,0,0,0,3,11,10,0,0,0,23,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,7,9,9,0,3,0,15,8,0,0,3,3,15,0,0,0,0,0,3,23,10,0,5,4,40,0,0,0,0,0,0,2096,767,784,466,237,4348,3,0,0,0,0,6,23,3,0,0,0,22,233,65,21,0,3,327,1298,391
LGA21890,5,6,3,0,3,20,105,13,3,6,4,131,2665,975,543,81,28,4290,5522,3652,3487,1015,405,14086,1022,993,1460,1035,577,5090,211,60,45,28,29,379,9540,5691,5547,2175,1041,23993,0,0,0,0,0,0,95,8,0,0,0,101,1113,327,102,25,7,1568,759,507,364,103,51,1788,54,53,80,58,25,271,27,10,7,4,5,60,2050,902,555,195,86,3792,11,5,0,0,0,15,394,52,6,0,0,456,1462,474,195,55,10,2192,254,211,142,56,22,696,7,6,6,7,12,41,45,22,11,5,3,91,2179,772,371,126,41,3492,0,0,0,0,0,0,10,0,0,0,0,10,30,10,3,3,3,49,21,12,10,3,7,55,8,0,5,4,0,20,0,5,0,0,0,5,59,37,23,11,11,140,0,0,0,0,0,0,13833,7401,6502,2506,1174,31419,17,6,12,4,3,36,96,23,7,7,0,131,2558,993,582,118,27,4280,5603,3563
LGA22110,5,3,0,3,0,14,101,12,8,3,0,123,927,176,90,15,3,1205,3419,1036,998,351,98,5904,1116,514,666,432,218,2943,75,14,18,10,4,118,5643,1753,1780,805,324,10307,0,0,0,0,0,0,3,0,0,0,0,3,55,10,0,0,0,69,63,6,8,3,0,88,6,3,8,3,0,24,5,0,0,0,0,5,140,21,14,9,0,185,0,0,0,0,0,0,15,0,0,0,0,17,133,26,3,3,0,165,30,12,15,0,0,56,4,0,3,0,3,7,3,3,0,0,0,9,191,41,21,3,6,260,4,0,0,0,0,9,28,3,3,0,0,26,27,17,3,0,0,46,17,15,7,3,3,43,6,4,3,0,0,14,4,0,0,0,0,4,85,30,16,3,3,142,0,0,0,0,0,0,6057,1849,1830,824,335,10893,14,0,3,0,0,16,86,9,7,0,0,99,902,171,60,23,7,1164,3610,1120
LGA22170,3,4,4,0,0,19,61,16,3,0,0,83,888,216,72,22,3,1202,7579,4260,3492,914,248,16485,2370,1997,2878,1822,808,9875,176,58,43,22,15,310,11077,6544,6496,2779,1081,27979,0,0,0,0,0,0,39,0,0,0,0,39,555,81,31,0,0,674,366,161,88,13,13,638,17,20,8,6,4,61,30,3,0,0,0,34,1012,262,133,25,16,1446,3,0,0,0,0,3,31,0,0,0,0,29,573,126,37,4,0,743,257,115,38,11,3,433,12,4,8,4,0,24,20,4,3,0,0,23,896,250,87,17,8,1260,5,0,0,0,0,6,31,3,0,0,0,37,43,8,0,0,0,55,22,11,7,0,0,45,6,3,3,6,4,24,0,0,0,0,0,3,116,29,18,7,5,166,0,0,0,0,0,5,13096,7086,6731,2835,1112,30861,10,3,0,0,0,18,66,9,6,3,0,79,998,249,107,25,3,1376,7815,4274
LGA22250,3,0,0,0,0,3,13,0,0,0,0,14,190,40,19,5,3,260,924,275,267,126,40,1636,380,178,195,168,89,1010,39,11,12,7,0,70,1553,506,488,307,136,2993,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,11,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,18,0,0,0,0,0,0,1594,512,494,310,136,3047,0,0,0,0,0,0,19,0,0,0,0,19,180,33,16,5,0,228,917,260
LGA22310,9,0,0,0,0,8,77,7,9,0,0,94,1932,632,266,50,9,2890,4435,2863,3236,650,136,11320,1354,1281,2486,1639,627,7390,131,46,33,14,18,235,7933,4832,6027,2357,789,21938,0,3,0,0,0,0,48,4,0,0,0,56,1014,354,99,16,4,1486,967,574,447,76,34,2101,81,70,134,65,19,368,36,10,4,0,0,48,2149,1007,685,160,57,4062,3,3,0,0,0,5,611,55,8,0,0,668,2064,582,199,15,5,2872,582,395,232,50,31,1288,29,32,31,15,5,112,52,18,8,3,0,79,3350,1080,476,75,44,5029,0,0,0,0,0,0,5,0,0,0,0,5,24,16,7,4,4,54,14,11,9,0,3,39,0,0,3,3,0,6,3,0,0,0,0,3,56,25,20,6,8,114,13,7,0,0,0,18,13495,6947,7211,2601,902,31155,3,3,3,3,0,10,73,10,4,3,3,88,1575,567,255,43,5,2449,4125,2657
LGA22410,3,0,0,0,0,3,20,3,0,0,0,20,303,95,31,12,0,437,1574,653,646,196,48,3109,453,249,374,266,93,1441,32,7,5,7,0,56,2380,1009,1062,481,146,5069,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,19,3,0,3,0,0,9,3,0,3,0,0,10,0,0,0,0,0,0,23,8,4,0,0,39,0,0,0,0,0,0,7,0,0,0,0,7,46,11,0,0,0,57,5,7,3,0,0,15,3,0,0,0,0,3,0,0,0,0,0,4,59,16,5,0,0,90,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,11,7,3,3,0,0,18,0,3,3,0,0,6,0,0,0,0,0,0,19,7,9,3,0,30,0,0,0,0,3,3,2480,1035,1078,486,150,5224,3,0,0,0,0,3,29,4,0,0,0,34,309,82,34,10,0,436,1641,609
LGA22490,0,0,0,0,0,3,35,3,3,3,0,46,233,68,29,5,6,345,1050,520,519,175,55,2317,459,293,462,351,155,1715,23,3,8,0,0,34,1801,885,1020,536,214,4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0,0,0,18,4,0,0,3,0,4,3,0,0,0,0,3,5,3,0,5,0,15,12,7,6,0,3,21,3,0,3,4,0,12,0,0,0,0,0,0,24,11,10,10,4,55,0,0,0,0,0,0,1839,897,1029,548,223,4541,0,0,0,0,0,4,37,0,0,4,0,39,249,60,31,10,0,344,1189,512
LGA22620,8,3,0,0,0,12,89,11,4,0,0,106,1383,310,143,34,5,1877,6616,3089,2646,818,268,13438,1984,1342,1874,1346,647,7195,111,28,28,18,7,193,10197,4789,4702,2212,930,22833,3,0,0,0,0,3,13,0,0,0,0,16,244,48,12,4,3,307,146,73,42,12,3,278,30,23,23,12,6,92,6,4,3,0,0,12,447,141,82,30,13,713,3,0,0,0,0,3,21,3,0,0,0,25,319,65,8,3,0,395,85,42,20,6,0,156,3,6,4,4,0,16,0,0,0,0,0,4,428,114,35,19,0,600,10,3,0,0,0,14,22,0,0,0,0,28,30,11,6,0,0,48,23,10,16,3,3,63,7,5,3,9,3,21,3,0,0,0,0,4,100,30,25,19,6,175,0,0,0,0,0,0,11171,5071,4842,2278,951,24313,12,4,0,3,3,17,92,15,3,0,4,111,1503,319,127,32,14,1985,7196,3169
LGA22670,7,17,9,10,5,52,59,18,8,3,5,91,766,257,162,52,16,1253,5825,3950,3637,1556,919,15886,1437,1347,1791,1286,1165,7034,195,100,95,74,79,541,8286,5689,5710,2973,2192,24857,3,0,0,0,0,4,36,9,0,0,0,43,445,206,100,31,12,798,256,168,145,62,32,663,54,55,97,46,37,283,30,15,11,0,4,54,826,451,350,132,84,1842,9,3,3,0,0,8,146,43,7,0,0,198,1569,726,331,87,26,2741,431,368,321,133,92,1345,20,13,32,35,21,121,60,55,27,8,8,161,2232,1212,719,265,145,4575,3,0,0,0,0,7,8,0,0,0,0,7,4,5,5,0,0,15,10,0,12,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,24,9,16,3,0,55,0,0,0,0,0,0,11369,7354,6804,3379,2425,31328,16,10,20,11,14,63,44,16,17,4,11,95,704,315,187,63,37,1306,5454,3786
LGA22750,9,9,0,0,0,20,118,12,5,5,0,132,2877,606,254,45,12,3799,14547,6988,6416,1621,447,30023,3709,2569,3931,2799,1205,14211,294,101,80,40,19,528,21556,10285,10688,4509,1682,48721,0,0,0,0,0,0,39,0,0,0,0,36,667,91,21,6,0,783,322,157,98,34,5,615,40,23,35,24,12,127,22,8,0,0,0,34,1080,277,155,64,22,1599,5,0,0,0,0,5,141,8,0,0,0,154,1099,183,50,5,3,1342,227,85,45,10,0,372,8,9,6,5,3,31,27,3,0,0,0,28,1507,285,112,18,10,1932,7,0,0,0,0,7,23,0,0,0,0,23,47,14,7,0,0,68,29,16,13,3,3,62,12,3,6,8,3,31,3,0,0,0,0,5,118,34,24,10,9,200,3,3,0,0,0,8,24270,10886,10976,4605,1716,52458,17,9,6,3,0,39,147,22,14,7,6,190,2902,640,223,62,13,3842,14986,7051
LGA22830,0,3,0,0,0,4,28,9,7,0,3,45,597,154,57,13,11,830,3824,1897,1839,653,235,8444,1137,747,1089,838,415,4236,85,31,21,17,7,157,5678,2845,3010,1524,668,13723,0,0,0,0,0,0,10,0,0,0,0,9,145,33,4,0,0,188,43,9,8,0,0,69,10,3,4,4,3,24,3,0,3,0,0,10,210,52,24,8,4,299,0,0,0,0,0,0,33,3,0,0,0,36,298,67,26,0,4,390,85,36,18,4,10,152,6,3,3,6,3,29,16,3,0,0,0,25,447,112,51,19,12,641,8,0,0,0,0,10,40,3,0,0,0,45,39,9,3,0,0,54,15,11,8,3,0,29,9,0,4,0,0,14,6,0,0,0,0,8,114,25,16,9,0,162,0,0,0,0,0,0,6453,3030,3096,1551,688,14820,11,4,0,3,3,27,32,3,12,0,3,49,632,163,64,17,8,885,3990,1844
LGA22910,0,0,0,0,0,3,45,4,4,0,0,54,390,87,34,17,3,522,1051,420,360,128,35,1994,300,172,208,155,91,913,31,5,6,0,0,44,1813,683,605,304,129,3531,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,18,14,6,3,0,0,27,3,0,0,0,3,4,0,0,0,0,0,0,26,14,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,9,3,3,3,0,0,13,10,0,3,0,0,11,5,0,3,0,0,10,0,0,0,0,0,0,28,4,3,3,0,39,0,0,0,0,0,0,1893,702,616,306,136,3653,7,0,0,0,0,3,41,10,6,0,0,66,412,85,41,7,3,546,1134,413
LGA22980,0,0,0,0,0,0,7,0,0,0,0,11,140,27,12,5,0,187,543,164,182,60,16,960,157,63,77,82,35,418,15,3,4,0,0,22,861,264,280,148,51,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,16,0,0,0,0,0,0,879,267,286,148,55,1629,0,0,3,0,0,3,10,0,0,0,0,7,125,36,20,0,0,182,497,166
LGA23110,8,0,3,0,5,11,35,12,3,3,3,53,1144,343,155,27,8,1673,4854,3023,2886,821,335,11913,771,795,1261,860,435,4130,112,56,43,13,14,246,6928,4223,4351,1722,804,18026,0,0,0,3,0,3,25,0,0,0,0,27,481,132,32,11,3,658,546,333,255,65,18,1222,65,38,80,48,10,246,21,10,0,0,0,30,1142,519,371,123,30,2189,0,0,0,0,0,0,53,5,0,0,0,65,520,153,46,16,3,741,158,71,45,12,3,279,10,3,7,6,0,28,19,8,4,3,0,31,763,239,98,34,3,1143,4,0,0,0,0,7,9,0,0,0,0,15,17,7,3,0,0,23,11,13,8,4,5,36,3,4,5,0,0,11,3,0,0,0,0,6,51,18,13,4,7,100,0,0,0,0,0,0,8882,5006,4836,1882,845,21459,7,4,3,3,0,18,55,3,7,3,0,68,1131,347,169,29,14,1682,4844,2844
