LGA_CODE_2016,Med_age_persns_C2006,Med_age_persns_C2011,Med_age_persns_C2016,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Average_hh_size_C2006,Average_hh_size_C2011,Average_hh_size_C2016
LGA25340,42,43,46,1300,1733,1733,437,538,630,175,260,310,1126,1351,1621,0.7,0.8,0.8,913,1053,1275,2.5,2.4,2.4
LGA25430,44,47,49,867,1200,1300,366,460,550,150,190,250,917,1077,1311,0.8,0.8,0.8,662,838,1001,2.3,2.3,2.2
LGA25490,40,41,43,910,1300,1300,432,531,620,120,150,180,1087,1274,1486,0.8,0.8,0.8,900,1045,1222,2.6,2.6,2.5
LGA25620,42,45,48,1016,1400,1400,409,473,553,135,170,220,1052,1158,1388,0.8,0.8,0.8,832,921,1070,2.4,2.4,2.3
LGA25710,36,39,41,1430,1950,2000,570,699,784,223,310,366,1659,2071,2307,0.8,0.9,0.8,1491,1867,2094,3.1,3,3
LGA25810,42,45,48,737,910,953,372,447,513,111,140,170,957,1054,1257,0.8,0.8,0.7,706,823,938,2.4,2.3,2.2
LGA25900,35,35,36,1754,2200,2167,769,985,1087,250,365,400,1872,2371,2559,0.9,1,1,1227,1615,1837,1.9,2,2
LGA25990,45,48,50,715,953,1066,332,388,472,88,128,160,790,909,1148,0.8,0.8,0.7,619,740,877,2.4,2.3,2.3
LGA26080,53,55,60,1000,1500,1623,438,576,671,170,240,300,1128,1403,1571,0.7,0.7,0.6,798,1022,1176,2.2,2.1,2
LGA26170,43,44,47,956,1300,1300,387,481,537,120,180,210,1020,1148,1320,0.8,0.8,0.7,777,919,1041,2.5,2.4,2.4
LGA26260,42,43,46,823,1083,1082,417,503,576,110,150,175,1058,1192,1370,0.8,0.7,0.7,802,911,1042,2.4,2.3,2.3
LGA26350,36,35,35,1950,2400,2200,726,902,1042,245,360,400,2014,2464,2680,0.9,0.9,1,1319,1660,1941,2.2,2.2,2.2
LGA26430,47,50,52,826,1100,1170,376,457,546,115,155,190,938,1024,1293,0.8,0.8,0.7,677,841,963,2.3,2.2,2.2
LGA26490,39,40,42,1270,1800,1842,481,601,722,200,290,360,1198,1516,1876,0.8,0.8,0.8,1065,1273,1569,2.6,2.6,2.6
LGA26610,38,39,40,867,1142,1130,401,480,580,125,155,185,1022,1088,1358,0.8,0.8,0.8,761,881,1094,2.5,2.5,2.4
LGA26670,45,47,50,867,1083,1083,374,458,535,100,130,150,993,1052,1340,0.7,0.7,0.7,716,852,1037,2.4,2.3,2.3
LGA26700,41,43,45,953,1300,1300,414,498,595,140,175,210,1045,1170,1386,0.8,0.8,0.7,802,912,1086,2.4,2.4,2.3
LGA26730,36,38,40,1083,1495,1430,422,532,618,165,220,250,1091,1297,1503,0.8,0.8,0.8,874,1027,1181,2.5,2.4,2.4
LGA26810,40,41,43,867,1213,1300,385,479,562,125,170,210,1024,1169,1409,0.8,0.8,0.7,773,906,1105,2.4,2.4,2.3
LGA26890,44,46,48,550,650,657,401,485,555,50,70,80,1031,1042,1302,0.7,0.7,0.7,728,821,991,2.4,2.3,2.2
LGA26980,38,39,38,1408,1960,2000,480,561,619,220,321,376,1354,1685,1916,0.8,0.8,0.9,1113,1314,1502,2.6,2.6,2.6
LGA27070,34,34,34,1300,1859,1798,406,519,591,200,300,331,1112,1375,1569,0.8,0.9,0.9,1047,1273,1441,3,3,3
LGA27170,34,35,36,1170,1488,1430,476,577,674,170,210,250,1147,1316,1550,0.8,0.8,0.8,996,1072,1269,2.6,2.5,2.5
LGA27260,32,32,32,1300,1800,1733,516,635,685,185,280,320,1269,1555,1714,0.8,0.8,0.9,1164,1422,1617,2.9,2.9,3.1
LGA27350,33,33,33,1733,2258,2167,653,866,1039,251,370,421,1657,2199,2509,0.9,1,1,1224,1626,1950,2.2,2.2,2.1
LGA27450,37,38,40,1200,1647,1733,474,579,667,185,266,325,1209,1491,1770,0.8,0.8,0.8,1085,1279,1497,2.8,2.7,2.7
LGA27630,46,48,50,520,650,665,353,426,491,75,100,130,894,991,1179,0.7,0.7,0.7,629,773,883,2.3,2.3,2.2
LGA29399,31,30,31,1170,1727,775,581,710,741,1650,1630,1320,1180,1125,1430,1,0.9,1,2245,2339,2221,2.2,1.9,2.1
LGA29499,31,32,34,0,0,0,373,352,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,45,48,49,0,0,0,1364,1949,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,25,25,28,0,0,0,219,259,260,0,80,100,559,626,678,1.7,1.6,1.4,953,1142,1026,5.7,5,4.2
LGA30300,34,36,40,867,1200,1161,495,569,662,90,114,150,1103,1202,1485,0.8,0.8,0.8,958,990,1203,2.7,2.6,2.5
LGA30370,35,35,37,997,1547,1517,517,630,714,100,150,192,1283,1654,1895,0.8,0.8,0.8,1130,1370,1545,2.6,2.6,2.6
LGA30410,37,39,42,600,867,1040,435,569,684,50,70,100,1046,1252,1514,0.8,0.8,0.8,743,969,1090,2.5,2.4,2.3
LGA30450,38,42,46,2500,552,338,574,664,774,60,70,80,1107,1267,1687,0.8,0.7,0.7,819,966,1148,2.2,2.2,1.9
LGA30760,41,41,47,488,927,850,400,503,548,80,100,118,959,1152,1266,0.8,0.8,0.7,705,869,1001,2.4,2.3,2.3
LGA30900,32,30,34,789,603,867,556,568,753,60,52,80,1161,1208,1553,1,1,0.8,1006,1130,1271,2.9,2.7,2.3
LGA31000,34,34,35,1450,2100,2000,556,696,770,240,350,390,1414,1871,2091,0.8,0.8,0.8,1179,1537,1743,2.5,2.6,2.6
LGA31750,35,32,40,381,650,715,551,713,883,75,100,90,1312,1375,1430,0.8,0.8,0.8,872,922,1323,2.3,2.5,2.1
LGA31820,41,43,45,910,1365,1322,355,423,490,160,230,260,862,980,1185,0.8,0.8,0.8,691,829,971,2.5,2.4,2.4
LGA31900,40,41,44,867,1300,1300,438,541,617,120,180,210,1090,1285,1489,0.8,0.8,0.8,851,988,1158,2.5,2.5,2.4
LGA31950,34,36,38,1400,867,0,671,855,742,50,80,135,1107,1388,1458,0.9,0.9,1.1,1027,1165,1068,2.5,2.5,2.3
LGA32080,35,36,37,1268,1733,1665,530,624,693,200,260,300,1198,1405,1605,0.8,0.8,0.8,1061,1151,1324,2.5,2.5,2.5
LGA32250,34,37,38,802,999,999,461,589,677,85,110,150,1065,1276,1544,1.1,1.1,1,830,907,1140,2.9,2.6,2.6
LGA32260,40,42,44,900,1326,1300,422,503,567,136,200,230,1030,1144,1305,0.9,0.9,0.8,825,923,1065,2.5,2.5,2.4
LGA32270,31,31,33,1300,2015,1842,634,831,843,81,120,180,1745,2317,2106,0.9,0.9,0.8,1389,1832,1740,2.8,2.8,2.7
LGA32310,36,38,40,888,1365,1300,393,487,522,122,170,200,1057,1226,1323,0.8,0.9,0.8,846,959,1026,2.6,2.5,2.4
LGA32330,19,21,21,0,0,0,227,281,315,70,75,100,570,664,766,1.1,1.2,1.2,588,787,775,4.1,4.3,3.9
LGA32450,30,33,34,982,1517,1510,612,882,1022,75,100,150,1360,1811,2140,0.9,0.9,0.8,1159,1415,1412,2.7,2.7,2.5
LGA32500,40,38,41,869,1092,1255,385,496,579,108,140,160,910,1066,1341,1,1,1,790,916,1126,2.3,2.3,2.3
LGA32600,31,33,40,347,1188,0,445,483,579,95,89,130,966,1104,1274,1.1,1,0.9,833,911,1100,2.7,2.8,2.4
LGA32750,35,34,30,0,618,1500,595,700,754,80,100,140,1187,1375,2041,0.9,0.7,0.8,1097,1131,1454,2.4,2.1,2.5
LGA32770,21,22,21,0,303,0,227,282,298,40,100,120,627,685,745,1.9,1.7,1.7,1166,1152,1103,6.5,5.1,4.5
LGA32810,37,40,43,1200,1647,1560,508,585,676,240,250,290,1127,1257,1460,0.9,0.9,0.9,1060,985,1202,2.4,2.3,2.3
LGA33100,39,43,45,566,685,664,391,482,521,32,70,105,883,938,1192,0.9,0.9,0.9,723,791,802,2.4,2.3,2.2
LGA33200,36,41,44,628,716,780,463,545,600,65,80,115,1067,1201,1331,0.8,0.8,0.7,795,921,1084,2.5,2.3,2.3
LGA33220,43,44,48,997,1400,1300,343,396,468,180,235,270,811,912,1090,0.8,0.8,0.8,659,785,910,2.4,2.4,2.3
LGA33360,34,35,35,1200,2000,1950,499,689,678,175,300,250,1319,1942,1918,0.8,0.8,0.8,1161,1660,1547,2.7,2.7,2.6
LGA33430,37,37,38,1506,2061,1950,480,571,666,270,350,392,1157,1379,1657,0.8,0.8,0.8,1028,1167,1397,2.5,2.5,2.6
LGA33610,36,38,40,1040,1300,1300,459,565,653,110,150,200,1084,1239,1461,0.8,0.8,0.8,895,1017,1200,2.5,2.5,2.4
LGA33620,41,43,46,900,1343,1300,347,413,479,150,220,250,848,947,1132,0.8,0.8,0.8,675,806,938,2.5,2.4,2.4
LGA33800,43,46,50,830,1249,1300,389,479,538,105,155,180,1018,1196,1349,0.8,0.8,0.8,738,908,1024,2.4,2.4,2.3
LGA33830,27,25,26,0,0,1215,227,294,321,65,90,109,643,767,759,1.1,1.2,1.1,655,900,808,3.7,3.9,3.4
LGA33960,33,32,32,1100,1733,1600,469,592,667,180,280,310,1135,1398,1581,0.8,0.8,0.8,1026,1231,1408,2.8,2.8,2.8
LGA33980,31,31,32,1083,1900,1521,721,1052,1030,52,63,85,1978,2666,2365,0.8,0.9,0.8,1850,2552,2086,2.8,2.9,2.7
LGA34420,28,28,29,0,0,0,242,285,342,30,45,60,751,758,841,1.5,1.4,1.2,1055,1101,973,4.7,4.1,3.4
LGA34530,40,41,42,1150,1900,1875,431,566,618,170,275,300,1119,1432,1597,0.8,0.8,0.8,932,1142,1269,2.6,2.6,2.5
LGA34570,25,25,26,0,0,0,225,307,332,50,120,100,687,1008,810,1.2,1.2,1.3,924,1125,1062,4.2,3.9,3.7
LGA34580,38,37,39,997,1517,1517,376,462,535,160,250,280,991,1163,1376,0.8,0.8,0.8,827,998,1193,2.7,2.7,2.7
LGA34590,33,33,34,1213,1800,1733,475,576,635,200,300,335,1147,1381,1546,0.8,0.8,0.8,1062,1261,1414,2.9,2.9,2.9
LGA34710,34,34,40,867,1300,1300,513,670,726,95,140,180,1152,1432,1609,0.8,0.8,0.8,922,1064,1202,2.5,2.5,2.3
LGA34770,35,36,37,1300,2156,1950,511,704,698,190,315,275,1286,1821,1774,0.8,0.9,0.8,1134,1547,1439,2.7,2.7,2.5
LGA34800,35,34,39,789,959,669,598,839,834,50,12,70,1162,1448,1537,0.8,0.7,0.8,891,1089,1062,2.3,2.4,2.4
LGA34830,29,32,27,0,0,0,230,305,365,51,53,120,599,743,1015,0.9,0.9,1,743,963,1109,2.7,3.2,3.3
LGA34860,35,36,36,867,1408,1400,498,645,741,100,150,200,1136,1441,1688,0.8,0.8,0.8,943,1183,1333,2.6,2.6,2.5
LGA34880,40,41,43,1000,1500,1517,382,460,541,117,170,220,967,1086,1274,0.9,0.9,0.9,741,889,1038,2.5,2.5,2.5
LGA35010,36,37,38,1300,1928,1781,466,581,652,200,300,340,1168,1451,1638,0.8,0.8,0.8,1048,1254,1408,2.7,2.7,2.7
LGA35250,27,26,27,0,0,0,210,286,352,37,60,120,518,696,762,1.4,1.4,1.3,736,1023,1034,4.4,4,3.7
LGA35300,30,30,31,1083,2000,1885,685,952,997,150,250,254,1707,2394,2382,0.9,1,0.9,1422,1908,2080,2.7,2.7,2.6
LGA35600,36,37,39,650,1059,997,467,568,672,90,125,152,1055,1256,1490,0.8,0.8,0.8,815,974,1089,2.4,2.5,2.4
LGA35670,24,23,25,0,0,0,226,260,280,65,88,120,588,680,776,1.4,1.3,1.2,627,812,839,3.9,4.2,3.7
LGA35740,43,46,48,1300,1733,1733,422,506,595,250,330,380,1017,1148,1403,0.8,0.8,0.8,884,953,1191,2.4,2.4,2.4
LGA35760,42,44,46,715,1018,1083,374,440,501,90,119,151,870,948,1159,0.8,0.8,0.8,674,791,920,2.4,2.3,2.3
LGA35780,21,22,22,0,0,0,277,436,468,50,60,120,678,923,1064,1.2,1.3,1.3,709,1030,1200,3.6,3.6,3.8
LGA35790,22,24,24,0,0,0,220,290,303,50,100,120,630,936,927,1.5,1.6,1.5,870,1187,1135,5.1,4.8,4.3
LGA35800,39,39,46,533,550,498,345,501,529,70,85,100,787,1153,1235,0.8,0.8,0.8,595,833,877,2.4,2.3,2.2
LGA36070,31,33,31,0,0,867,242,317,337,0,75,85,744,836,747,1.2,1.2,1.1,864,1067,845,3.9,3.5,3.1
LGA36150,38,40,41,650,579,723,451,589,692,60,80,120,1021,1093,1449,0.8,0.8,0.7,780,904,991,2.4,2.3,2.3
LGA36250,38,39,41,1365,2000,1950,491,608,686,240,350,390,1246,1608,1815,0.8,0.8,0.8,1117,1362,1518,2.7,2.7,2.6
LGA36300,34,38,35,521,697,710,484,572,655,21,46,80,1079,1131,1402,0.8,0.9,0.8,881,967,1116,2.5,2.5,2.3
LGA36370,35,35,36,975,1600,1517,434,583,626,150,240,270,1092,1436,1539,0.8,0.8,0.8,895,1153,1248,2.6,2.5,2.5
LGA36510,41,42,44,1182,1733,1670,407,493,569,160,250,290,1056,1212,1417,0.8,0.8,0.8,890,1009,1219,2.6,2.6,2.6
LGA36580,41,41,43,975,1500,1500,359,445,512,150,240,270,915,1068,1256,0.8,0.8,0.8,760,925,1086,2.6,2.6,2.6
LGA36630,40,42,45,867,1200,1159,349,397,478,135,195,220,853,951,1143,0.8,0.8,0.8,680,792,924,2.5,2.4,2.4
LGA36660,40,42,45,900,1300,1300,367,448,506,140,195,230,911,998,1207,0.8,0.8,0.8,695,838,976,2.5,2.4,2.4
LGA36720,40,41,43,1300,1900,1800,429,522,615,240,325,370,1061,1232,1491,0.8,0.8,0.8,897,1018,1267,2.5,2.5,2.5
LGA36820,42,44,47,953,1387,1352,368,445,517,140,200,240,896,1015,1218,0.8,0.8,0.8,692,823,973,2.5,2.4,2.4
LGA36910,36,37,38,1083,1517,1517,436,549,642,165,230,280,1102,1308,1547,0.8,0.8,0.8,928,1059,1266,2.6,2.5,2.5
LGA36950,26,28,28,1083,1200,1705,429,684,740,100,120,152,1107,1574,1919,1.1,1.2,1.2,1111,1543,1829,3.3,3.4,3.2
LGA36960,23,23,24,0,0,0,245,313,373,50,60,115,676,793,856,1.1,1.1,1.1,756,861,936,3.9,3.7,3.8
LGA37010,33,33,34,1200,1863,1733,530,675,703,185,290,300,1248,1626,1705,0.8,0.8,0.8,1109,1368,1414,2.6,2.6,2.6
LGA37300,31,30,31,1473,2000,2200,1013,1236,1320,36,202,450,2058,2641,2777,0.9,1,1,1815,2407,2413,2.8,2.8,2.9
LGA37310,37,37,37,867,1300,1400,403,542,621,115,200,200,1022,1295,1467,0.8,0.8,0.8,822,1075,1206,2.6,2.6,2.5
LGA37340,37,38,38,1105,1755,1733,493,621,685,175,268,270,1144,1405,1481,0.9,0.9,0.8,1009,1143,1178,2.4,2.4,2.4
LGA37400,40,43,46,542,884,1000,475,544,655,63,75,100,1108,1081,1413,0.8,0.8,0.8,797,865,1023,2.3,2.3,2.1
LGA37550,20,21,23,0,0,0,199,284,319,60,105,120,455,682,716,1.3,1.4,1.2,531,742,742,4.2,3.8,3.5
LGA37570,28,29,30,0,0,0,232,262,294,54,78,100,675,626,682,1.2,1.2,1.1,811,949,840,3.3,3.5,3.3
LGA37600,21,22,23,0,0,0,224,274,288,90,120,130,647,729,869,1.6,1.5,1.6,982,995,1144,5.6,4.9,4.8
LGA39499,41,44,45,0,0,0,354,379,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,44,47,56,0,0,0,1052,660,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,32,30,30,1500,1895,1733,491,562,553,240,321,380,1748,1857,2026,0.9,0.9,0.9,1028,1139,1255,1.9,1.9,1.9
LGA40120,40,42,44,1170,1733,1733,539,664,741,180,260,305,1379,1796,2026,0.8,0.8,0.8,1204,1503,1694,2.7,2.7,2.7
LGA40220,45,47,51,997,1387,1343,376,454,522,155,210,250,903,1020,1226,0.8,0.8,0.7,703,863,991,2.4,2.3,2.3
LGA40250,26,26,28,0,0,0,219,277,283,20,20,75,553,667,734,1.3,1.3,1.3,916,1144,1238,4.2,3.8,3.8
LGA40310,40,41,44,1083,1473,1473,481,566,646,160,210,250,1155,1392,1596,0.8,0.8,0.8,1008,1123,1266,2.5,2.5,2.5
LGA40430,47,50,55,624,867,875,335,403,487,100,140,175,772,911,1166,0.8,0.7,0.7,588,740,846,2.3,2.2,2.1
LGA40520,39,42,45,867,1083,1083,392,447,533,125,150,180,1001,1004,1252,0.8,0.8,0.8,754,803,971,2.4,2.3,2.3
LGA40700,43,44,44,1495,2000,2000,605,715,807,200,290,320,1777,2124,2320,0.8,0.8,0.8,1224,1468,1712,2.4,2.4,2.5
LGA40910,40,41,41,1083,1600,1690,414,517,588,180,260,300,1137,1366,1607,0.8,0.8,0.8,903,1069,1246,2.5,2.5,2.5
LGA41010,35,38,39,823,1237,1300,419,586,696,100,135,190,1027,1324,1503,0.8,0.8,0.8,888,1036,1339,2.6,2.5,2.4
LGA41060,41,41,41,1100,1690,1700,406,525,614,155,236,288,1103,1345,1607,0.8,0.8,0.8,815,1019,1229,2.3,2.4,2.4
LGA41140,42,43,47,841,1200,1300,432,523,605,125,180,210,1054,1189,1395,0.8,0.8,0.7,821,949,1132,2.4,2.4,2.3
LGA41190,39,43,44,763,758,867,401,538,630,82,86,160,1031,1148,1384,0.8,0.7,0.7,822,939,1122,2.5,2.4,2.3
LGA41330,44,45,46,477,600,556,309,428,497,90,110,150,713,1030,1329,0.8,0.8,0.8,553,735,882,2,2,2
LGA41560,46,47,50,737,1083,1161,329,398,477,125,185,230,759,924,1128,0.7,0.7,0.7,615,760,883,2.3,2.2,2.2
LGA41750,38,43,46,650,867,800,380,497,529,75,80,100,882,977,1189,0.8,0.8,0.7,687,802,967,2.6,2.3,2.2
LGA41830,45,45,50,623,1040,900,357,485,549,100,131,155,865,1162,1283,0.7,0.8,0.7,680,914,960,2.3,2.3,2.1
LGA41960,45,44,49,702,1192,1200,367,446,536,113,164,200,1020,1092,1283,0.8,0.8,0.7,772,852,1091,2.3,2.3,2.3
LGA42030,39,40,41,1000,1408,1400,409,516,576,160,225,260,1074,1248,1422,0.8,0.8,0.8,834,960,1112,2.4,2.4,2.4
LGA42110,43,46,48,600,867,867,336,412,481,95,120,150,786,943,1184,0.8,0.8,0.7,614,768,891,2.3,2.3,2.3
LGA42250,39,41,44,985,1300,1300,487,576,665,100,140,155,1189,1367,1658,0.8,0.8,0.8,1062,1170,1382,2.7,2.7,2.6
LGA42600,45,45,46,1250,1800,1772,514,646,748,185,270,300,1338,1735,1973,0.8,0.8,0.8,956,1158,1356,2.1,2.1,2.2
LGA42750,43,46,49,780,1127,1083,414,490,553,120,160,175,1002,1060,1213,0.8,0.8,0.7,758,847,962,2.3,2.2,2.2
LGA43080,44,46,48,650,754,650,327,389,461,50,87,100,803,905,1181,0.8,0.8,0.8,638,753,871,2.5,2.4,2.3
LGA43220,42,43,40,498,650,823,413,570,684,55,80,85,1040,1338,1453,0.7,0.8,0.7,753,1034,1243,2.3,2.4,2.5
LGA43360,44,47,50,800,1083,1058,393,483,575,100,130,165,930,977,1232,0.7,0.7,0.7,706,825,968,2.3,2.2,2.2
LGA43650,36,38,39,1083,1473,1452,465,571,669,150,200,250,1179,1461,1715,0.8,0.8,0.8,1075,1276,1462,2.8,2.8,2.8
LGA43710,40,40,43,867,1249,1342,428,527,672,100,140,180,1034,1235,1490,0.8,0.8,0.8,842,1047,1259,2.6,2.6,2.5
LGA43790,41,43,46,780,1083,1040,404,457,552,115,135,172,1023,1069,1286,0.8,0.8,0.8,752,824,1005,2.4,2.3,2.3
LGA43920,37,40,42,975,1381,1430,432,527,606,138,200,230,1092,1319,1498,0.8,0.8,0.8,972,1156,1328,2.8,2.7,2.7
LGA44000,33,38,35,0,0,0,297,262,1375,0,0,0,774,556,3374,1.1,0.9,1.5,1281,1125,3374,4.4,1.9,3.7
LGA44060,40,39,39,1083,1618,1625,440,552,628,160,240,300,1135,1421,1625,0.8,0.8,0.8,869,1063,1260,2.3,2.3,2.4
LGA44210,46,48,51,693,1062,1000,326,402,473,100,140,175,781,928,1096,0.8,0.8,0.7,617,755,842,2.3,2.2,2.2
LGA44340,40,41,42,1213,1760,1842,522,637,715,180,265,300,1422,1821,2071,0.8,0.8,0.8,1127,1382,1599,2.5,2.5,2.6
LGA44550,36,38,39,1100,1625,1616,479,598,677,180,265,310,1177,1501,1729,0.8,0.8,0.8,1027,1252,1431,2.6,2.6,2.6
LGA44620,36,38,40,916,1248,1172,430,504,589,126,160,192,1062,1174,1388,0.8,0.8,0.8,825,902,1052,2.4,2.3,2.3
LGA44830,46,49,53,578,910,890,343,425,497,75,100,150,828,985,1217,0.8,0.7,0.7,658,797,939,2.4,2.2,2.2
LGA45040,39,40,41,867,1200,1183,369,453,526,130,180,220,890,1026,1215,0.8,0.8,0.8,674,838,973,2.4,2.4,2.4
LGA45090,38,40,41,800,1083,1083,481,576,655,120,151,180,1100,1244,1424,0.8,0.8,0.8,925,1016,1201,2.4,2.4,2.4
LGA45120,43,46,48,600,867,867,360,461,540,88,125,151,874,1073,1304,0.8,0.7,0.7,653,855,1057,2.4,2.3,2.3
LGA45290,39,39,40,1300,1806,1800,493,601,681,180,260,300,1356,1685,1920,0.8,0.8,0.8,936,1131,1304,2.1,2.2,2.2
LGA45340,37,38,40,1000,1465,1447,439,542,593,170,250,290,1097,1311,1448,0.8,0.8,0.8,919,1078,1191,2.6,2.5,2.5
LGA45400,46,49,52,574,780,820,344,430,513,74,100,104,768,1085,1326,0.7,0.7,0.7,604,866,1013,2.3,2.3,2.2
LGA45540,46,50,54,433,514,563,274,356,426,85,125,140,611,747,890,0.7,0.7,0.7,510,596,704,2.1,2,2
LGA45680,34,32,32,867,1300,1300,368,455,498,135,200,245,900,1063,1212,0.8,0.8,0.8,717,896,1012,2.6,2.6,2.6
LGA45890,38,37,37,1083,1593,1560,380,484,551,145,220,269,1009,1221,1428,0.8,0.8,0.8,726,950,1139,2.3,2.4,2.4
LGA46090,36,38,39,706,1213,1213,417,541,604,115,150,180,1031,1251,1370,0.8,0.8,0.8,798,992,1094,2.4,2.4,2.3
LGA46300,36,38,40,997,1322,1300,436,524,603,145,180,220,1057,1208,1398,0.8,0.8,0.8,831,924,1080,2.4,2.4,2.3
LGA46450,40,41,44,650,1018,1001,336,403,481,110,150,170,890,1008,1229,0.8,0.8,0.7,634,777,905,2.4,2.3,2.3
LGA46510,36,37,37,1300,1775,1863,534,660,757,175,260,295,1434,1826,2099,0.8,0.9,0.9,1070,1338,1570,2.4,2.4,2.5
LGA46670,39,40,44,815,1083,1083,412,462,550,120,150,175,1015,1049,1256,0.8,0.8,0.8,757,845,1016,2.5,2.4,2.3
LGA46860,42,44,50,967,1229,1235,423,543,634,120,166,200,1077,1161,1406,0.7,0.7,0.6,796,880,1060,2.3,2.3,2.1
LGA46970,29,29,30,1300,2350,2000,1116,1463,1547,138,196,198,2196,2844,2760,0.9,0.9,0.8,2017,2718,2456,2.9,2.9,2.7
LGA47140,35,35,35,975,1408,1357,417,502,530,160,240,275,1038,1192,1320,0.8,0.8,0.8,873,1019,1140,2.6,2.6,2.6
LGA47290,40,43,46,529,672,650,408,478,604,61,95,120,1001,1077,1430,0.8,0.8,0.7,751,864,1152,2.3,2.3,2.3
LGA47490,41,43,45,700,1200,1083,394,465,594,103,141,170,974,1064,1370,0.8,0.8,0.8,717,831,1068,2.4,2.4,2.3
LGA47630,37,39,42,774,1000,975,463,529,652,100,135,150,1086,1152,1409,0.8,0.8,0.7,939,946,1166,2.5,2.5,2.4
LGA47700,37,40,41,1083,1517,1517,496,591,655,185,260,300,1229,1493,1676,0.8,0.8,0.8,1082,1243,1380,2.6,2.6,2.5
LGA47800,40,44,46,650,867,867,368,427,499,75,100,125,848,963,1164,0.8,0.8,0.7,645,787,927,2.4,2.4,2.3
LGA47910,47,48,50,800,1192,1170,353,457,570,100,142,175,832,1032,1296,0.8,0.8,0.7,643,781,967,2.3,2.2,2.2
LGA47980,38,39,41,1343,1950,2000,581,722,791,190,280,315,1665,2061,2289,0.8,0.9,0.9,1138,1423,1631,2.3,2.3,2.4
LGA48050,54,56,58,975,1300,1300,346,409,481,160,213,255,737,905,1065,0.7,0.7,0.7,617,759,837,2.1,2.1,2.1
LGA48130,41,42,44,628,975,917,378,460,549,115,150,180,924,1050,1289,0.8,0.8,0.8,695,846,1041,2.4,2.4,2.4
LGA48260,44,44,44,1473,2000,2000,583,702,796,175,270,330,1784,2122,2326,0.8,0.8,0.8,1216,1454,1692,2.3,2.3,2.3
LGA48340,39,42,46,758,992,953,420,471,547,100,130,150,1059,1130,1326,0.8,0.7,0.7,823,882,1024,2.5,2.3,2.3
LGA48410,38,38,38,1148,1690,1700,428,546,614,160,245,280,1113,1360,1612,0.8,0.8,0.9,805,1014,1217,2.2,2.3,2.3
LGA48540,37,38,40,737,1289,1235,365,472,497,105,150,176,1041,1277,1388,0.8,0.7,0.7,762,943,987,2.3,2.3,2.3
LGA48640,38,38,42,600,697,800,390,535,672,67,88,120,977,1239,1492,0.8,0.7,0.7,740,960,1142,2.4,2.4,2.3
LGA48750,48,51,54,867,1200,1257,350,438,496,140,190,235,804,948,1189,0.8,0.7,0.7,641,786,935,2.3,2.2,2.2
LGA48830,49,52,55,650,1000,1000,326,394,483,100,138,180,712,888,1124,0.8,0.7,0.7,599,740,854,2.2,2.2,2.1
LGA49399,38,39,43,433,724,640,446,744,774,39,47,70,1096,1358,1280,0.8,0.8,0.8,945,1134,1090,2.3,2.3,2.1
LGA49499,35,39,40,0,0,0,344,369,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,32,31,45,0,0,0,1667,1125,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,39,41,43,1049,1600,1600,425,521,611,150,230,280,1061,1268,1508,0.8,0.8,0.8,847,1000,1206,2.5,2.4,2.4
LGA50210,36,34,33,1040,1842,1950,450,621,698,155,290,325,1139,1534,1719,0.8,0.8,0.8,988,1307,1494,2.6,2.7,2.7
LGA50250,31,33,36,253,327,2000,1058,1872,2381,37,30,32,2398,2830,2889,0.9,0.9,0.9,1912,2545,2313,2.8,2.8,2.7
LGA50280,37,39,39,1254,1733,1733,478,593,671,180,260,300,1082,1326,1524,0.8,0.8,0.8,925,1105,1281,2.5,2.5,2.5
LGA50350,39,38,39,1100,1842,1922,487,643,731,157,300,340,1179,1618,1904,0.7,0.8,0.8,950,1270,1504,2.3,2.4,2.4
LGA50420,38,37,37,1213,1950,2000,493,662,732,165,300,350,1210,1626,1874,0.8,0.8,0.8,965,1286,1502,2.3,2.4,2.4
LGA50490,37,35,34,1200,2000,1950,469,659,722,164,300,350,1117,1554,1725,0.7,0.8,0.8,877,1263,1424,2.2,2.4,2.4
LGA50560,49,51,53,654,1083,1170,341,405,532,75,100,150,775,920,1264,0.8,0.7,0.7,641,751,997,2.3,2.2,2.2
LGA50630,39,38,39,1000,1750,1733,473,1222,809,120,224,260,1245,2237,2097,0.8,0.8,0.8,1098,1736,1847,2.6,2.6,2.5
