LGA_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
LGA35250,0,0,0,52,44,23,28,25,69,247,37,44,26,34,21,65,224,3,0,0,0,0,0,4,3,6,6,4,0,0,17,10,11,6,4,0,0,22,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,49,57,28,34,21,65,261
LGA35300,0,0,23,1515,2009,1048,1002,485,342,6400,831,1494,852,820,413,252,4668,382,257,87,46,17,3,785,69,39,16,3,3,3,124,446,295,101,46,13,9,907,149,123,44,15,10,4,338,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,122,40,15,10,4,349,37,14,5,5,3,0,69,0,0,0,0,0,0,0,7,3,0,4,3,0,16,37,19,6,11,6,0,82,30,23,3,9,3,0,68,1504,1953,1009,899,448,268,6078
LGA35600,0,0,10,473,566,219,237,93,63,1655,411,536,206,199,78,47,1484,34,0,3,3,0,0,44,0,0,0,0,0,0,0,39,0,3,3,0,0,48,22,6,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,4,0,0,0,38,13,4,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,0,0,0,11,12,11,3,0,0,3,31,10,7,0,0,0,0,14,498,559,214,211,78,50,1611
LGA35670,0,0,3,21,32,31,28,26,48,183,23,28,31,33,25,49,189,18,9,4,3,0,0,36,3,0,0,0,0,0,3,22,9,4,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,47,40,40,34,28,55,235
LGA35740,0,0,5,4666,8021,2714,2501,882,349,19134,2957,6810,2517,2364,939,379,15965,557,343,46,22,5,5,981,583,637,151,54,20,6,1453,1141,983,198,81,19,10,2436,509,322,94,35,7,0,968,162,188,29,12,0,0,399,31,51,6,0,0,0,83,3,0,0,0,0,0,3,707,560,132,44,9,0,1452,66,25,0,3,0,0,93,15,13,8,3,0,0,38,7,3,0,0,0,0,9,85,37,8,12,0,0,145,60,48,13,20,3,4,146,4954,8443,2869,2515,972,395,20143
LGA35760,0,0,3,1122,1624,501,412,221,108,3984,1005,1440,436,369,218,100,3569,18,8,0,0,0,0,27,3,0,0,0,0,0,3,20,10,0,0,0,0,31,59,18,11,6,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18,11,6,0,0,96,80,29,10,10,0,0,134,24,8,5,3,0,0,40,6,7,5,0,0,0,21,114,45,20,17,3,0,191,10,9,4,0,6,0,30,1201,1523,472,393,225,108,3916
LGA35780,0,0,3,110,113,81,76,58,123,563,80,98,72,78,80,155,567,17,11,8,9,0,4,50,0,0,0,4,0,0,4,17,11,8,8,0,4,47,10,8,0,0,4,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,4,0,21,7,0,0,0,0,0,15,7,6,0,0,0,0,15,0,0,0,0,0,4,4,20,8,0,3,0,4,32,4,0,0,0,0,0,4,132,129,78,92,82,162,676
LGA35790,0,0,0,42,57,33,44,46,155,388,36,52,52,56,46,158,397,4,4,0,0,0,0,13,7,4,0,3,0,0,21,11,6,3,4,0,0,34,14,13,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,0,0,3,27,0,0,0,0,0,0,4,5,5,0,0,3,0,19,0,0,0,0,0,0,0,8,5,0,0,3,0,19,0,0,0,0,0,0,0,68,78,66,64,48,160,483
LGA35800,0,0,6,250,237,86,56,44,30,708,198,224,83,48,21,17,598,13,0,0,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,0,15,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,7,11,7,0,0,0,0,16,6,0,0,4,0,0,15,230,235,83,53,22,24,647
LGA36070,0,0,0,25,44,32,19,13,33,161,29,51,27,32,12,25,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,4,3,0,0,36,0,3,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,0,41,66,30,37,20,24,218
LGA36150,0,0,3,121,130,51,47,27,6,380,86,105,37,32,21,9,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,25,4,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,118,107,36,32,21,9,319
LGA36250,0,0,8,9704,17117,8165,8853,3730,1606,49173,6884,15863,7960,8659,3524,1669,44559,1387,836,137,64,24,7,2457,946,896,396,185,37,9,2468,2331,1729,535,246,59,23,4931,1125,573,121,51,12,3,1882,90,136,18,6,0,0,251,114,99,13,3,0,0,225,3,0,0,0,0,0,3,1324,808,150,60,14,4,2362,222,107,10,0,0,0,341,4,3,0,0,3,0,8,11,9,0,0,0,0,20,237,119,12,3,3,0,370,111,66,22,14,3,3,223,10890,18582,8681,8988,3608,1694,52446
LGA36300,0,0,5,88,115,46,37,27,5,315,73,106,32,39,17,5,271,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,10,89,108,33,39,19,5,295
LGA36370,0,0,14,6900,9335,4349,3807,1757,1021,27161,5400,8726,4206,3923,1713,908,24867,841,420,106,60,10,5,1446,334,125,39,22,3,0,522,1175,544,143,88,12,9,1968,635,259,86,41,15,5,1041,20,8,5,0,0,0,35,39,36,6,0,0,0,81,9,3,0,3,0,0,11,709,305,103,46,15,3,1177,114,35,4,5,3,0,158,15,11,3,3,4,0,33,12,14,3,7,4,3,39,136,54,5,10,10,7,228,59,39,17,13,4,3,131,7472,9668,4469,4079,1754,926,28375
LGA36510,4,0,10,2896,5189,1941,1812,918,518,13277,2519,5165,1992,1986,894,542,13100,266,98,28,10,3,3,410,47,30,14,3,0,0,90,315,127,40,11,3,3,500,114,37,5,7,0,0,156,34,8,0,0,0,0,46,0,3,0,0,0,0,3,0,0,0,0,0,0,3,149,40,8,7,0,0,202,78,41,12,3,3,0,133,6,10,4,0,0,0,19,13,19,8,0,0,0,42,94,68,16,7,3,0,196,10,22,7,3,3,3,47,3093,5427,2069,2012,901,548,14043
LGA36580,0,0,3,1710,3051,1146,1069,540,310,7816,1822,3149,1230,1128,577,369,8279,30,17,7,4,6,0,73,0,3,0,0,3,0,12,28,21,12,7,6,0,81,28,5,3,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,4,0,3,0,39,46,22,0,7,0,0,75,3,3,0,0,0,0,11,5,7,0,0,0,0,13,55,30,0,8,0,0,99,31,35,14,4,0,3,86,1968,3247,1256,1147,592,372,8579
LGA36630,0,0,31,3074,4787,1475,1382,711,430,11857,2831,4664,1476,1246,670,396,11275,219,56,17,11,3,3,312,3,3,0,0,0,0,12,226,61,17,9,3,3,321,271,96,24,9,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,277,100,24,9,0,0,409,88,36,0,5,3,3,135,23,15,4,0,3,0,43,6,18,0,0,0,0,28,119,63,5,8,8,3,204,10,24,5,3,7,0,49,3460,4918,1528,1271,683,404,12265
LGA36660,0,0,21,3407,4967,1711,1539,771,468,12861,2942,4817,1635,1485,724,442,12046,431,177,44,9,0,0,657,21,14,8,3,0,0,43,446,190,53,20,0,0,703,234,67,24,6,3,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,241,67,24,6,3,0,334,80,28,5,4,3,3,130,12,12,3,0,0,0,25,6,14,7,3,3,0,32,105,52,18,7,5,3,184,22,36,13,6,3,3,89,3747,5165,1734,1522,736,448,13355
LGA36720,3,3,44,22707,38263,14516,14091,5649,2358,97579,12758,30230,13564,14721,6011,2689,79971,3990,3153,505,198,53,21,7919,1910,2226,860,461,117,27,5609,5901,5386,1363,659,171,48,13524,2516,1623,529,216,54,16,4956,1043,1057,261,99,25,4,2492,2015,2618,512,204,52,17,5418,30,16,4,3,0,0,56,5607,5311,1310,519,131,43,12917,918,488,40,16,6,3,1469,18,10,6,3,0,0,41,16,29,6,9,5,0,76,956,531,55,29,12,3,1586,264,186,59,40,25,10,590,25485,41643,16345,15969,6349,2797,108589
LGA36820,0,0,9,2494,3663,1133,1018,490,306,9107,2085,3512,1084,1017,465,301,8462,140,65,9,9,3,0,220,30,5,3,3,0,0,37,166,69,7,12,3,0,258,260,113,27,4,0,4,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,113,27,4,0,4,412,120,44,3,0,0,0,175,12,7,3,0,0,0,19,7,12,3,0,0,0,30,140,70,7,3,0,0,221,19,15,3,6,3,3,46,2671,3775,1137,1037,468,302,9397
LGA36910,3,0,50,14098,19923,8020,7481,3726,1935,55183,9809,18094,7544,7333,3646,1977,48398,2945,1565,384,147,44,21,5096,700,441,151,48,20,5,1368,3638,2007,533,192,67,24,6466,1410,746,196,93,32,13,2490,49,9,0,0,0,0,59,43,29,8,0,0,0,73,3,3,0,0,0,0,4,1502,791,197,96,32,13,2638,104,51,6,3,4,4,177,12,14,3,0,0,0,27,29,30,18,29,3,6,112,149,97,30,28,12,12,322,202,94,31,32,20,12,385,15294,21077,8333,7687,3769,2040,58204
LGA36950,0,0,0,172,181,125,118,74,142,816,166,168,89,100,69,140,722,14,5,3,3,3,0,26,8,12,7,4,3,0,35,21,14,11,11,8,5,61,28,14,17,11,7,5,84,3,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,18,14,7,5,100,0,3,0,0,0,0,5,9,0,0,0,0,0,12,0,0,0,3,0,0,7,14,7,3,5,0,0,21,0,0,0,0,0,0,0,224,207,119,123,80,153,908
LGA36960,0,0,0,182,183,134,113,114,222,942,179,166,137,126,113,215,922,14,10,11,11,4,3,48,0,0,0,0,0,0,4,12,9,11,11,6,3,51,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,196,176,143,137,118,218,988
LGA37010,3,0,49,13396,21358,10570,9358,4114,2170,60968,9115,18910,9791,9229,4075,2054,53162,2426,1155,310,133,43,10,4072,1311,910,306,124,45,13,2701,3738,2060,610,253,81,24,6771,1181,594,146,58,20,11,2016,661,552,103,38,12,3,1366,592,635,157,59,15,0,1465,4,3,0,0,0,0,8,2431,1786,408,162,47,20,4858,273,174,23,9,0,6,484,8,13,3,3,4,0,33,12,13,8,0,3,4,38,296,195,40,14,7,6,560,107,83,26,29,3,6,253,15686,23035,10873,9687,4218,2102,65599
LGA37300,0,0,0,182,345,169,180,84,48,1001,79,186,124,202,74,59,722,38,62,26,25,13,0,158,59,75,32,18,0,3,194,96,138,57,50,10,3,354,32,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,38,11,6,0,0,0,0,20,5,3,0,0,0,0,7,0,0,0,0,0,0,0,15,8,3,0,0,0,30,0,4,0,0,0,0,0,217,343,186,248,88,63,1148
LGA37310,0,0,14,2698,3980,1505,1500,815,452,10950,2343,3835,1486,1463,802,409,10334,243,111,38,29,12,9,441,8,12,4,0,0,0,24,254,120,44,29,14,9,467,217,104,17,14,6,0,353,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,4,217,102,17,14,6,0,363,37,21,3,0,0,0,59,11,0,0,0,0,0,11,16,5,8,3,4,0,38,67,23,13,5,3,3,111,31,24,12,5,4,0,81,2909,4109,1568,1514,829,418,11350
LGA37340,0,0,24,2703,4279,1608,1421,595,249,10848,1880,3427,1414,1315,605,254,8900,232,121,29,33,9,3,425,196,172,69,36,10,5,490,433,293,103,62,15,11,919,400,229,71,45,16,4,771,80,65,10,3,0,0,157,15,27,3,0,0,0,41,3,3,0,0,0,0,3,499,315,82,53,16,11,976,129,81,3,5,0,4,230,4,7,3,0,0,0,13,11,13,3,0,0,0,25,151,99,13,4,4,4,271,92,63,19,9,6,4,195,3051,4203,1621,1453,652,271,11255
LGA37400,0,0,11,183,199,65,54,27,13,546,133,153,47,35,21,8,395,4,3,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,4,17,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,30,6,0,0,0,0,39,0,0,0,0,0,0,0,3,3,0,0,0,0,6,29,6,0,0,0,0,42,3,0,0,3,0,0,10,186,162,46,39,21,8,469
LGA37550,0,0,0,46,30,32,28,23,58,223,45,33,37,34,21,45,209,11,14,5,3,3,0,32,0,0,0,0,0,0,0,11,14,5,3,3,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,46,42,37,25,45,245
LGA37570,0,0,0,10,13,7,14,10,10,70,6,17,13,13,8,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,14,13,11,14,78
LGA37600,0,0,0,43,56,46,48,44,176,421,15,30,45,42,37,151,327,7,7,9,5,5,22,50,0,3,0,0,0,0,6,5,11,9,3,5,22,54,10,6,3,0,4,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,4,6,35,0,0,0,0,0,0,3,12,7,6,5,0,12,51,0,0,0,0,0,0,0,19,11,6,5,0,12,52,0,0,0,0,0,0,0,47,60,62,52,44,194,465
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,18,3445,3149,976,445,134,35,8179,290,441,160,110,35,17,1060,489,357,113,50,11,3,1024,675,822,309,151,38,11,2012,1169,1179,421,199,53,16,3040,344,201,50,35,4,3,648,408,303,105,49,11,0,878,1275,1177,319,108,15,5,2896,0,0,0,0,0,0,3,2026,1683,480,190,38,10,4421,0,0,0,0,0,0,0,11,0,0,0,0,0,11,23,28,11,3,4,0,69,26,28,8,3,4,0,72,45,18,11,4,0,0,86,3559,3356,1072,512,131,43,8678
LGA40120,0,0,9,2508,4930,2214,2583,1033,350,13612,2306,4909,2118,2543,957,365,13196,152,83,16,5,3,0,263,22,17,8,4,0,0,42,175,98,23,11,3,0,306,69,23,0,0,0,0,99,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,28,0,0,0,0,114,14,3,3,0,0,0,21,0,0,0,0,0,0,3,0,5,0,4,3,0,14,13,13,4,4,3,0,36,50,34,6,6,3,3,102,2626,5078,2155,2562,962,369,13761
LGA40220,0,0,5,2481,4135,1115,1101,469,198,9505,2453,4217,1164,1166,455,185,9639,142,44,8,0,0,0,201,20,32,5,3,0,0,64,159,78,14,4,4,0,262,128,29,4,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,30,4,0,0,0,166,70,19,0,3,0,0,90,0,4,0,0,0,0,8,11,9,3,0,0,0,20,76,31,3,6,0,0,121,13,10,3,3,0,0,37,2837,4369,1190,1180,460,187,10229
LGA40250,0,0,0,141,93,42,58,56,140,527,90,75,56,49,60,127,456,22,8,3,0,0,0,34,0,0,0,0,0,0,0,22,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,114,84,60,49,60,127,494
LGA40310,0,0,7,2037,3267,1180,1309,530,187,8508,1797,3175,1190,1287,550,182,8179,289,174,14,10,3,0,492,3,5,0,0,0,0,12,292,178,14,11,3,0,499,104,16,3,3,0,0,126,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,16,3,3,0,0,130,28,21,0,0,0,0,50,7,3,0,0,0,0,7,3,6,3,0,0,0,13,38,27,3,0,0,0,75,18,9,9,0,0,0,37,2258,3402,1219,1304,555,188,8917
LGA40430,0,0,0,329,456,92,79,54,20,1030,304,419,102,78,50,12,968,21,16,0,0,0,0,34,0,0,0,0,0,0,0,21,16,0,0,0,0,34,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15,9,5,0,0,0,0,10,0,0,0,0,0,0,0,3,5,0,0,0,0,6,9,10,0,0,0,0,20,0,5,0,0,0,0,5,343,448,101,83,53,12,1046
LGA40520,0,0,6,1207,1564,595,481,231,96,4163,925,1444,503,448,215,87,3621,188,64,27,10,0,3,297,0,0,0,0,0,0,0,188,68,27,10,0,3,299,151,47,10,3,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,47,10,3,0,0,209,16,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,12,0,0,0,0,34,13,8,0,0,3,0,30,1292,1576,537,464,222,86,4179
LGA40700,0,0,0,4886,5661,2229,2555,994,276,16596,1976,3756,1787,2442,1000,309,11273,1324,819,290,180,42,9,2664,362,380,168,125,29,9,1067,1685,1197,457,301,72,19,3727,793,420,143,82,13,3,1453,87,24,4,3,0,0,119,91,52,13,10,0,0,162,0,0,0,0,0,0,0,972,497,158,89,13,7,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,4,6,0,0,0,0,13,11,7,9,3,0,0,26,4648,5468,2399,2837,1092,333,16778
LGA40910,0,0,5,4953,6256,3014,3079,1064,342,18710,2979,4855,2448,2720,933,332,14268,1212,845,383,328,99,25,2896,96,176,108,96,28,17,520,1310,1018,496,423,131,39,3411,831,423,175,96,21,4,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,835,422,175,100,21,4,1551,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,3,0,0,8,13,9,10,7,0,7,47,5141,6306,3124,3258,1080,378,19286
LGA41010,0,0,3,351,478,157,150,82,54,1273,278,432,167,143,71,45,1138,9,0,3,0,0,0,16,0,0,0,0,0,0,0,15,0,3,0,0,0,19,40,10,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,54,8,8,0,0,0,0,19,20,0,0,0,0,0,15,0,0,0,0,0,0,4,25,8,3,0,0,0,40,4,3,0,0,0,0,6,359,447,174,145,70,45,1249
LGA41060,0,0,10,12890,14500,6265,6026,1980,798,42457,6238,9757,4703,4974,1712,655,28039,3527,2389,862,560,168,98,7609,1122,1598,748,600,177,61,4312,4652,3989,1611,1157,348,162,11914,1803,884,274,159,23,12,3156,270,146,36,16,3,0,462,226,198,51,18,9,3,505,14,6,0,0,0,0,28,2320,1235,362,190,34,11,4156,7,6,0,0,0,0,18,3,0,3,0,0,0,10,20,24,15,11,3,4,71,31,30,18,12,3,6,101,42,53,25,25,4,9,157,13280,15061,6716,6354,2108,848,44365
LGA41140,0,0,3,914,1361,416,425,219,71,3401,882,1356,406,367,216,63,3293,85,28,6,0,0,0,119,0,0,0,0,0,0,3,88,27,6,0,0,0,123,21,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,35,10,9,0,0,0,0,21,0,0,0,0,0,0,3,6,11,3,0,0,0,18,17,21,3,3,3,0,42,18,6,6,6,0,0,32,1029,1425,412,375,218,63,3521
LGA41190,0,0,0,214,268,72,77,54,18,708,210,253,67,75,39,12,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,0,0,0,0,0,4,3,3,3,0,0,0,6,14,10,3,0,0,0,20,3,0,0,0,0,0,4,222,264,69,75,39,12,688
LGA41330,0,0,0,340,206,67,53,20,25,709,313,185,65,54,16,16,653,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,6,0,0,30,329,196,69,55,16,15,694
