LGA_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
LGA18400,0,0,5,2245,4279,2348,2807,1493,779,13952,1874,4257,2457,3002,1650,934,14179,281,246,23,22,11,0,589,27,17,3,3,3,0,61,308,270,30,21,15,0,647,52,29,11,3,0,0,91,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,33,11,3,0,0,108,49,11,7,0,0,0,66,3,0,3,3,3,0,14,10,10,4,8,3,0,35,59,18,11,14,3,0,113,17,23,0,6,3,6,55,2316,4608,2513,3048,1668,942,15094
LGA18450,0,0,51,18587,23794,11367,11355,4710,1955,71765,8896,16560,8945,10432,4470,2064,51367,2005,1293,382,226,83,30,4016,1889,1628,830,538,167,91,5141,3887,2921,1210,766,250,120,9154,2780,1735,572,306,100,50,5540,1414,1041,352,128,38,9,2979,1400,1712,513,209,44,11,3892,26,9,4,3,3,3,48,5623,4497,1438,643,183,68,12454,157,74,13,10,9,4,263,4,0,0,0,0,0,4,77,71,37,45,8,11,244,235,140,46,53,16,15,511,225,144,38,33,13,6,468,18871,24266,11682,11930,4929,2277,73953
LGA18500,0,0,44,6540,7465,2849,2364,957,281,20463,577,1244,719,1072,681,209,4500,195,243,114,105,25,7,690,842,1425,798,725,184,34,4013,1038,1667,917,826,214,42,4703,603,672,283,201,50,16,1826,1559,1854,601,289,47,17,4366,2391,2130,573,224,49,8,5376,11,25,9,9,3,0,64,4570,4683,1466,730,155,41,11636,0,0,0,0,0,0,3,0,0,0,0,0,0,0,63,40,30,15,3,3,156,64,43,30,15,3,3,158,38,40,10,14,6,6,106,6284,7677,3141,2658,1058,296,21105
LGA18710,0,0,0,991,1928,757,883,439,187,5179,911,1887,791,944,468,172,5185,133,50,15,7,0,0,207,7,3,0,0,0,0,9,140,55,13,7,0,0,220,12,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,0,0,0,26,13,9,3,0,0,0,20,6,4,0,0,0,0,9,0,5,0,0,0,0,8,21,15,3,0,0,0,40,16,13,6,5,0,0,51,1102,1986,817,968,468,178,5519
LGA19399,0,0,0,113,139,64,47,21,13,389,88,121,46,43,22,12,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,5,3,0,0,0,0,0,4,94,124,48,43,22,12,336
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,8,1422,1888,558,546,242,87,4739,1279,1843,525,508,238,80,4476,96,23,5,3,6,0,133,10,6,3,0,0,0,23,108,28,10,3,7,0,155,66,22,8,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,25,8,4,0,0,100,7,7,0,0,0,0,13,0,0,0,0,0,0,0,13,6,0,3,0,0,17,17,13,0,3,0,0,32,24,24,6,4,3,0,71,1492,1936,550,521,246,79,4832
LGA20260,0,0,0,1302,1660,543,480,227,114,4331,1158,1591,499,445,191,102,3995,99,20,4,0,0,0,121,0,0,0,0,0,0,0,99,20,4,0,0,0,121,70,28,5,9,3,0,110,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,26,5,9,3,0,113,17,9,0,0,0,0,27,3,0,0,0,0,0,8,10,7,0,0,0,0,18,26,15,3,0,0,0,43,7,10,0,0,0,0,25,1370,1668,511,461,194,108,4298
LGA20570,0,0,9,10239,12341,5295,4802,2216,855,35744,7770,11117,4887,4896,2094,825,31586,2523,1385,495,307,107,38,4855,171,180,72,53,18,8,506,2692,1562,573,361,126,48,5362,734,278,70,29,3,3,1117,36,27,6,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,301,81,26,3,3,1185,43,20,0,0,0,0,67,0,0,0,0,0,0,0,23,36,8,14,3,0,76,61,54,9,16,3,0,146,79,52,15,17,7,0,167,11378,13085,5564,5316,2230,879,38449
LGA20660,0,0,10,10440,14342,7380,7687,2844,1005,43698,6469,11034,6231,7282,2670,849,34541,2149,1355,518,314,66,25,4420,649,931,514,320,89,40,2541,2792,2284,1030,629,153,69,6962,955,730,262,119,37,30,2139,94,100,19,10,0,0,232,182,151,25,7,3,0,373,3,0,0,0,0,0,7,1245,986,312,132,41,29,2749,3,3,0,0,0,0,6,0,0,0,0,0,0,0,19,10,11,5,3,0,43,16,14,12,5,3,0,50,58,41,14,8,6,3,130,10581,14361,7599,8063,2876,951,44431
LGA20740,0,0,12,3733,4625,1419,1305,566,204,11859,3613,4815,1490,1273,620,203,12019,398,147,5,15,7,0,569,58,58,24,8,0,0,146,457,202,31,22,8,0,714,119,46,4,0,0,0,173,13,3,0,0,0,0,13,5,4,0,0,0,0,9,0,0,0,0,0,0,0,135,54,8,0,0,0,192,107,34,5,0,0,0,156,3,0,0,0,0,0,3,6,3,6,0,0,0,18,124,42,10,0,0,0,176,20,22,11,9,9,3,69,4338,5133,1549,1304,635,208,13175
LGA20830,0,0,0,3977,5895,2156,2287,1156,510,15980,3448,6040,2376,2346,1208,525,15945,384,169,31,14,7,0,608,28,15,0,0,0,0,47,415,185,33,15,7,0,655,469,264,31,15,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,264,31,15,0,0,776,95,37,3,4,3,0,141,0,0,0,0,0,0,3,3,6,3,0,0,0,15,97,38,8,4,3,0,155,36,24,5,9,9,0,80,4466,6552,2446,2392,1221,530,17605
LGA20910,0,0,21,8010,10747,4908,6456,2565,589,33271,3609,6327,3618,5651,2301,541,22051,1954,1570,591,366,67,12,4545,833,1422,664,672,177,28,3789,2784,2989,1252,1034,237,40,8336,1027,749,217,96,20,3,2108,494,416,89,30,5,0,1042,542,457,88,41,0,4,1135,3,3,0,0,0,0,3,2073,1629,393,170,30,13,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,85,27,6,3,0,189,61,85,27,12,3,0,193,40,49,28,30,5,3,154,8561,11075,5325,6899,2582,600,35037
LGA21010,0,0,0,1677,2187,680,603,274,119,5542,1465,2124,619,542,243,91,5082,35,17,3,3,0,0,65,0,0,0,0,0,0,0,35,17,3,3,0,0,61,228,62,15,3,0,0,304,18,15,0,0,0,0,38,31,7,3,0,0,0,41,0,0,0,0,0,0,0,277,78,16,3,0,0,379,15,7,0,0,0,0,23,0,0,0,0,0,0,0,4,6,0,0,0,0,9,24,8,0,4,0,0,33,5,21,7,3,0,0,34,1806,2247,641,555,246,95,5594
LGA21110,0,0,27,13849,17713,9050,10780,4601,1236,57232,4810,8916,5911,8761,3968,1197,33568,2756,2579,1163,946,219,45,7711,874,1543,927,912,243,61,4558,3632,4126,2089,1859,467,103,12272,2414,2087,736,344,65,19,5665,1814,1853,507,210,41,14,4426,1687,1436,264,104,21,6,3530,0,0,0,0,0,0,0,5914,5375,1503,659,131,38,13622,0,0,0,0,0,0,4,0,0,0,0,0,0,3,45,68,39,15,9,0,178,48,73,39,15,9,0,181,70,69,27,27,10,4,204,14473,18558,9564,11325,4579,1345,59849
LGA21180,3,0,18,10511,16568,11274,11478,5564,3372,58772,8042,13902,9682,10223,4978,3664,50486,1550,1411,936,694,299,162,5055,557,838,646,525,249,185,3005,2105,2255,1579,1217,548,349,8056,989,660,408,258,101,46,2463,65,49,22,8,0,4,149,43,31,22,10,0,0,108,13,11,7,0,3,0,34,1114,746,462,275,103,53,2753,22,4,0,4,0,0,26,3,0,0,0,0,0,3,31,30,26,18,15,10,122,49,36,26,24,15,11,151,39,37,23,10,15,3,122,11349,16971,11766,11746,5652,4072,61562
LGA21270,0,0,3,870,974,276,256,150,84,2616,754,915,259,203,132,65,2324,27,4,0,0,0,0,36,0,0,0,0,0,0,0,27,10,0,0,0,0,35,44,12,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,0,0,0,0,56,5,4,0,0,0,0,11,0,0,0,0,0,0,0,7,3,0,0,3,0,19,16,9,0,0,3,0,30,4,3,0,0,0,0,12,844,944,264,213,132,65,2455
LGA21370,0,0,11,3703,5257,1803,1703,925,406,13798,3000,4894,1663,1683,833,371,12443,496,214,38,14,3,3,768,8,3,0,4,0,0,17,499,219,42,12,3,3,786,311,93,24,8,3,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,311,96,27,8,3,0,446,76,16,7,3,0,0,101,0,0,0,0,0,0,4,8,10,8,3,0,0,27,77,21,9,5,0,0,124,14,20,7,6,5,0,52,3908,5251,1747,1716,848,375,13855
LGA21450,0,0,6,4624,8131,4243,4762,2270,1002,25039,4652,8706,5135,5820,2652,1365,28330,774,606,232,119,32,13,1771,142,207,135,47,14,10,556,913,813,365,166,46,24,2330,94,35,8,0,3,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,33,8,3,3,0,137,78,22,3,3,0,0,105,6,0,0,0,0,0,11,5,9,5,3,0,0,12,87,33,4,3,0,0,128,23,23,16,7,4,0,80,5770,9606,5531,6008,2709,1391,31009
LGA21610,0,0,12,12653,22498,15216,17678,7752,4679,80471,10795,21933,15933,19378,8626,5797,82465,2231,1955,951,816,319,198,6472,336,570,406,336,127,64,1836,2563,2524,1352,1154,453,266,8309,479,260,97,46,13,9,903,30,8,5,0,0,0,39,3,7,3,0,0,0,15,3,0,0,0,0,0,3,513,271,102,51,16,10,961,99,23,9,0,0,0,139,3,0,0,0,0,0,3,41,24,29,14,8,8,119,141,45,42,19,13,8,263,40,29,25,24,10,3,133,14058,24803,17456,20621,9116,6084,92127
LGA21670,0,0,0,1767,1964,604,537,257,121,5249,1537,1954,634,455,224,119,4932,217,77,10,11,0,0,318,3,0,0,0,0,0,3,222,77,11,11,0,0,317,62,10,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,0,0,76,48,15,0,0,0,0,64,10,3,0,0,0,0,12,13,6,0,4,0,0,32,73,24,3,4,0,0,101,13,5,0,0,3,0,25,1906,2069,651,472,228,122,5445
LGA21750,0,0,0,2354,2841,1020,927,494,223,7856,2018,2729,956,897,455,207,7262,394,95,26,10,3,3,531,18,14,3,5,0,0,36,409,110,28,12,3,3,561,33,16,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,3,0,0,0,59,30,7,0,3,0,0,46,0,0,0,0,0,0,4,8,3,5,3,0,3,24,45,18,9,6,0,5,76,19,16,7,3,0,0,46,2530,2883,996,920,463,217,8005
LGA21830,0,0,8,1746,2247,737,780,460,220,6195,1595,2167,710,661,377,184,5697,76,21,0,0,0,0,102,4,3,0,0,0,0,5,80,24,0,0,0,0,105,94,23,6,3,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,23,6,3,0,0,135,3,0,0,0,0,0,8,0,0,0,0,0,0,0,9,8,3,0,0,0,16,11,5,3,3,0,0,24,18,22,11,5,3,4,67,1803,2249,728,673,379,189,6022
LGA21890,0,0,25,14371,16696,8616,7767,2927,1251,51624,6582,9669,5967,6499,2355,1132,32209,3189,2763,1308,818,210,104,8390,1560,2142,1103,721,221,79,5831,4751,4906,2409,1538,433,177,14221,2416,1598,450,188,45,19,4715,628,472,121,48,4,3,1279,777,792,179,45,17,7,1812,3,0,0,0,0,0,5,3813,2866,753,281,71,31,7808,0,0,0,0,0,0,5,0,0,0,0,0,0,0,103,110,52,18,11,3,304,108,111,57,18,11,3,307,70,63,23,23,4,3,189,15330,17610,9210,8368,2871,1354,54736
LGA22110,0,0,13,4864,6949,2051,1804,837,356,16859,4480,6795,1941,1768,793,327,16102,406,127,31,8,7,3,579,33,21,6,4,0,0,62,441,150,38,12,7,3,649,196,86,18,5,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,199,86,18,5,0,0,305,157,66,6,8,0,0,234,7,4,0,4,3,0,18,23,15,4,3,0,0,44,181,86,12,16,3,0,297,108,58,19,15,6,0,213,5413,7170,2034,1811,809,332,17564
LGA22170,0,0,13,12350,15588,7852,7403,2982,1236,47403,7855,12816,7258,7249,2923,1192,39300,3674,2004,642,301,95,25,6744,589,686,304,171,36,15,1799,4267,2690,944,475,133,38,8550,702,298,68,40,12,5,1121,89,38,8,0,0,0,136,48,20,3,0,0,0,71,9,0,0,0,0,0,9,844,359,82,40,12,5,1343,294,73,12,6,0,0,392,0,0,0,0,0,0,0,5,14,13,6,3,0,46,307,92,27,14,4,0,436,36,20,4,3,0,3,67,13310,15970,8309,7782,3076,1244,49687
LGA22250,0,0,3,1325,1613,449,405,249,113,4163,1245,1621,453,392,232,106,4048,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,10,99,13,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,13,0,0,0,0,111,21,9,0,0,0,0,29,0,0,0,0,0,0,0,0,8,0,0,0,0,15,23,17,3,0,0,0,42,0,8,0,0,0,0,13,1373,1653,456,391,233,107,4219
LGA22310,0,0,33,13867,15527,8010,8444,3041,1010,49894,4423,7323,4745,6530,2594,841,26458,2777,2597,1283,911,199,74,7837,888,1518,995,1006,325,108,4822,3667,4112,2275,1913,525,180,12661,4164,3215,1254,716,142,60,9556,873,973,287,76,16,11,2235,436,445,87,32,3,3,1012,11,5,0,0,0,0,20,5481,4641,1630,827,164,70,12825,3,0,0,0,0,0,3,0,0,0,0,0,0,0,68,57,25,23,3,4,178,68,57,25,23,3,4,181,71,43,14,22,15,3,171,13706,16178,8694,9321,3294,1105,52296
LGA22410,0,0,6,2298,2841,1026,1019,389,140,7714,2018,2780,901,875,365,128,7067,130,50,0,3,0,0,185,10,3,4,0,0,0,19,140,57,5,3,0,0,203,199,42,8,5,3,0,249,4,0,0,0,0,0,6,8,0,0,0,0,0,8,0,0,0,0,0,0,0,207,38,14,5,3,0,266,25,12,0,0,0,0,40,3,0,0,0,0,0,5,9,6,4,0,0,0,23,43,14,6,0,0,0,66,17,18,7,3,0,0,46,2424,2903,929,888,370,128,7644
LGA22490,0,0,4,1078,2228,947,1186,597,265,6300,1210,2454,1054,1425,662,280,7093,9,4,3,0,3,0,17,0,0,0,0,0,0,0,9,4,3,0,3,0,17,8,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,24,3,7,0,0,3,0,16,4,0,0,6,0,0,9,0,0,0,0,0,3,6,8,3,5,10,3,5,31,6,9,0,3,0,0,19,1246,2476,1062,1441,666,283,7184
LGA22620,0,0,12,10305,13556,5822,5117,2378,1039,38220,9094,13409,5825,5323,2485,1042,37175,1744,767,204,89,14,8,2818,159,146,57,29,7,0,391,1901,909,264,112,18,13,3211,290,130,43,24,3,3,490,39,12,3,0,0,0,56,17,0,0,0,0,0,17,0,0,0,0,0,0,0,347,142,48,24,6,3,561,131,28,4,0,3,0,167,4,4,0,0,0,0,7,16,29,7,6,3,0,58,154,62,11,5,3,3,241,71,54,22,11,11,7,179,11569,14576,6162,5473,2517,1064,41361
LGA22670,0,0,23,10171,12822,8331,7400,3844,2928,45489,5673,9159,6685,6619,3455,3142,34738,1914,1590,1052,763,317,200,5837,367,677,506,369,190,143,2258,2287,2269,1556,1140,506,342,8098,1673,1287,765,475,163,79,4447,175,146,72,30,11,0,437,117,108,50,19,10,3,313,8,3,4,3,0,0,17,1968,1553,891,529,185,85,5209,163,26,3,3,0,4,196,8,0,0,0,0,0,10,46,41,37,23,12,13,184,211,65,42,30,16,20,392,53,35,21,9,6,3,130,10194,13077,9186,8328,4176,3597,48563
LGA22750,0,0,19,22070,28058,12112,11607,4827,1857,80528,17222,25922,12023,12068,5057,1936,74212,4439,2315,618,270,77,45,7763,633,675,239,135,32,15,1729,5067,2992,859,405,111,55,9490,1313,576,172,67,9,3,2150,71,37,10,0,0,0,114,110,61,11,0,3,3,186,7,3,0,0,0,0,8,1502,671,197,70,11,4,2457,232,66,5,10,0,0,314,0,0,0,0,0,0,3,65,57,26,63,26,11,241,294,118,35,70,23,11,559,100,91,44,27,8,3,276,24186,29788,13152,12642,5219,2007,86995
LGA22830,0,0,17,5707,7399,3245,3157,1472,821,21812,4604,6912,3077,3058,1487,772,19902,1177,571,181,92,27,21,2066,36,35,17,3,3,3,97,1208,606,196,93,26,24,2156,95,24,14,9,3,0,144,18,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,29,14,9,3,0,166,174,69,7,4,0,0,251,7,3,0,0,0,0,12,10,10,11,9,0,3,41,191,79,17,9,3,4,303,16,26,4,5,3,4,53,6139,7645,3305,3171,1521,804,22583
LGA22910,0,0,0,1795,2243,704,627,283,119,5766,1652,2138,674,596,258,89,5413,88,21,6,0,0,0,116,4,5,0,0,0,0,6,96,19,6,0,0,0,125,39,13,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,0,52,23,9,0,0,0,0,30,3,4,0,0,0,0,9,99,124,38,25,15,4,304,128,135,41,25,15,4,345,38,32,11,7,4,3,97,1952,2337,728,635,278,103,6029
LGA22980,0,0,0,744,871,276,275,122,50,2342,653,836,243,207,106,42,2092,47,37,10,13,3,0,103,4,0,0,0,0,0,8,45,41,10,13,3,0,111,62,7,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,7,0,0,0,0,72,0,3,0,0,0,0,7,3,4,0,0,0,0,4,0,0,0,0,0,0,3,6,7,0,0,0,0,11,10,11,3,0,0,0,27,780,898,260,223,117,46,2320
LGA23110,0,0,11,7900,10116,5176,5159,1914,877,31140,4365,6697,3936,4152,1594,722,21470,1684,1512,649,523,146,50,4567,712,1400,831,737,209,79,3971,2393,2911,1487,1252,356,128,8540,944,515,189,86,24,7,1761,115,58,14,7,3,0,200,167,88,27,14,6,0,305,0,0,0,0,0,0,0,1227,662,230,99,28,7,2264,32,8,0,0,0,0,44,4,0,3,0,0,0,6,27,29,12,7,7,0,79,68,35,11,10,7,0,128,48,27,13,17,0,3,107,8097,10339,5682,5531,1987,865,32508
LGA23190,0,0,0,2267,2777,1003,958,463,160,7633,1811,2525,944,959,438,145,6819,305,110,14,3,4,0,433,8,3,0,0,0,0,11,308,116,11,3,4,3,446,284,88,17,10,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,88,17,10,0,0,399,4,0,0,0,0,0,8,0,0,0,0,0,0,3,3,5,0,0,0,0,14,8,9,0,0,0,0,24,19,10,0,3,0,0,30,2427,2740,978,980,445,149,7721
LGA23270,3,0,31,8496,13954,9788,10952,5497,3554,52244,7193,13328,9802,11269,5916,4271,51768,1337,1073,612,468,243,124,3861,380,566,417,328,125,84,1903,1709,1641,1033,795,372,211,5756,766,551,306,236,99,46,2005,0,0,0,0,0,0,3,49,18,18,7,7,5,102,3,3,0,0,0,0,4,822,575,322,241,106,56,2113,155,33,4,3,0,3,190,0,0,0,0,0,0,0,31,31,17,16,19,15,136,182,61,24,21,22,20,330,57,37,14,21,6,9,148,9963,15630,11191,12346,6426,4562,60129
LGA23350,0,0,0,1385,2160,771,795,351,149,5614,1242,2198,779,781,330,142,5472,61,24,6,7,0,0,98,0,0,0,0,0,0,0,61,24,6,7,0,0,98,141,66,13,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,66,13,0,0,0,218,24,10,0,0,0,0,34,0,0,0,0,0,0,0,12,7,3,0,0,0,28,34,18,7,0,0,0,59,14,14,11,0,0,0,40,1495,2319,813,795,333,147,5897
LGA23430,0,0,10,13913,17028,8779,9228,3356,1140,53446,5539,9946,6316,7717,3012,1008,33536,3930,3068,1210,795,189,50,9241,1018,1893,1033,889,244,78,5149,4947,4960,2242,1685,430,127,14392,2872,1962,694,343,84,15,5975,343,345,104,28,0,0,822,334,318,79,14,4,0,756,8,9,0,0,0,0,9,3557,2636,875,391,91,18,7565,162,28,8,3,0,0,203,0,0,0,0,0,0,0,40,47,14,9,3,0,123,207,82,23,12,8,0,333,90,59,21,23,16,4,212,14338,17678,9478,9828,3552,1156,56036
LGA23670,0,0,8,10023,16101,9542,10497,4288,1612,52055,7292,13758,8944,10059,3815,1582,45452,2154,1535,467,311,91,52,4612,505,665,374,266,72,25,1904,2657,2196,845,582,161,74,6516,529,297,60,28,10,3,920,139,91,25,3,0,0,254,74,51,21,0,0,0,149,3,0,0,0,0,0,6,744,442,103,34,6,3,1322,93,32,0,0,0,0,126,0,0,0,0,0,0,0,26,44,22,30,19,3,139,120,71,20,30,19,5,269,44,31,14,8,4,0,104,10856,16493,9930,10706,4001,1665,53657
LGA23810,0,0,7,8105,9823,4097,3670,1551,705,27948,6428,9086,3840,3478,1395,599,24827,1120,376,69,25,13,0,1604,54,29,12,6,3,3,106,1178,405,72,36,16,3,1710,1043,311,68,23,9,0,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,311,68,23,9,0,1458,60,29,0,0,0,0,90,5,0,0,0,0,0,5,4,8,0,0,0,0,14,68,33,3,3,0,0,112,65,25,7,9,3,0,105,8776,9862,3997,3549,1418,605,28211
LGA23940,0,0,0,982,1203,322,285,165,78,3036,910,1115,302,244,142,78,2792,11,3,0,0,0,0,11,0,0,0,0,0,0,0,11,3,0,0,0,0,11,38,8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0,0,0,50,28,4,0,0,0,0,39,4,6,0,0,0,0,6,7,5,3,0,0,0,15,39,19,3,0,3,0,67,18,22,7,0,0,0,47,1015,1169,308,248,140,85,2964
LGA24130,0,0,0,2900,4954,2265,2681,1252,467,14522,2617,5144,2334,2931,1260,455,14735,385,187,63,31,9,0,676,7,3,5,0,0,0,12,393,188,66,31,9,0,694,99,26,15,7,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,99,33,15,4,0,0,154,21,7,4,0,0,0,30,0,3,0,0,0,0,7,19,10,5,7,4,0,48,41,23,12,7,4,0,79,28,23,5,9,0,3,67,3174,5412,2432,2980,1274,454,15728
