LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA17750,0,0,0,0,0,0,0,0,5,0,0,0,0,0,436,450,19,14,27,19,33,116,171,293,1174,1245,1042,631,622,220,901,6535,3,0,0,3,26,8,85,92,249,140,41,46,13,0,91,797,0,4,19,39,115,24,105,69,86,18,9,6,3,0,42,551,0,0,3,3,15,3,7,9,14,9,0,0,0,0,12,76,3,8,11,26,37,6,15,7,5,0,0,0,0,0,13,137,17,28,76,117,196,82,150,83,110,30,5,3,3,3,110,1021,4,0,0,0,0,0,6,0,0,0,0,0,0,0,47,49,27,39,116,192,394,124,370,266,471,197,58,57,13,3,317,2641,90,62,237,260,483,995,1037,1200,2677,2233,1775,998,955,333,1774,15122,8,0,0,0,4,9,7,3,171,219,399,253,208,122,31,1435,3,0,0,0,10,10,11,32,75,43,24,15,7,10,4,239,0,0,0,0,3,4,15,29
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,3,0,0,16,17,18,73,46,36,19,17,3,60,321,0,0,0,0,3,3,5,0,3,0,0,0,0,0,4,23,0,0,0,0,4,0,5,0,0,3,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,11,5,0,3,7,8,0,0,0,0,0,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,11,3,14,7,12,3,0,0,0,0,23,100,17,3,28,24,24,91,76,68,150,101,63,33,28,15,131,852,3,0,0,0,3,0,4,3,11,18,11,3,15,13,6,84,0,0,0,0,0,0,3,3,10,8,0,3,0,0,0,19,0,0,0,0,0,0,3,4
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,11,3,13,9,5,36,33,41,114,59,39,33,27,16,102,534,0,0,0,0,0,0,13,8,12,10,3,3,3,0,12,58,0,0,3,6,6,4,3,7,5,3,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,3,0,3,3,0,0,0,0,0,0,4,27,3,5,12,23,40,8,28,16,10,9,4,0,0,0,26,184,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,24,7,6,21,36,50,16,47,26,28,16,8,3,3,0,70,346,33,8,50,59,66,174,124,125,232,127,97,56,62,27,244,1474,9,0,0,0,3,0,5,5,22,22,31,21,14,15,7,153,0,0,0,0,0,0,6,3,13,3,3,0,0,0,0,39,3,0,0,0,0,0,3,8
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0,0,8,3,3,9,15,19,70,41,34,12,18,3,62,291,0,0,0,0,5,0,6,4,7,7,0,0,0,0,7,30,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,11,0,0,3,4,5,8,11,0,9,0,0,0,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,8,11,17,6,24,6,8,7,0,0,0,0,24,122,9,4,22,13,27,56,76,67,133,94,62,24,27,9,114,741,0,0,0,0,0,0,3,0,14,15,25,11,7,7,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,7
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,10,0,14,11,13,59,75,91,183,110,73,38,30,9,186,909,0,0,3,0,4,3,5,17,11,4,0,4,0,0,9,64,0,0,0,11,17,3,16,7,3,0,0,0,0,0,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,9,4,3,0,0,0,0,0,0,0,6,38,0,0,17,33,42,5,33,3,13,3,0,0,0,0,19,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,3,3,21,55,74,16,62,30,35,15,0,5,0,0,65,388,39,11,80,81,105,387,257,261,370,217,130,73,68,20,375,2467,0,0,3,0,4,0,6,16,53,29,39,26,20,12,5,217,0,0,0,0,0,3,5,7,15,7,8,0,3,0,0,48,0,0,0,0,8,0,6,4
LGA18050,0,0,0,0,0,0,0,3,3,6,7,4,0,0,361,380,43,10,23,15,29,49,75,139,416,520,538,1094,1231,1121,818,6126,8,4,0,0,12,3,25,42,115,104,34,120,23,8,75,575,3,8,10,17,42,10,49,46,70,32,14,38,11,4,58,404,0,0,0,4,8,0,8,3,10,8,4,7,0,0,10,64,0,3,4,9,10,3,5,8,5,3,0,3,0,0,9,75,38,13,24,38,49,32,58,65,111,47,27,19,13,6,74,612,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,20,47,23,38,66,121,49,146,168,320,191,75,186,51,23,235,1751,163,42,111,117,197,395,434,658,1338,1367,1444,1944,2420,2052,1672,14352,3,0,0,0,0,0,5,3,42,149,362,390,682,1015,53,2702,0,0,0,0,6,5,20,25,110,56,37,22,29,40,10,359,0,0,0,0,0,0,3,7
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,3,3,0,3,12,21,29,29,81,54,42,11,19,5,67,365,0,0,0,0,3,0,8,5,9,0,0,0,0,0,3,36,0,0,0,3,9,0,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,4,8,5,16,9,8,0,0,0,0,0,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,10,27,10,28,16,20,0,0,3,0,0,14,142,14,3,16,27,43,174,112,118,163,82,67,21,27,7,144,1029,0,0,0,0,0,0,0,3,22,14,21,12,13,11,0,103,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,19,0,0,3,0,0,0,7,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,67,0,0,4,10,4,23,37,64,133,116,78,36,47,18,137,707,0,0,0,0,0,0,14,9,27,7,6,3,0,0,4,74,0,0,0,5,11,3,8,0,5,0,0,0,0,0,8,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,9,3,5,4,16,22,8,16,9,10,0,3,0,0,0,16,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,3,9,29,41,14,39,19,46,7,9,3,0,0,38,255,28,3,38,49,60,199,152,177,318,199,137,67,72,31,256,1789,3,0,0,0,3,0,7,4,27,19,40,17,20,5,3,152,0,0,0,0,3,3,4,6,10,7,3,0,0,3,0,36,0,0,0,0,0,0,0,3
LGA18230,0,0,0,0,0,0,0,0,3,4,0,0,0,3,416,427,15,11,18,22,22,117,162,309,877,839,722,438,432,152,946,5078,0,5,0,0,26,12,100,98,193,117,32,34,3,0,88,697,0,3,15,39,99,27,116,62,55,14,10,3,3,3,45,488,0,3,4,0,6,0,7,9,13,5,0,0,0,0,13,60,0,3,14,29,43,6,22,11,3,3,0,0,0,0,25,149,12,17,69,116,197,62,146,80,101,22,8,7,0,3,121,963,0,0,0,0,0,0,0,0,4,0,0,0,0,0,40,50,18,27,99,188,373,102,385,257,361,161,51,39,5,8,327,2404,84,44,206,262,439,960,953,1112,2001,1544,1235,673,654,229,1756,12160,4,0,0,0,9,3,13,21,140,238,296,201,185,98,38,1262,0,0,0,0,0,3,14,9,62,29,15,6,6,13,3,161,0,3,0,0,3,0,9,29
LGA18250,0,0,0,0,0,0,0,3,8,0,0,0,0,0,543,563,50,30,52,23,50,89,156,239,692,728,643,1691,1713,1776,1151,9085,3,4,3,3,14,3,46,58,154,116,50,152,43,18,56,729,0,11,10,17,42,17,64,44,74,57,16,33,7,5,45,438,0,0,0,0,0,3,4,6,9,8,3,6,3,0,9,55,11,4,10,13,6,6,3,0,3,0,0,4,0,0,7,79,146,34,42,46,59,43,78,54,130,76,49,35,29,12,74,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,160,56,68,78,127,72,200,165,373,252,116,225,87,35,208,2221,352,100,239,155,237,512,606,831,1785,1597,1423,2561,2762,2643,1852,17662,3,0,0,0,4,0,3,0,46,100,260,291,497,713,28,1945,0,0,0,0,4,7,28,27,68,42,21,26,21,42,0,291,0,0,0,0,0,0,4,16
LGA18350,0,0,0,0,0,0,0,3,3,0,0,0,0,0,289,296,12,4,15,14,18,59,125,270,840,805,638,539,487,188,756,4778,0,3,0,5,23,3,54,58,122,77,30,39,3,0,63,485,0,4,14,23,76,17,93,64,90,25,7,0,3,0,56,474,3,3,0,0,9,0,8,3,4,7,3,0,0,0,20,59,0,3,12,10,25,8,7,4,0,0,0,0,0,0,3,82,14,16,54,60,117,41,112,63,99,31,10,7,7,0,66,684,6,0,0,0,0,0,4,0,4,0,0,0,0,0,28,38,18,34,84,97,240,72,280,196,318,138,45,47,11,0,244,1833,90,47,205,157,306,869,939,1175,2129,1567,1135,888,780,341,1522,12152,5,3,0,0,3,0,9,12,82,141,209,137,145,126,25,905,0,0,0,0,10,10,25,31,99,46,33,18,20,17,3,312,0,0,3,0,0,10,10,12
LGA18400,0,0,0,0,0,0,3,0,6,3,0,0,0,3,338,352,23,14,18,13,19,58,140,242,892,1037,903,750,851,328,955,6250,0,0,3,8,13,8,42,56,120,80,36,45,17,9,69,497,0,0,11,15,63,17,76,38,71,29,8,3,6,0,40,390,0,0,0,0,3,3,7,11,9,8,3,0,0,0,6,60,0,0,5,18,25,0,5,6,4,3,0,3,0,0,6,79,14,11,34,61,90,23,74,66,73,33,13,10,0,0,60,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,13,16,60,98,198,50,204,174,279,153,64,66,24,8,207,1616,87,34,149,140,257,659,682,804,1773,1678,1369,1070,1138,445,1489,11766,3,0,0,0,8,0,9,8,62,120,244,215,216,121,29,1020,0,4,0,0,4,5,11,18,43,15,14,7,10,8,0,140,0,0,0,0,3,0,8,13
LGA18450,4,0,0,0,0,7,4,9,22,17,4,4,0,0,1135,1204,85,37,98,79,135,440,628,1013,3338,3635,3281,2754,3028,1167,2994,22716,10,5,10,14,62,27,176,260,561,424,183,179,82,15,258,2266,3,31,37,97,331,94,341,256,322,118,43,35,16,3,186,1909,3,3,4,9,25,4,23,31,47,21,7,3,3,0,43,243,11,15,57,81,122,29,41,23,20,14,0,0,0,0,43,467,61,64,237,399,584,343,591,375,500,183,90,34,26,5,413,3900,0,0,3,0,4,3,6,0,7,0,0,0,0,0,121,154,93,111,355,610,1128,503,1176,950,1466,754,326,259,127,22,1062,8947,444,208,862,858,1513,4711,3568,3980,7157,6175,5312,4098,4353,1615,5597,50445,4,3,0,0,7,0,11,15,195,449,774,700,805,427,51,3437,0,4,7,0,18,22,55,68,205,92,85,36,31,21,10,655,0,0,4,0,3,3,16,49
LGA18500,0,0,0,0,0,0,0,0,0,0,3,0,0,3,321,339,30,5,11,15,15,19,43,81,239,293,331,927,1001,1239,818,5078,0,3,0,0,0,7,14,26,101,75,30,138,39,19,68,517,4,8,13,5,25,6,43,26,61,33,6,36,3,0,59,337,0,0,0,0,0,0,0,4,8,6,0,12,0,0,9,32,0,3,3,3,5,8,3,4,6,5,0,0,0,0,4,47,44,14,14,19,35,12,34,28,65,33,24,39,33,11,83,489,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,19,51,28,29,38,75,34,98,90,240,150,58,223,84,31,235,1446,144,42,89,68,115,155,282,387,903,879,956,1761,2233,2535,1620,12168,3,0,0,0,0,0,3,0,33,59,144,212,482,934,38,1905,0,3,0,0,3,3,12,13,56,30,43,30,23,113,6,331,0,0,3,0,0,0,0,4
LGA18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,128,0,3,4,3,12,19,29,66,259,266,295,257,320,183,275,1985,0,0,3,0,3,3,11,27,38,27,13,20,8,0,14,173,0,3,3,7,16,5,24,7,15,5,5,0,0,0,11,108,0,0,0,0,3,0,3,3,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,3,0,4,9,16,5,14,18,14,6,3,7,0,0,13,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,9,11,19,37,12,50,61,74,46,21,28,8,0,46,436,28,15,45,38,60,163,190,279,569,503,503,430,529,290,483,4134,4,0,0,0,3,0,3,4,34,26,88,58,111,108,9,460,0,0,0,0,0,0,4,4,28,10,9,4,7,13,0,88,0,0,0,0,0,0,6,6
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,4,3,0,3,3,13,31,17,10,9,0,0,27,125,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,6,29,9,0,10,8,10,17,16,37,50,30,18,11,8,7,55,267,4,0,0,0,0,0,3,3,8,3,9,5,3,5,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,79,4,3,6,3,11,51,61,94,278,189,152,84,47,25,200,1207,0,0,0,3,6,0,9,7,23,10,3,3,0,0,9,80,3,3,0,9,30,6,30,20,13,0,0,0,0,0,11,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,6,3,3,0,0,0,0,0,0,0,0,3,22,4,4,13,16,25,11,21,8,15,4,0,0,0,0,22,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,6,20,27,73,25,63,41,54,18,3,3,0,0,51,389,24,12,67,49,102,403,302,339,608,366,285,124,86,40,398,3202,3,4,0,0,7,0,5,4,35,56,64,32,24,13,4,254,0,0,0,0,4,5,10,10,31,19,6,4,0,0,3,97,0,0,0,0,0,0,11,8
LGA20260,0,0,0,0,0,0,0,3,0,0,0,0,0,0,58,65,6,4,9,13,11,33,62,84,248,179,149,63,46,17,165,1085,0,0,0,0,5,0,14,8,32,16,5,3,0,0,16,104,0,0,7,7,24,7,24,8,8,0,3,0,0,0,10,103,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,14,0,0,3,4,3,0,3,0,0,0,0,0,0,0,4,15,3,0,12,24,40,18,21,19,29,5,3,0,0,0,17,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,3,25,39,78,31,63,34,71,26,14,3,0,0,52,443,33,11,62,57,111,326,290,323,535,331,269,115,79,21,351,2915,0,0,0,0,6,3,8,10,37,40,44,41,39,14,8,247,0,0,5,0,3,0,9,6,18,5,4,0,0,0,0,62,0,0,0,0,0,0,7,16
LGA20570,0,0,0,0,0,0,3,0,5,0,3,0,0,0,443,463,20,11,34,34,47,216,384,647,2045,1755,1378,938,802,297,1210,9803,0,0,0,8,33,14,128,146,359,171,66,40,11,0,132,1120,0,8,28,65,211,55,241,156,156,40,12,5,0,0,136,1118,0,0,3,9,17,4,20,11,24,17,3,3,0,0,21,135,4,5,27,36,59,16,19,10,12,5,0,0,0,3,23,227,29,34,107,256,369,117,298,163,204,56,26,12,7,3,177,1849,0,0,0,3,0,0,3,0,9,0,0,0,0,0,59,77,32,51,173,379,702,209,699,493,757,297,103,56,22,3,550,4522,111,75,348,503,851,1971,2040,2183,4318,3191,2421,1383,1237,441,2510,23580,3,0,0,0,4,4,5,12,172,342,532,328,289,132,26,1867,0,0,4,0,12,12,41,56,150,55,55,16,9,20,8,436,0,0,0,0,5,11,21,50
LGA20660,0,0,3,0,0,5,0,4,10,9,3,5,0,8,704,753,63,16,60,55,63,204,343,528,1959,2238,2125,2167,2306,1210,1929,15264,4,3,6,8,27,12,95,133,369,311,173,139,65,8,209,1576,0,7,36,57,136,54,183,150,235,91,35,25,14,0,129,1157,0,0,0,5,8,9,17,11,19,18,9,8,3,0,21,137,6,3,25,27,29,8,4,11,14,3,0,3,0,0,19,153,56,33,91,147,218,125,243,213,332,143,50,29,30,7,192,1901,0,0,3,6,0,0,7,3,8,3,0,0,0,0,66,93,75,50,159,248,423,202,552,531,977,565,268,202,113,25,637,5023,279,92,436,402,564,1749,1817,2217,4528,4087,3774,3178,3424,1617,3433,31594,0,0,0,0,0,3,0,15,68,243,588,579,662,380,58,2598,0,8,0,0,10,4,30,44,157,82,73,33,12,21,4,485,3,3,3,0,3,8,11,27
LGA20740,0,0,0,0,0,0,0,0,3,0,0,0,0,0,147,155,17,9,21,16,20,74,133,211,612,473,299,275,152,54,391,2748,0,0,4,10,16,3,33,28,67,22,7,9,3,3,37,237,0,5,8,18,77,21,72,46,42,16,3,0,0,0,34,347,0,0,0,6,8,0,3,0,4,3,0,0,0,0,7,32,0,0,5,9,16,5,3,3,3,0,0,0,0,0,6,49,9,5,31,51,96,41,68,52,50,17,3,0,0,0,52,474,0,0,0,3,0,0,0,0,3,0,0,0,0,0,18,21,15,13,51,94,211,69,178,132,161,49,14,16,5,7,146,1162,68,27,151,160,282,890,723,913,1359,898,562,417,288,110,918,7758,3,0,0,0,0,0,9,14,71,89,91,74,52,25,13,447,0,0,0,0,3,13,34,18,95,35,20,10,9,4,7,254,0,0,0,0,7,4,14,21
LGA20830,0,0,0,0,0,0,0,0,4,0,0,0,0,0,243,253,20,6,18,16,32,108,187,309,975,911,643,443,398,152,762,4984,0,0,9,3,18,3,52,55,133,67,20,28,3,4,69,465,0,0,10,20,108,22,93,49,63,12,11,9,0,3,47,451,3,0,3,0,4,4,3,3,12,0,3,0,0,0,14,61,0,3,12,18,20,7,9,4,5,0,0,0,0,0,14,104,10,12,44,73,130,56,75,56,60,27,6,9,0,0,88,650,0,0,0,3,0,5,0,0,4,0,0,0,0,0,17,28,15,18,71,124,286,97,229,175,284,106,39,37,3,7,253,1755,92,37,203,190,379,1006,949,1080,2064,1550,1119,679,608,223,1441,11628,11,4,0,0,10,0,15,20,113,181,214,144,125,76,31,949,0,5,0,0,12,8,25,38,85,38,23,13,6,11,13,277,0,0,3,0,9,11,23,24
LGA20910,0,0,0,0,0,4,0,4,3,3,0,9,3,3,792,823,64,11,33,31,38,83,120,197,754,1026,1089,2518,2690,2006,1947,12609,3,7,5,4,18,7,42,69,221,175,74,178,66,12,170,1048,3,3,16,26,90,33,94,79,166,78,23,45,17,3,88,780,0,3,0,6,5,3,9,7,13,10,5,4,3,0,12,82,3,5,14,17,6,3,13,6,5,0,3,7,3,0,11,82,44,28,58,84,93,63,113,127,207,98,45,42,22,12,141,1169,0,0,0,0,0,0,3,0,3,0,0,0,0,0,25,36,55,44,96,134,210,107,267,287,615,366,157,280,112,22,453,3192,196,64,261,223,305,834,875,1193,2483,2235,2129,3652,3920,2809,3212,24390,4,0,0,0,6,0,3,7,59,120,282,269,456,654,30,1880,0,0,0,0,10,5,22,29,82,62,58,43,38,97,9,460,0,0,0,0,4,0,11,13
LGA21010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,78,82,8,0,10,9,12,45,59,97,296,258,161,74,71,29,200,1314,0,3,3,3,6,6,14,13,35,18,5,10,0,0,18,130,0,8,4,8,26,10,44,12,18,3,4,0,0,0,21,157,0,0,0,0,8,3,0,0,3,0,0,0,0,0,3,14,0,0,6,8,4,3,3,3,0,0,0,0,0,0,7,37,8,10,13,43,57,18,49,23,30,3,3,0,0,0,18,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,28,65,97,33,116,57,83,29,14,10,3,0,72,613,37,15,82,94,129,404,399,382,675,470,329,132,117,40,421,3738,0,3,0,0,3,4,13,12,35,65,66,49,34,13,12,290,0,0,0,0,3,0,4,9,31,18,6,3,4,0,3,92,0,0,0,0,0,0,3,17
