LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA32260,20,35,40,94,101,43,6,0,9,13,391,26,3,11,14,20,46,66,29,3,0,0,11,232,12,3,3,6,5,21,16,17,3,0,0,0,85,8,5,3,4,3,14,22,15,4,0,0,11,92,3,0,7,3,0,3,6,3,3,0,12,0,44,8,3,14,33,21,57,41,28,3,0,0,8,222,6,3,16,28,14,18,12,4,0,0,6,17,137,252,54,266,600,491,767,678,274,32,12,46,125,3603
LGA32270,35,55,66,111,92,50,9,0,0,29,604,193,38,35,53,44,81,95,57,12,0,5,36,652,99,11,8,7,26,30,44,24,9,0,0,19,278,203,17,20,19,27,41,50,45,8,5,7,32,458,170,7,3,5,8,7,24,34,12,3,4,19,297,79,17,15,30,28,42,63,44,18,5,3,24,364,12,0,8,7,5,9,3,0,0,3,0,15,74,1173,164,336,501,400,518,543,299,71,25,24,256,4316
LGA32310,3,14,18,27,28,16,0,0,3,5,133,14,3,4,5,6,11,16,12,0,0,0,3,86,5,0,3,0,4,11,8,6,0,0,0,3,41,16,0,3,4,7,6,6,10,0,0,0,6,59,3,0,0,0,3,0,3,5,0,0,0,4,25,17,3,4,11,10,7,16,15,0,0,0,8,104,4,0,3,19,8,7,0,0,0,0,0,11,56,215,40,104,250,170,218,148,80,4,3,3,73,1299
LGA32330,14,0,0,3,0,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,21,85,134,25,0,3,0,3,0,0,0,3,281
LGA32450,3,8,9,6,10,11,0,0,0,14,73,29,3,4,0,4,0,10,11,3,0,0,4,66,12,0,3,3,0,3,0,7,0,0,0,0,23,20,3,4,0,3,6,3,12,6,0,0,3,57,13,0,0,0,0,0,0,6,7,0,0,3,32,12,4,3,7,3,0,7,7,3,0,3,3,45,4,0,5,0,0,4,0,0,0,0,0,3,23,151,28,42,56,29,35,49,51,22,3,6,49,515
LGA32500,7,5,3,4,7,8,3,0,3,7,87,23,0,3,3,4,0,15,10,0,0,3,10,68,13,3,0,0,0,0,0,3,0,0,0,3,27,12,0,0,0,0,0,3,4,0,0,0,6,37,6,0,0,0,0,0,0,3,0,0,3,0,16,8,0,5,3,3,8,5,6,3,3,0,3,55,6,0,0,5,0,0,0,3,0,0,6,6,31,193,17,67,71,33,40,69,63,12,6,18,66,662
LGA32600,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,7,0,0,0,0,0,0,0,5,37
LGA32750,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,3,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,9,11,0,5,13,0,0,0,0,5,62
LGA32770,7,9,0,0,0,0,0,0,0,0,31,0,0,7,3,0,0,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,36,34,104,52,6,4,3,0,0,0,0,3,242
LGA32810,7,9,7,16,52,41,25,3,12,9,195,12,3,3,3,3,7,46,38,9,0,16,3,145,10,0,0,4,0,3,15,11,8,7,11,4,77,7,0,0,3,0,3,6,12,4,6,22,3,68,3,0,0,0,0,0,3,11,4,0,37,12,68,9,0,4,13,12,16,22,31,5,0,0,7,125,4,0,3,15,4,5,8,9,0,0,20,16,84,127,28,75,147,156,215,355,289,93,25,153,88,1731
LGA33100,0,4,0,0,0,0,0,0,0,9,17,7,0,0,3,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,31,3,13,11,0,3,3,0,0,0,6,18,92
LGA33200,5,4,4,0,0,0,0,0,0,3,20,8,3,4,0,3,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,3,69,10,34,36,19,3,3,0,0,0,0,16,195
LGA33220,9,33,28,165,379,211,24,8,8,17,927,20,0,7,14,24,48,233,170,17,5,8,10,555,6,0,3,0,11,11,82,72,9,0,3,14,208,12,0,6,8,4,21,55,58,15,0,5,0,184,4,0,3,5,4,7,26,36,9,3,17,3,129,17,3,18,34,34,144,238,123,17,4,6,31,663,21,6,40,53,28,59,48,21,5,3,6,89,374,452,117,582,1102,944,2611,3511,1390,178,41,90,399,11409
LGA33360,24,78,128,242,264,112,25,3,4,21,943,31,5,20,56,99,202,241,136,20,9,7,30,844,9,6,13,13,26,77,144,79,5,8,0,4,397,28,6,26,29,44,92,134,86,39,8,12,26,532,13,4,11,6,29,52,66,49,27,10,8,13,283,27,3,17,47,67,121,155,76,19,8,0,16,561,15,8,16,23,14,18,16,3,0,0,3,35,146,382,134,565,1049,1044,1673,1581,762,177,57,53,276,7752
LGA33430,44,64,69,160,1351,4796,2304,665,409,124,10146,110,3,23,42,38,96,705,3327,2118,664,464,85,7671,46,0,8,28,15,37,213,1391,1142,506,356,43,3791,58,3,25,8,20,37,168,835,1007,560,591,50,3357,22,0,5,6,13,17,44,262,395,295,604,34,1699,82,4,60,75,60,121,558,1915,1186,527,483,188,5258,50,32,100,67,29,93,227,248,136,74,65,286,1410,1719,405,1859,1932,1259,3289,12443,27450,13055,4597,3838,1762,73596
LGA33610,10,12,16,20,41,15,0,0,0,14,171,33,8,8,12,8,13,28,12,3,0,0,9,129,8,0,3,5,3,3,11,9,0,0,3,4,62,13,0,4,5,0,5,5,5,0,0,0,0,49,5,0,0,3,0,0,3,3,0,0,3,8,29,21,0,9,7,4,9,12,10,3,0,0,4,73,11,3,10,11,4,3,0,0,0,0,0,3,45,266,30,132,209,154,162,221,83,16,0,9,95,1375
LGA33620,11,31,21,90,166,48,4,0,3,14,397,12,0,16,3,9,44,87,37,3,0,3,9,221,16,0,0,3,6,16,52,10,0,0,0,3,103,5,4,0,3,3,4,25,13,5,0,0,5,69,5,0,0,0,0,8,10,3,0,0,0,0,36,7,3,13,17,21,72,97,25,4,3,0,15,283,11,3,15,19,13,33,19,4,4,0,3,39,159,299,81,296,561,573,1409,1404,267,38,20,15,180,5133
LGA33800,15,11,11,17,15,3,0,0,0,0,86,16,0,7,13,3,10,4,3,0,0,0,4,68,11,3,3,3,3,3,6,0,0,0,0,0,38,3,3,0,4,0,3,6,0,0,0,0,0,23,3,0,0,0,0,0,11,4,0,0,0,0,18,7,0,3,8,7,11,10,0,4,0,0,3,55,0,0,8,11,0,5,0,0,0,0,0,6,46,143,25,162,232,138,193,103,24,3,0,3,40,1074
LGA33830,7,0,0,0,0,0,0,0,0,3,16,6,0,5,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,64,28,68,39,0,0,0,0,0,0,0,9,208
LGA33960,17,47,54,470,1504,1319,98,19,16,45,3620,19,6,14,34,35,256,867,1046,123,23,8,29,2454,9,0,3,8,10,115,345,512,94,16,11,13,1142,13,0,9,6,8,53,194,364,76,26,10,12,773,4,0,5,3,6,20,63,121,41,27,6,8,298,26,10,30,47,51,291,615,543,99,21,8,63,1785,14,14,37,38,32,83,102,43,0,0,0,102,457,430,180,834,1011,932,4450,9471,6488,700,166,101,610,25379
LGA33980,38,63,47,50,42,27,3,0,0,34,525,402,36,51,41,38,58,71,36,10,0,0,45,785,183,26,19,22,17,28,28,23,5,4,3,15,385,374,51,36,16,10,37,28,28,6,3,0,34,631,344,43,33,15,12,10,28,34,9,6,0,24,550,142,18,27,21,13,33,28,19,0,3,4,17,322,19,0,0,3,0,3,4,0,0,0,0,14,44,1857,257,308,344,277,343,304,192,48,15,11,247,4206
LGA34420,0,0,0,0,0,0,0,0,0,0,32,12,4,3,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,151,34,32,10,3,0,0,0,0,0,0,8,239
LGA34530,9,9,10,37,120,123,29,0,0,12,364,3,4,3,3,8,24,69,136,33,3,4,0,286,8,0,0,0,0,5,16,78,19,4,0,0,140,7,0,0,3,4,6,12,57,19,0,7,0,111,7,0,0,0,0,4,9,17,18,3,3,0,63,13,0,5,12,7,17,75,100,36,7,4,8,289,3,0,10,7,7,7,13,8,5,0,3,21,84,203,56,170,218,177,399,905,825,200,25,34,105,3323
LGA34570,3,3,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,11,8,0,0,0,0,0,0,0,8,38,4,0,13,4,0,0,0,0,0,0,0,0,18,42,12,44,19,3,0,0,3,0,0,0,26,159
LGA34580,6,6,14,50,150,64,10,4,0,9,334,10,3,3,7,7,23,83,44,0,5,0,5,185,7,0,4,0,4,17,44,29,3,0,0,5,106,6,3,4,5,0,6,20,18,3,0,0,4,68,0,0,6,0,0,0,20,11,0,0,0,4,44,3,0,8,9,9,44,89,50,11,0,4,7,236,5,3,8,7,6,18,21,10,0,0,3,16,95,158,34,143,196,226,684,1159,431,55,20,27,99,3233
LGA34590,36,55,40,208,1282,2105,346,76,19,71,4310,42,7,19,28,19,93,663,1580,305,78,28,38,2895,19,5,5,10,18,33,227,698,199,44,19,11,1278,25,6,12,18,14,26,142,479,183,49,26,21,1000,9,0,6,11,3,10,63,164,69,39,20,6,404,44,5,60,90,38,125,628,870,226,59,39,107,2296,28,14,42,50,26,82,118,112,17,4,3,138,639,766,369,1340,1451,862,2907,9946,11390,1976,461,228,884,32581
LGA34710,3,5,18,7,17,8,0,0,0,9,80,18,10,5,4,4,9,10,3,0,0,0,3,65,9,0,0,0,3,3,3,7,0,0,3,4,27,12,3,0,0,0,3,3,10,0,0,0,5,31,3,0,0,0,0,0,0,3,0,0,0,3,12,3,0,0,4,9,9,5,0,0,0,0,7,44,0,0,0,3,0,8,0,0,0,0,0,4,17,130,29,56,67,65,79,68,33,3,3,11,46,598
LGA34770,21,64,98,244,575,373,42,12,4,32,1508,44,4,13,27,55,147,412,389,55,14,5,26,1186,20,0,17,16,21,51,191,217,31,15,3,6,587,30,10,11,19,19,40,117,233,72,22,11,18,591,23,0,3,5,9,9,61,95,37,12,11,0,268,38,6,26,47,60,157,328,328,72,12,8,44,1130,24,18,31,34,21,42,36,24,4,0,3,76,312,670,168,756,1267,1171,2174,3422,2439,399,88,57,432,13035
LGA34800,0,3,0,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,46,4,17,11,7,7,3,0,0,0,3,15,115
LGA34830,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,34,26,0,0,0,0,0,0,0,3,83
LGA34860,14,23,23,31,48,24,6,3,0,15,244,44,7,9,10,8,23,51,25,11,0,0,11,202,16,4,0,3,5,7,24,12,3,0,0,6,81,24,3,10,3,5,5,20,14,3,3,0,0,91,9,0,3,3,3,0,9,8,4,3,5,4,47,25,3,8,11,12,11,28,18,3,0,0,10,121,9,3,3,9,0,3,4,0,0,0,0,4,38,320,38,108,213,162,216,279,129,27,6,9,102,1611
LGA34880,9,21,11,35,50,37,4,4,0,8,210,17,0,3,3,3,15,23,39,6,0,0,8,116,8,3,0,3,3,7,14,11,4,0,0,3,69,9,0,0,3,4,5,11,14,4,0,0,0,47,3,0,3,0,3,3,3,8,0,0,0,3,30,13,5,9,22,10,21,28,19,6,0,0,3,141,21,7,13,19,10,9,3,6,3,0,0,11,100,310,51,221,311,182,295,414,227,37,14,12,77,2150
LGA35010,53,65,80,397,1691,3143,544,112,57,60,6276,38,7,23,26,33,246,946,2303,556,121,67,51,4413,24,0,12,15,5,90,285,1080,324,109,51,17,2025,30,0,14,13,11,56,181,697,330,124,85,25,1555,22,0,5,12,5,18,69,222,146,107,81,14,694,36,7,43,74,63,233,704,1220,293,97,58,118,2944,34,27,102,65,39,115,158,123,27,5,13,231,941,990,375,1901,1829,1521,4920,13534,16321,3115,850,525,1169,47044
LGA35250,3,3,0,0,0,0,0,0,0,4,27,7,0,3,0,0,0,0,0,0,0,0,3,19,7,0,3,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,12,9,3,6,4,0,3,0,0,0,0,0,0,26,4,0,7,3,0,0,0,0,0,0,0,4,14,74,24,86,33,3,4,8,0,0,0,3,20,256
LGA35300,16,27,30,51,62,80,38,6,5,16,380,63,4,8,25,28,54,81,108,53,20,3,15,477,38,0,10,5,6,15,35,68,43,11,0,9,238,73,10,7,8,8,17,37,90,58,15,9,19,343,43,3,3,7,7,4,21,42,38,10,7,14,196,29,3,25,18,17,12,28,29,26,8,8,22,222,10,3,3,16,5,7,3,4,0,0,0,12,54,396,62,203,281,218,286,415,506,289,78,37,143,2914
LGA35600,4,6,5,3,4,0,0,0,0,3,58,16,0,0,9,11,4,4,3,0,0,0,3,48,10,0,0,0,0,0,3,0,0,0,0,0,15,18,0,3,3,0,4,0,0,0,0,0,3,36,3,0,0,0,0,3,0,0,0,0,0,0,7,16,0,4,8,9,5,3,3,0,0,0,0,43,5,0,6,6,0,0,0,0,0,0,0,7,35,137,17,70,111,73,60,17,7,3,0,6,34,533
LGA35670,8,4,0,0,0,0,0,0,0,0,19,0,0,6,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,108,58,3,0,3,0,0,0,0,4,236
LGA35740,0,4,8,15,85,256,139,57,51,19,657,6,0,4,4,0,18,34,122,109,48,33,6,389,4,0,0,3,0,3,14,53,59,47,26,3,212,5,0,0,0,3,3,4,31,60,29,43,7,187,5,0,0,0,0,0,4,13,18,26,52,3,122,11,0,5,13,12,7,39,113,105,35,43,12,388,9,0,4,10,4,7,10,20,3,3,7,22,102,227,37,192,184,185,303,839,1550,922,360,377,154,5330
LGA35760,15,23,15,18,8,0,0,0,0,8,116,27,5,17,6,10,10,3,0,0,0,0,11,82,8,3,8,0,0,0,0,0,0,0,0,4,28,9,0,7,0,0,0,5,3,0,0,0,3,33,3,3,3,3,0,3,0,0,0,0,0,0,21,10,5,6,3,8,6,4,0,0,0,0,3,56,5,5,16,8,5,10,7,0,0,0,0,4,66,224,41,217,241,146,153,58,8,0,0,4,77,1169
LGA35780,19,13,4,0,0,0,0,0,0,3,71,14,10,15,22,0,0,0,0,0,0,0,0,65,8,3,9,4,0,0,0,0,0,0,0,0,30,13,0,3,7,0,0,0,0,0,0,0,3,29,6,0,3,3,0,0,0,0,0,0,0,0,16,11,5,17,11,0,0,0,0,0,0,0,3,38,0,0,3,0,0,0,0,0,0,0,0,0,3,114,72,268,134,17,0,4,3,0,0,9,28,658
LGA35790,29,20,0,0,0,0,0,0,0,0,64,8,0,22,17,0,0,0,0,0,0,0,4,51,3,0,3,9,0,0,0,0,0,0,0,0,18,3,0,5,6,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,9,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,5,77,66,186,107,7,4,3,0,0,0,0,14,461
LGA35800,8,0,0,0,0,0,0,0,0,0,15,13,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,5,0,3,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,8,15,66,31,66,33,6,0,0,0,0,0,0,23,230
LGA36070,7,0,0,0,0,0,0,0,0,3,20,3,0,9,0,0,0,0,0,0,0,0,4,13,3,0,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,77,35,67,16,0,0,0,0,0,0,0,16,217
LGA36150,4,0,0,0,0,0,0,0,0,0,11,3,0,5,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,43,15,8,0,4,0,0,0,0,5,115
LGA36250,11,13,12,32,157,769,526,69,35,33,1694,19,0,4,4,12,25,84,518,520,84,47,20,1343,11,0,5,7,3,9,36,192,297,64,29,4,659,12,0,8,9,0,17,18,122,271,103,71,16,652,12,0,0,0,0,0,3,52,103,78,88,3,336,14,0,16,21,10,43,79,278,260,65,46,32,882,6,3,40,12,15,20,24,27,22,3,3,77,261,380,148,682,688,431,833,1374,4190,2857,599,370,401,12968
LGA36300,3,4,3,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,4,55,7,20,21,3,3,3,0,0,0,0,8,115
LGA36370,23,33,70,204,492,202,17,3,9,25,1115,30,0,9,21,38,115,309,192,28,3,3,21,769,15,3,8,10,10,37,122,131,21,8,4,3,365,11,3,6,11,9,26,80,106,23,9,8,4,281,8,3,4,0,3,12,30,33,28,11,6,3,140,31,8,20,35,44,114,214,134,16,4,0,30,656,16,6,28,29,21,37,38,9,6,0,5,50,251,479,170,599,833,966,1923,2906,1281,175,50,51,333,9776
LGA36510,9,7,7,38,118,103,36,14,0,14,390,28,4,12,7,7,22,58,72,27,13,5,10,268,3,0,3,0,3,5,21,21,13,3,10,4,98,11,0,3,7,3,3,13,20,9,6,0,3,83,3,0,0,0,3,3,10,11,11,3,10,0,52,6,0,4,4,18,29,69,55,16,5,3,15,235,8,4,3,8,9,9,12,7,0,0,3,14,86,286,27,146,227,260,504,897,684,195,66,47,125,3466
LGA36580,8,9,10,42,108,40,9,0,0,4,256,7,0,5,3,3,17,71,22,6,3,0,3,136,0,0,0,0,0,3,31,11,0,0,0,0,55,0,0,4,4,3,4,26,7,0,0,0,3,52,3,4,0,3,0,4,11,8,0,0,4,0,37,6,4,7,3,10,36,45,19,0,0,0,10,138,3,0,7,4,10,3,10,3,0,3,0,6,38,168,15,67,185,206,451,834,203,33,13,11,75,2253
LGA36630,12,24,39,87,74,14,0,5,3,8,292,23,4,8,22,30,51,58,17,0,0,3,6,221,12,7,3,3,3,23,30,13,0,0,0,3,95,7,3,6,10,10,14,22,12,0,0,0,5,90,5,0,0,3,9,3,12,9,0,0,3,0,41,20,0,17,14,20,60,45,20,0,0,0,6,193,5,0,17,32,18,13,3,0,0,0,0,21,120,320,76,282,633,584,874,547,116,6,10,17,111,3575
LGA36660,9,24,29,116,109,18,0,0,3,4,348,17,6,7,9,17,49,59,17,0,0,4,10,178,4,0,0,3,0,13,18,7,0,3,3,4,67,4,0,0,0,3,3,23,10,0,0,0,4,62,0,0,0,0,3,4,7,6,0,0,0,0,24,13,3,8,21,24,77,69,9,7,0,0,8,235,9,0,20,24,12,26,19,3,0,0,0,21,137,288,48,304,593,506,1107,693,150,12,7,20,122,3844
LGA36720,20,37,47,104,675,1797,988,223,97,40,4121,70,0,11,34,29,63,357,1195,875,223,119,54,3026,27,0,11,10,9,21,117,510,509,141,70,11,1441,31,0,13,11,5,27,65,321,417,211,128,17,1240,12,4,3,4,3,6,20,85,206,125,145,12,629,50,9,31,49,22,66,319,814,620,203,121,70,2376,18,22,57,36,30,59,112,128,51,11,8,146,689,983,331,1252,1165,894,2029,6430,10599,5663,1558,926,844,32671
LGA36820,8,10,21,42,80,29,5,0,3,4,224,13,0,3,8,7,31,45,30,5,0,0,9,152,11,0,4,0,0,3,18,13,0,0,0,0,50,14,0,0,3,5,3,16,16,5,0,0,0,59,3,0,0,6,0,0,4,9,0,0,0,3,27,11,3,13,23,22,31,54,24,3,0,0,13,197,16,0,3,21,11,16,7,0,0,3,0,25,115,236,42,199,338,318,520,610,217,23,5,21,127,2656
LGA36910,41,77,105,361,920,564,73,8,10,41,2303,56,0,29,47,50,190,616,475,77,7,7,30,1579,29,3,10,16,19,69,202,228,44,6,0,15,646,22,0,11,11,7,41,152,217,69,11,3,18,578,21,0,3,3,8,8,48,80,43,8,8,6,244,49,0,35,58,53,152,372,269,67,11,4,43,1125,24,13,33,53,52,59,56,17,0,0,5,66,370,767,223,983,1491,1565,3519,5812,3037,484,90,67,521,18555
LGA36950,0,8,3,9,18,3,5,0,0,16,96,38,0,7,3,6,12,8,3,3,3,3,13,90,30,0,0,0,0,4,3,3,0,0,0,7,60,30,0,3,0,0,3,4,5,0,0,0,9,65,16,3,5,4,0,0,5,7,0,0,5,9,52,24,0,16,12,3,12,25,11,3,0,4,5,105,0,0,0,0,4,4,3,0,0,0,0,8,22,210,19,68,51,32,74,96,37,19,4,17,75,697
LGA36960,30,33,0,0,0,0,0,0,0,4,97,19,5,19,19,0,0,0,0,0,0,0,3,69,6,0,9,9,0,0,0,0,0,0,0,3,27,7,0,3,4,0,0,0,0,0,0,0,6,18,4,0,3,0,0,0,0,0,0,0,0,3,8,20,8,19,32,0,3,3,0,0,0,0,9,81,7,0,10,6,0,0,0,0,0,0,0,5,32,227,97,295,243,5,5,3,0,0,0,3,64,942
LGA37010,36,67,95,620,1256,1006,130,29,20,50,3353,27,0,29,42,39,326,754,957,152,36,25,34,2415,11,3,7,16,21,167,301,505,104,34,11,18,1198,22,0,10,20,21,64,184,358,150,43,11,16,903,5,0,3,6,8,19,71,125,94,41,29,11,414,32,6,61,70,83,346,616,653,166,47,26,71,2172,26,21,46,50,39,60,83,41,9,13,7,122,525,643,282,1205,1562,1664,4743,7659,5776,1017,297,239,663,25747
LGA37300,0,0,0,5,13,8,20,16,28,6,115,24,0,7,3,0,4,10,11,14,13,37,9,134,24,0,0,3,0,0,6,3,11,19,21,7,89,43,0,0,4,0,3,0,3,14,17,40,9,131,28,0,3,0,0,0,4,0,3,10,19,4,82,20,0,0,0,0,0,3,0,7,7,8,6,55,3,0,0,0,0,0,0,0,0,0,0,3,8,191,5,13,14,10,20,39,31,74,91,169,59,726
LGA37310,20,48,72,120,107,17,0,0,0,19,487,64,15,17,47,43,84,120,16,3,0,3,24,430,35,9,16,11,10,21,34,15,0,0,0,12,159,25,4,16,14,15,29,40,22,4,0,0,9,190,16,0,3,8,4,17,16,16,3,0,0,8,93,40,3,13,44,44,65,64,25,0,0,0,13,318,13,0,13,13,10,8,6,3,0,0,0,25,108,571,77,381,698,624,848,650,175,20,7,16,200,4258
