LGA_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
LGA47140,0,10,224,42,15,23,75,110,306,235,124,24,12,7,34,1004,23,8,13,35,61,147,99,50,17,10,3,14,476,59,58,68,103,105,242,148,82,17,18,3,40,943,126,91,106,224,307,769,536,271,60,41,13,96,2654,663,431,461,896,1298,4150,4257,2814,738,505,222,506,16944
LGA47290,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,3,10,4,0,5,0,0,3,0,0,0,0,0,4,17,22,10,19,25,27,18,10,7,0,0,3,10,150
LGA47490,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,0,0,0,0,0,0,14,13,7,16,13,12,35,31,10,8,3,7,13,162
LGA47630,0,0,3,0,4,6,3,0,7,0,0,0,0,0,0,23,0,0,0,4,3,0,3,0,0,0,0,0,5,0,0,3,0,3,4,3,0,0,0,0,0,14,0,4,7,7,10,13,8,0,0,0,0,0,51,72,23,37,64,94,150,80,49,15,23,19,20,637
LGA47700,0,4,158,23,17,7,30,42,139,159,104,24,10,5,21,586,20,13,12,23,47,76,92,50,7,5,5,6,370,29,26,21,51,58,138,111,59,13,4,4,26,548,69,57,47,120,160,409,392,247,49,28,16,65,1665,546,410,354,644,851,2385,3166,3140,959,559,225,406,13644
LGA47800,0,0,15,0,3,5,10,3,11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,11,3,5,3,15,12,14,7,3,0,0,0,7,67,43,30,31,57,62,89,45,31,13,8,14,35,451
LGA47910,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,0,14,18,7,4,17,22,50,35,28,8,0,3,7,206
LGA47980,3,0,33,8,8,7,7,6,27,24,21,15,9,14,4,147,9,3,0,4,9,11,11,19,10,5,9,3,96,7,3,3,8,5,19,3,19,5,8,9,5,101,29,14,10,22,21,65,40,65,28,27,41,14,372,211,89,56,118,135,398,401,647,428,536,490,135,3651
LGA48050,0,0,13,0,0,0,4,8,16,13,0,3,3,0,6,51,0,3,3,3,3,13,3,4,0,0,0,3,28,0,0,0,5,0,16,0,0,0,0,0,4,32,4,0,9,10,13,49,21,5,5,3,0,7,127,94,59,55,70,98,283,238,157,68,35,29,39,1230
LGA48130,0,0,9,0,0,0,6,5,11,3,0,0,0,0,3,40,0,3,3,0,5,3,0,3,0,0,0,0,19,4,4,3,5,6,9,0,0,0,0,0,0,31,9,5,7,15,21,21,4,5,0,0,0,7,92,51,48,44,99,98,159,88,54,21,8,3,25,689
LGA48260,0,0,8,3,0,0,0,0,3,0,4,0,0,0,3,22,0,0,0,0,0,0,0,3,0,3,5,0,20,0,0,0,0,0,0,0,0,0,0,7,0,7,8,0,0,3,0,8,0,10,3,6,14,8,56,47,11,16,15,24,63,61,115,65,79,122,40,660
LGA48340,0,0,15,3,4,3,15,7,6,0,0,0,0,0,7,51,0,0,3,0,10,4,0,3,0,0,0,0,29,6,7,6,8,3,8,0,3,0,0,0,4,50,14,15,14,32,25,20,5,9,0,3,0,10,147,85,72,81,160,178,283,154,85,32,24,18,57,1227
LGA48410,0,3,36,12,0,8,17,16,42,41,42,13,11,4,6,215,6,5,3,9,14,18,27,31,9,4,0,4,129,18,6,7,22,20,35,34,26,6,3,6,9,195,41,20,23,46,52,99,112,105,26,23,9,27,581,267,128,98,203,255,751,818,1242,630,435,221,176,5234
LGA48540,0,0,38,3,6,7,18,31,41,21,11,3,3,0,3,151,0,3,4,10,11,14,4,0,0,0,0,0,50,3,9,4,15,14,15,6,3,0,0,0,5,83,12,18,19,43,61,87,41,15,8,4,0,13,314,78,91,92,198,239,556,413,360,105,69,26,95,2322
LGA48640,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,5,14,5,6,12,10,16,12,3,0,3,0,3,90
LGA48750,0,0,3,0,0,0,0,3,9,3,3,0,0,0,0,22,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,3,3,3,3,0,0,0,0,0,0,13,3,0,4,4,9,19,5,3,4,0,0,0,47,34,23,23,35,57,120,107,79,28,18,6,18,545
LGA48830,0,0,14,0,0,0,8,12,5,0,0,0,0,0,0,30,0,3,0,4,4,3,3,3,0,0,0,0,21,4,0,0,3,3,6,3,0,0,0,0,0,19,3,4,3,17,21,23,9,6,0,0,0,0,78,72,52,48,101,99,189,120,67,14,14,8,29,809
LGA49399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,20,12,3,5,11,9,7,7,0,3,0,4,80
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,0,0,45,7,3,0,10,12,43,28,24,7,5,0,12,158,6,0,3,3,0,11,17,3,0,0,0,6,47,6,7,4,7,7,21,15,22,5,3,0,8,115,25,19,6,26,29,86,61,68,21,13,0,21,365,168,101,65,142,171,632,676,864,318,205,103,152,3605
LGA50210,6,3,99,28,13,10,18,26,107,183,132,60,32,19,23,658,10,0,11,9,31,48,50,54,11,13,3,8,254,26,16,20,24,32,100,102,99,22,20,9,25,497,64,35,42,60,98,283,353,309,105,77,34,56,1508,353,184,170,308,457,1400,2108,3454,1892,1165,496,377,12356
LGA50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,5,0,0,9,0,34
LGA50280,0,0,25,3,0,6,8,10,18,21,20,12,3,4,3,95,0,0,0,3,5,6,0,0,0,0,0,0,20,3,7,3,3,0,10,6,8,0,0,3,3,45,7,6,6,9,21,37,31,31,10,6,8,13,181,68,30,35,48,74,194,253,367,170,166,72,73,1553
LGA50350,0,3,20,6,0,3,3,5,24,20,19,6,5,3,0,96,0,3,0,0,3,0,14,5,3,3,3,0,40,8,3,3,4,5,8,14,16,3,9,0,6,77,12,6,13,11,18,38,49,40,13,16,8,9,232,83,41,36,59,79,220,266,470,258,197,97,64,1859
LGA50420,3,5,63,15,16,3,8,10,45,50,55,30,23,13,12,277,3,6,8,9,7,26,30,32,22,12,6,3,164,19,15,8,22,15,34,38,53,24,14,12,11,263,41,31,20,42,45,108,125,150,85,52,36,27,772,338,128,121,196,227,739,880,1564,1116,934,465,232,6935
LGA50490,0,0,28,5,3,0,9,8,20,27,34,17,9,8,7,143,0,3,0,3,9,11,11,16,3,7,3,3,64,9,8,0,3,10,24,22,21,12,4,0,7,124,21,13,4,13,23,55,63,80,32,14,11,13,358,162,48,40,84,130,346,467,859,543,398,187,95,3359
LGA50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,7,6,18,37,25,20,7,6,8,8,158
LGA50630,0,0,0,0,0,0,0,4,3,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,6,0,0,4,0,0,22,3,4,5,10,11,24,40,52,13,9,11,7,190
LGA50770,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,13,13,10,4,6,14,26,24,17,8,6,11,10,150
LGA50840,0,0,3,0,0,0,0,3,5,3,4,0,0,0,0,23,0,0,0,3,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,11,0,3,3,3,5,9,6,8,3,0,3,0,53,31,18,10,34,26,78,99,97,40,30,19,24,498
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,3,0,19,8,6,3,0,0,3,56
LGA50980,4,0,16,0,0,0,0,4,7,3,14,3,12,5,0,50,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,3,8,10,6,5,0,0,31,4,0,0,0,7,16,9,32,8,13,7,3,109,32,3,11,21,14,75,81,156,186,237,137,58,1018
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,15,3,4,10,3,9,6,10,0,0,3,4,65
LGA51120,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,10,6,4,5,5,5,3,3,0,0,0,3,49
LGA51190,3,0,32,7,3,8,14,18,36,47,35,3,3,0,0,175,3,0,0,0,3,19,14,12,3,3,0,0,63,13,10,4,12,12,31,31,22,3,4,0,3,150,19,13,14,29,43,94,97,73,13,17,0,7,420,143,77,66,118,168,519,669,719,264,190,99,85,3102
LGA51260,4,0,53,10,0,3,6,5,27,40,37,15,3,0,3,157,3,0,3,4,11,14,14,20,9,3,0,0,78,7,0,3,6,9,17,18,13,5,4,4,3,102,17,4,7,26,33,67,85,75,31,16,8,10,382,194,61,69,129,162,497,653,1072,510,370,171,162,4055
LGA51310,10,0,27,7,0,0,0,3,7,9,9,12,15,18,0,81,9,0,3,4,4,3,7,6,3,5,6,0,54,3,0,3,5,7,9,0,4,10,6,11,3,61,19,5,9,9,11,18,22,26,21,34,43,10,224,189,55,41,54,80,196,149,349,245,494,957,131,2928
LGA51330,0,6,98,20,18,5,10,19,30,69,73,40,39,10,11,346,8,3,7,8,20,38,34,53,37,22,4,6,239,29,17,10,13,30,50,47,71,10,6,4,13,311,66,36,33,38,68,138,159,225,98,74,21,36,998,530,175,192,255,321,966,1220,2286,1308,1166,658,316,9381
LGA51400,0,0,30,3,3,0,3,3,32,31,29,7,8,8,3,134,0,0,0,3,3,16,9,7,4,0,3,0,49,3,0,0,3,10,10,23,21,3,3,0,6,72,7,4,5,4,17,61,72,64,15,15,11,10,288,62,34,29,56,77,310,434,737,335,214,100,81,2468
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,6,9,3,3,0,0,0,0,40
LGA51540,0,0,5,0,0,0,0,0,7,4,0,0,0,3,6,17,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,3,15,7,0,0,3,3,8,41,17,7,8,12,18,65,55,50,20,39,26,24,338
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,14,6,3,6,5,4,19,22,34,30,25,15,10,178
LGA51680,0,0,3,0,0,0,0,5,0,3,7,7,7,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,0,0,20,0,0,0,4,7,5,10,14,9,12,4,4,58,26,9,8,30,38,61,102,206,145,173,69,48,922
LGA51750,4,0,8,3,0,0,0,0,7,4,6,0,4,6,0,26,4,0,0,0,3,4,0,4,8,0,0,0,24,6,0,0,0,0,6,4,3,7,0,3,0,31,13,0,0,0,0,8,9,15,8,7,17,3,85,64,7,10,12,19,47,53,112,66,101,287,29,808
LGA51820,6,8,142,15,9,6,21,31,67,106,144,76,56,19,22,578,18,3,10,17,26,43,36,65,26,16,7,9,271,36,16,21,18,41,83,80,91,32,28,11,34,508,75,36,38,62,107,221,242,329,143,122,47,75,1502,489,221,185,340,506,1406,1836,3654,2470,1967,896,496,14464
LGA51890,0,0,16,0,3,0,3,3,20,9,6,0,0,0,4,39,0,3,0,0,3,8,4,3,0,0,0,0,17,0,3,0,9,4,4,0,0,0,3,0,3,32,7,12,4,14,9,31,13,12,0,5,0,4,114,31,33,22,58,60,184,198,202,57,64,24,34,965
LGA51960,0,0,0,0,3,4,0,8,11,4,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,3,0,0,0,0,0,15,0,3,4,4,8,15,6,0,0,0,0,3,46,5,9,25,35,45,121,61,27,7,7,0,22,359
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,3,4,3,3,4,6,3,3,3,48
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,3,6,10,5,9,3,0,0,4,65
LGA52170,0,0,5,3,0,0,0,0,0,0,5,0,0,5,0,23,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,5,0,0,3,0,16,12,0,0,0,0,3,3,15,3,4,15,3,55,56,18,5,3,9,25,33,64,25,74,296,33,629
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,5,3,12,8,4,0,3,0,3,53
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,6,15,13,8,6,6,0,6,83
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,10,3,3,14,18,19,12,8,4,3,3,3,104
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,8,4,12,16,12,8,3,3,3,0,84
LGA52590,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,3,0,0,17,0,3,0,0,0,3,3,5,4,3,0,3,22,33,8,3,10,18,34,38,49,21,24,21,13,264
LGA52660,0,0,26,4,0,0,0,4,13,19,32,6,3,0,3,87,0,0,0,0,3,9,3,8,0,0,0,3,29,3,3,0,4,7,13,8,12,3,0,3,4,58,6,7,0,6,15,36,38,52,12,5,8,8,203,55,36,22,40,83,255,350,605,227,114,58,80,1912
LGA52730,0,0,10,0,0,0,0,4,7,8,5,0,0,0,0,22,0,0,0,4,0,3,0,0,0,0,3,0,8,7,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,4,8,9,10,11,0,0,3,3,52,35,14,9,21,20,75,84,95,41,36,28,22,487
LGA52800,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,13,3,4,3,3,5,11,28,21,12,11,8,3,117
LGA52870,0,0,3,0,0,0,4,0,6,7,6,0,0,0,4,30,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,3,3,0,4,0,0,0,0,21,0,0,3,4,7,15,8,9,3,0,0,6,63,25,11,23,38,40,121,125,149,66,48,15,31,702
LGA52940,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,4,0,6,7,3,3,4,6,3,0,0,0,43
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,0,8,3,0,0,0,0,0,38
LGA53080,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,11,4,0,3,8,3,4,0,0,0,0,0,4,32
LGA53150,0,0,8,0,0,0,0,0,0,6,7,6,0,6,0,31,0,0,0,0,7,0,3,0,3,0,3,0,22,3,0,0,0,5,0,0,7,0,0,0,0,19,4,0,3,0,13,3,11,12,11,3,9,3,76,56,12,12,9,27,61,57,123,74,142,249,27,842
LGA53220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,9,9,15,0,0,3,0,0,8,0,8,0,3,53
LGA53290,0,0,11,0,0,3,6,3,12,12,13,0,0,0,0,61,0,0,0,0,4,0,3,4,0,0,0,0,19,3,3,0,5,3,6,7,4,3,3,0,0,26,3,7,3,15,10,23,23,27,3,3,0,6,119,69,22,29,32,71,210,201,286,129,103,40,66,1260
LGA53360,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,10,0,0,3,0,21,6,6,4,3,4,27,24,54,39,39,12,9,230
LGA53430,3,0,38,5,3,3,4,8,16,20,28,16,9,0,0,111,3,3,0,3,0,15,18,11,8,11,8,3,84,3,3,3,8,3,18,12,17,5,7,3,7,84,15,10,7,16,13,49,55,66,35,32,15,5,318,123,46,40,73,88,287,329,544,405,472,378,85,2867
LGA53570,0,0,8,3,0,4,0,3,9,3,5,5,0,0,4,35,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,3,14,3,0,4,7,3,14,6,5,10,4,0,3,56,40,15,8,18,30,75,67,99,79,77,24,30,561
LGA53640,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,3,3,0,0,0,0,0,0,13,17,3,6,11,12,12,9,4,0,0,0,5,84
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,3,9,19,13,14,0,3,0,3,83
LGA53780,5,8,167,33,13,17,35,33,116,177,169,65,40,21,21,726,9,14,13,13,23,67,77,64,25,19,5,23,340,42,31,18,45,51,127,120,114,37,21,10,33,659,95,56,49,97,120,336,407,384,147,80,32,82,1886,623,278,264,432,621,1915,2885,4283,2264,1288,588,572,16017
LGA53800,0,0,53,11,7,8,14,12,44,49,41,11,8,0,4,214,8,3,3,3,0,20,12,12,3,4,0,3,71,13,6,6,12,14,21,21,25,7,6,0,8,142,22,18,15,31,34,94,99,88,28,17,5,24,484,134,89,81,147,217,604,736,925,491,324,145,145,4042
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
LGA53990,0,0,35,4,3,0,3,11,21,38,38,16,10,0,6,148,0,0,0,0,3,12,7,3,0,3,0,0,42,4,3,3,7,5,18,14,13,6,4,0,4,90,12,11,3,15,26,56,77,60,25,20,0,8,315,115,55,46,88,142,405,668,983,405,293,118,133,3467
LGA54060,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,3,0,0,0,3,22,21,3,6,16,21,43,46,88,31,31,19,17,346
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,19,0,4,6,3,17,11,7,0,0,3,3,71
LGA54170,9,10,211,29,15,13,25,32,96,99,166,91,72,36,29,697,17,17,11,15,24,94,97,101,37,37,26,24,487,53,23,22,45,51,116,107,101,51,44,24,32,681,110,54,58,99,121,345,331,411,200,172,90,88,2081,995,438,354,624,768,2284,2538,4599,3506,3453,1884,804,22252
LGA54200,3,7,89,12,0,5,9,16,48,77,86,34,21,15,8,337,7,4,12,6,14,31,34,43,15,12,10,8,188,20,6,15,16,24,68,47,57,22,21,7,19,319,38,15,31,35,60,161,173,205,78,64,39,39,936,307,107,110,211,266,925,1083,2071,1312,915,441,300,8068
LGA54280,0,3,22,0,3,3,5,9,34,21,29,15,12,4,10,136,0,0,0,3,0,5,13,9,0,4,0,0,41,3,3,3,4,11,27,7,18,3,3,0,8,95,9,9,11,12,23,69,47,62,20,19,7,21,294,58,26,35,75,128,534,608,986,426,301,125,133,3428
LGA54310,0,0,3,0,0,0,3,3,4,7,4,7,3,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,3,0,19,3,0,0,3,4,6,9,13,3,12,6,0,52,19,3,6,7,15,45,67,143,99,162,169,29,766
LGA54340,0,0,3,0,3,4,0,0,11,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,12,0,3,6,3,3,16,5,0,0,0,0,4,42,27,8,16,25,46,109,50,31,15,6,7,14,349
LGA54410,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,15,10,3,9,17,14,17,6,8,0,3,3,10,95
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,3,0,3,0,0,0,3,22
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,11,22,6,0,6,15,35,14,11,5,3,10,8,136
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,13,4,3,5,3,6,8,4,0,0,0,0,53
LGA54690,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,4,4,3,4,4,0,3,0,0,0,0,3,30
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,3,5,3,3,0,0,0,7,41
LGA54830,5,0,63,11,5,4,17,21,56,66,74,20,14,7,13,310,7,5,0,4,6,27,25,29,7,3,0,3,118,7,9,7,15,26,46,36,40,19,0,4,10,222,27,17,10,38,49,144,144,158,51,18,17,25,712,136,70,73,147,200,700,1183,1820,788,367,180,161,5833
