LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA11650,241,120,111,99,88,100,55,33,7,859,121,99,81,143,179,172,219,168,48,1237,20,14,23,12,24,12,13,4,0,113,409,199,183,223,184,142,127,49,23,1536,643,506,377,396,428,404,169,67,28,3018,759,500,542,1167,1613,1831,1657,1318,530,9913,136,107,80,96,155,160,144,100,45,1021,317,175,174,193,226,199,133,74,27,1515,1796,1469,976,1348,1847,1899,1783,1357,620,13089,1847,1061,871,913,1008,734,394,192,74,7088,81,39,44,63,52,70,39,26,13,420,38836,25060,20268,28077,31489,29451,24306,16916,7081,221491,152,70,172,114,114,51,34,17,3,722,245,127,206,152,112,81,39,10,3,976,39,37,33,37,56,56,53,29,23,363,3,8,7,8,6,6,0,0,0,36,21,16,45,12,3,4,0,4,0,102,121,117,143,188,180,111,43,8,10,926,142,145,188,205,194,122,44,14,10,1072,15799,9340,8317,8135,7093,5455,2933,1672,642,59389
LGA11700,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,17,6,3,3,5,6,24,21,3,3,70,3,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,16,8,13,20,18,25,17,3,0,124,5,0,0,3,8,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,292,158,160,183,205,227,151,51,11,1418,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,11,3,3,0,6,3,0,0,0,0,14,82,52,54,48,36,44,15,13,0,340
LGA11720,54,24,20,20,25,11,8,6,4,167,9,20,13,22,26,26,22,12,8,154,3,0,6,0,0,0,0,0,0,13,28,21,14,21,29,28,17,17,3,184,72,42,23,52,48,43,22,9,4,318,219,117,173,316,372,400,291,189,69,2150,64,47,32,34,49,40,40,19,5,329,46,9,26,26,36,25,24,18,6,222,506,391,337,450,584,643,436,289,125,3753,218,108,92,114,112,99,62,14,8,817,10,4,3,3,4,4,0,5,0,35,6776,4239,4092,4832,5076,5116,3237,1939,754,36048,11,10,14,10,9,4,3,0,0,59,15,12,13,11,8,10,3,0,0,71,0,0,0,3,3,3,4,4,0,21,0,3,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,3,20,23,23,33,26,8,10,0,0,144,20,23,24,37,30,8,10,0,0,151,3013,1549,1382,1142,967,841,375,149,48,9465
LGA11730,12,3,8,10,11,14,13,6,3,70,18,9,10,18,31,38,26,20,5,173,6,0,3,4,0,0,0,0,0,11,7,0,5,5,8,9,3,3,0,36,53,49,19,35,58,53,35,23,4,330,358,287,149,301,578,620,523,339,160,3315,43,27,22,23,36,53,40,31,4,278,21,10,6,10,19,29,19,18,5,142,247,165,121,203,338,454,449,251,106,2339,224,121,78,106,144,162,87,30,8,953,4,0,0,0,7,6,3,0,0,24,5318,3412,2273,3840,5342,5958,4861,3014,1052,35071,3,3,16,3,0,5,3,0,0,37,13,6,5,7,8,3,4,0,0,45,3,0,3,3,6,3,0,0,0,24,0,0,4,0,0,5,0,0,0,14,3,0,8,3,0,3,3,0,0,24,16,11,24,42,37,25,9,0,0,160,25,11,32,45,34,35,10,5,0,200,2821,1287,1096,1153,1201,1134,558,242,83,9569
LGA11750,0,0,3,0,0,0,0,0,0,6,9,6,3,7,8,0,0,3,0,31,0,0,3,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,12,3,0,3,3,6,3,0,0,0,21,3,8,7,10,33,37,13,6,0,121,0,0,3,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,11,66,33,40,44,58,47,44,12,6,352,16,6,7,5,6,5,0,0,0,49,0,0,4,0,3,3,0,0,0,9,702,414,451,451,570,428,284,158,52,3505,0,0,4,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,0,3,0,3,3,0,0,0,9,204,117,122,86,69,36,7,3,3,654
LGA11800,19,10,14,18,19,13,11,10,3,127,37,29,22,45,61,60,66,40,13,368,6,0,0,3,3,0,0,0,0,13,15,15,9,18,27,21,20,7,8,133,337,175,158,159,187,181,63,34,9,1304,244,180,154,331,489,590,491,323,149,2951,29,21,16,29,52,35,37,21,12,241,34,19,19,23,35,40,22,25,9,224,366,264,195,308,484,540,435,275,133,3003,466,293,171,236,260,231,127,47,29,1853,10,12,8,6,7,13,10,9,4,85,7335,4565,3511,5243,6831,6923,5080,3220,1315,44020,41,13,46,27,17,9,3,4,0,153,58,23,29,36,25,14,3,3,0,197,0,5,4,6,4,8,3,5,0,37,11,3,9,3,3,0,0,0,0,35,194,152,212,125,113,84,23,37,4,941,55,29,38,52,55,40,16,8,0,297,256,190,255,187,167,121,44,43,10,1271,4062,2540,2020,2083,2022,1831,896,389,134,15978
LGA12000,3,0,0,3,0,0,0,0,0,9,7,3,3,4,8,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,4,0,0,0,0,25,18,5,14,24,25,29,31,18,9,170,4,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,4,66,37,22,54,70,63,62,46,21,439,24,3,11,7,7,12,11,5,0,76,0,0,0,0,0,0,0,0,0,0,675,336,249,378,467,423,390,243,91,3249,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,14,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,10,9,0,0,5,3,0,0,0,0,19,163,58,46,77,62,49,23,8,3,483
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,14,16,19,42,44,31,25,14,229,0,0,0,0,0,3,0,0,0,9,0,3,0,0,4,0,0,0,0,5,22,8,20,21,22,29,13,18,3,161,3,9,0,3,0,11,3,3,0,26,0,0,0,0,0,0,0,0,0,0,658,361,324,403,478,472,333,231,68,3346,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,119,64,42,33,43,23,8,8,0,338
LGA12350,10,0,7,5,0,3,4,0,0,29,3,7,3,5,10,13,9,3,4,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,11,26,16,7,4,16,16,8,0,0,94,57,37,37,75,93,131,109,91,38,667,13,3,3,8,9,10,6,11,0,52,0,0,0,0,0,3,7,0,0,10,79,43,40,60,73,115,87,48,27,577,39,38,11,23,30,25,17,8,4,200,0,0,0,0,0,0,6,0,0,3,1695,986,742,1092,1280,1511,1219,769,300,9589,7,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,3,0,0,27,6,3,3,3,11,0,3,0,0,32,356,212,156,176,175,168,95,33,8,1381
LGA12380,120,70,70,63,45,35,8,7,4,424,22,16,32,33,46,42,51,39,19,301,192,147,179,113,119,98,61,30,9,948,133,100,109,94,94,48,28,16,3,634,402,324,305,305,246,148,56,30,6,1835,348,293,427,391,439,448,325,203,135,3016,36,21,21,32,31,34,29,23,22,252,125,71,70,89,66,44,22,17,4,513,681,547,478,471,518,473,318,215,97,3802,563,497,500,408,346,219,89,39,19,2680,72,43,48,59,45,38,17,7,3,326,17216,12312,12731,12470,12321,11290,7965,5191,2203,93707,3028,1608,4839,2231,1158,638,316,161,31,14009,11968,6766,7522,5183,3328,1842,846,264,39,37759,6,9,8,11,8,6,6,5,4,68,0,3,0,0,0,0,0,0,0,9,295,381,926,158,55,48,20,5,3,1896,182,128,211,162,115,89,47,13,3,945,479,510,1139,316,175,132,66,17,5,2848,3474,3199,3859,2683,2956,1775,692,401,115,19157
LGA12700,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,10,3,26,12,11,3,5,3,0,3,0,0,47,74,37,33,84,94,97,83,39,16,548,0,3,0,0,3,4,0,0,0,18,3,0,0,0,3,0,7,0,0,22,75,40,46,63,114,104,67,28,10,550,21,28,12,19,33,30,6,7,0,144,0,0,0,0,0,0,3,0,0,5,1074,662,472,796,1024,983,713,333,134,6199,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,15,0,3,3,4,3,3,3,0,0,17,348,201,151,144,203,207,101,37,11,1404
LGA12730,0,0,0,0,0,0,0,0,0,0,4,4,7,4,5,6,7,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,4,3,9,12,0,3,0,0,33,44,22,25,48,84,105,88,49,23,485,5,11,3,3,11,3,8,3,0,50,0,0,0,0,0,0,0,0,0,0,138,94,58,103,168,190,118,114,53,1044,42,23,13,11,18,14,3,0,0,128,0,0,0,0,0,0,0,0,0,0,1048,592,460,748,955,968,731,496,185,6192,0,0,3,5,4,0,0,0,0,11,5,0,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,0,3,4,0,0,0,0,0,14,494,264,215,205,163,151,74,47,8,1617
LGA12750,10,3,0,3,3,3,4,0,0,33,11,3,11,18,32,51,67,47,14,261,0,0,3,0,0,0,0,0,0,5,4,0,3,5,7,6,9,6,3,44,46,17,18,21,33,48,22,7,0,223,78,51,51,84,199,315,297,212,87,1371,31,13,11,16,15,31,21,0,3,143,30,12,6,16,13,5,10,5,0,93,147,98,68,121,213,297,312,191,103,1543,134,68,46,60,81,97,87,41,14,631,4,4,3,0,3,10,7,3,0,35,3215,1769,1364,2325,3244,4317,3923,2319,922,23393,3,6,4,3,12,8,0,0,0,33,7,4,7,11,7,3,3,0,0,39,0,0,0,3,5,8,4,3,0,19,11,4,0,4,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,16,19,26,37,27,9,3,0,145,24,18,22,30,37,27,9,3,0,171,1896,971,731,932,1119,1320,757,363,102,8206
LGA12850,307,141,111,103,77,47,17,18,3,831,19,25,22,35,53,89,76,69,22,416,231,165,121,139,169,116,93,50,16,1103,139,100,73,75,70,76,42,17,10,589,399,279,194,219,183,140,71,20,3,1501,122,136,113,137,221,206,168,129,47,1278,41,29,23,12,20,28,20,14,4,189,134,100,99,74,77,73,50,26,10,636,337,279,188,192,279,202,135,98,35,1747,753,526,476,360,376,262,128,75,28,2980,45,35,36,16,40,22,16,15,4,219,19957,15328,13080,13664,14818,13142,8816,5685,1788,106280,228,201,277,188,213,156,65,15,4,1342,3386,1673,1720,1280,949,579,246,78,11,9921,0,0,6,6,3,4,8,0,0,25,0,0,0,0,4,0,0,0,0,3,19,28,64,10,5,3,4,0,0,133,266,235,195,164,182,122,58,32,12,1268,283,265,266,177,184,125,61,33,12,1402,3224,2826,2502,1807,1834,1334,524,355,87,14498
LGA12870,4,0,0,3,0,0,0,0,0,13,19,20,16,16,18,20,29,14,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,9,10,4,7,10,4,0,0,46,97,79,44,89,140,168,192,133,55,995,0,0,0,0,3,4,10,10,0,23,0,0,0,0,3,0,3,0,0,10,90,55,48,78,123,155,143,85,38,814,25,13,5,10,26,16,18,8,3,122,0,0,0,0,0,0,0,0,0,4,1407,779,625,954,1250,1442,1315,831,265,8872,3,0,3,4,0,0,0,0,0,7,0,0,6,3,0,0,0,0,0,13,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,3,3,0,0,0,0,10,637,271,266,287,227,246,138,77,16,2148
LGA12900,0,0,0,0,0,0,0,0,0,0,10,11,5,7,10,9,13,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,6,0,3,21,38,26,31,40,73,78,52,43,19,406,8,7,4,5,5,6,3,3,0,50,0,0,0,0,0,4,0,0,0,4,59,57,46,62,96,95,74,54,25,564,25,13,9,12,21,12,13,9,6,116,0,0,0,0,0,0,0,0,0,3,1470,831,696,862,1043,1049,852,526,195,7516,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,0,0,18,8,3,3,3,3,0,0,0,0,18,305,155,127,94,111,87,55,20,5,954
LGA12930,62,46,43,42,30,27,9,9,0,268,26,11,30,48,46,41,52,39,24,311,324,223,283,186,197,169,98,39,9,1521,56,52,59,50,53,38,23,17,15,360,198,158,202,172,147,89,47,25,4,1041,304,252,290,313,438,441,302,284,200,2827,33,39,28,28,35,45,41,21,12,290,28,24,26,18,17,10,16,7,0,158,394,408,306,353,496,503,372,344,268,3456,388,337,392,337,333,209,104,53,28,2173,50,39,28,36,47,41,22,19,5,288,14559,9621,9083,11611,11471,9689,7246,5350,2768,81410,458,559,1407,428,220,164,80,36,8,3362,1476,876,1020,738,463,304,174,59,15,5117,21,24,28,24,29,54,31,14,15,237,0,0,3,0,0,0,0,0,0,3,50,38,114,31,19,12,3,0,0,271,44,27,77,61,61,35,10,7,0,323,92,70,186,100,84,49,9,12,0,599,4943,4589,5671,3749,4212,2688,1162,811,249,28079
LGA12950,0,0,0,0,0,0,0,0,0,3,9,11,4,3,13,10,11,3,0,62,0,0,0,0,0,0,0,0,0,0,11,4,6,4,0,6,5,0,0,39,24,21,8,24,14,17,11,11,0,125,72,36,36,61,87,79,73,59,17,505,0,0,0,0,0,3,3,0,0,9,0,0,0,0,7,3,3,0,0,16,18,29,21,25,46,44,29,21,8,247,10,10,4,6,15,9,9,7,0,66,7,0,0,3,0,0,0,0,0,9,630,382,295,393,548,499,437,251,89,3531,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,64,64,53,45,42,26,7,3,453
LGA13010,3,0,0,3,0,0,0,0,0,5,0,0,3,4,6,10,7,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,22,3,4,6,8,10,8,0,0,70,29,20,17,48,78,81,89,42,25,421,15,4,6,7,9,10,10,0,0,62,3,0,4,0,3,5,6,0,0,28,52,45,34,54,88,117,121,76,24,617,35,8,9,19,22,26,23,5,0,153,0,0,0,0,0,3,0,0,0,7,1073,589,516,669,970,1051,931,532,191,6528,3,3,7,3,0,0,0,0,0,15,3,3,6,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,3,9,3,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,8,13,7,6,4,3,0,48,6,7,12,8,11,6,4,3,0,60,349,187,138,142,140,135,68,34,23,1216
LGA13310,3,3,3,3,4,0,0,0,0,27,7,3,8,16,14,16,19,14,3,90,7,0,5,3,3,0,0,0,0,20,3,0,5,3,8,6,3,0,0,24,35,29,16,18,21,10,12,5,3,150,56,38,46,72,118,176,120,88,33,745,12,5,6,6,15,25,13,16,3,98,15,9,18,4,3,19,13,3,3,93,211,121,96,163,217,238,200,125,47,1413,82,51,45,44,73,54,28,3,3,380,4,0,0,4,7,4,7,0,0,26,3735,2412,2056,2667,3059,2898,2225,1365,521,20942,7,3,9,7,3,3,3,0,0,44,24,6,13,18,6,7,0,0,3,68,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,10,8,7,15,15,5,13,3,0,0,67,8,11,18,13,11,13,3,0,0,75,966,556,478,480,460,412,199,80,19,3642
LGA13340,3,3,0,0,3,0,4,0,0,13,271,108,75,123,166,160,130,91,35,1158,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,71,30,29,20,25,35,11,0,0,227,51,28,25,60,90,127,108,57,34,586,5,3,3,0,3,3,4,3,0,25,6,4,3,8,0,8,4,5,0,40,108,89,56,74,156,139,78,58,26,776,62,26,25,19,35,28,22,3,0,225,0,0,0,0,0,0,0,0,0,0,1515,776,604,868,1168,1167,824,459,190,7568,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,14,0,5,0,0,4,4,0,0,0,14,379,208,156,181,194,167,82,18,3,1391
LGA13450,35,24,8,7,11,8,3,0,0,99,19,20,21,17,19,13,10,8,0,119,0,0,3,0,3,0,0,0,0,8,40,6,17,6,5,10,4,0,0,87,86,42,28,37,47,33,12,3,0,298,67,52,64,96,143,158,120,86,29,823,10,12,3,5,10,14,7,0,0,57,78,49,17,29,31,16,3,5,0,227,318,185,199,210,222,199,106,114,45,1602,88,52,45,46,41,28,9,9,0,319,13,9,5,3,8,0,0,0,0,38,4005,2387,2061,2422,2664,2207,1508,1154,444,18853,69,27,104,50,30,14,3,3,0,294,107,62,64,71,30,12,7,0,0,359,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,188,93,188,102,63,55,18,11,7,715,6,9,5,11,4,4,0,0,0,44,194,100,194,115,70,66,19,11,7,770,627,297,356,300,225,129,75,36,7,2047
LGA13510,5,0,0,0,0,3,0,0,0,13,4,4,0,7,3,8,6,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,10,3,4,4,9,3,4,3,0,39,20,20,22,41,58,85,72,40,15,355,6,4,3,9,0,4,10,0,0,41,0,0,0,0,0,3,0,4,0,15,70,49,31,60,90,101,98,51,24,572,39,15,11,25,18,14,11,6,3,146,0,0,0,0,0,0,0,0,0,3,1664,897,692,1026,1295,1358,1170,692,262,9056,3,0,0,0,3,0,0,0,0,8,8,3,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,11,4,0,0,4,3,6,0,0,3,15,342,142,132,135,167,140,82,20,9,1162
LGA13550,0,0,0,0,0,0,3,0,0,3,18,12,7,9,13,3,7,0,0,72,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,16,10,4,3,12,11,11,4,0,0,58,45,39,51,67,121,145,90,71,22,648,10,10,5,4,4,13,14,5,0,63,6,6,7,7,3,5,4,3,0,45,83,52,44,74,95,93,81,55,24,601,45,25,20,25,26,26,14,6,0,199,0,0,0,0,3,3,0,0,0,5,1747,1072,906,1139,1375,1258,1015,649,188,9346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,4,0,0,0,17,3,4,4,0,4,3,0,0,0,20,537,271,238,162,174,110,45,17,8,1555
LGA13660,0,0,0,0,0,0,0,0,0,0,10,4,3,6,6,6,7,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,9,18,35,66,72,78,40,8,368,7,0,6,8,0,6,7,5,0,39,7,0,0,0,5,0,3,0,0,17,39,19,21,28,43,27,32,19,12,234,14,4,11,6,7,6,7,4,0,62,0,0,0,0,0,0,0,0,0,0,711,337,337,497,601,592,569,303,119,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,5,156,98,70,82,67,62,36,13,9,587
