LGA_CODE_2016,C16_450_549_1PF_CU15_DS,C16_450_549_1PF_CU15_NDS,C16_450_549_1PFnoCU15_DS,C16_450_549_1PF_NDCO,C16_450_549_T,C16_550_649_1PF_CU15_DS,C16_550_649_1PF_CU15_NDS,C16_550_649_1PFnoCU15_DS,C16_550_649_1PF_NDCO,C16_550_649_T,C16_650_749_1PF_CU15_DS,C16_650_749_1PF_CU15_NDS,C16_650_749_1PFnoCU15_DS,C16_650_749_1PF_NDCO,C16_650_749_T,C16_750_849_1PF_CU15_DS,C16_750_849_1PF_CU15_NDS,C16_750_849_1PFnoCU15_DS,C16_750_849_1PF_NDCO,C16_750_849_T,C16_850_949_1PF_CU15_DS,C16_850_949_1PF_CU15_NDS,C16_850_949_1PFnoCU15_DS,C16_850_949_1PF_NDCO,C16_850_949_T,C16_950_and_over_1PF_CU15_DS,C16_950_and_over_1PF_CU15_NDS,C16_950_and_over_1PFnoCU15_DS,C16_950_and_over_1PF_NDCO,C16_950_and_over_T,C16_Rns_1PF_CU15_DS,C16_Rns_1PF_CU15_NDS,C16_Rns_1PFnoCU15_DS,C16_Rns_1PF_NDCO,C16_Rns_T,C16_Tot_1PF_CU15_DS,C16_Tot_1PF_CU15_NDS,C16_Tot_1PFnoCU15_DS,C16_Tot_1_pa_f_NDCO,C16_Tot_T
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,14,154,24,60,254
LGA21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,9,37,198,47,69,351
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,17,115,27,50,206
LGA21890,12,84,38,38,167,6,30,7,11,55,8,15,0,8,32,0,13,4,6,23,0,3,0,0,3,0,3,3,0,10,3,25,16,34,82,164,991,366,649,2173
LGA22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,15,99,463,91,169,823
LGA22170,16,35,17,26,96,9,21,9,8,39,0,5,0,0,16,0,0,0,0,3,0,0,0,0,0,3,3,3,3,13,9,51,10,30,99,319,1694,509,862,3380
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,71,22,31,134
LGA22310,38,150,64,52,307,22,78,37,37,174,10,42,19,6,76,9,25,9,3,52,3,12,5,3,18,8,17,8,5,30,0,14,14,14,38,136,698,329,420,1583
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,27,204,43,69,348
LGA22490,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,82,9,24,144
LGA22620,3,13,0,3,17,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,22,3,11,49,272,1504,274,556,2610
LGA22670,15,37,21,23,98,3,10,8,5,30,0,0,0,5,11,0,3,0,4,12,0,0,0,0,3,0,7,0,3,14,11,44,16,52,132,320,1269,473,819,2883
LGA22750,23,48,18,20,114,3,15,4,0,23,3,0,5,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,76,18,43,155,508,2632,727,1059,4925
LGA22830,3,8,3,3,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,9,32,153,778,174,336,1438
LGA22910,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,128,22,35,203
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,26,7,11,48
LGA23110,13,55,36,30,135,6,16,8,14,43,3,9,5,0,18,3,7,0,3,13,3,0,0,0,3,0,10,0,0,13,3,23,5,17,46,123,675,262,434,1485
LGA23190,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,15,36,252,38,72,390
LGA23270,7,44,6,20,79,3,7,0,3,19,0,12,3,0,15,3,3,0,0,11,0,3,4,0,8,0,9,3,5,21,13,61,22,40,138,421,1678,502,966,3563
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,113,28,37,200
LGA23430,27,125,65,78,300,13,36,29,21,95,4,13,11,8,32,0,0,0,0,5,0,0,0,3,5,0,3,8,3,14,4,34,10,26,79,167,939,423,680,2214
LGA23670,27,77,49,57,210,6,19,3,9,33,0,7,3,3,11,0,3,5,0,10,0,0,0,0,0,0,4,0,3,10,7,34,16,29,83,230,1009,404,653,2296
LGA23810,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,13,48,163,1140,183,330,1818
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,37,8,7,62
LGA24130,5,8,7,6,18,0,5,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,18,56,209,63,84,408
LGA24210,37,112,64,58,271,19,42,26,35,117,5,8,11,4,25,0,5,4,0,11,0,0,0,0,0,0,3,0,0,7,7,19,10,25,57,127,473,246,315,1166
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,61,4,18,90
LGA24330,6,44,12,28,98,3,15,7,11,37,0,3,5,0,13,0,5,0,0,9,0,0,0,0,0,0,4,3,0,8,9,29,15,10,63,116,616,231,370,1332
LGA24410,27,74,35,34,169,11,6,11,12,35,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,3,3,3,3,8,4,24,11,19,60,163,859,331,500,1858
LGA24600,10,89,54,63,209,11,46,41,30,127,6,24,12,12,57,8,6,18,3,33,0,5,8,8,26,0,14,12,14,44,4,30,6,11,57,109,544,334,387,1376
LGA24650,6,32,12,19,74,0,4,3,8,16,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,3,3,0,9,11,39,7,18,75,303,1368,288,536,2494
LGA24780,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,13,39,137,746,134,261,1282
LGA24850,3,5,0,3,10,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,79,420,99,146,740
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,16,54,338,64,114,568
LGA24970,67,153,112,82,413,19,57,44,36,155,8,10,15,6,40,4,7,4,4,17,0,5,0,0,7,3,9,8,4,18,4,24,22,28,79,227,816,504,572,2121
LGA25060,23,64,46,41,178,7,27,12,13,55,4,4,8,3,19,0,5,0,3,13,0,3,0,0,3,4,3,0,0,8,10,34,12,16,72,161,745,324,503,1735
LGA25150,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,14,44,264,68,115,494
LGA25250,22,84,29,43,178,10,25,0,11,39,4,18,4,4,26,0,7,0,5,10,0,3,0,0,4,0,3,6,9,15,4,16,4,22,48,167,922,287,609,1985
LGA25340,32,87,39,37,187,9,19,4,9,37,0,21,0,0,19,0,3,3,0,3,0,0,0,0,3,3,3,0,3,7,4,38,13,24,71,252,1397,364,614,2626
LGA25430,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,27,147,44,50,258
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,21,103,20,29,173
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,76,19,29,137
LGA25710,4,22,8,11,47,3,8,4,0,17,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,5,17,35,182,70,94,374
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,101,16,34,160
LGA25900,5,95,32,43,176,11,62,30,17,120,11,41,18,10,75,8,19,3,7,31,5,11,4,5,29,9,21,7,15,55,0,15,13,11,48,81,666,241,402,1390
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,43,6,12,65
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,9,29
LGA26170,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,11,33,225,54,72,385
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,122,33,51,226
LGA26350,12,67,31,53,157,8,41,31,24,108,3,24,24,19,69,0,23,20,6,52,7,18,10,3,31,14,32,27,14,83,9,14,8,19,48,76,435,251,319,1077
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,80,18,31,140
LGA26490,4,20,8,7,44,3,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,158,48,65,304
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,38,219,45,59,361
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,12,17,75
LGA26700,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,17,42,302,60,102,507
LGA26730,7,3,0,3,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,19,84,426,110,155,778
LGA26810,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,4,22,84,418,93,125,716
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,29
LGA26980,36,139,106,57,334,15,38,27,22,97,9,12,9,3,34,0,4,5,0,11,0,0,0,0,3,3,5,4,0,13,5,21,16,25,59,194,775,482,552,2006
LGA27070,10,43,17,13,83,3,5,4,3,16,0,7,0,0,10,4,7,0,0,11,3,0,0,0,5,0,4,0,3,13,14,41,20,34,109,330,1765,437,831,3376
LGA27170,0,11,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,16,3,5,25,119,708,118,212,1156
LGA27260,21,55,24,24,126,3,14,3,12,32,3,11,0,3,16,0,3,0,0,6,0,0,0,0,0,0,3,0,3,12,20,70,9,35,129,483,2124,519,856,3978
LGA27350,3,54,19,23,100,3,30,17,15,72,0,13,6,11,24,0,12,3,4,16,0,4,10,3,21,3,4,0,7,14,9,34,9,25,84,112,632,283,402,1434
LGA27450,15,37,15,21,91,5,9,7,3,22,0,0,3,0,5,0,0,3,0,6,0,0,0,0,0,0,3,0,3,3,3,24,9,17,59,205,923,290,440,1866
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,42,9,15,79
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,3,27,105
LGA30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,55,8,24,89
LGA30370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,15,126,11,42,193
LGA30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,8,34
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
LGA30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,20
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,19
LGA31000,337,1429,537,643,2943,113,421,251,214,990,57,170,66,116,412,23,78,46,31,173,14,45,25,10,95,12,47,28,15,99,43,218,66,154,484,1743,9329,3080,5045,19197
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA31820,3,7,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,37,8,26,72,220,1470,247,562,2501
LGA31900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,27,189,24,69,308
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
LGA32080,20,123,33,40,215,7,42,7,6,65,0,16,0,0,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,66,4,28,98,424,2700,504,949,4581
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,59,0,22,83
LGA32260,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,17,59,410,55,157,674
LGA32270,0,0,0,0,4,3,3,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,49,270,39,88,450
LGA32310,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,31,164,24,55,269
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,98,3,22,131
LGA32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,34,7,13,63
LGA32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,8,61,3,32,102
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0,13,86
LGA32810,0,9,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,17,152,23,61,253
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,17
LGA33220,3,22,5,4,38,3,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,3,15,56,271,1627,272,555,2736
LGA33360,0,7,4,3,14,0,3,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,10,34,123,859,109,235,1330
LGA33430,314,1058,346,608,2325,85,358,132,193,765,30,134,41,69,275,16,47,26,22,107,7,30,10,11,55,13,20,10,23,66,22,129,36,85,273,1232,6948,1822,3485,13482
LGA33610,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,11,20,134,16,32,209
LGA33620,0,10,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,8,30,103,755,104,249,1211
LGA33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,13,51,175
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,12,54
LGA33960,26,77,18,24,145,3,19,10,5,37,0,4,0,0,4,0,3,0,3,4,0,0,0,0,0,0,4,0,0,5,7,73,11,34,125,694,3925,597,1298,6513
LGA33980,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,14,33,207,33,65,337
LGA34420,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,0,19,77
LGA34530,4,15,6,0,29,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,71,388,52,123,636
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,3,29,0,14,46
LGA34580,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,21,77,435,79,143,737
LGA34590,70,274,37,98,485,12,63,11,35,120,0,25,6,8,40,3,10,0,3,10,0,3,0,0,3,0,0,0,0,3,16,135,20,47,223,965,5086,844,1957,8855
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,37,3,19,66
LGA34770,7,31,8,3,54,0,7,0,7,10,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,10,10,64,212,1655,207,437,2512
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,20
LGA34860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,13,145,16,36,212
LGA34880,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,45,274,33,103,459
LGA35010,68,345,72,126,609,22,92,15,33,168,9,20,3,11,47,0,7,0,7,18,0,3,0,0,3,3,5,3,0,12,13,149,29,65,257,1039,6522,1148,2416,11121
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,3,64,4,15,84
LGA35300,3,22,3,3,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,6,26,44,317,37,96,489
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,8,55,5,16,91
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,0,24,67
LGA35740,29,98,26,56,205,5,27,5,15,53,0,10,4,4,20,0,7,0,3,7,0,0,0,0,0,0,0,0,0,0,6,5,4,6,22,103,556,136,296,1091
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,102,13,20,146
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,24,136,12,33,199
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,134,3,49,196
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,40,0,11,50
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,13,54
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,18
LGA36250,81,311,107,145,644,9,53,22,26,110,5,13,0,9,28,0,9,3,3,12,3,8,0,0,10,0,0,0,0,3,3,36,12,26,79,279,1580,404,722,2983
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,16
LGA36370,7,10,6,9,27,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,23,5,13,54,226,1363,182,456,2218
LGA36510,12,27,4,7,49,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,3,15,83,486,101,168,833
LGA36580,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,18,55,332,40,102,532
LGA36630,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,5,19,74,484,57,152,768
LGA36660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,21,68,487,67,164,786
LGA36720,161,551,158,219,1088,33,128,45,47,255,13,33,4,16,65,3,4,3,3,18,4,5,0,0,9,0,4,3,4,16,12,54,16,39,116,621,3482,901,1563,6568
LGA36820,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,22,50,350,52,106,564
LGA36910,9,40,7,9,67,3,8,4,4,12,0,7,0,3,9,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,5,55,8,11,78,389,2139,383,749,3658
LGA36950,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,23,94,8,29,152
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,22,8,263,3,64,336
LGA37010,17,59,13,21,108,5,24,3,3,35,0,3,0,4,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,9,65,9,26,113,525,2978,557,969,5030
LGA37300,0,9,0,0,9,0,4,0,3,7,0,7,0,0,10,0,3,0,0,3,0,7,0,0,7,0,0,0,0,0,0,3,0,0,7,3,37,4,10,55
LGA37310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,61,477,39,127,709
LGA37340,0,10,0,8,16,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,61,445,53,136,692
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,19,108
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,13,27
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,141,14,61,238
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,4,13,13,11,36,3,4,7,3,16,0,7,4,3,11,0,0,0,3,9,0,0,3,0,3,0,0,0,0,0,0,3,3,0,10,10,97,75,53,237
LGA40120,3,12,3,0,18,0,5,0,0,8,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,39,156,53,48,302
LGA40220,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,50,236,39,96,423
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,15,11,76,3,38,129
LGA40310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,44,187,42,60,326
