LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA36580,93,68,75,30,20,9,3,316,0,0,0,0,0,0,0,3,11,7,7,3,10,0,3,50,0,3,0,0,3,11,17,40,90,49,38,8,6,3,13,275,0,0,6,0,11,21,44,55,51,11,3,4,0,5,8,217,0,0,0,0,0,3,6,10,10,3,3,3,3,0,0,40,0,0,0,0,0,0,3,3,3,0,4,0,3,0,0,23,24,14,12,9,146,62,455,112,196,39,21,5,4,9,45,1156,0,0,0,0,3,0,3,8,3,0,0,0,0,0,152,177,35,28,24,9,186,102,547,266,562,272,289,134,102,52,242,2853,0,0,0,0,0,0,5,0,35,75,119,72,85,49,54,495,0,0,0,0,0,0,4,3,25,22,16,9,0,0,18,102,3,0,0,0,3,3,4,7,108,142,134,83,42,25,57,608,0,0,0,0,0,0,0,8,11,13,12,22,5,4,4,78
LGA36630,127,111,64,47,26,16,11,474,0,0,0,0,0,0,0,6,19,16,18,4,4,3,4,80,0,0,3,0,14,13,28,67,85,46,37,10,9,13,18,340,0,0,4,0,16,27,57,68,60,24,4,4,0,0,0,279,0,0,0,0,3,4,8,3,17,7,4,3,0,0,3,57,0,0,0,0,0,0,0,0,7,5,3,3,0,0,3,35,34,23,14,18,226,72,768,164,291,42,17,3,0,6,94,1790,3,0,0,0,4,0,15,5,10,0,0,0,0,0,209,247,48,38,33,22,292,137,931,394,803,386,277,146,122,86,364,4080,6,0,0,0,0,7,6,12,50,81,125,71,76,51,56,537,0,0,0,0,0,0,10,13,46,18,8,10,6,0,12,133,0,3,3,0,0,4,5,13,137,153,124,107,80,42,50,732,0,0,0,0,0,3,3,3,14,20,14,13,23,5,15,107
LGA36660,202,129,88,48,14,8,7,573,0,0,0,0,3,0,7,11,16,12,6,4,4,0,3,74,0,0,4,0,5,7,30,72,120,45,28,6,6,6,13,347,7,0,10,3,21,37,60,67,69,32,5,0,3,3,7,316,4,0,0,0,3,8,9,11,9,12,10,3,0,0,3,66,0,0,0,0,3,0,8,0,8,5,4,4,8,0,7,47,32,31,15,13,205,70,716,198,338,44,49,17,4,9,86,1834,3,0,0,0,6,0,12,8,9,0,0,0,0,0,228,269,56,49,36,24,263,131,911,427,981,440,359,158,93,61,378,4375,3,0,0,0,3,3,4,10,66,131,139,86,108,41,62,655,0,0,0,0,3,0,7,11,58,27,17,5,8,3,19,159,0,0,0,0,0,7,14,26,234,236,175,109,62,37,77,977,0,0,0,0,4,0,0,0,29,38,25,15,14,3,13,145
LGA36720,1107,1086,891,521,318,296,68,4535,7,0,0,0,8,8,10,28,118,101,125,67,67,64,23,630,13,9,4,3,18,63,157,289,788,520,356,117,201,151,72,2767,9,24,51,28,137,235,410,458,611,219,142,71,44,65,49,2555,5,3,4,3,8,12,34,38,92,52,38,16,23,15,26,382,0,0,0,0,0,0,5,8,35,34,40,34,17,11,21,224,358,199,156,102,1193,590,4239,2021,3549,961,497,264,177,202,539,15048,7,0,4,3,14,4,43,25,37,11,5,3,6,6,2002,2159,415,252,238,146,1453,995,5138,3238,7486,4165,3683,2143,1777,1369,2945,35444,13,3,3,3,11,11,20,48,311,660,1185,1076,1394,900,513,6152,3,3,8,0,12,25,56,109,430,325,246,145,114,84,129,1674,11,4,3,3,15,24,56,151,1360,2110,2051,1568,1199,983,608,10149,0,0,0,0,3,4,14,17,162,182,280,204,191,130,124,1317
LGA36820,101,64,47,52,19,18,10,356,0,0,0,0,0,0,0,3,11,16,11,3,4,4,3,65,4,7,0,0,4,5,19,45,91,54,23,7,12,0,7,277,0,3,7,0,20,25,38,51,63,17,10,3,6,7,8,254,0,0,0,0,4,0,8,6,13,0,12,0,3,3,3,46,0,0,0,0,0,0,3,0,11,3,7,5,4,3,6,38,20,29,16,10,125,45,468,136,269,38,17,7,5,13,65,1278,0,0,0,0,3,3,4,3,10,0,0,0,0,0,239,262,38,42,29,18,171,87,583,304,690,310,246,150,112,85,354,3216,4,3,0,0,0,0,9,11,37,65,82,64,67,50,40,419,0,0,0,0,8,0,4,9,34,24,11,7,8,4,14,110,0,0,0,0,0,0,11,23,87,139,129,86,47,52,44,621,0,0,0,0,0,0,0,3,14,11,15,4,10,16,13,85
LGA36910,567,562,475,266,203,134,45,2419,0,4,3,0,3,3,15,22,66,58,73,53,45,15,15,370,6,4,5,4,20,42,97,203,513,308,231,74,75,67,47,1686,3,5,23,22,42,116,193,208,244,102,59,18,25,21,25,1106,0,0,3,0,13,7,26,31,46,50,17,12,3,5,16,233,3,0,0,0,3,0,11,12,25,28,19,21,9,12,16,152,153,105,54,36,525,199,2070,766,1206,243,148,59,55,63,285,5973,3,0,3,0,7,0,32,20,29,14,7,0,0,3,990,1111,189,138,98,55,683,415,2573,1459,3321,2087,2069,1210,1028,644,1525,17479,14,9,3,0,4,10,10,28,186,417,761,698,848,558,321,3863,0,0,0,0,0,6,15,30,146,113,89,64,31,19,52,584,0,7,4,0,11,14,31,84,682,1073,1011,826,632,490,325,5189,0,0,0,0,3,9,3,17,93,116,176,140,97,58,53,749
LGA36950,5,0,8,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,14,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,3,3,7,5,15,7,28,20,17,8,28,152,0,0,0,0,0,0,0,0,6,8,25,12,14,12,14,82,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,19,0,0,0,0,0,0,0,0,3,6,10,16,14,3,4,57,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,19
LGA36960,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,7,9,3,3,3,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,0,21,7,13,11,26,8,12,5,3,0,9,124,0,0,0,0,0,0,0,3,10,10,7,0,3,0,7,43,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,21,0,0,0,0,0,0,0,4,9,11,7,6,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14
LGA37010,612,636,522,305,178,129,41,2535,0,0,0,0,3,4,10,13,67,83,84,82,51,20,13,422,4,0,3,0,12,40,111,241,583,423,285,114,121,64,45,2052,8,9,22,20,68,102,161,192,281,102,57,22,10,14,34,1111,0,3,0,0,9,3,17,22,43,43,23,13,15,7,20,208,3,0,0,0,3,0,3,4,15,21,29,22,25,9,14,150,158,80,77,52,484,193,1451,604,1113,264,141,59,33,51,210,4970,5,0,0,0,9,3,28,11,18,3,5,0,0,0,1624,1707,190,107,104,67,616,383,1872,1256,3224,2346,2479,1578,1327,694,2082,18327,3,0,6,0,4,0,8,22,175,432,928,968,1303,781,360,4983,3,0,4,0,0,10,12,35,135,119,84,61,43,35,43,590,7,4,0,0,0,4,15,57,554,1007,1087,973,739,524,258,5229,0,0,0,0,0,4,7,10,81,151,212,164,186,93,55,960
LGA37300,9,3,9,11,10,4,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,3,6,5,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,3,0,0,0,4,0,5,3,16,28,44,44,76,55,23,307,0,0,0,0,0,0,0,0,6,14,16,34,61,55,19,192,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,3,16,28,34,20,18,7,125,0,0,0,0,0,0,0,0,3,3,7,3,10,11,3,40
LGA37310,133,130,106,65,23,26,11,538,3,0,0,0,3,5,4,4,13,11,7,8,6,3,0,80,3,3,4,0,10,16,30,61,98,53,48,10,16,11,12,368,0,4,0,3,23,14,28,36,49,19,10,4,3,3,14,211,3,0,0,0,0,4,7,8,10,3,3,0,0,0,0,43,0,0,0,0,0,0,0,0,7,6,6,3,3,4,4,28,20,18,8,6,115,45,347,91,140,21,15,3,4,18,65,917,7,0,0,0,4,0,7,0,8,0,0,0,0,0,217,246,64,35,22,15,170,96,471,264,606,413,382,217,181,148,344,3420,4,4,3,0,6,0,9,5,49,81,157,116,117,91,99,751,0,0,0,0,0,3,3,3,15,12,11,15,8,4,11,91,3,0,0,0,3,6,11,23,177,219,178,154,94,73,71,1009,0,0,0,0,0,0,0,4,22,21,49,23,21,22,5,170
LGA37340,144,129,75,52,27,24,19,516,0,0,0,0,0,0,3,0,18,21,17,13,15,3,0,89,3,0,4,0,3,10,16,38,110,53,37,13,25,7,12,339,3,7,6,3,13,17,43,39,57,15,7,5,3,0,8,219,0,0,0,0,0,3,3,5,13,6,12,0,0,5,4,50,0,0,0,0,0,0,0,0,7,4,5,6,3,7,9,42,37,18,20,9,106,44,319,103,202,41,21,3,16,13,52,1005,0,0,0,0,7,0,10,3,4,0,4,0,3,0,287,319,50,33,28,12,145,82,431,257,716,466,389,208,185,124,418,3547,3,0,3,0,5,0,4,6,51,91,145,102,160,79,83,721,0,0,0,0,0,0,6,10,33,24,6,8,6,4,5,109,0,0,0,0,0,3,10,14,124,183,151,133,80,67,58,824,0,0,0,0,0,0,3,0,18,24,17,23,16,14,11,132
LGA37400,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,10,0,3,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,0,0,0,9,0,11,8,33,17,14,6,3,4,21,139,0,0,0,0,0,0,3,0,6,11,8,0,3,0,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,8,4,7,0,4,0,4,47,0,0,0,0,0,0,0,0,5,3,4,0,6,3,5,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,60,46,53,44,22,58,0,293,0,0,0,0,0,0,0,0,8,3,4,3,13,15,0,48,0,3,0,3,3,5,9,20,53,59,41,11,34,36,6,282,0,3,8,9,12,17,11,17,24,15,16,10,9,24,0,178,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,3,8,3,4,0,16,98,10,3,3,33,13,59,35,109,47,35,20,19,59,18,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,158,100,19,16,15,61,36,106,96,298,239,301,201,249,357,189,2285,0,0,0,0,0,0,3,3,0,6,13,12,35,65,17,163,0,0,0,0,0,0,0,0,9,5,9,3,0,7,4,42,0,0,0,0,0,0,5,3,11,24,31,27,21,52,16,199,0,0,0,0,0,0,0,0,4,0,6,3,9,13,4,35
LGA40120,115,125,126,116,72,73,18,671,0,0,0,0,0,3,3,0,18,20,23,15,16,15,3,106,7,0,0,0,4,12,13,30,112,91,73,28,49,41,20,475,0,4,6,4,12,15,38,54,107,61,34,15,20,20,9,381,0,0,0,0,0,3,6,3,13,11,3,5,6,3,0,50,0,0,0,0,0,0,3,0,10,5,3,5,6,4,5,36,29,18,14,15,96,58,364,182,393,120,57,37,22,24,40,1466,0,0,0,0,3,0,4,8,11,0,3,0,6,0,260,289,38,26,21,15,132,100,454,337,912,560,522,388,359,302,369,4530,3,3,0,0,0,3,7,5,48,68,114,172,289,325,116,1137,0,0,0,0,0,3,8,3,45,38,44,39,20,24,20,253,0,0,0,0,0,7,5,14,143,235,331,330,332,348,145,1889,0,0,0,0,0,0,3,0,19,24,48,51,40,45,24,261
LGA40220,107,97,83,31,30,19,10,419,0,0,0,0,0,0,0,6,17,14,11,4,11,3,3,67,0,0,5,0,3,4,11,28,65,51,34,9,11,9,5,236,3,0,10,3,13,39,62,68,77,21,14,9,5,3,9,327,0,0,0,0,0,4,4,3,19,3,7,3,0,4,5,49,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,23,25,21,18,11,156,68,628,309,434,71,43,11,14,8,107,1927,0,0,0,0,3,0,5,3,5,3,0,0,0,0,205,230,27,26,34,19,192,124,753,472,855,387,300,119,115,62,354,3835,0,0,0,0,0,0,4,3,26,54,72,62,61,45,50,381,0,0,0,0,0,7,0,13,39,29,13,8,12,3,26,149,0,3,3,0,0,3,5,15,157,179,182,85,83,31,67,803,0,0,0,0,0,0,0,7,23,30,23,20,7,5,11,125
LGA40250,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,6,0,26,4,9,10,4,0,0,0,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,6,0,32,9,10,14,15,6,6,15,3,3,15,130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,97,107,98,51,20,21,3,430,0,0,0,0,0,0,0,7,11,17,13,4,8,9,4,71,0,3,0,0,0,3,18,27,80,52,29,13,3,15,13,263,0,7,4,6,11,21,44,33,63,21,15,3,4,3,7,232,0,0,0,0,0,0,0,4,8,9,0,0,0,0,3,28,0,0,0,0,0,0,0,0,3,9,3,3,3,6,0,32,13,20,3,12,98,35,337,166,261,45,19,4,3,7,43,1067,3,0,0,0,0,3,5,3,5,8,3,0,0,0,135,168,16,26,13,16,124,62,428,278,643,375,361,193,125,93,227,2978,3,0,0,0,0,7,0,4,19,63,117,99,118,96,61,586,0,0,0,0,3,3,3,6,35,33,19,14,7,3,8,134,3,0,3,0,3,0,4,14,127,229,217,167,114,66,61,999,0,0,0,0,0,0,0,0,9,26,24,20,21,9,5,120
LGA40430,7,13,3,0,6,6,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,3,0,3,5,7,3,0,0,0,0,22,0,0,0,0,0,3,8,0,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,29,7,80,32,42,9,4,0,3,0,15,220,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,11,0,3,0,3,33,19,91,37,84,38,20,10,20,15,27,395,0,0,0,0,0,0,0,0,0,0,7,4,7,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,3,14,12,11,15,18,9,5,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9
LGA40520,57,44,38,19,10,3,3,194,0,0,0,0,0,0,0,4,8,4,7,4,4,0,0,33,0,0,0,0,0,3,4,15,29,20,10,3,0,4,0,96,0,0,0,0,4,9,6,17,15,4,4,0,0,3,3,76,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,5,21,9,3,65,18,199,60,91,19,8,0,4,4,29,526,0,0,0,0,0,0,3,0,3,3,0,0,0,0,68,80,10,17,15,3,73,27,241,124,252,140,116,61,37,30,108,1272,0,0,0,0,0,0,0,0,19,28,53,33,32,20,24,207,0,0,0,0,3,0,0,4,16,11,5,6,3,0,3,52,0,0,0,0,0,4,0,6,61,83,62,39,21,17,23,313,0,0,0,0,0,0,0,0,3,10,13,4,0,0,0,37
LGA40700,74,72,103,73,74,116,7,548,0,0,0,0,0,0,0,3,12,7,12,9,8,16,7,68,0,0,0,0,4,4,16,23,81,63,50,36,56,95,8,426,0,0,9,3,10,19,33,42,106,56,49,31,38,68,8,476,0,0,0,0,0,0,0,4,9,4,7,3,4,5,3,50,0,0,0,0,0,0,4,0,0,3,0,0,3,5,0,23,66,29,14,8,82,25,248,163,444,213,161,90,87,137,55,1823,0,0,0,0,0,0,0,0,4,0,4,3,0,4,275,295,69,30,26,12,106,60,331,264,792,483,535,389,445,667,369,4582,0,0,0,0,0,0,3,4,28,49,90,116,280,543,120,1249,0,0,3,0,3,0,4,17,35,32,45,21,43,55,25,281,0,0,0,0,3,3,5,14,88,160,184,239,331,679,126,1844,0,0,0,0,0,0,0,0,3,10,20,29,36,67,11,188
