LGA_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
LGA56930,36,5,3,49,39,16,0,0,54,0,0,0,51,16,3,74,46,28,0,0,73,0,0,0,76,27,8,110,51,32,0,0,89,0,3,3,96,23,4,127,48,19,0,0,66,0,0,0,66,35,9,108,35,32,0,0,71,0,0,0,71,38,9,117,19,22,3,0,41,0,0,0,41,36,0,79,9,14,0,0,19,0,0,0,19,45,10,74,7,14,0,0,24,0,0,0,24,100,11,134,367,299,15,12,697,8,19,25,719,521,87,1326
LGA57000,32,9,5,45,21,4,3,0,36,0,0,0,36,3,5,40,39,12,0,0,48,0,0,0,51,8,6,59,31,12,0,0,41,0,0,0,40,6,7,54,35,6,3,0,47,3,0,3,52,7,3,60,27,9,0,0,35,0,0,0,30,3,6,44,16,8,0,3,22,0,0,0,22,5,3,32,3,3,0,0,5,0,0,0,5,5,3,12,4,0,0,0,3,0,0,0,3,13,0,16,295,70,19,6,385,7,3,11,399,75,57,529
LGA57080,1360,231,321,1916,588,120,23,6,736,68,19,86,820,143,196,1163,502,119,26,10,655,51,13,66,717,141,182,1044,491,114,20,16,640,46,11,58,700,161,172,1029,406,115,28,7,558,32,9,38,595,205,156,949,310,115,19,3,451,36,10,44,495,310,151,960,127,113,15,6,258,7,9,19,278,426,98,806,38,58,4,0,100,6,5,5,112,348,104,561,24,32,4,0,63,6,0,4,68,541,132,741,7886,2975,452,195,11512,644,552,1197,12708,4612,3333,20656
LGA57140,31,16,6,43,22,14,3,0,36,9,0,9,47,3,3,52,34,11,0,0,49,0,0,6,52,21,8,81,30,11,3,0,49,3,0,3,54,20,4,76,41,17,3,7,63,0,0,0,64,28,14,104,30,20,3,0,53,3,0,3,57,43,14,114,12,9,0,0,21,0,0,0,21,55,11,89,6,10,0,0,15,0,0,0,15,60,11,84,3,6,0,0,7,0,0,0,7,93,15,118,241,136,23,7,417,34,13,40,458,384,112,948
LGA57210,184,71,26,281,121,78,11,5,215,20,8,25,236,60,28,326,180,81,8,4,273,9,5,20,288,70,32,398,162,85,18,0,272,14,6,18,288,77,38,408,125,91,23,5,242,11,0,13,253,118,33,407,113,84,17,3,220,4,12,11,232,135,36,410,57,54,7,3,126,0,0,3,132,233,36,406,20,28,3,0,49,0,0,0,49,187,29,262,13,21,3,6,42,0,0,0,42,309,49,400,1172,784,118,48,2120,109,43,155,2278,1539,379,4199
LGA57280,954,160,208,1321,572,141,41,17,777,36,7,43,821,112,168,1099,573,116,36,16,734,33,4,39,776,121,152,1048,516,87,35,17,655,28,3,32,687,126,182,1001,394,69,35,13,515,18,8,29,547,102,136,775,191,42,15,10,258,17,0,13,277,102,77,451,63,19,4,3,89,0,4,3,98,104,47,248,15,6,0,0,21,0,0,3,22,69,23,110,7,3,0,0,17,0,0,0,18,92,31,139,5223,1261,403,163,7051,290,100,389,7438,1843,1764,11041
LGA57350,24,14,8,42,13,7,3,0,28,0,0,0,26,3,4,38,26,10,0,0,43,3,0,6,47,18,9,71,29,16,4,0,52,0,0,0,52,17,8,80,36,22,0,0,62,0,0,0,62,25,14,98,24,20,0,0,47,3,0,3,48,42,16,99,10,0,0,0,17,0,3,3,19,44,7,70,3,3,0,0,8,0,0,0,8,54,10,68,3,3,0,3,7,0,0,0,7,90,15,118,215,115,28,18,369,18,3,25,396,351,101,850
LGA57420,78,21,21,110,61,17,3,3,83,4,0,7,89,9,17,118,60,19,0,0,78,3,0,5,85,13,9,107,71,18,3,0,102,3,0,3,104,24,15,135,70,20,6,0,98,9,0,11,107,31,19,152,33,17,8,0,60,0,3,6,63,32,17,116,22,13,4,0,39,0,0,0,43,80,19,136,19,8,4,0,33,0,0,0,33,76,12,120,0,3,0,0,12,0,0,0,12,85,20,109,525,189,45,18,775,41,7,51,824,429,179,1428
LGA57490,6447,1339,584,8363,4400,1754,234,79,6468,359,170,537,6998,1238,596,8830,4536,1701,256,94,6580,394,121,514,7094,1155,608,8860,4162,1501,276,79,6022,359,105,460,6484,1268,602,8349,2878,1231,245,61,4415,298,88,389,4804,1578,442,6825,1536,917,148,38,2638,172,87,261,2895,2306,388,5586,373,446,48,16,877,20,29,51,932,3650,352,4939,74,161,17,11,262,0,14,19,277,3347,290,3917,46,68,9,15,140,8,9,13,149,5622,795,6568,34567,16953,2432,888,54837,3851,2092,5941,60777,28951,7465,97197
LGA57630,0,0,0,7,3,0,0,0,3,0,0,0,3,0,3,6,4,0,0,0,4,0,0,0,4,0,0,7,5,3,0,0,10,0,0,0,10,0,0,14,8,0,0,0,9,0,0,0,13,3,0,12,4,0,0,0,3,0,0,0,9,3,3,16,0,0,0,0,0,0,0,0,0,12,3,16,0,0,0,0,5,0,0,0,5,7,0,8,0,0,0,0,0,0,0,0,0,6,0,6,31,5,0,0,40,3,0,3,39,33,15,86
LGA57700,1488,324,93,1908,872,399,42,24,1344,59,18,80,1427,273,124,1819,1015,391,42,14,1467,58,20,78,1544,260,114,1917,927,330,46,18,1316,56,15,74,1387,281,113,1780,677,299,40,6,1022,35,17,53,1074,311,83,1470,353,241,32,9,629,22,16,38,670,402,74,1147,119,128,15,0,259,10,3,11,274,666,51,988,28,51,6,0,94,0,0,0,94,501,33,623,17,23,0,3,41,0,0,0,40,734,67,834,8321,3873,498,185,12871,650,334,988,13855,5408,1171,20437
LGA57770,51,20,14,82,26,12,0,0,44,0,0,3,47,10,0,56,31,10,0,0,43,0,0,0,43,4,3,51,31,16,3,0,50,3,0,3,56,12,7,73,34,11,3,0,51,3,4,6,54,17,4,75,21,12,4,0,40,3,0,3,42,30,3,74,10,8,3,3,24,0,0,0,23,53,5,89,3,0,0,0,3,0,0,0,3,47,3,54,3,0,0,0,3,0,0,0,3,36,5,48,265,124,19,9,419,5,9,21,437,258,82,778
LGA57840,2200,430,211,2842,1320,549,49,17,1940,85,46,126,2065,327,177,2568,1445,547,49,24,2069,93,31,123,2186,353,173,2707,1291,535,52,14,1899,90,28,118,2017,373,161,2551,1237,506,56,14,1816,70,54,123,1939,535,161,2629,768,536,66,9,1377,47,25,74,1454,909,165,2529,326,390,26,13,759,14,24,40,799,1256,143,2196,80,160,20,8,263,0,8,11,273,1073,123,1463,18,76,6,0,104,4,0,4,107,2420,433,2961,12789,7006,669,289,20757,820,791,1616,22372,10899,2615,35887
LGA57910,12505,2262,982,15753,7211,3292,311,153,10971,492,252,743,11710,1951,894,14555,6808,3134,234,134,10311,493,178,675,10986,1828,794,13607,6245,2723,224,112,9302,422,176,595,9906,1929,700,12533,5086,2561,284,106,8036,365,169,538,8574,2429,683,11689,3151,2296,228,71,5738,255,141,397,6139,3785,607,10530,1099,1409,109,36,2656,38,76,107,2769,6013,577,9351,300,635,52,33,1019,16,21,35,1051,5784,520,7353,116,355,26,30,528,3,11,20,549,13424,1787,15762,63548,34873,3390,1615,103428,4678,3452,8126,111552,51482,11773,174807
LGA57980,1078,223,104,1404,609,230,20,10,865,56,16,74,940,174,68,1186,574,236,27,16,844,38,11,54,901,151,45,1096,589,243,18,7,855,28,12,44,897,129,75,1102,482,247,18,9,749,23,9,33,786,186,70,1044,330,233,20,8,585,11,13,26,612,364,82,1051,128,211,16,6,362,6,10,15,382,561,85,1025,38,98,10,0,147,0,3,3,155,548,64,768,14,57,0,3,79,0,3,3,77,1096,254,1425,5610,3156,297,142,9207,348,423,774,9980,5279,1251,16509
LGA58050,7474,1541,584,9601,4876,2032,200,124,7237,337,156,487,7723,1407,612,9740,5044,1891,221,135,7283,334,119,451,7732,1273,576,9584,4656,1635,204,99,6590,286,112,396,6988,1332,559,8874,3434,1433,216,73,5147,265,99,367,5514,1638,470,7623,1917,1217,166,51,3356,177,83,266,3620,2049,411,6080,630,607,56,25,1312,23,29,56,1371,3298,344,5014,141,277,16,8,439,8,9,11,455,2695,305,3448,49,98,16,14,173,3,3,4,177,4396,775,5349,40199,19658,2324,1166,63340,3638,2124,5763,69107,28743,7003,104850
LGA58190,23,5,4,31,9,3,0,0,9,0,0,0,14,3,3,20,18,10,0,0,25,0,0,0,25,3,3,36,21,5,0,0,26,0,0,0,26,0,3,32,14,3,4,0,20,0,0,0,23,3,9,31,4,0,0,0,4,0,0,0,10,6,4,16,5,3,0,0,6,0,0,0,6,9,4,21,0,0,0,0,0,0,0,0,0,16,0,21,3,0,0,0,5,0,0,0,5,16,0,21,109,47,6,0,169,5,3,9,182,86,42,308
LGA58260,27,5,6,30,20,7,0,0,33,0,0,0,32,0,4,34,17,3,0,0,26,0,0,0,29,5,0,37,22,9,0,0,31,0,0,0,31,3,0,33,20,5,0,0,31,0,0,0,31,10,3,44,17,7,0,0,25,0,0,0,27,14,3,41,16,3,0,0,18,0,0,0,22,17,7,44,0,4,0,0,3,0,0,0,3,23,8,37,0,3,0,0,3,0,0,0,3,30,3,32,189,59,9,9,264,9,4,14,276,137,35,452
LGA58330,145,32,26,199,94,40,5,0,144,15,3,17,158,42,16,218,170,60,12,3,250,13,3,21,272,56,35,360,186,79,21,3,280,17,8,25,304,73,32,417,170,95,18,7,289,9,14,20,306,107,44,458,98,68,18,0,182,8,8,18,200,163,46,408,44,65,7,3,120,5,0,5,124,303,50,476,15,24,0,0,39,0,0,0,39,205,28,263,9,16,0,3,27,0,0,0,27,236,34,300,1074,622,113,40,1846,114,49,161,2010,1407,366,3781
LGA58400,14,3,0,14,10,3,0,0,9,0,0,0,9,4,0,16,13,5,0,0,20,0,0,0,20,4,3,28,13,10,0,0,20,0,0,0,19,11,8,38,8,3,0,0,13,0,0,0,18,4,9,28,6,5,0,0,13,0,0,0,13,9,5,27,9,3,0,0,8,0,0,0,8,11,0,24,4,3,0,0,7,0,0,0,7,12,4,23,0,0,0,0,7,0,0,0,7,22,3,29,84,39,9,7,135,7,0,7,140,107,47,296
LGA58470,7,6,0,15,4,3,0,0,6,0,0,0,5,3,0,14,4,3,0,0,8,0,0,0,8,3,0,12,3,0,0,0,5,3,0,3,10,7,0,19,7,0,0,0,10,0,0,0,10,0,4,17,5,0,0,3,10,0,0,0,12,0,3,9,0,0,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,3,0,3,47,16,3,5,72,10,3,13,88,78,30,200
LGA58510,2306,374,251,2932,1166,461,39,15,1687,91,39,127,1817,284,188,2291,1018,393,26,20,1467,86,27,117,1581,272,192,2039,944,341,45,11,1336,68,24,95,1434,314,157,1905,738,304,36,13,1092,79,24,105,1197,378,158,1733,464,273,31,5,781,41,23,60,843,560,152,1551,175,178,21,6,383,8,12,17,401,770,116,1283,36,67,3,0,105,0,4,6,109,668,131,910,11,29,3,4,50,0,3,3,57,2006,483,2543,11084,5527,592,294,17489,936,713,1655,19143,8167,2944,30255
LGA58540,45,11,10,60,24,10,4,0,38,0,0,0,38,14,5,60,50,18,0,0,70,0,0,0,71,3,6,85,51,12,4,0,63,0,4,3,67,13,10,94,41,10,4,4,59,3,0,3,62,22,5,92,13,13,0,0,27,0,0,0,27,12,3,45,9,15,0,0,24,0,0,0,24,26,3,54,4,9,4,0,16,0,0,0,16,25,14,47,4,4,0,0,13,0,0,0,13,32,12,55,306,117,23,3,453,8,10,17,468,204,76,746
LGA58570,2437,340,261,3042,1280,541,49,16,1880,75,29,107,1992,283,156,2431,1197,448,45,29,1720,72,30,100,1818,260,162,2245,1049,385,44,13,1498,61,19,87,1580,264,149,1995,822,351,46,4,1229,63,30,96,1326,354,136,1817,433,287,35,11,766,26,26,49,818,516,105,1438,181,185,16,11,391,3,11,9,402,678,88,1168,37,72,6,0,115,0,6,12,122,536,57,713,17,35,4,0,64,0,0,3,65,1559,141,1756,12303,5606,631,239,18784,707,509,1218,20004,6483,2443,28927
LGA58610,73,12,6,93,48,26,3,0,80,7,0,7,83,11,8,104,49,26,0,0,81,4,0,7,85,15,7,109,63,24,3,0,88,4,0,4,99,30,14,142,54,29,8,0,95,3,0,3,101,35,24,163,42,37,3,0,85,3,3,7,90,53,12,152,18,18,8,0,39,0,0,0,42,99,14,160,9,6,3,0,16,0,0,0,15,79,13,112,4,3,0,0,8,0,0,0,8,154,29,187,437,256,40,12,745,40,10,51,796,565,165,1517
LGA58680,21,3,6,29,18,11,0,0,28,0,0,0,28,3,3,29,27,5,0,0,36,0,0,0,35,5,0,45,24,3,3,0,34,0,0,0,33,4,7,40,15,3,0,0,21,4,0,4,26,8,6,38,7,3,3,0,14,0,0,0,21,12,3,32,7,4,0,0,12,0,0,0,12,15,3,32,0,0,0,0,3,0,0,0,3,14,6,21,4,4,0,0,9,0,0,0,9,22,4,36,136,52,13,3,209,12,3,11,221,95,37,354
LGA58760,11162,2110,777,14044,7125,3179,330,168,10803,518,259,773,11579,1892,791,14259,7272,3028,294,169,10759,514,220,728,11494,1629,800,13921,5981,2412,277,161,8835,441,141,580,9419,1671,623,11709,4064,1944,231,109,6344,343,112,453,6794,2011,557,9364,2264,1388,197,58,3902,243,100,343,4248,2688,402,7341,713,792,102,26,1634,17,31,55,1692,4481,392,6563,126,291,19,10,450,12,17,27,478,3766,316,4564,54,123,15,11,195,4,7,8,210,6461,878,7547,54825,29195,3383,1693,89092,4979,3306,8285,97374,38957,8663,145001
LGA58820,152,44,25,217,109,43,5,3,163,8,11,21,184,29,24,227,138,61,8,7,214,8,0,14,225,53,23,296,130,64,14,6,219,5,11,15,231,68,20,326,111,58,18,0,186,10,4,13,201,83,26,311,62,57,16,0,133,12,4,13,148,120,35,304,30,26,3,0,64,0,0,0,64,198,36,295,8,9,0,0,19,0,0,0,19,143,24,179,10,3,0,0,17,0,0,0,18,275,92,389,953,517,111,50,1626,107,49,155,1785,1230,365,3375
LGA58890,30,3,6,40,24,12,0,0,38,0,0,0,42,6,3,50,33,23,3,3,60,0,0,0,59,9,4,68,33,14,3,3,56,0,0,3,56,10,9,69,36,22,0,0,62,3,0,3,63,13,6,80,21,19,0,0,37,0,0,0,38,13,3,61,18,13,0,0,30,3,0,3,31,26,4,63,5,7,0,0,12,0,0,0,12,13,0,26,10,3,0,3,15,0,0,0,15,47,0,69,237,145,12,11,411,21,3,25,431,167,51,651
LGA59030,28,4,4,32,7,8,0,0,19,0,0,0,19,3,4,22,11,4,0,0,16,0,0,0,14,0,4,20,18,0,0,0,17,0,0,0,17,0,3,26,16,0,0,0,23,0,0,0,23,3,4,26,11,3,0,0,13,0,0,0,16,7,3,28,5,3,0,0,8,0,0,0,8,4,0,11,0,3,0,0,4,0,0,0,4,4,3,12,0,3,0,0,5,0,0,0,5,8,3,14,126,32,3,7,169,4,0,4,176,45,38,259
LGA59100,32,5,9,41,10,11,0,0,27,0,0,0,26,8,3,38,21,9,3,0,30,5,0,5,36,7,5,49,34,15,0,0,50,0,0,0,53,8,7,70,30,16,3,5,50,3,0,3,46,11,6,69,21,8,3,4,29,0,0,0,29,10,7,45,14,12,0,0,23,0,0,0,23,17,5,45,8,9,0,0,17,0,0,0,17,25,0,41,3,7,0,0,8,0,0,0,8,44,7,59,213,115,15,12,353,16,0,16,368,160,49,576
LGA59170,43,10,0,54,33,14,3,0,53,0,0,0,52,0,9,62,39,17,0,3,53,0,0,0,53,6,6,60,25,13,3,3,44,3,0,3,52,5,7,60,50,16,7,0,72,3,0,3,78,18,4,99,31,16,4,0,55,0,0,0,59,24,9,89,11,11,0,0,29,0,0,0,29,8,3,44,13,5,3,0,20,0,0,0,20,33,7,60,3,8,0,3,13,0,0,0,13,40,6,62,335,152,31,7,519,8,0,12,533,176,70,776
LGA59250,51,12,17,87,35,3,0,0,34,0,0,3,42,12,16,59,25,7,0,0,30,4,0,3,36,13,7,53,28,9,0,0,34,4,0,5,39,10,11,59,18,0,0,3,23,0,0,3,24,9,8,43,13,4,5,3,25,0,0,0,20,5,8,37,13,3,0,0,14,0,0,0,17,8,3,31,3,0,0,0,3,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,8,0,9,307,37,18,8,371,13,16,25,401,130,126,660
LGA59310,65,20,0,80,46,23,0,0,70,0,3,4,73,9,10,91,45,18,0,0,65,0,0,0,69,10,3,86,51,18,0,0,72,4,0,3,81,17,5,103,50,8,4,3,67,3,3,5,74,19,0,91,50,25,6,0,76,0,0,3,84,33,0,113,16,21,0,0,31,3,0,3,37,43,7,82,4,8,0,0,14,0,0,0,14,41,3,58,8,7,0,3,15,0,0,0,15,56,3,71,430,200,24,18,672,30,14,45,710,294,44,1050
LGA59320,20,3,3,30,15,4,0,0,18,0,0,0,18,0,7,27,17,5,0,0,20,0,0,0,20,8,3,27,28,3,3,0,33,0,0,0,33,4,3,41,23,3,0,0,30,0,0,0,29,4,0,41,15,9,0,0,19,0,0,3,19,9,0,31,4,3,0,0,7,0,0,0,7,13,0,18,0,0,3,0,7,0,0,0,7,15,0,19,0,0,0,0,3,0,0,0,3,8,0,16,133,47,17,0,207,9,4,9,218,87,20,318
LGA59330,12,4,3,21,11,7,0,0,14,0,0,0,22,3,0,23,14,9,0,0,21,0,0,0,25,7,3,34,20,3,0,0,28,0,0,0,28,4,7,41,17,10,0,0,24,3,0,3,28,10,9,48,13,7,0,0,23,0,0,3,27,16,3,43,5,7,0,0,11,0,0,0,11,30,4,38,0,5,0,0,9,0,0,0,11,27,3,38,5,9,0,0,9,0,0,0,13,53,9,77,119,63,8,3,191,17,6,19,211,173,57,439
LGA59340,351,90,62,504,226,86,19,9,344,21,5,22,364,92,65,524,274,64,14,9,355,13,0,9,366,94,66,523,260,59,10,12,342,18,4,25,362,74,78,519,240,51,17,7,314,8,4,14,328,106,51,478,155,43,11,0,214,3,3,7,221,81,54,348,50,23,4,3,80,3,4,8,85,97,31,218,21,13,3,0,41,0,0,0,41,77,18,131,8,3,0,0,14,0,0,0,14,69,22,106,2362,637,159,76,3231,176,57,235,3468,1312,723,5511
LGA59350,14,0,3,21,17,4,3,0,18,0,0,0,18,3,0,27,17,0,5,0,23,0,0,0,25,4,3,32,13,0,0,0,20,0,0,0,20,3,7,29,5,9,4,0,18,0,0,0,18,4,8,27,16,3,0,0,15,0,0,0,15,4,5,31,0,0,0,0,4,0,0,0,4,8,0,8,0,0,0,0,3,0,0,0,3,0,0,4,3,3,0,0,3,0,0,0,3,3,3,9,143,32,19,7,194,0,0,3,194,52,60,302
LGA59360,55,11,9,77,46,13,3,0,60,7,0,7,66,13,15,89,54,20,8,0,82,7,0,7,88,8,17,113,64,20,3,3,87,6,0,6,100,13,26,132,56,18,0,0,71,0,0,0,75,12,21,108,24,9,3,7,39,0,0,0,44,18,6,74,19,12,0,0,36,0,0,0,36,45,5,83,8,0,0,0,11,0,0,0,11,23,3,40,5,3,0,0,7,0,0,0,7,55,13,75,427,128,35,20,605,39,4,43,646,237,164,1046
LGA59370,133,26,15,169,70,40,4,0,114,3,3,7,114,28,9,156,112,49,3,0,163,9,0,7,175,42,21,232,122,57,3,7,184,13,4,12,199,65,27,289,105,59,20,3,190,3,11,13,200,76,30,312,81,65,12,4,160,4,3,8,167,128,40,336,45,41,11,0,94,0,0,0,98,208,55,358,16,14,4,0,34,0,0,0,34,174,36,243,3,7,0,0,17,0,0,0,17,286,50,354,801,506,69,17,1401,52,32,88,1485,1169,335,2988
LGA59499,215,96,141,449,104,30,11,3,148,33,8,40,191,96,167,458,102,34,22,3,153,37,5,43,198,79,173,453,95,33,14,7,149,38,10,44,197,154,158,505,114,47,6,3,168,28,5,36,204,182,112,500,59,28,16,4,104,23,8,33,134,255,87,474,19,13,4,0,37,0,0,3,36,322,86,442,3,3,0,0,3,0,3,3,7,144,36,191,0,0,3,0,3,0,0,0,3,90,20,116,1143,431,140,60,1773,352,88,444,2215,1845,1490,5559
LGA59799,51,0,10,60,48,4,3,0,49,0,0,0,49,7,5,65,39,7,0,0,40,0,0,0,40,0,10,60,30,0,3,0,38,0,0,0,38,0,9,44,23,0,3,0,23,0,0,0,23,0,5,27,11,0,0,0,11,0,0,0,11,3,0,15,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,7,301,23,16,4,334,0,0,0,341,20,76,434
LGA60210,183,55,14,256,98,78,12,3,187,12,4,17,202,75,21,300,120,93,12,6,231,14,15,30,258,85,26,368,141,117,9,4,276,22,9,29,305,142,40,480,120,153,14,5,292,29,5,40,327,227,33,591,91,99,17,0,211,13,17,32,246,365,57,671,16,53,4,5,79,0,3,3,82,530,53,665,15,21,3,0,41,0,0,0,41,398,32,471,8,8,3,0,17,0,0,0,19,514,78,610,890,899,106,42,1933,156,78,237,2172,2651,424,5247
LGA60410,805,189,67,1061,509,248,31,12,795,30,12,42,838,195,68,1097,493,208,26,9,737,22,13,35,770,232,77,1083,415,186,33,13,653,17,4,25,671,239,46,954,392,188,33,8,621,12,13,20,642,337,55,1038,212,146,19,5,385,14,5,23,407,503,70,978,45,75,8,0,134,0,3,3,134,595,69,801,15,20,0,0,35,0,0,0,35,439,43,511,4,9,0,0,15,0,0,0,18,573,72,666,3929,2306,291,116,6636,377,198,574,7207,4578,841,12624
LGA60610,763,225,52,1042,511,248,23,9,798,51,20,69,865,215,64,1141,554,293,38,12,891,54,21,74,973,232,66,1262,577,286,40,10,920,40,18,56,977,294,82,1346,450,262,46,10,769,28,13,39,809,414,73,1294,273,215,24,12,531,15,14,36,564,496,78,1136,84,86,17,0,184,4,3,5,192,840,75,1103,25,37,3,6,66,0,0,0,69,693,68,828,5,22,0,3,28,0,0,6,35,1378,128,1539,4327,2870,335,134,7664,477,273,746,8410,6121,914,15446
LGA60810,804,195,49,1048,544,348,53,11,949,48,18,62,1017,176,54,1243,644,357,44,13,1059,37,24,57,1118,207,70,1389,737,373,61,22,1194,36,13,52,1244,319,94,1659,628,420,62,16,1131,34,15,50,1185,491,104,1776,330,294,41,10,680,25,29,50,731,755,84,1574,99,139,14,3,258,6,3,7,266,1200,95,1561,26,49,6,5,91,0,0,3,89,1024,75,1194,21,36,0,5,63,0,0,0,61,1737,199,2003,4920,3321,440,155,8839,410,242,654,9486,7213,1041,17742
LGA61010,99,20,8,126,39,21,4,0,65,9,0,12,74,29,4,111,57,29,0,3,87,6,4,11,96,34,8,139,67,42,0,4,111,3,0,3,111,54,18,181,53,30,8,3,92,3,3,5,97,77,14,190,48,33,0,0,82,6,3,5,89,90,14,195,25,18,0,0,45,0,0,0,44,148,28,221,14,9,0,0,24,0,0,0,26,99,9,135,4,8,0,0,13,0,0,0,13,123,13,158,481,277,36,29,823,54,25,72,894,763,139,1802
LGA61210,319,59,19,401,223,128,11,7,375,10,4,15,387,53,32,466,256,112,16,4,393,9,4,17,408,85,35,529,258,132,26,8,418,10,3,11,434,94,55,580,268,117,24,11,418,16,3,14,434,136,62,627,144,107,17,4,279,6,12,19,292,199,44,536,58,48,12,0,119,0,3,3,120,308,29,459,18,23,3,3,49,0,3,3,51,263,37,347,12,19,7,3,41,0,3,3,46,415,56,507,2146,1192,186,68,3595,115,67,185,3781,2036,488,6304
LGA61410,2619,544,112,3275,1751,937,71,22,2786,66,31,94,2883,497,127,3513,1902,894,83,35,2913,56,34,93,3008,506,166,3676,1910,851,107,28,2902,65,26,87,2985,565,172,3722,1733,909,113,30,2785,47,37,84,2872,928,188,3987,880,726,87,16,1713,35,29,56,1771,1656,168,3598,252,414,50,15,722,5,13,14,741,2587,156,3485,53,149,16,3,219,7,0,7,224,2215,172,2616,19,86,3,17,129,0,3,0,128,4389,380,4904,14176,9017,1044,337,24581,768,569,1338,25916,16937,2120,44973
LGA61510,394,128,23,542,256,152,22,15,441,24,14,37,478,122,31,627,285,151,15,15,468,23,3,30,497,168,41,700,303,152,24,9,490,17,6,27,518,213,39,768,284,154,22,9,472,19,16,28,497,248,52,793,142,104,17,5,261,19,6,29,289,343,49,682,52,57,6,11,121,0,3,3,127,515,59,694,16,21,3,0,41,0,0,3,43,374,40,454,7,5,0,8,26,0,0,0,24,618,93,731,2172,1402,181,111,3864,244,110,356,4221,3385,544,8149
