LGA_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,0,0,0,0,0,4,24,19,3,3,5,12,29,17,25,101,53,10,14,8,3,82,400,4,0,4,0,0,0,3,5,17,11,13,10,3,3,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,0,8,6,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,3,0,0,0,0,0,3,22,0,0,4,0,14,20,4,8,24,9,3,0,3,0,20,106,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,5,0,0,0,0,0,3,35,0,0,3,4,3,18,7,9,54,51,33,39,14,3,42,282,0,0,0,0,0,0,0,0,0,7,12,5,12,3,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA55110,0,3,19,46,0,46,3,8,8,4,0,0,0,0,9,149,15,28,103,210,41,266,62,49,54,16,0,4,0,0,111,964,0,0,0,0,0,3,3,0,3,0,0,0,0,0,49,60,11,37,162,363,50,551,215,163,268,83,22,22,10,0,297,2247,109,161,245,444,1559,1992,767,935,2994,1624,923,758,422,146,2181,15268,6,0,0,0,0,0,13,26,101,177,276,142,263,108,9,1126,0,0,3,3,3,18,23,44,66,34,31,8,14,7,5,262,0,0,0,0,0,12,16,64,199,199,161,108,125,28,17,917,0,0,0,0,0,6,5,10,30,37,37,21,27,9,6,194,0,0,3,0,15,17,56,71,196,172,39,182,28,4,27,812,7,3,13,18,22,102,85,92,99,37,9,18,8,4,20,543,0,0,0,0,0,10,6,9,23,17,0,30,0,3,3,110,4,0,0,0,0,0,3,4
LGA55180,0,0,3,10,0,6,0,0,0,0,0,0,0,0,0,24,0,7,14,29,6,38,5,10,8,4,0,0,0,0,15,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,24,70,9,76,31,22,31,4,0,0,0,0,45,318,20,32,41,85,195,281,170,200,593,238,115,60,24,10,353,2423,7,0,5,0,0,8,6,10,38,47,54,12,22,4,4,220,0,0,3,0,3,3,16,14,20,12,3,3,4,0,3,84,0,0,0,0,0,4,8,23,58,40,14,8,10,3,3,166,0,0,0,0,0,0,0,5,3,3,7,0,0,0,0,25,0,0,0,0,3,7,15,7,29,11,3,9,0,0,5,91,0,0,3,4,3,18,13,10,19,6,0,0,0,0,3,80,0,0,0,0,0,3,3,4,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,3
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,0,7,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,3,6,3,3,3,3,6,0,0,0,0,0,12,42,0,0,10,11,12,16,9,15,35,15,10,9,3,0,50,190,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,0,4,7,14,0,24,6,7,0,4,0,3,0,0,10,88,72,32,54,117,45,196,68,97,172,62,17,13,7,0,137,1103,0,0,3,0,3,3,5,4,0,0,0,0,0,0,25,40,83,52,105,210,64,499,333,321,692,280,98,106,36,9,415,3288,226,196,196,329,1016,1746,929,1215,4376,3144,2347,2517,1986,826,3498,24559,0,0,0,0,0,5,3,8,92,184,440,272,572,398,25,2001,5,0,8,3,6,20,29,60,95,66,57,33,49,24,6,465,3,0,0,0,3,7,15,37,197,188,228,182,322,91,17,1280,0,0,0,0,0,6,3,5,20,31,42,27,59,33,6,241,3,0,0,0,15,4,46,61,197,171,73,275,66,37,33,984,11,3,10,18,37,59,96,95,161,93,28,52,27,18,10,717,0,0,0,0,5,5,11,6,14,17,4,15,6,3,8,104,0,0,3,0,0,0,0,0
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,6,8,4,3,3,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,19,0,13,0,0,5,0,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,20,3,21,3,0,11,3,3,0,0,0,18,100,7,6,8,27,60,81,22,50,232,111,57,24,11,4,130,835,3,0,0,0,0,0,0,3,17,21,22,16,12,4,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,0,16,15,9,4,3,3,3,56,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,7,0,0,0,0,0,0,3,3,8,12,3,0,0,0,0,38,0,0,0,0,3,4,6,4,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,8,0,0,0,0,0,3,16,4,3,3,3,11,13,8,6,27,14,4,0,3,3,20,116,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,9,4,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,4,0,15,5,3,10,0,0,3,0,0,15,70,6,10,8,8,32,53,30,38,189,72,43,29,9,7,101,648,0,0,0,0,0,0,3,4,14,17,12,8,9,3,3,83,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,8,3,0,0,0,0,3,4,3,17,13,15,3,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,26,0,0,0,0,0,7,3,0,3,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,4,0,0,0,0,0,3,22,5,0,8,4,9,22,12,11,47,17,9,0,0,3,42,192,0,0,0,0,0,0,0,0,3,8,0,0,4,4,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,15,11,3,13,5,4,8,3,7,8,6,0,3,0,0,16,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,10,19,21,4,25,24,18,54,26,4,28,3,0,55,298,19,21,25,26,45,86,62,70,265,187,124,222,251,119,298,1821,3,0,0,0,0,0,0,3,9,15,41,25,42,42,3,178,0,0,0,0,0,0,6,0,10,7,3,4,11,11,0,51,0,0,0,0,0,0,0,5,22,13,24,9,27,12,3,114,0,0,0,0,0,0,0,0,11,0,5,0,3,5,0,23,0,0,0,0,3,0,5,0,8,18,3,24,4,10,3,78,0,0,3,3,3,3,4,3,16,8,4,7,3,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,11,0,5,16,18,8,4,0,0,15,89,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,10,5,0,8,6,21,4,18,43,10,8,5,3,0,29,163,0,0,0,0,0,0,0,3,11,3,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,3,3,0,3,19,14,15,18,32,15,7,0,3,3,29,166,0,0,0,0,0,3,0,0,4,7,3,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,0,3,16,0,14,3,3,3,0,0,0,0,0,7,53,12,12,41,73,16,97,25,33,37,10,4,0,3,0,48,411,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,18,15,18,64,136,15,241,123,123,213,80,19,20,12,4,160,1239,48,80,95,179,461,777,428,558,2076,1423,792,646,424,102,1452,9541,0,0,0,3,0,3,6,12,49,111,205,112,185,72,12,787,0,0,0,0,0,12,20,15,52,37,24,14,17,4,0,191,3,0,0,0,0,8,9,21,116,131,125,67,84,12,7,588,0,0,0,0,0,0,3,3,14,20,22,17,16,11,3,103,3,0,0,3,3,9,13,31,130,87,21,92,19,4,14,439,3,0,12,7,14,32,39,48,56,23,11,23,13,3,10,290,0,0,0,0,3,4,3,5,15,4,0,12,4,0,7,61,0,0,0,0,0,0,0,3
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,8,0,3,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,3,7,0,9,6,0,0,0,0,0,0,0,0,27,0,0,21,36,4,38,8,13,10,3,0,0,0,0,16,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,3,3,36,60,4,85,43,32,44,14,3,4,0,0,51,373,18,35,53,89,329,365,165,194,678,367,176,161,73,25,557,3293,5,0,3,0,0,3,7,12,18,40,54,24,54,20,0,233,0,0,0,3,0,4,10,19,14,13,8,0,3,0,0,84,5,0,0,0,0,3,3,14,39,47,36,25,26,0,0,207,0,0,0,0,0,0,0,3,8,7,4,0,6,0,0,41,0,0,0,0,3,0,6,10,39,27,9,46,5,3,10,161,0,0,3,3,5,20,24,13,21,6,0,0,0,0,6,112,0,0,0,0,0,4,0,3,7,7,0,0,0,0,0,40,0,0,0,0,3,0,0,0
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,5,6,5,5,0,0,0,0,0,3,42,3,7,6,13,30,46,31,22,90,29,10,4,5,3,42,336,0,0,0,0,4,0,0,3,7,8,3,5,4,0,0,32,0,0,0,0,0,7,6,4,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4,3,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,3,0,11,3,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,0,0,0,0,0,5,31,9,3,6,10,13,19,16,22,65,11,7,6,4,12,36,248,3,0,0,0,0,0,0,5,8,10,7,0,3,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,7,5,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,4,5,0,0,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,20,3,20,5,8,5,4,0,0,0,0,14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,11,23,4,34,17,23,26,7,0,0,0,0,29,180,10,14,17,30,77,129,75,98,330,145,80,40,15,12,169,1237,3,0,0,0,0,0,3,3,18,25,39,3,15,8,0,116,0,0,0,0,0,3,4,4,7,3,0,0,0,0,4,34,0,0,0,0,0,0,0,6,24,25,12,4,9,9,0,88,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,9,3,15,10,0,0,0,0,3,49,0,0,3,0,0,3,6,8,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,10,19,14,22,4,22,9,15,33,11,4,11,3,5,32,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,25,21,35,10,43,46,49,114,54,13,54,12,4,88,575,39,39,22,47,85,177,118,159,567,437,321,737,797,505,885,4939,0,0,0,0,0,0,0,0,13,12,36,23,79,99,3,271,0,0,0,0,0,7,3,5,13,10,11,11,19,15,0,93,0,0,0,0,0,0,3,3,18,38,27,27,69,33,0,223,0,0,0,0,0,0,3,0,0,4,5,6,11,12,0,37,0,0,0,0,0,0,6,6,19,16,14,78,30,22,7,200,4,3,3,0,4,6,14,16,29,14,14,24,19,12,5,173,0,0,0,0,0,0,0,0,7,8,3,3,3,3,0,23,0,0,0,0,0,0,0,0
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5,3,8,5,4,0,0,0,0,0,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,25,11,10,11,3,4,5,0,0,0,0,0,17,99,3,42,39,15,51,31,6,15,25,11,9,5,0,0,30,291,0,0,0,0,0,0,0,3,0,0,3,4,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA56730,0,0,3,16,0,15,3,0,0,0,0,0,0,0,3,40,0,4,19,49,9,56,6,13,15,7,0,0,0,0,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,10,26,80,12,107,31,31,51,13,0,3,0,0,51,416,17,29,41,101,228,315,154,164,580,269,133,61,36,15,387,2516,3,0,0,0,0,0,5,7,17,35,62,31,33,8,11,205,3,0,0,0,0,4,4,12,12,8,4,0,4,0,0,56,0,0,3,0,0,3,9,19,36,40,34,9,14,3,4,164,0,0,0,0,0,0,0,0,7,4,5,3,0,0,0,26,0,0,0,0,0,6,16,17,45,33,5,15,0,0,0,136,0,0,0,0,0,14,21,14,10,4,0,0,0,0,7,74,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0
LGA56790,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,5,0,5,0,4,3,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,15,0,27,9,7,9,0,0,0,0,0,13,91,20,23,19,23,88,122,59,58,189,60,35,17,7,5,167,897,0,0,0,0,0,4,4,4,16,12,11,4,4,5,3,76,0,0,3,0,0,3,0,4,3,3,3,0,0,0,0,18,0,0,0,0,0,3,8,12,19,5,4,3,7,0,0,69,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,17,0,0,0,0,0,3,4,3,5,3,0,0,0,0,0,31,0,0,0,0,3,4,6,7,0,0,0,3,0,0,3,29,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0
