LGA_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
LGA19399,12,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,46,43,22,12,235
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,75,3085,0,0,0,0,0,0,4,0,0,0,0,6,19,4,0,0,0,20,7,5,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,7,3,7,0,41,0,0,0,0,0,0,3,0,0,0,0,3,11,0,4,0,0,18,4,3,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,20,8,4,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,12,0,3,0,0,19,23,6,4,3,0,40,1845,535,520,248,81,3218
LGA20260,103,2717,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,8,3,5,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,20,5,8,3,0,34,4,0,0,0,0,4,6,0,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,15,3,0,0,0,18,14,0,0,0,0,15,1558,496,448,186,106,2796
LGA20570,811,22446,0,0,0,0,0,0,38,0,0,0,0,41,549,113,14,6,3,695,605,279,165,39,9,1108,91,96,146,66,36,437,31,6,0,4,0,37,1319,493,325,122,48,2310,0,0,0,0,0,0,25,7,0,0,0,38,144,31,9,0,0,188,59,20,11,0,3,98,5,0,3,0,0,10,5,0,0,0,0,11,244,63,28,3,3,337,4,0,0,0,0,4,15,0,0,0,0,15,12,0,0,0,0,15,19,3,8,0,0,31,6,3,3,3,0,12,0,0,0,0,0,3,52,9,16,3,0,84,41,20,17,4,0,81,11788,5249,5160,2190,858,25249
LGA20660,832,27131,3,0,0,0,0,3,52,8,5,0,0,70,1052,309,113,11,4,1494,819,585,390,91,38,1929,79,67,97,39,19,297,43,13,9,0,3,61,2047,981,613,149,69,3855,0,0,0,0,0,0,100,13,0,0,0,114,602,180,63,25,17,880,123,84,56,9,7,278,9,4,8,4,7,35,12,6,3,0,7,25,847,287,131,41,29,1339,0,0,0,0,0,0,5,0,0,0,0,8,7,4,0,0,0,7,6,6,0,0,0,11,0,0,0,3,0,6,0,0,0,0,0,0,15,12,4,3,0,33,36,16,8,6,3,66,13398,7309,7950,2828,930,32420
LGA20740,200,8078,0,0,0,0,0,0,17,0,0,0,0,17,96,12,9,0,0,111,54,17,14,3,0,86,12,0,4,0,0,18,8,0,0,0,0,8,187,25,22,8,0,241,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,24,17,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,54,0,0,0,0,0,0,14,0,0,0,0,10,22,6,0,0,0,35,3,0,0,0,0,5,0,3,0,0,0,3,3,0,0,0,0,3,42,10,0,0,0,53,19,11,9,9,3,42,4805,1521,1298,633,203,8468
LGA20830,522,12146,0,0,0,0,0,0,12,0,0,0,0,12,92,12,7,0,0,115,50,19,7,3,0,77,3,0,0,5,0,9,4,0,0,0,0,4,167,29,17,7,0,218,0,0,0,0,0,0,9,0,0,0,0,9,199,21,5,0,0,220,35,5,6,0,0,44,3,4,0,0,0,3,5,0,0,0,0,5,245,26,15,0,0,286,7,3,0,0,0,5,10,0,0,0,0,12,17,0,0,0,0,18,7,0,3,0,0,11,0,0,0,0,0,4,6,0,0,0,0,6,36,8,4,3,0,52,20,5,9,9,0,41,6203,2420,2378,1217,530,12743
LGA20910,538,18138,0,0,0,0,0,0,50,5,0,0,0,56,1148,343,113,11,0,1614,1331,695,610,82,16,2740,240,178,295,139,25,882,36,7,9,3,0,55,2803,1233,1027,232,40,5338,0,0,0,0,0,4,168,5,3,0,0,178,955,232,59,3,0,1248,280,124,83,17,3,511,13,13,27,12,4,59,20,5,0,0,0,23,1444,382,170,30,13,2033,0,0,0,0,0,0,9,0,0,0,0,8,54,12,0,3,0,69,12,10,4,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,76,23,12,3,0,119,45,26,32,5,3,110,10462,5231,6875,2570,591,25736
LGA21010,91,3488,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,52,7,0,0,0,65,15,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,70,14,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,14,15,7,3,0,0,23,2109,633,550,246,95,3635
LGA21110,1157,27906,0,0,0,0,0,0,72,7,3,0,0,84,1626,560,248,24,12,2467,1732,1075,1076,202,30,4123,279,251,473,223,53,1284,42,12,12,3,0,72,3761,1909,1812,453,103,8033,17,0,0,0,0,17,966,116,14,3,0,1099,2713,866,354,52,18,4007,359,208,166,36,11,776,27,23,30,16,4,97,59,6,5,5,0,78,4145,1220,573,113,29,6078,0,0,0,0,0,0,12,0,0,0,0,12,29,15,3,3,0,43,13,7,8,3,0,38,5,3,3,3,0,15,0,0,0,0,0,0,60,25,15,10,0,109,59,21,24,9,4,120,16546,8883,11038,4479,1290,42244
LGA21180,3578,40956,4,0,0,0,0,9,30,16,3,3,0,55,689,348,147,34,12,1240,1077,899,758,307,160,3209,190,201,230,161,144,913,49,34,31,14,3,133,2035,1507,1177,515,324,5561,6,5,0,0,0,7,135,37,6,3,0,173,356,244,123,35,8,773,118,128,113,57,30,442,10,5,7,3,9,37,22,18,15,0,3,53,641,438,263,101,48,1488,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,12,12,14,9,6,4,46,7,10,6,3,0,26,3,0,0,0,0,3,26,22,24,15,10,92,30,21,4,11,3,73,15794,11382,11506,5516,3961,48162
LGA21270,65,1505,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13,3,0,0,0,0,3,881,260,207,132,65,1547
LGA21370,371,9150,0,0,0,0,0,0,8,0,0,0,0,7,125,26,3,0,0,155,56,9,3,0,0,72,0,0,7,4,0,6,4,0,0,0,0,9,199,35,17,3,3,255,0,0,0,0,0,0,3,0,0,0,0,3,67,17,6,3,0,90,11,11,3,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,79,28,8,3,0,120,0,4,0,0,0,7,7,0,0,0,0,7,8,8,0,0,0,14,7,3,3,0,0,12,0,0,0,0,0,4,0,0,0,0,0,3,22,9,5,0,0,45,16,5,6,5,0,38,4957,1723,1701,843,371,9603
LGA21450,1363,23052,0,0,0,0,0,0,7,5,0,0,0,8,306,57,15,0,0,379,364,222,85,18,15,701,52,69,66,27,8,224,19,4,0,0,0,28,748,357,161,46,24,1339,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,8,0,0,3,0,16,3,0,0,0,0,3,0,0,0,0,0,0,35,8,3,3,0,40,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,9,3,3,4,0,0,6,5,3,0,0,0,11,0,0,0,0,0,0,33,4,3,0,0,41,19,12,7,4,0,52,9008,5450,5987,2703,1388,24530
LGA21610,5753,69835,3,0,4,0,0,6,43,6,0,0,0,60,899,218,114,25,3,1250,1054,757,578,180,88,2649,302,325,430,238,163,1462,51,23,14,7,9,105,2345,1327,1143,444,265,5522,0,0,0,0,0,0,11,0,0,0,0,16,169,49,22,4,0,247,55,45,13,8,5,132,5,5,14,3,0,27,3,0,0,0,0,4,249,100,44,16,10,422,0,0,0,0,0,0,9,4,0,0,0,11,12,9,6,0,0,36,12,13,6,4,0,38,6,6,6,4,4,22,5,3,0,0,0,7,38,35,19,13,7,110,28,25,24,10,3,90,23232,17172,20486,9056,6037,75980
LGA21670,119,3224,0,0,0,0,0,0,5,0,0,0,0,5,46,7,8,0,0,59,8,5,5,0,0,23,4,0,0,0,0,6,0,0,0,0,0,0,67,9,5,0,0,90,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,4,0,3,0,0,6,3,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,3,18,3,4,0,0,28,5,0,0,3,0,9,1918,635,468,229,122,3362
LGA21750,205,5027,0,0,0,0,0,0,5,0,0,0,0,5,48,9,5,0,0,63,24,8,3,0,0,44,0,0,4,0,0,4,3,0,0,0,0,3,81,20,16,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,11,3,0,3,0,0,3,3,0,4,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,13,4,6,0,3,28,15,7,3,0,0,28,2686,959,917,452,213,5216
LGA21830,184,3978,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,11,9,0,0,0,0,14,6,0,0,0,0,3,0,0,0,0,0,0,20,6,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,4,0,3,0,0,9,0,0,0,0,0,0,5,3,3,0,0,16,22,11,5,3,4,48,2132,716,671,379,189,4092
LGA21890,1032,23512,3,5,3,0,0,12,317,53,11,0,0,383,2448,1016,448,106,26,4045,1126,825,759,189,96,3000,86,109,186,91,41,511,59,32,25,11,8,130,4050,2039,1433,399,172,8083,9,0,4,0,0,15,611,68,8,0,0,689,1381,461,168,43,7,2055,118,95,53,13,14,298,5,5,3,7,3,26,43,10,11,0,0,57,2173,634,246,58,28,3137,0,0,0,0,0,3,12,0,0,0,0,17,47,19,5,0,0,76,13,13,4,7,0,41,3,5,3,4,0,9,0,0,0,0,0,3,76,38,18,11,6,144,55,21,20,4,3,103,15039,8112,7880,2719,1237,34989
LGA22110,317,11234,0,0,0,0,0,0,7,0,0,0,0,5,71,11,4,0,0,94,33,17,10,0,3,59,7,3,3,0,0,16,3,0,0,0,0,7,125,33,12,7,3,177,0,0,0,0,0,0,8,0,0,0,0,8,41,7,0,0,0,51,23,12,3,0,0,40,3,0,0,0,0,3,0,0,0,0,0,3,73,18,5,0,0,102,0,0,0,0,0,0,24,0,0,0,0,24,38,3,3,0,0,41,12,7,8,0,0,24,0,0,4,3,0,4,0,0,0,0,0,4,75,12,16,3,0,102,57,16,15,6,0,94,6794,1986,1808,799,327,11717
LGA22170,1187,30198,3,0,0,0,0,6,68,5,0,0,0,73,1166,274,61,13,3,1520,1036,532,278,66,21,1935,112,81,122,53,13,384,44,12,4,0,0,64,2427,913,473,133,38,3983,3,0,0,0,0,8,35,0,0,0,0,35,204,38,21,5,0,266,40,29,18,3,0,90,4,0,3,0,0,8,8,3,0,0,0,11,298,71,42,12,3,420,5,0,0,0,0,6,18,3,0,0,0,22,48,7,6,0,0,55,9,9,3,0,0,27,3,3,4,3,0,8,4,0,0,0,0,4,83,23,14,4,0,119,14,3,3,0,3,23,14614,8107,7745,3056,1235,34757
LGA22250,106,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,0,3,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,3,17,3,0,0,0,19,8,0,0,0,0,10,1568,450,391,233,107,2761
LGA22310,804,21163,4,0,0,0,0,7,92,6,5,0,0,97,1721,672,309,36,12,2755,1536,1114,1073,210,72,4008,255,251,436,247,75,1271,59,17,9,5,0,90,3668,2064,1840,501,171,8236,12,5,3,0,0,19,1057,167,32,5,0,1257,2248,906,421,45,21,3641,338,257,248,64,30,937,32,28,66,23,11,162,46,17,3,4,4,73,3729,1381,770,147,62,6090,0,0,0,0,0,0,12,3,0,0,0,11,25,5,11,0,0,38,9,6,6,0,0,28,4,0,0,0,3,6,0,0,0,0,0,0,49,21,20,0,4,88,40,15,22,15,3,92,14358,8021,9049,3198,1050,35674
LGA22410,128,4878,0,0,0,0,0,0,8,0,0,0,0,8,33,3,3,0,0,37,8,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,48,5,3,0,0,58,0,0,0,0,0,0,0,0,4,0,0,3,25,6,0,0,0,27,5,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,14,5,3,0,45,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,14,6,0,0,0,24,18,7,3,0,0,24,2741,916,878,369,128,5038
LGA22490,280,5770,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,3,3,0,0,8,0,0,3,0,0,8,0,0,0,0,0,0,4,5,10,3,5,18,9,0,3,0,0,11,2377,1052,1441,669,283,5817
LGA22620,1030,26682,0,0,0,0,0,0,37,0,0,0,0,43,427,80,31,3,3,542,235,118,50,9,0,418,18,9,15,3,3,53,17,4,0,0,0,20,734,215,104,18,10,1086,0,0,0,0,0,0,10,0,0,0,0,12,64,17,6,4,0,96,36,20,9,0,0,65,0,0,0,0,0,9,3,0,0,0,0,5,121,39,19,6,3,187,0,0,0,0,0,7,14,0,0,0,0,14,26,3,0,3,0,35,12,5,5,0,0,23,3,0,0,3,0,6,0,0,0,0,0,3,56,11,5,3,3,81,44,21,11,11,7,94,13361,5841,5385,2488,1050,28125
LGA22670,3010,27706,5,7,0,4,0,17,162,61,15,0,0,239,1182,753,497,149,70,2652,519,520,460,218,159,1866,69,88,84,86,70,397,55,31,27,21,17,144,1991,1454,1085,469,315,5315,3,3,0,0,0,10,208,58,13,3,3,290,883,574,310,94,24,1882,168,153,137,47,36,543,12,17,13,21,12,82,46,12,12,0,0,77,1320,822,488,174,76,2878,3,0,0,0,0,4,15,0,0,0,0,17,7,0,0,0,0,15,21,24,14,5,12,76,7,7,10,4,6,37,8,3,5,0,0,15,63,37,29,18,20,161,28,19,8,6,3,60,11876,8765,8042,4003,3430,36124
LGA22750,1855,54548,3,0,3,0,0,3,165,17,7,0,0,179,1401,310,63,13,4,1790,896,366,211,44,20,1535,108,80,89,45,23,349,52,9,8,0,0,69,2624,774,378,111,50,3933,3,0,0,0,0,4,66,14,0,0,0,80,349,95,26,0,0,469,116,49,30,12,0,209,12,7,8,0,0,28,15,8,4,0,0,25,555,175,68,15,3,808,6,0,0,0,0,8,19,0,0,0,0,19,38,9,7,0,0,54,16,12,20,0,0,55,16,12,33,22,11,95,3,0,0,0,0,3,99,33,61,26,11,229,79,36,30,8,3,154,27640,12595,12400,5121,1924,59672
LGA22830,763,14729,0,0,0,0,0,5,41,10,0,0,0,51,328,115,44,17,10,509,100,46,20,9,10,182,24,10,10,3,7,56,20,3,5,0,3,28,517,185,80,25,26,834,0,0,0,0,0,0,0,3,0,0,0,3,12,11,3,3,0,30,4,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,14,9,3,0,45,3,0,3,0,0,7,30,0,0,0,0,30,25,7,3,0,0,38,4,4,3,0,3,16,3,0,0,3,3,7,9,3,0,0,0,12,72,15,9,3,4,102,22,4,5,3,0,34,7111,3205,3129,1506,796,15752
LGA22910,89,3612,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,16,8,0,0,0,27,74,19,16,6,3,111,29,12,10,10,5,64,3,0,0,0,0,3,124,41,25,15,4,210,27,11,7,4,3,51,2186,715,630,278,103,3912
LGA22980,42,1384,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,22,6,4,3,0,33,5,3,6,4,0,14,0,0,0,0,0,0,38,10,13,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,8,11,0,0,0,0,19,843,254,219,117,46,1480
LGA23110,711,16435,4,0,3,0,0,9,47,5,0,0,0,54,1000,312,124,28,0,1462,1355,823,732,123,57,3086,227,261,369,197,69,1125,35,17,8,3,0,66,2664,1417,1238,349,127,5795,0,5,0,0,0,5,63,8,3,0,0,76,397,133,48,18,0,596,93,65,39,13,3,218,5,4,0,0,0,13,15,8,3,0,3,22,574,223,95,28,7,933,0,0,0,0,0,0,4,0,0,0,0,4,23,7,5,0,0,29,7,11,4,3,0,19,0,0,0,0,0,4,0,0,0,0,0,0,29,11,9,3,0,55,24,15,17,0,3,54,9540,5460,5470,1954,847,23279
LGA23190,145,4850,0,0,0,0,0,0,9,0,0,0,0,9,57,8,4,0,0,68,38,5,3,0,0,42,0,0,0,0,0,6,5,0,0,0,0,5,111,11,3,4,3,137,0,0,0,0,0,0,3,0,0,0,0,3,54,13,4,0,0,67,15,7,3,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,69,15,9,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,15,10,0,3,0,0,13,2606,945,967,441,149,5110
LGA23270,4246,43557,3,0,0,0,0,12,40,10,3,0,0,57,641,316,153,46,8,1165,672,580,490,216,113,2074,61,84,112,99,75,427,33,15,15,9,10,83,1464,1001,773,365,209,3809,0,0,0,0,0,3,34,6,0,0,0,39,259,131,87,23,3,505,196,150,126,72,36,588,9,11,9,5,8,40,6,11,9,3,0,30,512,305,233,104,52,1201,3,0,0,0,0,3,9,0,0,0,0,9,11,3,0,0,0,17,24,20,11,9,12,70,4,3,4,9,3,22,3,0,3,0,4,9,56,24,18,20,20,133,31,18,21,6,13,79,14641,10993,12246,6386,4530,48787
LGA23350,142,4111,0,0,0,0,0,0,3,0,0,0,0,3,8,3,0,0,0,15,6,6,3,0,0,18,3,0,3,0,0,4,0,0,0,0,0,0,25,6,7,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,39,5,0,0,0,39,11,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,53,13,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,4,3,0,0,0,13,3,0,0,0,0,3,15,7,0,0,0,24,15,11,0,0,0,30,2199,800,789,332,147,4262
LGA23430,988,27225,5,0,0,0,0,13,101,17,3,0,0,121,2074,678,273,39,8,3073,2051,1241,988,211,55,4553,251,209,363,166,49,1034,76,16,13,0,7,111,4553,2156,1650,421,115,8905,3,0,0,0,0,6,234,27,3,0,0,259,1565,478,167,37,3,2242,463,305,183,37,7,997,24,25,35,18,3,102,31,11,4,0,3,53,2321,844,389,86,14,3657,0,0,0,0,0,0,15,0,0,0,0,12,44,7,3,0,0,58,13,7,5,3,0,33,3,0,4,3,0,5,0,0,0,0,0,4,75,20,12,8,0,118,54,24,23,12,3,113,16409,9238,9737,3512,1120,40014
LGA23670,1571,37148,3,0,0,0,0,3,34,3,3,0,0,41,1002,206,78,10,5,1300,794,488,341,71,26,1720,145,113,151,69,44,523,48,6,5,0,0,61,2018,816,573,158,74,3638,3,0,0,0,0,3,36,3,3,0,0,40,269,51,8,3,0,337,90,40,16,3,3,149,0,0,3,0,0,8,10,0,0,0,0,7,398,95,34,6,3,542,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,0,0,27,25,10,7,8,4,51,13,14,18,13,4,49,5,0,3,0,0,9,71,24,27,19,5,141,27,14,8,4,0,57,15507,9741,10640,3990,1654,41525
