LGA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
LGA18200,6,8,0,3,6,11,0,7,69,28,17,6,7,8,4,183,0,0,0,0,3,7,3,3,7,3,0,0,0,3,0,27,3,0,0,0,4,13,0,13,48,11,0,3,5,0,4,102,0,0,0,0,0,8,0,0,9,4,0,0,0,0,0,28,3,0,0,0,0,7,9,7,14,7,0,0,0,0,4,62,0,7,0,0,3,11,3,4,8,0,0,0,0,0,0,36,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,3,3,114,43,10,8,25,3,5,0,0,0,11,260,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46,54,15,35,10,11,131,94,37,48,181,50,30,15,14,12,72,763,3,0,0,0,4,11,0,12,37,30,30,5,12,4,24,180,0,0,0,3,0,0,0,0
LGA18230,3,3,6,0,12,40,11,30,376,256,138,82,57,14,23,1051,3,12,0,0,14,29,4,17,61,12,6,4,0,3,3,173,3,5,3,3,13,34,25,59,255,92,33,20,26,7,11,590,0,0,3,0,0,6,4,5,49,22,16,5,4,3,6,127,3,0,0,15,0,55,73,73,100,32,13,13,4,0,27,428,0,3,10,13,24,59,43,22,44,13,3,0,0,0,14,237,0,0,0,0,9,5,13,5,7,0,0,4,0,0,5,55,0,0,0,0,3,0,0,4,21,5,7,3,7,0,4,58,29,48,26,18,594,302,50,52,138,20,7,6,3,8,76,1379,4,4,0,0,24,14,8,3,6,6,0,0,0,0,294,362,45,79,46,52,688,549,226,271,1072,448,237,139,99,32,466,4458,3,3,6,3,3,18,13,20,277,282,231,126,95,28,157,1263,0,0,0,0,0,11,13,19
LGA18250,9,0,0,0,3,9,3,7,223,248,382,365,561,343,23,2167,0,0,0,6,12,26,6,10,51,31,23,15,23,8,3,200,0,3,0,0,5,16,9,30,159,132,85,85,114,40,10,691,0,0,0,0,0,8,3,3,26,14,16,28,33,13,12,148,0,0,0,3,0,26,54,51,145,87,35,158,52,27,19,660,0,10,12,12,7,44,23,28,87,33,17,25,20,18,12,341,0,0,3,0,3,0,7,4,8,3,4,8,5,3,5,58,0,0,0,0,0,0,0,0,13,4,3,10,16,8,7,56,81,64,21,14,291,189,45,83,285,100,57,42,44,44,55,1421,3,3,0,0,13,8,7,4,5,0,4,5,3,0,394,442,92,85,35,36,331,325,155,221,992,662,616,725,871,498,531,6185,3,0,0,0,0,15,12,10,124,137,179,171,313,453,155,1583,0,6,4,3,4,9,9,11
LGA18350,0,5,0,3,7,20,5,15,232,174,123,84,58,29,13,768,3,6,3,3,9,41,7,28,80,29,16,11,9,3,6,256,0,3,4,0,5,23,23,44,248,117,81,44,48,6,15,662,0,0,0,0,3,7,0,3,35,10,9,6,3,0,5,97,3,0,3,0,6,38,59,57,108,45,18,40,6,3,24,414,0,4,7,18,10,70,41,40,77,15,15,19,10,7,10,345,0,0,0,4,3,9,5,11,20,6,4,5,4,0,6,71,0,0,0,0,0,4,0,0,12,8,7,3,4,3,8,46,42,55,22,29,522,436,104,130,378,92,44,38,29,22,79,2018,3,3,0,0,10,9,0,0,8,3,0,0,0,0,291,330,53,74,43,57,578,651,250,328,1199,505,315,250,173,78,452,5002,0,0,0,3,4,14,8,23,159,164,141,107,88,35,127,874,0,4,0,0,0,15,10,17
LGA18400,7,0,0,0,3,17,6,9,241,190,206,102,66,21,10,880,0,7,0,0,4,18,3,15,36,22,4,4,3,0,3,121,4,3,0,0,3,18,14,23,175,107,71,25,20,4,3,473,0,0,0,0,0,3,8,3,31,20,13,7,4,0,10,109,0,0,0,6,3,22,54,60,156,57,10,30,5,0,29,444,0,0,8,12,10,35,25,17,38,7,3,0,0,0,11,175,4,0,3,0,0,3,13,3,10,4,0,4,3,0,3,47,0,0,0,0,0,0,0,0,7,10,8,0,3,0,7,36,26,46,23,25,396,227,54,53,104,14,16,4,9,6,35,1014,0,8,0,0,14,9,0,4,12,0,0,0,0,0,185,221,42,66,36,47,432,357,175,192,809,423,330,178,112,35,296,3526,0,3,0,3,3,15,4,14,184,244,238,182,150,51,184,1277,0,0,0,0,0,11,4,19
LGA18450,3,0,0,0,12,34,11,33,679,734,771,432,324,92,47,3188,3,4,4,8,19,69,22,50,176,70,37,20,19,0,7,514,5,3,3,3,9,39,65,134,713,432,242,129,134,17,36,1967,0,0,3,0,0,15,10,22,93,75,65,46,27,4,18,385,11,5,9,11,9,127,238,215,551,221,54,140,36,4,75,1707,4,19,30,38,73,210,102,96,175,38,21,19,6,3,23,856,0,0,3,5,3,28,28,19,64,23,4,9,3,0,13,217,3,0,0,0,4,5,3,3,35,18,16,9,3,3,9,107,145,289,113,79,3406,1874,286,290,864,115,39,22,24,13,242,7790,8,8,0,4,109,53,0,7,37,4,0,4,0,4,974,1219,190,340,172,155,3640,2447,770,880,3385,1730,1249,828,571,147,1442,17950,12,3,8,0,6,21,17,54,507,683,764,564,497,220,443,3787,0,3,3,5,10,45,20,65
LGA18500,3,0,0,0,0,3,0,4,108,165,238,237,520,434,21,1746,0,3,0,0,0,12,0,14,41,34,26,26,41,37,14,254,0,0,0,0,0,5,6,17,101,81,79,99,177,76,12,669,0,0,0,0,0,0,3,4,21,22,18,24,38,28,8,159,0,0,0,0,0,7,13,19,69,52,39,139,71,59,21,486,0,3,3,3,7,24,10,20,66,37,33,47,63,38,17,366,0,0,0,0,0,0,4,0,7,7,3,11,4,9,3,56,0,0,0,0,0,0,0,0,9,9,5,7,14,12,11,75,34,28,13,8,82,99,16,39,199,97,76,102,100,133,55,1063,0,0,0,0,3,4,0,3,9,7,5,3,5,6,457,502,43,37,23,19,96,162,59,118,624,504,529,690,1028,835,617,5373,3,3,0,0,5,3,0,0,32,56,92,82,187,306,135,907,0,0,0,0,0,3,7,6
LGA18710,4,3,3,0,7,15,4,5,83,67,83,39,73,27,14,429,0,0,0,0,0,8,0,4,31,8,3,3,5,3,3,77,0,0,0,3,3,12,4,17,65,35,28,16,22,0,3,208,0,0,0,0,0,7,0,4,10,13,4,4,8,0,0,57,0,0,0,0,3,10,10,14,47,20,8,19,9,3,6,154,0,0,4,7,6,13,11,8,23,12,7,3,3,0,3,97,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,23,14,22,6,5,108,50,22,20,61,3,4,4,3,3,15,342,4,0,0,0,0,3,0,0,0,0,0,0,0,0,100,110,21,23,13,14,130,130,59,80,331,166,143,90,117,43,153,1518,0,0,0,0,0,3,0,3,47,64,73,71,72,46,64,433,0,0,0,0,0,6,3,4
LGA19399,0,9,0,0,5,11,3,3,20,8,3,4,3,0,3,62,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,5,4,3,3,15,16,9,10,31,13,3,3,3,3,21,136,0,3,0,0,5,3,0,3,8,3,3,0,0,0,14,46,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,6,6,0,3,5,14,3,11,103,48,33,13,6,0,8,261,0,0,0,4,10,20,7,11,33,5,0,0,0,0,0,86,0,0,0,3,5,10,11,22,73,35,13,5,6,0,3,184,0,0,0,0,0,3,3,3,19,0,4,0,0,0,0,39,0,0,3,5,0,16,23,13,24,11,3,0,0,0,3,101,0,0,0,9,6,28,13,3,15,0,0,0,0,0,3,92,0,0,0,0,3,6,0,3,6,0,0,3,0,0,0,23,3,0,0,0,3,3,3,0,9,8,0,0,0,0,0,24,6,24,6,5,221,150,30,26,70,7,3,3,3,0,18,581,0,6,0,0,11,3,0,0,0,0,0,0,0,0,93,112,20,34,12,28,260,250,88,85,350,117,67,30,13,5,136,1505,0,3,0,3,7,16,4,3,62,61,28,16,14,5,42,265,0,0,3,0,0,3,3,7
LGA20260,3,3,0,0,3,17,4,8,129,62,36,22,4,0,3,287,0,0,0,0,3,8,3,5,21,5,3,0,4,0,3,53,0,0,0,0,0,14,21,24,75,34,7,3,7,0,0,193,0,0,0,0,0,4,0,3,12,6,3,0,0,0,0,31,0,0,0,0,4,22,23,16,26,3,0,3,0,0,12,117,0,0,0,3,8,20,10,5,15,0,0,0,0,0,3,70,0,0,0,0,0,3,3,0,9,0,0,0,0,0,4,22,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,14,4,14,9,14,210,124,31,25,58,5,3,3,0,0,27,528,0,0,0,0,6,3,0,0,3,0,0,0,0,0,55,80,11,19,12,22,235,228,100,92,351,115,56,34,17,5,112,1403,0,0,0,0,3,9,6,3,73,57,29,17,6,5,41,256,0,0,0,0,0,6,5,6
LGA20570,9,3,0,0,9,34,10,28,660,522,326,123,69,21,25,1832,0,5,3,4,13,47,17,25,83,24,11,6,3,3,5,250,0,3,0,9,3,55,39,110,521,197,83,36,44,9,30,1145,0,3,0,0,3,16,7,9,83,39,23,9,3,4,10,219,0,3,0,10,12,97,137,148,213,52,12,22,10,4,43,770,3,9,18,18,52,145,52,46,67,13,4,0,3,3,14,455,0,0,0,0,7,17,9,13,21,4,0,0,0,0,3,84,3,0,0,0,0,5,0,5,23,19,7,0,4,0,8,64,32,71,30,31,1094,706,150,136,364,44,21,11,12,14,137,2857,3,3,0,0,32,30,4,3,18,4,0,0,0,0,443,537,54,101,56,76,1225,1154,432,516,2051,915,482,215,145,63,723,8210,6,0,5,0,4,23,17,28,338,385,315,167,110,44,202,1637,0,0,0,0,4,22,13,33
LGA20660,7,6,0,0,3,17,4,21,456,662,664,403,280,75,47,2641,3,7,5,3,13,32,18,24,131,51,29,16,11,7,6,350,0,0,0,3,0,32,38,90,516,304,169,77,100,10,36,1387,0,0,0,0,7,9,9,15,75,55,39,31,23,7,12,284,5,0,3,9,5,77,132,144,331,105,37,97,26,4,39,1011,3,17,10,21,29,146,58,70,132,37,22,7,11,0,24,584,0,0,3,0,6,24,12,13,29,13,9,3,4,0,3,125,0,0,0,0,3,6,0,3,22,17,14,6,6,3,11,95,80,125,28,46,1149,853,208,233,587,97,54,41,16,23,163,3696,3,13,3,3,37,30,7,7,15,5,0,0,0,0,564,701,102,171,66,85,1246,1226,484,617,2304,1349,1029,678,478,134,905,10867,0,6,5,0,4,26,15,17,281,464,551,423,439,252,350,2831,0,3,0,0,8,22,18,34
LGA20740,0,7,0,3,7,21,4,18,159,101,56,21,17,3,11,426,0,3,0,0,9,32,14,12,53,6,7,3,6,3,6,166,7,0,0,0,4,20,14,42,173,68,28,12,6,0,10,403,0,0,3,0,0,0,7,10,19,6,8,3,3,0,7,68,0,0,0,3,6,35,37,39,66,20,12,12,5,0,16,253,0,7,12,10,14,84,30,28,33,10,3,4,0,0,0,239,0,0,0,0,0,7,4,6,3,3,0,0,0,0,0,33,0,0,0,0,3,3,0,3,6,3,0,0,0,0,0,19,22,50,18,14,654,420,79,78,195,29,10,3,4,4,83,1650,3,4,0,0,22,16,3,5,9,7,0,0,0,0,201,257,37,72,27,35,722,638,195,233,728,252,116,57,43,10,342,3517,0,0,0,3,0,18,5,9,111,70,54,28,12,11,62,389,0,0,0,0,3,18,9,13
LGA20830,12,3,0,0,18,38,7,23,255,168,141,53,46,11,26,800,4,4,3,3,12,39,3,13,64,18,3,0,3,0,3,172,5,3,0,0,8,39,24,36,236,124,34,26,21,5,19,593,0,0,0,0,4,7,12,3,30,24,12,7,4,0,5,110,0,8,3,3,8,39,73,56,98,32,5,20,8,0,22,375,0,4,4,8,29,57,25,17,52,10,0,4,3,0,10,235,0,0,3,0,3,7,6,5,15,3,0,4,0,0,4,54,0,0,0,0,0,3,0,0,19,6,6,3,0,0,10,56,37,37,24,15,529,313,52,64,185,22,12,5,0,7,59,1353,0,0,0,3,15,20,4,3,10,0,0,0,0,0,179,245,54,66,37,36,623,564,210,225,973,396,218,123,78,25,333,3976,4,11,5,0,11,19,11,19,161,164,137,85,63,20,130,832,0,0,0,0,4,5,4,19
LGA20910,5,0,0,3,0,12,3,19,182,270,371,295,389,228,22,1806,3,3,0,4,11,29,14,13,102,51,31,18,48,20,8,353,3,0,4,4,3,12,13,36,266,198,146,132,180,41,25,1059,0,0,0,0,4,5,5,6,32,33,27,17,25,16,9,188,5,5,0,3,4,23,38,52,191,87,48,192,76,27,42,793,0,9,8,12,20,62,43,44,142,59,23,43,49,17,20,544,0,0,0,0,5,4,3,9,17,15,3,8,9,3,10,84,0,0,0,0,0,3,3,0,20,11,11,5,12,7,8,84,52,91,27,28,551,457,108,180,574,184,120,93,68,51,124,2709,0,0,0,0,22,10,4,3,17,3,3,4,4,0,482,563,71,109,35,56,618,620,242,363,1539,911,783,807,865,409,749,8185,7,4,0,0,0,13,12,17,142,194,297,293,530,421,296,2227,0,0,0,0,0,13,6,13
LGA21010,6,3,0,4,4,24,6,10,142,65,43,13,15,5,8,336,0,0,0,0,0,17,0,8,37,0,3,0,0,0,0,68,0,3,0,0,0,13,14,19,87,31,14,9,4,3,3,208,0,0,0,0,0,0,5,3,20,11,3,0,0,0,0,41,0,0,0,0,3,25,23,20,37,11,0,3,0,0,8,128,0,0,3,7,9,28,7,15,16,3,0,3,0,0,3,93,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,19,0,0,0,0,0,3,3,0,3,5,0,0,0,0,0,16,4,14,5,15,230,169,48,24,78,13,4,0,3,0,18,625,0,0,0,0,4,10,3,3,5,0,0,0,0,0,111,133,12,23,19,27,265,285,107,111,418,131,68,24,28,11,144,1675,0,0,0,0,3,12,7,12,66,73,52,27,10,4,36,299,0,0,0,0,0,0,3,10
LGA21110,7,7,0,0,3,14,13,19,378,561,781,587,718,390,55,3527,4,14,3,5,27,49,21,36,154,72,49,37,58,30,8,561,6,0,0,0,3,23,25,77,397,302,194,162,296,77,33,1610,0,0,0,0,3,7,8,6,53,48,44,36,51,21,17,298,0,3,3,7,0,51,74,90,309,151,64,247,111,50,36,1208,4,13,21,32,25,85,46,52,208,92,47,59,69,33,18,787,0,0,0,3,3,9,6,10,27,27,17,17,9,10,6,132,3,0,0,0,0,5,3,3,23,13,11,14,27,24,12,138,128,136,40,42,688,599,144,207,820,313,219,135,140,101,141,3856,3,5,3,0,16,20,0,8,29,4,9,3,0,3,779,893,156,176,75,98,773,854,341,504,2399,1580,1434,1301,1472,737,1097,13005,8,4,3,0,12,26,13,42,298,386,507,546,980,868,514,4199,0,5,8,3,11,28,13,34
LGA21180,9,0,3,3,9,47,10,27,804,677,450,158,88,15,47,2355,3,4,3,3,14,34,12,31,89,14,12,3,3,3,10,234,3,0,3,3,7,30,49,122,512,191,82,40,29,4,22,1094,0,0,0,3,0,13,7,19,78,59,37,7,3,0,25,255,14,3,4,33,8,219,276,245,369,89,26,34,4,3,93,1420,6,24,29,41,50,169,63,51,61,6,0,3,3,0,25,532,4,0,4,0,5,34,23,12,27,7,0,4,0,0,25,156,0,0,0,0,0,4,3,6,30,19,13,0,3,0,10,98,154,333,94,56,2692,848,131,108,350,22,10,6,4,12,223,5041,11,11,5,0,73,43,13,7,19,7,0,0,0,3,620,809,207,381,144,138,2861,1421,582,631,2341,1098,630,252,143,42,1111,11991,21,9,0,3,13,45,18,62,966,973,790,412,326,116,435,4189,7,6,7,4,18,58,33,60
LGA21270,11,3,0,3,8,20,3,6,63,28,12,3,4,3,7,176,0,0,0,0,5,6,7,0,10,4,0,0,0,0,0,40,0,4,0,0,4,12,8,15,46,16,3,3,0,0,3,117,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,22,0,0,0,4,3,19,9,8,16,0,0,0,0,0,3,62,0,0,3,8,10,16,7,3,6,0,0,0,0,0,3,60,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,17,7,14,0,0,141,77,12,5,34,0,0,0,0,0,16,302,0,0,0,0,3,4,0,0,0,0,0,0,0,0,48,62,19,24,6,16,181,167,45,39,190,56,20,10,3,4,83,869,3,0,0,7,5,14,8,8,38,28,12,4,9,3,20,167,0,0,0,0,0,0,0,3
LGA21370,11,12,0,3,22,49,9,25,318,203,128,45,21,12,30,885,0,0,0,0,3,27,6,16,59,6,3,0,0,0,8,141,4,5,3,3,7,37,24,54,292,72,33,14,3,6,15,581,0,0,0,0,3,7,8,10,34,13,9,3,4,0,12,99,3,3,6,8,6,41,63,43,86,25,9,6,4,0,19,327,0,5,7,11,23,91,26,27,43,11,0,0,0,0,6,249,0,0,0,0,4,12,5,5,8,4,0,0,0,0,6,56,0,0,0,0,0,3,3,0,14,12,0,0,0,0,3,46,27,40,13,9,631,367,49,56,189,17,11,0,0,8,54,1474,8,4,5,0,22,11,3,4,9,3,3,0,0,0,217,283,51,67,39,42,723,645,195,248,1067,357,196,75,39,25,368,4139,8,7,3,3,11,41,17,31,212,196,110,64,35,12,130,887,0,0,0,0,0,3,9,19
LGA21450,10,7,5,0,13,23,3,27,402,364,241,83,62,20,37,1294,0,0,5,0,11,43,13,23,65,23,4,4,3,4,3,210,3,3,3,3,4,36,34,59,352,169,88,20,23,7,32,828,0,0,0,3,0,10,9,9,62,32,15,6,3,0,7,155,0,0,0,3,3,49,84,88,164,43,9,38,6,5,43,542,0,6,10,18,24,67,36,31,50,7,0,3,3,0,10,273,0,0,3,0,3,5,11,12,16,0,0,4,0,0,8,54,0,0,0,0,4,0,0,3,20,12,0,0,0,3,10,50,29,54,22,13,553,339,71,57,161,17,13,5,3,7,61,1412,3,10,0,0,21,9,3,0,9,0,4,0,0,0,256,310,49,77,44,45,644,586,266,306,1296,677,374,154,104,41,460,5134,4,3,0,0,6,18,8,24,270,336,287,157,114,42,194,1451,0,0,0,0,4,25,10,32
LGA21610,18,4,0,5,9,39,16,75,1617,1422,936,295,189,36,91,4760,5,8,0,5,28,67,27,36,185,49,12,6,4,0,9,447,3,6,0,7,7,50,89,194,968,428,199,69,53,11,81,2161,3,3,0,0,12,22,16,33,172,97,56,17,15,4,24,466,11,3,9,18,8,201,388,351,589,151,38,64,15,3,100,1949,3,9,31,40,64,209,109,90,131,14,6,10,0,0,28,752,3,0,0,0,4,30,27,20,41,16,3,8,0,0,26,185,0,0,0,0,0,3,5,5,61,40,24,0,6,0,20,168,147,205,76,38,1894,971,195,190,429,55,22,13,9,18,155,4418,14,20,3,0,73,34,18,16,42,11,3,3,3,0,728,963,205,251,125,121,2106,1626,890,1003,4238,2275,1301,489,293,73,1261,16260,12,23,3,3,6,39,44,90,1492,1673,1242,631,463,167,713,6611,0,3,0,5,16,54,46,77
LGA21670,3,3,3,0,8,12,7,10,95,27,14,4,3,0,4,186,0,0,0,0,9,5,3,8,17,3,0,0,3,0,0,45,3,0,0,3,3,4,10,19,67,18,7,3,3,0,10,151,0,0,0,0,0,4,5,4,11,3,3,0,0,0,3,26,0,0,4,3,4,32,36,21,17,11,0,0,0,0,9,138,0,3,3,8,11,32,17,11,10,0,0,0,0,0,0,97,0,0,0,0,0,6,0,0,10,0,0,0,0,0,3,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,9,27,12,10,401,174,27,24,55,6,0,0,0,0,36,786,0,0,0,0,11,6,0,0,7,0,0,0,0,0,105,134,18,40,22,23,445,283,109,95,288,69,23,5,13,0,170,1603,0,0,0,3,0,6,5,0,53,49,27,11,9,0,23,185,0,0,0,0,4,6,0,8
