LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA36580,17,15,3,3,0,3,11,68,0,0,0,0,7,15,14,38,184,120,41,8,7,9,54,489,4,0,0,0,0,3,0,11,27,16,9,0,0,0,5,72,3,7,3,0,7,26,57,91,170,36,15,19,0,3,49,482,0,0,3,3,3,23,18,18,33,6,0,0,0,0,10,122,0,0,0,0,0,4,3,10,22,9,3,0,0,0,8,67,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,21,5,4,7,7,38,50,22,19,46,19,0,4,0,0,30,253,0,0,0,0,0,0,0,0,3,0,0,0,0,0,126,132,13,12,11,11,55,136,130,211,629,314,109,64,24,22,358,2106,0,0,0,6,0,20,22,17,35,9,5,4,0,0,14,129,0,0,3,12,3,56,25,7,3,0,0,0,0,0,13,127,0,0,0,3,0,4,3,3,3,0,0,0,0,0,0,23
LGA36630,28,9,6,0,0,0,4,83,3,5,0,3,6,32,25,56,257,158,73,36,32,3,65,748,0,0,0,0,0,3,5,11,33,16,7,7,3,0,17,113,3,3,3,7,8,44,102,115,224,69,17,26,3,0,39,675,0,3,0,3,8,41,32,34,41,11,9,3,0,0,14,210,0,0,0,0,4,4,4,8,12,3,0,0,0,0,9,44,0,0,0,0,0,4,0,0,7,3,5,0,3,0,11,42,3,12,9,13,58,96,46,50,52,12,0,3,0,0,42,400,0,0,0,0,0,3,3,0,3,0,0,0,0,0,203,217,18,25,15,32,93,249,249,317,823,419,212,126,65,18,458,3112,4,0,0,8,0,37,37,28,43,18,5,5,0,0,27,214,0,3,16,43,0,79,26,14,22,0,0,0,0,0,18,221,0,0,0,0,0,9,0,3,4,0,0,0,0,0,13,30
LGA36660,50,16,5,0,3,0,15,140,0,4,3,0,4,33,38,95,418,178,65,22,19,7,75,974,0,0,0,0,0,3,17,6,51,23,11,10,0,0,16,131,0,0,8,11,12,64,121,128,232,52,10,10,0,0,52,705,3,0,3,8,10,39,21,29,47,8,3,0,0,0,18,180,0,0,0,3,0,10,10,11,17,6,0,0,0,0,7,62,0,0,0,0,0,3,0,3,12,4,3,3,0,0,12,39,0,8,9,10,57,78,39,33,46,6,4,0,0,0,40,336,0,0,0,0,0,7,3,0,9,3,3,0,0,0,221,247,11,24,35,34,93,279,261,347,1072,457,191,86,41,25,526,3476,0,0,6,12,0,40,47,33,70,8,3,4,0,0,25,253,0,3,12,36,4,104,40,23,14,0,0,0,0,0,24,267,0,0,0,3,0,16,10,3,4,0,0,0,0,0,4,45
LGA36720,469,177,90,49,38,19,132,1326,13,15,9,17,29,148,191,468,2626,1691,739,354,362,85,592,7326,4,7,0,5,3,21,41,65,267,208,128,71,30,17,128,984,16,19,16,27,23,235,495,758,1879,595,141,327,58,29,435,5052,3,6,21,53,39,220,163,222,333,109,31,32,14,9,142,1394,3,3,3,3,10,30,56,63,121,50,10,41,3,6,78,476,0,3,3,0,0,12,8,10,71,44,27,20,22,6,68,285,27,38,58,56,149,327,200,227,375,143,54,24,9,8,246,1942,0,0,0,0,3,10,11,15,37,10,6,0,0,0,1615,1717,85,112,124,180,294,1159,1278,2080,7156,4045,2092,1345,824,286,3930,24986,13,13,15,58,4,290,433,348,641,176,58,49,13,3,309,2412,10,26,87,399,26,1012,415,258,311,56,17,5,4,0,273,2902,0,7,14,42,3,63,38,24,55,15,0,8,0,0,65,336
LGA36820,27,14,0,0,0,0,9,93,0,0,0,3,4,22,19,43,186,92,53,23,22,4,61,526,0,0,0,0,0,0,4,7,20,14,6,3,3,0,11,71,0,0,0,3,4,45,57,77,150,38,5,13,3,0,26,428,4,0,6,8,9,33,15,24,19,3,0,0,0,0,25,144,0,0,0,0,0,3,12,9,19,3,3,3,0,0,7,63,0,0,0,0,0,0,3,3,9,8,4,0,0,0,10,36,4,3,8,3,36,44,17,30,36,9,8,3,0,0,27,227,0,0,0,0,0,0,0,0,3,3,0,0,0,0,242,250,9,9,15,19,52,179,147,230,564,277,141,80,57,16,482,2281,0,3,0,9,0,38,26,20,38,8,3,4,0,0,24,173,0,6,7,47,3,74,35,19,15,0,0,0,0,0,18,235,0,0,0,8,0,3,0,4,3,4,0,0,0,0,4,27
LGA36910,165,86,32,19,15,10,36,491,10,0,13,13,14,87,114,290,1645,1126,518,237,187,52,318,4635,0,0,0,3,9,12,20,35,198,137,83,56,24,13,49,639,7,8,11,23,6,183,401,626,1401,424,111,180,44,18,240,3684,0,14,12,16,15,94,79,97,156,43,15,16,0,0,44,601,0,0,3,5,5,17,30,42,85,21,8,14,0,0,30,262,0,0,0,0,0,3,3,9,39,40,19,7,9,0,36,171,23,17,20,24,114,213,116,134,211,63,19,9,5,0,126,1101,0,0,0,3,0,10,11,14,27,8,0,7,0,0,1211,1292,59,58,64,99,191,710,837,1363,4712,2777,1450,894,472,182,2463,16335,3,7,11,36,7,179,244,212,426,116,29,25,5,0,151,1449,0,9,26,165,6,439,216,113,134,39,10,11,3,0,106,1275,0,0,3,16,3,36,18,10,28,4,0,0,0,0,27,157
LGA36950,7,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,23,16,0,3,5,0,3,52,0,0,0,0,0,0,4,3,6,3,3,0,0,0,0,25,0,0,0,0,0,0,3,10,16,5,0,0,0,0,3,40,0,0,0,0,0,8,5,7,3,3,0,0,0,0,0,20,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,3,3,3,0,0,0,3,11,0,0,0,0,3,7,5,0,3,3,0,0,0,0,3,27,0,0,0,0,0,0,5,0,8,0,0,0,0,0,11,35,0,3,3,0,3,20,22,27,102,59,27,12,7,0,29,325,0,0,0,3,0,7,8,4,18,3,0,0,0,0,0,42,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
LGA36960,23,4,0,0,0,0,4,85,0,0,0,0,0,10,14,28,33,11,3,0,0,0,0,96,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,18,0,0,0,0,3,11,12,14,24,5,0,3,0,0,0,71,0,0,3,3,20,40,14,21,18,4,0,0,0,0,6,114,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,8,4,0,6,0,0,0,0,0,3,35,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,9,0,4,8,3,43,106,63,78,140,36,9,5,3,0,19,509,0,0,4,10,4,11,7,8,14,3,0,0,0,0,0,62,0,0,29,17,6,18,11,9,3,0,0,0,0,0,3,96,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,21
LGA37010,136,84,41,22,11,3,31,423,3,4,0,4,4,41,61,156,1351,1244,652,336,290,72,301,4532,4,0,0,0,0,10,18,34,198,229,152,84,53,18,78,892,5,6,7,18,3,103,272,465,1299,529,135,288,63,19,231,3437,0,3,12,11,20,78,70,68,155,61,20,16,3,0,51,569,0,5,0,3,6,13,27,48,120,47,13,23,3,7,34,350,3,0,0,4,0,3,0,3,43,45,43,14,15,3,48,232,13,11,21,23,106,179,93,137,212,101,26,14,3,3,122,1060,0,0,0,0,3,8,4,8,22,5,6,3,0,0,2067,2129,39,41,49,66,149,495,575,998,4267,3382,2047,1309,806,234,3336,17788,3,0,5,31,4,246,341,331,633,211,74,44,25,0,210,2159,4,14,38,168,3,431,193,161,175,38,10,0,0,0,120,1360,3,0,4,27,0,50,36,24,52,8,6,8,0,0,41,260
LGA37300,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,11,24,17,11,9,3,6,87,0,0,0,0,0,0,0,0,3,6,5,3,0,0,3,26,0,0,0,0,0,0,0,3,19,23,0,23,0,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,4,0,4,51,71,62,59,39,13,60,371,0,0,0,0,0,3,3,5,16,8,3,0,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA37310,24,8,3,4,3,0,13,77,5,3,0,4,11,52,31,69,349,167,73,29,24,14,75,906,0,0,0,0,0,4,7,8,40,20,17,9,3,0,14,125,3,4,4,9,3,46,99,100,255,74,11,42,3,8,59,720,0,0,3,8,3,26,11,23,26,3,0,3,0,0,15,117,0,0,0,0,0,0,6,9,16,0,0,0,0,0,7,44,0,0,0,0,0,0,0,0,9,3,5,4,0,0,14,40,3,6,3,4,33,69,23,38,36,6,5,0,0,3,32,263,0,0,0,0,0,3,5,0,3,0,0,0,0,0,202,216,30,28,28,32,63,241,202,280,972,431,203,125,60,39,551,3265,3,0,0,12,0,30,37,33,68,19,7,3,0,0,25,251,3,3,6,36,3,67,22,17,21,3,3,0,0,0,10,202,0,0,0,0,0,8,0,5,0,0,0,0,0,0,9,25
LGA37340,28,19,4,4,0,0,14,96,3,3,0,4,3,17,14,42,296,173,90,37,28,3,70,788,0,0,0,0,0,0,0,6,31,22,18,3,7,4,16,117,4,0,3,6,0,25,69,64,153,85,11,30,9,3,46,505,0,0,0,0,0,17,17,16,23,3,4,3,3,0,15,105,0,0,0,0,0,3,3,4,15,11,0,0,0,0,12,52,0,0,0,0,0,0,3,0,13,7,0,0,0,0,9,32,3,0,7,3,13,17,17,15,34,11,0,0,0,0,24,151,0,0,0,0,0,0,0,0,8,0,0,0,0,0,257,270,14,6,6,15,22,100,136,187,826,496,244,123,85,39,552,2856,0,0,0,9,0,49,56,30,52,18,11,5,0,0,37,266,0,0,5,36,0,80,28,20,18,4,0,0,0,0,30,230,0,0,0,3,0,7,4,0,4,0,0,0,0,0,9,29
LGA37400,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,7,4,0,0,5,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,5,3,13,0,0,0,0,0,3,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,3,0,0,3,4,5,7,35,14,10,4,5,3,41,140,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,15,0,4,8,3,9,7,3,5,9,3,0,0,0,0,8,62,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,7,0,9,0,4,0,3,0,0,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA37570,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,3,3,0,0,0,0,28,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,16,3,0,0,0,0,0,74,0,0,0,0,0,4,3,3,18,7,0,0,0,0,0,44,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,6,12,6,14,9,0,0,0,0,0,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4,22,35,27,44,59,18,3,5,0,0,3,228,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,0,0,22,16,6,13,8,9,6,0,0,0,0,0,7,94,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,3,3,3,3,5,0,0,23,0,0,0,0,0,4,0,7,18,23,31,13,41,18,8,164,0,0,0,0,0,0,0,0,3,7,5,4,7,0,3,30,0,0,0,0,0,3,5,5,18,13,4,21,11,5,12,97,0,0,0,0,0,8,4,3,3,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,3,7,0,0,4,6,0,0,0,5,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,45,15,3,3,4,6,17,10,19,61,59,62,72,98,61,90,577,0,0,0,0,0,9,9,9,38,12,3,14,3,0,18,122,0,0,3,3,0,3,9,6,20,4,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
LGA40120,83,42,27,17,9,9,20,240,0,3,3,3,3,29,30,65,515,480,288,151,178,46,180,1970,0,0,0,0,3,3,3,7,69,62,28,26,14,5,31,248,0,0,0,3,3,26,57,79,283,126,42,120,39,22,85,888,0,5,3,3,5,38,28,19,54,16,8,8,9,3,18,221,0,0,0,0,0,9,6,13,22,12,3,9,0,0,8,83,0,0,0,0,0,3,4,3,7,13,12,13,7,3,15,77,3,0,3,0,16,28,19,26,55,24,7,4,6,0,29,227,0,0,0,0,0,5,0,0,8,9,3,3,0,0,355,383,8,15,8,9,36,160,157,245,1213,961,617,483,377,163,890,5349,0,0,0,0,0,23,25,53,104,47,11,23,10,0,78,371,0,3,13,42,0,116,45,37,50,10,0,4,0,0,40,357,0,0,3,3,0,8,4,4,7,3,0,0,0,0,5,43
LGA40220,30,11,8,0,0,0,10,105,3,0,0,0,6,19,22,44,246,119,51,15,23,7,57,621,0,0,0,3,3,8,7,10,30,28,8,4,3,0,7,98,3,3,0,0,3,30,62,69,139,32,10,12,5,0,30,390,0,0,3,10,3,35,22,18,27,3,0,0,0,0,12,133,0,4,0,0,0,3,3,4,8,7,0,3,0,0,4,48,0,0,0,0,3,0,0,0,8,3,0,3,0,0,9,26,0,6,8,0,23,43,17,12,32,8,3,0,0,4,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,144,7,13,10,21,47,167,147,172,611,276,140,58,47,17,321,2053,3,0,0,3,3,18,27,27,36,8,5,3,3,0,23,165,0,0,9,37,0,69,35,15,23,0,0,0,0,0,19,204,0,0,0,3,0,10,0,0,3,0,0,0,0,0,7,24
LGA40250,7,0,0,0,0,0,3,53,0,0,0,0,3,7,4,7,8,4,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,17,0,0,6,0,13,11,0,3,3,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,16,8,0,7,8,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,5,3,50,51,12,25,35,8,4,0,3,0,12,214,0,0,0,5,3,0,0,0,6,0,0,0,0,0,4,23,0,0,18,3,9,3,3,7,7,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA40310,23,8,4,4,0,0,8,78,0,3,0,3,3,17,26,72,311,196,88,53,43,7,74,887,0,0,0,0,0,0,0,3,45,29,12,4,6,0,14,120,0,0,0,3,0,26,42,83,215,66,6,18,11,0,36,509,0,0,3,6,0,8,8,8,19,9,0,0,0,0,5,71,0,0,0,0,0,0,3,4,12,3,0,0,0,0,3,34,0,0,0,0,0,3,3,0,7,10,7,4,3,0,5,47,0,0,3,0,16,23,13,18,27,4,7,4,0,0,10,122,0,0,0,0,0,0,0,0,3,0,0,0,0,0,170,177,3,5,5,13,30,95,106,213,773,461,256,131,97,26,388,2608,0,0,0,4,0,29,37,27,61,15,9,8,3,0,18,215,0,0,3,21,0,49,20,10,15,3,3,0,0,0,14,142,0,0,0,3,0,5,0,0,3,0,0,0,0,0,3,22
LGA40430,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,13,30,7,9,3,3,0,11,74,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,11,0,0,0,0,0,8,4,6,5,0,0,0,0,0,8,43,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,4,0,4,4,6,21,14,23,68,27,13,9,3,5,54,249,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA40520,21,12,3,0,3,0,4,51,4,3,3,0,0,14,19,31,147,72,32,8,9,10,34,385,0,0,0,0,0,0,3,3,16,5,0,3,0,0,6,42,0,0,0,0,0,16,30,33,53,16,9,9,4,0,22,188,0,0,4,0,3,17,12,13,13,0,0,0,0,0,5,54,0,0,0,0,0,0,3,3,6,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,16,3,7,9,4,15,26,6,9,24,12,0,0,0,0,8,130,0,0,0,0,0,0,0,0,3,0,0,0,0,0,56,57,3,10,10,7,27,92,82,107,350,188,85,34,21,19,174,1216,0,0,3,0,0,22,18,18,24,8,0,0,0,0,17,106,0,0,5,14,3,34,11,6,5,4,0,0,0,0,10,91,0,0,0,4,0,0,3,5,3,0,0,0,0,0,3,24
LGA40700,23,38,29,16,25,17,22,193,0,0,4,0,3,8,10,29,210,293,255,228,368,143,184,1734,0,0,0,0,0,0,10,3,18,21,33,29,51,18,24,209,0,8,0,3,0,12,19,36,168,118,41,231,105,39,78,878,0,0,4,3,0,20,10,13,44,20,7,16,14,10,22,180,0,0,0,0,0,4,5,3,9,8,0,4,10,3,6,52,0,0,0,0,0,3,0,0,10,9,6,5,8,3,9,54,13,5,10,13,10,25,12,25,40,39,18,12,8,5,52,274,0,0,0,0,0,0,0,0,3,3,7,3,0,0,363,378,19,17,15,26,19,80,69,123,587,644,563,716,835,436,885,5030,0,0,3,0,0,11,40,50,134,73,25,44,10,3,82,487,0,4,10,27,3,79,54,35,61,24,4,4,8,0,34,341,0,0,0,3,0,3,8,3,11,3,3,0,3,0,10,41
