LGA_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
LGA18200,0,0,5,3,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,13,0,0,0,3,4,0,0,0,0,9,0,5,7,8,9,4,0,0,0,29,0,9,25,36,48,37,22,3,3,189,0,4,33,44,31,37,14,4,0,165,0,17,64,51,32,20,7,0,3,197,4,11,19,34,27,26,4,4,0,124,0,0,4,0,0,6,3,0,0,15,3,13,15,28,17,11,3,3,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,3,0,0,0,10,35,14,28,13,37,21,38,35,25,241,44,71,204,225,219,173,99,52,26,1115,0,0,5,3,0,3,5,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,3,3,0,0,12,0,0,0,3,0,0,0,0,0,4,0,3,15,6,7,6,4,0,0,40
LGA18230,0,11,37,19,23,14,9,0,0,105,0,7,15,15,20,11,6,0,0,76,3,3,25,31,38,24,8,16,3,149,0,6,8,4,0,3,3,0,0,28,8,15,60,65,53,21,10,0,0,239,14,102,336,326,396,306,165,72,21,1736,0,59,323,313,260,248,112,40,22,1362,35,207,467,508,471,275,108,30,11,2118,33,135,275,267,262,156,54,11,3,1187,0,17,49,38,33,27,14,3,4,182,31,103,198,146,93,59,35,11,5,677,0,0,0,3,0,3,0,0,0,9,0,3,6,26,16,5,3,3,0,55,198,114,180,240,253,218,269,223,96,1791,321,780,1978,1995,1911,1371,793,411,162,9729,0,7,42,36,23,17,13,0,0,144,0,5,22,14,17,12,11,3,0,79,3,5,36,35,28,21,11,4,3,143,0,3,17,6,8,3,0,0,0,40,5,20,53,64,52,32,18,3,3,245
LGA18250,0,53,197,201,151,76,51,31,3,762,0,19,237,211,109,37,0,3,0,613,0,22,131,117,104,68,32,23,15,510,0,19,72,88,63,37,6,3,0,294,0,6,38,42,22,11,6,3,3,129,0,91,508,504,507,398,237,130,59,2429,0,34,270,328,386,399,204,117,39,1777,16,374,1759,1757,1105,662,232,123,81,6112,9,167,710,851,636,425,183,75,29,3092,12,133,375,297,214,102,52,41,11,1240,8,77,161,147,96,66,23,9,3,588,7,0,0,3,0,3,3,3,0,28,0,22,82,88,51,37,15,8,8,311,155,151,327,285,253,237,195,197,197,1999,213,1163,4869,4929,3695,2573,1236,761,449,19889,0,72,178,210,172,121,64,36,9,876,0,17,233,286,145,65,20,0,0,766,0,31,201,183,115,90,35,30,19,712,3,17,91,110,80,46,15,9,0,366,0,8,31,34,26,18,3,7,3,120
LGA18350,0,9,20,38,68,46,26,10,0,222,0,3,4,21,18,10,12,0,0,66,0,3,20,37,23,29,18,27,8,164,0,0,13,22,28,13,13,3,0,99,8,17,40,52,41,36,17,3,0,218,7,62,137,262,421,413,253,145,29,1733,0,22,124,256,345,385,234,102,11,1481,13,107,249,437,472,440,308,118,40,2187,13,80,179,310,281,280,170,43,6,1370,3,20,65,122,115,89,79,29,5,529,32,98,143,166,126,77,50,12,10,715,0,0,3,0,0,0,3,0,0,13,0,0,5,30,29,30,20,9,3,127,122,57,109,163,192,218,262,278,256,1663,209,470,1112,1921,2162,2064,1471,777,377,10570,0,11,25,41,54,71,52,18,3,279,0,4,10,20,25,19,15,0,0,90,0,0,28,20,44,33,38,26,9,203,0,7,22,25,24,19,21,6,0,114,8,23,35,54,64,40,29,9,0,265
LGA18400,0,14,39,61,48,34,3,0,0,198,0,0,7,10,19,15,7,0,0,66,3,3,21,40,29,21,12,9,5,150,0,6,13,9,17,6,3,0,0,58,5,15,44,50,40,14,10,0,0,178,7,59,194,283,300,219,90,33,10,1191,0,50,218,293,271,241,63,21,3,1160,53,172,369,508,471,284,94,23,7,1984,39,115,277,296,231,144,31,11,0,1147,3,42,61,56,51,26,11,0,0,254,33,108,161,175,81,61,15,7,3,650,0,0,3,0,0,3,0,0,0,9,3,4,10,16,9,11,8,0,0,64,156,64,126,194,198,153,156,142,75,1272,313,652,1555,1994,1774,1237,508,258,108,8385,0,5,40,54,48,37,18,6,3,206,0,4,0,15,12,22,13,0,0,70,0,3,22,45,39,41,16,19,3,191,0,10,16,18,19,5,5,4,0,70,4,20,45,60,40,21,3,7,0,200
LGA18450,3,114,264,249,201,127,53,6,0,1027,4,50,160,161,127,67,20,4,0,593,0,66,223,222,176,148,104,81,44,1071,3,11,77,53,64,25,10,0,0,243,10,21,100,93,68,43,5,6,0,346,46,368,1150,1239,1336,853,381,175,49,5611,11,204,983,1052,1208,1155,460,182,65,5308,160,1010,2323,2289,1804,1142,565,243,72,9609,90,650,1471,1469,1251,781,277,103,28,6113,18,214,438,386,283,161,84,37,14,1647,94,369,759,627,445,239,103,43,24,2705,3,19,9,8,7,10,10,5,3,68,8,38,73,77,82,44,23,14,4,367,503,421,630,719,826,856,932,1258,603,6753,952,3559,8671,8652,7869,5645,3036,2162,901,41458,9,158,351,303,217,160,85,26,4,1305,0,30,138,191,118,94,33,8,0,611,11,58,239,227,221,167,120,98,49,1192,5,23,87,97,71,33,12,10,3,332,10,25,104,116,81,40,21,6,3,401
LGA18500,0,34,126,105,67,60,45,17,17,470,0,0,40,42,38,17,8,0,0,143,0,4,39,34,25,20,21,19,14,183,0,32,103,93,70,43,19,11,4,373,0,3,23,22,10,12,3,0,3,83,3,61,366,303,358,346,228,136,53,1844,0,29,220,176,257,408,196,96,26,1414,5,224,1217,971,664,396,238,111,57,3888,5,166,956,717,607,510,306,110,35,3414,3,166,657,389,265,161,77,33,23,1778,4,57,124,113,71,69,30,22,15,498,3,0,0,0,0,0,0,5,0,13,0,30,71,99,80,67,45,17,0,416,149,181,581,470,391,357,298,258,243,2921,168,984,4529,3550,2902,2461,1509,839,491,17441,0,45,114,105,82,76,66,19,9,523,0,6,31,53,39,22,5,0,0,159,0,12,58,56,36,30,35,13,17,257,0,23,134,91,97,53,35,6,3,440,0,9,20,16,18,13,6,5,0,80
LGA18710,0,5,19,49,36,24,9,0,0,144,0,0,4,16,13,8,4,0,0,48,0,0,11,17,13,7,3,5,3,49,0,3,7,17,11,8,0,0,0,41,0,8,32,26,25,7,7,3,0,112,0,19,57,115,100,106,52,19,3,464,0,8,62,86,82,108,61,10,3,421,3,30,118,235,160,127,41,18,3,733,4,27,92,137,135,109,37,5,0,550,0,6,22,47,29,20,7,4,0,143,7,17,36,47,27,15,5,0,0,163,0,0,0,0,0,0,0,0,0,4,0,0,6,16,12,3,3,0,0,45,49,20,50,73,57,54,64,80,68,511,66,150,532,866,698,604,292,150,84,3432,0,6,13,47,58,24,18,5,0,170,0,4,5,13,18,6,3,0,0,48,0,4,11,8,16,7,3,4,0,55,0,4,6,10,11,7,4,0,0,37,3,14,26,31,31,15,9,6,0,134
LGA19399,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,0,0,19,0,3,10,3,9,7,12,0,0,39,0,0,4,8,9,5,3,0,0,22,0,3,12,8,8,8,0,0,0,43,0,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,14,0,13,40,38,46,23,17,3,3,192,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17
LGA19499,0,11,24,19,3,6,3,0,0,67,0,7,8,5,0,3,0,0,0,34,0,4,21,11,8,12,4,3,0,56,0,3,12,7,4,0,0,0,0,21,4,6,11,11,6,3,0,0,0,36,3,23,86,43,61,65,23,3,0,316,0,16,56,25,27,46,8,3,3,179,10,66,175,94,71,67,17,3,0,517,5,48,134,71,57,53,14,0,0,386,0,28,68,32,21,8,5,0,0,166,16,29,55,21,22,13,5,0,0,149,0,0,0,0,0,0,0,0,0,6,0,0,13,10,5,0,0,0,0,32,68,81,197,167,131,102,82,45,33,920,109,333,872,499,422,381,169,57,38,2883,0,7,32,9,8,5,3,0,0,60,0,3,12,9,0,0,0,0,0,27,0,14,22,7,3,6,3,4,0,67,0,0,11,8,0,0,7,0,0,30,0,7,11,12,4,8,5,0,0,42
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,3,5,9,8,0,22,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,11,7,15,14,3,0,0,52,0,0,7,5,3,8,0,0,0,23,0,3,4,11,6,3,7,10,3,50,0,0,0,5,8,3,0,0,0,20,0,3,13,21,22,5,3,0,0,74,0,5,39,89,112,117,55,24,6,450,0,0,50,59,86,98,76,21,3,385,0,16,51,101,89,71,34,12,0,378,0,14,52,69,70,74,28,7,0,320,0,8,16,21,22,10,8,5,0,81,8,24,47,53,63,35,11,6,0,248,0,0,0,0,0,0,0,0,0,3,0,0,8,3,9,3,3,0,0,23,32,10,23,38,47,67,78,80,35,404,50,91,310,487,550,504,312,164,53,2512,0,3,15,16,11,15,13,0,0,66,0,0,0,3,8,8,0,0,0,21,0,0,9,14,11,10,7,8,3,65,0,0,3,9,4,3,4,0,0,25,3,9,21,17,28,13,3,3,0,90
LGA20260,0,0,7,9,5,0,0,0,0,28,0,0,5,0,5,6,0,0,0,16,0,0,3,6,3,8,3,3,0,24,0,0,4,4,0,0,0,0,0,14,0,3,22,17,12,4,3,0,0,62,0,17,47,80,107,93,58,30,9,443,0,5,30,37,59,83,53,9,3,282,8,19,66,67,51,37,13,6,0,271,0,28,44,83,77,74,21,6,0,329,0,9,8,14,11,3,3,0,0,49,4,18,44,37,26,22,12,3,4,162,3,0,0,0,0,0,0,0,0,8,0,0,3,3,5,3,3,0,0,18,34,9,34,41,51,54,75,100,38,429,52,111,317,398,405,386,242,157,61,2127,0,0,8,11,6,5,3,0,0,30,0,0,0,3,3,3,0,0,0,17,0,3,4,13,8,4,3,3,3,41,0,0,0,0,0,0,0,0,0,12,0,15,14,24,10,6,7,0,0,75
LGA20570,0,29,82,109,47,32,10,3,3,314,0,26,64,58,41,10,3,0,0,204,5,21,71,76,54,23,29,24,14,315,0,10,36,30,28,13,0,0,0,124,9,25,77,50,44,15,4,0,0,226,8,275,688,780,850,626,321,153,35,3734,3,104,531,486,567,599,306,139,30,2761,71,365,992,810,623,333,127,56,20,3392,41,311,705,705,624,438,146,38,6,3008,20,86,211,138,92,82,32,20,8,682,84,252,431,304,179,141,64,30,4,1495,4,5,5,3,3,4,3,0,0,26,3,11,64,53,35,28,11,7,4,211,291,229,304,334,401,457,551,650,436,3651,532,1740,4252,3946,3581,2795,1619,1115,556,20143,0,53,114,120,75,53,20,9,0,444,0,9,53,55,39,31,9,0,0,193,4,24,70,75,64,38,27,46,19,356,6,14,42,34,25,14,9,0,0,147,6,29,68,73,58,21,4,3,0,267
LGA20660,0,85,304,330,243,147,47,20,3,1182,0,25,164,161,97,47,4,0,0,501,4,32,172,161,125,64,53,47,18,683,0,17,99,68,59,28,8,0,0,279,7,16,84,67,32,13,3,0,0,231,8,295,1145,1073,1026,763,303,193,51,4864,0,129,638,750,869,935,421,129,58,3918,59,457,1585,1500,1036,656,275,152,71,5791,37,339,1045,1075,904,689,252,87,16,4437,17,189,427,351,193,103,55,30,14,1386,52,211,382,349,239,145,76,37,7,1498,5,7,4,3,9,5,3,3,0,37,5,39,93,123,88,68,22,19,8,464,245,191,375,364,432,409,544,657,576,3797,445,2035,6507,6379,5344,4074,2066,1374,835,29052,5,109,346,384,248,207,84,27,8,1425,0,9,136,212,117,60,26,5,0,566,3,31,171,205,130,83,65,63,23,766,0,27,102,121,70,34,9,0,0,364,8,22,60,73,39,29,12,0,0,248
LGA20740,0,4,29,28,13,22,7,6,0,116,0,0,4,3,9,7,3,0,0,35,0,0,15,21,11,12,8,16,3,93,0,0,19,16,9,4,3,0,0,55,3,14,27,43,24,9,0,0,0,120,0,35,124,175,230,221,157,68,19,1034,0,20,110,120,147,233,151,51,14,851,6,55,200,209,155,141,111,49,12,943,5,55,140,191,187,182,78,32,4,876,3,10,27,48,29,31,19,7,9,180,24,58,122,107,77,58,37,14,3,494,0,0,0,0,0,0,0,3,0,9,0,3,11,20,16,9,10,3,0,78,78,44,98,146,150,178,222,291,169,1382,126,296,934,1121,1063,1114,815,547,232,6242,0,3,22,32,23,21,17,8,4,122,0,0,6,13,6,18,9,0,0,50,0,0,10,23,19,24,17,17,3,112,0,4,7,20,8,12,4,0,0,58,0,13,31,47,33,22,7,0,0,155
LGA20830,0,7,42,34,39,19,10,0,3,145,0,0,10,15,20,14,4,0,0,57,3,5,23,29,16,14,15,17,3,122,0,3,20,22,14,3,0,0,0,65,12,22,57,75,44,25,12,3,0,244,5,85,266,283,351,333,146,67,18,1555,0,44,173,233,280,311,166,48,11,1257,19,125,427,312,293,188,90,35,11,1503,19,100,246,323,342,260,84,20,0,1388,4,22,75,55,41,29,10,9,0,244,44,106,178,135,117,86,44,14,0,718,0,0,0,0,0,0,7,0,0,10,0,0,8,24,17,18,8,4,0,76,129,63,101,143,187,199,235,223,154,1429,238,584,1616,1687,1747,1498,820,427,207,8819,0,13,40,57,41,36,6,3,0,197,0,0,10,18,24,24,9,0,0,78,5,11,25,38,38,27,17,14,4,182,0,13,29,21,11,10,4,0,0,86,4,28,66,69,54,35,17,3,3,278
LGA20910,0,51,124,237,252,138,50,23,16,900,0,3,57,137,159,52,10,0,0,415,5,12,76,122,106,55,57,35,27,500,0,29,51,96,96,36,16,10,3,335,0,11,30,38,40,11,13,0,0,145,3,116,447,780,1000,672,438,263,118,3828,0,45,243,598,918,976,492,206,69,3548,25,242,836,1816,1241,736,365,167,124,5552,8,167,474,946,860,573,293,113,48,3484,17,140,295,380,277,169,85,60,28,1441,21,95,152,241,202,126,102,44,26,1004,0,3,3,4,0,4,0,0,3,22,3,41,69,147,110,69,28,13,11,500,217,131,212,377,416,358,391,598,640,3341,291,1083,3081,5915,5685,3981,2335,1537,1104,25006,0,74,130,257,289,184,84,31,17,1074,0,4,50,144,154,99,25,4,0,480,0,18,62,136,126,85,49,73,36,595,0,28,83,94,124,65,24,3,3,429,3,20,25,47,43,19,11,7,0,172
LGA21010,0,0,9,12,3,9,6,3,0,46,0,0,8,3,15,4,0,0,0,39,0,0,6,7,5,12,8,3,3,45,0,0,6,5,3,8,0,0,0,22,4,8,20,24,21,0,3,0,0,85,3,25,72,63,128,125,66,44,8,537,0,6,32,49,97,122,54,27,11,402,13,15,91,88,80,59,26,9,10,393,4,26,62,81,107,88,27,9,0,407,3,5,9,15,6,14,6,6,3,61,16,35,42,48,36,27,12,5,0,227,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,3,0,26,39,16,26,38,61,63,80,94,49,472,88,131,390,444,588,524,294,207,85,2749,0,0,4,10,13,10,5,0,0,49,0,0,3,5,9,7,4,0,0,22,0,0,10,14,15,10,11,7,0,72,0,0,3,3,5,3,3,0,0,23,3,5,24,19,19,11,6,0,0,96
LGA21110,0,166,432,422,500,282,117,62,42,2016,0,53,306,291,272,104,8,3,0,1035,4,57,245,237,228,66,63,66,41,1009,0,53,165,199,163,74,36,3,0,685,8,21,73,68,63,38,18,3,3,287,12,422,1235,1492,1869,1310,794,481,231,7855,0,127,599,801,1433,1625,841,358,166,5963,66,821,2557,2937,2072,1154,413,266,224,10504,22,470,1348,1685,1633,1226,537,260,94,7285,25,382,783,533,429,261,121,84,33,2644,38,194,361,327,221,155,92,60,32,1471,8,10,7,3,12,3,4,9,4,55,4,110,200,245,219,173,77,43,19,1089,367,337,575,474,535,458,441,565,669,4411,552,3217,8883,9721,9643,6911,3558,2270,1550,46304,3,253,460,442,557,366,182,77,49,2396,3,45,294,334,322,158,44,5,0,1203,3,72,321,276,273,128,60,80,32,1242,0,89,232,194,171,98,42,6,8,846,0,40,78,62,84,59,18,6,7,354
LGA21180,0,132,362,260,120,58,5,4,0,950,0,51,385,257,85,31,7,0,0,821,3,57,212,221,143,133,75,58,10,908,3,32,93,69,37,8,4,0,0,248,0,20,65,42,29,16,4,0,0,176,15,316,874,690,515,341,112,54,16,2932,7,136,651,548,523,429,141,55,10,2505,114,910,2689,1776,1028,523,135,55,15,7258,62,456,1331,1078,739,451,90,11,3,4218,10,201,329,210,90,39,14,5,0,894,83,452,976,545,384,229,49,24,3,2757,4,8,18,10,14,7,0,10,0,73,3,54,153,112,72,44,7,3,0,455,776,652,1348,1230,1159,1102,913,759,400,8345,1089,3472,9495,7049,4943,3418,1571,1039,465,32540,4,213,396,302,183,90,24,7,0,1220,0,49,378,294,134,47,11,5,0,914,11,53,230,215,203,164,113,69,24,1079,0,41,136,60,40,25,8,8,0,322,0,30,60,59,32,26,3,0,0,202
LGA21270,0,0,5,3,3,0,0,0,0,14,0,0,0,0,4,0,0,0,0,7,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,6,14,0,7,0,0,0,0,29,0,5,32,38,72,51,28,18,9,249,0,10,28,31,47,42,26,9,3,204,0,6,25,45,23,19,12,4,3,133,0,9,12,21,38,28,5,0,0,112,0,0,3,0,8,0,3,0,0,14,0,4,16,28,12,21,5,3,0,91,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,15,25,6,7,10,20,30,46,56,27,234,26,52,153,188,231,188,134,99,44,1104,0,3,0,3,3,3,0,0,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6,0,5,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,13,6,5,3,0,0,0,35
LGA21370,0,0,27,29,29,4,0,0,0,103,0,0,8,12,10,6,0,0,0,32,0,5,20,31,24,13,11,7,3,120,0,3,7,11,3,0,0,0,0,21,0,20,40,36,26,8,8,0,0,147,3,47,201,251,311,225,139,63,18,1253,0,37,129,167,182,181,110,45,14,866,16,74,239,231,200,104,41,34,10,937,15,68,168,233,206,152,57,6,0,895,3,17,26,25,25,6,5,11,0,116,41,105,127,131,90,71,40,22,3,632,0,3,0,0,0,0,0,0,0,4,0,6,8,12,12,9,3,3,0,58,120,57,93,150,183,194,246,283,180,1509,200,435,1106,1322,1303,981,651,471,237,6708,0,3,17,35,26,16,3,0,0,110,0,0,8,16,9,6,0,0,0,35,4,3,23,16,25,26,18,11,8,138,0,4,12,6,8,3,0,0,0,28,4,20,54,51,33,18,9,0,0,196
LGA21450,0,31,91,76,53,27,10,3,0,299,0,5,45,43,39,7,4,0,0,147,5,17,49,89,56,31,27,17,6,303,4,6,37,33,16,4,3,0,0,100,12,30,99,64,39,16,6,0,0,270,8,171,441,484,459,336,185,54,23,2166,0,62,389,347,404,306,149,37,7,1693,62,309,857,785,492,230,131,35,15,2927,50,243,668,565,478,270,83,6,9,2378,11,55,133,100,56,53,17,9,3,433,69,213,365,303,166,112,49,11,0,1297,0,3,3,0,0,4,0,0,0,20,3,8,43,57,32,22,8,3,3,176,265,122,260,299,331,264,301,243,115,2190,495,1276,3486,3257,2638,1680,971,422,180,14412,0,50,173,131,77,49,22,9,0,504,0,6,76,66,38,17,8,0,0,215,3,14,87,77,88,45,34,25,13,384,3,21,54,39,26,16,7,0,0,164,9,32,105,99,66,29,13,0,0,354
LGA21610,4,142,454,376,181,90,25,11,3,1278,3,41,448,291,115,40,5,0,0,946,8,58,269,341,240,167,89,53,3,1227,3,38,101,84,52,17,8,3,0,310,15,54,147,119,90,25,12,0,0,454,32,469,1547,1569,1244,779,319,132,23,6107,8,145,1002,1126,898,638,255,99,26,4197,269,1116,3677,2965,1918,902,324,128,28,11332,151,716,2036,1975,1423,652,163,37,12,7161,35,218,443,266,120,78,43,15,6,1231,205,589,1215,960,595,347,136,35,3,4082,9,11,13,15,12,9,7,4,0,70,10,41,194,187,140,65,23,11,5,678,853,505,1050,1226,1160,992,883,798,452,7917,1604,4130,12603,11490,8183,4815,2280,1330,560,46997,7,233,667,610,285,146,51,16,0,2017,4,62,594,557,167,84,11,3,0,1481,14,83,361,401,319,218,120,83,27,1628,8,44,152,101,71,28,10,0,0,415,18,55,138,129,75,46,19,4,0,485
LGA21670,0,0,3,3,8,0,0,0,0,14,0,0,8,3,6,4,0,0,0,28,4,0,4,14,8,3,11,5,3,50,0,0,5,0,3,3,0,0,0,10,0,5,11,11,12,7,4,0,0,51,3,18,40,74,99,99,57,23,10,426,0,9,25,37,45,76,29,7,4,237,10,28,54,53,69,37,36,10,5,299,4,24,52,73,66,62,22,5,0,302,0,6,3,4,9,11,4,0,0,33,11,20,49,35,25,24,9,3,0,174,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,0,3,0,0,20,49,15,28,50,65,75,117,103,45,540,73,119,276,353,426,402,296,157,73,2180,0,0,7,10,3,0,3,0,0,22,0,0,0,4,3,6,3,0,0,22,0,0,7,10,16,11,10,4,3,56,0,0,4,0,0,0,0,0,0,11,0,4,9,10,11,6,6,0,0,54
