LGA_NAME16	Year	IndigenousStatus	persons
Perth (C)	2006	Aboriginal	116
Perth (C)	2006	Both Aboriginal & Torres Strait Islander	5
Perth (C)	2006	Non-indigenous	11350
Perth (C)	2006	Torres Strait Islander	9
Perth (C)	2011	Aboriginal	92
Perth (C)	2011	Both Aboriginal & Torres Strait Islander	5
Perth (C)	2011	Non-indigenous	16615
Perth (C)	2011	Torres Strait Islander	3
Perth (C)	2016	Aboriginal	154
Perth (C)	2016	Both Aboriginal & Torres Strait Islander	3
Perth (C)	2016	Non-indigenous	21635
Perth (C)	2016	Torres Strait Islander	5
Pingelly (S)	2006	Aboriginal	107
Pingelly (S)	2006	Both Aboriginal & Torres Strait Islander	5
Pingelly (S)	2006	Non-indigenous	1057
Pingelly (S)	2006	Torres Strait Islander	0
Pingelly (S)	2011	Aboriginal	128
Pingelly (S)	2011	Both Aboriginal & Torres Strait Islander	0
Pingelly (S)	2011	Non-indigenous	1036
Pingelly (S)	2011	Torres Strait Islander	0
Pingelly (S)	2016	Aboriginal	129
Pingelly (S)	2016	Both Aboriginal & Torres Strait Islander	11
Pingelly (S)	2016	Non-indigenous	1006
Pingelly (S)	2016	Torres Strait Islander	0
Plantagenet (S)	2006	Aboriginal	86
Plantagenet (S)	2006	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2006	Non-indigenous	4397
Plantagenet (S)	2006	Torres Strait Islander	0
Plantagenet (S)	2011	Aboriginal	150
Plantagenet (S)	2011	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2011	Non-indigenous	4732
Plantagenet (S)	2011	Torres Strait Islander	0
Plantagenet (S)	2016	Aboriginal	150
Plantagenet (S)	2016	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2016	Non-indigenous	4929
Plantagenet (S)	2016	Torres Strait Islander	0
Port Hedland (T)	2006	Aboriginal	1702
Port Hedland (T)	2006	Both Aboriginal & Torres Strait Islander	51
Port Hedland (T)	2006	Non-indigenous	10169
Port Hedland (T)	2006	Torres Strait Islander	38
Port Hedland (T)	2011	Aboriginal	2044
Port Hedland (T)	2011	Both Aboriginal & Torres Strait Islander	80
Port Hedland (T)	2011	Non-indigenous	12823
Port Hedland (T)	2011	Torres Strait Islander	99
Port Hedland (T)	2016	Aboriginal	2161
Port Hedland (T)	2016	Both Aboriginal & Torres Strait Islander	134
Port Hedland (T)	2016	Non-indigenous	12056
Port Hedland (T)	2016	Torres Strait Islander	118
Quairading (S)	2006	Aboriginal	125
Quairading (S)	2006	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2006	Non-indigenous	894
Quairading (S)	2006	Torres Strait Islander	0
Quairading (S)	2011	Aboriginal	153
Quairading (S)	2011	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2011	Non-indigenous	891
Quairading (S)	2011	Torres Strait Islander	0
Quairading (S)	2016	Aboriginal	82
Quairading (S)	2016	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2016	Non-indigenous	937
Quairading (S)	2016	Torres Strait Islander	0
Ravensthorpe (S)	2006	Aboriginal	34
Ravensthorpe (S)	2006	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2006	Non-indigenous	1915
Ravensthorpe (S)	2006	Torres Strait Islander	3
Ravensthorpe (S)	2011	Aboriginal	22
Ravensthorpe (S)	2011	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2011	Non-indigenous	2098
Ravensthorpe (S)	2011	Torres Strait Islander	6
Ravensthorpe (S)	2016	Aboriginal	31
Ravensthorpe (S)	2016	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2016	Non-indigenous	1702
Ravensthorpe (S)	2016	Torres Strait Islander	0
Rockingham (C)	2006	Aboriginal	1109
Rockingham (C)	2006	Both Aboriginal & Torres Strait Islander	21
Rockingham (C)	2006	Non-indigenous	83149
Rockingham (C)	2006	Torres Strait Islander	27
Rockingham (C)	2011	Aboriginal	1673
Rockingham (C)	2011	Both Aboriginal & Torres Strait Islander	25
Rockingham (C)	2011	Non-indigenous	102366
Rockingham (C)	2011	Torres Strait Islander	41
Rockingham (C)	2016	Aboriginal	2443
Rockingham (C)	2016	Both Aboriginal & Torres Strait Islander	52
Rockingham (C)	2016	Non-indigenous	122556
Rockingham (C)	2016	Torres Strait Islander	63
Sandstone (S)	2006	Aboriginal	23
Sandstone (S)	2006	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2006	Non-indigenous	94
Sandstone (S)	2006	Torres Strait Islander	0
Sandstone (S)	2011	Aboriginal	4
Sandstone (S)	2011	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2011	Non-indigenous	101
Sandstone (S)	2011	Torres Strait Islander	0
Sandstone (S)	2016	Aboriginal	0
Sandstone (S)	2016	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2016	Non-indigenous	89
Sandstone (S)	2016	Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2006	Aboriginal	110
Serpentine-Jarrahdale (S)	2006	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2006	Non-indigenous	12773
Serpentine-Jarrahdale (S)	2006	Torres Strait Islander	10
Serpentine-Jarrahdale (S)	2011	Aboriginal	241
Serpentine-Jarrahdale (S)	2011	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2011	Non-indigenous	17486
Serpentine-Jarrahdale (S)	2011	Torres Strait Islander	18
Serpentine-Jarrahdale (S)	2016	Aboriginal	527
Serpentine-Jarrahdale (S)	2016	Both Aboriginal & Torres Strait Islander	4
Serpentine-Jarrahdale (S)	2016	Non-indigenous	26289
Serpentine-Jarrahdale (S)	2016	Torres Strait Islander	13
Shark Bay (S)	2006	Aboriginal	82
Shark Bay (S)	2006	Both Aboriginal & Torres Strait Islander	4
Shark Bay (S)	2006	Non-indigenous	766
Shark Bay (S)	2006	Torres Strait Islander	3
Shark Bay (S)	2011	Aboriginal	68
Shark Bay (S)	2011	Both Aboriginal & Torres Strait Islander	3
Shark Bay (S)	2011	Non-indigenous	784
Shark Bay (S)	2011	Torres Strait Islander	0
Shark Bay (S)	2016	Aboriginal	67
Shark Bay (S)	2016	Both Aboriginal & Torres Strait Islander	0
Shark Bay (S)	2016	Non-indigenous	879
Shark Bay (S)	2016	Torres Strait Islander	0
South Perth (C)	2006	Aboriginal	335
South Perth (C)	2006	Both Aboriginal & Torres Strait Islander	20
South Perth (C)	2006	Non-indigenous	38002
South Perth (C)	2006	Torres Strait Islander	4
South Perth (C)	2011	Aboriginal	425
South Perth (C)	2011	Both Aboriginal & Torres Strait Islander	9
South Perth (C)	2011	Non-indigenous	40302
South Perth (C)	2011	Torres Strait Islander	3
South Perth (C)	2016	Aboriginal	512
South Perth (C)	2016	Both Aboriginal & Torres Strait Islander	10
South Perth (C)	2016	Non-indigenous	41461
South Perth (C)	2016	Torres Strait Islander	6
Stirling (C)	2006	Aboriginal	1910
Stirling (C)	2006	Both Aboriginal & Torres Strait Islander	41
Stirling (C)	2006	Non-indigenous	174102
Stirling (C)	2006	Torres Strait Islander	57
Stirling (C)	2011	Aboriginal	2233
Stirling (C)	2011	Both Aboriginal & Torres Strait Islander	46
Stirling (C)	2011	Non-indigenous	193354
Stirling (C)	2011	Torres Strait Islander	66
Stirling (C)	2016	Aboriginal	2128
Stirling (C)	2016	Both Aboriginal & Torres Strait Islander	28
Stirling (C)	2016	Non-indigenous	207978
Stirling (C)	2016	Torres Strait Islander	74
Subiaco (C)	2006	Aboriginal	79
Subiaco (C)	2006	Both Aboriginal & Torres Strait Islander	0
Subiaco (C)	2006	Non-indigenous	16293
Subiaco (C)	2006	Torres Strait Islander	8
Subiaco (C)	2011	Aboriginal	77
Subiaco (C)	2011	Both Aboriginal & Torres Strait Islander	0
Subiaco (C)	2011	Non-indigenous	17495
Subiaco (C)	2011	Torres Strait Islander	3
Subiaco (C)	2016	Aboriginal	125
Subiaco (C)	2016	Both Aboriginal & Torres Strait Islander	6
Subiaco (C)	2016	Non-indigenous	19220
Subiaco (C)	2016	Torres Strait Islander	8
Swan (C)	2006	Aboriginal	2483
Swan (C)	2006	Both Aboriginal & Torres Strait Islander	33
Swan (C)	2006	Non-indigenous	90693
Swan (C)	2006	Torres Strait Islander	67
Swan (C)	2011	Aboriginal	3139
Swan (C)	2011	Both Aboriginal & Torres Strait Islander	49
Swan (C)	2011	Non-indigenous	105210
Swan (C)	2011	Torres Strait Islander	64
Swan (C)	2016	Aboriginal	3637
Swan (C)	2016	Both Aboriginal & Torres Strait Islander	74
Swan (C)	2016	Non-indigenous	130040
Swan (C)	2016	Torres Strait Islander	100
Tammin (S)	2006	Aboriginal	49
Tammin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2006	Non-indigenous	340
Tammin (S)	2006	Torres Strait Islander	0
Tammin (S)	2011	Aboriginal	47
Tammin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2011	Non-indigenous	358
Tammin (S)	2011	Torres Strait Islander	0
Tammin (S)	2016	Aboriginal	41
Tammin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2016	Non-indigenous	361
Tammin (S)	2016	Torres Strait Islander	0
Three Springs (S)	2006	Aboriginal	40
Three Springs (S)	2006	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2006	Non-indigenous	622
Three Springs (S)	2006	Torres Strait Islander	3
Three Springs (S)	2011	Aboriginal	38
Three Springs (S)	2011	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2011	Non-indigenous	576
Three Springs (S)	2011	Torres Strait Islander	0
Three Springs (S)	2016	Aboriginal	47
Three Springs (S)	2016	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2016	Non-indigenous	547
Three Springs (S)	2016	Torres Strait Islander	0
Toodyay (S)	2006	Aboriginal	94
Toodyay (S)	2006	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2006	Non-indigenous	4016
Toodyay (S)	2006	Torres Strait Islander	0
Toodyay (S)	2011	Aboriginal	107
Toodyay (S)	2011	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2011	Non-indigenous	4280
Toodyay (S)	2011	Torres Strait Islander	0
Toodyay (S)	2016	Aboriginal	120
Toodyay (S)	2016	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2016	Non-indigenous	4316
Toodyay (S)	2016	Torres Strait Islander	3
Trayning (S)	2006	Aboriginal	18
Trayning (S)	2006	Both Aboriginal & Torres Strait Islander	0
Trayning (S)	2006	Non-indigenous	374
Trayning (S)	2006	Torres Strait Islander	0
Trayning (S)	2011	Aboriginal	25
Trayning (S)	2011	Both Aboriginal & Torres Strait Islander	0
Trayning (S)	2011	Non-indigenous	314
Trayning (S)	2011	Torres Strait Islander	8
Trayning (S)	2016	Aboriginal	16
Trayning (S)	2016	Both Aboriginal & Torres Strait Islander	0
Trayning (S)	2016	Non-indigenous	334
Trayning (S)	2016	Torres Strait Islander	0
Upper Gascoyne (S)	2006	Aboriginal	152
Upper Gascoyne (S)	2006	Both Aboriginal & Torres Strait Islander	6
Upper Gascoyne (S)	2006	Non-indigenous	130
Upper Gascoyne (S)	2006	Torres Strait Islander	0
Upper Gascoyne (S)	2011	Aboriginal	139
Upper Gascoyne (S)	2011	Both Aboriginal & Torres Strait Islander	0
Upper Gascoyne (S)	2011	Non-indigenous	111
Upper Gascoyne (S)	2011	Torres Strait Islander	0
Upper Gascoyne (S)	2016	Aboriginal	164
Upper Gascoyne (S)	2016	Both Aboriginal & Torres Strait Islander	0
Upper Gascoyne (S)	2016	Non-indigenous	114
Upper Gascoyne (S)	2016	Torres Strait Islander	0
Victoria Park (T)	2006	Aboriginal	402
Victoria Park (T)	2006	Both Aboriginal & Torres Strait Islander	5
Victoria Park (T)	2006	Non-indigenous	27535
Victoria Park (T)	2006	Torres Strait Islander	17
Victoria Park (T)	2011	Aboriginal	485
Victoria Park (T)	2011	Both Aboriginal & Torres Strait Islander	11
Victoria Park (T)	2011	Non-indigenous	31926
Victoria Park (T)	2011	Torres Strait Islander	11
Victoria Park (T)	2016	Aboriginal	511
Victoria Park (T)	2016	Both Aboriginal & Torres Strait Islander	7
Victoria Park (T)	2016	Non-indigenous	34461
Victoria Park (T)	2016	Torres Strait Islander	11
Victoria Plains (S)	2006	Aboriginal	21
Victoria Plains (S)	2006	Both Aboriginal & Torres Strait Islander	0
Victoria Plains (S)	2006	Non-indigenous	884
Victoria Plains (S)	2006	Torres Strait Islander	0
Victoria Plains (S)	2011	Aboriginal	22
Victoria Plains (S)	2011	Both Aboriginal & Torres Strait Islander	3
Victoria Plains (S)	2011	Non-indigenous	872
Victoria Plains (S)	2011	Torres Strait Islander	0
Victoria Plains (S)	2016	Aboriginal	24
Victoria Plains (S)	2016	Both Aboriginal & Torres Strait Islander	0
Victoria Plains (S)	2016	Non-indigenous	886
Victoria Plains (S)	2016	Torres Strait Islander	0
Vincent (C)	2006	Aboriginal	149
Vincent (C)	2006	Both Aboriginal & Torres Strait Islander	3
Vincent (C)	2006	Non-indigenous	27575
Vincent (C)	2006	Torres Strait Islander	6
Vincent (C)	2011	Aboriginal	172
Vincent (C)	2011	Both Aboriginal & Torres Strait Islander	3
Vincent (C)	2011	Non-indigenous	31371
Vincent (C)	2011	Torres Strait Islander	4
Vincent (C)	2016	Aboriginal	223
Vincent (C)	2016	Both Aboriginal & Torres Strait Islander	4
Vincent (C)	2016	Non-indigenous	33462
Vincent (C)	2016	Torres Strait Islander	4
Wagin (S)	2006	Aboriginal	77
Wagin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Wagin (S)	2006	Non-indigenous	1765
Wagin (S)	2006	Torres Strait Islander	0
Wagin (S)	2011	Aboriginal	61
Wagin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Wagin (S)	2011	Non-indigenous	1786
Wagin (S)	2011	Torres Strait Islander	0
Wagin (S)	2016	Aboriginal	38
Wagin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Wagin (S)	2016	Non-indigenous	1814
Wagin (S)	2016	Torres Strait Islander	0
Wandering (S)	2006	Aboriginal	9
Wandering (S)	2006	Both Aboriginal & Torres Strait Islander	0
Wandering (S)	2006	Non-indigenous	345
Wandering (S)	2006	Torres Strait Islander	0
Wandering (S)	2011	Aboriginal	0
Wandering (S)	2011	Both Aboriginal & Torres Strait Islander	0
Wandering (S)	2011	Non-indigenous	438
Wandering (S)	2011	Torres Strait Islander	0
Wandering (S)	2016	Aboriginal	3
Wandering (S)	2016	Both Aboriginal & Torres Strait Islander	0
Wandering (S)	2016	Non-indigenous	441
Wandering (S)	2016	Torres Strait Islander	0
Wanneroo (C)	2006	Aboriginal	1819
Wanneroo (C)	2006	Both Aboriginal & Torres Strait Islander	33
Wanneroo (C)	2006	Non-indigenous	109028
Wanneroo (C)	2006	Torres Strait Islander	61
Wanneroo (C)	2011	Aboriginal	2199
Wanneroo (C)	2011	Both Aboriginal & Torres Strait Islander	42
Wanneroo (C)	2011	Non-indigenous	149763
Wanneroo (C)	2011	Torres Strait Islander	72
Wanneroo (C)	2016	Aboriginal	2568
Wanneroo (C)	2016	Both Aboriginal & Torres Strait Islander	58
Wanneroo (C)	2016	Non-indigenous	185508
Wanneroo (C)	2016	Torres Strait Islander	78
Waroona (S)	2006	Aboriginal	91
Waroona (S)	2006	Both Aboriginal & Torres Strait Islander	0
Waroona (S)	2006	Non-indigenous	3357
Waroona (S)	2006	Torres Strait Islander	0
Waroona (S)	2011	Aboriginal	103
Waroona (S)	2011	Both Aboriginal & Torres Strait Islander	0
Waroona (S)	2011	Non-indigenous	3479
Waroona (S)	2011	Torres Strait Islander	0
Waroona (S)	2016	Aboriginal	94
Waroona (S)	2016	Both Aboriginal & Torres Strait Islander	0
Waroona (S)	2016	Non-indigenous	4051
Waroona (S)	2016	Torres Strait Islander	3
West Arthur (S)	2006	Aboriginal	11
West Arthur (S)	2006	Both Aboriginal & Torres Strait Islander	0
West Arthur (S)	2006	Non-indigenous	845
West Arthur (S)	2006	Torres Strait Islander	0
West Arthur (S)	2011	Aboriginal	8
West Arthur (S)	2011	Both Aboriginal & Torres Strait Islander	0
West Arthur (S)	2011	Non-indigenous	860
West Arthur (S)	2011	Torres Strait Islander	0
West Arthur (S)	2016	Aboriginal	25
West Arthur (S)	2016	Both Aboriginal & Torres Strait Islander	0
West Arthur (S)	2016	Non-indigenous	784
West Arthur (S)	2016	Torres Strait Islander	0
Westonia (S)	2006	Aboriginal	8
Westonia (S)	2006	Both Aboriginal & Torres Strait Islander	0
Westonia (S)	2006	Non-indigenous	202
Westonia (S)	2006	Torres Strait Islander	0
Westonia (S)	2011	Aboriginal	3
Westonia (S)	2011	Both Aboriginal & Torres Strait Islander	0
Westonia (S)	2011	Non-indigenous	273
Westonia (S)	2011	Torres Strait Islander	0
Westonia (S)	2016	Aboriginal	6
Westonia (S)	2016	Both Aboriginal & Torres Strait Islander	0
Westonia (S)	2016	Non-indigenous	298
Westonia (S)	2016	Torres Strait Islander	0
Wickepin (S)	2006	Aboriginal	14
Wickepin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Wickepin (S)	2006	Non-indigenous	702
Wickepin (S)	2006	Torres Strait Islander	0
Wickepin (S)	2011	Aboriginal	21
Wickepin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Wickepin (S)	2011	Non-indigenous	728
Wickepin (S)	2011	Torres Strait Islander	0
Wickepin (S)	2016	Aboriginal	25
Wickepin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Wickepin (S)	2016	Non-indigenous	693
Wickepin (S)	2016	Torres Strait Islander	0
Williams (S)	2006	Aboriginal	12
Williams (S)	2006	Both Aboriginal & Torres Strait Islander	3
Williams (S)	2006	Non-indigenous	849
Williams (S)	2006	Torres Strait Islander	0
Williams (S)	2011	Aboriginal	3
Williams (S)	2011	Both Aboriginal & Torres Strait Islander	0
Williams (S)	2011	Non-indigenous	911
Williams (S)	2011	Torres Strait Islander	0
Williams (S)	2016	Aboriginal	12
Williams (S)	2016	Both Aboriginal & Torres Strait Islander	0
Williams (S)	2016	Non-indigenous	969
Williams (S)	2016	Torres Strait Islander	0
Wiluna (S)	2006	Aboriginal	258
Wiluna (S)	2006	Both Aboriginal & Torres Strait Islander	0
Wiluna (S)	2006	Non-indigenous	422
Wiluna (S)	2006	Torres Strait Islander	0
Wiluna (S)	2011	Aboriginal	284
Wiluna (S)	2011	Both Aboriginal & Torres Strait Islander	4
Wiluna (S)	2011	Non-indigenous	869
Wiluna (S)	2011	Torres Strait Islander	3
Wiluna (S)	2016	Aboriginal	211
Wiluna (S)	2016	Both Aboriginal & Torres Strait Islander	8
Wiluna (S)	2016	Non-indigenous	516
Wiluna (S)	2016	Torres Strait Islander	7
Wongan-Ballidu (S)	2006	Aboriginal	60
Wongan-Ballidu (S)	2006	Both Aboriginal & Torres Strait Islander	0
Wongan-Ballidu (S)	2006	Non-indigenous	1325
Wongan-Ballidu (S)	2006	Torres Strait Islander	0
Wongan-Ballidu (S)	2011	Aboriginal	107
Wongan-Ballidu (S)	2011	Both Aboriginal & Torres Strait Islander	0
Wongan-Ballidu (S)	2011	Non-indigenous	1327
Wongan-Ballidu (S)	2011	Torres Strait Islander	0
Wongan-Ballidu (S)	2016	Aboriginal	86
Wongan-Ballidu (S)	2016	Both Aboriginal & Torres Strait Islander	0
Wongan-Ballidu (S)	2016	Non-indigenous	1245
Wongan-Ballidu (S)	2016	Torres Strait Islander	0
Woodanilling (S)	2006	Aboriginal	4
Woodanilling (S)	2006	Both Aboriginal & Torres Strait Islander	0
Woodanilling (S)	2006	Non-indigenous	398
Woodanilling (S)	2006	Torres Strait Islander	0
Woodanilling (S)	2011	Aboriginal	6
Woodanilling (S)	2011	Both Aboriginal & Torres Strait Islander	0
Woodanilling (S)	2011	Non-indigenous	411
Woodanilling (S)	2011	Torres Strait Islander	0
Woodanilling (S)	2016	Aboriginal	5
Woodanilling (S)	2016	Both Aboriginal & Torres Strait Islander	0
Woodanilling (S)	2016	Non-indigenous	404
Woodanilling (S)	2016	Torres Strait Islander	0
Wyalkatchem (S)	2006	Aboriginal	5
Wyalkatchem (S)	2006	Both Aboriginal & Torres Strait Islander	0
Wyalkatchem (S)	2006	Non-indigenous	557
Wyalkatchem (S)	2006	Torres Strait Islander	0
Wyalkatchem (S)	2011	Aboriginal	15
Wyalkatchem (S)	2011	Both Aboriginal & Torres Strait Islander	0
Wyalkatchem (S)	2011	Non-indigenous	508
Wyalkatchem (S)	2011	Torres Strait Islander	0
Wyalkatchem (S)	2016	Aboriginal	8
Wyalkatchem (S)	2016	Both Aboriginal & Torres Strait Islander	0
Wyalkatchem (S)	2016	Non-indigenous	508
Wyalkatchem (S)	2016	Torres Strait Islander	0
Wyndham-East Kimberley (S)	2006	Aboriginal	2221
Wyndham-East Kimberley (S)	2006	Both Aboriginal & Torres Strait Islander	23
Wyndham-East Kimberley (S)	2006	Non-indigenous	4341
Wyndham-East Kimberley (S)	2006	Torres Strait Islander	9
Wyndham-East Kimberley (S)	2011	Aboriginal	2656
Wyndham-East Kimberley (S)	2011	Both Aboriginal & Torres Strait Islander	34
Wyndham-East Kimberley (S)	2011	Non-indigenous	5086
Wyndham-East Kimberley (S)	2011	Torres Strait Islander	24
Wyndham-East Kimberley (S)	2016	Aboriginal	2293
Wyndham-East Kimberley (S)	2016	Both Aboriginal & Torres Strait Islander	28
Wyndham-East Kimberley (S)	2016	Non-indigenous	4808
Wyndham-East Kimberley (S)	2016	Torres Strait Islander	19
Yalgoo (S)	2006	Aboriginal	94
Yalgoo (S)	2006	Both Aboriginal & Torres Strait Islander	0
Yalgoo (S)	2006	Non-indigenous	148
Yalgoo (S)	2006	Torres Strait Islander	0
Yalgoo (S)	2011	Aboriginal	91
Yalgoo (S)	2011	Both Aboriginal & Torres Strait Islander	0
Yalgoo (S)	2011	Non-indigenous	311
Yalgoo (S)	2011	Torres Strait Islander	0
Yalgoo (S)	2016	Aboriginal	72
Yalgoo (S)	2016	Both Aboriginal & Torres Strait Islander	0
Yalgoo (S)	2016	Non-indigenous	265
Yalgoo (S)	2016	Torres Strait Islander	0
Yilgarn (S)	2006	Aboriginal	36
Yilgarn (S)	2006	Both Aboriginal & Torres Strait Islander	4
Yilgarn (S)	2006	Non-indigenous	1373
Yilgarn (S)	2006	Torres Strait Islander	0
Yilgarn (S)	2011	Aboriginal	19
Yilgarn (S)	2011	Both Aboriginal & Torres Strait Islander	0
Yilgarn (S)	2011	Non-indigenous	1618
Yilgarn (S)	2011	Torres Strait Islander	0
Yilgarn (S)	2016	Aboriginal	39
Yilgarn (S)	2016	Both Aboriginal & Torres Strait Islander	0
Yilgarn (S)	2016	Non-indigenous	1163
Yilgarn (S)	2016	Torres Strait Islander	0
York (S)	2006	Aboriginal	80
York (S)	2006	Both Aboriginal & Torres Strait Islander	4
York (S)	2006	Non-indigenous	3033
York (S)	2006	Torres Strait Islander	0
York (S)	2011	Aboriginal	118
York (S)	2011	Both Aboriginal & Torres Strait Islander	0
