LGA_NAME16	Year	SameAddress5YearsAgo	persons
Nedlands (C)	2016	1	10777
Ngaanyatjarraku (S)	2006		194
Ngaanyatjarraku (S)	2006	0	342
Ngaanyatjarraku (S)	2006	1	800
Ngaanyatjarraku (S)	2011		196
Ngaanyatjarraku (S)	2011	0	323
Ngaanyatjarraku (S)	2011	1	918
Ngaanyatjarraku (S)	2016		196
Ngaanyatjarraku (S)	2016	0	512
Ngaanyatjarraku (S)	2016	1	898
Northam (S)	2006		1476
Northam (S)	2006	0	3844
Northam (S)	2006	1	4484
Northam (S)	2011		1630
Northam (S)	2011	0	3663
Northam (S)	2011	1	5264
Northam (S)	2016		2181
Northam (S)	2016	0	3505
Northam (S)	2016	1	5426
Northampton (S)	2006		412
Northampton (S)	2006	0	1174
Northampton (S)	2006	1	1621
Northampton (S)	2011		373
Northampton (S)	2011	0	1077
Northampton (S)	2011	1	1738
Northampton (S)	2016		513
Northampton (S)	2016	0	968
Northampton (S)	2016	1	1838
Nungarin (S)	2006		34
Nungarin (S)	2006	0	82
Nungarin (S)	2006	1	129
Nungarin (S)	2011		23
Nungarin (S)	2011	0	81
Nungarin (S)	2011	1	127
Nungarin (S)	2016		50
Nungarin (S)	2016	0	76
Nungarin (S)	2016	1	131
Peppermint Grove (S)	2006		154
Peppermint Grove (S)	2006	0	650
Peppermint Grove (S)	2006	1	775
Peppermint Grove (S)	2011		155
Peppermint Grove (S)	2011	0	526
Peppermint Grove (S)	2011	1	846
Peppermint Grove (S)	2016		161
Peppermint Grove (S)	2016	0	665
Peppermint Grove (S)	2016	1	810
Perenjori (S)	2006		71
Perenjori (S)	2006	0	163
Perenjori (S)	2006	1	298
Perenjori (S)	2011		128
Perenjori (S)	2011	0	416
Perenjori (S)	2011	1	361
Perenjori (S)	2016		114
Perenjori (S)	2016	0	185
Perenjori (S)	2016	1	318
Perth (C)	2006		3028
Perth (C)	2006	0	6572
Perth (C)	2006	1	1880
Perth (C)	2011		3256
Perth (C)	2011	0	10336
Perth (C)	2011	1	3123
Perth (C)	2016		4233
Perth (C)	2016	0	13766
Perth (C)	2016	1	3798
Pingelly (S)	2006		171
Pingelly (S)	2006	0	381
Pingelly (S)	2006	1	617
Pingelly (S)	2011		136
Pingelly (S)	2011	0	417
Pingelly (S)	2011	1	611
Pingelly (S)	2016		205
Pingelly (S)	2016	0	306
Pingelly (S)	2016	1	635
Plantagenet (S)	2006		570
Plantagenet (S)	2006	0	1752
Plantagenet (S)	2006	1	2161
Plantagenet (S)	2011		666
Plantagenet (S)	2011	0	1597
Plantagenet (S)	2011	1	2619
Plantagenet (S)	2016		791
Plantagenet (S)	2016	0	1650
Plantagenet (S)	2016	1	2638
Port Hedland (T)	2006		4059
Port Hedland (T)	2006	0	5131
Port Hedland (T)	2006	1	2770
Port Hedland (T)	2011		4262
Port Hedland (T)	2011	0	7715
Port Hedland (T)	2011	1	3069
Port Hedland (T)	2016		3490
Port Hedland (T)	2016	0	7896
Port Hedland (T)	2016	1	3083
Quairading (S)	2006		121
Quairading (S)	2006	0	314
Quairading (S)	2006	1	584
Quairading (S)	2011		113
Quairading (S)	2011	0	303
Quairading (S)	2011	1	628
Quairading (S)	2016		196
Quairading (S)	2016	0	289
Quairading (S)	2016	1	534
Ravensthorpe (S)	2006		284
Ravensthorpe (S)	2006	0	881
Ravensthorpe (S)	2006	1	787
Ravensthorpe (S)	2011		342
Ravensthorpe (S)	2011	0	1028
Ravensthorpe (S)	2011	1	756
Ravensthorpe (S)	2016		324
Ravensthorpe (S)	2016	0	642
Ravensthorpe (S)	2016	1	767
Rockingham (C)	2006		12299
Rockingham (C)	2006	0	39542
Rockingham (C)	2006	1	32465
Rockingham (C)	2011		14469
Rockingham (C)	2011	0	45384
Rockingham (C)	2011	1	44252
Rockingham (C)	2016		18848
Rockingham (C)	2016	0	54682
Rockingham (C)	2016	1	51584
Sandstone (S)	2006		15
Sandstone (S)	2006	0	59
Sandstone (S)	2006	1	43
Sandstone (S)	2011		16
Sandstone (S)	2011	0	48
Sandstone (S)	2011	1	41
Sandstone (S)	2016		23
Sandstone (S)	2016	0	22
Sandstone (S)	2016	1	44
Serpentine-Jarrahdale (S)	2006		1475
Serpentine-Jarrahdale (S)	2006	0	4978
Serpentine-Jarrahdale (S)	2006	1	6440
Serpentine-Jarrahdale (S)	2011		2334
Serpentine-Jarrahdale (S)	2011	0	7364
Serpentine-Jarrahdale (S)	2011	1	8047
Serpentine-Jarrahdale (S)	2016		4193
Serpentine-Jarrahdale (S)	2016	0	11982
Serpentine-Jarrahdale (S)	2016	1	10658
Shark Bay (S)	2006		177
Shark Bay (S)	2006	0	366
Shark Bay (S)	2006	1	312
Shark Bay (S)	2011		89
Shark Bay (S)	2011	0	394
Shark Bay (S)	2011	1	372
Shark Bay (S)	2016		166
Shark Bay (S)	2016	0	418
Shark Bay (S)	2016	1	362
South Perth (C)	2006		4942
South Perth (C)	2006	0	18546
South Perth (C)	2006	1	14873
South Perth (C)	2011		4926
South Perth (C)	2011	0	18341
South Perth (C)	2011	1	17472
South Perth (C)	2016		4898
South Perth (C)	2016	0	18978
South Perth (C)	2016	1	18113
Stirling (C)	2006		22978
Stirling (C)	2006	0	70853
Stirling (C)	2006	1	82279
Stirling (C)	2011		25240
Stirling (C)	2011	0	77459
Stirling (C)	2011	1	93000
Stirling (C)	2016		27041
Stirling (C)	2016	0	86421
Stirling (C)	2016	1	96746
Subiaco (C)	2006		2210
Subiaco (C)	2006	0	8562
Subiaco (C)	2006	1	5608
Subiaco (C)	2011		2090
Subiaco (C)	2011	0	8578
Subiaco (C)	2011	1	6907
Subiaco (C)	2016		2371
Subiaco (C)	2016	0	9900
Subiaco (C)	2016	1	7088
Swan (C)	2006		13766
Swan (C)	2006	0	38113
Swan (C)	2006	1	41397
Swan (C)	2011		14573
Swan (C)	2011	0	40014
Swan (C)	2011	1	53875
Swan (C)	2016		19120
Swan (C)	2016	0	53878
Swan (C)	2016	1	60853
Tammin (S)	2006		54
Tammin (S)	2006	0	105
Tammin (S)	2006	1	230
Tammin (S)	2011		64
Tammin (S)	2011	0	121
Tammin (S)	2011	1	220
Tammin (S)	2016		78
Tammin (S)	2016	0	119
Tammin (S)	2016	1	205
Three Springs (S)	2006		93
Three Springs (S)	2006	0	284
Three Springs (S)	2006	1	288
Three Springs (S)	2011		105
Three Springs (S)	2011	0	185
Three Springs (S)	2011	1	324
Three Springs (S)	2016		93
Three Springs (S)	2016	0	212
Three Springs (S)	2016	1	289
Toodyay (S)	2006		485
Toodyay (S)	2006	0	1782
Toodyay (S)	2006	1	1843
Toodyay (S)	2011		530
Toodyay (S)	2011	0	1359
Toodyay (S)	2011	1	2498
Toodyay (S)	2016		642
Toodyay (S)	2016	0	1279
Toodyay (S)	2016	1	2518
Trayning (S)	2006		40
Trayning (S)	2006	0	142
Trayning (S)	2006	1	210
Trayning (S)	2011		33
Trayning (S)	2011	0	103
Trayning (S)	2011	1	211
Trayning (S)	2016		73
Trayning (S)	2016	0	100
Trayning (S)	2016	1	177
Upper Gascoyne (S)	2006		71
Upper Gascoyne (S)	2006	0	101
Upper Gascoyne (S)	2006	1	116
Upper Gascoyne (S)	2011		61
Upper Gascoyne (S)	2011	0	93
Upper Gascoyne (S)	2011	1	96
Upper Gascoyne (S)	2016		57
Upper Gascoyne (S)	2016	0	85
Upper Gascoyne (S)	2016	1	136
Victoria Park (T)	2006		4392
Victoria Park (T)	2006	0	13737
Victoria Park (T)	2006	1	9830
Victoria Park (T)	2011		4850
Victoria Park (T)	2011	0	16162
Victoria Park (T)	2011	1	11421
Victoria Park (T)	2016		5535
Victoria Park (T)	2016	0	16672
Victoria Park (T)	2016	1	12783
Victoria Plains (S)	2006		121
Victoria Plains (S)	2006	0	266
Victoria Plains (S)	2006	1	518
Victoria Plains (S)	2011		125
Victoria Plains (S)	2011	0	259
Victoria Plains (S)	2011	1	513
Victoria Plains (S)	2016		145
Victoria Plains (S)	2016	0	256
Victoria Plains (S)	2016	1	509
Vincent (C)	2006		4534
Vincent (C)	2006	0	12370
Vincent (C)	2006	1	10829
Vincent (C)	2011		4452
Vincent (C)	2011	0	14194
Vincent (C)	2011	1	12904
Vincent (C)	2016		4697
Vincent (C)	2016	0	15488
Vincent (C)	2016	1	13508
Wagin (S)	2006		258
Wagin (S)	2006	0	686
Wagin (S)	2006	1	898
Wagin (S)	2011		204
Wagin (S)	2011	0	599
Wagin (S)	2011	1	1044
Wagin (S)	2016		304
Wagin (S)	2016	0	527
Wagin (S)	2016	1	1021
Wandering (S)	2006		57
Wandering (S)	2006	0	89
Wandering (S)	2006	1	208
Wandering (S)	2011		49
Wandering (S)	2011	0	169
Wandering (S)	2011	1	220
Wandering (S)	2016		71
Wandering (S)	2016	0	133
Wandering (S)	2016	1	240
Wanneroo (C)	2006		16133
Wanneroo (C)	2006	0	54141
Wanneroo (C)	2006	1	40667
Wanneroo (C)	2011		21265
Wanneroo (C)	2011	0	66902
Wanneroo (C)	2011	1	63909
Wanneroo (C)	2016		26148
Wanneroo (C)	2016	0	79053
Wanneroo (C)	2016	1	83011
Waroona (S)	2006		443
Waroona (S)	2006	0	1430
Waroona (S)	2006	1	1575
Waroona (S)	2011		383
Waroona (S)	2011	0	1164
Waroona (S)	2011	1	2035
Waroona (S)	2016		711
Waroona (S)	2016	0	1377
Waroona (S)	2016	1	2060
West Arthur (S)	2006		103
West Arthur (S)	2006	0	209
West Arthur (S)	2006	1	544
West Arthur (S)	2011		99
West Arthur (S)	2011	0	208
West Arthur (S)	2011	1	561
West Arthur (S)	2016		123
West Arthur (S)	2016	0	205
West Arthur (S)	2016	1	481
Westonia (S)	2006		29
Westonia (S)	2006	0	48
Westonia (S)	2006	1	133
Westonia (S)	2011		35
Westonia (S)	2011	0	116
Westonia (S)	2011	1	125
Westonia (S)	2016		63
Westonia (S)	2016	0	98
Westonia (S)	2016	1	143
Wickepin (S)	2006		73
Wickepin (S)	2006	0	233
Wickepin (S)	2006	1	410
Wickepin (S)	2011		115
Wickepin (S)	2011	0	172
Wickepin (S)	2011	1	462
Wickepin (S)	2016		113
Wickepin (S)	2016	0	164
Wickepin (S)	2016	1	441
Williams (S)	2006		93
Williams (S)	2006	0	281
Williams (S)	2006	1	490
Williams (S)	2011		119
Williams (S)	2011	0	257
Williams (S)	2011	1	538
Williams (S)	2016		164
Williams (S)	2016	0	274
Williams (S)	2016	1	543
Wiluna (S)	2006		92
Wiluna (S)	2006	0	302
Wiluna (S)	2006	1	286
Wiluna (S)	2011		187
Wiluna (S)	2011	0	676
Wiluna (S)	2011	1	297
Wiluna (S)	2016		168
Wiluna (S)	2016	0	270
Wiluna (S)	2016	1	304
Wongan-Ballidu (S)	2006		169
Wongan-Ballidu (S)	2006	0	512
Wongan-Ballidu (S)	2006	1	704
Wongan-Ballidu (S)	2011		220
Wongan-Ballidu (S)	2011	0	468
Wongan-Ballidu (S)	2011	1	746
Wongan-Ballidu (S)	2016		153
Wongan-Ballidu (S)	2016	0	420
Wongan-Ballidu (S)	2016	1	758
Woodanilling (S)	2006		60
Woodanilling (S)	2006	0	100
Woodanilling (S)	2006	1	242
Woodanilling (S)	2011		44
Woodanilling (S)	2011	0	117
Woodanilling (S)	2011	1	256
Woodanilling (S)	2016		65
Woodanilling (S)	2016	0	97
Woodanilling (S)	2016	1	247
Wyalkatchem (S)	2006		51
Wyalkatchem (S)	2006	0	194
Wyalkatchem (S)	2006	1	317
Wyalkatchem (S)	2011		81
Wyalkatchem (S)	2011	0	137
Wyalkatchem (S)	2011	1	305
Wyalkatchem (S)	2016		93
Wyalkatchem (S)	2016	0	153
Wyalkatchem (S)	2016	1	270
Wyndham-East Kimberley (S)	2006		1560
Wyndham-East Kimberley (S)	2006	0	2733
Wyndham-East Kimberley (S)	2006	1	2301
Wyndham-East Kimberley (S)	2011		1467
Wyndham-East Kimberley (S)	2011	0	3529
Wyndham-East Kimberley (S)	2011	1	2804
Wyndham-East Kimberley (S)	2016		1495
Wyndham-East Kimberley (S)	2016	0	3010
Wyndham-East Kimberley (S)	2016	1	2643
Yalgoo (S)	2006		43
Yalgoo (S)	2006	0	106
Yalgoo (S)	2006	1	93
Yalgoo (S)	2011		89
Yalgoo (S)	2011	0	195
Yalgoo (S)	2011	1	118
Yalgoo (S)	2016		87
Yalgoo (S)	2016	0	156
Yalgoo (S)	2016	1	94
Yilgarn (S)	2006		240
Yilgarn (S)	2006	0	509
Yilgarn (S)	2006	1	664
Yilgarn (S)	2011		285
Yilgarn (S)	2011	0	643
Yilgarn (S)	2011	1	709
Yilgarn (S)	2016		252
Yilgarn (S)	2016	0	355
Yilgarn (S)	2016	1	595
York (S)	2006		348
York (S)	2006	0	1265
York (S)	2006	1	1504
York (S)	2011		377
York (S)	2011	0	1137
York (S)	2011	1	1881
York (S)	2016		592
York (S)	2016	0	1100
York (S)	2016	1	1914
No usual address (WA)	2006	0	4384
No usual address (WA)	2006	1	527
No usual address (WA)	2011	0	4913
No usual address (WA)	2011	1	720
No usual address (WA)	2016	0	3440
No usual address (WA)	2016	1	725
Migratory - Offshore - Shipping (WA)	2006	0	153
Migratory - Offshore - Shipping (WA)	2006	1	141
Migratory - Offshore - Shipping (WA)	2011	0	176
Migratory - Offshore - Shipping (WA)	2011	1	165
Migratory - Offshore - Shipping (WA)	2016	0	206
Migratory - Offshore - Shipping (WA)	2016	1	147
Break O'Day (M)	2006		682
Break O'Day (M)	2006	0	2304
Break O'Day (M)	2006	1	3082
Break O'Day (M)	2011		613
Break O'Day (M)	2011	0	2124
Break O'Day (M)	2011	1	3456
Break O'Day (M)	2016		784
Break O'Day (M)	2016	0	1836
Break O'Day (M)	2016	1	3484
Brighton (M)	2006		2398
Brighton (M)	2006	0	4829
Brighton (M)	2006	1	6895
Brighton (M)	2011		2342
Brighton (M)	2011	0	4870
Brighton (M)	2011	1	8248
Brighton (M)	2016		2605
Brighton (M)	2016	0	4869
Brighton (M)	2016	1	9038
Burnie (C)	2006		2159
Burnie (C)	2006	0	7091
Burnie (C)	2006	1	9806
Burnie (C)	2011		2225
Burnie (C)	2011	0	6543
Burnie (C)	2011	1	10562
Burnie (C)	2016		2407
Burnie (C)	2016	0	6092
Burnie (C)	2016	1	10396
Central Coast (M) (Tas.)	2006		2195
Central Coast (M) (Tas.)	2006	0	6737
Central Coast (M) (Tas.)	2006	1	11732
Central Coast (M) (Tas.)	2011		2259
Central Coast (M) (Tas.)	2011	0	6662
Central Coast (M) (Tas.)	2011	1	12433
Central Coast (M) (Tas.)	2016		2475
Central Coast (M) (Tas.)	2016	0	6323
Central Coast (M) (Tas.)	2016	1	12564
Central Highlands (M) (Tas.)	2006		254
Central Highlands (M) (Tas.)	2006	0	736
Central Highlands (M) (Tas.)	2006	1	1254
Central Highlands (M) (Tas.)	2011		300
Central Highlands (M) (Tas.)	2011	0	646
Central Highlands (M) (Tas.)	2011	1	1315
Central Highlands (M) (Tas.)	2016		270
Central Highlands (M) (Tas.)	2016	0	556
Central Highlands (M) (Tas.)	2016	1	1315
Circular Head (M)	2006		864
Circular Head (M)	2006	0	3107
Circular Head (M)	2006	1	3985
Circular Head (M)	2011		961
Circular Head (M)	2011	0	2666
Circular Head (M)	2011	1	4351
Circular Head (M)	2016		1134
Circular Head (M)	2016	0	2496
Circular Head (M)	2016	1	4296
Clarence (C)	2006		5790
Clarence (C)	2006	0	15497
Clarence (C)	2006	1	28351
Clarence (C)	2011		5981
Clarence (C)	2011	0	16116
Clarence (C)	2011	1	29755
Clarence (C)	2016		6635
Clarence (C)	2016	0	17315
Clarence (C)	2016	1	30869
Derwent Valley (M)	2006		1302
Derwent Valley (M)	2006	0	2912
Derwent Valley (M)	2006	1	5264
Derwent Valley (M)	2011		1258
Derwent Valley (M)	2011	0	2658
Derwent Valley (M)	2011	1	5790
Derwent Valley (M)	2016		1345
Derwent Valley (M)	2016	0	2717
Derwent Valley (M)	2016	1	5959
Devonport (C)	2006		2613
Devonport (C)	2006	0	8377
Devonport (C)	2006	1	13025
Devonport (C)	2011		2783
Devonport (C)	2011	0	8217
Devonport (C)	2011	1	13617
Devonport (C)	2016		3187
Devonport (C)	2016	0	8027
Devonport (C)	2016	1	13482
Dorset (M)	2006		728
Dorset (M)	2006	0	2246
Dorset (M)	2006	1	4022
Dorset (M)	2011		688
Dorset (M)	2011	0	2016
Dorset (M)	2011	1	4124
Dorset (M)	2016		863
Dorset (M)	2016	0	1740
Dorset (M)	2016	1	4014
Flinders (M) (Tas.)	2006		78
Flinders (M) (Tas.)	2006	0	292
Flinders (M) (Tas.)	2006	1	489
Flinders (M) (Tas.)	2011		83
Flinders (M) (Tas.)	2011	0	261
Flinders (M) (Tas.)	2011	1	432
Flinders (M) (Tas.)	2016		115
Flinders (M) (Tas.)	2016	0	257
Flinders (M) (Tas.)	2016	1	534
George Town (M)	2006		855
George Town (M)	2006	0	2153
George Town (M)	2006	1	3521
George Town (M)	2011		759
George Town (M)	2011	0	1965
George Town (M)	2011	1	3912
George Town (M)	2016		1081
George Town (M)	2016	0	1881
George Town (M)	2016	1	3802
Glamorgan/Spring Bay (M)	2006		474
Glamorgan/Spring Bay (M)	2006	0	1522
Glamorgan/Spring Bay (M)	2006	1	2192
Glamorgan/Spring Bay (M)	2011		385
Glamorgan/Spring Bay (M)	2011	0	1321
Glamorgan/Spring Bay (M)	2011	1	2485
Glamorgan/Spring Bay (M)	2016		615
Glamorgan/Spring Bay (M)	2016	0	1337
Glamorgan/Spring Bay (M)	2016	1	2448
Glenorchy (C)	2006		5439
Glenorchy (C)	2006	0	14659
Glenorchy (C)	2006	1	23316
Glenorchy (C)	2011		5105
Glenorchy (C)	2011	0	14760
Glenorchy (C)	2011	1	24790
Glenorchy (C)	2016		6233
Glenorchy (C)	2016	0	15312
Glenorchy (C)	2016	1	24708
Hobart (C)	2006		5422
Hobart (C)	2006	0	20536
Hobart (C)	2006	1	21740
Hobart (C)	2011		4908
Hobart (C)	2011	0	20190
Hobart (C)	2011	1	23608
Hobart (C)	2016		5488
Hobart (C)	2016	0	21453
Hobart (C)	2016	1	23498
Huon Valley (M)	2006		1633
Huon Valley (M)	2006	0	5072
Huon Valley (M)	2006	1	7296
Huon Valley (M)	2011		1727
Huon Valley (M)	2011	0	5234
Huon Valley (M)	2011	1	8179
Huon Valley (M)	2016		2062
Huon Valley (M)	2016	0	5184
Huon Valley (M)	2016	1	8953
Kentish (M)	2006		577
Kentish (M)	2006	0	1938
Kentish (M)	2006	1	3244
Kentish (M)	2011		549
Kentish (M)	2011	0	2065
Kentish (M)	2011	1	3472
Kentish (M)	2016		736
Kentish (M)	2016	0	1731
Kentish (M)	2016	1	3661
King Island (M)	2006		178
King Island (M)	2006	0	634
King Island (M)	2006	1	829
King Island (M)	2011		194
King Island (M)	2011	0	503
King Island (M)	2011	1	866
King Island (M)	2016		239
King Island (M)	2016	0	477
King Island (M)	2016	1	869
Kingborough (M)	2006		3271
Kingborough (M)	2006	0	11364
Kingborough (M)	2006	1	16201
Kingborough (M)	2011		3351
Kingborough (M)	2011	0	12077
Kingborough (M)	2011	1	18464
Kingborough (M)	2016		3910
Kingborough (M)	2016	0	12337
Kingborough (M)	2016	1	19606
Latrobe (M) (Tas.)	2006		861
Latrobe (M) (Tas.)	2006	0	3062
Latrobe (M) (Tas.)	2006	1	4707
Latrobe (M) (Tas.)	2011		955
Latrobe (M) (Tas.)	2011	0	3564
Latrobe (M) (Tas.)	2011	1	5314
Latrobe (M) (Tas.)	2016		1262
Latrobe (M) (Tas.)	2016	0	3622
Latrobe (M) (Tas.)	2016	1	5815
Launceston (C)	2006		7344
Launceston (C)	2006	0	23763
Launceston (C)	2006	1	31114
Launceston (C)	2011		7177
Launceston (C)	2011	0	23531
Launceston (C)	2011	1	33485
Launceston (C)	2016		8871
Launceston (C)	2016	0	23422
Launceston (C)	2016	1	32981
Meander Valley (M)	2006		1951
Meander Valley (M)	2006	0	6533
Meander Valley (M)	2006	1	9866
Meander Valley (M)	2011		1717
Meander Valley (M)	2011	0	5983
Meander Valley (M)	2011	1	11189
Meander Valley (M)	2016		2313
Meander Valley (M)	2016	0	5639
Meander Valley (M)	2016	1	11330
Northern Midlands (M)	2006		1336
Northern Midlands (M)	2006	0	4049
Northern Midlands (M)	2006	1	6707
Northern Midlands (M)	2011		1181
Northern Midlands (M)	2011	0	3861
Northern Midlands (M)	2011	1	7188
Northern Midlands (M)	2016		1792
Northern Midlands (M)	2016	0	3687
Northern Midlands (M)	2016	1	7343
Sorell (M)	2006		1282
Sorell (M)	2006	0	4726
Sorell (M)	2006	1	5918
Sorell (M)	2011		1538
Sorell (M)	2011	0	4490
Sorell (M)	2011	1	7168
Sorell (M)	2016		1928
Sorell (M)	2016	0	4699
Sorell (M)	2016	1	7787
Southern Midlands (M)	2006		696
Southern Midlands (M)	2006	0	1768
Southern Midlands (M)	2006	1	3209
Southern Midlands (M)	2011		661
Southern Midlands (M)	2011	0	1684
Southern Midlands (M)	2011	1	3702
Southern Midlands (M)	2016		797
Southern Midlands (M)	2016	0	1339
Southern Midlands (M)	2016	1	3907
Tasman (M)	2006		276
Tasman (M)	2006	0	765
Tasman (M)	2006	1	1200
Tasman (M)	2011		239
Tasman (M)	2011	0	677
Tasman (M)	2011	1	1439
Tasman (M)	2016		376
Tasman (M)	2016	0	604
Tasman (M)	2016	1	1392
Waratah/Wynyard (M)	2006		1203
Waratah/Wynyard (M)	2006	0	4923
Waratah/Wynyard (M)	2006	1	7286
Waratah/Wynyard (M)	2011		1467
Waratah/Wynyard (M)	2011	0	4292
Waratah/Wynyard (M)	2011	1	7948
Waratah/Wynyard (M)	2016		1716
Waratah/Wynyard (M)	2016	0	4076
Waratah/Wynyard (M)	2016	1	7786
West Coast (M)	2006		608
West Coast (M)	2006	0	1865
West Coast (M)	2006	1	2530
West Coast (M)	2011		629
West Coast (M)	2011	0	1567
West Coast (M)	2011	1	2483
West Coast (M)	2016		626
West Coast (M)	2016	0	1296
West Coast (M)	2016	1	2227
West Tamar (M)	2006		2182
West Tamar (M)	2006	0	7279
West Tamar (M)	2006	1	11354
West Tamar (M)	2011		2078
West Tamar (M)	2011	0	7201
West Tamar (M)	2011	1	12537
West Tamar (M)	2016		2649
West Tamar (M)	2016	0	7410
West Tamar (M)	2016	1	12659
No usual address (Tas.)	2006	0	639
No usual address (Tas.)	2006	1	105
No usual address (Tas.)	2011	0	746
No usual address (Tas.)	2011	1	100
No usual address (Tas.)	2016	0	541
No usual address (Tas.)	2016	1	133
Migratory - Offshore - Shipping (Tas.)	2006	0	63
Migratory - Offshore - Shipping (Tas.)	2006	1	18
Migratory - Offshore - Shipping (Tas.)	2011	0	59
Migratory - Offshore - Shipping (Tas.)	2011	1	41
Migratory - Offshore - Shipping (Tas.)	2016	0	29
Migratory - Offshore - Shipping (Tas.)	2016	1	37
Alice Springs (T)	2006		4187
Alice Springs (T)	2006	0	10673
Alice Springs (T)	2006	1	9028
Alice Springs (T)	2011		4303
Alice Springs (T)	2011	0	11307
Alice Springs (T)	2011	1	9577
Alice Springs (T)	2016		4754
Alice Springs (T)	2016	0	10617
Alice Springs (T)	2016	1	9382
Barkly (R)	2006		1509
Barkly (R)	2006	0	1539
Barkly (R)	2006	1	3626
Barkly (R)	2011		1400
Barkly (R)	2011	0	1668
Barkly (R)	2011	1	3756
Barkly (R)	2016		1248
Barkly (R)	2016	0	1700
Barkly (R)	2016	1	3707
Belyuen (S)	2006		32
Belyuen (S)	2006	0	8
Belyuen (S)	2006	1	136
Belyuen (S)	2011		9
Belyuen (S)	2011	0	23
Belyuen (S)	2011	1	149
Belyuen (S)	2016		11
Belyuen (S)	2016	0	18
Belyuen (S)	2016	1	135
Central Desert (R)	2006		641
Central Desert (R)	2006	0	929
Central Desert (R)	2006	1	2411
Central Desert (R)	2011		591
Central Desert (R)	2011	0	658
Central Desert (R)	2011	1	2469
Central Desert (R)	2016		557
Central Desert (R)	2016	0	548
Central Desert (R)	2016	1	2572
Coomalie (S)	2006		343
Coomalie (S)	2006	0	345
Coomalie (S)	2006	1	418
Coomalie (S)	2011		247
Coomalie (S)	2011	0	382
Coomalie (S)	2011	1	482
Coomalie (S)	2016		366
Coomalie (S)	2016	0	404
Coomalie (S)	2016	1	549
Darwin (C)	2006		11475
Darwin (C)	2006	0	29880
Darwin (C)	2006	1	24935
Darwin (C)	2011		13486
Darwin (C)	2011	0	32011
Darwin (C)	2011	1	27432
Darwin (C)	2016		14097
Darwin (C)	2016	0	37080
Darwin (C)	2016	1	27627
East Arnhem (R)	2006		1208
East Arnhem (R)	2006	0	870
East Arnhem (R)	2006	1	6091
East Arnhem (R)	2011		1052
East Arnhem (R)	2011	0	995
East Arnhem (R)	2011	1	7053
East Arnhem (R)	2016		1039
East Arnhem (R)	2016	0	797
East Arnhem (R)	2016	1	7190
Katherine (T)	2006		2164
Katherine (T)	2006	0	3916
Katherine (T)	2006	1	2663
Katherine (T)	2011		1802
Katherine (T)	2011	0	4144
Katherine (T)	2011	1	3239
Katherine (T)	2016		2763
Katherine (T)	2016	0	3805
Katherine (T)	2016	1	3149
Litchfield (M)	2006		2773
Litchfield (M)	2006	0	5575
Litchfield (M)	2006	1	7206
Litchfield (M)	2011		3603
Litchfield (M)	2011	0	6674
Litchfield (M)	2011	1	8717
Litchfield (M)	2016		5984
Litchfield (M)	2016	0	7797
Litchfield (M)	2016	1	10074
MacDonnell (R)	2006		1121
MacDonnell (R)	2006	0	1033
MacDonnell (R)	2006	1	3708
MacDonnell (R)	2011		1325
MacDonnell (R)	2011	0	936
MacDonnell (R)	2011	1	3571
MacDonnell (R)	2016		1868
MacDonnell (R)	2016	0	930
MacDonnell (R)	2016	1	3231
Palmerston (C)	2006		5403
Palmerston (C)	2006	0	11736
Palmerston (C)	2006	1	6577
Palmerston (C)	2011		5310
Palmerston (C)	2011	0	13792
Palmerston (C)	2011	1	8603
Palmerston (C)	2016		6524
Palmerston (C)	2016	0	17213
Palmerston (C)	2016	1	10049
Roper Gulf (R)	2006		991
Roper Gulf (R)	2006	0	892
Roper Gulf (R)	2006	1	3725
Roper Gulf (R)	2011		1079
Roper Gulf (R)	2011	0	938
Roper Gulf (R)	2011	1	4104
Roper Gulf (R)	2016		1080
Roper Gulf (R)	2016	0	947
Roper Gulf (R)	2016	1	4478
Tiwi Islands (R)	2006		244
Tiwi Islands (R)	2006	0	242
Tiwi Islands (R)	2006	1	1643
Tiwi Islands (R)	2011		260
Tiwi Islands (R)	2011	0	430
Tiwi Islands (R)	2011	1	1889
Tiwi Islands (R)	2016		244
Tiwi Islands (R)	2016	0	304
Tiwi Islands (R)	2016	1	1905
Victoria Daly (R)	2006		631
Victoria Daly (R)	2006	0	806
Victoria Daly (R)	2006	1	1467
Victoria Daly (R)	2011		507
Victoria Daly (R)	2011	0	745
Victoria Daly (R)	2011	1	1649
Victoria Daly (R)	2016		688
Victoria Daly (R)	2016	0	581
Victoria Daly (R)	2016	1	1541
Wagait (S)	2006		40
Wagait (S)	2006	0	119
Wagait (S)	2006	1	135
Wagait (S)	2011		34
Wagait (S)	2011	0	139
Wagait (S)	2011	1	197
Wagait (S)	2016		55
Wagait (S)	2016	0	176
Wagait (S)	2016	1	232
West Arnhem (R)	2006		1078
West Arnhem (R)	2006	0	1083
West Arnhem (R)	2006	1	3541
West Arnhem (R)	2011		816
West Arnhem (R)	2011	0	1401
West Arnhem (R)	2011	1	4015
West Arnhem (R)	2016		1187
West Arnhem (R)	2016	0	976
West Arnhem (R)	2016	1	4025
West Daly (R)	2006		525
West Daly (R)	2006	0	277
West Daly (R)	2006	1	1821
West Daly (R)	2011		442
West Daly (R)	2011	0	353
West Daly (R)	2011	1	2229
West Daly (R)	2016		560
