LGA_NAME16	Year	BornAust	Sex	persons
Southern Downs (R)	2006	1	F	13648
Southern Downs (R)	2006	1	M	13358
Southern Downs (R)	2011	0	F	1754
Southern Downs (R)	2011	0	M	1597
Southern Downs (R)	2011	1	F	14744
Southern Downs (R)	2011	1	M	14191
Southern Downs (R)	2016	0	F	1904
Southern Downs (R)	2016	0	M	1737
Southern Downs (R)	2016	1	F	14624
Southern Downs (R)	2016	1	M	14277
Sunshine Coast (R)	2006	0	F	21064
Sunshine Coast (R)	2006	0	M	19629
Sunshine Coast (R)	2006	1	F	90015
Sunshine Coast (R)	2006	1	M	85183
Sunshine Coast (R)	2011	0	F	26282
Sunshine Coast (R)	2011	0	M	23802
Sunshine Coast (R)	2011	1	F	100792
Sunshine Coast (R)	2011	1	M	94656
Sunshine Coast (R)	2016	0	F	30542
Sunshine Coast (R)	2016	0	M	27013
Sunshine Coast (R)	2016	1	F	112385
Sunshine Coast (R)	2016	1	M	105731
Tablelands (R)	2006	0	F	1573
Tablelands (R)	2006	0	M	1375
Tablelands (R)	2006	1	F	9086
Tablelands (R)	2006	1	M	8917
Tablelands (R)	2011	0	F	1620
Tablelands (R)	2011	0	M	1452
Tablelands (R)	2011	1	F	9702
Tablelands (R)	2011	1	M	9440
Tablelands (R)	2016	0	F	1652
Tablelands (R)	2016	0	M	1463
Tablelands (R)	2016	1	F	9686
Tablelands (R)	2016	1	M	9517
Toowoomba (R)	2006	0	F	6534
Toowoomba (R)	2006	0	M	6346
Toowoomba (R)	2006	1	F	62907
Toowoomba (R)	2006	1	M	59141
Toowoomba (R)	2011	0	F	8055
Toowoomba (R)	2011	0	M	7732
Toowoomba (R)	2011	1	F	65685
Toowoomba (R)	2011	1	M	61970
Toowoomba (R)	2016	0	F	9630
Toowoomba (R)	2016	0	M	9170
Toowoomba (R)	2016	1	F	67049
Toowoomba (R)	2016	1	M	63190
Torres (S)	2006	0	F	16
Torres (S)	2006	0	M	23
Torres (S)	2006	1	F	1574
Torres (S)	2006	1	M	1574
Torres (S)	2011	0	F	110
Torres (S)	2011	0	M	133
Torres (S)	2011	1	F	1348
Torres (S)	2011	1	M	1284
Torres (S)	2016	0	F	128
Torres (S)	2016	0	M	118
Torres (S)	2016	1	F	1447
Torres (S)	2016	1	M	1430
Torres Strait Island (R)	2006	0	F	0
Torres Strait Island (R)	2006	0	M	3
Torres Strait Island (R)	2006	1	F	2145
Torres Strait Island (R)	2006	1	M	2214
Torres Strait Island (R)	2011	0	F	8
Torres Strait Island (R)	2011	0	M	6
Torres Strait Island (R)	2011	1	F	2036
Torres Strait Island (R)	2011	1	M	2133
Torres Strait Island (R)	2016	0	F	87
Torres Strait Island (R)	2016	0	M	95
Torres Strait Island (R)	2016	1	F	2088
Torres Strait Island (R)	2016	1	M	2146
Townsville (C)	2006	0	F	8993
Townsville (C)	2006	0	M	9008
Townsville (C)	2006	1	F	62983
Townsville (C)	2006	1	M	63237
Townsville (C)	2011	0	F	11900
Townsville (C)	2011	0	M	11280
Townsville (C)	2011	1	F	70266
Townsville (C)	2011	1	M	69565
Townsville (C)	2016	0	F	13360
Townsville (C)	2016	0	M	12228
Townsville (C)	2016	1	F	73347
Townsville (C)	2016	1	M	73400
Weipa (T)	2006	0	F	132
Weipa (T)	2006	0	M	151
Weipa (T)	2006	1	F	1029
Weipa (T)	2006	1	M	1240
Weipa (T)	2011	0	F	196
Weipa (T)	2011	0	M	166
Weipa (T)	2011	1	F	1198
Weipa (T)	2011	1	M	1390
Weipa (T)	2016	0	F	202
Weipa (T)	2016	0	M	195
Weipa (T)	2016	1	F	1404
Weipa (T)	2016	1	M	1669
Western Downs (R)	2006	0	F	702
Western Downs (R)	2006	0	M	697
Western Downs (R)	2006	1	F	12318
Western Downs (R)	2006	1	M	12875
Western Downs (R)	2011	0	F	958
Western Downs (R)	2011	0	M	1049
Western Downs (R)	2011	1	F	13300
Western Downs (R)	2011	1	M	13858
Western Downs (R)	2016	0	F	1185
Western Downs (R)	2016	0	M	1202
Western Downs (R)	2016	1	F	13218
Western Downs (R)	2016	1	M	13807
Whitsunday (R)	2006	0	F	1890
Whitsunday (R)	2006	0	M	1937
Whitsunday (R)	2006	1	F	10508
Whitsunday (R)	2006	1	M	11495
Whitsunday (R)	2011	0	F	2248
Whitsunday (R)	2011	0	M	2192
Whitsunday (R)	2011	1	F	11220
Whitsunday (R)	2011	1	M	12248
Whitsunday (R)	2016	0	F	2738
Whitsunday (R)	2016	0	M	2448
Whitsunday (R)	2016	1	F	11401
Whitsunday (R)	2016	1	M	12452
Winton (S)	2006	0	F	25
Winton (S)	2006	0	M	37
Winton (S)	2006	1	F	550
Winton (S)	2006	1	M	593
Winton (S)	2011	0	F	30
Winton (S)	2011	0	M	41
Winton (S)	2011	1	F	562
Winton (S)	2011	1	M	630
Winton (S)	2016	0	F	30
Winton (S)	2016	0	M	29
Winton (S)	2016	1	F	458
Winton (S)	2016	1	M	485
Woorabinda (S)	2006	0	F	0
Woorabinda (S)	2006	0	M	0
Woorabinda (S)	2006	1	F	426
Woorabinda (S)	2006	1	M	421
Woorabinda (S)	2011	0	F	0
Woorabinda (S)	2011	0	M	0
Woorabinda (S)	2011	1	F	489
Woorabinda (S)	2011	1	M	439
Woorabinda (S)	2016	0	F	4
Woorabinda (S)	2016	0	M	7
Woorabinda (S)	2016	1	F	471
Woorabinda (S)	2016	1	M	449
Wujal Wujal (S)	2006	0	F	0
Wujal Wujal (S)	2006	0	M	0
Wujal Wujal (S)	2006	1	F	158
Wujal Wujal (S)	2006	1	M	169
Wujal Wujal (S)	2011	0	F	0
Wujal Wujal (S)	2011	0	M	0
Wujal Wujal (S)	2011	1	F	138
Wujal Wujal (S)	2011	1	M	128
Wujal Wujal (S)	2016	0	F	0
Wujal Wujal (S)	2016	0	M	4
Wujal Wujal (S)	2016	1	F	149
Wujal Wujal (S)	2016	1	M	130
Yarrabah (S)	2006	0	F	0
Yarrabah (S)	2006	0	M	0
Yarrabah (S)	2006	1	F	1199
Yarrabah (S)	2006	1	M	1153
Yarrabah (S)	2011	0	F	0
Yarrabah (S)	2011	0	M	0
Yarrabah (S)	2011	1	F	1200
Yarrabah (S)	2011	1	M	1192
Yarrabah (S)	2016	0	F	0
Yarrabah (S)	2016	0	M	3
Yarrabah (S)	2016	1	F	1270
Yarrabah (S)	2016	1	M	1270
No usual address (Qld)	2006	0	F	1360
No usual address (Qld)	2006	0	M	1621
No usual address (Qld)	2006	1	F	3580
No usual address (Qld)	2006	1	M	4621
No usual address (Qld)	2011	0	F	1524
No usual address (Qld)	2011	0	M	1789
No usual address (Qld)	2011	1	F	3421
No usual address (Qld)	2011	1	M	4500
No usual address (Qld)	2016	0	F	1575
No usual address (Qld)	2016	0	M	1580
No usual address (Qld)	2016	1	F	3164
No usual address (Qld)	2016	1	M	4186
Migratory - Offshore - Shipping (Qld)	2006	0	F	3
Migratory - Offshore - Shipping (Qld)	2006	0	M	32
Migratory - Offshore - Shipping (Qld)	2006	1	F	10
Migratory - Offshore - Shipping (Qld)	2006	1	M	47
Migratory - Offshore - Shipping (Qld)	2011	0	F	44
Migratory - Offshore - Shipping (Qld)	2011	0	M	67
Migratory - Offshore - Shipping (Qld)	2011	1	F	122
Migratory - Offshore - Shipping (Qld)	2011	1	M	159
Migratory - Offshore - Shipping (Qld)	2016	0	F	20
Migratory - Offshore - Shipping (Qld)	2016	0	M	18
Migratory - Offshore - Shipping (Qld)	2016	1	F	50
Migratory - Offshore - Shipping (Qld)	2016	1	M	43
Adelaide (C)	2006	0	F	2771
Adelaide (C)	2006	0	M	2843
Adelaide (C)	2006	1	F	4250
Adelaide (C)	2006	1	M	4721
Adelaide (C)	2011	0	F	4073
Adelaide (C)	2011	0	M	3946
Adelaide (C)	2011	1	F	4646
Adelaide (C)	2011	1	M	5137
Adelaide (C)	2016	0	F	4952
Adelaide (C)	2016	0	M	4819
Adelaide (C)	2016	1	F	4793
Adelaide (C)	2016	1	M	5250
Adelaide Hills (DC)	2006	0	F	3227
Adelaide Hills (DC)	2006	0	M	3306
Adelaide Hills (DC)	2006	1	F	14758
Adelaide Hills (DC)	2006	1	M	14795
Adelaide Hills (DC)	2011	0	F	3485
Adelaide Hills (DC)	2011	0	M	3484
Adelaide Hills (DC)	2011	1	F	15230
Adelaide Hills (DC)	2011	1	M	15248
Adelaide Hills (DC)	2016	0	F	3345
Adelaide Hills (DC)	2016	0	M	3235
Adelaide Hills (DC)	2016	1	F	15171
Adelaide Hills (DC)	2016	1	M	15057
Alexandrina (DC)	2006	0	F	1688
Alexandrina (DC)	2006	0	M	1566
Alexandrina (DC)	2006	1	F	8034
Alexandrina (DC)	2006	1	M	7805
Alexandrina (DC)	2011	0	F	2099
Alexandrina (DC)	2011	0	M	1893
Alexandrina (DC)	2011	1	F	9597
Alexandrina (DC)	2011	1	M	9186
Alexandrina (DC)	2016	0	F	2161
Alexandrina (DC)	2016	0	M	2025
Alexandrina (DC)	2016	1	F	10172
Alexandrina (DC)	2016	1	M	9638
Anangu Pitjantjatjara (AC)	2006	0	F	10
Anangu Pitjantjatjara (AC)	2006	0	M	26
Anangu Pitjantjatjara (AC)	2006	1	F	1098
Anangu Pitjantjatjara (AC)	2006	1	M	1055
Anangu Pitjantjatjara (AC)	2011	0	F	12
Anangu Pitjantjatjara (AC)	2011	0	M	23
Anangu Pitjantjatjara (AC)	2011	1	F	1216
Anangu Pitjantjatjara (AC)	2011	1	M	1162
Anangu Pitjantjatjara (AC)	2016	0	F	25
Anangu Pitjantjatjara (AC)	2016	0	M	39
Anangu Pitjantjatjara (AC)	2016	1	F	1090
Anangu Pitjantjatjara (AC)	2016	1	M	985
Barossa (DC)	2006	0	F	1222
Barossa (DC)	2006	0	M	1170
Barossa (DC)	2006	1	F	8690
Barossa (DC)	2006	1	M	8666
Barossa (DC)	2011	0	F	1390
Barossa (DC)	2011	0	M	1286
Barossa (DC)	2011	1	F	9434
Barossa (DC)	2011	1	M	9303
Barossa (DC)	2016	0	F	1416
Barossa (DC)	2016	0	M	1278
Barossa (DC)	2016	1	F	9777
Barossa (DC)	2016	1	M	9646
Barunga West (DC)	2006	0	F	86
Barunga West (DC)	2006	0	M	88
Barunga West (DC)	2006	1	F	1070
Barunga West (DC)	2006	1	M	1121
Barunga West (DC)	2011	0	F	120
Barunga West (DC)	2011	0	M	83
Barunga West (DC)	2011	1	F	1033
Barunga West (DC)	2011	1	M	1117
Barunga West (DC)	2016	0	F	110
Barunga West (DC)	2016	0	M	84
Barunga West (DC)	2016	1	F	1022
Barunga West (DC)	2016	1	M	1092
Berri and Barmera (DC)	2006	0	F	655
Berri and Barmera (DC)	2006	0	M	596
Berri and Barmera (DC)	2006	1	F	4568
Berri and Barmera (DC)	2006	1	M	4425
Berri and Barmera (DC)	2011	0	F	654
Berri and Barmera (DC)	2011	0	M	603
Berri and Barmera (DC)	2011	1	F	4384
Berri and Barmera (DC)	2011	1	M	4364
Berri and Barmera (DC)	2016	0	F	643
Berri and Barmera (DC)	2016	0	M	599
Berri and Barmera (DC)	2016	1	F	4201
Berri and Barmera (DC)	2016	1	M	4247
Burnside (C)	2006	0	F	5456
Burnside (C)	2006	0	M	4880
Burnside (C)	2006	1	F	15696
Burnside (C)	2006	1	M	13790
Burnside (C)	2011	0	F	6103
Burnside (C)	2011	0	M	5391
Burnside (C)	2011	1	F	15208
Burnside (C)	2011	1	M	13676
Burnside (C)	2016	0	F	7131
Burnside (C)	2016	0	M	6256
Burnside (C)	2016	1	F	15060
Burnside (C)	2016	1	M	13573
Campbelltown (C) (SA)	2006	0	F	7050
Campbelltown (C) (SA)	2006	0	M	6567
Campbelltown (C) (SA)	2006	1	F	15628
Campbelltown (C) (SA)	2006	1	M	14569
Campbelltown (C) (SA)	2011	0	F	8272
Campbelltown (C) (SA)	2011	0	M	7538
Campbelltown (C) (SA)	2011	1	F	15733
Campbelltown (C) (SA)	2011	1	M	14846
Campbelltown (C) (SA)	2016	0	F	8855
Campbelltown (C) (SA)	2016	0	M	8255
Campbelltown (C) (SA)	2016	1	F	15904
Campbelltown (C) (SA)	2016	1	M	15158
Ceduna (DC)	2006	0	F	110
Ceduna (DC)	2006	0	M	90
Ceduna (DC)	2006	1	F	1507
Ceduna (DC)	2006	1	M	1543
Ceduna (DC)	2011	0	F	125
Ceduna (DC)	2011	0	M	105
Ceduna (DC)	2011	1	F	1511
Ceduna (DC)	2011	1	M	1558
Ceduna (DC)	2016	0	F	119
Ceduna (DC)	2016	0	M	106
Ceduna (DC)	2016	1	F	1384
Ceduna (DC)	2016	1	M	1395
Charles Sturt (C)	2006	0	F	13247
Charles Sturt (C)	2006	0	M	12432
Charles Sturt (C)	2006	1	F	35176
Charles Sturt (C)	2006	1	M	33563
Charles Sturt (C)	2011	0	F	14747
Charles Sturt (C)	2011	0	M	13949
Charles Sturt (C)	2011	1	F	36485
Charles Sturt (C)	2011	1	M	34955
Charles Sturt (C)	2016	0	F	16045
Charles Sturt (C)	2016	0	M	14743
Charles Sturt (C)	2016	1	F	37967
Charles Sturt (C)	2016	1	M	36810
Clare and Gilbert Valleys (DC)	2006	0	F	403
Clare and Gilbert Valleys (DC)	2006	0	M	349
Clare and Gilbert Valleys (DC)	2006	1	F	3496
Clare and Gilbert Valleys (DC)	2006	1	M	3489
Clare and Gilbert Valleys (DC)	2011	0	F	447
Clare and Gilbert Valleys (DC)	2011	0	M	376
Clare and Gilbert Valleys (DC)	2011	1	F	3795
Clare and Gilbert Valleys (DC)	2011	1	M	3788
Clare and Gilbert Valleys (DC)	2016	0	F	444
Clare and Gilbert Valleys (DC)	2016	0	M	405
Clare and Gilbert Valleys (DC)	2016	1	F	3742
Clare and Gilbert Valleys (DC)	2016	1	M	3748
Cleve (DC)	2006	0	F	49
Cleve (DC)	2006	0	M	31
Cleve (DC)	2006	1	F	869
Cleve (DC)	2006	1	M	992
Cleve (DC)	2011	0	F	46
Cleve (DC)	2011	0	M	34
Cleve (DC)	2011	1	F	792
Cleve (DC)	2011	1	M	881
Cleve (DC)	2016	0	F	41
Cleve (DC)	2016	0	M	35
Cleve (DC)	2016	1	F	736
Cleve (DC)	2016	1	M	818
Coober Pedy (DC)	2006	0	F	195
Coober Pedy (DC)	2006	0	M	325
Coober Pedy (DC)	2006	1	F	472
Coober Pedy (DC)	2006	1	M	567
Coober Pedy (DC)	2011	0	F	174
Coober Pedy (DC)	2011	0	M	279
Coober Pedy (DC)	2011	1	F	478
Coober Pedy (DC)	2011	1	M	567
Coober Pedy (DC)	2016	0	F	199
Coober Pedy (DC)	2016	0	M	257
Coober Pedy (DC)	2016	1	F	453
Coober Pedy (DC)	2016	1	M	556
Copper Coast (DC)	2006	0	F	592
Copper Coast (DC)	2006	0	M	534
Copper Coast (DC)	2006	1	F	4905
Copper Coast (DC)	2006	1	M	4728
Copper Coast (DC)	2011	0	F	664
Copper Coast (DC)	2011	0	M	616
Copper Coast (DC)	2011	1	F	5693
Copper Coast (DC)	2011	1	M	5491
Copper Coast (DC)	2016	0	F	678
Copper Coast (DC)	2016	0	M	613
Copper Coast (DC)	2016	1	F	5746
Copper Coast (DC)	2016	1	M	5798
Elliston (DC)	2006	0	F	27
Elliston (DC)	2006	0	M	22
Elliston (DC)	2006	1	F	474
Elliston (DC)	2006	1	M	539
Elliston (DC)	2011	0	F	29
Elliston (DC)	2011	0	M	25
Elliston (DC)	2011	1	F	450
Elliston (DC)	2011	1	M	504
Elliston (DC)	2016	0	F	35
Elliston (DC)	2016	0	M	23
Elliston (DC)	2016	1	F	418
Elliston (DC)	2016	1	M	498
Flinders Ranges (DC)	2006	0	F	58
Flinders Ranges (DC)	2006	0	M	51
Flinders Ranges (DC)	2006	1	F	717
Flinders Ranges (DC)	2006	1	M	736
Flinders Ranges (DC)	2011	0	F	68
Flinders Ranges (DC)	2011	0	M	50
Flinders Ranges (DC)	2011	1	F	725
Flinders Ranges (DC)	2011	1	M	753
Flinders Ranges (DC)	2016	0	F	63
Flinders Ranges (DC)	2016	0	M	53
Flinders Ranges (DC)	2016	1	F	706
Flinders Ranges (DC)	2016	1	M	692
Franklin Harbour (DC)	2006	0	F	22
Franklin Harbour (DC)	2006	0	M	27
Franklin Harbour (DC)	2006	1	F	509
Franklin Harbour (DC)	2006	1	M	523
Franklin Harbour (DC)	2011	0	F	34
Franklin Harbour (DC)	2011	0	M	32
Franklin Harbour (DC)	2011	1	F	501
Franklin Harbour (DC)	2011	1	M	544
Franklin Harbour (DC)	2016	0	F	37
Franklin Harbour (DC)	2016	0	M	36
Franklin Harbour (DC)	2016	1	F	512
Franklin Harbour (DC)	2016	1	M	574
Gawler (T)	2006	0	F	1827
Gawler (T)	2006	0	M	1702
Gawler (T)	2006	1	F	7447
Gawler (T)	2006	1	M	6961
Gawler (T)	2011	0	F	2002
Gawler (T)	2011	0	M	1836
Gawler (T)	2011	1	F	8185
Gawler (T)	2011	1	M	7584
Gawler (T)	2016	0	F	2178
Gawler (T)	2016	0	M	1889
Gawler (T)	2016	1	F	9054
Gawler (T)	2016	1	M	8523
Goyder (DC)	2006	0	F	198
Goyder (DC)	2006	0	M	189
Goyder (DC)	2006	1	F	1767
Goyder (DC)	2006	1	M	1804
Goyder (DC)	2011	0	F	196
Goyder (DC)	2011	0	M	202
Goyder (DC)	2011	1	F	1785
Goyder (DC)	2011	1	M	1790
Goyder (DC)	2016	0	F	206
Goyder (DC)	2016	0	M	203
Goyder (DC)	2016	1	F	1679
Goyder (DC)	2016	1	M	1696
Grant (DC)	2006	0	F	259
Grant (DC)	2006	0	M	293
Grant (DC)	2006	1	F	3060
Grant (DC)	2006	1	M	3342
Grant (DC)	2011	0	F	263
Grant (DC)	2011	0	M	301
Grant (DC)	2011	1	F	3317
Grant (DC)	2011	1	M	3696
Grant (DC)	2016	0	F	271
Grant (DC)	2016	0	M	328
Grant (DC)	2016	1	F	3141
Grant (DC)	2016	1	M	3887
Holdfast Bay (C)	2006	0	F	3534
Holdfast Bay (C)	2006	0	M	3227
Holdfast Bay (C)	2006	1	F	13118
Holdfast Bay (C)	2006	1	M	11493
Holdfast Bay (C)	2011	0	F	4082
Holdfast Bay (C)	2011	0	M	3801
Holdfast Bay (C)	2011	1	F	13139
Holdfast Bay (C)	2011	1	M	11768
Holdfast Bay (C)	2016	0	F	4159
Holdfast Bay (C)	2016	0	M	3742
Holdfast Bay (C)	2016	1	F	13162
Holdfast Bay (C)	2016	1	M	12069
Kangaroo Island (DC)	2006	0	F	244
Kangaroo Island (DC)	2006	0	M	236
Kangaroo Island (DC)	2006	1	F	1704
Kangaroo Island (DC)	2006	1	M	1780
Kangaroo Island (DC)	2011	0	F	315
Kangaroo Island (DC)	2011	0	M	282
Kangaroo Island (DC)	2011	1	F	1732
Kangaroo Island (DC)	2011	1	M	1852
Kangaroo Island (DC)	2016	0	F	333
Kangaroo Island (DC)	2016	0	M	284
Kangaroo Island (DC)	2016	1	F	1726
Kangaroo Island (DC)	2016	1	M	1853
Karoonda East Murray (DC)	2006	0	F	36
Karoonda East Murray (DC)	2006	0	M	35
Karoonda East Murray (DC)	2006	1	F	504
Karoonda East Murray (DC)	2006	1	M	526
Karoonda East Murray (DC)	2011	0	F	35
Karoonda East Murray (DC)	2011	0	M	33
Karoonda East Murray (DC)	2011	1	F	433
Karoonda East Murray (DC)	2011	1	M	471
Karoonda East Murray (DC)	2016	0	F	40
Karoonda East Murray (DC)	2016	0	M	30
Karoonda East Murray (DC)	2016	1	F	447
Karoonda East Murray (DC)	2016	1	M	489
Kimba (DC)	2006	0	F	18
Kimba (DC)	2006	0	M	7
Kimba (DC)	2006	1	F	517
Kimba (DC)	2006	1	M	515
Kimba (DC)	2011	0	F	28
Kimba (DC)	2011	0	M	14
Kimba (DC)	2011	1	F	471
Kimba (DC)	2011	1	M	517
Kimba (DC)	2016	0	F	23
Kimba (DC)	2016	0	M	19
Kimba (DC)	2016	1	F	456
Kimba (DC)	2016	1	M	481
Kingston (DC) (SA)	2006	0	F	84
Kingston (DC) (SA)	2006	0	M	58
Kingston (DC) (SA)	2006	1	F	1012
Kingston (DC) (SA)	2006	1	M	1071
Kingston (DC) (SA)	2011	0	F	91
Kingston (DC) (SA)	2011	0	M	48
Kingston (DC) (SA)	2011	1	F	998
Kingston (DC) (SA)	2011	1	M	1051
Kingston (DC) (SA)	2016	0	F	85
Kingston (DC) (SA)	2016	0	M	54
Kingston (DC) (SA)	2016	1	F	944
Kingston (DC) (SA)	2016	1	M	1066
Light (RegC)	2006	0	F	845
Light (RegC)	2006	0	M	830
Light (RegC)	2006	1	F	4983
Light (RegC)	2006	1	M	5140
Light (RegC)	2011	0	F	911
Light (RegC)	2011	0	M	914
Light (RegC)	2011	1	F	5648
Light (RegC)	2011	1	M	5823
Light (RegC)	2016	0	F	882
Light (RegC)	2016	0	M	846
Light (RegC)	2016	1	F	6028
Light (RegC)	2016	1	M	6156
Lower Eyre Peninsula (DC)	2006	0	F	159
Lower Eyre Peninsula (DC)	2006	0	M	142
Lower Eyre Peninsula (DC)	2006	1	F	1812
Lower Eyre Peninsula (DC)	2006	1	M	2059
Lower Eyre Peninsula (DC)	2011	0	F	178
Lower Eyre Peninsula (DC)	2011	0	M	174
Lower Eyre Peninsula (DC)	2011	1	F	2047
Lower Eyre Peninsula (DC)	2011	1	M	2356
Lower Eyre Peninsula (DC)	2016	0	F	185
Lower Eyre Peninsula (DC)	2016	0	M	176
Lower Eyre Peninsula (DC)	2016	1	F	2169
Lower Eyre Peninsula (DC)	2016	1	M	2537
Loxton Waikerie (DC)	2006	0	F	435
Loxton Waikerie (DC)	2006	0	M	412
Loxton Waikerie (DC)	2006	1	F	4984
Loxton Waikerie (DC)	2006	1	M	5216
Loxton Waikerie (DC)	2011	0	F	464
Loxton Waikerie (DC)	2011	0	M	436
Loxton Waikerie (DC)	2011	1	F	4963
Loxton Waikerie (DC)	2011	1	M	4980
Loxton Waikerie (DC)	2016	0	F	506
Loxton Waikerie (DC)	2016	0	M	427
Loxton Waikerie (DC)	2016	1	F	4824
Loxton Waikerie (DC)	2016	1	M	4877
Mallala (DC)	2006	0	F	563
Mallala (DC)	2006	0	M	540
Mallala (DC)	2006	1	F	3034
Mallala (DC)	2006	1	M	3184
Mallala (DC)	2011	0	F	602
Mallala (DC)	2011	0	M	586
Mallala (DC)	2011	1	F	3314
Mallala (DC)	2011	1	M	3462
Mallala (DC)	2016	0	F	573
Mallala (DC)	2016	0	M	572
Mallala (DC)	2016	1	F	3350
Mallala (DC)	2016	1	M	3622
Maralinga Tjarutja (AC)	2006	0	F	0
Maralinga Tjarutja (AC)	2006	0	M	0
Maralinga Tjarutja (AC)	2006	1	F	52
Maralinga Tjarutja (AC)	2006	1	M	56
Maralinga Tjarutja (AC)	2011	0	F	0
Maralinga Tjarutja (AC)	2011	0	M	0
Maralinga Tjarutja (AC)	2011	1	F	33
Maralinga Tjarutja (AC)	2011	1	M	38
Maralinga Tjarutja (AC)	2016	0	F	0
Maralinga Tjarutja (AC)	2016	0	M	0
Maralinga Tjarutja (AC)	2016	1	F	22
Maralinga Tjarutja (AC)	2016	1	M	21
Marion (C)	2006	0	F	9157
Marion (C)	2006	0	M	8456
Marion (C)	2006	1	F	29808
Marion (C)	2006	1	M	27467
Marion (C)	2011	0	F	10925
Marion (C)	2011	0	M	10000
Marion (C)	2011	1	F	30385
Marion (C)	2011	1	M	28412
Marion (C)	2016	0	F	12734
Marion (C)	2016	0	M	11503
Marion (C)	2016	1	F	31133
Marion (C)	2016	1	M	29106
Mid Murray (DC)	2006	0	F	416
Mid Murray (DC)	2006	0	M	491
Mid Murray (DC)	2006	1	F	3139
Mid Murray (DC)	2006	1	M	3474
Mid Murray (DC)	2011	0	F	439
Mid Murray (DC)	2011	0	M	502
Mid Murray (DC)	2011	1	F	3137
Mid Murray (DC)	2011	1	M	3517
Mid Murray (DC)	2016	0	F	445
Mid Murray (DC)	2016	0	M	472
Mid Murray (DC)	2016	1	F	3187
Mid Murray (DC)	2016	1	M	3756
Mitcham (C)	2006	0	F	6753
Mitcham (C)	2006	0	M	6153
Mitcham (C)	2006	1	F	24100
Mitcham (C)	2006	1	M	22419
Mitcham (C)	2011	0	F	7245
Mitcham (C)	2011	0	M	6708
Mitcham (C)	2011	1	F	24190
Mitcham (C)	2011	1	M	22736
Mitcham (C)	2016	0	F	7680
Mitcham (C)	2016	0	M	6957
Mitcham (C)	2016	1	F	24537
Mitcham (C)	2016	1	M	23010
Mount Barker (DC)	2006	0	F	1876
Mount Barker (DC)	2006	0	M	1779
Mount Barker (DC)	2006	1	F	11082
Mount Barker (DC)	2006	1	M	10489
Mount Barker (DC)	2011	0	F	2252
Mount Barker (DC)	2011	0	M	2060
Mount Barker (DC)	2011	1	F	12614
Mount Barker (DC)	2011	1	M	11923
Mount Barker (DC)	2016	0	F	2482
Mount Barker (DC)	2016	0	M	2171
Mount Barker (DC)	2016	1	F	13623
Mount Barker (DC)	2016	1	M	13097
Mount Gambier (C)	2006	0	F	1192
Mount Gambier (C)	2006	0	M	1142
Mount Gambier (C)	2006	1	F	10609
Mount Gambier (C)	2006	1	M	9869
Mount Gambier (C)	2011	0	F	1370
Mount Gambier (C)	2011	0	M	1235
Mount Gambier (C)	2011	1	F	11187
Mount Gambier (C)	2011	1	M	10499
Mount Gambier (C)	2016	0	F	1518
Mount Gambier (C)	2016	0	M	1326
Mount Gambier (C)	2016	1	F	11151
Mount Gambier (C)	2016	1	M	10640
Mount Remarkable (DC)	2006	0	F	106
Mount Remarkable (DC)	2006	0	M	113
Mount Remarkable (DC)	2006	1	F	1188
Mount Remarkable (DC)	2006	1	M	1261
Mount Remarkable (DC)	2011	0	F	132
Mount Remarkable (DC)	2011	0	M	111
Mount Remarkable (DC)	2011	1	F	1213
Mount Remarkable (DC)	2011	1	M	1275
Mount Remarkable (DC)	2016	0	F	103
Mount Remarkable (DC)	2016	0	M	99
Mount Remarkable (DC)	2016	1	F	1169
Mount Remarkable (DC)	2016	1	M	1240
Murray Bridge (RC)	2006	0	F	871
Murray Bridge (RC)	2006	0	M	932
Murray Bridge (RC)	2006	1	F	7531
Murray Bridge (RC)	2006	1	M	7416
Murray Bridge (RC)	2011	0	F	1154
Murray Bridge (RC)	2011	0	M	1244
Murray Bridge (RC)	2011	1	F	8078
Murray Bridge (RC)	2011	1	M	8080
Murray Bridge (RC)	2016	0	F	1497
Murray Bridge (RC)	2016	0	M	1568
Murray Bridge (RC)	2016	1	F	8122
Murray Bridge (RC)	2016	1	M	8147
Naracoorte and Lucindale (DC)	2006	0	F	296
Naracoorte and Lucindale (DC)	2006	0	M	301
Naracoorte and Lucindale (DC)	2006	1	F	3506
Naracoorte and Lucindale (DC)	2006	1	M	3606
Naracoorte and Lucindale (DC)	2011	0	F	377
Naracoorte and Lucindale (DC)	2011	0	M	492
Naracoorte and Lucindale (DC)	2011	1	F	3401
Naracoorte and Lucindale (DC)	2011	1	M	3492
Naracoorte and Lucindale (DC)	2016	0	F	475
Naracoorte and Lucindale (DC)	2016	0	M	649
Naracoorte and Lucindale (DC)	2016	1	F	3267
Naracoorte and Lucindale (DC)	2016	1	M	3392
Northern Areas (DC)	2006	0	F	174
Northern Areas (DC)	2006	0	M	139
Northern Areas (DC)	2006	1	F	2003
Northern Areas (DC)	2006	1	M	2100
Northern Areas (DC)	2011	0	F	168
Northern Areas (DC)	2011	0	M	168
Northern Areas (DC)	2011	1	F	1966
Northern Areas (DC)	2011	1	M	2037
Northern Areas (DC)	2016	0	F	163
Northern Areas (DC)	2016	0	M	147
Northern Areas (DC)	2016	1	F	1892
Northern Areas (DC)	2016	1	M	1991
Norwood Payneham St Peters (C)	2006	0	F	4635
Norwood Payneham St Peters (C)	2006	0	M	4115
