LGA_NAME16	Year	EduInstitutionType	Sex	students
Kingston (C) (Vic.)	2006	Pre-school	M	1121
Kingston (C) (Vic.)	2006	Secondary	F	4109
Kingston (C) (Vic.)	2006	Secondary	M	4093
Kingston (C) (Vic.)	2006	Technical or Further Educational Institution	F	1399
Kingston (C) (Vic.)	2006	Technical or Further Educational Institution	M	1519
Kingston (C) (Vic.)	2006	University or other tertiary	F	2515
Kingston (C) (Vic.)	2006	University or other tertiary	M	2042
Kingston (C) (Vic.)	2011		F	4874
Kingston (C) (Vic.)	2011		M	4804
Kingston (C) (Vic.)	2011	Infants/Primary	F	5106
Kingston (C) (Vic.)	2011	Infants/Primary	M	5266
Kingston (C) (Vic.)	2011	Pre-school	F	1215
Kingston (C) (Vic.)	2011	Pre-school	M	1355
Kingston (C) (Vic.)	2011	Secondary	F	4147
Kingston (C) (Vic.)	2011	Secondary	M	4390
Kingston (C) (Vic.)	2011	Technical or Further Educational Institution	F	1428
Kingston (C) (Vic.)	2011	Technical or Further Educational Institution	M	1640
Kingston (C) (Vic.)	2011	University or other tertiary	F	3316
Kingston (C) (Vic.)	2011	University or other tertiary	M	2392
Kingston (C) (Vic.)	2016		F	5289
Kingston (C) (Vic.)	2016		M	4640
Kingston (C) (Vic.)	2016	Infants/Primary	F	5817
Kingston (C) (Vic.)	2016	Infants/Primary	M	6213
Kingston (C) (Vic.)	2016	Pre-school	F	1270
Kingston (C) (Vic.)	2016	Pre-school	M	1368
Kingston (C) (Vic.)	2016	Secondary	F	4515
Kingston (C) (Vic.)	2016	Secondary	M	4475
Kingston (C) (Vic.)	2016	Technical or Further Educational Institution	F	1199
Kingston (C) (Vic.)	2016	Technical or Further Educational Institution	M	1414
Kingston (C) (Vic.)	2016	University or other tertiary	F	4022
Kingston (C) (Vic.)	2016	University or other tertiary	M	3150
Knox (C)	2006		F	4874
Knox (C)	2006		M	4179
Knox (C)	2006	Infants/Primary	F	6482
Knox (C)	2006	Infants/Primary	M	6750
Knox (C)	2006	Pre-school	F	1140
Knox (C)	2006	Pre-school	M	1198
Knox (C)	2006	Secondary	F	6007
Knox (C)	2006	Secondary	M	5760
Knox (C)	2006	Technical or Further Educational Institution	F	1635
Knox (C)	2006	Technical or Further Educational Institution	M	1767
Knox (C)	2006	University or other tertiary	F	2618
Knox (C)	2006	University or other tertiary	M	2058
Knox (C)	2011		F	4034
Knox (C)	2011		M	3674
Knox (C)	2011	Infants/Primary	F	5800
Knox (C)	2011	Infants/Primary	M	6104
Knox (C)	2011	Pre-school	F	1106
Knox (C)	2011	Pre-school	M	1295
Knox (C)	2011	Secondary	F	5549
Knox (C)	2011	Secondary	M	5487
Knox (C)	2011	Technical or Further Educational Institution	F	1748
Knox (C)	2011	Technical or Further Educational Institution	M	1783
Knox (C)	2011	University or other tertiary	F	3300
Knox (C)	2011	University or other tertiary	M	2498
Knox (C)	2016		F	4419
Knox (C)	2016		M	3839
Knox (C)	2016	Infants/Primary	F	5714
Knox (C)	2016	Infants/Primary	M	6264
Knox (C)	2016	Pre-school	F	1175
Knox (C)	2016	Pre-school	M	1248
Knox (C)	2016	Secondary	F	5262
Knox (C)	2016	Secondary	M	5326
Knox (C)	2016	Technical or Further Educational Institution	F	1405
Knox (C)	2016	Technical or Further Educational Institution	M	1442
Knox (C)	2016	University or other tertiary	F	3866
Knox (C)	2016	University or other tertiary	M	3151
Latrobe (C) (Vic.)	2006		F	3022
Latrobe (C) (Vic.)	2006		M	2780
Latrobe (C) (Vic.)	2006	Infants/Primary	F	3011
Latrobe (C) (Vic.)	2006	Infants/Primary	M	3186
Latrobe (C) (Vic.)	2006	Pre-school	F	461
Latrobe (C) (Vic.)	2006	Pre-school	M	490
Latrobe (C) (Vic.)	2006	Secondary	F	2613
Latrobe (C) (Vic.)	2006	Secondary	M	2604
Latrobe (C) (Vic.)	2006	Technical or Further Educational Institution	F	865
Latrobe (C) (Vic.)	2006	Technical or Further Educational Institution	M	681
Latrobe (C) (Vic.)	2006	University or other tertiary	F	954
Latrobe (C) (Vic.)	2006	University or other tertiary	M	557
Latrobe (C) (Vic.)	2011		F	2930
Latrobe (C) (Vic.)	2011		M	2736
Latrobe (C) (Vic.)	2011	Infants/Primary	F	2829
Latrobe (C) (Vic.)	2011	Infants/Primary	M	2927
Latrobe (C) (Vic.)	2011	Pre-school	F	487
Latrobe (C) (Vic.)	2011	Pre-school	M	579
Latrobe (C) (Vic.)	2011	Secondary	F	2427
Latrobe (C) (Vic.)	2011	Secondary	M	2467
Latrobe (C) (Vic.)	2011	Technical or Further Educational Institution	F	1027
Latrobe (C) (Vic.)	2011	Technical or Further Educational Institution	M	775
Latrobe (C) (Vic.)	2011	University or other tertiary	F	1082
Latrobe (C) (Vic.)	2011	University or other tertiary	M	660
Latrobe (C) (Vic.)	2016		F	3710
Latrobe (C) (Vic.)	2016		M	3407
Latrobe (C) (Vic.)	2016	Infants/Primary	F	2787
Latrobe (C) (Vic.)	2016	Infants/Primary	M	2950
Latrobe (C) (Vic.)	2016	Pre-school	F	465
Latrobe (C) (Vic.)	2016	Pre-school	M	481
Latrobe (C) (Vic.)	2016	Secondary	F	2212
Latrobe (C) (Vic.)	2016	Secondary	M	2146
Latrobe (C) (Vic.)	2016	Technical or Further Educational Institution	F	697
Latrobe (C) (Vic.)	2016	Technical or Further Educational Institution	M	564
Latrobe (C) (Vic.)	2016	University or other tertiary	F	1172
Latrobe (C) (Vic.)	2016	University or other tertiary	M	659
Loddon (S)	2006		F	297
Loddon (S)	2006		M	263
Loddon (S)	2006	Infants/Primary	F	313
Loddon (S)	2006	Infants/Primary	M	349
Loddon (S)	2006	Pre-school	F	52
Loddon (S)	2006	Pre-school	M	57
Loddon (S)	2006	Secondary	F	298
Loddon (S)	2006	Secondary	M	271
Loddon (S)	2006	Technical or Further Educational Institution	F	46
Loddon (S)	2006	Technical or Further Educational Institution	M	41
Loddon (S)	2006	University or other tertiary	F	43
Loddon (S)	2006	University or other tertiary	M	18
Loddon (S)	2011		F	271
Loddon (S)	2011		M	279
Loddon (S)	2011	Infants/Primary	F	303
Loddon (S)	2011	Infants/Primary	M	270
Loddon (S)	2011	Pre-school	F	50
Loddon (S)	2011	Pre-school	M	52
Loddon (S)	2011	Secondary	F	235
Loddon (S)	2011	Secondary	M	234
Loddon (S)	2011	Technical or Further Educational Institution	F	38
Loddon (S)	2011	Technical or Further Educational Institution	M	40
Loddon (S)	2011	University or other tertiary	F	54
Loddon (S)	2011	University or other tertiary	M	20
Loddon (S)	2016		F	437
Loddon (S)	2016		M	473
Loddon (S)	2016	Infants/Primary	F	267
Loddon (S)	2016	Infants/Primary	M	249
Loddon (S)	2016	Pre-school	F	38
Loddon (S)	2016	Pre-school	M	44
Loddon (S)	2016	Secondary	F	236
Loddon (S)	2016	Secondary	M	206
Loddon (S)	2016	Technical or Further Educational Institution	F	29
Loddon (S)	2016	Technical or Further Educational Institution	M	11
Loddon (S)	2016	University or other tertiary	F	55
Loddon (S)	2016	University or other tertiary	M	25
Macedon Ranges (S)	2006		F	1461
Macedon Ranges (S)	2006		M	1230
Macedon Ranges (S)	2006	Infants/Primary	F	1912
Macedon Ranges (S)	2006	Infants/Primary	M	2079
Macedon Ranges (S)	2006	Pre-school	F	341
Macedon Ranges (S)	2006	Pre-school	M	383
Macedon Ranges (S)	2006	Secondary	F	1657
Macedon Ranges (S)	2006	Secondary	M	1649
Macedon Ranges (S)	2006	Technical or Further Educational Institution	F	296
Macedon Ranges (S)	2006	Technical or Further Educational Institution	M	329
Macedon Ranges (S)	2006	University or other tertiary	F	567
Macedon Ranges (S)	2006	University or other tertiary	M	363
Macedon Ranges (S)	2011		F	1304
Macedon Ranges (S)	2011		M	1177
Macedon Ranges (S)	2011	Infants/Primary	F	1973
Macedon Ranges (S)	2011	Infants/Primary	M	2135
Macedon Ranges (S)	2011	Pre-school	F	397
Macedon Ranges (S)	2011	Pre-school	M	402
Macedon Ranges (S)	2011	Secondary	F	1666
Macedon Ranges (S)	2011	Secondary	M	1608
Macedon Ranges (S)	2011	Technical or Further Educational Institution	F	367
Macedon Ranges (S)	2011	Technical or Further Educational Institution	M	445
Macedon Ranges (S)	2011	University or other tertiary	F	765
Macedon Ranges (S)	2011	University or other tertiary	M	420
Macedon Ranges (S)	2016		F	1990
Macedon Ranges (S)	2016		M	1742
Macedon Ranges (S)	2016	Infants/Primary	F	2115
Macedon Ranges (S)	2016	Infants/Primary	M	2228
Macedon Ranges (S)	2016	Pre-school	F	395
Macedon Ranges (S)	2016	Pre-school	M	471
Macedon Ranges (S)	2016	Secondary	F	1614
Macedon Ranges (S)	2016	Secondary	M	1675
Macedon Ranges (S)	2016	Technical or Further Educational Institution	F	297
Macedon Ranges (S)	2016	Technical or Further Educational Institution	M	298
Macedon Ranges (S)	2016	University or other tertiary	F	873
Macedon Ranges (S)	2016	University or other tertiary	M	478
Manningham (C)	2006		F	3714
Manningham (C)	2006		M	3394
Manningham (C)	2006	Infants/Primary	F	4014
Manningham (C)	2006	Infants/Primary	M	4254
Manningham (C)	2006	Pre-school	F	859
Manningham (C)	2006	Pre-school	M	881
Manningham (C)	2006	Secondary	F	4045
Manningham (C)	2006	Secondary	M	4129
Manningham (C)	2006	Technical or Further Educational Institution	F	899
Manningham (C)	2006	Technical or Further Educational Institution	M	966
Manningham (C)	2006	University or other tertiary	F	3040
Manningham (C)	2006	University or other tertiary	M	2642
Manningham (C)	2011		F	3198
Manningham (C)	2011		M	2780
Manningham (C)	2011	Infants/Primary	F	4006
Manningham (C)	2011	Infants/Primary	M	4248
Manningham (C)	2011	Pre-school	F	873
Manningham (C)	2011	Pre-school	M	966
Manningham (C)	2011	Secondary	F	3891
Manningham (C)	2011	Secondary	M	4069
Manningham (C)	2011	Technical or Further Educational Institution	F	848
Manningham (C)	2011	Technical or Further Educational Institution	M	1077
Manningham (C)	2011	University or other tertiary	F	3377
Manningham (C)	2011	University or other tertiary	M	2863
Manningham (C)	2016		F	3491
Manningham (C)	2016		M	2931
Manningham (C)	2016	Infants/Primary	F	4168
Manningham (C)	2016	Infants/Primary	M	4570
Manningham (C)	2016	Pre-school	F	851
Manningham (C)	2016	Pre-school	M	914
Manningham (C)	2016	Secondary	F	3961
Manningham (C)	2016	Secondary	M	4207
Manningham (C)	2016	Technical or Further Educational Institution	F	783
Manningham (C)	2016	Technical or Further Educational Institution	M	853
Manningham (C)	2016	University or other tertiary	F	3784
Manningham (C)	2016	University or other tertiary	M	3429
Mansfield (S)	2006		F	307
Mansfield (S)	2006		M	329
Mansfield (S)	2006	Infants/Primary	F	277
Mansfield (S)	2006	Infants/Primary	M	279
Mansfield (S)	2006	Pre-school	F	50
Mansfield (S)	2006	Pre-school	M	43
Mansfield (S)	2006	Secondary	F	286
Mansfield (S)	2006	Secondary	M	337
Mansfield (S)	2006	Technical or Further Educational Institution	F	47
Mansfield (S)	2006	Technical or Further Educational Institution	M	70
Mansfield (S)	2006	University or other tertiary	F	48
Mansfield (S)	2006	University or other tertiary	M	28
Mansfield (S)	2011		F	254
Mansfield (S)	2011		M	236
Mansfield (S)	2011	Infants/Primary	F	251
Mansfield (S)	2011	Infants/Primary	M	266
Mansfield (S)	2011	Pre-school	F	58
Mansfield (S)	2011	Pre-school	M	59
Mansfield (S)	2011	Secondary	F	387
Mansfield (S)	2011	Secondary	M	347
Mansfield (S)	2011	Technical or Further Educational Institution	F	87
Mansfield (S)	2011	Technical or Further Educational Institution	M	53
Mansfield (S)	2011	University or other tertiary	F	57
Mansfield (S)	2011	University or other tertiary	M	26
Mansfield (S)	2016		F	424
Mansfield (S)	2016		M	422
Mansfield (S)	2016	Infants/Primary	F	353
Mansfield (S)	2016	Infants/Primary	M	333
Mansfield (S)	2016	Pre-school	F	67
Mansfield (S)	2016	Pre-school	M	76
Mansfield (S)	2016	Secondary	F	317
Mansfield (S)	2016	Secondary	M	300
Mansfield (S)	2016	Technical or Further Educational Institution	F	52
Mansfield (S)	2016	Technical or Further Educational Institution	M	44
Mansfield (S)	2016	University or other tertiary	F	84
Mansfield (S)	2016	University or other tertiary	M	27
Maribyrnong (C)	2006		F	3453
Maribyrnong (C)	2006		M	3796
Maribyrnong (C)	2006	Infants/Primary	F	1761
Maribyrnong (C)	2006	Infants/Primary	M	1935
Maribyrnong (C)	2006	Pre-school	F	384
Maribyrnong (C)	2006	Pre-school	M	423
Maribyrnong (C)	2006	Secondary	F	1443
Maribyrnong (C)	2006	Secondary	M	1416
Maribyrnong (C)	2006	Technical or Further Educational Institution	F	743
Maribyrnong (C)	2006	Technical or Further Educational Institution	M	904
Maribyrnong (C)	2006	University or other tertiary	F	2067
Maribyrnong (C)	2006	University or other tertiary	M	2194
Maribyrnong (C)	2011		F	3530
Maribyrnong (C)	2011		M	4252
Maribyrnong (C)	2011	Infants/Primary	F	1996
Maribyrnong (C)	2011	Infants/Primary	M	2123
Maribyrnong (C)	2011	Pre-school	F	535
Maribyrnong (C)	2011	Pre-school	M	498
Maribyrnong (C)	2011	Secondary	F	1529
Maribyrnong (C)	2011	Secondary	M	1559
Maribyrnong (C)	2011	Technical or Further Educational Institution	F	909
Maribyrnong (C)	2011	Technical or Further Educational Institution	M	1002
Maribyrnong (C)	2011	University or other tertiary	F	2687
Maribyrnong (C)	2011	University or other tertiary	M	2525
Maribyrnong (C)	2016		F	3915
Maribyrnong (C)	2016		M	3684
Maribyrnong (C)	2016	Infants/Primary	F	2505
Maribyrnong (C)	2016	Infants/Primary	M	2553
Maribyrnong (C)	2016	Pre-school	F	579
Maribyrnong (C)	2016	Pre-school	M	655
Maribyrnong (C)	2016	Secondary	F	1717
Maribyrnong (C)	2016	Secondary	M	1762
Maribyrnong (C)	2016	Technical or Further Educational Institution	F	867
Maribyrnong (C)	2016	Technical or Further Educational Institution	M	896
Maribyrnong (C)	2016	University or other tertiary	F	3643
Maribyrnong (C)	2016	University or other tertiary	M	3796
Maroondah (C)	2006		F	3695
Maroondah (C)	2006		M	3126
Maroondah (C)	2006	Infants/Primary	F	4119
Maroondah (C)	2006	Infants/Primary	M	4254
Maroondah (C)	2006	Pre-school	F	842
Maroondah (C)	2006	Pre-school	M	966
Maroondah (C)	2006	Secondary	F	3471
Maroondah (C)	2006	Secondary	M	3517
Maroondah (C)	2006	Technical or Further Educational Institution	F	1058
Maroondah (C)	2006	Technical or Further Educational Institution	M	1177
Maroondah (C)	2006	University or other tertiary	F	1758
Maroondah (C)	2006	University or other tertiary	M	1345
Maroondah (C)	2011		F	3158
Maroondah (C)	2011		M	2599
Maroondah (C)	2011	Infants/Primary	F	3956
Maroondah (C)	2011	Infants/Primary	M	4306
Maroondah (C)	2011	Pre-school	F	948
Maroondah (C)	2011	Pre-school	M	1028
Maroondah (C)	2011	Secondary	F	3382
Maroondah (C)	2011	Secondary	M	3517
Maroondah (C)	2011	Technical or Further Educational Institution	F	1180
Maroondah (C)	2011	Technical or Further Educational Institution	M	1388
Maroondah (C)	2011	University or other tertiary	F	2291
Maroondah (C)	2011	University or other tertiary	M	1621
Maroondah (C)	2016		F	3525
Maroondah (C)	2016		M	2908
Maroondah (C)	2016	Infants/Primary	F	4393
Maroondah (C)	2016	Infants/Primary	M	4600
Maroondah (C)	2016	Pre-school	F	983
Maroondah (C)	2016	Pre-school	M	1018
Maroondah (C)	2016	Secondary	F	3429
Maroondah (C)	2016	Secondary	M	3700
Maroondah (C)	2016	Technical or Further Educational Institution	F	980
Maroondah (C)	2016	Technical or Further Educational Institution	M	1120
Maroondah (C)	2016	University or other tertiary	F	2707
Maroondah (C)	2016	University or other tertiary	M	2007
Melbourne (C)	2006		F	6178
Melbourne (C)	2006		M	7227
Melbourne (C)	2006	Infants/Primary	F	733
Melbourne (C)	2006	Infants/Primary	M	789
Melbourne (C)	2006	Pre-school	F	176
Melbourne (C)	2006	Pre-school	M	188
Melbourne (C)	2006	Secondary	F	898
Melbourne (C)	2006	Secondary	M	940
Melbourne (C)	2006	Technical or Further Educational Institution	F	1298
Melbourne (C)	2006	Technical or Further Educational Institution	M	1100
Melbourne (C)	2006	University or other tertiary	F	8904
Melbourne (C)	2006	University or other tertiary	M	7579
Melbourne (C)	2011		F	5990
Melbourne (C)	2011		M	6768
Melbourne (C)	2011	Infants/Primary	F	929
Melbourne (C)	2011	Infants/Primary	M	953
Melbourne (C)	2011	Pre-school	F	246
Melbourne (C)	2011	Pre-school	M	261
Melbourne (C)	2011	Secondary	F	1061
Melbourne (C)	2011	Secondary	M	1059
Melbourne (C)	2011	Technical or Further Educational Institution	F	1311
Melbourne (C)	2011	Technical or Further Educational Institution	M	1261
Melbourne (C)	2011	University or other tertiary	F	10819
Melbourne (C)	2011	University or other tertiary	M	9101
Melbourne (C)	2016		F	9940
Melbourne (C)	2016		M	9725
Melbourne (C)	2016	Infants/Primary	F	1335
Melbourne (C)	2016	Infants/Primary	M	1347
Melbourne (C)	2016	Pre-school	F	376
Melbourne (C)	2016	Pre-school	M	402
Melbourne (C)	2016	Secondary	F	1248
Melbourne (C)	2016	Secondary	M	1260
Melbourne (C)	2016	Technical or Further Educational Institution	F	2345
Melbourne (C)	2016	Technical or Further Educational Institution	M	1969
Melbourne (C)	2016	University or other tertiary	F	19012
Melbourne (C)	2016	University or other tertiary	M	15345
Melton (C)	2006		F	3491
Melton (C)	2006		M	3508
Melton (C)	2006	Infants/Primary	F	3755
Melton (C)	2006	Infants/Primary	M	3996
Melton (C)	2006	Pre-school	F	729
Melton (C)	2006	Pre-school	M	816
Melton (C)	2006	Secondary	F	2784
Melton (C)	2006	Secondary	M	2838
Melton (C)	2006	Technical or Further Educational Institution	F	603
Melton (C)	2006	Technical or Further Educational Institution	M	761
Melton (C)	2006	University or other tertiary	F	1083
Melton (C)	2006	University or other tertiary	M	731
Melton (C)	2011		F	4607
Melton (C)	2011		M	4664
Melton (C)	2011	Infants/Primary	F	5168
Melton (C)	2011	Infants/Primary	M	5479
Melton (C)	2011	Pre-school	F	1147
Melton (C)	2011	Pre-school	M	1202
Melton (C)	2011	Secondary	F	3743
Melton (C)	2011	Secondary	M	3698
Melton (C)	2011	Technical or Further Educational Institution	F	965
Melton (C)	2011	Technical or Further Educational Institution	M	1080
Melton (C)	2011	University or other tertiary	F	1860
Melton (C)	2011	University or other tertiary	M	1143
Melton (C)	2016		F	5918
Melton (C)	2016		M	5750
Melton (C)	2016	Infants/Primary	F	7183
Melton (C)	2016	Infants/Primary	M	7298
Melton (C)	2016	Pre-school	F	1344
Melton (C)	2016	Pre-school	M	1348
Melton (C)	2016	Secondary	F	4822
Melton (C)	2016	Secondary	M	4930
Melton (C)	2016	Technical or Further Educational Institution	F	1028
Melton (C)	2016	Technical or Further Educational Institution	M	1050
Melton (C)	2016	University or other tertiary	F	2842
Melton (C)	2016	University or other tertiary	M	1944
Mildura (RC)	2006		F	2211
Mildura (RC)	2006		M	2035
Mildura (RC)	2006	Infants/Primary	F	2433
Mildura (RC)	2006	Infants/Primary	M	2491
Mildura (RC)	2006	Pre-school	F	407
Mildura (RC)	2006	Pre-school	M	461
Mildura (RC)	2006	Secondary	F	1878
Mildura (RC)	2006	Secondary	M	1824
Mildura (RC)	2006	Technical or Further Educational Institution	F	448
Mildura (RC)	2006	Technical or Further Educational Institution	M	433
Mildura (RC)	2006	University or other tertiary	F	445
Mildura (RC)	2006	University or other tertiary	M	184
Mildura (RC)	2011		F	2211
Mildura (RC)	2011		M	2046
Mildura (RC)	2011	Infants/Primary	F	2089
Mildura (RC)	2011	Infants/Primary	M	2183
Mildura (RC)	2011	Pre-school	F	422
Mildura (RC)	2011	Pre-school	M	488
Mildura (RC)	2011	Secondary	F	1865
Mildura (RC)	2011	Secondary	M	1942
Mildura (RC)	2011	Technical or Further Educational Institution	F	635
Mildura (RC)	2011	Technical or Further Educational Institution	M	547
Mildura (RC)	2011	University or other tertiary	F	560
Mildura (RC)	2011	University or other tertiary	M	230
Mildura (RC)	2016		F	2793
Mildura (RC)	2016		M	2721
Mildura (RC)	2016	Infants/Primary	F	2090
Mildura (RC)	2016	Infants/Primary	M	2255
Mildura (RC)	2016	Pre-school	F	435
Mildura (RC)	2016	Pre-school	M	516
Mildura (RC)	2016	Secondary	F	1752
Mildura (RC)	2016	Secondary	M	1734
Mildura (RC)	2016	Technical or Further Educational Institution	F	530
Mildura (RC)	2016	Technical or Further Educational Institution	M	472
Mildura (RC)	2016	University or other tertiary	F	671
Mildura (RC)	2016	University or other tertiary	M	273
Mitchell (S)	2006		F	1210
Mitchell (S)	2006		M	1279
Mitchell (S)	2006	Infants/Primary	F	1566
Mitchell (S)	2006	Infants/Primary	M	1681
Mitchell (S)	2006	Pre-school	F	278
Mitchell (S)	2006	Pre-school	M	293
Mitchell (S)	2006	Secondary	F	1334
Mitchell (S)	2006	Secondary	M	1425
Mitchell (S)	2006	Technical or Further Educational Institution	F	302
Mitchell (S)	2006	Technical or Further Educational Institution	M	286
Mitchell (S)	2006	University or other tertiary	F	271
Mitchell (S)	2006	University or other tertiary	M	173
Mitchell (S)	2011		F	1393
Mitchell (S)	2011		M	1346
Mitchell (S)	2011	Infants/Primary	F	1557
Mitchell (S)	2011	Infants/Primary	M	1663
Mitchell (S)	2011	Pre-school	F	281
Mitchell (S)	2011	Pre-school	M	332
Mitchell (S)	2011	Secondary	F	1393
Mitchell (S)	2011	Secondary	M	1338
Mitchell (S)	2011	Technical or Further Educational Institution	F	411
Mitchell (S)	2011	Technical or Further Educational Institution	M	329
Mitchell (S)	2011	University or other tertiary	F	427
Mitchell (S)	2011	University or other tertiary	M	224
Mitchell (S)	2016		F	2076
Mitchell (S)	2016		M	1959
Mitchell (S)	2016	Infants/Primary	F	1735
Mitchell (S)	2016	Infants/Primary	M	1841
Mitchell (S)	2016	Pre-school	F	327
Mitchell (S)	2016	Pre-school	M	396
Mitchell (S)	2016	Secondary	F	1409
Mitchell (S)	2016	Secondary	M	1483
Mitchell (S)	2016	Technical or Further Educational Institution	F	401
Mitchell (S)	2016	Technical or Further Educational Institution	M	359
Mitchell (S)	2016	University or other tertiary	F	604
Mitchell (S)	2016	University or other tertiary	M	348
Moira (S)	2006		F	1045
Moira (S)	2006		M	1008
Moira (S)	2006	Infants/Primary	F	1229
Moira (S)	2006	Infants/Primary	M	1248
Moira (S)	2006	Pre-school	F	224
Moira (S)	2006	Pre-school	M	241
Moira (S)	2006	Secondary	F	965
Moira (S)	2006	Secondary	M	959
Moira (S)	2006	Technical or Further Educational Institution	F	204
Moira (S)	2006	Technical or Further Educational Institution	M	218
Moira (S)	2006	University or other tertiary	F	160
Moira (S)	2006	University or other tertiary	M	66
Moira (S)	2011		F	1192
Moira (S)	2011		M	1154
Moira (S)	2011	Infants/Primary	F	1089
Moira (S)	2011	Infants/Primary	M	1166
Moira (S)	2011	Pre-school	F	204
Moira (S)	2011	Pre-school	M	229
Moira (S)	2011	Secondary	F	1009
Moira (S)	2011	Secondary	M	930
Moira (S)	2011	Technical or Further Educational Institution	F	310
Moira (S)	2011	Technical or Further Educational Institution	M	239
Moira (S)	2011	University or other tertiary	F	212
Moira (S)	2011	University or other tertiary	M	92
Moira (S)	2016		F	1461
Moira (S)	2016		M	1444
Moira (S)	2016	Infants/Primary	F	1121
Moira (S)	2016	Infants/Primary	M	1135
Moira (S)	2016	Pre-school	F	195
Moira (S)	2016	Pre-school	M	234
Moira (S)	2016	Secondary	F	836
Moira (S)	2016	Secondary	M	899
Moira (S)	2016	Technical or Further Educational Institution	F	293
Moira (S)	2016	Technical or Further Educational Institution	M	204
Moira (S)	2016	University or other tertiary	F	254
Moira (S)	2016	University or other tertiary	M	90
Monash (C)	2006		F	6213
Monash (C)	2006		M	6042
Monash (C)	2006	Infants/Primary	F	5159
Monash (C)	2006	Infants/Primary	M	5557
Monash (C)	2006	Pre-school	F	1072
Monash (C)	2006	Pre-school	M	1165
Monash (C)	2006	Secondary	F	4929
Monash (C)	2006	Secondary	M	5203
Monash (C)	2006	Technical or Further Educational Institution	F	1805
Monash (C)	2006	Technical or Further Educational Institution	M	2114
Monash (C)	2006	University or other tertiary	F	6469
Monash (C)	2006	University or other tertiary	M	6597
Monash (C)	2011		F	5143
Monash (C)	2011		M	5231
Monash (C)	2011	Infants/Primary	F	5447
Monash (C)	2011	Infants/Primary	M	5755
Monash (C)	2011	Pre-school	F	1231
Monash (C)	2011	Pre-school	M	1303
Monash (C)	2011	Secondary	F	5114
Monash (C)	2011	Secondary	M	5501
Monash (C)	2011	Technical or Further Educational Institution	F	1871
Monash (C)	2011	Technical or Further Educational Institution	M	2013
Monash (C)	2011	University or other tertiary	F	7640
Monash (C)	2011	University or other tertiary	M	7758
Monash (C)	2016		F	5749
Monash (C)	2016		M	5270
Monash (C)	2016	Infants/Primary	F	6391
Monash (C)	2016	Infants/Primary	M	6683
Monash (C)	2016	Pre-school	F	1325
Monash (C)	2016	Pre-school	M	1425
Monash (C)	2016	Secondary	F	5408
Monash (C)	2016	Secondary	M	5778
Monash (C)	2016	Technical or Further Educational Institution	F	1644
Monash (C)	2016	Technical or Further Educational Institution	M	1727
Monash (C)	2016	University or other tertiary	F	10727
Monash (C)	2016	University or other tertiary	M	10526
Moonee Valley (C)	2006		F	4642
Moonee Valley (C)	2006		M	4626
Moonee Valley (C)	2006	Infants/Primary	F	3604
Moonee Valley (C)	2006	Infants/Primary	M	3568
Moonee Valley (C)	2006	Pre-school	F	747
Moonee Valley (C)	2006	Pre-school	M	793
Moonee Valley (C)	2006	Secondary	F	3093
Moonee Valley (C)	2006	Secondary	M	3121
Moonee Valley (C)	2006	Technical or Further Educational Institution	F	883
Moonee Valley (C)	2006	Technical or Further Educational Institution	M	1019
Moonee Valley (C)	2006	University or other tertiary	F	2794
Moonee Valley (C)	2006	University or other tertiary	M	2255
Moonee Valley (C)	2011		F	4268
Moonee Valley (C)	2011		M	3953
Moonee Valley (C)	2011	Infants/Primary	F	3717
Moonee Valley (C)	2011	Infants/Primary	M	3838
Moonee Valley (C)	2011	Pre-school	F	803
Moonee Valley (C)	2011	Pre-school	M	850
Moonee Valley (C)	2011	Secondary	F	3121
Moonee Valley (C)	2011	Secondary	M	3159
Moonee Valley (C)	2011	Technical or Further Educational Institution	F	975
Moonee Valley (C)	2011	Technical or Further Educational Institution	M	1093
Moonee Valley (C)	2011	University or other tertiary	F	3384
Moonee Valley (C)	2011	University or other tertiary	M	2570
Moonee Valley (C)	2016		F	4730
Moonee Valley (C)	2016		M	4073
Moonee Valley (C)	2016	Infants/Primary	F	4136
Moonee Valley (C)	2016	Infants/Primary	M	4450
Moonee Valley (C)	2016	Pre-school	F	817
Moonee Valley (C)	2016	Pre-school	M	894
Moonee Valley (C)	2016	Secondary	F	3424
Moonee Valley (C)	2016	Secondary	M	3451
Moonee Valley (C)	2016	Technical or Further Educational Institution	F	783
Moonee Valley (C)	2016	Technical or Further Educational Institution	M	830
Moonee Valley (C)	2016	University or other tertiary	F	4107
Moonee Valley (C)	2016	University or other tertiary	M	3448
Moorabool (S)	2006		F	884
Moorabool (S)	2006		M	888
Moorabool (S)	2006	Infants/Primary	F	1362
Moorabool (S)	2006	Infants/Primary	M	1415
Moorabool (S)	2006	Pre-school	F	189
Moorabool (S)	2006	Pre-school	M	225
Moorabool (S)	2006	Secondary	F	1049
Moorabool (S)	2006	Secondary	M	1030
Moorabool (S)	2006	Technical or Further Educational Institution	F	174
Moorabool (S)	2006	Technical or Further Educational Institution	M	218
Moorabool (S)	2006	University or other tertiary	F	393
Moorabool (S)	2006	University or other tertiary	M	231
Moorabool (S)	2011		F	954
Moorabool (S)	2011		M	961
Moorabool (S)	2011	Infants/Primary	F	1217
Moorabool (S)	2011	Infants/Primary	M	1317
Moorabool (S)	2011	Pre-school	F	222
Moorabool (S)	2011	Pre-school	M	241
