LGA_NAME16	Year	SameAddress1YearAgo	persons
No usual address (SA)	2011	1	589
No usual address (SA)	2016	0	1592
No usual address (SA)	2016	1	552
Migratory - Offshore - Shipping (SA)	2006	0	4
Migratory - Offshore - Shipping (SA)	2006	1	4
Migratory - Offshore - Shipping (SA)	2011	0	0
Migratory - Offshore - Shipping (SA)	2011	1	5
Migratory - Offshore - Shipping (SA)	2016	0	0
Migratory - Offshore - Shipping (SA)	2016	1	3
Albany (C)	2006		1940
Albany (C)	2006	0	6076
Albany (C)	2006	1	23557
Albany (C)	2011		1881
Albany (C)	2011	0	5382
Albany (C)	2011	1	26388
Albany (C)	2016		3666
Albany (C)	2016	0	5376
Albany (C)	2016	1	27541
Armadale (C)	2006		3777
Armadale (C)	2006	0	8047
Armadale (C)	2006	1	38713
Armadale (C)	2011		4489
Armadale (C)	2011	0	10540
Armadale (C)	2011	1	47268
Armadale (C)	2016		7677
Armadale (C)	2016	0	12616
Armadale (C)	2016	1	59309
Ashburton (S)	2006		772
Ashburton (S)	2006	0	1333
Ashburton (S)	2006	1	3975
Ashburton (S)	2011		1588
Ashburton (S)	2011	0	2748
Ashburton (S)	2011	1	5665
Ashburton (S)	2016		2397
Ashburton (S)	2016	0	3293
Ashburton (S)	2016	1	7336
Augusta-Margaret River (S)	2006		791
Augusta-Margaret River (S)	2006	0	2085
Augusta-Margaret River (S)	2006	1	7474
Augusta-Margaret River (S)	2011		978
Augusta-Margaret River (S)	2011	0	1966
Augusta-Margaret River (S)	2011	1	8817
Augusta-Margaret River (S)	2016		1444
Augusta-Margaret River (S)	2016	0	2456
Augusta-Margaret River (S)	2016	1	10358
Bassendean (T)	2006		809
Bassendean (T)	2006	0	1880
Bassendean (T)	2006	1	10774
Bassendean (T)	2011		889
Bassendean (T)	2011	0	2054
Bassendean (T)	2011	1	11462
Bassendean (T)	2016		1405
Bassendean (T)	2016	0	1958
Bassendean (T)	2016	1	11729
Bayswater (C)	2006		4066
Bayswater (C)	2006	0	9120
Bayswater (C)	2006	1	42617
Bayswater (C)	2011		4090
Bayswater (C)	2011	0	9519
Bayswater (C)	2011	1	47655
Bayswater (C)	2016		6124
Bayswater (C)	2016	0	10644
Bayswater (C)	2016	1	47909
Belmont (C)	2006		2917
Belmont (C)	2006	0	5640
Belmont (C)	2006	1	21777
Belmont (C)	2011		3205
Belmont (C)	2011	0	6310
Belmont (C)	2011	1	25693
Belmont (C)	2016		5413
Belmont (C)	2016	0	7668
Belmont (C)	2016	1	26601
Beverley (S)	2006		82
Beverley (S)	2006	0	210
Beverley (S)	2006	1	1271
Beverley (S)	2011		73
Beverley (S)	2011	0	145
Beverley (S)	2011	1	1349
Beverley (S)	2016		225
Beverley (S)	2016	0	140
Beverley (S)	2016	1	1380
Boddington (S)	2006		105
Boddington (S)	2006	0	251
Boddington (S)	2006	1	1024
Boddington (S)	2011		389
Boddington (S)	2011	0	528
Boddington (S)	2011	1	1311
Boddington (S)	2016		186
Boddington (S)	2016	0	327
Boddington (S)	2016	1	1331
Boyup Brook (S)	2006		46
Boyup Brook (S)	2006	0	212
Boyup Brook (S)	2006	1	1224
Boyup Brook (S)	2011		75
Boyup Brook (S)	2011	0	165
Boyup Brook (S)	2011	1	1349
Boyup Brook (S)	2016		154
Boyup Brook (S)	2016	0	185
Boyup Brook (S)	2016	1	1362
Bridgetown-Greenbushes (S)	2006		198
Bridgetown-Greenbushes (S)	2006	0	724
Bridgetown-Greenbushes (S)	2006	1	3031
Bridgetown-Greenbushes (S)	2011		131
Bridgetown-Greenbushes (S)	2011	0	538
Bridgetown-Greenbushes (S)	2011	1	3649
Bridgetown-Greenbushes (S)	2016		458
Bridgetown-Greenbushes (S)	2016	0	594
Bridgetown-Greenbushes (S)	2016	1	3608
Brookton (S)	2006		61
Brookton (S)	2006	0	174
Brookton (S)	2006	1	748
Brookton (S)	2011		46
Brookton (S)	2011	0	126
Brookton (S)	2011	1	760
Brookton (S)	2016		142
Brookton (S)	2016	0	107
Brookton (S)	2016	1	726
Broome (S)	2006		2286
Broome (S)	2006	0	2889
Broome (S)	2006	1	7886
Broome (S)	2011		1799
Broome (S)	2011	0	3260
Broome (S)	2011	1	9939
Broome (S)	2016		2331
Broome (S)	2016	0	3432
Broome (S)	2016	1	10459
Broomehill-Tambellup (S)	2006		147
Broomehill-Tambellup (S)	2006	0	175
Broomehill-Tambellup (S)	2006	1	815
Broomehill-Tambellup (S)	2011		60
Broomehill-Tambellup (S)	2011	0	104
Broomehill-Tambellup (S)	2011	1	976
Broomehill-Tambellup (S)	2016		183
Broomehill-Tambellup (S)	2016	0	88
Broomehill-Tambellup (S)	2016	1	873
Bruce Rock (S)	2006		58
Bruce Rock (S)	2006	0	122
Bruce Rock (S)	2006	1	771
Bruce Rock (S)	2011		56
Bruce Rock (S)	2011	0	111
Bruce Rock (S)	2011	1	808
Bruce Rock (S)	2016		93
Bruce Rock (S)	2016	0	105
Bruce Rock (S)	2016	1	732
Bunbury (C)	2006		2372
Bunbury (C)	2006	0	5973
Bunbury (C)	2006	1	21355
Bunbury (C)	2011		2594
Bunbury (C)	2011	0	5360
Bunbury (C)	2011	1	23394
Bunbury (C)	2016		3712
Bunbury (C)	2016	0	4851
Bunbury (C)	2016	1	23356
Busselton (C)	2006		1634
Busselton (C)	2006	0	5288
Busselton (C)	2006	1	18436
Busselton (C)	2011		1743
Busselton (C)	2011	0	5635
Busselton (C)	2011	1	22953
Busselton (C)	2016		3690
Busselton (C)	2016	0	5907
Busselton (C)	2016	1	27089
Cambridge (T)	2006		1610
Cambridge (T)	2006	0	3596
Cambridge (T)	2006	1	18548
Cambridge (T)	2011		1245
Cambridge (T)	2011	0	3684
Cambridge (T)	2011	1	20036
Cambridge (T)	2016		2145
Cambridge (T)	2016	0	4007
Cambridge (T)	2016	1	20631
Canning (C)	2006		4917
Canning (C)	2006	0	13615
Canning (C)	2006	1	58993
Canning (C)	2011		4834
Canning (C)	2011	0	13678
Canning (C)	2011	1	67003
Canning (C)	2016		6826
Canning (C)	2016	0	16048
Canning (C)	2016	1	67310
Capel (S)	2006		544
Capel (S)	2006	0	2083
Capel (S)	2006	1	7582
Capel (S)	2011		971
Capel (S)	2011	0	2597
Capel (S)	2011	1	11069
Capel (S)	2016		1454
Capel (S)	2016	0	2413
Capel (S)	2016	1	13256
Carnamah (S)	2006		83
Carnamah (S)	2006	0	121
Carnamah (S)	2006	1	543
Carnamah (S)	2011		47
Carnamah (S)	2011	0	60
Carnamah (S)	2011	1	440
Carnamah (S)	2016		63
Carnamah (S)	2016	0	74
Carnamah (S)	2016	1	411
Carnarvon (S)	2006		549
Carnarvon (S)	2006	0	1145
Carnarvon (S)	2006	1	3990
Carnarvon (S)	2011		731
Carnarvon (S)	2011	0	849
Carnarvon (S)	2011	1	4206
Carnarvon (S)	2016		934
Carnarvon (S)	2016	0	805
Carnarvon (S)	2016	1	3789
Chapman Valley (S)	2006		37
Chapman Valley (S)	2006	0	149
Chapman Valley (S)	2006	1	729
Chapman Valley (S)	2011		72
Chapman Valley (S)	2011	0	131
Chapman Valley (S)	2011	1	970
Chapman Valley (S)	2016		191
Chapman Valley (S)	2016	0	201
Chapman Valley (S)	2016	1	1030
Chittering (S)	2006		211
Chittering (S)	2006	0	602
Chittering (S)	2006	1	2704
Chittering (S)	2011		258
Chittering (S)	2011	0	512
Chittering (S)	2011	1	3657
Chittering (S)	2016		521
Chittering (S)	2016	0	650
Chittering (S)	2016	1	4301
Claremont (T)	2006		627
Claremont (T)	2006	0	1630
Claremont (T)	2006	1	6685
Claremont (T)	2011		731
Claremont (T)	2011	0	1603
Claremont (T)	2011	1	6945
Claremont (T)	2016		1016
Claremont (T)	2016	0	1766
Claremont (T)	2016	1	7272
Cockburn (C)	2006		5352
Cockburn (C)	2006	0	12229
Cockburn (C)	2006	1	56890
Cockburn (C)	2011		5096
Cockburn (C)	2011	0	13483
Cockburn (C)	2011	1	71106
Cockburn (C)	2016		9661
Cockburn (C)	2016	0	15965
Cockburn (C)	2016	1	78847
Collie (S)	2006		633
Collie (S)	2006	0	1146
Collie (S)	2006	1	6834
Collie (S)	2011		561
Collie (S)	2011	0	1281
Collie (S)	2011	1	7284
Collie (S)	2016		946
Collie (S)	2016	0	1004
Collie (S)	2016	1	6848
Coolgardie (S)	2006		510
Coolgardie (S)	2006	0	903
Coolgardie (S)	2006	1	2387
Coolgardie (S)	2011		514
Coolgardie (S)	2011	0	842
Coolgardie (S)	2011	1	2644
Coolgardie (S)	2016		530
Coolgardie (S)	2016	0	614
Coolgardie (S)	2016	1	2466
Coorow (S)	2006		65
Coorow (S)	2006	0	208
Coorow (S)	2006	1	928
Coorow (S)	2011		64
Coorow (S)	2011	0	135
Coorow (S)	2011	1	866
Coorow (S)	2016		92
Coorow (S)	2016	0	128
Coorow (S)	2016	1	816
Corrigin (S)	2006		72
Corrigin (S)	2006	0	154
Corrigin (S)	2006	1	916
Corrigin (S)	2011		43
Corrigin (S)	2011	0	134
Corrigin (S)	2011	1	886
Corrigin (S)	2016		157
Corrigin (S)	2016	0	139
Corrigin (S)	2016	1	850
Cottesloe (T)	2006		933
Cottesloe (T)	2006	0	1340
Cottesloe (T)	2006	1	4983
Cottesloe (T)	2011		786
Cottesloe (T)	2011	0	1377
Cottesloe (T)	2011	1	5442
Cottesloe (T)	2016		721
Cottesloe (T)	2016	0	1320
Cottesloe (T)	2016	1	5556
Cranbrook (S)	2006		54
Cranbrook (S)	2006	0	168
Cranbrook (S)	2006	1	839
Cranbrook (S)	2011		91
Cranbrook (S)	2011	0	112
Cranbrook (S)	2011	1	878
Cranbrook (S)	2016		136
Cranbrook (S)	2016	0	86
Cranbrook (S)	2016	1	867
Cuballing (S)	2006		32
Cuballing (S)	2006	0	135
Cuballing (S)	2006	1	618
Cuballing (S)	2011		38
Cuballing (S)	2011	0	78
Cuballing (S)	2011	1	755
Cuballing (S)	2016		127
Cuballing (S)	2016	0	58
Cuballing (S)	2016	1	678
Cue (S)	2006		42
Cue (S)	2006	0	73
Cue (S)	2006	1	206
Cue (S)	2011		47
Cue (S)	2011	0	50
Cue (S)	2011	1	175
Cue (S)	2016		56
Cue (S)	2016	0	23
Cue (S)	2016	1	115
Cunderdin (S)	2006		78
Cunderdin (S)	2006	0	214
Cunderdin (S)	2006	1	955
Cunderdin (S)	2011		71
Cunderdin (S)	2011	0	173
Cunderdin (S)	2011	1	1067
Cunderdin (S)	2016		152
Cunderdin (S)	2016	0	219
Cunderdin (S)	2016	1	1086
Dalwallinu (S)	2006		73
Dalwallinu (S)	2006	0	189
Dalwallinu (S)	2006	1	1106
Dalwallinu (S)	2011		68
Dalwallinu (S)	2011	0	130
Dalwallinu (S)	2011	1	1068
Dalwallinu (S)	2016		170
Dalwallinu (S)	2016	0	190
Dalwallinu (S)	2016	1	1069
Dandaragan (S)	2006		265
Dandaragan (S)	2006	0	565
Dandaragan (S)	2006	1	2055
Dandaragan (S)	2011		347
Dandaragan (S)	2011	0	550
Dandaragan (S)	2011	1	2288
Dandaragan (S)	2016		338
Dandaragan (S)	2016	0	477
Dandaragan (S)	2016	1	2398
Dardanup (S)	2006		589
Dardanup (S)	2006	0	1946
Dardanup (S)	2006	1	7804
Dardanup (S)	2011		672
Dardanup (S)	2011	0	1975
Dardanup (S)	2011	1	9757
Dardanup (S)	2016		1296
Dardanup (S)	2016	0	1905
Dardanup (S)	2016	1	10832
Denmark (S)	2006		250
Denmark (S)	2006	0	867
Denmark (S)	2006	1	3392
Denmark (S)	2011		295
Denmark (S)	2011	0	818
Denmark (S)	2011	1	4081
Denmark (S)	2016		645
Denmark (S)	2016	0	804
Denmark (S)	2016	1	4396
Derby-West Kimberley (S)	2006		675
Derby-West Kimberley (S)	2006	0	1239
Derby-West Kimberley (S)	2006	1	4640
Derby-West Kimberley (S)	2011		2298
Derby-West Kimberley (S)	2011	0	1135
Derby-West Kimberley (S)	2011	1	5001
Derby-West Kimberley (S)	2016		948
Derby-West Kimberley (S)	2016	0	1331
Derby-West Kimberley (S)	2016	1	5451
Donnybrook-Balingup (S)	2006		259
Donnybrook-Balingup (S)	2006	0	819
Donnybrook-Balingup (S)	2006	1	3657
Donnybrook-Balingup (S)	2011		271
Donnybrook-Balingup (S)	2011	0	646
Donnybrook-Balingup (S)	2011	1	4405
Donnybrook-Balingup (S)	2016		664
Donnybrook-Balingup (S)	2016	0	662
Donnybrook-Balingup (S)	2016	1	4544
Dowerin (S)	2006		47
Dowerin (S)	2006	0	113
Dowerin (S)	2006	1	543
Dowerin (S)	2011		33
Dowerin (S)	2011	0	56
Dowerin (S)	2011	1	587
Dowerin (S)	2016		60
Dowerin (S)	2016	0	82
Dowerin (S)	2016	1	548
Dumbleyung (S)	2006		33
Dumbleyung (S)	2006	0	87
Dumbleyung (S)	2006	1	509
Dumbleyung (S)	2011		20
Dumbleyung (S)	2011	0	61
Dumbleyung (S)	2011	1	522
Dumbleyung (S)	2016		85
Dumbleyung (S)	2016	0	53
Dumbleyung (S)	2016	1	533
Dundas (S)	2006		119
Dundas (S)	2006	0	284
Dundas (S)	2006	1	665
Dundas (S)	2011		175
Dundas (S)	2011	0	238
Dundas (S)	2011	1	730
Dundas (S)	2016		149
Dundas (S)	2016	0	159
Dundas (S)	2016	1	464
East Fremantle (T)	2006		539
East Fremantle (T)	2006	0	1061
East Fremantle (T)	2006	1	5100
East Fremantle (T)	2011		385
East Fremantle (T)	2011	0	946
East Fremantle (T)	2011	1	5601
East Fremantle (T)	2016		677
East Fremantle (T)	2016	0	1074
East Fremantle (T)	2016	1	5625
East Pilbara (S)	2006		1152
East Pilbara (S)	2006	0	1677
East Pilbara (S)	2006	1	3717
East Pilbara (S)	2011		2383
East Pilbara (S)	2011	0	3347
East Pilbara (S)	2011	1	6220
East Pilbara (S)	2016		2143
East Pilbara (S)	2016	0	2234
East Pilbara (S)	2016	1	6214
Esperance (S)	2006		879
Esperance (S)	2006	0	2466
Esperance (S)	2006	1	9618
Esperance (S)	2011		994
Esperance (S)	2011	0	2112
Esperance (S)	2011	1	10371
Esperance (S)	2016		1878
Esperance (S)	2016	0	1921
Esperance (S)	2016	1	10437
Exmouth (S)	2006		204
Exmouth (S)	2006	0	502
Exmouth (S)	2006	1	1356
Exmouth (S)	2011		213
Exmouth (S)	2011	0	480
Exmouth (S)	2011	1	1700
Exmouth (S)	2016		324
Exmouth (S)	2016	0	509
Exmouth (S)	2016	1	1895
Fremantle (C)	2006		2154
Fremantle (C)	2006	0	4622
Fremantle (C)	2006	1	18058
Fremantle (C)	2011		1869
Fremantle (C)	2011	0	4544
Fremantle (C)	2011	1	20170
Fremantle (C)	2016		3364
Fremantle (C)	2016	0	4593
Fremantle (C)	2016	1	20936
Gingin (S)	2006		615
Gingin (S)	2006	0	619
Gingin (S)	2006	1	3082
Gingin (S)	2011		408
Gingin (S)	2011	0	624
Gingin (S)	2011	1	3655
Gingin (S)	2016		585
Gingin (S)	2016	0	671
Gingin (S)	2016	1	3961
Gnowangerup (S)	2006		57
Gnowangerup (S)	2006	0	236
Gnowangerup (S)	2006	1	1072
Gnowangerup (S)	2011		82
Gnowangerup (S)	2011	0	106
Gnowangerup (S)	2011	1	1083
Gnowangerup (S)	2016		149
Gnowangerup (S)	2016	0	141
Gnowangerup (S)	2016	1	925
Goomalling (S)	2006		57
Goomalling (S)	2006	0	134
Goomalling (S)	2006	1	745
Goomalling (S)	2011		61
Goomalling (S)	2011	0	112
Goomalling (S)	2011	1	813
Goomalling (S)	2016		133
Goomalling (S)	2016	0	101
Goomalling (S)	2016	1	799
Gosnells (C)	2006		6952
Gosnells (C)	2006	0	15354
Gosnells (C)	2006	1	69276
Gosnells (C)	2011		8363
Gosnells (C)	2011	0	15172
Gosnells (C)	2011	1	83049
Gosnells (C)	2016		10583
Gosnells (C)	2016	0	16937
Gosnells (C)	2016	1	90553
Greater Geraldton (C)	2006		3302
Greater Geraldton (C)	2006	0	6673
Greater Geraldton (C)	2006	1	23889
Greater Geraldton (C)	2011		2654
Greater Geraldton (C)	2011	0	6553
Greater Geraldton (C)	2011	1	27950
Greater Geraldton (C)	2016		4608
Greater Geraldton (C)	2016	0	5759
Greater Geraldton (C)	2016	1	28267
Halls Creek (S)	2006		415
Halls Creek (S)	2006	0	539
Halls Creek (S)	2006	1	2132
Halls Creek (S)	2011		209
Halls Creek (S)	2011	0	542
Halls Creek (S)	2011	1	2811
Halls Creek (S)	2016		392
Halls Creek (S)	2016	0	666
Halls Creek (S)	2016	1	2211
Harvey (S)	2006		1347
Harvey (S)	2006	0	3808
Harvey (S)	2006	1	14401
Harvey (S)	2011		1584
Harvey (S)	2011	0	3688
Harvey (S)	2011	1	17966
Harvey (S)	2016		2695
Harvey (S)	2016	0	3646
Harvey (S)	2016	1	20212
Irwin (S)	2006		220
Irwin (S)	2006	0	543
Irwin (S)	2006	1	2289
Irwin (S)	2011		222
Irwin (S)	2011	0	507
Irwin (S)	2011	1	2839
Irwin (S)	2016		320
Irwin (S)	2016	0	443
Irwin (S)	2016	1	2806
Jerramungup (S)	2006		84
Jerramungup (S)	2006	0	179
Jerramungup (S)	2006	1	863
Jerramungup (S)	2011		65
Jerramungup (S)	2011	0	124
Jerramungup (S)	2011	1	864
Jerramungup (S)	2016		174
Jerramungup (S)	2016	0	117
Jerramungup (S)	2016	1	818
Joondalup (C)	2006		7861
Joondalup (C)	2006	0	21805
Joondalup (C)	2006	1	120009
Joondalup (C)	2011		6865
Joondalup (C)	2011	0	19472
Joondalup (C)	2011	1	126068
Joondalup (C)	2016		10981
Joondalup (C)	2016	0	18503
Joondalup (C)	2016	1	124961
Kalamunda (S)	2006		3005
Kalamunda (S)	2006	0	7227
Kalamunda (S)	2006	1	39302
Kalamunda (S)	2011		3183
Kalamunda (S)	2011	0	6493
Kalamunda (S)	2011	1	43892
Kalamunda (S)	2016		4875
Kalamunda (S)	2016	0	6360
Kalamunda (S)	2016	1	46214
Kalgoorlie/Boulder (C)	2006		3788
Kalgoorlie/Boulder (C)	2006	0	7380
Kalgoorlie/Boulder (C)	2006	1	17255
Kalgoorlie/Boulder (C)	2011		4076
Kalgoorlie/Boulder (C)	2011	0	6421
Kalgoorlie/Boulder (C)	2011	1	20612
Kalgoorlie/Boulder (C)	2016		4033
Kalgoorlie/Boulder (C)	2016	0	5123
Kalgoorlie/Boulder (C)	2016	1	20903
Karratha (C)	2006		2666
Karratha (C)	2006	0	4256
Karratha (C)	2006	1	9497
Karratha (C)	2011		5051
Karratha (C)	2011	0	5637
Karratha (C)	2011	1	12211
Karratha (C)	2016		3270
Karratha (C)	2016	0	5352
Karratha (C)	2016	1	12851
Katanning (S)	2006		520
Katanning (S)	2006	0	818
Katanning (S)	2006	1	2870
Katanning (S)	2011		217
Katanning (S)	2011	0	602
Katanning (S)	2011	1	3365
Katanning (S)	2016		614
Katanning (S)	2016	0	537
Katanning (S)	2016	1	3000
Kellerberrin (S)	2006		73
Kellerberrin (S)	2006	0	208
Kellerberrin (S)	2006	1	901
Kellerberrin (S)	2011		64
Kellerberrin (S)	2011	0	121
Kellerberrin (S)	2011	1	995
Kellerberrin (S)	2016		151
Kellerberrin (S)	2016	0	74
Kellerberrin (S)	2016	1	999
Kent (S)	2006		32
Kent (S)	2006	0	60
Kent (S)	2006	1	486
Kent (S)	2011		15
Kent (S)	2011	0	44
Kent (S)	2011	1	451
Kent (S)	2016		86
Kent (S)	2016	0	53
Kent (S)	2016	1	420
Kojonup (S)	2006		182
Kojonup (S)	2006	0	275
Kojonup (S)	2006	1	1696
Kojonup (S)	2011		93
Kojonup (S)	2011	0	214
Kojonup (S)	2011	1	1675
Kojonup (S)	2016		226
Kojonup (S)	2016	0	191
Kojonup (S)	2016	1	1568
Kondinin (S)	2006		46
Kondinin (S)	2006	0	197
Kondinin (S)	2006	1	725
Kondinin (S)	2011		85
Kondinin (S)	2011	0	160
Kondinin (S)	2011	1	801
Kondinin (S)	2016		100
Kondinin (S)	2016	0	119
Kondinin (S)	2016	1	654
Koorda (S)	2006		31
Koorda (S)	2006	0	64
Koorda (S)	2006	1	337
Koorda (S)	2011		14
Koorda (S)	2011	0	41
Koorda (S)	2011	1	379
Koorda (S)	2016		26
Koorda (S)	2016	0	42
Koorda (S)	2016	1	346
Kulin (S)	2006		49
Kulin (S)	2006	0	120
Kulin (S)	2006	1	712
Kulin (S)	2011		21
Kulin (S)	2011	0	96
Kulin (S)	2011	1	709
Kulin (S)	2016		60
Kulin (S)	2016	0	78
Kulin (S)	2016	1	627
Kwinana (C)	2006		3044
Kwinana (C)	2006	0	4256
Kwinana (C)	2006	1	15898
Kwinana (C)	2011		3190
Kwinana (C)	2011	0	5021
Kwinana (C)	2011	1	21016
Kwinana (C)	2016		4970
Kwinana (C)	2016	0	6991
Kwinana (C)	2016	1	26957
Lake Grace (S)	2006		65
Lake Grace (S)	2006	0	213
Lake Grace (S)	2006	1	1180
Lake Grace (S)	2011		69
Lake Grace (S)	2011	0	149
Lake Grace (S)	2011	1	1141
Lake Grace (S)	2016		142
Lake Grace (S)	2016	0	144
Lake Grace (S)	2016	1	982
Laverton (S)	2006		59
Laverton (S)	2006	0	222
Laverton (S)	2006	1	445
Laverton (S)	2011		148
Laverton (S)	2011	0	315
Laverton (S)	2011	1	763
Laverton (S)	2016		218
Laverton (S)	2016	0	213
Laverton (S)	2016	1	722
Leonora (S)	2006		111
Leonora (S)	2006	0	372
Leonora (S)	2006	1	926
Leonora (S)	2011		683
Leonora (S)	2011	0	632
Leonora (S)	2011	1	1197
Leonora (S)	2016		355
Leonora (S)	2016	0	331
Leonora (S)	2016	1	725
Mandurah (C)	2006		4579
Mandurah (C)	2006	0	12343
Mandurah (C)	2006	1	38895
Mandurah (C)	2011		4983
Mandurah (C)	2011	0	13458
Mandurah (C)	2011	1	51462
Mandurah (C)	2016		7906
Mandurah (C)	2016	0	13739
Mandurah (C)	2016	1	59168
Manjimup (S)	2006		579
Manjimup (S)	2006	0	1427
Manjimup (S)	2006	1	7251
Manjimup (S)	2011		462
Manjimup (S)	2011	0	1081
Manjimup (S)	2011	1	7639
Manjimup (S)	2016		987
Manjimup (S)	2016	0	1045
Manjimup (S)	2016	1	7218
Meekatharra (S)	2006		279
Meekatharra (S)	2006	0	265
Meekatharra (S)	2006	1	590
Meekatharra (S)	2011		258
Meekatharra (S)	2011	0	372
Meekatharra (S)	2011	1	747
Meekatharra (S)	2016		249
Meekatharra (S)	2016	0	212
Meekatharra (S)	2016	1	606
Melville (C)	2006		5186
Melville (C)	2006	0	14063
Melville (C)	2006	1	73535
Melville (C)	2011		4526
Melville (C)	2011	0	13169
Melville (C)	2011	1	78007
Melville (C)	2016		7528
Melville (C)	2016	0	13167
Melville (C)	2016	1	77388
Menzies (S)	2006		25
Menzies (S)	2006	0	28
Menzies (S)	2006	1	164
Menzies (S)	2011		25
Menzies (S)	2011	0	75
Menzies (S)	2011	1	285
Menzies (S)	2016		60
Menzies (S)	2016	0	70
Menzies (S)	2016	1	360
Merredin (S)	2006		242
Merredin (S)	2006	0	572
Merredin (S)	2006	1	2430
Merredin (S)	2011		230
Merredin (S)	2011	0	516
Merredin (S)	2011	1	2536
Merredin (S)	2016		315
Merredin (S)	2016	0	529
Merredin (S)	2016	1	2506
Mingenew (S)	2006		30
Mingenew (S)	2006	0	80
Mingenew (S)	2006	1	361
Mingenew (S)	2011		19
Mingenew (S)	2011	0	73
Mingenew (S)	2011	1	387
Mingenew (S)	2016		59
Mingenew (S)	2016	0	40
Mingenew (S)	2016	1	356
Moora (S)	2006		115
Moora (S)	2006	0	384
Moora (S)	2006	1	1913
Moora (S)	2011		160
Moora (S)	2011	0	321
Moora (S)	2011	1	1995
Moora (S)	2016		283
Moora (S)	2016	0	258
Moora (S)	2016	1	1887
Morawa (S)	2006		40
Morawa (S)	2006	0	201
Morawa (S)	2006	1	582
Morawa (S)	2011		55
Morawa (S)	2011	0	178
Morawa (S)	2011	1	658
Morawa (S)	2016		66
Morawa (S)	2016	0	131
Morawa (S)	2016	1	553
Mosman Park (T)	2006		729
Mosman Park (T)	2006	0	1516
Mosman Park (T)	2006	1	6003
Mosman Park (T)	2011		546
Mosman Park (T)	2011	0	1463
Mosman Park (T)	2011	1	6590
Mosman Park (T)	2016		930
Mosman Park (T)	2016	0	1496
Mosman Park (T)	2016	1	6331
Mount Magnet (S)	2006		93
Mount Magnet (S)	2006	0	85
Mount Magnet (S)	2006	1	280
Mount Magnet (S)	2011		64
Mount Magnet (S)	2011	0	168
Mount Magnet (S)	2011	1	411
Mount Magnet (S)	2016		122
Mount Magnet (S)	2016	0	44
Mount Magnet (S)	2016	1	316
Mount Marshall (S)	2006		30
Mount Marshall (S)	2006	0	84
Mount Marshall (S)	2006	1	499
Mount Marshall (S)	2011		13
Mount Marshall (S)	2011	0	59
Mount Marshall (S)	2011	1	414
Mount Marshall (S)	2016		53
Mount Marshall (S)	2016	0	71
Mount Marshall (S)	2016	1	403
Mukinbudin (S)	2006		23
Mukinbudin (S)	2006	0	67
Mukinbudin (S)	2006	1	490
Mukinbudin (S)	2011		12
Mukinbudin (S)	2011	0	61
Mukinbudin (S)	2011	1	416
Mukinbudin (S)	2016		62
Mukinbudin (S)	2016	0	80
Mukinbudin (S)	2016	1	413
Mundaring (S)	2006		2845
Mundaring (S)	2006	0	4489
Mundaring (S)	2006	1	27759
Mundaring (S)	2011		3394
Mundaring (S)	2011	0	3751
Mundaring (S)	2011	1	29385
Mundaring (S)	2016		4790
Mundaring (S)	2016	0	3783
Mundaring (S)	2016	1	29584
Murchison (S)	2006		6
Murchison (S)	2006	0	29
Murchison (S)	2006	1	75
Murchison (S)	2011		13
Murchison (S)	2011	0	19
Murchison (S)	2011	1	83
Murchison (S)	2016		48
Murchison (S)	2016	0	21
Murchison (S)	2016	1	84
Murray (S)	2006		1011
Murray (S)	2006	0	1963
Murray (S)	2006	1	8999
Murray (S)	2011		1010
Murray (S)	2011	0	2087
Murray (S)	2011	1	11053
Murray (S)	2016		1828
Murray (S)	2016	0	2436
Murray (S)	2016	1	12434
Nannup (S)	2006		55
Nannup (S)	2006	0	192
Nannup (S)	2006	1	943
Nannup (S)	2011		61
Nannup (S)	2011	0	182
Nannup (S)	2011	1	1020
Nannup (S)	2016		148
Nannup (S)	2016	0	166
Nannup (S)	2016	1	1014
Narembeen (S)	2006		41
Narembeen (S)	2006	0	113
Narembeen (S)	2006	1	750
Narembeen (S)	2011		39
Narembeen (S)	2011	0	92
Narembeen (S)	2011	1	682
Narembeen (S)	2016		80
Narembeen (S)	2016	0	80
Narembeen (S)	2016	1	649
Narrogin (S)	2006		256
Narrogin (S)	2006	0	995
Narrogin (S)	2006	1	3820
Narrogin (S)	2011		290
Narrogin (S)	2011	0	860
Narrogin (S)	2011	1	3948
Narrogin (S)	2016		689
Narrogin (S)	2016	0	685
Narrogin (S)	2016	1	3788
Nedlands (C)	2006		1546
Nedlands (C)	2006	0	3130
Nedlands (C)	2006	1	15660
Nedlands (C)	2011		953
Nedlands (C)	2011	0	3057
Nedlands (C)	2011	1	16524
Nedlands (C)	2016		1531
Nedlands (C)	2016	0	2974
Nedlands (C)	2016	1	16616
Ngaanyatjarraku (S)	2006		95
Ngaanyatjarraku (S)	2006	0	212
Ngaanyatjarraku (S)	2006	1	1029
Ngaanyatjarraku (S)	2011		89
Ngaanyatjarraku (S)	2011	0	168
Ngaanyatjarraku (S)	2011	1	1180
Ngaanyatjarraku (S)	2016		83
Ngaanyatjarraku (S)	2016	0	425
Ngaanyatjarraku (S)	2016	1	1098
Northam (S)	2006		866
Northam (S)	2006	0	1681
Northam (S)	2006	1	7257
Northam (S)	2011		972
Northam (S)	2011	0	1564
Northam (S)	2011	1	8021
Northam (S)	2016		1632
