LGA_NAME16	Year	AustCitizen	Sex	persons
Mitcham (C)	2016	1	F	29227
Mitcham (C)	2016	1	M	27430
Mount Barker (DC)	2006	0		2372
Mount Barker (DC)	2006	1	F	12383
Mount Barker (DC)	2006	1	M	11680
Mount Barker (DC)	2011	0		2385
Mount Barker (DC)	2011	1	F	14122
Mount Barker (DC)	2011	1	M	13259
Mount Barker (DC)	2016	0		3144
Mount Barker (DC)	2016	1	F	15507
Mount Barker (DC)	2016	1	M	14746
Mount Gambier (C)	2006	0		2033
Mount Gambier (C)	2006	1	F	11461
Mount Gambier (C)	2006	1	M	10593
Mount Gambier (C)	2011	0		2082
Mount Gambier (C)	2011	1	F	11967
Mount Gambier (C)	2011	1	M	11200
Mount Gambier (C)	2016	0		2582
Mount Gambier (C)	2016	1	F	12215
Mount Gambier (C)	2016	1	M	11479
Mount Remarkable (DC)	2006	0		228
Mount Remarkable (DC)	2006	1	F	1271
Mount Remarkable (DC)	2006	1	M	1344
Mount Remarkable (DC)	2011	0		208
Mount Remarkable (DC)	2011	1	F	1306
Mount Remarkable (DC)	2011	1	M	1360
Mount Remarkable (DC)	2016	0		287
Mount Remarkable (DC)	2016	1	F	1263
Mount Remarkable (DC)	2016	1	M	1314
Murray Bridge (RC)	2006	0		1884
Murray Bridge (RC)	2006	1	F	8090
Murray Bridge (RC)	2006	1	M	7704
Murray Bridge (RC)	2011	0		2719
Murray Bridge (RC)	2011	1	F	8668
Murray Bridge (RC)	2011	1	M	8355
Murray Bridge (RC)	2016	0		3308
Murray Bridge (RC)	2016	1	F	8953
Murray Bridge (RC)	2016	1	M	8597
Naracoorte and Lucindale (DC)	2006	0		557
Naracoorte and Lucindale (DC)	2006	1	F	3719
Naracoorte and Lucindale (DC)	2006	1	M	3806
Naracoorte and Lucindale (DC)	2011	0		878
Naracoorte and Lucindale (DC)	2011	1	F	3565
Naracoorte and Lucindale (DC)	2011	1	M	3672
Naracoorte and Lucindale (DC)	2016	0		1136
Naracoorte and Lucindale (DC)	2016	1	F	3488
Naracoorte and Lucindale (DC)	2016	1	M	3667
Northern Areas (DC)	2006	0		316
Northern Areas (DC)	2006	1	F	2129
Northern Areas (DC)	2006	1	M	2204
Northern Areas (DC)	2011	0		280
Northern Areas (DC)	2011	1	F	2074
Northern Areas (DC)	2011	1	M	2151
Northern Areas (DC)	2016	0		392
Northern Areas (DC)	2016	1	F	2030
Northern Areas (DC)	2016	1	M	2102
Norwood Payneham St Peters (C)	2006	0		5288
Norwood Payneham St Peters (C)	2006	1	F	15063
Norwood Payneham St Peters (C)	2006	1	M	13378
Norwood Payneham St Peters (C)	2011	0		6368
Norwood Payneham St Peters (C)	2011	1	F	14904
Norwood Payneham St Peters (C)	2011	1	M	13615
Norwood Payneham St Peters (C)	2016	0		6910
Norwood Payneham St Peters (C)	2016	1	F	14825
Norwood Payneham St Peters (C)	2016	1	M	13627
Onkaparinga (C)	2006	0		16501
Onkaparinga (C)	2006	1	F	67719
Onkaparinga (C)	2006	1	M	65513
Onkaparinga (C)	2011	0		18272
Onkaparinga (C)	2011	1	F	71985
Onkaparinga (C)	2011	1	M	69318
Onkaparinga (C)	2016	0		19800
Onkaparinga (C)	2016	1	F	74961
Onkaparinga (C)	2016	1	M	72005
Orroroo/Carrieton (DC)	2006	0		34
Orroroo/Carrieton (DC)	2006	1	F	470
Orroroo/Carrieton (DC)	2006	1	M	432
Orroroo/Carrieton (DC)	2011	0		44
Orroroo/Carrieton (DC)	2011	1	F	405
Orroroo/Carrieton (DC)	2011	1	M	424
Orroroo/Carrieton (DC)	2016	0		89
Orroroo/Carrieton (DC)	2016	1	F	398
Orroroo/Carrieton (DC)	2016	1	M	408
Peterborough (DC)	2006	0		236
Peterborough (DC)	2006	1	F	841
Peterborough (DC)	2006	1	M	827
Peterborough (DC)	2011	0		143
Peterborough (DC)	2011	1	F	794
Peterborough (DC)	2011	1	M	794
Peterborough (DC)	2016	0		184
Peterborough (DC)	2016	1	F	756
Peterborough (DC)	2016	1	M	738
Playford (C)	2006	0		10056
Playford (C)	2006	1	F	30114
Playford (C)	2006	1	M	29843
Playford (C)	2011	0		10736
Playford (C)	2011	1	F	34418
Playford (C)	2011	1	M	33964
Playford (C)	2016	0		12964
Playford (C)	2016	1	F	38531
Playford (C)	2016	1	M	37877
Port Adelaide Enfield (C)	2006	0		15419
Port Adelaide Enfield (C)	2006	1	F	45092
Port Adelaide Enfield (C)	2006	1	M	42418
Port Adelaide Enfield (C)	2011	0		20652
Port Adelaide Enfield (C)	2011	1	F	46945
Port Adelaide Enfield (C)	2011	1	M	45219
Port Adelaide Enfield (C)	2016	0		23904
Port Adelaide Enfield (C)	2016	1	F	49513
Port Adelaide Enfield (C)	2016	1	M	47813
Port Augusta (C)	2006	0		1731
Port Augusta (C)	2006	1	F	6196
Port Augusta (C)	2006	1	M	5948
Port Augusta (C)	2011	0		2073
Port Augusta (C)	2011	1	F	6022
Port Augusta (C)	2011	1	M	5891
Port Augusta (C)	2016	0		2042
Port Augusta (C)	2016	1	F	6005
Port Augusta (C)	2016	1	M	5761
Port Lincoln (C)	2006	0		1261
Port Lincoln (C)	2006	1	F	6216
Port Lincoln (C)	2006	1	M	6127
Port Lincoln (C)	2011	0		1129
Port Lincoln (C)	2011	1	F	6656
Port Lincoln (C)	2011	1	M	6301
Port Lincoln (C)	2016	0		1514
Port Lincoln (C)	2016	1	F	6362
Port Lincoln (C)	2016	1	M	6188
Port Pirie City and Dists (M)	2006	0		1221
Port Pirie City and Dists (M)	2006	1	F	8119
Port Pirie City and Dists (M)	2006	1	M	7799
Port Pirie City and Dists (M)	2011	0		1307
Port Pirie City and Dists (M)	2011	1	F	8151
Port Pirie City and Dists (M)	2011	1	M	7874
Port Pirie City and Dists (M)	2016	0		1561
Port Pirie City and Dists (M)	2016	1	F	8036
Port Pirie City and Dists (M)	2016	1	M	7767
Prospect (C)	2006	0		2585
Prospect (C)	2006	1	F	8533
Prospect (C)	2006	1	M	8175
Prospect (C)	2011	0		3210
Prospect (C)	2011	1	F	8591
Prospect (C)	2011	1	M	8154
Prospect (C)	2016	0		3391
Prospect (C)	2016	1	F	8595
Prospect (C)	2016	1	M	8541
Renmark Paringa (DC)	2006	0		962
Renmark Paringa (DC)	2006	1	F	4269
Renmark Paringa (DC)	2006	1	M	4221
Renmark Paringa (DC)	2011	0		1041
Renmark Paringa (DC)	2011	1	F	4131
Renmark Paringa (DC)	2011	1	M	4072
Renmark Paringa (DC)	2016	0		1188
Renmark Paringa (DC)	2016	1	F	4179
Renmark Paringa (DC)	2016	1	M	4108
Robe (DC)	2006	0		486
Robe (DC)	2006	1	F	614
Robe (DC)	2006	1	M	602
Robe (DC)	2011	0		119
Robe (DC)	2011	1	F	622
Robe (DC)	2011	1	M	657
Robe (DC)	2016	0		146
Robe (DC)	2016	1	F	598
Robe (DC)	2016	1	M	634
Roxby Downs (M)	2006	0		546
Roxby Downs (M)	2006	1	F	1559
Roxby Downs (M)	2006	1	M	1951
Roxby Downs (M)	2011	0		934
Roxby Downs (M)	2011	1	F	1620
Roxby Downs (M)	2011	1	M	2148
Roxby Downs (M)	2016	0		600
Roxby Downs (M)	2016	1	F	1427
Roxby Downs (M)	2016	1	M	1857
Salisbury (C)	2006	0		14895
Salisbury (C)	2006	1	F	52164
Salisbury (C)	2006	1	M	51365
Salisbury (C)	2011	0		18967
Salisbury (C)	2011	1	F	55232
Salisbury (C)	2011	1	M	54909
Salisbury (C)	2016	0		22208
Salisbury (C)	2016	1	F	57882
Salisbury (C)	2016	1	M	57889
Southern Mallee (DC)	2006	0		130
Southern Mallee (DC)	2006	1	F	985
Southern Mallee (DC)	2006	1	M	1023
Southern Mallee (DC)	2011	0		203
Southern Mallee (DC)	2011	1	F	932
Southern Mallee (DC)	2011	1	M	966
Southern Mallee (DC)	2016	0		297
Southern Mallee (DC)	2016	1	F	846
Southern Mallee (DC)	2016	1	M	884
Streaky Bay (DC)	2006	0		114
Streaky Bay (DC)	2006	1	F	901
Streaky Bay (DC)	2006	1	M	1006
Streaky Bay (DC)	2011	0		187
Streaky Bay (DC)	2011	1	F	924
Streaky Bay (DC)	2011	1	M	991
Streaky Bay (DC)	2016	0		193
Streaky Bay (DC)	2016	1	F	879
Streaky Bay (DC)	2016	1	M	1002
Tatiara (DC)	2006	0		520
Tatiara (DC)	2006	1	F	3056
Tatiara (DC)	2006	1	M	3289
Tatiara (DC)	2011	0		612
Tatiara (DC)	2011	1	F	2899
Tatiara (DC)	2011	1	M	3043
Tatiara (DC)	2016	0		969
Tatiara (DC)	2016	1	F	2715
Tatiara (DC)	2016	1	M	2936
Tea Tree Gully (C)	2006	0		9849
Tea Tree Gully (C)	2006	1	F	43896
Tea Tree Gully (C)	2006	1	M	42228
Tea Tree Gully (C)	2011	0		9872
Tea Tree Gully (C)	2011	1	F	43600
Tea Tree Gully (C)	2011	1	M	41995
Tea Tree Gully (C)	2016	0		11110
Tea Tree Gully (C)	2016	1	F	44071
Tea Tree Gully (C)	2016	1	M	42553
The Coorong (DC)	2006	0		444
The Coorong (DC)	2006	1	F	2562
The Coorong (DC)	2006	1	M	2660
The Coorong (DC)	2011	0		566
The Coorong (DC)	2011	1	F	2419
The Coorong (DC)	2011	1	M	2538
The Coorong (DC)	2016	0		516
The Coorong (DC)	2016	1	F	2362
The Coorong (DC)	2016	1	M	2502
Tumby Bay (DC)	2006	0		152
Tumby Bay (DC)	2006	1	F	1158
Tumby Bay (DC)	2006	1	M	1228
Tumby Bay (DC)	2011	0		104
Tumby Bay (DC)	2011	1	F	1244
Tumby Bay (DC)	2011	1	M	1240
Tumby Bay (DC)	2016	0		168
Tumby Bay (DC)	2016	1	F	1239
Tumby Bay (DC)	2016	1	M	1203
Unley (C)	2006	0		4291
Unley (C)	2006	1	F	16950
Unley (C)	2006	1	M	14758
Unley (C)	2011	0		5265
Unley (C)	2011	1	F	16785
Unley (C)	2011	1	M	14788
Unley (C)	2016	0		5944
Unley (C)	2016	1	F	16845
Unley (C)	2016	1	M	14932
Victor Harbor (C)	2006	0		1252
Victor Harbor (C)	2006	1	F	5635
Victor Harbor (C)	2006	1	M	5126
Victor Harbor (C)	2011	0		1564
Victor Harbor (C)	2011	1	F	6474
Victor Harbor (C)	2011	1	M	5803
Victor Harbor (C)	2016	0		1487
Victor Harbor (C)	2016	1	F	6963
Victor Harbor (C)	2016	1	M	6215
Wakefield (DC)	2006	0		576
Wakefield (DC)	2006	1	F	2895
Wakefield (DC)	2006	1	M	2898
Wakefield (DC)	2011	0		609
Wakefield (DC)	2011	1	F	2972
Wakefield (DC)	2011	1	M	3079
Wakefield (DC)	2016	0		704
Wakefield (DC)	2016	1	F	2991
Wakefield (DC)	2016	1	M	3106
Walkerville (M)	2006	0		833
Walkerville (M)	2006	1	F	3249
Walkerville (M)	2006	1	M	2880
Walkerville (M)	2011	0		942
Walkerville (M)	2011	1	F	3137
Walkerville (M)	2011	1	M	2922
Walkerville (M)	2016	0		1161
Walkerville (M)	2016	1	F	3260
Walkerville (M)	2016	1	M	3129
Wattle Range (DC)	2006	0		924
Wattle Range (DC)	2006	1	F	5416
Wattle Range (DC)	2006	1	M	5548
Wattle Range (DC)	2011	0		774
Wattle Range (DC)	2011	1	F	5380
Wattle Range (DC)	2011	1	M	5470
Wattle Range (DC)	2016	0		979
Wattle Range (DC)	2016	1	F	5315
Wattle Range (DC)	2016	1	M	5383
West Torrens (C)	2006	0		7105
West Torrens (C)	2006	1	F	23325
West Torrens (C)	2006	1	M	21729
West Torrens (C)	2011	0		9515
West Torrens (C)	2011	1	F	23526
West Torrens (C)	2011	1	M	21921
West Torrens (C)	2016	0		11368
West Torrens (C)	2016	1	F	23926
West Torrens (C)	2016	1	M	22607
Whyalla (C)	2006	0		2923
Whyalla (C)	2006	1	F	9173
Whyalla (C)	2006	1	M	9321
Whyalla (C)	2011	0		3008
Whyalla (C)	2011	1	F	9493
Whyalla (C)	2011	1	M	9588
Whyalla (C)	2016	0		2933
Whyalla (C)	2016	1	F	9448
Whyalla (C)	2016	1	M	9447
Wudinna (DC)	2006	0		43
Wudinna (DC)	2006	1	F	616
Wudinna (DC)	2006	1	M	653
Wudinna (DC)	2011	0		35
Wudinna (DC)	2011	1	F	594
Wudinna (DC)	2011	1	M	624
Wudinna (DC)	2016	0		122
Wudinna (DC)	2016	1	F	545
Wudinna (DC)	2016	1	M	583
Yankalilla (DC)	2006	0		558
Yankalilla (DC)	2006	1	F	1813
Yankalilla (DC)	2006	1	M	1780
Yankalilla (DC)	2011	0		424
Yankalilla (DC)	2011	1	F	2015
Yankalilla (DC)	2011	1	M	1957
Yankalilla (DC)	2016	0		610
Yankalilla (DC)	2016	1	F	2300
Yankalilla (DC)	2016	1	M	2249
Yorke Peninsula (DC)	2006	0		800
Yorke Peninsula (DC)	2006	1	F	5080
Yorke Peninsula (DC)	2006	1	M	5312
Yorke Peninsula (DC)	2011	0		684
Yorke Peninsula (DC)	2011	1	F	5053
Yorke Peninsula (DC)	2011	1	M	5288
Yorke Peninsula (DC)	2016	0		826
Yorke Peninsula (DC)	2016	1	F	4961
Yorke Peninsula (DC)	2016	1	M	5269
Unincorporated SA	2006	0		470
Unincorporated SA	2006	1	F	1423
Unincorporated SA	2006	1	M	1850
Unincorporated SA	2011	0		663
Unincorporated SA	2011	1	F	1517
Unincorporated SA	2011	1	M	2264
Unincorporated SA	2016	0		678
Unincorporated SA	2016	1	F	1102
Unincorporated SA	2016	1	M	1744
No usual address (SA)	2006	1	F	864
No usual address (SA)	2006	1	M	1147
No usual address (SA)	2011	1	F	925
No usual address (SA)	2011	1	M	1274
No usual address (SA)	2016	1	F	788
No usual address (SA)	2016	1	M	1152
Migratory - Offshore - Shipping (SA)	2006	1	F	0
Migratory - Offshore - Shipping (SA)	2006	1	M	3
Migratory - Offshore - Shipping (SA)	2011	1	F	0
Migratory - Offshore - Shipping (SA)	2011	1	M	0
Migratory - Offshore - Shipping (SA)	2016	1	F	0
Migratory - Offshore - Shipping (SA)	2016	1	M	3
Albany (C)	2006	0		3488
Albany (C)	2006	1	F	14331
Albany (C)	2006	1	M	13754
Albany (C)	2011	0		4010
Albany (C)	2011	1	F	15256
Albany (C)	2011	1	M	14385
Albany (C)	2016	0		4921
Albany (C)	2016	1	F	16248
Albany (C)	2016	1	M	15414
Armadale (C)	2006	0		7918
Armadale (C)	2006	1	F	21521
Armadale (C)	2006	1	M	21098
Armadale (C)	2011	0		11185
Armadale (C)	2011	1	F	25764
Armadale (C)	2011	1	M	25348
Armadale (C)	2016	0		16772
Armadale (C)	2016	1	F	31412
Armadale (C)	2016	1	M	31418
Ashburton (S)	2006	0		1146
Ashburton (S)	2006	1	F	2188
Ashburton (S)	2006	1	M	2746
Ashburton (S)	2011	0		2618
Ashburton (S)	2011	1	F	2788
Ashburton (S)	2011	1	M	4595
Ashburton (S)	2016	0		4168
Ashburton (S)	2016	1	F	2703
Ashburton (S)	2016	1	M	6155
Augusta-Margaret River (S)	2006	0		1359
Augusta-Margaret River (S)	2006	1	F	4480
Augusta-Margaret River (S)	2006	1	M	4511
Augusta-Margaret River (S)	2011	0		1854
Augusta-Margaret River (S)	2011	1	F	4975
Augusta-Margaret River (S)	2011	1	M	4932
Augusta-Margaret River (S)	2016	0		2458
Augusta-Margaret River (S)	2016	1	F	5896
Augusta-Margaret River (S)	2016	1	M	5904
Bassendean (T)	2006	0		1687
Bassendean (T)	2006	1	F	6095
Bassendean (T)	2006	1	M	5681
Bassendean (T)	2011	0		2145
Bassendean (T)	2011	1	F	6213
Bassendean (T)	2011	1	M	6047
Bassendean (T)	2016	0		2537
Bassendean (T)	2016	1	F	6368
Bassendean (T)	2016	1	M	6187
Bayswater (C)	2006	0		8655
Bayswater (C)	2006	1	F	23915
Bayswater (C)	2006	1	M	23233
Bayswater (C)	2011	0		12562
Bayswater (C)	2011	1	F	24615
Bayswater (C)	2011	1	M	24087
Bayswater (C)	2016	0		14734
Bayswater (C)	2016	1	F	25138
Bayswater (C)	2016	1	M	24805
Belmont (C)	2006	0		5656
Belmont (C)	2006	1	F	12585
Belmont (C)	2006	1	M	12093
Belmont (C)	2011	0		9385
Belmont (C)	2011	1	F	12985
Belmont (C)	2011	1	M	12838
Belmont (C)	2016	0		12720
Belmont (C)	2016	1	F	13331
Belmont (C)	2016	1	M	13631
Beverley (S)	2006	0		171
Beverley (S)	2006	1	F	676
Beverley (S)	2006	1	M	716
Beverley (S)	2011	0		177
Beverley (S)	2011	1	F	683
Beverley (S)	2011	1	M	707
Beverley (S)	2016	0		303
Beverley (S)	2016	1	F	716
Beverley (S)	2016	1	M	726
Boddington (S)	2006	0		170
Boddington (S)	2006	1	F	577
Boddington (S)	2006	1	M	633
Boddington (S)	2011	0		594
Boddington (S)	2011	1	F	681
Boddington (S)	2011	1	M	953
Boddington (S)	2016	0		303
Boddington (S)	2016	1	F	727
Boddington (S)	2016	1	M	814
Boyup Brook (S)	2006	0		115
Boyup Brook (S)	2006	1	F	665
Boyup Brook (S)	2006	1	M	702
Boyup Brook (S)	2011	0		135
Boyup Brook (S)	2011	1	F	726
Boyup Brook (S)	2011	1	M	728
Boyup Brook (S)	2016	0		208
Boyup Brook (S)	2016	1	F	738
Boyup Brook (S)	2016	1	M	755
Bridgetown-Greenbushes (S)	2006	0		419
Bridgetown-Greenbushes (S)	2006	1	F	1799
Bridgetown-Greenbushes (S)	2006	1	M	1735
Bridgetown-Greenbushes (S)	2011	0		386
Bridgetown-Greenbushes (S)	2011	1	F	2010
Bridgetown-Greenbushes (S)	2011	1	M	1922
Bridgetown-Greenbushes (S)	2016	0		633
Bridgetown-Greenbushes (S)	2016	1	F	2069
Bridgetown-Greenbushes (S)	2016	1	M	1958
Brookton (S)	2006	0		95
Brookton (S)	2006	1	F	451
Brookton (S)	2006	1	M	437
Brookton (S)	2011	0		111
Brookton (S)	2011	1	F	407
Brookton (S)	2011	1	M	414
Brookton (S)	2016	0		156
Brookton (S)	2016	1	F	404
Brookton (S)	2016	1	M	415
Broome (S)	2006	0		2629
Broome (S)	2006	1	F	5107
Broome (S)	2006	1	M	5325
Broome (S)	2011	0		2688
Broome (S)	2011	1	F	6115
Broome (S)	2011	1	M	6195
Broome (S)	2016	0		3224
Broome (S)	2016	1	F	6505
Broome (S)	2016	1	M	6493
Broomehill-Tambellup (S)	2006	0		189
Broomehill-Tambellup (S)	2006	1	F	445
Broomehill-Tambellup (S)	2006	1	M	503
Broomehill-Tambellup (S)	2011	0		107
Broomehill-Tambellup (S)	2011	1	F	516
Broomehill-Tambellup (S)	2011	1	M	517
Broomehill-Tambellup (S)	2016	0		184
Broomehill-Tambellup (S)	2016	1	F	472
Broomehill-Tambellup (S)	2016	1	M	488
Bruce Rock (S)	2006	0		80
Bruce Rock (S)	2006	1	F	436
Bruce Rock (S)	2006	1	M	435
Bruce Rock (S)	2011	0		107
Bruce Rock (S)	2011	1	F	427
Bruce Rock (S)	2011	1	M	441
Bruce Rock (S)	2016	0		138
Bruce Rock (S)	2016	1	F	375
Bruce Rock (S)	2016	1	M	417
Bunbury (C)	2006	0		3764
Bunbury (C)	2006	1	F	13275
Bunbury (C)	2006	1	M	12661
Bunbury (C)	2011	0		5175
Bunbury (C)	2011	1	F	13454
Bunbury (C)	2011	1	M	12719
Bunbury (C)	2016	0		5663
Bunbury (C)	2016	1	F	13545
Bunbury (C)	2016	1	M	12711
Busselton (C)	2006	0		2729
Busselton (C)	2006	1	F	11557
Busselton (C)	2006	1	M	11072
Busselton (C)	2011	0		3505
Busselton (C)	2011	1	F	13817
Busselton (C)	2011	1	M	13009
Busselton (C)	2016	0		5094
Busselton (C)	2016	1	F	16185
Busselton (C)	2016	1	M	15407
Cambridge (T)	2006	0		3385
Cambridge (T)	2006	1	F	10576
Cambridge (T)	2006	1	M	9793
Cambridge (T)	2011	0		3600
Cambridge (T)	2011	1	F	11007
Cambridge (T)	2011	1	M	10358
Cambridge (T)	2016	0		4299
Cambridge (T)	2016	1	F	11483
Cambridge (T)	2016	1	M	11001
Canning (C)	2006	0		16333
Canning (C)	2006	1	F	31268
Canning (C)	2006	1	M	29924
Canning (C)	2011	0		23553
Canning (C)	2011	1	F	31386
Canning (C)	2011	1	M	30576
Canning (C)	2016	0		27626
Canning (C)	2016	1	F	31492
Canning (C)	2016	1	M	31066
Capel (S)	2006	0		1170
Capel (S)	2006	1	F	4582
Capel (S)	2006	1	M	4457
Capel (S)	2011	0		2331
Capel (S)	2011	1	F	6233
Capel (S)	2011	1	M	6073
Capel (S)	2016	0		2454
Capel (S)	2016	1	F	7494
Capel (S)	2016	1	M	7175
Carnamah (S)	2006	0		114
Carnamah (S)	2006	1	F	293
Carnamah (S)	2006	1	M	340
Carnamah (S)	2011	0		80
Carnamah (S)	2011	1	F	222
Carnamah (S)	2011	1	M	245
Carnamah (S)	2016	0		89
Carnamah (S)	2016	1	F	211
Carnamah (S)	2016	1	M	248
Carnarvon (S)	2006	0		748
Carnarvon (S)	2006	1	F	2407
Carnarvon (S)	2006	1	M	2529
Carnarvon (S)	2011	0		1084
Carnarvon (S)	2011	1	F	2275
Carnarvon (S)	2011	1	M	2427
Carnarvon (S)	2016	0		1255
Carnarvon (S)	2016	1	F	2023
Carnarvon (S)	2016	1	M	2250
Chapman Valley (S)	2006	0		94
Chapman Valley (S)	2006	1	F	389
Chapman Valley (S)	2006	1	M	432
Chapman Valley (S)	2011	0		139
Chapman Valley (S)	2011	1	F	502
Chapman Valley (S)	2011	1	M	532
Chapman Valley (S)	2016	0		236
Chapman Valley (S)	2016	1	F	591
Chapman Valley (S)	2016	1	M	595
Chittering (S)	2006	0		386
Chittering (S)	2006	1	F	1541
Chittering (S)	2006	1	M	1590
Chittering (S)	2011	0		539
Chittering (S)	2011	1	F	1918
Chittering (S)	2011	1	M	1970
Chittering (S)	2016	0		825
Chittering (S)	2016	1	F	2287
Chittering (S)	2016	1	M	2360
Claremont (T)	2006	0		1466
Claremont (T)	2006	1	F	3930
Claremont (T)	2006	1	M	3546
Claremont (T)	2011	0		1803
Claremont (T)	2011	1	F	3958
Claremont (T)	2011	1	M	3518
Claremont (T)	2016	0		1926
Claremont (T)	2016	1	F	4178
Claremont (T)	2016	1	M	3950
Cockburn (C)	2006	0		11141
Cockburn (C)	2006	1	F	32101
Cockburn (C)	2006	1	M	31229
Cockburn (C)	2011	0		15784
Cockburn (C)	2011	1	F	37439
Cockburn (C)	2011	1	M	36462
Cockburn (C)	2016	0		21260
Cockburn (C)	2016	1	F	42324
Cockburn (C)	2016	1	M	40889
Collie (S)	2006	0		932
Collie (S)	2006	1	F	3805
Collie (S)	2006	1	M	3876
Collie (S)	2011	0		1068
Collie (S)	2011	1	F	3830
Collie (S)	2011	1	M	4228
Collie (S)	2016	0		1125
Collie (S)	2016	1	F	3801
Collie (S)	2016	1	M	3872
Coolgardie (S)	2006	0		899
Coolgardie (S)	2006	1	F	1307
Coolgardie (S)	2006	1	M	1594
Coolgardie (S)	2011	0		1129
Coolgardie (S)	2011	1	F	1313
Coolgardie (S)	2011	1	M	1558
Coolgardie (S)	2016	0		918
Coolgardie (S)	2016	1	F	1254
Coolgardie (S)	2016	1	M	1438
Coorow (S)	2006	0		101
Coorow (S)	2006	1	F	488
Coorow (S)	2006	1	M	612
Coorow (S)	2011	0		131
Coorow (S)	2011	1	F	428
Coorow (S)	2011	1	M	506
Coorow (S)	2016	0		118
Coorow (S)	2016	1	F	411
Coorow (S)	2016	1	M	507
Corrigin (S)	2006	0		91
Corrigin (S)	2006	1	F	506
Corrigin (S)	2006	1	M	545
Corrigin (S)	2011	0		84
Corrigin (S)	2011	1	F	485
Corrigin (S)	2011	1	M	494
Corrigin (S)	2016	0		169
Corrigin (S)	2016	1	F	465
Corrigin (S)	2016	1	M	512
Cottesloe (T)	2006	0		1396
Cottesloe (T)	2006	1	F	3061
Cottesloe (T)	2006	1	M	2799
Cottesloe (T)	2011	0		1487
Cottesloe (T)	2011	1	F	3130
Cottesloe (T)	2011	1	M	2988
Cottesloe (T)	2016	0		1250
Cottesloe (T)	2016	1	F	3224
Cottesloe (T)	2016	1	M	3123
Cranbrook (S)	2006	0		117
Cranbrook (S)	2006	1	F	441
Cranbrook (S)	2006	1	M	503
Cranbrook (S)	2011	0		142
Cranbrook (S)	2011	1	F	440
Cranbrook (S)	2011	1	M	499
Cranbrook (S)	2016	0		189
Cranbrook (S)	2016	1	F	440
Cranbrook (S)	2016	1	M	460
Cuballing (S)	2006	0		67
Cuballing (S)	2006	1	F	339
Cuballing (S)	2006	1	M	379
Cuballing (S)	2011	0		71
Cuballing (S)	2011	1	F	404
Cuballing (S)	2011	1	M	396
Cuballing (S)	2016	0		155
Cuballing (S)	2016	1	F	337
Cuballing (S)	2016	1	M	371
Cue (S)	2006	0		44
Cue (S)	2006	1	F	126
Cue (S)	2006	1	M	151
Cue (S)	2011	0		64
Cue (S)	2011	1	F	93
Cue (S)	2011	1	M	115
Cue (S)	2016	0		70
Cue (S)	2016	1	F	54
Cue (S)	2016	1	M	70
Cunderdin (S)	2006	0		117
Cunderdin (S)	2006	1	F	518
Cunderdin (S)	2006	1	M	612
Cunderdin (S)	2011	0		170
Cunderdin (S)	2011	1	F	525
Cunderdin (S)	2011	1	M	616
Cunderdin (S)	2016	0		280
Cunderdin (S)	2016	1	F	517
Cunderdin (S)	2016	1	M	660
Dalwallinu (S)	2006	0		128
Dalwallinu (S)	2006	1	F	595
Dalwallinu (S)	2006	1	M	645
Dalwallinu (S)	2011	0		145
Dalwallinu (S)	2011	1	F	531
Dalwallinu (S)	2011	1	M	590
Dalwallinu (S)	2016	0		326
Dalwallinu (S)	2016	1	F	505
Dalwallinu (S)	2016	1	M	598
Dandaragan (S)	2006	0		381
Dandaragan (S)	2006	1	F	1169
Dandaragan (S)	2006	1	M	1335
Dandaragan (S)	2011	0		546
Dandaragan (S)	2011	1	F	1220
Dandaragan (S)	2011	1	M	1419
Dandaragan (S)	2016	0		483
Dandaragan (S)	2016	1	F	1279
Dandaragan (S)	2016	1	M	1451
Dardanup (S)	2006	0		1065
Dardanup (S)	2006	1	F	4622
Dardanup (S)	2006	1	M	4652
Dardanup (S)	2011	0		1461
Dardanup (S)	2011	1	F	5528
Dardanup (S)	2011	1	M	5415
Dardanup (S)	2016	0		1966
Dardanup (S)	2016	1	F	6129
Dardanup (S)	2016	1	M	5938
Denmark (S)	2006	0		505
Denmark (S)	2006	1	F	2015
Denmark (S)	2006	1	M	1989
Denmark (S)	2011	0		548
Denmark (S)	2011	1	F	2373
Denmark (S)	2011	1	M	2273
Denmark (S)	2016	0		852
Denmark (S)	2016	1	F	2519
Denmark (S)	2016	1	M	2474
Derby-West Kimberley (S)	2006	0		732
Derby-West Kimberley (S)	2006	1	F	2888
Derby-West Kimberley (S)	2006	1	M	2934
Derby-West Kimberley (S)	2011	0		2506
Derby-West Kimberley (S)	2011	1	F	2950
Derby-West Kimberley (S)	2011	1	M	2978
Derby-West Kimberley (S)	2016	0		1156
Derby-West Kimberley (S)	2016	1	F	3297
Derby-West Kimberley (S)	2016	1	M	3277
Donnybrook-Balingup (S)	2006	0		539
Donnybrook-Balingup (S)	2006	1	F	2087
Donnybrook-Balingup (S)	2006	1	M	2109
Donnybrook-Balingup (S)	2011	0		592
Donnybrook-Balingup (S)	2011	1	F	2369
Donnybrook-Balingup (S)	2011	1	M	2361
Donnybrook-Balingup (S)	2016	0		887
Donnybrook-Balingup (S)	2016	1	F	2517
Donnybrook-Balingup (S)	2016	1	M	2466
Dowerin (S)	2006	0		63
Dowerin (S)	2006	1	F	311
Dowerin (S)	2006	1	M	329
Dowerin (S)	2011	0		35
Dowerin (S)	2011	1	F	312
Dowerin (S)	2011	1	M	329
