LGA_NAME16	Year	AustCitizen	Sex	persons
Narromine (A)	2006	1	M	3012
Narromine (A)	2011	0		481
Narromine (A)	2011	1	F	3064
Narromine (A)	2011	1	M	3039
Narromine (A)	2016	0		727
Narromine (A)	2016	1	F	2862
Narromine (A)	2016	1	M	2855
Newcastle (C)	2006	0		14187
Newcastle (C)	2006	1	F	65629
Newcastle (C)	2006	1	M	61938
Newcastle (C)	2011	0		15290
Newcastle (C)	2011	1	F	67940
Newcastle (C)	2011	1	M	65304
Newcastle (C)	2016	0		17368
Newcastle (C)	2016	1	F	70142
Newcastle (C)	2016	1	M	67901
North Sydney (A)	2006	0		15548
North Sydney (A)	2006	1	F	22653
North Sydney (A)	2006	1	M	20059
North Sydney (A)	2011	0		16205
North Sydney (A)	2011	1	F	24381
North Sydney (A)	2011	1	M	21704
North Sydney (A)	2016	0		17394
North Sydney (A)	2016	1	F	26511
North Sydney (A)	2016	1	M	23753
Northern Beaches (A)	2006	0		35444
Northern Beaches (A)	2006	1	F	97133
Northern Beaches (A)	2006	1	M	92525
Northern Beaches (A)	2011	0		36279
Northern Beaches (A)	2011	1	F	102961
Northern Beaches (A)	2011	1	M	98400
Northern Beaches (A)	2016	0		41358
Northern Beaches (A)	2016	1	F	108006
Northern Beaches (A)	2016	1	M	103514
Oberon (A)	2006	0		581
Oberon (A)	2006	1	F	2149
Oberon (A)	2006	1	M	2299
Oberon (A)	2011	0		520
Oberon (A)	2011	1	F	2182
Oberon (A)	2011	1	M	2339
Oberon (A)	2016	0		867
Oberon (A)	2016	1	F	2188
Oberon (A)	2016	1	M	2246
Orange (C)	2006	0		3034
Orange (C)	2006	1	F	16719
Orange (C)	2006	1	M	15585
Orange (C)	2011	0		3744
Orange (C)	2011	1	F	17682
Orange (C)	2011	1	M	16630
Orange (C)	2016	0		4284
Orange (C)	2016	1	F	18573
Orange (C)	2016	1	M	17487
Parkes (A)	2006	0		938
Parkes (A)	2006	1	F	6725
Parkes (A)	2006	1	M	6621
Parkes (A)	2011	0		1382
Parkes (A)	2011	1	F	6696
Parkes (A)	2011	1	M	6514
Parkes (A)	2016	0		1638
Parkes (A)	2016	1	F	6581
Parkes (A)	2016	1	M	6389
Parramatta (C)	2006	0		38348
Parramatta (C)	2006	1	F	69351
Parramatta (C)	2006	1	M	67031
Parramatta (C)	2011	0		45958
Parramatta (C)	2011	1	F	74527
Parramatta (C)	2011	1	M	73534
Parramatta (C)	2016	0		67116
Parramatta (C)	2016	1	F	79901
Parramatta (C)	2016	1	M	79132
Penrith (C)	2006	0		20880
Penrith (C)	2006	1	F	76641
Penrith (C)	2006	1	M	74620
Penrith (C)	2011	0		21242
Penrith (C)	2011	1	F	79917
Penrith (C)	2011	1	M	77306
Penrith (C)	2016	0		27064
Penrith (C)	2016	1	F	85710
Penrith (C)	2016	1	M	83292
Port Macquarie-Hastings (A)	2006	0		5831
Port Macquarie-Hastings (A)	2006	1	F	32506
Port Macquarie-Hastings (A)	2006	1	M	30097
Port Macquarie-Hastings (A)	2011	0		6112
Port Macquarie-Hastings (A)	2011	1	F	34646
Port Macquarie-Hastings (A)	2011	1	M	31940
Port Macquarie-Hastings (A)	2016	0		7820
Port Macquarie-Hastings (A)	2016	1	F	36823
Port Macquarie-Hastings (A)	2016	1	M	33896
Port Stephens (A)	2006	0		5378
Port Stephens (A)	2006	1	F	27936
Port Stephens (A)	2006	1	M	27171
Port Stephens (A)	2011	0		6111
Port Stephens (A)	2011	1	F	29847
Port Stephens (A)	2011	1	M	28850
Port Stephens (A)	2016	0		7354
Port Stephens (A)	2016	1	F	31427
Port Stephens (A)	2016	1	M	30775
Queanbeyan-Palerang Regional (A)	2006	0		5125
Queanbeyan-Palerang Regional (A)	2006	1	F	21656
Queanbeyan-Palerang Regional (A)	2006	1	M	21508
Queanbeyan-Palerang Regional (A)	2011	0		5520
Queanbeyan-Palerang Regional (A)	2011	1	F	23480
Queanbeyan-Palerang Regional (A)	2011	1	M	23340
Queanbeyan-Palerang Regional (A)	2016	0		7328
Queanbeyan-Palerang Regional (A)	2016	1	F	24266
Queanbeyan-Palerang Regional (A)	2016	1	M	24433
Randwick (C)	2006	0		29533
Randwick (C)	2006	1	F	46735
Randwick (C)	2006	1	M	43614
Randwick (C)	2011	0		33430
Randwick (C)	2011	1	F	49704
Randwick (C)	2011	1	M	45853
Randwick (C)	2016	0		41104
Randwick (C)	2016	1	F	51709
Randwick (C)	2016	1	M	47847
Richmond Valley (A)	2006	0		1342
Richmond Valley (A)	2006	1	F	10151
Richmond Valley (A)	2006	1	M	9821
Richmond Valley (A)	2011	0		1557
Richmond Valley (A)	2011	1	F	10371
Richmond Valley (A)	2011	1	M	10110
Richmond Valley (A)	2016	0		2183
Richmond Valley (A)	2016	1	F	10393
Richmond Valley (A)	2016	1	M	10231
Rockdale (C)	2006	0		18566
Rockdale (C)	2006	1	F	37774
Rockdale (C)	2006	1	M	35782
Rockdale (C)	2011	0		20140
Rockdale (C)	2011	1	F	39401
Rockdale (C)	2011	1	M	37798
Rockdale (C)	2016	0		28892
Rockdale (C)	2016	1	F	40957
Rockdale (C)	2016	1	M	39555
Ryde (C)	2006	0		18984
Ryde (C)	2006	1	F	40317
Ryde (C)	2006	1	M	37650
Ryde (C)	2011	0		21982
Ryde (C)	2011	1	F	41466
Ryde (C)	2011	1	M	39592
Ryde (C)	2016	0		30333
Ryde (C)	2016	1	F	43719
Ryde (C)	2016	1	M	42250
Shellharbour (C)	2006	0		6328
Shellharbour (C)	2006	1	F	27439
Shellharbour (C)	2006	1	M	26568
Shellharbour (C)	2011	0		5707
Shellharbour (C)	2011	1	F	29529
Shellharbour (C)	2011	1	M	28368
Shellharbour (C)	2016	0		6858
Shellharbour (C)	2016	1	F	31456
Shellharbour (C)	2016	1	M	30146
Shoalhaven (C)	2006	0		8221
Shoalhaven (C)	2006	1	F	40759
Shoalhaven (C)	2006	1	M	39426
Shoalhaven (C)	2011	0		9061
Shoalhaven (C)	2011	1	F	42794
Shoalhaven (C)	2011	1	M	40957
Shoalhaven (C)	2016	0		11063
Shoalhaven (C)	2016	1	F	45050
Shoalhaven (C)	2016	1	M	43537
Singleton (A)	2006	0		1874
Singleton (A)	2006	1	F	9815
Singleton (A)	2006	1	M	10248
Singleton (A)	2011	0		1985
Singleton (A)	2011	1	F	10119
Singleton (A)	2011	1	M	10591
Singleton (A)	2016	0		2547
Singleton (A)	2016	1	F	10020
Singleton (A)	2016	1	M	10420
Snowy Monaro Regional (A)	2006	0		2851
Snowy Monaro Regional (A)	2006	1	F	8176
Snowy Monaro Regional (A)	2006	1	M	8423
Snowy Monaro Regional (A)	2011	0		2498
Snowy Monaro Regional (A)	2011	1	F	8406
Snowy Monaro Regional (A)	2011	1	M	8787
Snowy Monaro Regional (A)	2016	0		2700
Snowy Monaro Regional (A)	2016	1	F	8518
Snowy Monaro Regional (A)	2016	1	M	9000
Snowy Valleys (A)	2006	0		1317
Snowy Valleys (A)	2006	1	F	6444
Snowy Valleys (A)	2006	1	M	6568
Snowy Valleys (A)	2011	0		1376
Snowy Valleys (A)	2011	1	F	6381
Snowy Valleys (A)	2011	1	M	6536
Snowy Valleys (A)	2016	0		1929
Snowy Valleys (A)	2016	1	F	6225
Snowy Valleys (A)	2016	1	M	6241
Strathfield (A)	2006	0		8490
Strathfield (A)	2006	1	F	11980
Strathfield (A)	2006	1	M	11510
Strathfield (A)	2011	0		9862
Strathfield (A)	2011	1	F	12735
Strathfield (A)	2011	1	M	12590
Strathfield (A)	2016	0		13677
Strathfield (A)	2016	1	F	13363
Strathfield (A)	2016	1	M	13272
Sutherland Shire (A)	2006	0		19254
Sutherland Shire (A)	2006	1	F	94927
Sutherland Shire (A)	2006	1	M	91268
Sutherland Shire (A)	2011	0		19014
Sutherland Shire (A)	2011	1	F	97975
Sutherland Shire (A)	2011	1	M	93873
Sutherland Shire (A)	2016	0		21529
Sutherland Shire (A)	2016	1	F	100556
Sutherland Shire (A)	2016	1	M	96379
Sydney (C)	2006	0		67572
Sydney (C)	2006	1	F	42347
Sydney (C)	2006	1	M	46653
Sydney (C)	2011	0		64277
Sydney (C)	2011	1	F	49520
Sydney (C)	2011	1	M	55709
Sydney (C)	2016	0		91843
Sydney (C)	2016	1	F	55118
Sydney (C)	2016	1	M	61413
Tamworth Regional (A)	2006	0		3633
Tamworth Regional (A)	2006	1	F	25734
Tamworth Regional (A)	2006	1	M	24225
Tamworth Regional (A)	2011	0		4533
Tamworth Regional (A)	2011	1	F	26564
Tamworth Regional (A)	2011	1	M	25194
Tamworth Regional (A)	2016	0		6678
Tamworth Regional (A)	2016	1	F	27279
Tamworth Regional (A)	2016	1	M	25706
Temora (A)	2006	0		351
Temora (A)	2006	1	F	2759
Temora (A)	2006	1	M	2747
Temora (A)	2011	0		317
Temora (A)	2011	1	F	2748
Temora (A)	2011	1	M	2711
Temora (A)	2016	0		425
Temora (A)	2016	1	F	2859
Temora (A)	2016	1	M	2826
Tenterfield (A)	2006	0		427
Tenterfield (A)	2006	1	F	3064
Tenterfield (A)	2006	1	M	3045
Tenterfield (A)	2011	0		571
Tenterfield (A)	2011	1	F	3159
Tenterfield (A)	2011	1	M	3079
Tenterfield (A)	2016	0		845
Tenterfield (A)	2016	1	F	2937
Tenterfield (A)	2016	1	M	2846
The Hills Shire (A)	2006	0		14758
The Hills Shire (A)	2006	1	F	59622
The Hills Shire (A)	2006	1	M	58276
The Hills Shire (A)	2011	0		15865
The Hills Shire (A)	2011	1	F	63696
The Hills Shire (A)	2011	1	M	62434
The Hills Shire (A)	2016	0		22110
The Hills Shire (A)	2016	1	F	68158
The Hills Shire (A)	2016	1	M	66975
Tweed (A)	2006	0		8814
Tweed (A)	2006	1	F	36302
Tweed (A)	2006	1	M	34204
Tweed (A)	2011	0		9470
Tweed (A)	2011	1	F	39243
Tweed (A)	2011	1	M	36394
Tweed (A)	2016	0		11240
Tweed (A)	2016	1	F	41431
Tweed (A)	2016	1	M	38700
Upper Hunter Shire (A)	2006	0		983
Upper Hunter Shire (A)	2006	1	F	5974
Upper Hunter Shire (A)	2006	1	M	6017
Upper Hunter Shire (A)	2011	0		1164
Upper Hunter Shire (A)	2011	1	F	6296
Upper Hunter Shire (A)	2011	1	M	6291
Upper Hunter Shire (A)	2016	0		1850
Upper Hunter Shire (A)	2016	1	F	6209
Upper Hunter Shire (A)	2016	1	M	6053
Upper Lachlan Shire (A)	2006	0		587
Upper Lachlan Shire (A)	2006	1	F	3220
Upper Lachlan Shire (A)	2006	1	M	3246
Upper Lachlan Shire (A)	2011	0		510
Upper Lachlan Shire (A)	2011	1	F	3323
Upper Lachlan Shire (A)	2011	1	M	3359
Upper Lachlan Shire (A)	2016	0		773
Upper Lachlan Shire (A)	2016	1	F	3407
Upper Lachlan Shire (A)	2016	1	M	3515
Uralla (A)	2006	0		346
Uralla (A)	2006	1	F	2748
Uralla (A)	2006	1	M	2643
Uralla (A)	2011	0		380
Uralla (A)	2011	1	F	2869
Uralla (A)	2011	1	M	2783
Uralla (A)	2016	0		500
Uralla (A)	2016	1	F	2863
Uralla (A)	2016	1	M	2685
Wagga Wagga (C)	2006	0		3944
Wagga Wagga (C)	2006	1	F	27216
Wagga Wagga (C)	2006	1	M	25852
Wagga Wagga (C)	2011	0		4693
Wagga Wagga (C)	2011	1	F	28132
Wagga Wagga (C)	2011	1	M	26634
Wagga Wagga (C)	2016	0		6709
Wagga Wagga (C)	2016	1	F	28635
Wagga Wagga (C)	2016	1	M	27041
Walcha (A)	2006	0		156
Walcha (A)	2006	1	F	1494
Walcha (A)	2006	1	M	1538
Walcha (A)	2011	0		161
Walcha (A)	2011	1	F	1436
Walcha (A)	2011	1	M	1424
Walcha (A)	2016	0		401
Walcha (A)	2016	1	F	1334
Walcha (A)	2016	1	M	1357
Walgett (A)	2006	0		790
Walgett (A)	2006	1	F	2737
Walgett (A)	2006	1	M	3415
Walgett (A)	2011	0		918
Walgett (A)	2011	1	F	2567
Walgett (A)	2011	1	M	2968
Walgett (A)	2016	0		926
Walgett (A)	2016	1	F	2429
Walgett (A)	2016	1	M	2752
Warren (A)	2006	0		176
Warren (A)	2006	1	F	1269
Warren (A)	2006	1	M	1303
Warren (A)	2011	0		204
Warren (A)	2011	1	F	1271
Warren (A)	2011	1	M	1284
Warren (A)	2016	0		337
Warren (A)	2016	1	F	1190
Warren (A)	2016	1	M	1205
Warrumbungle Shire (A)	2006	0		714
Warrumbungle Shire (A)	2006	1	F	4480
Warrumbungle Shire (A)	2006	1	M	4614
Warrumbungle Shire (A)	2011	0		809
Warrumbungle Shire (A)	2011	1	F	4379
Warrumbungle Shire (A)	2011	1	M	4401
Warrumbungle Shire (A)	2016	0		1188
Warrumbungle Shire (A)	2016	1	F	4096
Warrumbungle Shire (A)	2016	1	M	4100
Waverley (A)	2006	0		17868
Waverley (A)	2006	1	F	22368
Waverley (A)	2006	1	M	20477
Waverley (A)	2011	0		17257
Waverley (A)	2011	1	F	23730
Waverley (A)	2011	1	M	22498
Waverley (A)	2016	0		19039
Waverley (A)	2016	1	F	24530
Waverley (A)	2016	1	M	23243
Weddin (A)	2006	0		184
Weddin (A)	2006	1	F	1729
Weddin (A)	2006	1	M	1723
Weddin (A)	2011	0		241
Weddin (A)	2011	1	F	1700
Weddin (A)	2011	1	M	1724
Weddin (A)	2016	0		401
Weddin (A)	2016	1	F	1627
Weddin (A)	2016	1	M	1636
Wentworth (A)	2006	0		509
Wentworth (A)	2006	1	F	3028
Wentworth (A)	2006	1	M	3241
Wentworth (A)	2011	0		500
Wentworth (A)	2011	1	F	2946
Wentworth (A)	2011	1	M	3164
Wentworth (A)	2016	0		824
Wentworth (A)	2016	1	F	2895
Wentworth (A)	2016	1	M	3075
Western Plains Regional (A)	2006	0		4216
Western Plains Regional (A)	2006	1	F	21581
Western Plains Regional (A)	2006	1	M	20169
Western Plains Regional (A)	2011	0		4108
Western Plains Regional (A)	2011	1	F	22361
Western Plains Regional (A)	2011	1	M	20828
Western Plains Regional (A)	2016	0		6542
Western Plains Regional (A)	2016	1	F	22463
Western Plains Regional (A)	2016	1	M	21072
Willoughby (C)	2006	0		13971
Willoughby (C)	2006	1	F	25583
Willoughby (C)	2006	1	M	24050
Willoughby (C)	2011	0		15150
Willoughby (C)	2011	1	F	26858
Willoughby (C)	2011	1	M	25347
Willoughby (C)	2016	0		19323
Willoughby (C)	2016	1	F	28164
Willoughby (C)	2016	1	M	26815
Wingecarribee (A)	2006	0		4416
Wingecarribee (A)	2006	1	F	19710
Wingecarribee (A)	2006	1	M	18146
Wingecarribee (A)	2011	0		4151
Wingecarribee (A)	2011	1	F	21003
Wingecarribee (A)	2011	1	M	19242
Wingecarribee (A)	2016	0		5539
Wingecarribee (A)	2016	1	F	22146
Wingecarribee (A)	2016	1	M	20197
Wollondilly (A)	2006	0		3874
Wollondilly (A)	2006	1	F	18134
Wollondilly (A)	2006	1	M	18336
Wollondilly (A)	2011	0		3802
Wollondilly (A)	2011	1	F	19764
Wollondilly (A)	2011	1	M	19695
Wollondilly (A)	2016	0		4324
Wollondilly (A)	2016	1	F	22141
Wollondilly (A)	2016	1	M	22054
Wollongong (C)	2006	0		21843
Wollongong (C)	2006	1	F	82324
Wollongong (C)	2006	1	M	80043
Wollongong (C)	2011	0		23214
Wollongong (C)	2011	1	F	85900
Wollongong (C)	2011	1	M	83305
Wollongong (C)	2016	0		27058
Wollongong (C)	2016	1	F	89782
Wollongong (C)	2016	1	M	86790
Woollahra (A)	2006	0		11713
Woollahra (A)	2006	1	F	20773
Woollahra (A)	2006	1	M	17676
Woollahra (A)	2011	0		11456
Woollahra (A)	2011	1	F	21856
Woollahra (A)	2011	1	M	18847
Woollahra (A)	2016	0		11485
Woollahra (A)	2016	1	F	22830
Woollahra (A)	2016	1	M	19925
Yass Valley (A)	2006	0		908
Yass Valley (A)	2006	1	F	6175
Yass Valley (A)	2006	1	M	6050
Yass Valley (A)	2011	0		1157
Yass Valley (A)	2011	1	F	6999
Yass Valley (A)	2011	1	M	6864
Yass Valley (A)	2016	0		1440
Yass Valley (A)	2016	1	F	7495
Yass Valley (A)	2016	1	M	7207
Unincorporated NSW	2006	0		60
Unincorporated NSW	2006	1	F	465
Unincorporated NSW	2006	1	M	530
Unincorporated NSW	2011	0		81
Unincorporated NSW	2011	1	F	454
Unincorporated NSW	2011	1	M	522
Unincorporated NSW	2016	0		155
Unincorporated NSW	2016	1	F	417
Unincorporated NSW	2016	1	M	484
No usual address (NSW)	2006	1	F	3203
No usual address (NSW)	2006	1	M	4405
No usual address (NSW)	2011	1	F	3784
No usual address (NSW)	2011	1	M	4837
No usual address (NSW)	2016	1	F	3009
No usual address (NSW)	2016	1	M	4199
Migratory - Offshore - Shipping (NSW)	2006	1	F	12
Migratory - Offshore - Shipping (NSW)	2006	1	M	41
Migratory - Offshore - Shipping (NSW)	2011	1	F	52
Migratory - Offshore - Shipping (NSW)	2011	1	M	47
Migratory - Offshore - Shipping (NSW)	2016	1	F	184
Migratory - Offshore - Shipping (NSW)	2016	1	M	137
Alpine (S)	2006	0		1097
Alpine (S)	2006	1	F	5498
Alpine (S)	2006	1	M	5402
Alpine (S)	2011	0		1034
Alpine (S)	2011	1	F	5492
Alpine (S)	2011	1	M	5354
Alpine (S)	2016	0		1540
Alpine (S)	2016	1	F	5470
Alpine (S)	2016	1	M	5327
Ararat (RC)	2006	0		1030
Ararat (RC)	2006	1	F	5198
Ararat (RC)	2006	1	M	5028
Ararat (RC)	2011	0		1264
Ararat (RC)	2011	1	F	5038
Ararat (RC)	2011	1	M	4882
Ararat (RC)	2016	0		1908
Ararat (RC)	2016	1	F	4824
Ararat (RC)	2016	1	M	4868
Ballarat (C)	2006	0		7136
Ballarat (C)	2006	1	F	40735
Ballarat (C)	2006	1	M	37325
Ballarat (C)	2011	0		7966
Ballarat (C)	2011	1	F	44621
Ballarat (C)	2011	1	M	40914
Ballarat (C)	2016	0		10565
Ballarat (C)	2016	1	F	47377
Ballarat (C)	2016	1	M	43744
Banyule (C)	2006	0		12099
Banyule (C)	2006	1	F	52994
Banyule (C)	2006	1	M	49776
Banyule (C)	2011	0		13734
Banyule (C)	2011	1	F	53915
Banyule (C)	2011	1	M	50659
Banyule (C)	2016	0		16653
Banyule (C)	2016	1	F	53971
Banyule (C)	2016	1	M	51241
Bass Coast (S)	2006	0		3293
Bass Coast (S)	2006	1	F	12013
Bass Coast (S)	2006	1	M	11239
Bass Coast (S)	2011	0		3410
Bass Coast (S)	2011	1	F	13367
Bass Coast (S)	2011	1	M	12839
Bass Coast (S)	2016	0		3894
Bass Coast (S)	2016	1	F	14919
Bass Coast (S)	2016	1	M	13991
Baw Baw (S)	2006	0		2871
Baw Baw (S)	2006	1	F	17539
Baw Baw (S)	2006	1	M	16768
Baw Baw (S)	2011	0		3252
Baw Baw (S)	2011	1	F	20235
Baw Baw (S)	2011	1	M	19376
Baw Baw (S)	2016	0		5080
Baw Baw (S)	2016	1	F	22302
Baw Baw (S)	2016	1	M	21097
Bayside (C)	2006	0		11429
Bayside (C)	2006	1	F	40328
Bayside (C)	2006	1	M	36180
Bayside (C)	2011	0		12196
Bayside (C)	2011	1	F	41760
Bayside (C)	2011	1	M	37857
Bayside (C)	2016	0		14139
Bayside (C)	2016	1	F	43440
Bayside (C)	2016	1	M	39508
Benalla (RC)	2006	0		892
Benalla (RC)	2006	1	F	6511
Benalla (RC)	2006	1	M	6121
Benalla (RC)	2011	0		843
Benalla (RC)	2011	1	F	6566
Benalla (RC)	2011	1	M	6239
Benalla (RC)	2016	0		1446
Benalla (RC)	2016	1	F	6380
Benalla (RC)	2016	1	M	6035
Boroondara (C)	2006	0		22320
Boroondara (C)	2006	1	F	69221
Boroondara (C)	2006	1	M	62913
Boroondara (C)	2011	0		24292
Boroondara (C)	2011	1	F	70285
Boroondara (C)	2011	1	M	64607
Boroondara (C)	2016	0		30783
Boroondara (C)	2016	1	F	70778
Boroondara (C)	2016	1	M	65670
Brimbank (C)	2006	0		25316
Brimbank (C)	2006	1	F	72297
Brimbank (C)	2006	1	M	70608
Brimbank (C)	2011	0		35997
Brimbank (C)	2011	1	F	73896
Brimbank (C)	2011	1	M	72843
Brimbank (C)	2016	0		44171
Brimbank (C)	2016	1	F	75637
Brimbank (C)	2016	1	M	74511
Buloke (S)	2006	0		366
Buloke (S)	2006	1	F	3220
Buloke (S)	2006	1	M	3264
Buloke (S)	2011	0		368
Buloke (S)	2011	1	F	2968
Buloke (S)	2011	1	M	3047
Buloke (S)	2016	0		697
Buloke (S)	2016	1	F	2728
Buloke (S)	2016	1	M	2776
Campaspe (S)	2006	0		2435
Campaspe (S)	2006	1	F	16929
Campaspe (S)	2006	1	M	16845
Campaspe (S)	2011	0		2896
Campaspe (S)	2011	1	F	16910
Campaspe (S)	2011	1	M	16558
Campaspe (S)	2016	0		3745
Campaspe (S)	2016	1	F	16804
Campaspe (S)	2016	1	M	16512
Cardinia (S)	2006	0		6307
Cardinia (S)	2006	1	F	25601
Cardinia (S)	2006	1	M	25208
Cardinia (S)	2011	0		8364
Cardinia (S)	2011	1	F	33347
Cardinia (S)	2011	1	M	32464
Cardinia (S)	2016	0		12765
Cardinia (S)	2016	1	F	41254
Cardinia (S)	2016	1	M	40109
Casey (C)	2006	0		32225
Casey (C)	2006	1	F	92162
Casey (C)	2006	1	M	90575
Casey (C)	2011	0		41187
Casey (C)	2011	1	F	106172
Casey (C)	2011	1	M	105021
Casey (C)	2016	0		58131
Casey (C)	2016	1	F	120766
Casey (C)	2016	1	M	120404
Central Goldfields (S)	2006	0		824
Central Goldfields (S)	2006	1	F	5821
Central Goldfields (S)	2006	1	M	5679
Central Goldfields (S)	2011	0		952
Central Goldfields (S)	2011	1	F	5838
Central Goldfields (S)	2011	1	M	5706
Central Goldfields (S)	2016	0		1262
Central Goldfields (S)	2016	1	F	5945
Central Goldfields (S)	2016	1	M	5788
Colac-Otway (S)	2006	0		1627
Colac-Otway (S)	2006	1	F	9429
Colac-Otway (S)	2006	1	M	9240
Colac-Otway (S)	2011	0		1584
Colac-Otway (S)	2011	1	F	9434
Colac-Otway (S)	2011	1	M	9329
Colac-Otway (S)	2016	0		2286
Colac-Otway (S)	2016	1	F	9359
Colac-Otway (S)	2016	1	M	9327
Corangamite (S)	2006	0		1227
Corangamite (S)	2006	1	F	7735
Corangamite (S)	2006	1	M	7657
Corangamite (S)	2011	0		1203
Corangamite (S)	2011	1	F	7585
Corangamite (S)	2011	1	M	7589
Corangamite (S)	2016	0		1698
Corangamite (S)	2016	1	F	7118
Corangamite (S)	2016	1	M	7235
Darebin (C)	2006	0		22459
Darebin (C)	2006	1	F	55131
Darebin (C)	2006	1	M	50473
Darebin (C)	2011	0		26593
Darebin (C)	2011	1	F	57123
Darebin (C)	2011	1	M	52758
Darebin (C)	2016	0		32413
Darebin (C)	2016	1	F	59532
Darebin (C)	2016	1	M	54774
East Gippsland (S)	2006	0		3388
East Gippsland (S)	2006	1	F	18633
East Gippsland (S)	2006	1	M	18017
East Gippsland (S)	2011	0		3555
East Gippsland (S)	2011	1	F	19606
East Gippsland (S)	2011	1	M	19032
East Gippsland (S)	2016	0		5288
East Gippsland (S)	2016	1	F	20209
East Gippsland (S)	2016	1	M	19543
Frankston (C)	2006	0		17637
Frankston (C)	2006	1	F	51467
Frankston (C)	2006	1	M	48699
Frankston (C)	2011	0		18135
Frankston (C)	2011	1	F	55375
Frankston (C)	2011	1	M	52946
Frankston (C)	2016	0		20069
Frankston (C)	2016	1	F	58375
Frankston (C)	2016	1	M	55699
Gannawarra (S)	2006	0		756
Gannawarra (S)	2006	1	F	5271
Gannawarra (S)	2006	1	M	5268
Gannawarra (S)	2011	0		764
Gannawarra (S)	2011	1	F	4853
Gannawarra (S)	2011	1	M	4749
Gannawarra (S)	2016	0		940
Gannawarra (S)	2016	1	F	4808
Gannawarra (S)	2016	1	M	4801
Glen Eira (C)	2006	0		20634
Glen Eira (C)	2006	1	F	53723
Glen Eira (C)	2006	1	M	49726
Glen Eira (C)	2011	0		22804
Glen Eira (C)	2011	1	F	55906
Glen Eira (C)	2011	1	M	52303
Glen Eira (C)	2016	0		28700
Glen Eira (C)	2016	1	F	57919
Glen Eira (C)	2016	1	M	54256
Glenelg (S)	2006	0		1536
Glenelg (S)	2006	1	F	9062
Glenelg (S)	2006	1	M	9162
Glenelg (S)	2011	0		1587
Glenelg (S)	2011	1	F	9000
Glenelg (S)	2011	1	M	8988
Glenelg (S)	2016	0		2107
Glenelg (S)	2016	1	F	8750
Glenelg (S)	2016	1	M	8700
Golden Plains (S)	2006	0		1406
Golden Plains (S)	2006	1	F	7384
Golden Plains (S)	2006	1	M	7663
Golden Plains (S)	2011	0		1436
Golden Plains (S)	2011	1	F	8534
Golden Plains (S)	2011	1	M	8802
Golden Plains (S)	2016	0		1852
Golden Plains (S)	2016	1	F	9739
Golden Plains (S)	2016	1	M	10097
Greater Bendigo (C)	2006	0		6641
Greater Bendigo (C)	2006	1	F	44949
Greater Bendigo (C)	2006	1	M	41664
Greater Bendigo (C)	2011	0		7852
Greater Bendigo (C)	2011	1	F	47946
Greater Bendigo (C)	2011	1	M	44819
Greater Bendigo (C)	2016	0		11155
Greater Bendigo (C)	2016	1	F	51213
Greater Bendigo (C)	2016	1	M	48109
Greater Dandenong (C)	2006	0		26188
Greater Dandenong (C)	2006	1	F	49894
Greater Dandenong (C)	2006	1	M	49436
Greater Dandenong (C)	2011	0		34379
Greater Dandenong (C)	2011	1	F	50604
Greater Dandenong (C)	2011	1	M	50622
Greater Dandenong (C)	2016	0		44746
Greater Dandenong (C)	2016	1	F	53415
Greater Dandenong (C)	2016	1	M	53889
Greater Geelong (C)	2006	0		19525
Greater Geelong (C)	2006	1	F	91918
Greater Geelong (C)	2006	1	M	86034
Greater Geelong (C)	2011	0		21849
Greater Geelong (C)	2011	1	F	97939
Greater Geelong (C)	2011	1	M	91085
Greater Geelong (C)	2016	0		29728
Greater Geelong (C)	2016	1	F	105733
Greater Geelong (C)	2016	1	M	97968
Greater Shepparton (C)	2006	0		5709
Greater Shepparton (C)	2006	1	F	26094
Greater Shepparton (C)	2006	1	M	25287
Greater Shepparton (C)	2011	0		7241
Greater Shepparton (C)	2011	1	F	27087
Greater Shepparton (C)	2011	1	M	26120
Greater Shepparton (C)	2016	0		10099
Greater Shepparton (C)	2016	1	F	27245
Greater Shepparton (C)	2016	1	M	26493
Hepburn (S)	2006	0		1320
Hepburn (S)	2006	1	F	6380
Hepburn (S)	2006	1	M	6032
Hepburn (S)	2011	0		1387
Hepburn (S)	2011	1	F	6713
Hepburn (S)	2011	1	M	6268
Hepburn (S)	2016	0		2063
Hepburn (S)	2016	1	F	6847
Hepburn (S)	2016	1	M	6420
Hindmarsh (S)	2006	0		351
Hindmarsh (S)	2006	1	F	2887
Hindmarsh (S)	2006	1	M	2802
Hindmarsh (S)	2011	0		402
Hindmarsh (S)	2011	1	F	2726
Hindmarsh (S)	2011	1	M	2669
Hindmarsh (S)	2016	0		581
Hindmarsh (S)	2016	1	F	2566
Hindmarsh (S)	2016	1	M	2574
Hobsons Bay (C)	2006	0		12112
Hobsons Bay (C)	2006	1	F	35369
Hobsons Bay (C)	2006	1	M	33981
Hobsons Bay (C)	2011	0		13858
Hobsons Bay (C)	2011	1	F	35562
Hobsons Bay (C)	2011	1	M	34444
Hobsons Bay (C)	2016	0		15894
Hobsons Bay (C)	2016	1	F	37182
Hobsons Bay (C)	2016	1	M	35702
Horsham (RC)	2006	0		1058
Horsham (RC)	2006	1	F	8928
Horsham (RC)	2006	1	M	8511
Horsham (RC)	2011	0		1327
Horsham (RC)	2011	1	F	9214
Horsham (RC)	2011	1	M	8738
