LGA_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Livingstone (S)	2011	1	M	7642
Livingstone (S)	2016		F	2348
Livingstone (S)	2016		M	3346
Livingstone (S)	2016	0	F	6949
Livingstone (S)	2016	0	M	6627
Livingstone (S)	2016	1	F	8352
Livingstone (S)	2016	1	M	8648
Lockhart River (S)	2006		F	47
Lockhart River (S)	2006		M	41
Lockhart River (S)	2006	0	F	42
Lockhart River (S)	2006	0	M	37
Lockhart River (S)	2006	1	F	199
Lockhart River (S)	2006	1	M	183
Lockhart River (S)	2011		F	30
Lockhart River (S)	2011		M	27
Lockhart River (S)	2011	0	F	29
Lockhart River (S)	2011	0	M	31
Lockhart River (S)	2011	1	F	193
Lockhart River (S)	2011	1	M	174
Lockhart River (S)	2016		F	47
Lockhart River (S)	2016		M	75
Lockhart River (S)	2016	0	F	54
Lockhart River (S)	2016	0	M	44
Lockhart River (S)	2016	1	F	259
Lockhart River (S)	2016	1	M	238
Lockyer Valley (R)	2006		F	1854
Lockyer Valley (R)	2006		M	2052
Lockyer Valley (R)	2006	0	F	6338
Lockyer Valley (R)	2006	0	M	5818
Lockyer Valley (R)	2006	1	F	6890
Lockyer Valley (R)	2006	1	M	7171
Lockyer Valley (R)	2011		F	2169
Lockyer Valley (R)	2011		M	2578
Lockyer Valley (R)	2011	0	F	7222
Lockyer Valley (R)	2011	0	M	6533
Lockyer Valley (R)	2011	1	F	8201
Lockyer Valley (R)	2011	1	M	8248
Lockyer Valley (R)	2016		F	2863
Lockyer Valley (R)	2016		M	3192
Lockyer Valley (R)	2016	0	F	7260
Lockyer Valley (R)	2016	0	M	6751
Lockyer Valley (R)	2016	1	F	9186
Lockyer Valley (R)	2016	1	M	9355
Logan (C)	2006		F	17212
Logan (C)	2006		M	18501
Logan (C)	2006	0	F	54109
Logan (C)	2006	0	M	51474
Logan (C)	2006	1	F	54999
Logan (C)	2006	1	M	54575
Logan (C)	2011		F	18514
Logan (C)	2011		M	19783
Logan (C)	2011	0	F	55635
Logan (C)	2011	0	M	52650
Logan (C)	2011	1	F	65922
Logan (C)	2011	1	M	65544
Logan (C)	2016		F	21539
Logan (C)	2016		M	21689
Logan (C)	2016	0	F	59671
Logan (C)	2016	0	M	56564
Logan (C)	2016	1	F	72270
Logan (C)	2016	1	M	71648
Longreach (R)	2006		F	267
Longreach (R)	2006		M	312
Longreach (R)	2006	0	F	858
Longreach (R)	2006	0	M	752
Longreach (R)	2006	1	F	919
Longreach (R)	2006	1	M	947
Longreach (R)	2011		F	290
Longreach (R)	2011		M	294
Longreach (R)	2011	0	F	940
Longreach (R)	2011	0	M	833
Longreach (R)	2011	1	F	915
Longreach (R)	2011	1	M	917
Longreach (R)	2016		F	270
Longreach (R)	2016		M	291
Longreach (R)	2016	0	F	718
Longreach (R)	2016	0	M	612
Longreach (R)	2016	1	F	881
Longreach (R)	2016	1	M	888
Mackay (R)	2006		F	6778
Mackay (R)	2006		M	8289
Mackay (R)	2006	0	F	21480
Mackay (R)	2006	0	M	21373
Mackay (R)	2006	1	F	21279
Mackay (R)	2006	1	M	21822
Mackay (R)	2011		F	6603
Mackay (R)	2011		M	9046
Mackay (R)	2011	0	F	22842
Mackay (R)	2011	0	M	23098
Mackay (R)	2011	1	F	25117
Mackay (R)	2011	1	M	26094
Mackay (R)	2016		F	7900
Mackay (R)	2016		M	9529
Mackay (R)	2016	0	F	22137
Mackay (R)	2016	0	M	20719
Mackay (R)	2016	1	F	26676
Mackay (R)	2016	1	M	28008
McKinlay (S)	2006		F	70
McKinlay (S)	2006		M	81
McKinlay (S)	2006	0	F	129
McKinlay (S)	2006	0	M	188
McKinlay (S)	2006	1	F	196
McKinlay (S)	2006	1	M	234
McKinlay (S)	2011		F	70
McKinlay (S)	2011		M	128
McKinlay (S)	2011	0	F	154
McKinlay (S)	2011	0	M	238
McKinlay (S)	2011	1	F	200
McKinlay (S)	2011	1	M	263
McKinlay (S)	2016		F	57
McKinlay (S)	2016		M	63
McKinlay (S)	2016	0	F	115
McKinlay (S)	2016	0	M	141
McKinlay (S)	2016	1	F	192
McKinlay (S)	2016	1	M	228
Mapoon (S)	2006		F	20
Mapoon (S)	2006		M	16
Mapoon (S)	2006	0	F	32
Mapoon (S)	2006	0	M	32
Mapoon (S)	2006	1	F	58
Mapoon (S)	2006	1	M	82
Mapoon (S)	2011		F	19
Mapoon (S)	2011		M	16
Mapoon (S)	2011	0	F	29
Mapoon (S)	2011	0	M	32
Mapoon (S)	2011	1	F	82
Mapoon (S)	2011	1	M	90
Mapoon (S)	2016		F	30
Mapoon (S)	2016		M	22
Mapoon (S)	2016	0	F	44
Mapoon (S)	2016	0	M	40
Mapoon (S)	2016	1	F	83
Mapoon (S)	2016	1	M	89
Maranoa (R)	2006		F	772
Maranoa (R)	2006		M	812
Maranoa (R)	2006	0	F	2480
Maranoa (R)	2006	0	M	2503
Maranoa (R)	2006	1	F	2789
Maranoa (R)	2006	1	M	2928
Maranoa (R)	2011		F	1013
Maranoa (R)	2011		M	1213
Maranoa (R)	2011	0	F	2360
Maranoa (R)	2011	0	M	2371
Maranoa (R)	2011	1	F	2975
Maranoa (R)	2011	1	M	3148
Maranoa (R)	2016		F	1040
Maranoa (R)	2016		M	1240
Maranoa (R)	2016	0	F	2325
Maranoa (R)	2016	0	M	2220
Maranoa (R)	2016	1	F	2785
Maranoa (R)	2016	1	M	3055
Mareeba (S)	2006		F	1229
Mareeba (S)	2006		M	1921
Mareeba (S)	2006	0	F	3070
Mareeba (S)	2006	0	M	3059
Mareeba (S)	2006	1	F	4396
Mareeba (S)	2006	1	M	4530
Mareeba (S)	2011		F	1199
Mareeba (S)	2011		M	1961
Mareeba (S)	2011	0	F	3325
Mareeba (S)	2011	0	M	3174
Mareeba (S)	2011	1	F	5121
Mareeba (S)	2011	1	M	5241
Mareeba (S)	2016		F	1661
Mareeba (S)	2016		M	2607
Mareeba (S)	2016	0	F	3244
Mareeba (S)	2016	0	M	3196
Mareeba (S)	2016	1	F	5346
Mareeba (S)	2016	1	M	5507
Moreton Bay (R)	2006		F	19315
Moreton Bay (R)	2006		M	21218
Moreton Bay (R)	2006	0	F	73011
Moreton Bay (R)	2006	0	M	68452
Moreton Bay (R)	2006	1	F	72429
Moreton Bay (R)	2006	1	M	70364
Moreton Bay (R)	2011		F	22273
Moreton Bay (R)	2011		M	24577
Moreton Bay (R)	2011	0	F	80960
Moreton Bay (R)	2011	0	M	75187
Moreton Bay (R)	2011	1	F	89139
Moreton Bay (R)	2011	1	M	85907
Moreton Bay (R)	2016		F	26703
Moreton Bay (R)	2016		M	27789
Moreton Bay (R)	2016	0	F	89640
Moreton Bay (R)	2016	0	M	82627
Moreton Bay (R)	2016	1	F	100793
Moreton Bay (R)	2016	1	M	97754
Mornington (S)	2006		F	75
Mornington (S)	2006		M	94
Mornington (S)	2006	0	F	48
Mornington (S)	2006	0	M	55
Mornington (S)	2006	1	F	386
Mornington (S)	2006	1	M	380
Mornington (S)	2011		F	74
Mornington (S)	2011		M	78
Mornington (S)	2011	0	F	86
Mornington (S)	2011	0	M	72
Mornington (S)	2011	1	F	421
Mornington (S)	2011	1	M	410
Mornington (S)	2016		F	63
Mornington (S)	2016		M	61
Mornington (S)	2016	0	F	95
Mornington (S)	2016	0	M	86
Mornington (S)	2016	1	F	421
Mornington (S)	2016	1	M	416
Mount Isa (C)	2006		F	2071
Mount Isa (C)	2006		M	2403
Mount Isa (C)	2006	0	F	4160
Mount Isa (C)	2006	0	M	4418
Mount Isa (C)	2006	1	F	3096
Mount Isa (C)	2006	1	M	3511
Mount Isa (C)	2011		F	2166
Mount Isa (C)	2011		M	2639
Mount Isa (C)	2011	0	F	4277
Mount Isa (C)	2011	0	M	4694
Mount Isa (C)	2011	1	F	3468
Mount Isa (C)	2011	1	M	3991
Mount Isa (C)	2016		F	1867
Mount Isa (C)	2016		M	2066
Mount Isa (C)	2016	0	F	3675
Mount Isa (C)	2016	0	M	3699
Mount Isa (C)	2016	1	F	3470
Mount Isa (C)	2016	1	M	3891
Murweh (S)	2006		F	312
Murweh (S)	2006		M	368
Murweh (S)	2006	0	F	813
Murweh (S)	2006	0	M	790
Murweh (S)	2006	1	F	1158
Murweh (S)	2006	1	M	1144
Murweh (S)	2011		F	316
Murweh (S)	2011		M	386
Murweh (S)	2011	0	F	883
Murweh (S)	2011	0	M	791
Murweh (S)	2011	1	F	1116
Murweh (S)	2011	1	M	1131
Murweh (S)	2016		F	342
Murweh (S)	2016		M	339
Murweh (S)	2016	0	F	755
Murweh (S)	2016	0	M	670
Murweh (S)	2016	1	F	1083
Murweh (S)	2016	1	M	1122
Napranum (S)	2006		F	60
Napranum (S)	2006		M	62
Napranum (S)	2006	0	F	57
Napranum (S)	2006	0	M	54
Napranum (S)	2006	1	F	298
Napranum (S)	2006	1	M	310
Napranum (S)	2011		F	43
Napranum (S)	2011		M	56
Napranum (S)	2011	0	F	31
Napranum (S)	2011	0	M	39
Napranum (S)	2011	1	F	339
Napranum (S)	2011	1	M	347
Napranum (S)	2016		F	64
Napranum (S)	2016		M	64
Napranum (S)	2016	0	F	65
Napranum (S)	2016	0	M	62
Napranum (S)	2016	1	F	335
Napranum (S)	2016	1	M	369
Noosa (S)	2006		F	2741
Noosa (S)	2006		M	3006
Noosa (S)	2006	0	F	11308
Noosa (S)	2006	0	M	10467
Noosa (S)	2006	1	F	9649
Noosa (S)	2006	1	M	9228
Noosa (S)	2011		F	2420
Noosa (S)	2011		M	2673
Noosa (S)	2011	0	F	10635
Noosa (S)	2011	0	M	9469
Noosa (S)	2011	1	F	12183
Noosa (S)	2011	1	M	11582
Noosa (S)	2016		F	2762
Noosa (S)	2016		M	2846
Noosa (S)	2016	0	F	11670
Noosa (S)	2016	0	M	10721
Noosa (S)	2016	1	F	12378
Noosa (S)	2016	1	M	11773
North Burnett (R)	2006		F	554
North Burnett (R)	2006		M	597
North Burnett (R)	2006	0	F	1910
North Burnett (R)	2006	0	M	1878
North Burnett (R)	2006	1	F	2520
North Burnett (R)	2006	1	M	2690
North Burnett (R)	2011		F	595
North Burnett (R)	2011		M	707
North Burnett (R)	2011	0	F	1680
North Burnett (R)	2011	0	M	1631
North Burnett (R)	2011	1	F	2733
North Burnett (R)	2011	1	M	2797
North Burnett (R)	2016		F	846
North Burnett (R)	2016		M	980
North Burnett (R)	2016	0	F	1506
North Burnett (R)	2016	0	M	1522
North Burnett (R)	2016	1	F	2777
North Burnett (R)	2016	1	M	2851
Northern Peninsula Area (R)	2006		F	148
Northern Peninsula Area (R)	2006		M	132
Northern Peninsula Area (R)	2006	0	F	141
Northern Peninsula Area (R)	2006	0	M	158
Northern Peninsula Area (R)	2006	1	F	711
Northern Peninsula Area (R)	2006	1	M	644
Northern Peninsula Area (R)	2011		F	201
Northern Peninsula Area (R)	2011		M	210
Northern Peninsula Area (R)	2011	0	F	194
Northern Peninsula Area (R)	2011	0	M	166
Northern Peninsula Area (R)	2011	1	F	787
Northern Peninsula Area (R)	2011	1	M	738
Northern Peninsula Area (R)	2016		F	232
Northern Peninsula Area (R)	2016		M	238
Northern Peninsula Area (R)	2016	0	F	261
Northern Peninsula Area (R)	2016	0	M	245
Northern Peninsula Area (R)	2016	1	F	941
Northern Peninsula Area (R)	2016	1	M	876
Palm Island (S)	2006		F	167
Palm Island (S)	2006		M	163
Palm Island (S)	2006	0	F	67
Palm Island (S)	2006	0	M	80
Palm Island (S)	2006	1	F	758
Palm Island (S)	2006	1	M	747
Palm Island (S)	2011		F	119
Palm Island (S)	2011		M	159
Palm Island (S)	2011	0	F	101
Palm Island (S)	2011	0	M	97
Palm Island (S)	2011	1	F	889
Palm Island (S)	2011	1	M	967
Palm Island (S)	2016		F	197
Palm Island (S)	2016		M	152
Palm Island (S)	2016	0	F	148
Palm Island (S)	2016	0	M	127
Palm Island (S)	2016	1	F	890
Palm Island (S)	2016	1	M	930
Paroo (S)	2006		F	140
Paroo (S)	2006		M	141
Paroo (S)	2006	0	F	323
Paroo (S)	2006	0	M	328
Paroo (S)	2006	1	F	470
Paroo (S)	2006	1	M	528
Paroo (S)	2011		F	131
Paroo (S)	2011		M	143
Paroo (S)	2011	0	F	310
Paroo (S)	2011	0	M	298
Paroo (S)	2011	1	F	467
Paroo (S)	2011	1	M	507
Paroo (S)	2016		F	124
Paroo (S)	2016		M	126
Paroo (S)	2016	0	F	264
Paroo (S)	2016	0	M	228
Paroo (S)	2016	1	F	436
Paroo (S)	2016	1	M	461
Pormpuraaw (S)	2006		F	39
Pormpuraaw (S)	2006		M	46
Pormpuraaw (S)	2006	0	F	46
Pormpuraaw (S)	2006	0	M	52
Pormpuraaw (S)	2006	1	F	204
Pormpuraaw (S)	2006	1	M	215
Pormpuraaw (S)	2011		F	22
Pormpuraaw (S)	2011		M	39
Pormpuraaw (S)	2011	0	F	54
Pormpuraaw (S)	2011	0	M	49
Pormpuraaw (S)	2011	1	F	244
Pormpuraaw (S)	2011	1	M	254
Pormpuraaw (S)	2016		F	36
Pormpuraaw (S)	2016		M	48
Pormpuraaw (S)	2016	0	F	56
Pormpuraaw (S)	2016	0	M	48
Pormpuraaw (S)	2016	1	F	286
Pormpuraaw (S)	2016	1	M	279
Quilpie (S)	2006		F	65
Quilpie (S)	2006		M	81
Quilpie (S)	2006	0	F	193
Quilpie (S)	2006	0	M	193
Quilpie (S)	2006	1	F	209
Quilpie (S)	2006	1	M	245
Quilpie (S)	2011		F	51
Quilpie (S)	2011		M	73
Quilpie (S)	2011	0	F	172
Quilpie (S)	2011	0	M	197
Quilpie (S)	2011	1	F	226
Quilpie (S)	2011	1	M	261
Quilpie (S)	2016		F	37
Quilpie (S)	2016		M	62
Quilpie (S)	2016	0	F	164
Quilpie (S)	2016	0	M	154
Quilpie (S)	2016	1	F	176
Quilpie (S)	2016	1	M	220
Redland (C)	2006		F	6841
Redland (C)	2006		M	7212
Redland (C)	2006	0	F	28986
Redland (C)	2006	0	M	27096
Redland (C)	2006	1	F	29304
Redland (C)	2006	1	M	28193
Redland (C)	2011		F	6800
Redland (C)	2011		M	7284
Redland (C)	2011	0	F	28952
Redland (C)	2011	0	M	26943
Redland (C)	2011	1	F	35027
Redland (C)	2011	1	M	33659
Redland (C)	2016		F	7517
Redland (C)	2016		M	7735
Redland (C)	2016	0	F	29660
Redland (C)	2016	0	M	27716
Redland (C)	2016	1	F	37845
Redland (C)	2016	1	M	36534
Richmond (S)	2006		F	70
Richmond (S)	2006		M	91
Richmond (S)	2006	0	F	151
Richmond (S)	2006	0	M	193
Richmond (S)	2006	1	F	188
Richmond (S)	2006	1	M	211
Richmond (S)	2011		F	57
Richmond (S)	2011		M	70
Richmond (S)	2011	0	F	144
Richmond (S)	2011	0	M	148
Richmond (S)	2011	1	F	191
Richmond (S)	2011	1	M	217
Richmond (S)	2016		F	63
Richmond (S)	2016		M	59
Richmond (S)	2016	0	F	156
Richmond (S)	2016	0	M	169
Richmond (S)	2016	1	F	159
Richmond (S)	2016	1	M	182
Rockhampton (R)	2006		F	4982
Rockhampton (R)	2006		M	5568
Rockhampton (R)	2006	0	F	15714
Rockhampton (R)	2006	0	M	14810
Rockhampton (R)	2006	1	F	15868
Rockhampton (R)	2006	1	M	15358
Rockhampton (R)	2011		F	5472
Rockhampton (R)	2011		M	6068
Rockhampton (R)	2011	0	F	15294
Rockhampton (R)	2011	0	M	14381
Rockhampton (R)	2011	1	F	18075
Rockhampton (R)	2011	1	M	17483
Rockhampton (R)	2016		F	5650
Rockhampton (R)	2016		M	6069
Rockhampton (R)	2016	0	F	15998
Rockhampton (R)	2016	0	M	14646
Rockhampton (R)	2016	1	F	18673
Rockhampton (R)	2016	1	M	18687
Scenic Rim (R)	2006		F	1727
Scenic Rim (R)	2006		M	2021
Scenic Rim (R)	2006	0	F	7217
Scenic Rim (R)	2006	0	M	6781
Scenic Rim (R)	2006	1	F	7596
Scenic Rim (R)	2006	1	M	7537
Scenic Rim (R)	2011		F	1901
Scenic Rim (R)	2011		M	2106
Scenic Rim (R)	2011	0	F	7029
Scenic Rim (R)	2011	0	M	6489
Scenic Rim (R)	2011	1	F	9541
Scenic Rim (R)	2011	1	M	9396
Scenic Rim (R)	2016		F	2558
Scenic Rim (R)	2016		M	2850
Scenic Rim (R)	2016	0	F	7412
Scenic Rim (R)	2016	0	M	6756
Scenic Rim (R)	2016	1	F	10338
Scenic Rim (R)	2016	1	M	10155
Somerset (R)	2006		F	1093
Somerset (R)	2006		M	1225
Somerset (R)	2006	0	F	3698
Somerset (R)	2006	0	M	3575
Somerset (R)	2006	1	F	4437
Somerset (R)	2006	1	M	4572
Somerset (R)	2011		F	1220
Somerset (R)	2011		M	1423
Somerset (R)	2011	0	F	4152
Somerset (R)	2011	0	M	3976
Somerset (R)	2011	1	F	5340
Somerset (R)	2011	1	M	5526
Somerset (R)	2016		F	1851
Somerset (R)	2016		M	1966
Somerset (R)	2016	0	F	4386
Somerset (R)	2016	0	M	4151
Somerset (R)	2016	1	F	5978
Somerset (R)	2016	1	M	6264
South Burnett (R)	2006		F	1849
South Burnett (R)	2006		M	2000
South Burnett (R)	2006	0	F	6296
South Burnett (R)	2006	0	M	5961
South Burnett (R)	2006	1	F	6411
South Burnett (R)	2006	1	M	6572
South Burnett (R)	2011		F	1758
South Burnett (R)	2011		M	1922
South Burnett (R)	2011	0	F	6190
South Burnett (R)	2011	0	M	5766
South Burnett (R)	2011	1	F	7647
South Burnett (R)	2011	1	M	7743
South Burnett (R)	2016		F	2203
South Burnett (R)	2016		M	2428
South Burnett (R)	2016	0	F	5697
South Burnett (R)	2016	0	M	5266
South Burnett (R)	2016	1	F	8171
South Burnett (R)	2016	1	M	8417
Southern Downs (R)	2006		F	1780
Southern Downs (R)	2006		M	1936
Southern Downs (R)	2006	0	F	6550
Southern Downs (R)	2006	0	M	6162
Southern Downs (R)	2006	1	F	7716
Southern Downs (R)	2006	1	M	7519
Southern Downs (R)	2011		F	1795
Southern Downs (R)	2011		M	1918
Southern Downs (R)	2011	0	F	6672
Southern Downs (R)	2011	0	M	6056
Southern Downs (R)	2011	1	F	8823
Southern Downs (R)	2011	1	M	8619
Southern Downs (R)	2016		F	2222
Southern Downs (R)	2016		M	2272
Southern Downs (R)	2016	0	F	6091
Southern Downs (R)	2016	0	M	5676
Southern Downs (R)	2016	1	F	9518
Southern Downs (R)	2016	1	M	9337
Sunshine Coast (R)	2006		F	12908
Sunshine Coast (R)	2006		M	13891
Sunshine Coast (R)	2006	0	F	58432
Sunshine Coast (R)	2006	0	M	54084
Sunshine Coast (R)	2006	1	F	46673
Sunshine Coast (R)	2006	1	M	43874
Sunshine Coast (R)	2011		F	13379
Sunshine Coast (R)	2011		M	14491
Sunshine Coast (R)	2011	0	F	60417
Sunshine Coast (R)	2011	0	M	54777
Sunshine Coast (R)	2011	1	F	59237
Sunshine Coast (R)	2011	1	M	55652
Sunshine Coast (R)	2016		F	17302
Sunshine Coast (R)	2016		M	17260
Sunshine Coast (R)	2016	0	F	69158
Sunshine Coast (R)	2016	0	M	62615
Sunshine Coast (R)	2016	1	F	65943
Sunshine Coast (R)	2016	1	M	62090
Tablelands (R)	2006		F	1401
Tablelands (R)	2006		M	1635
Tablelands (R)	2006	0	F	4849
Tablelands (R)	2006	0	M	4416
Tablelands (R)	2006	1	F	5250
Tablelands (R)	2006	1	M	5145
Tablelands (R)	2011		F	1429
Tablelands (R)	2011		M	1587
Tablelands (R)	2011	0	F	4524
Tablelands (R)	2011	0	M	3975
Tablelands (R)	2011	1	F	6079
Tablelands (R)	2011	1	M	6122
Tablelands (R)	2016		F	1789
Tablelands (R)	2016		M	1822
Tablelands (R)	2016	0	F	4302
Tablelands (R)	2016	0	M	3951
Tablelands (R)	2016	1	F	6526
Tablelands (R)	2016	1	M	6441
Toowoomba (R)	2006		F	8266
Toowoomba (R)	2006		M	8854
Toowoomba (R)	2006	0	F	33860
Toowoomba (R)	2006	0	M	31174
Toowoomba (R)	2006	1	F	30899
Toowoomba (R)	2006	1	M	29232
Toowoomba (R)	2011		F	9270
Toowoomba (R)	2011		M	9528
Toowoomba (R)	2011	0	F	32368
Toowoomba (R)	2011	0	M	29938
Toowoomba (R)	2011	1	F	36000
Toowoomba (R)	2011	1	M	34087
Toowoomba (R)	2016		F	11001
Toowoomba (R)	2016		M	11025
Toowoomba (R)	2016	0	F	33626
Toowoomba (R)	2016	0	M	31179
Toowoomba (R)	2016	1	F	37980
Toowoomba (R)	2016	1	M	35962
Torres (S)	2006		F	296
Torres (S)	2006		M	289
Torres (S)	2006	0	F	446
Torres (S)	2006	0	M	466
Torres (S)	2006	1	F	870
Torres (S)	2006	1	M	862
Torres (S)	2011		F	356
Torres (S)	2011		M	380
Torres (S)	2011	0	F	590
Torres (S)	2011	0	M	568
Torres (S)	2011	1	F	686
Torres (S)	2011	1	M	670
Torres (S)	2016		F	398
Torres (S)	2016		M	392
Torres (S)	2016	0	F	604
Torres (S)	2016	0	M	555
Torres (S)	2016	1	F	824
Torres (S)	2016	1	M	841
Torres Strait Island (R)	2006		F	338
Torres Strait Island (R)	2006		M	364
Torres Strait Island (R)	2006	0	F	356
Torres Strait Island (R)	2006	0	M	352
Torres Strait Island (R)	2006	1	F	1469
Torres Strait Island (R)	2006	1	M	1519
Torres Strait Island (R)	2011		F	328
Torres Strait Island (R)	2011		M	387
Torres Strait Island (R)	2011	0	F	269
Torres Strait Island (R)	2011	0	M	257
Torres Strait Island (R)	2011	1	F	1470
Torres Strait Island (R)	2011	1	M	1534
Torres Strait Island (R)	2016		F	344
Torres Strait Island (R)	2016		M	368
Torres Strait Island (R)	2016	0	F	393
Torres Strait Island (R)	2016	0	M	376
Torres Strait Island (R)	2016	1	F	1484
Torres Strait Island (R)	2016	1	M	1551
Townsville (C)	2006		F	10086
Townsville (C)	2006		M	11734
Townsville (C)	2006	0	F	37012
Townsville (C)	2006	0	M	36303
Townsville (C)	2006	1	F	29776
Townsville (C)	2006	1	M	29725
Townsville (C)	2011		F	11709
Townsville (C)	2011		M	13386
Townsville (C)	2011	0	F	39618
Townsville (C)	2011	0	M	37628
Townsville (C)	2011	1	F	36031
Townsville (C)	2011	1	M	36092
Townsville (C)	2016		F	12676
Townsville (C)	2016		M	14944
Townsville (C)	2016	0	F	41413
Townsville (C)	2016	0	M	39048
Townsville (C)	2016	1	F	39313
Townsville (C)	2016	1	M	39360
Weipa (T)	2006		F	266
Weipa (T)	2006		M	291
Weipa (T)	2006	0	F	712
Weipa (T)	2006	0	M	813
Weipa (T)	2006	1	F	306
Weipa (T)	2006	1	M	445
Weipa (T)	2011		F	308
Weipa (T)	2011		M	381
Weipa (T)	2011	0	F	789
Weipa (T)	2011	0	M	823
Weipa (T)	2011	1	F	463
Weipa (T)	2011	1	M	573
Weipa (T)	2016		F	337
Weipa (T)	2016		M	426
Weipa (T)	2016	0	F	896
Weipa (T)	2016	0	M	970
Weipa (T)	2016	1	F	573
Weipa (T)	2016	1	M	701
Western Downs (R)	2006		F	1901
Western Downs (R)	2006		M	2047
Western Downs (R)	2006	0	F	5630
Western Downs (R)	2006	0	M	5611
Western Downs (R)	2006	1	F	6363
Western Downs (R)	2006	1	M	6857
Western Downs (R)	2011		F	2206
Western Downs (R)	2011		M	2634
Western Downs (R)	2011	0	F	5995
Western Downs (R)	2011	0	M	6031
Western Downs (R)	2011	1	F	7106
Western Downs (R)	2011	1	M	7617
Western Downs (R)	2016		F	2909
Western Downs (R)	2016		M	3275
Western Downs (R)	2016	0	F	6058
Western Downs (R)	2016	0	M	6007
Western Downs (R)	2016	1	F	7355
Western Downs (R)	2016	1	M	7846
Whitsunday (R)	2006		F	2155
Whitsunday (R)	2006		M	2936
Whitsunday (R)	2006	0	F	6254
Whitsunday (R)	2006	0	M	6586
Whitsunday (R)	2006	1	F	5400
Whitsunday (R)	2006	1	M	6004
Whitsunday (R)	2011		F	2335
Whitsunday (R)	2011		M	3154
Whitsunday (R)	2011	0	F	6315
Whitsunday (R)	2011	0	M	6502
Whitsunday (R)	2011	1	F	6232
Whitsunday (R)	2011	1	M	6886
Whitsunday (R)	2016		F	3004
Whitsunday (R)	2016		M	3549
Whitsunday (R)	2016	0	F	6723
Whitsunday (R)	2016	0	M	6625
Whitsunday (R)	2016	1	F	6557
Whitsunday (R)	2016	1	M	7321
Winton (S)	2006		F	88
Winton (S)	2006		M	164
Winton (S)	2006	0	F	223
Winton (S)	2006	0	M	197
Winton (S)	2006	1	F	323
Winton (S)	2006	1	M	384
Winton (S)	2011		F	72
Winton (S)	2011		M	77
Winton (S)	2011	0	F	217
Winton (S)	2011	0	M	234
Winton (S)	2011	1	F	339
Winton (S)	2011	1	M	396
Winton (S)	2016		F	76
Winton (S)	2016		M	98
Winton (S)	2016	0	F	170
Winton (S)	2016	0	M	162
Winton (S)	2016	1	F	292
Winton (S)	2016	1	M	330
Woorabinda (S)	2006		F	63
Woorabinda (S)	2006		M	72
Woorabinda (S)	2006	0	F	45
Woorabinda (S)	2006	0	M	35
Woorabinda (S)	2006	1	F	320
Woorabinda (S)	2006	1	M	316
Woorabinda (S)	2011		F	64
Woorabinda (S)	2011		M	66
Woorabinda (S)	2011	0	F	61
Woorabinda (S)	2011	0	M	58
Woorabinda (S)	2011	1	F	373
Woorabinda (S)	2011	1	M	324
Woorabinda (S)	2016		F	67
Woorabinda (S)	2016		M	79
Woorabinda (S)	2016	0	F	94
Woorabinda (S)	2016	0	M	89
Woorabinda (S)	2016	1	F	331
Woorabinda (S)	2016	1	M	302
Wujal Wujal (S)	2006		F	21
Wujal Wujal (S)	2006		M	17
Wujal Wujal (S)	2006	0	F	22
Wujal Wujal (S)	2006	0	M	40
Wujal Wujal (S)	2006	1	F	115
Wujal Wujal (S)	2006	1	M	116
Wujal Wujal (S)	2011		F	17
Wujal Wujal (S)	2011		M	11
Wujal Wujal (S)	2011	0	F	14
Wujal Wujal (S)	2011	0	M	15
Wujal Wujal (S)	2011	1	F	107
Wujal Wujal (S)	2011	1	M	108
Wujal Wujal (S)	2016		F	7
Wujal Wujal (S)	2016		M	27
Wujal Wujal (S)	2016	0	F	25
Wujal Wujal (S)	2016	0	M	24
Wujal Wujal (S)	2016	1	F	116
Wujal Wujal (S)	2016	1	M	80
Yarrabah (S)	2006		F	193
Yarrabah (S)	2006		M	184
Yarrabah (S)	2006	0	F	91
Yarrabah (S)	2006	0	M	84
Yarrabah (S)	2006	1	F	926
Yarrabah (S)	2006	1	M	896
Yarrabah (S)	2011		F	147
Yarrabah (S)	2011		M	169
Yarrabah (S)	2011	0	F	94
Yarrabah (S)	2011	0	M	98
Yarrabah (S)	2011	1	F	967
Yarrabah (S)	2011	1	M	936
Yarrabah (S)	2016		F	149
Yarrabah (S)	2016		M	137
Yarrabah (S)	2016	0	F	138
Yarrabah (S)	2016	0	M	140
Yarrabah (S)	2016	1	F	991
Yarrabah (S)	2016	1	M	1001
No usual address (Qld)	2006	0	F	4228
No usual address (Qld)	2006	0	M	4998
No usual address (Qld)	2006	1	F	455
No usual address (Qld)	2006	1	M	784
No usual address (Qld)	2011	0	F	3960
No usual address (Qld)	2011	0	M	4650
No usual address (Qld)	2011	1	F	524
No usual address (Qld)	2011	1	M	873
No usual address (Qld)	2016	0	F	3681
No usual address (Qld)	2016	0	M	4011
No usual address (Qld)	2016	1	F	637
No usual address (Qld)	2016	1	M	1044
Migratory - Offshore - Shipping (Qld)	2006	0	F	7
Migratory - Offshore - Shipping (Qld)	2006	0	M	48
Migratory - Offshore - Shipping (Qld)	2006	1	F	0
Migratory - Offshore - Shipping (Qld)	2006	1	M	30
Migratory - Offshore - Shipping (Qld)	2011	0	F	62
Migratory - Offshore - Shipping (Qld)	2011	0	M	109
