LGA_NAME16	Year	Sex	adults
Leeton (A)	2016	F	4475
Leeton (A)	2016	M	4382
Leonora (S)	2006	F	417
Leonora (S)	2006	M	659
Leonora (S)	2011	F	638
Leonora (S)	2011	M	1464
Leonora (S)	2016	F	404
Leonora (S)	2016	M	766
Light (RegC)	2006	F	4681
Light (RegC)	2006	M	4772
Light (RegC)	2011	F	5327
Light (RegC)	2011	M	5365
Light (RegC)	2016	F	5784
Light (RegC)	2016	M	5744
Lismore (C)	2006	F	17383
Lismore (C)	2006	M	16196
Lismore (C)	2011	F	17803
Lismore (C)	2011	M	16546
Lismore (C)	2016	F	18427
Lismore (C)	2016	M	17010
Litchfield (M)	2006	F	5286
Litchfield (M)	2006	M	6714
Litchfield (M)	2011	F	6705
Litchfield (M)	2011	M	8268
Litchfield (M)	2016	F	7645
Litchfield (M)	2016	M	11985
Lithgow (C)	2006	F	7894
Lithgow (C)	2006	M	8004
Lithgow (C)	2011	F	8095
Lithgow (C)	2011	M	8301
Lithgow (C)	2016	F	8651
Lithgow (C)	2016	M	8856
Liverpool (C)	2006	F	62916
Liverpool (C)	2006	M	60771
Liverpool (C)	2011	F	70182
Liverpool (C)	2011	M	67708
Liverpool (C)	2016	F	80380
Liverpool (C)	2016	M	77641
Liverpool Plains (A)	2006	F	3014
Liverpool Plains (A)	2006	M	3005
Liverpool Plains (A)	2011	F	2993
Liverpool Plains (A)	2011	M	3008
Liverpool Plains (A)	2016	F	3142
Liverpool Plains (A)	2016	M	3098
Livingstone (S)	2006	F	11001
Livingstone (S)	2006	M	11745
Livingstone (S)	2011	F	12756
Livingstone (S)	2011	M	13322
Livingstone (S)	2016	F	14432
Livingstone (S)	2016	M	14980
Lockhart (A)	2006	F	1199
Lockhart (A)	2006	M	1261
Lockhart (A)	2011	F	1160
Lockhart (A)	2011	M	1204
Lockhart (A)	2016	F	1230
Lockhart (A)	2016	M	1260
Lockhart River (S)	2006	F	200
Lockhart River (S)	2006	M	182
Lockhart River (S)	2011	F	187
Lockhart River (S)	2011	M	168
Lockhart River (S)	2016	F	245
Lockhart River (S)	2016	M	238
Lockyer Valley (R)	2006	F	11756
Lockyer Valley (R)	2006	M	11506
Lockyer Valley (R)	2011	F	13926
Lockyer Valley (R)	2011	M	13296
Lockyer Valley (R)	2016	F	15713
Lockyer Valley (R)	2016	M	15358
Loddon (S)	2006	F	3113
Loddon (S)	2006	M	3257
Loddon (S)	2011	F	3001
Loddon (S)	2011	M	3166
Loddon (S)	2016	F	3063
Loddon (S)	2016	M	3246
Logan (C)	2006	F	96824
Logan (C)	2006	M	93638
Logan (C)	2011	F	108616
Logan (C)	2011	M	104816
Logan (C)	2016	F	119982
Logan (C)	2016	M	114891
Longreach (R)	2006	F	1583
Longreach (R)	2006	M	1524
Longreach (R)	2011	F	1605
Longreach (R)	2011	M	1542
Longreach (R)	2016	F	1531
Longreach (R)	2016	M	1431
Lower Eyre Peninsula (DC)	2006	F	1601
Lower Eyre Peninsula (DC)	2006	M	1815
Lower Eyre Peninsula (DC)	2011	F	1782
Lower Eyre Peninsula (DC)	2011	M	2047
Lower Eyre Peninsula (DC)	2016	F	2041
Lower Eyre Peninsula (DC)	2016	M	2349
Loxton Waikerie (DC)	2006	F	4559
Loxton Waikerie (DC)	2006	M	4657
Loxton Waikerie (DC)	2011	F	4552
Loxton Waikerie (DC)	2011	M	4579
Loxton Waikerie (DC)	2016	F	4745
Loxton Waikerie (DC)	2016	M	4710
MacDonnell (R)	2006	F	1972
MacDonnell (R)	2006	M	2188
MacDonnell (R)	2011	F	2021
MacDonnell (R)	2011	M	2301
MacDonnell (R)	2016	F	2288
MacDonnell (R)	2016	M	2502
Macedon Ranges (S)	2006	F	15069
Macedon Ranges (S)	2006	M	14394
Macedon Ranges (S)	2011	F	16909
Macedon Ranges (S)	2011	M	16065
Macedon Ranges (S)	2016	F	18798
Macedon Ranges (S)	2016	M	17856
Mackay (R)	2006	F	38704
Mackay (R)	2006	M	39960
Mackay (R)	2011	F	42936
Mackay (R)	2011	M	45916
Mackay (R)	2016	F	45117
Mackay (R)	2016	M	46079
Maitland (C)	2006	F	24643
Maitland (C)	2006	M	23043
Maitland (C)	2011	F	27271
Maitland (C)	2011	M	25387
Maitland (C)	2016	F	31387
Maitland (C)	2016	M	29018
Mallala (DC)	2006	F	2999
Mallala (DC)	2006	M	3123
Mallala (DC)	2011	F	3263
Mallala (DC)	2011	M	3401
Mallala (DC)	2016	F	3474
Mallala (DC)	2016	M	3646
Mandurah (C)	2006	F	23478
Mandurah (C)	2006	M	21861
Mandurah (C)	2011	F	29456
Mandurah (C)	2011	M	27321
Mandurah (C)	2016	F	34503
Mandurah (C)	2016	M	31744
Manjimup (S)	2006	F	3560
Manjimup (S)	2006	M	3558
Manjimup (S)	2011	F	3585
Manjimup (S)	2011	M	3600
Manjimup (S)	2016	F	3735
Manjimup (S)	2016	M	3797
Manningham (C)	2006	F	47364
Manningham (C)	2006	M	43766
Manningham (C)	2011	F	48431
Manningham (C)	2011	M	44603
Manningham (C)	2016	F	50942
Manningham (C)	2016	M	46586
Mansfield (S)	2006	F	2923
Mansfield (S)	2006	M	2908
Mansfield (S)	2011	F	3244
Mansfield (S)	2011	M	3190
Mansfield (S)	2016	F	3546
Mansfield (S)	2016	M	3498
Mapoon (S)	2006	F	85
Mapoon (S)	2006	M	95
Mapoon (S)	2011	F	99
Mapoon (S)	2011	M	118
Mapoon (S)	2016	F	105
Mapoon (S)	2016	M	110
Maralinga Tjarutja (AC)	2006	F	37
Maralinga Tjarutja (AC)	2006	M	42
Maralinga Tjarutja (AC)	2011	F	34
Maralinga Tjarutja (AC)	2011	M	28
Maralinga Tjarutja (AC)	2016	F	27
Maralinga Tjarutja (AC)	2016	M	20
Maranoa (R)	2006	F	4646
Maranoa (R)	2006	M	4764
Maranoa (R)	2011	F	4955
Maranoa (R)	2011	M	5142
Maranoa (R)	2016	F	4866
Maranoa (R)	2016	M	5040
Mareeba (S)	2006	F	6815
Mareeba (S)	2006	M	7588
Mareeba (S)	2011	F	7631
Mareeba (S)	2011	M	8362
Mareeba (S)	2016	F	8357
Mareeba (S)	2016	M	9320
Maribyrnong (C)	2006	F	26268
Maribyrnong (C)	2006	M	26555
Maribyrnong (C)	2011	F	29454
Maribyrnong (C)	2011	M	30318
Maribyrnong (C)	2016	F	34421
Maribyrnong (C)	2016	M	34656
Marion (C)	2006	F	34636
Marion (C)	2006	M	31078
Marion (C)	2011	F	36394
Marion (C)	2011	M	33129
Marion (C)	2016	F	39010
Marion (C)	2016	M	35211
Maroondah (C)	2006	F	41822
Maroondah (C)	2006	M	37999
Maroondah (C)	2011	F	44058
Maroondah (C)	2011	M	40286
Maroondah (C)	2016	F	47046
Maroondah (C)	2016	M	42712
McKinlay (S)	2006	F	313
McKinlay (S)	2006	M	415
McKinlay (S)	2011	F	350
McKinlay (S)	2011	M	550
McKinlay (S)	2016	F	284
McKinlay (S)	2016	M	372
Meander Valley (M)	2006	F	7488
Meander Valley (M)	2006	M	7004
Meander Valley (M)	2011	F	8017
Meander Valley (M)	2011	M	7285
Meander Valley (M)	2016	F	8275
Meander Valley (M)	2016	M	7673
Meekatharra (S)	2006	F	395
Meekatharra (S)	2006	M	444
Meekatharra (S)	2011	F	425
Meekatharra (S)	2011	M	685
Meekatharra (S)	2016	F	358
Meekatharra (S)	2016	M	518
Melbourne (C)	2006	F	35187
Melbourne (C)	2006	M	35889
Melbourne (C)	2011	F	43619
Melbourne (C)	2011	M	43365
Melbourne (C)	2016	F	65494
Melbourne (C)	2016	M	61732
Melton (C)	2006	F	30171
Melton (C)	2006	M	29327
Melton (C)	2011	F	41754
Melton (C)	2011	M	40497
Melton (C)	2016	F	52089
Melton (C)	2016	M	49999
Melville (C)	2006	F	40706
Melville (C)	2006	M	35840
Melville (C)	2011	F	41822
Melville (C)	2011	M	37668
Melville (C)	2016	F	42677
Melville (C)	2016	M	38610
Menzies (S)	2006	F	75
Menzies (S)	2006	M	97
Menzies (S)	2011	F	144
Menzies (S)	2011	M	171
Menzies (S)	2016	F	153
Menzies (S)	2016	M	284
Merredin (S)	2006	F	1231
Merredin (S)	2006	M	1300
Merredin (S)	2011	F	1203
Merredin (S)	2011	M	1374
Merredin (S)	2016	F	1250
Merredin (S)	2016	M	1430
Mid Murray (DC)	2006	F	3118
Mid Murray (DC)	2006	M	3580
Mid Murray (DC)	2011	F	3222
Mid Murray (DC)	2011	M	3689
Mid Murray (DC)	2016	F	3469
Mid Murray (DC)	2016	M	4036
Mid-Coast (A)	2006	F	34703
Mid-Coast (A)	2006	M	32802
Mid-Coast (A)	2011	F	36753
Mid-Coast (A)	2011	M	34344
Mid-Coast (A)	2016	F	39460
Mid-Coast (A)	2016	M	36910
Mid-Western Regional (A)	2006	F	8410
Mid-Western Regional (A)	2006	M	8239
Mid-Western Regional (A)	2011	F	8892
Mid-Western Regional (A)	2011	M	8897
Mid-Western Regional (A)	2016	F	9616
Mid-Western Regional (A)	2016	M	9548
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
Migratory - Offshore - Shipping (NSW)	2006	F	15
Migratory - Offshore - Shipping (NSW)	2006	M	47
Migratory - Offshore - Shipping (NSW)	2011	F	58
Migratory - Offshore - Shipping (NSW)	2011	M	59
Migratory - Offshore - Shipping (NSW)	2016	F	224
Migratory - Offshore - Shipping (NSW)	2016	M	155
Migratory - Offshore - Shipping (NT)	2006	F	15
Migratory - Offshore - Shipping (NT)	2006	M	83
Migratory - Offshore - Shipping (NT)	2011	F	14
Migratory - Offshore - Shipping (NT)	2011	M	103
Migratory - Offshore - Shipping (NT)	2016	F	6
Migratory - Offshore - Shipping (NT)	2016	M	57
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	3
Migratory - Offshore - Shipping (Qld)	2006	F	11
Migratory - Offshore - Shipping (Qld)	2006	M	92
Migratory - Offshore - Shipping (Qld)	2011	F	189
Migratory - Offshore - Shipping (Qld)	2011	M	268
Migratory - Offshore - Shipping (Qld)	2016	F	67
Migratory - Offshore - Shipping (Qld)	2016	M	54
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	4
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	6
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	0
Migratory - Offshore - Shipping (Tas.)	2006	F	11
Migratory - Offshore - Shipping (Tas.)	2006	M	75
Migratory - Offshore - Shipping (Tas.)	2011	F	33
Migratory - Offshore - Shipping (Tas.)	2011	M	78
Migratory - Offshore - Shipping (Tas.)	2016	F	17
Migratory - Offshore - Shipping (Tas.)	2016	M	48
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	41
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	32
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	23
Migratory - Offshore - Shipping (WA)	2006	F	18
Migratory - Offshore - Shipping (WA)	2006	M	302
Migratory - Offshore - Shipping (WA)	2011	F	28
Migratory - Offshore - Shipping (WA)	2011	M	384
Migratory - Offshore - Shipping (WA)	2016	F	27
Migratory - Offshore - Shipping (WA)	2016	M	412
Mildura (RC)	2006	F	19929
Mildura (RC)	2006	M	18753
Mildura (RC)	2011	F	20834
Mildura (RC)	2011	M	19468
Mildura (RC)	2016	F	22389
Mildura (RC)	2016	M	21247
Mingenew (S)	2006	F	158
Mingenew (S)	2006	M	198
Mingenew (S)	2011	F	168
Mingenew (S)	2011	M	195
Mingenew (S)	2016	F	170
Mingenew (S)	2016	M	206
Mitcham (C)	2006	F	26843
Mitcham (C)	2006	M	24358
Mitcham (C)	2011	F	27126
Mitcham (C)	2011	M	24798
Mitcham (C)	2016	F	27946
Mitcham (C)	2016	M	25426
Mitchell (S)	2006	F	11736
Mitchell (S)	2006	M	11732
Mitchell (S)	2011	F	13538
Mitchell (S)	2011	M	13489
Mitchell (S)	2016	F	16262
Mitchell (S)	2016	M	16178
Moira (S)	2006	F	10866
Moira (S)	2006	M	10716
Moira (S)	2011	F	11488
Moira (S)	2011	M	11209
Moira (S)	2016	F	12122
Moira (S)	2016	M	11861
Monash (C)	2006	F	69476
Monash (C)	2006	M	66501
Monash (C)	2011	F	72833
Monash (C)	2011	M	70096
Monash (C)	2016	F	78884
Monash (C)	2016	M	74826
Moonee Valley (C)	2006	F	44307
Moonee Valley (C)	2006	M	40570
Moonee Valley (C)	2011	F	46426
Moonee Valley (C)	2011	M	42761
Moonee Valley (C)	2016	F	50747
Moonee Valley (C)	2016	M	46361
Moora (S)	2006	F	900
Moora (S)	2006	M	956
Moora (S)	2011	F	951
Moora (S)	2011	M	978
Moora (S)	2016	F	920
Moora (S)	2016	M	1003
Moorabool (S)	2006	F	9972
Moorabool (S)	2006	M	9641
Moorabool (S)	2011	F	11261
Moorabool (S)	2011	M	10948
Moorabool (S)	2016	F	12933
Moorabool (S)	2016	M	12431
Morawa (S)	2006	F	299
Morawa (S)	2006	M	318
Morawa (S)	2011	F	309
Morawa (S)	2011	M	361
Morawa (S)	2016	F	284
Morawa (S)	2016	M	317
Moree Plains (A)	2006	F	5109
Moree Plains (A)	2006	M	5420
Moree Plains (A)	2011	F	5070
Moree Plains (A)	2011	M	5205
Moree Plains (A)	2016	F	5092
Moree Plains (A)	2016	M	5174
Moreland (C)	2006	F	59001
Moreland (C)	2006	M	54449
Moreland (C)	2011	F	63516
Moreland (C)	2011	M	59874
Moreland (C)	2016	F	70330
Moreland (C)	2016	M	66121
Moreton Bay (R)	2006	F	129251
Moreton Bay (R)	2006	M	122442
Moreton Bay (R)	2011	F	151973
Moreton Bay (R)	2011	M	143104
Moreton Bay (R)	2016	F	173738
Moreton Bay (R)	2016	M	162417
Mornington (S)	2006	F	353
Mornington (S)	2006	M	353
Mornington (S)	2011	F	384
Mornington (S)	2011	M	350
Mornington (S)	2016	F	424
Mornington (S)	2016	M	379
Mornington Peninsula (S)	2006	F	57691
Mornington Peninsula (S)	2006	M	53058
Mornington Peninsula (S)	2011	F	61637
Mornington Peninsula (S)	2011	M	56429
Mornington Peninsula (S)	2016	F	67072
Mornington Peninsula (S)	2016	M	61088
Mosman (A)	2006	F	11948
Mosman (A)	2006	M	9730
Mosman (A)	2011	F	12184
Mosman (A)	2011	M	10246
Mosman (A)	2016	F	12851
Mosman (A)	2016	M	10615
Mosman Park (T)	2006	F	3690
Mosman Park (T)	2006	M	3145
Mosman Park (T)	2011	F	3814
Mosman Park (T)	2011	M	3309
Mosman Park (T)	2016	F	3862
Mosman Park (T)	2016	M	3393
Mount Alexander (S)	2006	F	7052
Mount Alexander (S)	2006	M	6812
Mount Alexander (S)	2011	F	7504
Mount Alexander (S)	2011	M	7225
Mount Alexander (S)	2016	F	7996
Mount Alexander (S)	2016	M	7956
Mount Barker (DC)	2006	F	10661
Mount Barker (DC)	2006	M	9782
Mount Barker (DC)	2011	F	12137
Mount Barker (DC)	2011	M	11132
Mount Barker (DC)	2016	F	13862
Mount Barker (DC)	2016	M	12791
Mount Gambier (C)	2006	F	9898
Mount Gambier (C)	2006	M	9117
Mount Gambier (C)	2011	F	10435
Mount Gambier (C)	2011	M	9561
Mount Gambier (C)	2016	F	10993
Mount Gambier (C)	2016	M	10069
Mount Isa (C)	2006	F	6817
Mount Isa (C)	2006	M	7652
Mount Isa (C)	2011	F	7423
Mount Isa (C)	2011	M	8706
Mount Isa (C)	2016	F	6824
Mount Isa (C)	2016	M	7376
Mount Magnet (S)	2006	F	162
Mount Magnet (S)	2006	M	194
Mount Magnet (S)	2011	F	221
Mount Magnet (S)	2011	M	293
Mount Magnet (S)	2016	F	180
Mount Magnet (S)	2016	M	216
Mount Marshall (S)	2006	F	215
Mount Marshall (S)	2006	M	252
Mount Marshall (S)	2011	F	174
Mount Marshall (S)	2011	M	203
Mount Marshall (S)	2016	F	188
Mount Marshall (S)	2016	M	225
Mount Remarkable (DC)	2006	F	1106
Mount Remarkable (DC)	2006	M	1210
Mount Remarkable (DC)	2011	F	1189
Mount Remarkable (DC)	2011	M	1213
Mount Remarkable (DC)	2016	F	1209
Mount Remarkable (DC)	2016	M	1257
Moyne (S)	2006	F	6047
Moyne (S)	2006	M	5996
Moyne (S)	2011	F	6300
Moyne (S)	2011	M	6225
Moyne (S)	2016	F	6573
Moyne (S)	2016	M	6547
Mukinbudin (S)	2006	F	209
Mukinbudin (S)	2006	M	235
Mukinbudin (S)	2011	F	188
Mukinbudin (S)	2011	M	202
Mukinbudin (S)	2016	F	207
Mukinbudin (S)	2016	M	235
Mundaring (S)	2006	F	13677
Mundaring (S)	2006	M	14046
Mundaring (S)	2011	F	14418
Mundaring (S)	2011	M	15159
Mundaring (S)	2016	F	15021
Mundaring (S)	2016	M	16499
Murchison (S)	2006	F	36
Murchison (S)	2006	M	53
Murchison (S)	2011	F	42
Murchison (S)	2011	M	41
Murchison (S)	2016	F	60
Murchison (S)	2016	M	79
Murray (S)	2006	F	4737
Murray (S)	2006	M	4900
Murray (S)	2011	F	5578
Murray (S)	2011	M	5768
Murray (S)	2016	F	6796
Murray (S)	2016	M	6757
Murray Bridge (RC)	2006	F	7106
Murray Bridge (RC)	2006	M	6990
Murray Bridge (RC)	2011	F	7940
Murray Bridge (RC)	2011	M	8004
Murray Bridge (RC)	2016	F	8600
Murray Bridge (RC)	2016	M	8654
Murray River (A)	2006	F	4277
Murray River (A)	2006	M	4418
Murray River (A)	2011	F	4469
Murray River (A)	2011	M	4573
Murray River (A)	2016	F	4886
Murray River (A)	2016	M	4792
Murrindindi (S)	2006	F	5475
Murrindindi (S)	2006	M	5577
Murrindindi (S)	2011	F	5365
Murrindindi (S)	2011	M	5439
Murrindindi (S)	2016	F	5701
Murrindindi (S)	2016	M	5840
Murrumbidgee (A)	2006	F	1527
Murrumbidgee (A)	2006	M	1674
Murrumbidgee (A)	2011	F	1396
Murrumbidgee (A)	2011	M	1549
Murrumbidgee (A)	2016	F	1461
Murrumbidgee (A)	2016	M	1587
Murweh (S)	2006	F	1796
Murweh (S)	2006	M	1714
Murweh (S)	2011	F	1843
Murweh (S)	2011	M	1756
Murweh (S)	2016	F	1742
Murweh (S)	2016	M	1662
Muswellbrook (A)	2006	F	5605
Muswellbrook (A)	2006	M	5939
Muswellbrook (A)	2011	F	5850
Muswellbrook (A)	2011	M	6325
Muswellbrook (A)	2016	F	6096
Muswellbrook (A)	2016	M	6357
Nambucca (A)	2006	F	7511
Nambucca (A)	2006	M	7027
Nambucca (A)	2011	F	7921
Nambucca (A)	2011	M	7405
Nambucca (A)	2016	F	8237
Nambucca (A)	2016	M	7803
Nannup (S)	2006	F	461
Nannup (S)	2006	M	489
Nannup (S)	2011	F	490
Nannup (S)	2011	M	572
Nannup (S)	2016	F	544
Nannup (S)	2016	M	578
Napranum (S)	2006	F	296
Napranum (S)	2006	M	276
Napranum (S)	2011	F	272
Napranum (S)	2011	M	301
Napranum (S)	2016	F	322
Napranum (S)	2016	M	332
Naracoorte and Lucindale (DC)	2006	F	3155
Naracoorte and Lucindale (DC)	2006	M	3239
Naracoorte and Lucindale (DC)	2011	F	3192
Naracoorte and Lucindale (DC)	2011	M	3310
Naracoorte and Lucindale (DC)	2016	F	3227
Naracoorte and Lucindale (DC)	2016	M	3444
Narembeen (S)	2006	F	355
Narembeen (S)	2006	M	359
Narembeen (S)	2011	F	329
Narembeen (S)	2011	M	337
Narembeen (S)	2016	F	326
Narembeen (S)	2016	M	329
Narrabri (A)	2006	F	5060
Narrabri (A)	2006	M	5054
Narrabri (A)	2011	F	5038
Narrabri (A)	2011	M	5018
Narrabri (A)	2016	F	5124
Narrabri (A)	2016	M	5155
Narrandera (A)	2006	F	2389
Narrandera (A)	2006	M	2337
Narrandera (A)	2011	F	2355
Narrandera (A)	2011	M	2309
Narrandera (A)	2016	F	2368
Narrandera (A)	2016	M	2328
Narrogin (S)	2006	F	2047
Narrogin (S)	2006	M	1898
Narrogin (S)	2011	F	2011
Narrogin (S)	2011	M	1927
Narrogin (S)	2016	F	2116
Narrogin (S)	2016	M	1968
Narromine (A)	2006	F	2538
Narromine (A)	2006	M	2440
Narromine (A)	2011	F	2549
Narromine (A)	2011	M	2469
Narromine (A)	2016	F	2573
Narromine (A)	2016	M	2507
Nedlands (C)	2006	F	8619
Nedlands (C)	2006	M	7653
Nedlands (C)	2011	F	8571
Nedlands (C)	2011	M	7934
Nedlands (C)	2016	F	8725
Nedlands (C)	2016	M	8209
Newcastle (C)	2006	F	60771
Newcastle (C)	2006	M	56658
Newcastle (C)	2011	F	63180
Newcastle (C)	2011	M	60031
Newcastle (C)	2016	F	66159
Newcastle (C)	2016	M	63054
Ngaanyatjarraku (S)	2006	F	523
Ngaanyatjarraku (S)	2006	M	445
Ngaanyatjarraku (S)	2011	F	552
Ngaanyatjarraku (S)	2011	M	474
Ngaanyatjarraku (S)	2016	F	641
Ngaanyatjarraku (S)	2016	M	568
Nillumbik (S)	2006	F	23602
Nillumbik (S)	2006	M	22772
Nillumbik (S)	2011	F	24386
Nillumbik (S)	2011	M	23369
Nillumbik (S)	2016	F	25079
Nillumbik (S)	2016	M	24127
No usual address (ACT)	2006	F	278
No usual address (ACT)	2006	M	325
No usual address (ACT)	2011	F	272
No usual address (ACT)	2011	M	296
No usual address (ACT)	2016	F	222
No usual address (ACT)	2016	M	283
No usual address (NSW)	2006	F	3763
No usual address (NSW)	2006	M	5436
No usual address (NSW)	2011	F	4776
No usual address (NSW)	2011	M	6957
No usual address (NSW)	2016	F	4590
No usual address (NSW)	2016	M	6962
No usual address (NT)	2006	F	789
No usual address (NT)	2006	M	930
No usual address (NT)	2011	F	770
No usual address (NT)	2011	M	939
No usual address (NT)	2016	F	1051
No usual address (NT)	2016	M	1228
No usual address (OT)	2006	F	0
No usual address (OT)	2006	M	26
No usual address (OT)	2011	F	17
No usual address (OT)	2011	M	4
No usual address (OT)	2016	F	26
No usual address (OT)	2016	M	22
No usual address (Qld)	2006	F	4985
No usual address (Qld)	2006	M	6611
No usual address (Qld)	2011	F	4873
No usual address (Qld)	2011	M	6602
No usual address (Qld)	2016	F	5179
No usual address (Qld)	2016	M	6509
No usual address (SA)	2006	F	991
No usual address (SA)	2006	M	1351
No usual address (SA)	2011	F	1137
No usual address (SA)	2011	M	1624
No usual address (SA)	2016	F	1009
No usual address (SA)	2016	M	1630
No usual address (Tas.)	2006	F	357
No usual address (Tas.)	2006	M	406
No usual address (Tas.)	2011	F	405
No usual address (Tas.)	2011	M	565
No usual address (Tas.)	2016	F	343
No usual address (Tas.)	2016	M	488
No usual address (Vic.)	2006	F	2438
No usual address (Vic.)	2006	M	3210
No usual address (Vic.)	2011	F	3136
No usual address (Vic.)	2011	M	4129
No usual address (Vic.)	2016	F	2885
No usual address (Vic.)	2016	M	3944
No usual address (WA)	2006	F	2296
No usual address (WA)	2006	M	3214
No usual address (WA)	2011	F	2709
No usual address (WA)	2011	M	3970
No usual address (WA)	2016	F	2215
No usual address (WA)	2016	M	3340
Noosa (S)	2006	F	19484
Noosa (S)	2006	M	18198
Noosa (S)	2011	F	21118
Noosa (S)	2011	M	19224
Noosa (S)	2016	F	22724
Noosa (S)	2016	M	20988
North Burnett (R)	2006	F	3938
North Burnett (R)	2006	M	4121
North Burnett (R)	2011	F	4012
North Burnett (R)	2011	M	4151
North Burnett (R)	2016	F	4217
North Burnett (R)	2016	M	4417
North Sydney (A)	2006	F	27876
North Sydney (A)	2006	M	24793
North Sydney (A)	2011	F	29175
North Sydney (A)	2011	M	26190
North Sydney (A)	2016	F	31507
North Sydney (A)	2016	M	27606
Northam (S)	2006	F	3905
Northam (S)	2006	M	3721
Northam (S)	2011	F	4236
Northam (S)	2011	M	4040
Northam (S)	2016	F	4372
Northam (S)	2016	M	4650
Northampton (S)	2006	F	1241
Northampton (S)	2006	M	1300
Northampton (S)	2011	F	1256
Northampton (S)	2011	M	1337
Northampton (S)	2016	F	1342
Northampton (S)	2016	M	1475
Northern Areas (DC)	2006	F	1819
Northern Areas (DC)	2006	M	1840
Northern Areas (DC)	2011	F	1796
Northern Areas (DC)	2011	M	1885
Northern Areas (DC)	2016	F	1809
Northern Areas (DC)	2016	M	1901
Northern Beaches (A)	2006	F	94100
Northern Beaches (A)	2006	M	88184
Northern Beaches (A)	2011	F	98295
Northern Beaches (A)	2011	M	92109
Northern Beaches (A)	2016	F	105183
Northern Beaches (A)	2016	M	97860
Northern Grampians (S)	2006	F	4861
Northern Grampians (S)	2006	M	4757
Northern Grampians (S)	2011	F	4930
Northern Grampians (S)	2011	M	4835
Northern Grampians (S)	2016	F	4966
Northern Grampians (S)	2016	M	4755
Northern Midlands (M)	2006	F	4793
Northern Midlands (M)	2006	M	4716
Northern Midlands (M)	2011	F	4977
Northern Midlands (M)	2011	M	4913
Northern Midlands (M)	2016	F	5366
Northern Midlands (M)	2016	M	5247
Northern Peninsula Area (R)	2006	F	624
Northern Peninsula Area (R)	2006	M	590
Northern Peninsula Area (R)	2011	F	768
Northern Peninsula Area (R)	2011	M	701
Northern Peninsula Area (R)	2016	F	940
Northern Peninsula Area (R)	2016	M	845
Norwood Payneham St Peters (C)	2006	F	15506
Norwood Payneham St Peters (C)	2006	M	13622
Norwood Payneham St Peters (C)	2011	F	15807
Norwood Payneham St Peters (C)	2011	M	14226
Norwood Payneham St Peters (C)	2016	F	15976
Norwood Payneham St Peters (C)	2016	M	14323
Nungarin (S)	2006	F	87
Nungarin (S)	2006	M	90
Nungarin (S)	2011	F	78
Nungarin (S)	2011	M	97
Nungarin (S)	2016	F	98
Nungarin (S)	2016	M	117
Oberon (A)	2006	F	1906
Oberon (A)	2006	M	2097
Oberon (A)	2011	F	1922
Oberon (A)	2011	M	2104
Oberon (A)	2016	F	2098
Oberon (A)	2016	M	2273
Onkaparinga (C)	2006	F	61250
Onkaparinga (C)	2006	M	58193
Onkaparinga (C)	2011	F	65983
Onkaparinga (C)	2011	M	62483
Onkaparinga (C)	2016	F	70016
Onkaparinga (C)	2016	M	65561
Orange (C)	2006	F	14329
Orange (C)	2006	M	13141
Orange (C)	2011	F	15395
Orange (C)	2011	M	14238
Orange (C)	2016	F	16645
Orange (C)	2016	M	15135
Orroroo/Carrieton (DC)	2006	F	390
Orroroo/Carrieton (DC)	2006	M	373
Orroroo/Carrieton (DC)	2011	F	369
Orroroo/Carrieton (DC)	2011	M	372
Orroroo/Carrieton (DC)	2016	F	370
Orroroo/Carrieton (DC)	2016	M	365
Palm Island (S)	2006	F	652
Palm Island (S)	2006	M	618
Palm Island (S)	2011	F	780
Palm Island (S)	2011	M	823
Palm Island (S)	2016	F	838
Palm Island (S)	2016	M	831
Palmerston (C)	2006	F	8372
Palmerston (C)	2006	M	8316
Palmerston (C)	2011	F	10136
Palmerston (C)	2011	M	10126
Palmerston (C)	2016	F	12475
Palmerston (C)	2016	M	12612
Parkes (A)	2006	F	5588
Parkes (A)	2006	M	5424
Parkes (A)	2011	F	5775
Parkes (A)	2011	M	5550
Parkes (A)	2016	F	5971
Parkes (A)	2016	M	5690
