LGA_NAME16	Year	SameAddress1YearAgo	Sex	persons
South Burnett (R)	2011		F	774
South Burnett (R)	2011		M	891
South Burnett (R)	2011	0	F	2573
South Burnett (R)	2011	0	M	2363
South Burnett (R)	2011	1	F	12248
South Burnett (R)	2011	1	M	12177
South Burnett (R)	2016		F	1438
South Burnett (R)	2016		M	1660
South Burnett (R)	2016	0	F	2459
South Burnett (R)	2016	0	M	2270
South Burnett (R)	2016	1	F	12174
South Burnett (R)	2016	1	M	12181
Southern Downs (R)	2006		F	853
Southern Downs (R)	2006		M	960
Southern Downs (R)	2006	0	F	2662
Southern Downs (R)	2006	0	M	2583
Southern Downs (R)	2006	1	F	12531
Southern Downs (R)	2006	1	M	12074
Southern Downs (R)	2011		F	857
Southern Downs (R)	2011		M	901
Southern Downs (R)	2011	0	F	2815
Southern Downs (R)	2011	0	M	2398
Southern Downs (R)	2011	1	F	13618
Southern Downs (R)	2011	1	M	13294
Southern Downs (R)	2016		F	1514
Southern Downs (R)	2016		M	1513
Southern Downs (R)	2016	0	F	2523
Southern Downs (R)	2016	0	M	2311
Southern Downs (R)	2016	1	F	13794
Southern Downs (R)	2016	1	M	13461
Sunshine Coast (R)	2006		F	6772
Sunshine Coast (R)	2006		M	7429
Sunshine Coast (R)	2006	0	F	24151
Sunshine Coast (R)	2006	0	M	22588
Sunshine Coast (R)	2006	1	F	87090
Sunshine Coast (R)	2006	1	M	81832
Sunshine Coast (R)	2011		F	6422
Sunshine Coast (R)	2011		M	7196
Sunshine Coast (R)	2011	0	F	24310
Sunshine Coast (R)	2011	0	M	21828
Sunshine Coast (R)	2011	1	F	102301
Sunshine Coast (R)	2011	1	M	95896
Sunshine Coast (R)	2016		F	13124
Sunshine Coast (R)	2016		M	12969
Sunshine Coast (R)	2016	0	F	28216
Sunshine Coast (R)	2016	0	M	25753
Sunshine Coast (R)	2016	1	F	111063
Sunshine Coast (R)	2016	1	M	103243
Tablelands (R)	2006		F	825
Tablelands (R)	2006		M	920
Tablelands (R)	2006	0	F	2073
Tablelands (R)	2006	0	M	1955
Tablelands (R)	2006	1	F	8602
Tablelands (R)	2006	1	M	8321
Tablelands (R)	2011		F	739
Tablelands (R)	2011		M	826
Tablelands (R)	2011	0	F	2024
Tablelands (R)	2011	0	M	1795
Tablelands (R)	2011	1	F	9269
Tablelands (R)	2011	1	M	9063
Tablelands (R)	2016		F	1281
Tablelands (R)	2016		M	1291
Tablelands (R)	2016	0	F	1799
Tablelands (R)	2016	0	M	1634
Tablelands (R)	2016	1	F	9537
Tablelands (R)	2016	1	M	9289
Toowoomba (R)	2006		F	3927
Toowoomba (R)	2006		M	4407
Toowoomba (R)	2006	0	F	14584
Toowoomba (R)	2006	0	M	13715
Toowoomba (R)	2006	1	F	54514
Toowoomba (R)	2006	1	M	51138
Toowoomba (R)	2011		F	4364
Toowoomba (R)	2011		M	4569
Toowoomba (R)	2011	0	F	13396
Toowoomba (R)	2011	0	M	12534
Toowoomba (R)	2011	1	F	59878
Toowoomba (R)	2011	1	M	56450
Toowoomba (R)	2016		F	7638
Toowoomba (R)	2016		M	7649
Toowoomba (R)	2016	0	F	13759
Toowoomba (R)	2016	0	M	12847
Toowoomba (R)	2016	1	F	61210
Toowoomba (R)	2016	1	M	57670
Torres (S)	2006		F	127
Torres (S)	2006		M	139
Torres (S)	2006	0	F	226
Torres (S)	2006	0	M	249
Torres (S)	2006	1	F	1259
Torres (S)	2006	1	M	1229
Torres (S)	2011		F	208
Torres (S)	2011		M	222
Torres (S)	2011	0	F	267
Torres (S)	2011	0	M	270
Torres (S)	2011	1	F	1157
Torres (S)	2011	1	M	1126
Torres (S)	2016		F	269
Torres (S)	2016		M	259
Torres (S)	2016	0	F	301
Torres (S)	2016	0	M	283
Torres (S)	2016	1	F	1256
Torres (S)	2016	1	M	1246
Torres Strait Island (R)	2006		F	99
Torres Strait Island (R)	2006		M	103
Torres Strait Island (R)	2006	0	F	241
Torres Strait Island (R)	2006	0	M	221
Torres Strait Island (R)	2006	1	F	1823
Torres Strait Island (R)	2006	1	M	1911
Torres Strait Island (R)	2011		F	104
Torres Strait Island (R)	2011		M	144
Torres Strait Island (R)	2011	0	F	183
Torres Strait Island (R)	2011	0	M	191
Torres Strait Island (R)	2011	1	F	1780
Torres Strait Island (R)	2011	1	M	1843
Torres Strait Island (R)	2016		F	132
Torres Strait Island (R)	2016		M	161
Torres Strait Island (R)	2016	0	F	283
Torres Strait Island (R)	2016	0	M	274
Torres Strait Island (R)	2016	1	F	1806
Torres Strait Island (R)	2016	1	M	1860
Townsville (C)	2006		F	5270
Townsville (C)	2006		M	6568
Townsville (C)	2006	0	F	17275
Townsville (C)	2006	0	M	17044
Townsville (C)	2006	1	F	54329
Townsville (C)	2006	1	M	54150
Townsville (C)	2011		F	6168
Townsville (C)	2011		M	7669
Townsville (C)	2011	0	F	17652
Townsville (C)	2011	0	M	16678
Townsville (C)	2011	1	F	63538
Townsville (C)	2011	1	M	62759
Townsville (C)	2016		F	9405
Townsville (C)	2016		M	11114
Townsville (C)	2016	0	F	17623
Townsville (C)	2016	0	M	16649
Townsville (C)	2016	1	F	66374
Townsville (C)	2016	1	M	65589
Weipa (T)	2006		F	146
Weipa (T)	2006		M	165
Weipa (T)	2006	0	F	357
Weipa (T)	2006	0	M	401
Weipa (T)	2006	1	F	781
Weipa (T)	2006	1	M	983
Weipa (T)	2011		F	174
Weipa (T)	2011		M	236
Weipa (T)	2011	0	F	420
Weipa (T)	2011	0	M	453
Weipa (T)	2011	1	F	966
Weipa (T)	2011	1	M	1088
Weipa (T)	2016		F	231
Weipa (T)	2016		M	273
Weipa (T)	2016	0	F	349
Weipa (T)	2016	0	M	412
Weipa (T)	2016	1	F	1226
Weipa (T)	2016	1	M	1412
Western Downs (R)	2006		F	1005
Western Downs (R)	2006		M	1031
Western Downs (R)	2006	0	F	2444
Western Downs (R)	2006	0	M	2506
Western Downs (R)	2006	1	F	10445
Western Downs (R)	2006	1	M	10978
Western Downs (R)	2011		F	1135
Western Downs (R)	2011		M	1467
Western Downs (R)	2011	0	F	2766
Western Downs (R)	2011	0	M	2862
Western Downs (R)	2011	1	F	11406
Western Downs (R)	2011	1	M	11953
Western Downs (R)	2016		F	2033
Western Downs (R)	2016		M	2339
Western Downs (R)	2016	0	F	2692
Western Downs (R)	2016	0	M	2653
Western Downs (R)	2016	1	F	11597
Western Downs (R)	2016	1	M	12136
Whitsunday (R)	2006		F	1405
Whitsunday (R)	2006		M	2094
Whitsunday (R)	2006	0	F	2909
Whitsunday (R)	2006	0	M	3144
Whitsunday (R)	2006	1	F	9495
Whitsunday (R)	2006	1	M	10288
Whitsunday (R)	2011		F	1480
Whitsunday (R)	2011		M	2196
Whitsunday (R)	2011	0	F	3060
Whitsunday (R)	2011	0	M	3108
Whitsunday (R)	2011	1	F	10342
Whitsunday (R)	2011	1	M	11238
Whitsunday (R)	2016		F	2306
Whitsunday (R)	2016		M	2754
Whitsunday (R)	2016	0	F	3088
Whitsunday (R)	2016	0	M	2949
Whitsunday (R)	2016	1	F	10890
Whitsunday (R)	2016	1	M	11792
Winton (S)	2006		F	51
Winton (S)	2006		M	109
Winton (S)	2006	0	F	106
Winton (S)	2006	0	M	103
Winton (S)	2006	1	F	477
Winton (S)	2006	1	M	533
Winton (S)	2011		F	31
Winton (S)	2011		M	36
Winton (S)	2011	0	F	80
Winton (S)	2011	0	M	99
Winton (S)	2011	1	F	517
Winton (S)	2011	1	M	572
Winton (S)	2016		F	67
Winton (S)	2016		M	64
Winton (S)	2016	0	F	62
Winton (S)	2016	0	M	85
Winton (S)	2016	1	F	409
Winton (S)	2016	1	M	441
Woorabinda (S)	2006		F	24
Woorabinda (S)	2006		M	27
Woorabinda (S)	2006	0	F	36
Woorabinda (S)	2006	0	M	27
Woorabinda (S)	2006	1	F	368
Woorabinda (S)	2006	1	M	369
Woorabinda (S)	2011		F	21
Woorabinda (S)	2011		M	13
Woorabinda (S)	2011	0	F	22
Woorabinda (S)	2011	0	M	32
Woorabinda (S)	2011	1	F	455
Woorabinda (S)	2011	1	M	403
Woorabinda (S)	2016		F	18
Woorabinda (S)	2016		M	32
Woorabinda (S)	2016	0	F	57
Woorabinda (S)	2016	0	M	53
Woorabinda (S)	2016	1	F	417
Woorabinda (S)	2016	1	M	385
Wujal Wujal (S)	2006		F	3
Wujal Wujal (S)	2006		M	6
Wujal Wujal (S)	2006	0	F	23
Wujal Wujal (S)	2006	0	M	23
Wujal Wujal (S)	2006	1	F	132
Wujal Wujal (S)	2006	1	M	144
Wujal Wujal (S)	2011		F	0
Wujal Wujal (S)	2011		M	7
Wujal Wujal (S)	2011	0	F	13
Wujal Wujal (S)	2011	0	M	10
Wujal Wujal (S)	2011	1	F	125
Wujal Wujal (S)	2011	1	M	117
Wujal Wujal (S)	2016		F	2
Wujal Wujal (S)	2016		M	8
Wujal Wujal (S)	2016	0	F	4
Wujal Wujal (S)	2016	0	M	3
Wujal Wujal (S)	2016	1	F	142
Wujal Wujal (S)	2016	1	M	120
Yarrabah (S)	2006		F	59
Yarrabah (S)	2006		M	62
Yarrabah (S)	2006	0	F	57
Yarrabah (S)	2006	0	M	49
Yarrabah (S)	2006	1	F	1094
Yarrabah (S)	2006	1	M	1053
Yarrabah (S)	2011		F	39
Yarrabah (S)	2011		M	47
Yarrabah (S)	2011	0	F	67
Yarrabah (S)	2011	0	M	64
Yarrabah (S)	2011	1	F	1102
Yarrabah (S)	2011	1	M	1092
Yarrabah (S)	2016		F	47
Yarrabah (S)	2016		M	54
Yarrabah (S)	2016	0	F	61
Yarrabah (S)	2016	0	M	55
Yarrabah (S)	2016	1	F	1170
Yarrabah (S)	2016	1	M	1169
No usual address (Qld)	2006	0	F	4065
No usual address (Qld)	2006	0	M	4779
No usual address (Qld)	2006	1	F	780
No usual address (Qld)	2006	1	M	1241
No usual address (Qld)	2011	0	F	3767
No usual address (Qld)	2011	0	M	4301
No usual address (Qld)	2011	1	F	903
No usual address (Qld)	2011	1	M	1478
No usual address (Qld)	2016	0	F	3312
No usual address (Qld)	2016	0	M	3598
No usual address (Qld)	2016	1	F	1127
No usual address (Qld)	2016	1	M	1610
Migratory - Offshore - Shipping (Qld)	2006	0	F	10
Migratory - Offshore - Shipping (Qld)	2006	0	M	32
Migratory - Offshore - Shipping (Qld)	2006	1	F	5
Migratory - Offshore - Shipping (Qld)	2006	1	M	45
Migratory - Offshore - Shipping (Qld)	2011	0	F	29
Migratory - Offshore - Shipping (Qld)	2011	0	M	48
Migratory - Offshore - Shipping (Qld)	2011	1	F	138
Migratory - Offshore - Shipping (Qld)	2011	1	M	176
Migratory - Offshore - Shipping (Qld)	2016	0	F	17
Migratory - Offshore - Shipping (Qld)	2016	0	M	6
Migratory - Offshore - Shipping (Qld)	2016	1	F	57
Migratory - Offshore - Shipping (Qld)	2016	1	M	52
Adelaide (C)	2006		F	965
Adelaide (C)	2006		M	1578
Adelaide (C)	2006	0	F	2404
Adelaide (C)	2006	0	M	2448
Adelaide (C)	2006	1	F	4538
Adelaide (C)	2006	1	M	4724
Adelaide (C)	2011		F	837
Adelaide (C)	2011		M	1368
Adelaide (C)	2011	0	F	2878
Adelaide (C)	2011	0	M	2848
Adelaide (C)	2011	1	F	5778
Adelaide (C)	2011	1	M	5933
Adelaide (C)	2016		F	1189
Adelaide (C)	2016		M	1696
Adelaide (C)	2016	0	F	3422
Adelaide (C)	2016	0	M	3312
Adelaide (C)	2016	1	F	6142
Adelaide (C)	2016	1	M	6302
Adelaide Hills (DC)	2006		F	874
Adelaide Hills (DC)	2006		M	921
Adelaide Hills (DC)	2006	0	F	1977
Adelaide Hills (DC)	2006	0	M	1925
Adelaide Hills (DC)	2006	1	F	15998
Adelaide Hills (DC)	2006	1	M	16164
Adelaide Hills (DC)	2011		F	754
Adelaide Hills (DC)	2011		M	847
Adelaide Hills (DC)	2011	0	F	1841
Adelaide Hills (DC)	2011	0	M	1775
Adelaide Hills (DC)	2011	1	F	16674
Adelaide Hills (DC)	2011	1	M	16738
Adelaide Hills (DC)	2016		F	1364
Adelaide Hills (DC)	2016		M	1439
Adelaide Hills (DC)	2016	0	F	1824
Adelaide Hills (DC)	2016	0	M	1705
Adelaide Hills (DC)	2016	1	F	16340
Adelaide Hills (DC)	2016	1	M	16194
Alexandrina (DC)	2006		F	778
Alexandrina (DC)	2006		M	817
Alexandrina (DC)	2006	0	F	1574
Alexandrina (DC)	2006	0	M	1511
Alexandrina (DC)	2006	1	F	8172
Alexandrina (DC)	2006	1	M	7860
Alexandrina (DC)	2011		F	452
Alexandrina (DC)	2011		M	481
Alexandrina (DC)	2011	0	F	1782
Alexandrina (DC)	2011	0	M	1610
Alexandrina (DC)	2011	1	F	9921
Alexandrina (DC)	2011	1	M	9454
Alexandrina (DC)	2016		F	1127
Alexandrina (DC)	2016		M	1098
Alexandrina (DC)	2016	0	F	1695
Alexandrina (DC)	2016	0	M	1497
Alexandrina (DC)	2016	1	F	10449
Alexandrina (DC)	2016	1	M	10006
Anangu Pitjantjatjara (AC)	2006		F	46
Anangu Pitjantjatjara (AC)	2006		M	45
Anangu Pitjantjatjara (AC)	2006	0	F	143
Anangu Pitjantjatjara (AC)	2006	0	M	147
Anangu Pitjantjatjara (AC)	2006	1	F	939
Anangu Pitjantjatjara (AC)	2006	1	M	910
Anangu Pitjantjatjara (AC)	2011		F	45
Anangu Pitjantjatjara (AC)	2011		M	48
Anangu Pitjantjatjara (AC)	2011	0	F	121
Anangu Pitjantjatjara (AC)	2011	0	M	95
Anangu Pitjantjatjara (AC)	2011	1	F	1077
Anangu Pitjantjatjara (AC)	2011	1	M	1054
Anangu Pitjantjatjara (AC)	2016		F	158
Anangu Pitjantjatjara (AC)	2016		M	119
Anangu Pitjantjatjara (AC)	2016	0	F	86
Anangu Pitjantjatjara (AC)	2016	0	M	72
Anangu Pitjantjatjara (AC)	2016	1	F	946
Anangu Pitjantjatjara (AC)	2016	1	M	889
Barossa (DC)	2006		F	410
Barossa (DC)	2006		M	432
Barossa (DC)	2006	0	F	1490
Barossa (DC)	2006	0	M	1383
Barossa (DC)	2006	1	F	8421
Barossa (DC)	2006	1	M	8416
Barossa (DC)	2011		F	445
Barossa (DC)	2011		M	480
Barossa (DC)	2011	0	F	1353
Barossa (DC)	2011	0	M	1376
Barossa (DC)	2011	1	F	9408
Barossa (DC)	2011	1	M	9112
Barossa (DC)	2016		F	826
Barossa (DC)	2016		M	849
Barossa (DC)	2016	0	F	1341
Barossa (DC)	2016	0	M	1226
Barossa (DC)	2016	1	F	9754
Barossa (DC)	2016	1	M	9563
Barunga West (DC)	2006		F	74
Barunga West (DC)	2006		M	89
Barunga West (DC)	2006	0	F	114
Barunga West (DC)	2006	0	M	114
Barunga West (DC)	2006	1	F	1045
Barunga West (DC)	2006	1	M	1101
Barunga West (DC)	2011		F	44
Barunga West (DC)	2011		M	64
Barunga West (DC)	2011	0	F	141
Barunga West (DC)	2011	0	M	134
Barunga West (DC)	2011	1	F	1010
Barunga West (DC)	2011	1	M	1065
Barunga West (DC)	2016		F	114
Barunga West (DC)	2016		M	137
Barunga West (DC)	2016	0	F	120
Barunga West (DC)	2016	0	M	101
Barunga West (DC)	2016	1	F	1000
Barunga West (DC)	2016	1	M	1069
Berri and Barmera (DC)	2006		F	313
Berri and Barmera (DC)	2006		M	332
Berri and Barmera (DC)	2006	0	F	833
Berri and Barmera (DC)	2006	0	M	794
Berri and Barmera (DC)	2006	1	F	4415
Berri and Barmera (DC)	2006	1	M	4244
Berri and Barmera (DC)	2011		F	293
Berri and Barmera (DC)	2011		M	314
Berri and Barmera (DC)	2011	0	F	688
Berri and Barmera (DC)	2011	0	M	668
Berri and Barmera (DC)	2011	1	F	4330
Berri and Barmera (DC)	2011	1	M	4274
Berri and Barmera (DC)	2016		F	467
Berri and Barmera (DC)	2016		M	491
Berri and Barmera (DC)	2016	0	F	619
Berri and Barmera (DC)	2016	0	M	621
Berri and Barmera (DC)	2016	1	F	4188
Berri and Barmera (DC)	2016	1	M	4156
Burnside (C)	2006		F	1092
Burnside (C)	2006		M	1084
Burnside (C)	2006	0	F	3105
Burnside (C)	2006	0	M	2695
Burnside (C)	2006	1	F	18069
Burnside (C)	2006	1	M	15909
Burnside (C)	2011		F	877
Burnside (C)	2011		M	877
Burnside (C)	2011	0	F	3053
Burnside (C)	2011	0	M	2620
Burnside (C)	2011	1	F	18342
Burnside (C)	2011	1	M	16424
Burnside (C)	2016		F	1509
Burnside (C)	2016		M	1427
Burnside (C)	2016	0	F	3141
Burnside (C)	2016	0	M	2871
Burnside (C)	2016	1	F	18535
Burnside (C)	2016	1	M	16425
Campbelltown (C) (SA)	2006		F	1153
Campbelltown (C) (SA)	2006		M	1119
Campbelltown (C) (SA)	2006	0	F	2928
Campbelltown (C) (SA)	2006	0	M	2635
Campbelltown (C) (SA)	2006	1	F	19839
Campbelltown (C) (SA)	2006	1	M	18486
Campbelltown (C) (SA)	2011		F	933
Campbelltown (C) (SA)	2011		M	929
Campbelltown (C) (SA)	2011	0	F	3024
Campbelltown (C) (SA)	2011	0	M	2735
Campbelltown (C) (SA)	2011	1	F	20989
Campbelltown (C) (SA)	2011	1	M	19552
Campbelltown (C) (SA)	2016		F	1619
Campbelltown (C) (SA)	2016		M	1581
Campbelltown (C) (SA)	2016	0	F	3158
Campbelltown (C) (SA)	2016	0	M	3073
Campbelltown (C) (SA)	2016	1	F	20998
Campbelltown (C) (SA)	2016	1	M	19732
Ceduna (DC)	2006		F	139
Ceduna (DC)	2006		M	179
Ceduna (DC)	2006	0	F	247
Ceduna (DC)	2006	0	M	226
Ceduna (DC)	2006	1	F	1375
Ceduna (DC)	2006	1	M	1401
Ceduna (DC)	2011		F	97
Ceduna (DC)	2011		M	98
Ceduna (DC)	2011	0	F	305
Ceduna (DC)	2011	0	M	299
Ceduna (DC)	2011	1	F	1328
Ceduna (DC)	2011	1	M	1355
Ceduna (DC)	2016		F	270
Ceduna (DC)	2016		M	268
Ceduna (DC)	2016	0	F	227
Ceduna (DC)	2016	0	M	196
Ceduna (DC)	2016	1	F	1219
Ceduna (DC)	2016	1	M	1233
Charles Sturt (C)	2006		F	2747
Charles Sturt (C)	2006		M	2915
Charles Sturt (C)	2006	0	F	6126
Charles Sturt (C)	2006	0	M	6013
Charles Sturt (C)	2006	1	F	42551
Charles Sturt (C)	2006	1	M	40179
Charles Sturt (C)	2011		F	2412
Charles Sturt (C)	2011		M	2727
Charles Sturt (C)	2011	0	F	6897
Charles Sturt (C)	2011	0	M	6644
Charles Sturt (C)	2011	1	F	44285
Charles Sturt (C)	2011	1	M	42012
Charles Sturt (C)	2016		F	4340
Charles Sturt (C)	2016		M	4513
Charles Sturt (C)	2016	0	F	7722
Charles Sturt (C)	2016	0	M	7547
Charles Sturt (C)	2016	1	F	45049
Charles Sturt (C)	2016	1	M	42590
Clare and Gilbert Valleys (DC)	2006		F	189
Clare and Gilbert Valleys (DC)	2006		M	213
Clare and Gilbert Valleys (DC)	2006	0	F	595
Clare and Gilbert Valleys (DC)	2006	0	M	567
Clare and Gilbert Valleys (DC)	2006	1	F	3305
Clare and Gilbert Valleys (DC)	2006	1	M	3277
Clare and Gilbert Valleys (DC)	2011		F	188
Clare and Gilbert Valleys (DC)	2011		M	192
Clare and Gilbert Valleys (DC)	2011	0	F	640
Clare and Gilbert Valleys (DC)	2011	0	M	580
Clare and Gilbert Valleys (DC)	2011	1	F	3579
Clare and Gilbert Valleys (DC)	2011	1	M	3566
Clare and Gilbert Valleys (DC)	2016		F	380
Clare and Gilbert Valleys (DC)	2016		M	371
Clare and Gilbert Valleys (DC)	2016	0	F	529
Clare and Gilbert Valleys (DC)	2016	0	M	509
Clare and Gilbert Valleys (DC)	2016	1	F	3622
Clare and Gilbert Valleys (DC)	2016	1	M	3608
Cleve (DC)	2006		F	45
Cleve (DC)	2006		M	58
Cleve (DC)	2006	0	F	93
Cleve (DC)	2006	0	M	105
Cleve (DC)	2006	1	F	823
Cleve (DC)	2006	1	M	911
Cleve (DC)	2011		F	34
Cleve (DC)	2011		M	33
Cleve (DC)	2011	0	F	80
Cleve (DC)	2011	0	M	104
Cleve (DC)	2011	1	F	741
Cleve (DC)	2011	1	M	801
Cleve (DC)	2016		F	73
Cleve (DC)	2016		M	85
Cleve (DC)	2016	0	F	84
Cleve (DC)	2016	0	M	83
Cleve (DC)	2016	1	F	686
Cleve (DC)	2016	1	M	757
Coober Pedy (DC)	2006		F	161
Coober Pedy (DC)	2006		M	174
Coober Pedy (DC)	2006	0	F	105
Coober Pedy (DC)	2006	0	M	136
Coober Pedy (DC)	2006	1	F	563
Coober Pedy (DC)	2006	1	M	771
Coober Pedy (DC)	2011		F	77
Coober Pedy (DC)	2011		M	98
Coober Pedy (DC)	2011	0	F	134
Coober Pedy (DC)	2011	0	M	139
Coober Pedy (DC)	2011	1	F	531
Coober Pedy (DC)	2011	1	M	716
Coober Pedy (DC)	2016		F	156
Coober Pedy (DC)	2016		M	148
Coober Pedy (DC)	2016	0	F	101
Coober Pedy (DC)	2016	0	M	115
Coober Pedy (DC)	2016	1	F	544
Coober Pedy (DC)	2016	1	M	699
Copper Coast (DC)	2006		F	289
Copper Coast (DC)	2006		M	281
Copper Coast (DC)	2006	0	F	988
Copper Coast (DC)	2006	0	M	943
Copper Coast (DC)	2006	1	F	4578
Copper Coast (DC)	2006	1	M	4365
Copper Coast (DC)	2011		F	253
Copper Coast (DC)	2011		M	280
Copper Coast (DC)	2011	0	F	1002
Copper Coast (DC)	2011	0	M	930
Copper Coast (DC)	2011	1	F	5338
Copper Coast (DC)	2011	1	M	5148
Copper Coast (DC)	2016		F	708
Copper Coast (DC)	2016		M	687
Copper Coast (DC)	2016	0	F	895
Copper Coast (DC)	2016	0	M	855
Copper Coast (DC)	2016	1	F	5497
Copper Coast (DC)	2016	1	M	5496
Elliston (DC)	2006		F	20
Elliston (DC)	2006		M	29
Elliston (DC)	2006	0	F	58
Elliston (DC)	2006	0	M	48
Elliston (DC)	2006	1	F	460
Elliston (DC)	2006	1	M	517
Elliston (DC)	2011		F	6
Elliston (DC)	2011		M	22
Elliston (DC)	2011	0	F	74
Elliston (DC)	2011	0	M	78
Elliston (DC)	2011	1	F	411
Elliston (DC)	2011	1	M	451
Elliston (DC)	2016		F	39
Elliston (DC)	2016		M	47
Elliston (DC)	2016	0	F	41
Elliston (DC)	2016	0	M	38
Elliston (DC)	2016	1	F	404
Elliston (DC)	2016	1	M	476
Flinders Ranges (DC)	2006		F	67
Flinders Ranges (DC)	2006		M	90
Flinders Ranges (DC)	2006	0	F	146
Flinders Ranges (DC)	2006	0	M	128
Flinders Ranges (DC)	2006	1	F	636
Flinders Ranges (DC)	2006	1	M	661
Flinders Ranges (DC)	2011		F	52
Flinders Ranges (DC)	2011		M	62
Flinders Ranges (DC)	2011	0	F	87
Flinders Ranges (DC)	2011	0	M	101
Flinders Ranges (DC)	2011	1	F	701
Flinders Ranges (DC)	2011	1	M	699
Flinders Ranges (DC)	2016		F	85
Flinders Ranges (DC)	2016		M	97
Flinders Ranges (DC)	2016	0	F	95
Flinders Ranges (DC)	2016	0	M	81
Flinders Ranges (DC)	2016	1	F	656
Flinders Ranges (DC)	2016	1	M	628
Franklin Harbour (DC)	2006		F	24
Franklin Harbour (DC)	2006		M	17
Franklin Harbour (DC)	2006	0	F	103
Franklin Harbour (DC)	2006	0	M	100
Franklin Harbour (DC)	2006	1	F	440
Franklin Harbour (DC)	2006	1	M	459
Franklin Harbour (DC)	2011		F	53
Franklin Harbour (DC)	2011		M	55
Franklin Harbour (DC)	2011	0	F	92
Franklin Harbour (DC)	2011	0	M	78
Franklin Harbour (DC)	2011	1	F	448
Franklin Harbour (DC)	2011	1	M	489
Franklin Harbour (DC)	2016		F	66
Franklin Harbour (DC)	2016		M	88
Franklin Harbour (DC)	2016	0	F	55
Franklin Harbour (DC)	2016	0	M	63
Franklin Harbour (DC)	2016	1	F	487
Franklin Harbour (DC)	2016	1	M	534
Gawler (T)	2006		F	501
Gawler (T)	2006		M	507
Gawler (T)	2006	0	F	1500
Gawler (T)	2006	0	M	1376
Gawler (T)	2006	1	F	7790
Gawler (T)	2006	1	M	7239
Gawler (T)	2011		F	518
Gawler (T)	2011		M	514
Gawler (T)	2011	0	F	1488
Gawler (T)	2011	0	M	1307
Gawler (T)	2011	1	F	8659
Gawler (T)	2011	1	M	8050
Gawler (T)	2016		F	1031
Gawler (T)	2016		M	1010
Gawler (T)	2016	0	F	1836
Gawler (T)	2016	0	M	1625
Gawler (T)	2016	1	F	9070
Gawler (T)	2016	1	M	8463
Goyder (DC)	2006		F	112
Goyder (DC)	2006		M	94
Goyder (DC)	2006	0	F	286
Goyder (DC)	2006	0	M	266
Goyder (DC)	2006	1	F	1681
Goyder (DC)	2006	1	M	1746
Goyder (DC)	2011		F	87
Goyder (DC)	2011		M	103
Goyder (DC)	2011	0	F	226
Goyder (DC)	2011	0	M	219
Goyder (DC)	2011	1	F	1757
Goyder (DC)	2011	1	M	1769
Goyder (DC)	2016		F	183
Goyder (DC)	2016		M	200
Goyder (DC)	2016	0	F	210
Goyder (DC)	2016	0	M	186
Goyder (DC)	2016	1	F	1666
Goyder (DC)	2016	1	M	1693
Grant (DC)	2006		F	142
Grant (DC)	2006		M	280
Grant (DC)	2006	0	F	383
Grant (DC)	2006	0	M	349
Grant (DC)	2006	1	F	2940
Grant (DC)	2006	1	M	3184
Grant (DC)	2011		F	134
Grant (DC)	2011		M	323
Grant (DC)	2011	0	F	325
Grant (DC)	2011	0	M	349
Grant (DC)	2011	1	F	3251
Grant (DC)	2011	1	M	3472
Grant (DC)	2016		F	290
Grant (DC)	2016		M	767
Grant (DC)	2016	0	F	349
Grant (DC)	2016	0	M	362
Grant (DC)	2016	1	F	3051
Grant (DC)	2016	1	M	3378
Holdfast Bay (C)	2006		F	842
Holdfast Bay (C)	2006		M	917
Holdfast Bay (C)	2006	0	F	3019
Holdfast Bay (C)	2006	0	M	2716
Holdfast Bay (C)	2006	1	F	13755
Holdfast Bay (C)	2006	1	M	12056
Holdfast Bay (C)	2011		F	1014
Holdfast Bay (C)	2011		M	958
Holdfast Bay (C)	2011	0	F	2805
Holdfast Bay (C)	2011	0	M	2659
Holdfast Bay (C)	2011	1	F	14336
Holdfast Bay (C)	2011	1	M	12834
Holdfast Bay (C)	2016		F	1636
Holdfast Bay (C)	2016		M	1530
Holdfast Bay (C)	2016	0	F	2649
Holdfast Bay (C)	2016	0	M	2476
Holdfast Bay (C)	2016	1	F	14229
Holdfast Bay (C)	2016	1	M	12841
Kangaroo Island (DC)	2006		F	117
Kangaroo Island (DC)	2006		M	162
Kangaroo Island (DC)	2006	0	F	315
Kangaroo Island (DC)	2006	0	M	297
Kangaroo Island (DC)	2006	1	F	1643
Kangaroo Island (DC)	2006	1	M	1725
Kangaroo Island (DC)	2011		F	107
Kangaroo Island (DC)	2011		M	122
Kangaroo Island (DC)	2011	0	F	315
Kangaroo Island (DC)	2011	0	M	299
Kangaroo Island (DC)	2011	1	F	1736
Kangaroo Island (DC)	2011	1	M	1838
Kangaroo Island (DC)	2016		F	243
Kangaroo Island (DC)	2016		M	278
Kangaroo Island (DC)	2016	0	F	285
Kangaroo Island (DC)	2016	0	M	286
Kangaroo Island (DC)	2016	1	F	1769
Kangaroo Island (DC)	2016	1	M	1841
Karoonda East Murray (DC)	2006		F	32
Karoonda East Murray (DC)	2006		M	16
Karoonda East Murray (DC)	2006	0	F	55
Karoonda East Murray (DC)	2006	0	M	65
Karoonda East Murray (DC)	2006	1	F	489
Karoonda East Murray (DC)	2006	1	M	510
Karoonda East Murray (DC)	2011		F	26
Karoonda East Murray (DC)	2011		M	25
