LGA_NAME16	Year	Age	persons
Peppermint Grove (S)	2016	85+	41
Perenjori (S)	2006	0-4	45
Perenjori (S)	2006	5-14	98
Perenjori (S)	2006	15-19	14
Perenjori (S)	2006	20-24	19
Perenjori (S)	2006	25-34	52
Perenjori (S)	2006	35-44	102
Perenjori (S)	2006	45-54	109
Perenjori (S)	2006	55-64	45
Perenjori (S)	2006	65-74	21
Perenjori (S)	2006	75-84	18
Perenjori (S)	2006	85+	3
Perenjori (S)	2011	0-4	37
Perenjori (S)	2011	5-14	83
Perenjori (S)	2011	15-19	25
Perenjori (S)	2011	20-24	53
Perenjori (S)	2011	25-34	201
Perenjori (S)	2011	35-44	162
Perenjori (S)	2011	45-54	157
Perenjori (S)	2011	55-64	117
Perenjori (S)	2011	65-74	37
Perenjori (S)	2011	75-84	22
Perenjori (S)	2011	85+	3
Perenjori (S)	2016	0-4	37
Perenjori (S)	2016	5-14	50
Perenjori (S)	2016	15-19	19
Perenjori (S)	2016	20-24	22
Perenjori (S)	2016	25-34	117
Perenjori (S)	2016	35-44	85
Perenjori (S)	2016	45-54	114
Perenjori (S)	2016	55-64	101
Perenjori (S)	2016	65-74	44
Perenjori (S)	2016	75-84	13
Perenjori (S)	2016	85+	8
Perth (C)	2006	0-4	238
Perth (C)	2006	5-14	299
Perth (C)	2006	15-19	723
Perth (C)	2006	20-24	1958
Perth (C)	2006	25-34	2689
Perth (C)	2006	35-44	1568
Perth (C)	2006	45-54	1495
Perth (C)	2006	55-64	1378
Perth (C)	2006	65-74	684
Perth (C)	2006	75-84	347
Perth (C)	2006	85+	105
Perth (C)	2011	0-4	491
Perth (C)	2011	5-14	366
Perth (C)	2011	15-19	642
Perth (C)	2011	20-24	2217
Perth (C)	2011	25-34	5742
Perth (C)	2011	35-44	2238
Perth (C)	2011	45-54	1829
Perth (C)	2011	55-64	1775
Perth (C)	2011	65-74	933
Perth (C)	2011	75-84	368
Perth (C)	2011	85+	123
Perth (C)	2016	0-4	670
Perth (C)	2016	5-14	469
Perth (C)	2016	15-19	887
Perth (C)	2016	20-24	2841
Perth (C)	2016	25-34	7763
Perth (C)	2016	35-44	3078
Perth (C)	2016	45-54	2072
Perth (C)	2016	55-64	1906
Perth (C)	2016	65-74	1369
Perth (C)	2016	75-84	584
Perth (C)	2016	85+	160
Pingelly (S)	2006	0-4	77
Pingelly (S)	2006	5-14	172
Pingelly (S)	2006	15-19	57
Pingelly (S)	2006	20-24	47
Pingelly (S)	2006	25-34	107
Pingelly (S)	2006	35-44	149
Pingelly (S)	2006	45-54	178
Pingelly (S)	2006	55-64	173
Pingelly (S)	2006	65-74	126
Pingelly (S)	2006	75-84	61
Pingelly (S)	2006	85+	21
Pingelly (S)	2011	0-4	69
Pingelly (S)	2011	5-14	181
Pingelly (S)	2011	15-19	46
Pingelly (S)	2011	20-24	52
Pingelly (S)	2011	25-34	104
Pingelly (S)	2011	35-44	134
Pingelly (S)	2011	45-54	169
Pingelly (S)	2011	55-64	177
Pingelly (S)	2011	65-74	141
Pingelly (S)	2011	75-84	67
Pingelly (S)	2011	85+	24
Pingelly (S)	2016	0-4	57
Pingelly (S)	2016	5-14	140
Pingelly (S)	2016	15-19	49
Pingelly (S)	2016	20-24	42
Pingelly (S)	2016	25-34	99
Pingelly (S)	2016	35-44	100
Pingelly (S)	2016	45-54	161
Pingelly (S)	2016	55-64	218
Pingelly (S)	2016	65-74	166
Pingelly (S)	2016	75-84	91
Pingelly (S)	2016	85+	24
Plantagenet (S)	2006	0-4	262
Plantagenet (S)	2006	5-14	722
Plantagenet (S)	2006	15-19	277
Plantagenet (S)	2006	20-24	155
Plantagenet (S)	2006	25-34	433
Plantagenet (S)	2006	35-44	675
Plantagenet (S)	2006	45-54	702
Plantagenet (S)	2006	55-64	618
Plantagenet (S)	2006	65-74	361
Plantagenet (S)	2006	75-84	201
Plantagenet (S)	2006	85+	61
Plantagenet (S)	2011	0-4	315
Plantagenet (S)	2011	5-14	638
Plantagenet (S)	2011	15-19	305
Plantagenet (S)	2011	20-24	210
Plantagenet (S)	2011	25-34	446
Plantagenet (S)	2011	35-44	627
Plantagenet (S)	2011	45-54	780
Plantagenet (S)	2011	55-64	756
Plantagenet (S)	2011	65-74	491
Plantagenet (S)	2011	75-84	222
Plantagenet (S)	2011	85+	86
Plantagenet (S)	2016	0-4	258
Plantagenet (S)	2016	5-14	633
Plantagenet (S)	2016	15-19	298
Plantagenet (S)	2016	20-24	205
Plantagenet (S)	2016	25-34	413
Plantagenet (S)	2016	35-44	605
Plantagenet (S)	2016	45-54	802
Plantagenet (S)	2016	55-64	812
Plantagenet (S)	2016	65-74	666
Plantagenet (S)	2016	75-84	299
Plantagenet (S)	2016	85+	97
Port Hedland (T)	2006	0-4	1010
Port Hedland (T)	2006	5-14	1952
Port Hedland (T)	2006	15-19	822
Port Hedland (T)	2006	20-24	853
Port Hedland (T)	2006	25-34	2099
Port Hedland (T)	2006	35-44	2087
Port Hedland (T)	2006	45-54	1783
Port Hedland (T)	2006	55-64	964
Port Hedland (T)	2006	65-74	251
Port Hedland (T)	2006	75-84	94
Port Hedland (T)	2006	85+	31
Port Hedland (T)	2011	0-4	1254
Port Hedland (T)	2011	5-14	1950
Port Hedland (T)	2011	15-19	825
Port Hedland (T)	2011	20-24	1288
Port Hedland (T)	2011	25-34	3235
Port Hedland (T)	2011	35-44	2657
Port Hedland (T)	2011	45-54	2241
Port Hedland (T)	2011	55-64	1210
Port Hedland (T)	2011	65-74	281
Port Hedland (T)	2011	75-84	74
Port Hedland (T)	2011	85+	30
Port Hedland (T)	2016	0-4	1374
Port Hedland (T)	2016	5-14	2055
Port Hedland (T)	2016	15-19	685
Port Hedland (T)	2016	20-24	898
Port Hedland (T)	2016	25-34	3280
Port Hedland (T)	2016	35-44	2418
Port Hedland (T)	2016	45-54	2042
Port Hedland (T)	2016	55-64	1229
Port Hedland (T)	2016	65-74	355
Port Hedland (T)	2016	75-84	104
Port Hedland (T)	2016	85+	34
Quairading (S)	2006	0-4	65
Quairading (S)	2006	5-14	162
Quairading (S)	2006	15-19	27
Quairading (S)	2006	20-24	52
Quairading (S)	2006	25-34	87
Quairading (S)	2006	35-44	146
Quairading (S)	2006	45-54	180
Quairading (S)	2006	55-64	117
Quairading (S)	2006	65-74	110
Quairading (S)	2006	75-84	61
Quairading (S)	2006	85+	17
Quairading (S)	2011	0-4	67
Quairading (S)	2011	5-14	141
Quairading (S)	2011	15-19	21
Quairading (S)	2011	20-24	28
Quairading (S)	2011	25-34	85
Quairading (S)	2011	35-44	124
Quairading (S)	2011	45-54	172
Quairading (S)	2011	55-64	176
Quairading (S)	2011	65-74	125
Quairading (S)	2011	75-84	73
Quairading (S)	2011	85+	28
Quairading (S)	2016	0-4	57
Quairading (S)	2016	5-14	116
Quairading (S)	2016	15-19	36
Quairading (S)	2016	20-24	30
Quairading (S)	2016	25-34	93
Quairading (S)	2016	35-44	80
Quairading (S)	2016	45-54	151
Quairading (S)	2016	55-64	196
Quairading (S)	2016	65-74	145
Quairading (S)	2016	75-84	89
Quairading (S)	2016	85+	27
Ravensthorpe (S)	2006	0-4	146
Ravensthorpe (S)	2006	5-14	215
Ravensthorpe (S)	2006	15-19	49
Ravensthorpe (S)	2006	20-24	109
Ravensthorpe (S)	2006	25-34	329
Ravensthorpe (S)	2006	35-44	339
Ravensthorpe (S)	2006	45-54	323
Ravensthorpe (S)	2006	55-64	272
Ravensthorpe (S)	2006	65-74	123
Ravensthorpe (S)	2006	75-84	39
Ravensthorpe (S)	2006	85+	8
Ravensthorpe (S)	2011	0-4	185
Ravensthorpe (S)	2011	5-14	296
Ravensthorpe (S)	2011	15-19	45
Ravensthorpe (S)	2011	20-24	90
Ravensthorpe (S)	2011	25-34	324
Ravensthorpe (S)	2011	35-44	321
Ravensthorpe (S)	2011	45-54	327
Ravensthorpe (S)	2011	55-64	260
Ravensthorpe (S)	2011	65-74	189
Ravensthorpe (S)	2011	75-84	81
Ravensthorpe (S)	2011	85+	11
Ravensthorpe (S)	2016	0-4	103
Ravensthorpe (S)	2016	5-14	203
Ravensthorpe (S)	2016	15-19	39
Ravensthorpe (S)	2016	20-24	60
Ravensthorpe (S)	2016	25-34	217
Ravensthorpe (S)	2016	35-44	229
Ravensthorpe (S)	2016	45-54	241
Ravensthorpe (S)	2016	55-64	269
Ravensthorpe (S)	2016	65-74	255
Ravensthorpe (S)	2016	75-84	90
Ravensthorpe (S)	2016	85+	16
Rockingham (C)	2006	0-4	5977
Rockingham (C)	2006	5-14	13545
Rockingham (C)	2006	15-19	6225
Rockingham (C)	2006	20-24	5339
Rockingham (C)	2006	25-34	10520
Rockingham (C)	2006	35-44	13257
Rockingham (C)	2006	45-54	10774
Rockingham (C)	2006	55-64	8282
Rockingham (C)	2006	65-74	5901
Rockingham (C)	2006	75-84	3518
Rockingham (C)	2006	85+	961
Rockingham (C)	2011	0-4	8324
Rockingham (C)	2011	5-14	15364
Rockingham (C)	2011	15-19	7846
Rockingham (C)	2011	20-24	7111
Rockingham (C)	2011	25-34	13629
Rockingham (C)	2011	35-44	15751
Rockingham (C)	2011	45-54	14139
Rockingham (C)	2011	55-64	9927
Rockingham (C)	2011	65-74	6806
Rockingham (C)	2011	75-84	3983
Rockingham (C)	2011	85+	1225
Rockingham (C)	2016	0-4	9411
Rockingham (C)	2016	5-14	18499
Rockingham (C)	2016	15-19	8213
Rockingham (C)	2016	20-24	8510
Rockingham (C)	2016	25-34	18227
Rockingham (C)	2016	35-44	17195
Rockingham (C)	2016	45-54	17215
Rockingham (C)	2016	55-64	12412
Rockingham (C)	2016	65-74	8850
Rockingham (C)	2016	75-84	4857
Rockingham (C)	2016	85+	1712
Sandstone (S)	2006	0-4	8
Sandstone (S)	2006	5-14	11
Sandstone (S)	2006	15-19	3
Sandstone (S)	2006	20-24	5
Sandstone (S)	2006	25-34	12
Sandstone (S)	2006	35-44	16
Sandstone (S)	2006	45-54	21
Sandstone (S)	2006	55-64	28
Sandstone (S)	2006	65-74	8
Sandstone (S)	2006	75-84	0
Sandstone (S)	2006	85+	3
Sandstone (S)	2011	0-4	4
Sandstone (S)	2011	5-14	10
Sandstone (S)	2011	15-19	4
Sandstone (S)	2011	20-24	8
Sandstone (S)	2011	25-34	6
Sandstone (S)	2011	35-44	9
Sandstone (S)	2011	45-54	27
Sandstone (S)	2011	55-64	28
Sandstone (S)	2011	65-74	17
Sandstone (S)	2011	75-84	0
Sandstone (S)	2011	85+	0
Sandstone (S)	2016	0-4	0
Sandstone (S)	2016	5-14	0
Sandstone (S)	2016	15-19	0
Sandstone (S)	2016	20-24	0
Sandstone (S)	2016	25-34	0
Sandstone (S)	2016	35-44	9
Sandstone (S)	2016	45-54	20
Sandstone (S)	2016	55-64	28
Sandstone (S)	2016	65-74	23
Sandstone (S)	2016	75-84	6
Sandstone (S)	2016	85+	0
Serpentine-Jarrahdale (S)	2006	0-4	790
Serpentine-Jarrahdale (S)	2006	5-14	2219
Serpentine-Jarrahdale (S)	2006	15-19	997
Serpentine-Jarrahdale (S)	2006	20-24	572
Serpentine-Jarrahdale (S)	2006	25-34	1323
Serpentine-Jarrahdale (S)	2006	35-44	2260
Serpentine-Jarrahdale (S)	2006	45-54	2008
Serpentine-Jarrahdale (S)	2006	55-64	1582
Serpentine-Jarrahdale (S)	2006	65-74	719
Serpentine-Jarrahdale (S)	2006	75-84	325
Serpentine-Jarrahdale (S)	2006	85+	91
Serpentine-Jarrahdale (S)	2011	0-4	1347
Serpentine-Jarrahdale (S)	2011	5-14	2831
Serpentine-Jarrahdale (S)	2011	15-19	1288
Serpentine-Jarrahdale (S)	2011	20-24	1125
Serpentine-Jarrahdale (S)	2011	25-34	2060
Serpentine-Jarrahdale (S)	2011	35-44	2831
Serpentine-Jarrahdale (S)	2011	45-54	2620
Serpentine-Jarrahdale (S)	2011	55-64	2037
Serpentine-Jarrahdale (S)	2011	65-74	1063
Serpentine-Jarrahdale (S)	2011	75-84	410
Serpentine-Jarrahdale (S)	2011	85+	129
Serpentine-Jarrahdale (S)	2016	0-4	2325
Serpentine-Jarrahdale (S)	2016	5-14	4076
Serpentine-Jarrahdale (S)	2016	15-19	1701
Serpentine-Jarrahdale (S)	2016	20-24	1790
Serpentine-Jarrahdale (S)	2016	25-34	4460
Serpentine-Jarrahdale (S)	2016	35-44	3731
Serpentine-Jarrahdale (S)	2016	45-54	3696
Serpentine-Jarrahdale (S)	2016	55-64	2614
Serpentine-Jarrahdale (S)	2016	65-74	1612
Serpentine-Jarrahdale (S)	2016	75-84	644
Serpentine-Jarrahdale (S)	2016	85+	189
Shark Bay (S)	2006	0-4	52
Shark Bay (S)	2006	5-14	80
Shark Bay (S)	2006	15-19	32
Shark Bay (S)	2006	20-24	43
Shark Bay (S)	2006	25-34	103
Shark Bay (S)	2006	35-44	122
Shark Bay (S)	2006	45-54	151
Shark Bay (S)	2006	55-64	161
Shark Bay (S)	2006	65-74	71
Shark Bay (S)	2006	75-84	49
Shark Bay (S)	2006	85+	3
Shark Bay (S)	2011	0-4	58
Shark Bay (S)	2011	5-14	87
Shark Bay (S)	2011	15-19	12
Shark Bay (S)	2011	20-24	28
Shark Bay (S)	2011	25-34	115
Shark Bay (S)	2011	35-44	119
Shark Bay (S)	2011	45-54	122
Shark Bay (S)	2011	55-64	162
Shark Bay (S)	2011	65-74	91
Shark Bay (S)	2011	75-84	45
Shark Bay (S)	2011	85+	8
Shark Bay (S)	2016	0-4	74
Shark Bay (S)	2016	5-14	92
Shark Bay (S)	2016	15-19	15
Shark Bay (S)	2016	20-24	39
Shark Bay (S)	2016	25-34	127
Shark Bay (S)	2016	35-44	132
Shark Bay (S)	2016	45-54	123
Shark Bay (S)	2016	55-64	149
Shark Bay (S)	2016	65-74	142
Shark Bay (S)	2016	75-84	31
Shark Bay (S)	2016	85+	14
South Perth (C)	2006	0-4	1771
South Perth (C)	2006	5-14	3648
South Perth (C)	2006	15-19	2918
South Perth (C)	2006	20-24	4244
South Perth (C)	2006	25-34	5901
South Perth (C)	2006	35-44	5086
South Perth (C)	2006	45-54	5374
South Perth (C)	2006	55-64	4265
South Perth (C)	2006	65-74	2165
South Perth (C)	2006	75-84	1996
South Perth (C)	2006	85+	996
South Perth (C)	2011	0-4	2073
South Perth (C)	2011	5-14	3766
South Perth (C)	2011	15-19	2703
South Perth (C)	2011	20-24	4256
South Perth (C)	2011	25-34	6846
South Perth (C)	2011	35-44	5296
South Perth (C)	2011	45-54	5284
South Perth (C)	2011	55-64	5019
South Perth (C)	2011	65-74	2668
South Perth (C)	2011	75-84	1725
South Perth (C)	2011	85+	1108
South Perth (C)	2016	0-4	1973
South Perth (C)	2016	5-14	4129
South Perth (C)	2016	15-19	2652
South Perth (C)	2016	20-24	3671
South Perth (C)	2016	25-34	7116
South Perth (C)	2016	35-44	5412
South Perth (C)	2016	45-54	5261
South Perth (C)	2016	55-64	5157
South Perth (C)	2016	65-74	3662
South Perth (C)	2016	75-84	1828
South Perth (C)	2016	85+	1136
Stirling (C)	2006	0-4	10108
Stirling (C)	2006	5-14	19196
Stirling (C)	2006	15-19	10964
Stirling (C)	2006	20-24	13590
Stirling (C)	2006	25-34	27252
Stirling (C)	2006	35-44	25799
Stirling (C)	2006	45-54	23423
Stirling (C)	2006	55-64	18943
Stirling (C)	2006	65-74	13628
Stirling (C)	2006	75-84	9792
Stirling (C)	2006	85+	3414
Stirling (C)	2011	0-4	12329
Stirling (C)	2011	5-14	20700
Stirling (C)	2011	15-19	10972
Stirling (C)	2011	20-24	14950
Stirling (C)	2011	25-34	34147
Stirling (C)	2011	35-44	28468
Stirling (C)	2011	45-54	24581
Stirling (C)	2011	55-64	20974
Stirling (C)	2011	65-74	14410
Stirling (C)	2011	75-84	9955
Stirling (C)	2011	85+	4216
Stirling (C)	2016	0-4	13027
Stirling (C)	2016	5-14	22368
Stirling (C)	2016	15-19	10760
Stirling (C)	2016	20-24	13388
Stirling (C)	2016	25-34	39529
Stirling (C)	2016	35-44	30306
Stirling (C)	2016	45-54	26142
Stirling (C)	2016	55-64	22214
Stirling (C)	2016	65-74	16710
Stirling (C)	2016	75-84	10865
Stirling (C)	2016	85+	4902
Subiaco (C)	2006	0-4	792
Subiaco (C)	2006	5-14	1273
Subiaco (C)	2006	15-19	1131
Subiaco (C)	2006	20-24	1880
Subiaco (C)	2006	25-34	2850
Subiaco (C)	2006	35-44	2327
Subiaco (C)	2006	45-54	2149
Subiaco (C)	2006	55-64	1959
Subiaco (C)	2006	65-74	1055
Subiaco (C)	2006	75-84	694
Subiaco (C)	2006	85+	284
Subiaco (C)	2011	0-4	919
Subiaco (C)	2011	5-14	1492
Subiaco (C)	2011	15-19	990
Subiaco (C)	2011	20-24	1811
Subiaco (C)	2011	25-34	3330
Subiaco (C)	2011	35-44	2346
Subiaco (C)	2011	45-54	2142
Subiaco (C)	2011	55-64	2126
Subiaco (C)	2011	65-74	1366
Subiaco (C)	2011	75-84	719
Subiaco (C)	2011	85+	321
Subiaco (C)	2016	0-4	1011
Subiaco (C)	2016	5-14	1842
Subiaco (C)	2016	15-19	1042
Subiaco (C)	2016	20-24	1780
Subiaco (C)	2016	25-34	3592
Subiaco (C)	2016	35-44	2586
Subiaco (C)	2016	45-54	2194
Subiaco (C)	2016	55-64	2089
Subiaco (C)	2016	65-74	1786
Subiaco (C)	2016	75-84	994
Subiaco (C)	2016	85+	435
Swan (C)	2006	0-4	7148
Swan (C)	2006	5-14	15279
Swan (C)	2006	15-19	7110
Swan (C)	2006	20-24	6024
Swan (C)	2006	25-34	12961
Swan (C)	2006	35-44	15342
Swan (C)	2006	45-54	12702
Swan (C)	2006	55-64	8639
Swan (C)	2006	65-74	4711
Swan (C)	2006	75-84	2622
Swan (C)	2006	85+	746
Swan (C)	2011	0-4	8119
Swan (C)	2011	5-14	16329
Swan (C)	2011	15-19	8133
Swan (C)	2011	20-24	7404
Swan (C)	2011	25-34	15013
Swan (C)	2011	35-44	16971
Swan (C)	2011	45-54	15376
Swan (C)	2011	55-64	10929
Swan (C)	2011	65-74	6130
Swan (C)	2011	75-84	3049
Swan (C)	2011	85+	1005
Swan (C)	2016	0-4	10048
Swan (C)	2016	5-14	18944
Swan (C)	2016	15-19	9014
Swan (C)	2016	20-24	9391
Swan (C)	2016	25-34	21137
Swan (C)	2016	35-44	19341
Swan (C)	2016	45-54	18461
Swan (C)	2016	55-64	13699
Swan (C)	2016	65-74	8463
Swan (C)	2016	75-84	3968
Swan (C)	2016	85+	1381
Tammin (S)	2006	0-4	37
Tammin (S)	2006	5-14	69
Tammin (S)	2006	15-19	11
Tammin (S)	2006	20-24	9
Tammin (S)	2006	25-34	45
Tammin (S)	2006	35-44	69
Tammin (S)	2006	45-54	57
Tammin (S)	2006	55-64	43
Tammin (S)	2006	65-74	29
Tammin (S)	2006	75-84	18
Tammin (S)	2006	85+	5
Tammin (S)	2011	0-4	36
Tammin (S)	2011	5-14	71
Tammin (S)	2011	15-19	11
Tammin (S)	2011	20-24	14
Tammin (S)	2011	25-34	37
Tammin (S)	2011	35-44	46
Tammin (S)	2011	45-54	81
Tammin (S)	2011	55-64	47
Tammin (S)	2011	65-74	29
Tammin (S)	2011	75-84	22
Tammin (S)	2011	85+	6
Tammin (S)	2016	0-4	28
Tammin (S)	2016	5-14	70
Tammin (S)	2016	15-19	15
Tammin (S)	2016	20-24	22
Tammin (S)	2016	25-34	47
Tammin (S)	2016	35-44	55
Tammin (S)	2016	45-54	64
Tammin (S)	2016	55-64	53
Tammin (S)	2016	65-74	38
Tammin (S)	2016	75-84	16
Tammin (S)	2016	85+	3
Three Springs (S)	2006	0-4	66
Three Springs (S)	2006	5-14	86
Three Springs (S)	2006	15-19	25
Three Springs (S)	2006	20-24	46
Three Springs (S)	2006	25-34	81
Three Springs (S)	2006	35-44	106
Three Springs (S)	2006	45-54	99
Three Springs (S)	2006	55-64	85
Three Springs (S)	2006	65-74	33
Three Springs (S)	2006	75-84	32
Three Springs (S)	2006	85+	7
Three Springs (S)	2011	0-4	68
Three Springs (S)	2011	5-14	84
Three Springs (S)	2011	15-19	14
Three Springs (S)	2011	20-24	27
Three Springs (S)	2011	25-34	75
Three Springs (S)	2011	35-44	78
Three Springs (S)	2011	45-54	88
Three Springs (S)	2011	55-64	100
Three Springs (S)	2011	65-74	42
Three Springs (S)	2011	75-84	32
Three Springs (S)	2011	85+	13
Three Springs (S)	2016	0-4	50
Three Springs (S)	2016	5-14	99
Three Springs (S)	2016	15-19	14
Three Springs (S)	2016	20-24	26
Three Springs (S)	2016	25-34	73
Three Springs (S)	2016	35-44	68
Three Springs (S)	2016	45-54	68
Three Springs (S)	2016	55-64	87
Three Springs (S)	2016	65-74	76
Three Springs (S)	2016	75-84	18
Three Springs (S)	2016	85+	17
Toodyay (S)	2006	0-4	222
Toodyay (S)	2006	5-14	643
Toodyay (S)	2006	15-19	232
Toodyay (S)	2006	20-24	111
Toodyay (S)	2006	25-34	310
Toodyay (S)	2006	35-44	627
Toodyay (S)	2006	45-54	711
Toodyay (S)	2006	55-64	720
Toodyay (S)	2006	65-74	365
Toodyay (S)	2006	75-84	135
Toodyay (S)	2006	85+	26
Toodyay (S)	2011	0-4	210
Toodyay (S)	2011	5-14	581
Toodyay (S)	2011	15-19	272
Toodyay (S)	2011	20-24	153
Toodyay (S)	2011	25-34	286
Toodyay (S)	2011	35-44	547
Toodyay (S)	2011	45-54	819
Toodyay (S)	2011	55-64	836
Toodyay (S)	2011	65-74	484
Toodyay (S)	2011	75-84	175
Toodyay (S)	2011	85+	40
Toodyay (S)	2016	0-4	200
Toodyay (S)	2016	5-14	460
Toodyay (S)	2016	15-19	225
Toodyay (S)	2016	20-24	166
Toodyay (S)	2016	25-34	300
Toodyay (S)	2016	35-44	413
Toodyay (S)	2016	45-54	773
Toodyay (S)	2016	55-64	860
Toodyay (S)	2016	65-74	745
Toodyay (S)	2016	75-84	265
Toodyay (S)	2016	85+	35
Trayning (S)	2006	0-4	21
Trayning (S)	2006	5-14	62
Trayning (S)	2006	15-19	12
Trayning (S)	2006	20-24	9
Trayning (S)	2006	25-34	51
Trayning (S)	2006	35-44	67
Trayning (S)	2006	45-54	41
Trayning (S)	2006	55-64	64
Trayning (S)	2006	65-74	43
Trayning (S)	2006	75-84	28
Trayning (S)	2006	85+	7
Trayning (S)	2011	0-4	22
Trayning (S)	2011	5-14	46
Trayning (S)	2011	15-19	20
Trayning (S)	2011	20-24	7
Trayning (S)	2011	25-34	30
Trayning (S)	2011	35-44	42
Trayning (S)	2011	45-54	60
Trayning (S)	2011	55-64	51
Trayning (S)	2011	65-74	56
Trayning (S)	2011	75-84	14
Trayning (S)	2011	85+	6
Trayning (S)	2016	0-4	10
Trayning (S)	2016	5-14	39
Trayning (S)	2016	15-19	11
Trayning (S)	2016	20-24	19
Trayning (S)	2016	25-34	24
Trayning (S)	2016	35-44	38
Trayning (S)	2016	45-54	72
Trayning (S)	2016	55-64	56
Trayning (S)	2016	65-74	50
Trayning (S)	2016	75-84	16
Trayning (S)	2016	85+	12
Upper Gascoyne (S)	2006	0-4	24
Upper Gascoyne (S)	2006	5-14	51
Upper Gascoyne (S)	2006	15-19	32
Upper Gascoyne (S)	2006	20-24	18
Upper Gascoyne (S)	2006	25-34	38
Upper Gascoyne (S)	2006	35-44	37
Upper Gascoyne (S)	2006	45-54	28
Upper Gascoyne (S)	2006	55-64	41
Upper Gascoyne (S)	2006	65-74	14
Upper Gascoyne (S)	2006	75-84	3
Upper Gascoyne (S)	2006	85+	0
Upper Gascoyne (S)	2011	0-4	24
Upper Gascoyne (S)	2011	5-14	40
Upper Gascoyne (S)	2011	15-19	14
Upper Gascoyne (S)	2011	20-24	22
Upper Gascoyne (S)	2011	25-34	28
Upper Gascoyne (S)	2011	35-44	35
Upper Gascoyne (S)	2011	45-54	31
Upper Gascoyne (S)	2011	55-64	34
Upper Gascoyne (S)	2011	65-74	17
Upper Gascoyne (S)	2011	75-84	0
Upper Gascoyne (S)	2011	85+	0
Upper Gascoyne (S)	2016	0-4	29
Upper Gascoyne (S)	2016	5-14	50
Upper Gascoyne (S)	2016	15-19	22
Upper Gascoyne (S)	2016	20-24	24
Upper Gascoyne (S)	2016	25-34	54
Upper Gascoyne (S)	2016	35-44	23
Upper Gascoyne (S)	2016	45-54	29
Upper Gascoyne (S)	2016	55-64	28
Upper Gascoyne (S)	2016	65-74	17
Upper Gascoyne (S)	2016	75-84	3
Upper Gascoyne (S)	2016	85+	0
Victoria Park (T)	2006	0-4	1433
Victoria Park (T)	2006	5-14	2183
Victoria Park (T)	2006	15-19	1528
Victoria Park (T)	2006	20-24	3095
Victoria Park (T)	2006	25-34	5578
Victoria Park (T)	2006	35-44	4055
Victoria Park (T)	2006	45-54	3347
Victoria Park (T)	2006	55-64	2388
Victoria Park (T)	2006	65-74	1543
Victoria Park (T)	2006	75-84	1854
Victoria Park (T)	2006	85+	961
Victoria Park (T)	2011	0-4	1840
Victoria Park (T)	2011	5-14	2428
Victoria Park (T)	2011	15-19	1641
Victoria Park (T)	2011	20-24	3474
Victoria Park (T)	2011	25-34	7266
Victoria Park (T)	2011	35-44	4868
Victoria Park (T)	2011	45-54	3701
Victoria Park (T)	2011	55-64	2971
Victoria Park (T)	2011	65-74	1661
Victoria Park (T)	2011	75-84	1483
Victoria Park (T)	2011	85+	1105
Victoria Park (T)	2016	0-4	2037
Victoria Park (T)	2016	5-14	2697
Victoria Park (T)	2016	15-19	1614
Victoria Park (T)	2016	20-24	3266
Victoria Park (T)	2016	25-34	8189
Victoria Park (T)	2016	35-44	5223
Victoria Park (T)	2016	45-54	3944
Victoria Park (T)	2016	55-64	3283
Victoria Park (T)	2016	65-74	2190
Victoria Park (T)	2016	75-84	1414
Victoria Park (T)	2016	85+	1132
Victoria Plains (S)	2006	0-4	69
Victoria Plains (S)	2006	5-14	142
Victoria Plains (S)	2006	15-19	26
Victoria Plains (S)	2006	20-24	39
Victoria Plains (S)	2006	25-34	103
Victoria Plains (S)	2006	35-44	166
Victoria Plains (S)	2006	45-54	139
Victoria Plains (S)	2006	55-64	125
Victoria Plains (S)	2006	65-74	67
Victoria Plains (S)	2006	75-84	27
Victoria Plains (S)	2006	85+	11
Victoria Plains (S)	2011	0-4	74
Victoria Plains (S)	2011	5-14	128
Victoria Plains (S)	2011	15-19	27
Victoria Plains (S)	2011	20-24	40
Victoria Plains (S)	2011	25-34	115
Victoria Plains (S)	2011	35-44	139
Victoria Plains (S)	2011	45-54	161
Victoria Plains (S)	2011	55-64	112
Victoria Plains (S)	2011	65-74	73
Victoria Plains (S)	2011	75-84	31
Victoria Plains (S)	2011	85+	5
Victoria Plains (S)	2016	0-4	56
Victoria Plains (S)	2016	5-14	104
Victoria Plains (S)	2016	15-19	44
Victoria Plains (S)	2016	20-24	31
Victoria Plains (S)	2016	25-34	94
Victoria Plains (S)	2016	35-44	117
Victoria Plains (S)	2016	45-54	170
Victoria Plains (S)	2016	55-64	135
Victoria Plains (S)	2016	65-74	99
Victoria Plains (S)	2016	75-84	46
Victoria Plains (S)	2016	85+	6
Vincent (C)	2006	0-4	1534
Vincent (C)	2006	5-14	2101
Vincent (C)	2006	15-19	1199
Vincent (C)	2006	20-24	2603
Vincent (C)	2006	25-34	6297
Vincent (C)	2006	35-44	4824
Vincent (C)	2006	45-54	3536
Vincent (C)	2006	55-64	2207
Vincent (C)	2006	65-74	1534
Vincent (C)	2006	75-84	1348
Vincent (C)	2006	85+	554
Vincent (C)	2011	0-4	1849
Vincent (C)	2011	5-14	2507
Vincent (C)	2011	15-19	1204
Vincent (C)	2011	20-24	2884
Vincent (C)	2011	25-34	7682
Vincent (C)	2011	35-44	5335
Vincent (C)	2011	45-54	3953
