LGA_NAME16	Year	EduInstitutionType	students
Kingston (DC) (SA)	2016	Technical or Further Educational Institution	24
Kingston (DC) (SA)	2016	University or other tertiary	17
Light (RegC)	2006		733
Light (RegC)	2006	Infants/Primary	1469
Light (RegC)	2006	Pre-school	218
Light (RegC)	2006	Secondary	860
Light (RegC)	2006	Technical or Further Educational Institution	272
Light (RegC)	2006	University or other tertiary	255
Light (RegC)	2011		731
Light (RegC)	2011	Infants/Primary	1650
Light (RegC)	2011	Pre-school	206
Light (RegC)	2011	Secondary	943
Light (RegC)	2011	Technical or Further Educational Institution	319
Light (RegC)	2011	University or other tertiary	372
Light (RegC)	2016		879
Light (RegC)	2016	Infants/Primary	1731
Light (RegC)	2016	Pre-school	196
Light (RegC)	2016	Secondary	1060
Light (RegC)	2016	Technical or Further Educational Institution	244
Light (RegC)	2016	University or other tertiary	451
Lower Eyre Peninsula (DC)	2006		366
Lower Eyre Peninsula (DC)	2006	Infants/Primary	532
Lower Eyre Peninsula (DC)	2006	Pre-school	60
Lower Eyre Peninsula (DC)	2006	Secondary	289
Lower Eyre Peninsula (DC)	2006	Technical or Further Educational Institution	61
Lower Eyre Peninsula (DC)	2006	University or other tertiary	35
Lower Eyre Peninsula (DC)	2011		375
Lower Eyre Peninsula (DC)	2011	Infants/Primary	550
Lower Eyre Peninsula (DC)	2011	Pre-school	77
Lower Eyre Peninsula (DC)	2011	Secondary	337
Lower Eyre Peninsula (DC)	2011	Technical or Further Educational Institution	93
Lower Eyre Peninsula (DC)	2011	University or other tertiary	42
Lower Eyre Peninsula (DC)	2016		691
Lower Eyre Peninsula (DC)	2016	Infants/Primary	536
Lower Eyre Peninsula (DC)	2016	Pre-school	65
Lower Eyre Peninsula (DC)	2016	Secondary	337
Lower Eyre Peninsula (DC)	2016	Technical or Further Educational Institution	67
Lower Eyre Peninsula (DC)	2016	University or other tertiary	49
Loxton Waikerie (DC)	2006		740
Loxton Waikerie (DC)	2006	Infants/Primary	1240
Loxton Waikerie (DC)	2006	Pre-school	161
Loxton Waikerie (DC)	2006	Secondary	717
Loxton Waikerie (DC)	2006	Technical or Further Educational Institution	234
Loxton Waikerie (DC)	2006	University or other tertiary	92
Loxton Waikerie (DC)	2011		672
Loxton Waikerie (DC)	2011	Infants/Primary	1123
Loxton Waikerie (DC)	2011	Pre-school	140
Loxton Waikerie (DC)	2011	Secondary	726
Loxton Waikerie (DC)	2011	Technical or Further Educational Institution	232
Loxton Waikerie (DC)	2011	University or other tertiary	117
Loxton Waikerie (DC)	2016		851
Loxton Waikerie (DC)	2016	Infants/Primary	1010
Loxton Waikerie (DC)	2016	Pre-school	110
Loxton Waikerie (DC)	2016	Secondary	694
Loxton Waikerie (DC)	2016	Technical or Further Educational Institution	153
Loxton Waikerie (DC)	2016	University or other tertiary	108
Mallala (DC)	2006		721
Mallala (DC)	2006	Infants/Primary	935
Mallala (DC)	2006	Pre-school	100
Mallala (DC)	2006	Secondary	533
Mallala (DC)	2006	Technical or Further Educational Institution	157
Mallala (DC)	2006	University or other tertiary	82
Mallala (DC)	2011		545
Mallala (DC)	2011	Infants/Primary	857
Mallala (DC)	2011	Pre-school	111
Mallala (DC)	2011	Secondary	583
Mallala (DC)	2011	Technical or Further Educational Institution	152
Mallala (DC)	2011	University or other tertiary	123
Mallala (DC)	2016		726
Mallala (DC)	2016	Infants/Primary	853
Mallala (DC)	2016	Pre-school	108
Mallala (DC)	2016	Secondary	540
Mallala (DC)	2016	Technical or Further Educational Institution	163
Mallala (DC)	2016	University or other tertiary	148
Maralinga Tjarutja (AC)	2006		38
Maralinga Tjarutja (AC)	2006	Infants/Primary	8
Maralinga Tjarutja (AC)	2006	Pre-school	0
Maralinga Tjarutja (AC)	2006	Secondary	3
Maralinga Tjarutja (AC)	2006	Technical or Further Educational Institution	0
Maralinga Tjarutja (AC)	2006	University or other tertiary	0
Maralinga Tjarutja (AC)	2011		5
Maralinga Tjarutja (AC)	2011	Infants/Primary	11
Maralinga Tjarutja (AC)	2011	Pre-school	0
Maralinga Tjarutja (AC)	2011	Secondary	0
Maralinga Tjarutja (AC)	2011	Technical or Further Educational Institution	7
Maralinga Tjarutja (AC)	2011	University or other tertiary	0
Maralinga Tjarutja (AC)	2016		43
Maralinga Tjarutja (AC)	2016	Infants/Primary	0
Maralinga Tjarutja (AC)	2016	Pre-school	0
Maralinga Tjarutja (AC)	2016	Secondary	0
Maralinga Tjarutja (AC)	2016	Technical or Further Educational Institution	0
Maralinga Tjarutja (AC)	2016	University or other tertiary	0
Marion (C)	2006		5178
Marion (C)	2006	Infants/Primary	6375
Marion (C)	2006	Pre-school	855
Marion (C)	2006	Secondary	4576
Marion (C)	2006	Technical or Further Educational Institution	1773
Marion (C)	2006	University or other tertiary	3462
Marion (C)	2011		4992
Marion (C)	2011	Infants/Primary	6403
Marion (C)	2011	Pre-school	973
Marion (C)	2011	Secondary	4448
Marion (C)	2011	Technical or Further Educational Institution	1883
Marion (C)	2011	University or other tertiary	4455
Marion (C)	2016		4888
Marion (C)	2016	Infants/Primary	6840
Marion (C)	2016	Pre-school	1050
Marion (C)	2016	Secondary	4586
Marion (C)	2016	Technical or Further Educational Institution	1744
Marion (C)	2016	University or other tertiary	5801
Mid Murray (DC)	2006		749
Mid Murray (DC)	2006	Infants/Primary	691
Mid Murray (DC)	2006	Pre-school	62
Mid Murray (DC)	2006	Secondary	414
Mid Murray (DC)	2006	Technical or Further Educational Institution	121
Mid Murray (DC)	2006	University or other tertiary	59
Mid Murray (DC)	2011		833
Mid Murray (DC)	2011	Infants/Primary	590
Mid Murray (DC)	2011	Pre-school	76
Mid Murray (DC)	2011	Secondary	427
Mid Murray (DC)	2011	Technical or Further Educational Institution	130
Mid Murray (DC)	2011	University or other tertiary	47
Mid Murray (DC)	2016		1005
Mid Murray (DC)	2016	Infants/Primary	550
Mid Murray (DC)	2016	Pre-school	69
Mid Murray (DC)	2016	Secondary	389
Mid Murray (DC)	2016	Technical or Further Educational Institution	100
Mid Murray (DC)	2016	University or other tertiary	98
Mitcham (C)	2006		3464
Mitcham (C)	2006	Infants/Primary	5469
Mitcham (C)	2006	Pre-school	781
Mitcham (C)	2006	Secondary	3853
Mitcham (C)	2006	Technical or Further Educational Institution	1276
Mitcham (C)	2006	University or other tertiary	4452
Mitcham (C)	2011		2886
Mitcham (C)	2011	Infants/Primary	5563
Mitcham (C)	2011	Pre-school	905
Mitcham (C)	2011	Secondary	3926
Mitcham (C)	2011	Technical or Further Educational Institution	1132
Mitcham (C)	2011	University or other tertiary	4836
Mitcham (C)	2016		3193
Mitcham (C)	2016	Infants/Primary	6010
Mitcham (C)	2016	Pre-school	847
Mitcham (C)	2016	Secondary	4090
Mitcham (C)	2016	Technical or Further Educational Institution	987
Mitcham (C)	2016	University or other tertiary	5236
Mount Barker (DC)	2006		1651
Mount Barker (DC)	2006	Infants/Primary	3064
Mount Barker (DC)	2006	Pre-school	421
Mount Barker (DC)	2006	Secondary	1771
Mount Barker (DC)	2006	Technical or Further Educational Institution	648
Mount Barker (DC)	2006	University or other tertiary	757
Mount Barker (DC)	2011		1372
Mount Barker (DC)	2011	Infants/Primary	3311
Mount Barker (DC)	2011	Pre-school	425
Mount Barker (DC)	2011	Secondary	1954
Mount Barker (DC)	2011	Technical or Further Educational Institution	685
Mount Barker (DC)	2011	University or other tertiary	987
Mount Barker (DC)	2016		2187
Mount Barker (DC)	2016	Infants/Primary	3322
Mount Barker (DC)	2016	Pre-school	428
Mount Barker (DC)	2016	Secondary	2241
Mount Barker (DC)	2016	Technical or Further Educational Institution	671
Mount Barker (DC)	2016	University or other tertiary	1264
Mount Gambier (C)	2006		1676
Mount Gambier (C)	2006	Infants/Primary	2466
Mount Gambier (C)	2006	Pre-school	325
Mount Gambier (C)	2006	Secondary	1409
Mount Gambier (C)	2006	Technical or Further Educational Institution	662
Mount Gambier (C)	2006	University or other tertiary	270
Mount Gambier (C)	2011		1536
Mount Gambier (C)	2011	Infants/Primary	2529
Mount Gambier (C)	2011	Pre-school	367
Mount Gambier (C)	2011	Secondary	1537
Mount Gambier (C)	2011	Technical or Further Educational Institution	638
Mount Gambier (C)	2011	University or other tertiary	404
Mount Gambier (C)	2016		1912
Mount Gambier (C)	2016	Infants/Primary	2602
Mount Gambier (C)	2016	Pre-school	316
Mount Gambier (C)	2016	Secondary	1587
Mount Gambier (C)	2016	Technical or Further Educational Institution	519
Mount Gambier (C)	2016	University or other tertiary	469
Mount Remarkable (DC)	2006		219
Mount Remarkable (DC)	2006	Infants/Primary	292
Mount Remarkable (DC)	2006	Pre-school	23
Mount Remarkable (DC)	2006	Secondary	170
Mount Remarkable (DC)	2006	Technical or Further Educational Institution	55
Mount Remarkable (DC)	2006	University or other tertiary	29
Mount Remarkable (DC)	2011		209
Mount Remarkable (DC)	2011	Infants/Primary	230
Mount Remarkable (DC)	2011	Pre-school	44
Mount Remarkable (DC)	2011	Secondary	179
Mount Remarkable (DC)	2011	Technical or Further Educational Institution	30
Mount Remarkable (DC)	2011	University or other tertiary	30
Mount Remarkable (DC)	2016		227
Mount Remarkable (DC)	2016	Infants/Primary	208
Mount Remarkable (DC)	2016	Pre-school	29
Mount Remarkable (DC)	2016	Secondary	158
Mount Remarkable (DC)	2016	Technical or Further Educational Institution	43
Mount Remarkable (DC)	2016	University or other tertiary	31
Murray Bridge (RC)	2006		1587
Murray Bridge (RC)	2006	Infants/Primary	1783
Murray Bridge (RC)	2006	Pre-school	237
Murray Bridge (RC)	2006	Secondary	1037
Murray Bridge (RC)	2006	Technical or Further Educational Institution	346
Murray Bridge (RC)	2006	University or other tertiary	157
Murray Bridge (RC)	2011		1946
Murray Bridge (RC)	2011	Infants/Primary	1683
Murray Bridge (RC)	2011	Pre-school	240
Murray Bridge (RC)	2011	Secondary	1131
Murray Bridge (RC)	2011	Technical or Further Educational Institution	418
Murray Bridge (RC)	2011	University or other tertiary	249
Murray Bridge (RC)	2016		2048
Murray Bridge (RC)	2016	Infants/Primary	1746
Murray Bridge (RC)	2016	Pre-school	229
Murray Bridge (RC)	2016	Secondary	1124
Murray Bridge (RC)	2016	Technical or Further Educational Institution	355
Murray Bridge (RC)	2016	University or other tertiary	347
Naracoorte and Lucindale (DC)	2006		471
Naracoorte and Lucindale (DC)	2006	Infants/Primary	903
Naracoorte and Lucindale (DC)	2006	Pre-school	125
Naracoorte and Lucindale (DC)	2006	Secondary	449
Naracoorte and Lucindale (DC)	2006	Technical or Further Educational Institution	176
Naracoorte and Lucindale (DC)	2006	University or other tertiary	57
Naracoorte and Lucindale (DC)	2011		490
Naracoorte and Lucindale (DC)	2011	Infants/Primary	799
Naracoorte and Lucindale (DC)	2011	Pre-school	139
Naracoorte and Lucindale (DC)	2011	Secondary	424
Naracoorte and Lucindale (DC)	2011	Technical or Further Educational Institution	180
Naracoorte and Lucindale (DC)	2011	University or other tertiary	85
Naracoorte and Lucindale (DC)	2016		562
Naracoorte and Lucindale (DC)	2016	Infants/Primary	845
Naracoorte and Lucindale (DC)	2016	Pre-school	131
Naracoorte and Lucindale (DC)	2016	Secondary	440
Naracoorte and Lucindale (DC)	2016	Technical or Further Educational Institution	97
Naracoorte and Lucindale (DC)	2016	University or other tertiary	79
Northern Areas (DC)	2006		344
Northern Areas (DC)	2006	Infants/Primary	526
Northern Areas (DC)	2006	Pre-school	66
Northern Areas (DC)	2006	Secondary	295
Northern Areas (DC)	2006	Technical or Further Educational Institution	101
Northern Areas (DC)	2006	University or other tertiary	22
Northern Areas (DC)	2011		252
Northern Areas (DC)	2011	Infants/Primary	418
Northern Areas (DC)	2011	Pre-school	65
Northern Areas (DC)	2011	Secondary	257
Northern Areas (DC)	2011	Technical or Further Educational Institution	74
Northern Areas (DC)	2011	University or other tertiary	27
Northern Areas (DC)	2016		342
Northern Areas (DC)	2016	Infants/Primary	384
Northern Areas (DC)	2016	Pre-school	46
Northern Areas (DC)	2016	Secondary	231
Northern Areas (DC)	2016	Technical or Further Educational Institution	58
Northern Areas (DC)	2016	University or other tertiary	40
Norwood Payneham St Peters (C)	2006		2678
Norwood Payneham St Peters (C)	2006	Infants/Primary	2243
Norwood Payneham St Peters (C)	2006	Pre-school	340
Norwood Payneham St Peters (C)	2006	Secondary	1712
Norwood Payneham St Peters (C)	2006	Technical or Further Educational Institution	722
Norwood Payneham St Peters (C)	2006	University or other tertiary	2798
Norwood Payneham St Peters (C)	2011		2323
Norwood Payneham St Peters (C)	2011	Infants/Primary	2338
Norwood Payneham St Peters (C)	2011	Pre-school	388
Norwood Payneham St Peters (C)	2011	Secondary	1740
Norwood Payneham St Peters (C)	2011	Technical or Further Educational Institution	713
Norwood Payneham St Peters (C)	2011	University or other tertiary	3210
Norwood Payneham St Peters (C)	2016		2149
Norwood Payneham St Peters (C)	2016	Infants/Primary	2517
Norwood Payneham St Peters (C)	2016	Pre-school	422
Norwood Payneham St Peters (C)	2016	Secondary	1850
Norwood Payneham St Peters (C)	2016	Technical or Further Educational Institution	634
Norwood Payneham St Peters (C)	2016	University or other tertiary	3196
Onkaparinga (C)	2006		9420
Onkaparinga (C)	2006	Infants/Primary	15400
Onkaparinga (C)	2006	Pre-school	1987
Onkaparinga (C)	2006	Secondary	9625
Onkaparinga (C)	2006	Technical or Further Educational Institution	3348
Onkaparinga (C)	2006	University or other tertiary	3967
Onkaparinga (C)	2011		9475
Onkaparinga (C)	2011	Infants/Primary	14907
Onkaparinga (C)	2011	Pre-school	2177
Onkaparinga (C)	2011	Secondary	9801
Onkaparinga (C)	2011	Technical or Further Educational Institution	3618
Onkaparinga (C)	2011	University or other tertiary	4823
Onkaparinga (C)	2016		10719
Onkaparinga (C)	2016	Infants/Primary	15368
Onkaparinga (C)	2016	Pre-school	2060
Onkaparinga (C)	2016	Secondary	9865
Onkaparinga (C)	2016	Technical or Further Educational Institution	3063
Onkaparinga (C)	2016	University or other tertiary	5770
Orroroo/Carrieton (DC)	2006		40
Orroroo/Carrieton (DC)	2006	Infants/Primary	93
Orroroo/Carrieton (DC)	2006	Pre-school	19
Orroroo/Carrieton (DC)	2006	Secondary	71
Orroroo/Carrieton (DC)	2006	Technical or Further Educational Institution	16
Orroroo/Carrieton (DC)	2006	University or other tertiary	9
Orroroo/Carrieton (DC)	2011		39
Orroroo/Carrieton (DC)	2011	Infants/Primary	67
Orroroo/Carrieton (DC)	2011	Pre-school	12
Orroroo/Carrieton (DC)	2011	Secondary	59
Orroroo/Carrieton (DC)	2011	Technical or Further Educational Institution	12
Orroroo/Carrieton (DC)	2011	University or other tertiary	13
Orroroo/Carrieton (DC)	2016		85
Orroroo/Carrieton (DC)	2016	Infants/Primary	73
Orroroo/Carrieton (DC)	2016	Pre-school	8
Orroroo/Carrieton (DC)	2016	Secondary	45
Orroroo/Carrieton (DC)	2016	Technical or Further Educational Institution	16
Orroroo/Carrieton (DC)	2016	University or other tertiary	10
Peterborough (DC)	2006		204
Peterborough (DC)	2006	Infants/Primary	163
Peterborough (DC)	2006	Pre-school	23
Peterborough (DC)	2006	Secondary	93
Peterborough (DC)	2006	Technical or Further Educational Institution	53
Peterborough (DC)	2006	University or other tertiary	15
Peterborough (DC)	2011		145
Peterborough (DC)	2011	Infants/Primary	144
Peterborough (DC)	2011	Pre-school	28
Peterborough (DC)	2011	Secondary	84
Peterborough (DC)	2011	Technical or Further Educational Institution	36
Peterborough (DC)	2011	University or other tertiary	12
Peterborough (DC)	2016		162
Peterborough (DC)	2016	Infants/Primary	107
Peterborough (DC)	2016	Pre-school	12
Peterborough (DC)	2016	Secondary	81
Peterborough (DC)	2016	Technical or Further Educational Institution	25
Peterborough (DC)	2016	University or other tertiary	11
Playford (C)	2006		6683
Playford (C)	2006	Infants/Primary	7986
Playford (C)	2006	Pre-school	1052
Playford (C)	2006	Secondary	4301
Playford (C)	2006	Technical or Further Educational Institution	1563
Playford (C)	2006	University or other tertiary	931
Playford (C)	2011		6680
Playford (C)	2011	Infants/Primary	7904
Playford (C)	2011	Pre-school	1260
Playford (C)	2011	Secondary	5112
Playford (C)	2011	Technical or Further Educational Institution	1953
Playford (C)	2011	University or other tertiary	1459
Playford (C)	2016		8053
Playford (C)	2016	Infants/Primary	9071
Playford (C)	2016	Pre-school	1405
Playford (C)	2016	Secondary	5303
Playford (C)	2016	Technical or Further Educational Institution	2280
Playford (C)	2016	University or other tertiary	2365
Port Adelaide Enfield (C)	2006		10502
Port Adelaide Enfield (C)	2006	Infants/Primary	8318
Port Adelaide Enfield (C)	2006	Pre-school	1165
Port Adelaide Enfield (C)	2006	Secondary	4939
Port Adelaide Enfield (C)	2006	Technical or Further Educational Institution	2621
Port Adelaide Enfield (C)	2006	University or other tertiary	3697
Port Adelaide Enfield (C)	2011		10032
Port Adelaide Enfield (C)	2011	Infants/Primary	8648
Port Adelaide Enfield (C)	2011	Pre-school	1442
Port Adelaide Enfield (C)	2011	Secondary	5724
Port Adelaide Enfield (C)	2011	Technical or Further Educational Institution	3129
Port Adelaide Enfield (C)	2011	University or other tertiary	5012
Port Adelaide Enfield (C)	2016		9339
Port Adelaide Enfield (C)	2016	Infants/Primary	9408
Port Adelaide Enfield (C)	2016	Pre-school	1493
Port Adelaide Enfield (C)	2016	Secondary	6030
Port Adelaide Enfield (C)	2016	Technical or Further Educational Institution	3001
Port Adelaide Enfield (C)	2016	University or other tertiary	6517
Port Augusta (C)	2006		1782
Port Augusta (C)	2006	Infants/Primary	1350
Port Augusta (C)	2006	Pre-school	151
Port Augusta (C)	2006	Secondary	742
Port Augusta (C)	2006	Technical or Further Educational Institution	278
Port Augusta (C)	2006	University or other tertiary	149
Port Augusta (C)	2011		2082
Port Augusta (C)	2011	Infants/Primary	1153
Port Augusta (C)	2011	Pre-school	195
Port Augusta (C)	2011	Secondary	720
Port Augusta (C)	2011	Technical or Further Educational Institution	216
Port Augusta (C)	2011	University or other tertiary	131
Port Augusta (C)	2016		1946
Port Augusta (C)	2016	Infants/Primary	1218
Port Augusta (C)	2016	Pre-school	196
