LGA_NAME16	Year	Age	Sex	persons
West Torrens (C)	2006	5-14	F	2435
West Torrens (C)	2006	5-14	M	2507
West Torrens (C)	2006	15-19	F	1400
West Torrens (C)	2006	15-19	M	1524
West Torrens (C)	2006	20-24	F	2246
West Torrens (C)	2006	20-24	M	2164
West Torrens (C)	2006	25-34	F	3889
West Torrens (C)	2006	25-34	M	4077
West Torrens (C)	2006	35-44	F	3651
West Torrens (C)	2006	35-44	M	3986
West Torrens (C)	2006	45-54	F	3244
West Torrens (C)	2006	45-54	M	3184
West Torrens (C)	2006	55-64	F	2669
West Torrens (C)	2006	55-64	M	2394
West Torrens (C)	2006	65-74	F	2389
West Torrens (C)	2006	65-74	M	2010
West Torrens (C)	2006	75-84	F	2388
West Torrens (C)	2006	75-84	M	1785
West Torrens (C)	2006	85+	F	1068
West Torrens (C)	2006	85+	M	532
West Torrens (C)	2011	0-4	F	1469
West Torrens (C)	2011	0-4	M	1521
West Torrens (C)	2011	5-14	F	2499
West Torrens (C)	2011	5-14	M	2580
West Torrens (C)	2011	15-19	F	1477
West Torrens (C)	2011	15-19	M	1479
West Torrens (C)	2011	20-24	F	2387
West Torrens (C)	2011	20-24	M	2434
West Torrens (C)	2011	25-34	F	4470
West Torrens (C)	2011	25-34	M	4655
West Torrens (C)	2011	35-44	F	3800
West Torrens (C)	2011	35-44	M	3934
West Torrens (C)	2011	45-54	F	3454
West Torrens (C)	2011	45-54	M	3525
West Torrens (C)	2011	55-64	F	2810
West Torrens (C)	2011	55-64	M	2558
West Torrens (C)	2011	65-74	F	2382
West Torrens (C)	2011	65-74	M	1901
West Torrens (C)	2011	75-84	F	2156
West Torrens (C)	2011	75-84	M	1598
West Torrens (C)	2011	85+	F	1208
West Torrens (C)	2011	85+	M	677
West Torrens (C)	2016	0-4	F	1498
West Torrens (C)	2016	0-4	M	1623
West Torrens (C)	2016	5-14	F	2639
West Torrens (C)	2016	5-14	M	2693
West Torrens (C)	2016	15-19	F	1586
West Torrens (C)	2016	15-19	M	1573
West Torrens (C)	2016	20-24	F	2392
West Torrens (C)	2016	20-24	M	2340
West Torrens (C)	2016	25-34	F	5060
West Torrens (C)	2016	25-34	M	5029
West Torrens (C)	2016	35-44	F	3816
West Torrens (C)	2016	35-44	M	3905
West Torrens (C)	2016	45-54	F	3572
West Torrens (C)	2016	45-54	M	3731
West Torrens (C)	2016	55-64	F	3142
West Torrens (C)	2016	55-64	M	2911
West Torrens (C)	2016	65-74	F	2484
West Torrens (C)	2016	65-74	M	2136
West Torrens (C)	2016	75-84	F	2078
West Torrens (C)	2016	75-84	M	1548
West Torrens (C)	2016	85+	F	1388
West Torrens (C)	2016	85+	M	761
Whyalla (C)	2006	0-4	F	720
Whyalla (C)	2006	0-4	M	732
Whyalla (C)	2006	5-14	F	1536
Whyalla (C)	2006	5-14	M	1661
Whyalla (C)	2006	15-19	F	684
Whyalla (C)	2006	15-19	M	829
Whyalla (C)	2006	20-24	F	635
Whyalla (C)	2006	20-24	M	628
Whyalla (C)	2006	25-34	F	1289
Whyalla (C)	2006	25-34	M	1275
Whyalla (C)	2006	35-44	F	1538
Whyalla (C)	2006	35-44	M	1764
Whyalla (C)	2006	45-54	F	1375
Whyalla (C)	2006	45-54	M	1440
Whyalla (C)	2006	55-64	F	1200
Whyalla (C)	2006	55-64	M	1196
Whyalla (C)	2006	65-74	F	846
Whyalla (C)	2006	65-74	M	858
Whyalla (C)	2006	75-84	F	524
Whyalla (C)	2006	75-84	M	419
Whyalla (C)	2006	85+	F	214
Whyalla (C)	2006	85+	M	66
Whyalla (C)	2011	0-4	F	710
Whyalla (C)	2011	0-4	M	751
Whyalla (C)	2011	5-14	F	1427
Whyalla (C)	2011	5-14	M	1544
Whyalla (C)	2011	15-19	F	738
Whyalla (C)	2011	15-19	M	828
Whyalla (C)	2011	20-24	F	692
Whyalla (C)	2011	20-24	M	697
Whyalla (C)	2011	25-34	F	1316
Whyalla (C)	2011	25-34	M	1295
Whyalla (C)	2011	35-44	F	1540
Whyalla (C)	2011	35-44	M	1596
Whyalla (C)	2011	45-54	F	1497
Whyalla (C)	2011	45-54	M	1716
Whyalla (C)	2011	55-64	F	1196
Whyalla (C)	2011	55-64	M	1259
Whyalla (C)	2011	65-74	F	1021
Whyalla (C)	2011	65-74	M	904
Whyalla (C)	2011	75-84	F	561
Whyalla (C)	2011	75-84	M	491
Whyalla (C)	2011	85+	F	213
Whyalla (C)	2011	85+	M	95
Whyalla (C)	2016	0-4	F	654
Whyalla (C)	2016	0-4	M	687
Whyalla (C)	2016	5-14	F	1420
Whyalla (C)	2016	5-14	M	1428
Whyalla (C)	2016	15-19	F	640
Whyalla (C)	2016	15-19	M	699
Whyalla (C)	2016	20-24	F	631
Whyalla (C)	2016	20-24	M	679
Whyalla (C)	2016	25-34	F	1427
Whyalla (C)	2016	25-34	M	1334
Whyalla (C)	2016	35-44	F	1256
Whyalla (C)	2016	35-44	M	1325
Whyalla (C)	2016	45-54	F	1518
Whyalla (C)	2016	45-54	M	1709
Whyalla (C)	2016	55-64	F	1340
Whyalla (C)	2016	55-64	M	1349
Whyalla (C)	2016	65-74	F	1083
Whyalla (C)	2016	65-74	M	960
Whyalla (C)	2016	75-84	F	679
Whyalla (C)	2016	75-84	M	579
Whyalla (C)	2016	85+	F	262
Whyalla (C)	2016	85+	M	165
Wudinna (DC)	2006	0-4	F	46
Wudinna (DC)	2006	0-4	M	38
Wudinna (DC)	2006	5-14	F	108
Wudinna (DC)	2006	5-14	M	94
Wudinna (DC)	2006	15-19	F	29
Wudinna (DC)	2006	15-19	M	42
Wudinna (DC)	2006	20-24	F	30
Wudinna (DC)	2006	20-24	M	38
Wudinna (DC)	2006	25-34	F	79
Wudinna (DC)	2006	25-34	M	88
Wudinna (DC)	2006	35-44	F	75
Wudinna (DC)	2006	35-44	M	98
Wudinna (DC)	2006	45-54	F	97
Wudinna (DC)	2006	45-54	M	109
Wudinna (DC)	2006	55-64	F	66
Wudinna (DC)	2006	55-64	M	82
Wudinna (DC)	2006	65-74	F	45
Wudinna (DC)	2006	65-74	M	35
Wudinna (DC)	2006	75-84	F	55
Wudinna (DC)	2006	75-84	M	44
Wudinna (DC)	2006	85+	F	8
Wudinna (DC)	2006	85+	M	8
Wudinna (DC)	2011	0-4	F	55
Wudinna (DC)	2011	0-4	M	53
Wudinna (DC)	2011	5-14	F	90
Wudinna (DC)	2011	5-14	M	80
Wudinna (DC)	2011	15-19	F	26
Wudinna (DC)	2011	15-19	M	31
Wudinna (DC)	2011	20-24	F	26
Wudinna (DC)	2011	20-24	M	25
Wudinna (DC)	2011	25-34	F	86
Wudinna (DC)	2011	25-34	M	83
Wudinna (DC)	2011	35-44	F	70
Wudinna (DC)	2011	35-44	M	88
Wudinna (DC)	2011	45-54	F	77
Wudinna (DC)	2011	45-54	M	84
Wudinna (DC)	2011	55-64	F	73
Wudinna (DC)	2011	55-64	M	101
Wudinna (DC)	2011	65-74	F	48
Wudinna (DC)	2011	65-74	M	44
Wudinna (DC)	2011	75-84	F	36
Wudinna (DC)	2011	75-84	M	21
Wudinna (DC)	2011	85+	F	28
Wudinna (DC)	2011	85+	M	18
Wudinna (DC)	2016	0-4	F	51
Wudinna (DC)	2016	0-4	M	34
Wudinna (DC)	2016	5-14	F	107
Wudinna (DC)	2016	5-14	M	90
Wudinna (DC)	2016	15-19	F	20
Wudinna (DC)	2016	15-19	M	34
Wudinna (DC)	2016	20-24	F	26
Wudinna (DC)	2016	20-24	M	22
Wudinna (DC)	2016	25-34	F	63
Wudinna (DC)	2016	25-34	M	66
Wudinna (DC)	2016	35-44	F	76
Wudinna (DC)	2016	35-44	M	82
Wudinna (DC)	2016	45-54	F	67
Wudinna (DC)	2016	45-54	M	98
Wudinna (DC)	2016	55-64	F	92
Wudinna (DC)	2016	55-64	M	104
Wudinna (DC)	2016	65-74	F	61
Wudinna (DC)	2016	65-74	M	71
Wudinna (DC)	2016	75-84	F	32
Wudinna (DC)	2016	75-84	M	26
Wudinna (DC)	2016	85+	F	21
Wudinna (DC)	2016	85+	M	15
Yankalilla (DC)	2006	0-4	F	90
Yankalilla (DC)	2006	0-4	M	84
Yankalilla (DC)	2006	5-14	F	251
Yankalilla (DC)	2006	5-14	M	236
Yankalilla (DC)	2006	15-19	F	107
Yankalilla (DC)	2006	15-19	M	117
Yankalilla (DC)	2006	20-24	F	64
Yankalilla (DC)	2006	20-24	M	82
Yankalilla (DC)	2006	25-34	F	147
Yankalilla (DC)	2006	25-34	M	130
Yankalilla (DC)	2006	35-44	F	269
Yankalilla (DC)	2006	35-44	M	254
Yankalilla (DC)	2006	45-54	F	342
Yankalilla (DC)	2006	45-54	M	347
Yankalilla (DC)	2006	55-64	F	375
Yankalilla (DC)	2006	55-64	M	370
Yankalilla (DC)	2006	65-74	F	237
Yankalilla (DC)	2006	65-74	M	276
Yankalilla (DC)	2006	75-84	F	157
Yankalilla (DC)	2006	75-84	M	129
Yankalilla (DC)	2006	85+	F	48
Yankalilla (DC)	2006	85+	M	41
Yankalilla (DC)	2011	0-4	F	109
Yankalilla (DC)	2011	0-4	M	106
Yankalilla (DC)	2011	5-14	F	228
Yankalilla (DC)	2011	5-14	M	210
Yankalilla (DC)	2011	15-19	F	107
Yankalilla (DC)	2011	15-19	M	103
Yankalilla (DC)	2011	20-24	F	68
Yankalilla (DC)	2011	20-24	M	66
Yankalilla (DC)	2011	25-34	F	150
Yankalilla (DC)	2011	25-34	M	133
Yankalilla (DC)	2011	35-44	F	250
Yankalilla (DC)	2011	35-44	M	229
Yankalilla (DC)	2011	45-54	F	338
Yankalilla (DC)	2011	45-54	M	350
Yankalilla (DC)	2011	55-64	F	437
Yankalilla (DC)	2011	55-64	M	426
Yankalilla (DC)	2011	65-74	F	306
Yankalilla (DC)	2011	65-74	M	348
Yankalilla (DC)	2011	75-84	F	159
Yankalilla (DC)	2011	75-84	M	162
Yankalilla (DC)	2011	85+	F	79
Yankalilla (DC)	2011	85+	M	38
Yankalilla (DC)	2016	0-4	F	114
Yankalilla (DC)	2016	0-4	M	92
Yankalilla (DC)	2016	5-14	F	257
Yankalilla (DC)	2016	5-14	M	259
Yankalilla (DC)	2016	15-19	F	111
Yankalilla (DC)	2016	15-19	M	110
Yankalilla (DC)	2016	20-24	F	74
Yankalilla (DC)	2016	20-24	M	85
Yankalilla (DC)	2016	25-34	F	210
Yankalilla (DC)	2016	25-34	M	168
Yankalilla (DC)	2016	35-44	F	225
Yankalilla (DC)	2016	35-44	M	233
Yankalilla (DC)	2016	45-54	F	352
Yankalilla (DC)	2016	45-54	M	324
Yankalilla (DC)	2016	55-64	F	537
Yankalilla (DC)	2016	55-64	M	514
Yankalilla (DC)	2016	65-74	F	459
Yankalilla (DC)	2016	65-74	M	499
Yankalilla (DC)	2016	75-84	F	185
Yankalilla (DC)	2016	75-84	M	213
Yankalilla (DC)	2016	85+	F	90
Yankalilla (DC)	2016	85+	M	51
Yorke Peninsula (DC)	2006	0-4	F	231
Yorke Peninsula (DC)	2006	0-4	M	247
Yorke Peninsula (DC)	2006	5-14	F	693
Yorke Peninsula (DC)	2006	5-14	M	736
Yorke Peninsula (DC)	2006	15-19	F	238
Yorke Peninsula (DC)	2006	15-19	M	312
Yorke Peninsula (DC)	2006	20-24	F	141
Yorke Peninsula (DC)	2006	20-24	M	184
Yorke Peninsula (DC)	2006	25-34	F	383
Yorke Peninsula (DC)	2006	25-34	M	382
Yorke Peninsula (DC)	2006	35-44	F	644
Yorke Peninsula (DC)	2006	35-44	M	638
Yorke Peninsula (DC)	2006	45-54	F	811
Yorke Peninsula (DC)	2006	45-54	M	875
Yorke Peninsula (DC)	2006	55-64	F	949
Yorke Peninsula (DC)	2006	55-64	M	982
Yorke Peninsula (DC)	2006	65-74	F	717
Yorke Peninsula (DC)	2006	65-74	M	792
Yorke Peninsula (DC)	2006	75-84	F	485
Yorke Peninsula (DC)	2006	75-84	M	456
Yorke Peninsula (DC)	2006	85+	F	191
Yorke Peninsula (DC)	2006	85+	M	107
Yorke Peninsula (DC)	2011	0-4	F	255
Yorke Peninsula (DC)	2011	0-4	M	252
Yorke Peninsula (DC)	2011	5-14	F	581
Yorke Peninsula (DC)	2011	5-14	M	612
Yorke Peninsula (DC)	2011	15-19	F	241
Yorke Peninsula (DC)	2011	15-19	M	278
Yorke Peninsula (DC)	2011	20-24	F	164
Yorke Peninsula (DC)	2011	20-24	M	197
Yorke Peninsula (DC)	2011	25-34	F	367
Yorke Peninsula (DC)	2011	25-34	M	399
Yorke Peninsula (DC)	2011	35-44	F	518
Yorke Peninsula (DC)	2011	35-44	M	505
Yorke Peninsula (DC)	2011	45-54	F	758
Yorke Peninsula (DC)	2011	45-54	M	799
Yorke Peninsula (DC)	2011	55-64	F	987
Yorke Peninsula (DC)	2011	55-64	M	1029
Yorke Peninsula (DC)	2011	65-74	F	796
Yorke Peninsula (DC)	2011	65-74	M	914
Yorke Peninsula (DC)	2011	75-84	F	514
Yorke Peninsula (DC)	2011	75-84	M	516
Yorke Peninsula (DC)	2011	85+	F	214
Yorke Peninsula (DC)	2011	85+	M	124
Yorke Peninsula (DC)	2016	0-4	F	211
Yorke Peninsula (DC)	2016	0-4	M	238
Yorke Peninsula (DC)	2016	5-14	F	513
Yorke Peninsula (DC)	2016	5-14	M	572
Yorke Peninsula (DC)	2016	15-19	F	212
Yorke Peninsula (DC)	2016	15-19	M	245
Yorke Peninsula (DC)	2016	20-24	F	145
Yorke Peninsula (DC)	2016	20-24	M	167
Yorke Peninsula (DC)	2016	25-34	F	378
Yorke Peninsula (DC)	2016	25-34	M	414
Yorke Peninsula (DC)	2016	35-44	F	451
Yorke Peninsula (DC)	2016	35-44	M	447
Yorke Peninsula (DC)	2016	45-54	F	682
Yorke Peninsula (DC)	2016	45-54	M	727
Yorke Peninsula (DC)	2016	55-64	F	985
Yorke Peninsula (DC)	2016	55-64	M	1084
Yorke Peninsula (DC)	2016	65-74	F	1000
Yorke Peninsula (DC)	2016	65-74	M	1085
Yorke Peninsula (DC)	2016	75-84	F	516
Yorke Peninsula (DC)	2016	75-84	M	542
Yorke Peninsula (DC)	2016	85+	F	271
Yorke Peninsula (DC)	2016	85+	M	192
Unincorporated SA	2006	0-4	F	103
Unincorporated SA	2006	0-4	M	131
Unincorporated SA	2006	5-14	F	229
Unincorporated SA	2006	5-14	M	225
Unincorporated SA	2006	15-19	F	81
Unincorporated SA	2006	15-19	M	117
Unincorporated SA	2006	20-24	F	122
Unincorporated SA	2006	20-24	M	173
Unincorporated SA	2006	25-34	F	231
Unincorporated SA	2006	25-34	M	252
Unincorporated SA	2006	35-44	F	281
Unincorporated SA	2006	35-44	M	355
Unincorporated SA	2006	45-54	F	280
Unincorporated SA	2006	45-54	M	408
Unincorporated SA	2006	55-64	F	192
Unincorporated SA	2006	55-64	M	275
Unincorporated SA	2006	65-74	F	62
Unincorporated SA	2006	65-74	M	135
Unincorporated SA	2006	75-84	F	25
Unincorporated SA	2006	75-84	M	49
Unincorporated SA	2006	85+	F	4
Unincorporated SA	2006	85+	M	12
Unincorporated SA	2011	0-4	F	127
Unincorporated SA	2011	0-4	M	142
Unincorporated SA	2011	5-14	F	247
Unincorporated SA	2011	5-14	M	270
Unincorporated SA	2011	15-19	F	93
Unincorporated SA	2011	15-19	M	113
Unincorporated SA	2011	20-24	F	113
Unincorporated SA	2011	20-24	M	173
Unincorporated SA	2011	25-34	F	269
Unincorporated SA	2011	25-34	M	413
Unincorporated SA	2011	35-44	F	271
Unincorporated SA	2011	35-44	M	400
Unincorporated SA	2011	45-54	F	294
Unincorporated SA	2011	45-54	M	524
Unincorporated SA	2011	55-64	F	250
Unincorporated SA	2011	55-64	M	393
Unincorporated SA	2011	65-74	F	95
Unincorporated SA	2011	65-74	M	171
Unincorporated SA	2011	75-84	F	26
Unincorporated SA	2011	75-84	M	50
Unincorporated SA	2011	85+	F	5
Unincorporated SA	2011	85+	M	10
Unincorporated SA	2016	0-4	F	77
Unincorporated SA	2016	0-4	M	78
Unincorporated SA	2016	5-14	F	149
Unincorporated SA	2016	5-14	M	179
Unincorporated SA	2016	15-19	F	69
Unincorporated SA	2016	15-19	M	79
Unincorporated SA	2016	20-24	F	64
Unincorporated SA	2016	20-24	M	104
Unincorporated SA	2016	25-34	F	206
Unincorporated SA	2016	25-34	M	344
Unincorporated SA	2016	35-44	F	182
Unincorporated SA	2016	35-44	M	326
Unincorporated SA	2016	45-54	F	249
Unincorporated SA	2016	45-54	M	389
Unincorporated SA	2016	55-64	F	215
Unincorporated SA	2016	55-64	M	371
Unincorporated SA	2016	65-74	F	117
Unincorporated SA	2016	65-74	M	192
Unincorporated SA	2016	75-84	F	34
Unincorporated SA	2016	75-84	M	65
Unincorporated SA	2016	85+	F	7
Unincorporated SA	2016	85+	M	11
No usual address (SA)	2006	0-4	F	63
No usual address (SA)	2006	0-4	M	68
No usual address (SA)	2006	5-14	F	67
No usual address (SA)	2006	5-14	M	74
No usual address (SA)	2006	15-19	F	88
No usual address (SA)	2006	15-19	M	81
No usual address (SA)	2006	20-24	F	133
No usual address (SA)	2006	20-24	M	173
No usual address (SA)	2006	25-34	F	208
No usual address (SA)	2006	25-34	M	310
No usual address (SA)	2006	35-44	F	145
No usual address (SA)	2006	35-44	M	287
No usual address (SA)	2006	45-54	F	145
No usual address (SA)	2006	45-54	M	193
No usual address (SA)	2006	55-64	F	170
No usual address (SA)	2006	55-64	M	185
No usual address (SA)	2006	65-74	F	66
No usual address (SA)	2006	65-74	M	87
No usual address (SA)	2006	75-84	F	23
No usual address (SA)	2006	75-84	M	25
No usual address (SA)	2006	85+	F	13
No usual address (SA)	2006	85+	M	10
No usual address (SA)	2011	0-4	F	64
No usual address (SA)	2011	0-4	M	68
No usual address (SA)	2011	5-14	F	83
No usual address (SA)	2011	5-14	M	81
No usual address (SA)	2011	15-19	F	69
No usual address (SA)	2011	15-19	M	74
No usual address (SA)	2011	20-24	F	132
No usual address (SA)	2011	20-24	M	154
No usual address (SA)	2011	25-34	F	236
No usual address (SA)	2011	25-34	M	350
No usual address (SA)	2011	35-44	F	171
No usual address (SA)	2011	35-44	M	304
No usual address (SA)	2011	45-54	F	194
No usual address (SA)	2011	45-54	M	265
No usual address (SA)	2011	55-64	F	165
No usual address (SA)	2011	55-64	M	261
No usual address (SA)	2011	65-74	F	89
No usual address (SA)	2011	65-74	M	140
No usual address (SA)	2011	75-84	F	41
No usual address (SA)	2011	75-84	M	42
No usual address (SA)	2011	85+	F	40
No usual address (SA)	2011	85+	M	34
No usual address (SA)	2016	0-4	F	43
No usual address (SA)	2016	0-4	M	50
No usual address (SA)	2016	5-14	F	68
No usual address (SA)	2016	5-14	M	56
No usual address (SA)	2016	15-19	F	80
No usual address (SA)	2016	15-19	M	95
No usual address (SA)	2016	20-24	F	99
No usual address (SA)	2016	20-24	M	161
No usual address (SA)	2016	25-34	F	209
No usual address (SA)	2016	25-34	M	349
No usual address (SA)	2016	35-44	F	140
No usual address (SA)	2016	35-44	M	280
No usual address (SA)	2016	45-54	F	192
No usual address (SA)	2016	45-54	M	282
No usual address (SA)	2016	55-64	F	164
No usual address (SA)	2016	55-64	M	239
No usual address (SA)	2016	65-74	F	97
No usual address (SA)	2016	65-74	M	168
No usual address (SA)	2016	75-84	F	21
No usual address (SA)	2016	75-84	M	43
No usual address (SA)	2016	85+	F	7
No usual address (SA)	2016	85+	M	13
Migratory - Offshore - Shipping (SA)	2006	0-4	F	0
Migratory - Offshore - Shipping (SA)	2006	0-4	M	0
Migratory - Offshore - Shipping (SA)	2006	5-14	F	0
Migratory - Offshore - Shipping (SA)	2006	5-14	M	0
Migratory - Offshore - Shipping (SA)	2006	15-19	F	0
Migratory - Offshore - Shipping (SA)	2006	15-19	M	0
Migratory - Offshore - Shipping (SA)	2006	20-24	F	0
Migratory - Offshore - Shipping (SA)	2006	20-24	M	0
Migratory - Offshore - Shipping (SA)	2006	25-34	F	0
Migratory - Offshore - Shipping (SA)	2006	25-34	M	4
Migratory - Offshore - Shipping (SA)	2006	35-44	F	0
Migratory - Offshore - Shipping (SA)	2006	35-44	M	0
Migratory - Offshore - Shipping (SA)	2006	45-54	F	0
Migratory - Offshore - Shipping (SA)	2006	45-54	M	0
Migratory - Offshore - Shipping (SA)	2006	55-64	F	0
Migratory - Offshore - Shipping (SA)	2006	55-64	M	0
Migratory - Offshore - Shipping (SA)	2006	65-74	F	0
Migratory - Offshore - Shipping (SA)	2006	65-74	M	0
Migratory - Offshore - Shipping (SA)	2006	75-84	F	0
Migratory - Offshore - Shipping (SA)	2006	75-84	M	0
Migratory - Offshore - Shipping (SA)	2006	85+	F	0
Migratory - Offshore - Shipping (SA)	2006	85+	M	0
Migratory - Offshore - Shipping (SA)	2011	0-4	F	0
Migratory - Offshore - Shipping (SA)	2011	0-4	M	0
Migratory - Offshore - Shipping (SA)	2011	5-14	F	0
Migratory - Offshore - Shipping (SA)	2011	5-14	M	0
Migratory - Offshore - Shipping (SA)	2011	15-19	F	0
Migratory - Offshore - Shipping (SA)	2011	15-19	M	0
Migratory - Offshore - Shipping (SA)	2011	20-24	F	0
Migratory - Offshore - Shipping (SA)	2011	20-24	M	0
Migratory - Offshore - Shipping (SA)	2011	25-34	F	0
Migratory - Offshore - Shipping (SA)	2011	25-34	M	3
Migratory - Offshore - Shipping (SA)	2011	35-44	F	0
Migratory - Offshore - Shipping (SA)	2011	35-44	M	3
Migratory - Offshore - Shipping (SA)	2011	45-54	F	0
Migratory - Offshore - Shipping (SA)	2011	45-54	M	0
Migratory - Offshore - Shipping (SA)	2011	55-64	F	0
Migratory - Offshore - Shipping (SA)	2011	55-64	M	0
Migratory - Offshore - Shipping (SA)	2011	65-74	F	0
Migratory - Offshore - Shipping (SA)	2011	65-74	M	0
Migratory - Offshore - Shipping (SA)	2011	75-84	F	0
Migratory - Offshore - Shipping (SA)	2011	75-84	M	0
Migratory - Offshore - Shipping (SA)	2011	85+	F	0
Migratory - Offshore - Shipping (SA)	2011	85+	M	0
Migratory - Offshore - Shipping (SA)	2016	0-4	F	0
Migratory - Offshore - Shipping (SA)	2016	0-4	M	0
Migratory - Offshore - Shipping (SA)	2016	5-14	F	0
Migratory - Offshore - Shipping (SA)	2016	5-14	M	0
Migratory - Offshore - Shipping (SA)	2016	15-19	F	0
Migratory - Offshore - Shipping (SA)	2016	15-19	M	0
Migratory - Offshore - Shipping (SA)	2016	20-24	F	0
Migratory - Offshore - Shipping (SA)	2016	20-24	M	0
Migratory - Offshore - Shipping (SA)	2016	25-34	F	0
Migratory - Offshore - Shipping (SA)	2016	25-34	M	0
Migratory - Offshore - Shipping (SA)	2016	35-44	F	0
Migratory - Offshore - Shipping (SA)	2016	35-44	M	0
Migratory - Offshore - Shipping (SA)	2016	45-54	F	0
Migratory - Offshore - Shipping (SA)	2016	45-54	M	0
Migratory - Offshore - Shipping (SA)	2016	55-64	F	0
Migratory - Offshore - Shipping (SA)	2016	55-64	M	0
Migratory - Offshore - Shipping (SA)	2016	65-74	F	0
Migratory - Offshore - Shipping (SA)	2016	65-74	M	0
Migratory - Offshore - Shipping (SA)	2016	75-84	F	0
Migratory - Offshore - Shipping (SA)	2016	75-84	M	0
Migratory - Offshore - Shipping (SA)	2016	85+	F	0
Migratory - Offshore - Shipping (SA)	2016	85+	M	0
Albany (C)	2006	0-4	F	906
Albany (C)	2006	0-4	M	999
Albany (C)	2006	5-14	F	2225
Albany (C)	2006	5-14	M	2364
Albany (C)	2006	15-19	F	1166
Albany (C)	2006	15-19	M	1238
Albany (C)	2006	20-24	F	714
Albany (C)	2006	20-24	M	794
Albany (C)	2006	25-34	F	1641
Albany (C)	2006	25-34	M	1661
Albany (C)	2006	35-44	F	2298
Albany (C)	2006	35-44	M	2114
Albany (C)	2006	45-54	F	2404
Albany (C)	2006	45-54	M	2273
Albany (C)	2006	55-64	F	1857
Albany (C)	2006	55-64	M	1837
Albany (C)	2006	65-74	F	1358
Albany (C)	2006	65-74	M	1313
Albany (C)	2006	75-84	F	1015
Albany (C)	2006	75-84	M	835
Albany (C)	2006	85+	F	375
Albany (C)	2006	85+	M	187
Albany (C)	2011	0-4	F	1005
Albany (C)	2011	0-4	M	1067
Albany (C)	2011	5-14	F	2239
Albany (C)	2011	5-14	M	2419
Albany (C)	2011	15-19	F	1125
Albany (C)	2011	15-19	M	1213
Albany (C)	2011	20-24	F	811
Albany (C)	2011	20-24	M	941
Albany (C)	2011	25-34	F	1732
Albany (C)	2011	25-34	M	1675
Albany (C)	2011	35-44	F	2286
Albany (C)	2011	35-44	M	2133
Albany (C)	2011	45-54	F	2487
Albany (C)	2011	45-54	M	2266
Albany (C)	2011	55-64	F	2232
Albany (C)	2011	55-64	M	2163
Albany (C)	2011	65-74	F	1592
Albany (C)	2011	65-74	M	1472
Albany (C)	2011	75-84	F	1079
Albany (C)	2011	75-84	M	964
Albany (C)	2011	85+	F	486
Albany (C)	2011	85+	M	267
Albany (C)	2016	0-4	F	962
Albany (C)	2016	0-4	M	1029
Albany (C)	2016	5-14	F	2288
Albany (C)	2016	5-14	M	2506
Albany (C)	2016	15-19	F	1156
Albany (C)	2016	15-19	M	1252
Albany (C)	2016	20-24	F	806
Albany (C)	2016	20-24	M	954
Albany (C)	2016	25-34	F	1917
Albany (C)	2016	25-34	M	1946
Albany (C)	2016	35-44	F	2160
Albany (C)	2016	35-44	M	2026
Albany (C)	2016	45-54	F	2570
Albany (C)	2016	45-54	M	2352
Albany (C)	2016	55-64	F	2669
Albany (C)	2016	55-64	M	2449
Albany (C)	2016	65-74	F	2139
Albany (C)	2016	65-74	M	2018
Albany (C)	2016	75-84	F	1259
Albany (C)	2016	75-84	M	1086
Albany (C)	2016	85+	F	611
Albany (C)	2016	85+	M	439
Armadale (C)	2006	0-4	F	1705
Armadale (C)	2006	0-4	M	1735
Armadale (C)	2006	5-14	F	3705
Armadale (C)	2006	5-14	M	3921
Armadale (C)	2006	15-19	F	1989
Armadale (C)	2006	15-19	M	2045
Armadale (C)	2006	20-24	F	1717
Armadale (C)	2006	20-24	M	1742
Armadale (C)	2006	25-34	F	2996
Armadale (C)	2006	25-34	M	2959
Armadale (C)	2006	35-44	F	3572
Armadale (C)	2006	35-44	M	3469
Armadale (C)	2006	45-54	F	3824
Armadale (C)	2006	45-54	M	3453
Armadale (C)	2006	55-64	F	2941
Armadale (C)	2006	55-64	M	3058
Armadale (C)	2006	65-74	F	1655
Armadale (C)	2006	65-74	M	1641
Armadale (C)	2006	75-84	F	993
Armadale (C)	2006	75-84	M	826
Armadale (C)	2006	85+	F	390
Armadale (C)	2006	85+	M	189
Armadale (C)	2011	0-4	F	2372
Armadale (C)	2011	0-4	M	2577
Armadale (C)	2011	5-14	F	4145
Armadale (C)	2011	5-14	M	4281
Armadale (C)	2011	15-19	F	2161
Armadale (C)	2011	15-19	M	2289
Armadale (C)	2011	20-24	F	2282
Armadale (C)	2011	20-24	M	2342
Armadale (C)	2011	25-34	F	4657
Armadale (C)	2011	25-34	M	4660
Armadale (C)	2011	35-44	F	4180
Armadale (C)	2011	35-44	M	4146
Armadale (C)	2011	45-54	F	4199
Armadale (C)	2011	45-54	M	4083
Armadale (C)	2011	55-64	F	3677
Armadale (C)	2011	55-64	M	3433
Armadale (C)	2011	65-74	F	1989
Armadale (C)	2011	65-74	M	2046
Armadale (C)	2011	75-84	F	1169
Armadale (C)	2011	75-84	M	943
Armadale (C)	2011	85+	F	414
Armadale (C)	2011	85+	M	241
Armadale (C)	2016	0-4	F	3368
Armadale (C)	2016	0-4	M	3588
Armadale (C)	2016	5-14	F	5271
Armadale (C)	2016	5-14	M	5499
Armadale (C)	2016	15-19	F	2331
Armadale (C)	2016	15-19	M	2361
