LGA_NAME16	Year	Occupation	workers
Tenterfield (A)	2011	Machinery operators and drivers	208
Tenterfield (A)	2011	Managers	644
Tenterfield (A)	2011	Professionals	273
Tenterfield (A)	2011	Sales workers	180
Tenterfield (A)	2011	Technicians and trades workers	326
Tenterfield (A)	2016		59
Tenterfield (A)	2016	Clerical and administrative workers	232
Tenterfield (A)	2016	Community and personal service workers	233
Tenterfield (A)	2016	Labourers	370
Tenterfield (A)	2016	Machinery operators and drivers	182
Tenterfield (A)	2016	Managers	566
Tenterfield (A)	2016	Professionals	262
Tenterfield (A)	2016	Sales workers	179
Tenterfield (A)	2016	Technicians and trades workers	270
The Hills Shire (A)	2006		1231
The Hills Shire (A)	2006	Clerical and administrative workers	12630
The Hills Shire (A)	2006	Community and personal service workers	4696
The Hills Shire (A)	2006	Labourers	3494
The Hills Shire (A)	2006	Machinery operators and drivers	2308
The Hills Shire (A)	2006	Managers	12559
The Hills Shire (A)	2006	Professionals	18164
The Hills Shire (A)	2006	Sales workers	7517
The Hills Shire (A)	2006	Technicians and trades workers	8219
The Hills Shire (A)	2011		1110
The Hills Shire (A)	2011	Clerical and administrative workers	12883
The Hills Shire (A)	2011	Community and personal service workers	5242
The Hills Shire (A)	2011	Labourers	3302
The Hills Shire (A)	2011	Machinery operators and drivers	2296
The Hills Shire (A)	2011	Managers	13106
The Hills Shire (A)	2011	Professionals	20380
The Hills Shire (A)	2011	Sales workers	7397
The Hills Shire (A)	2011	Technicians and trades workers	8297
The Hills Shire (A)	2016		1378
The Hills Shire (A)	2016	Clerical and administrative workers	13014
The Hills Shire (A)	2016	Community and personal service workers	6226
The Hills Shire (A)	2016	Labourers	3772
The Hills Shire (A)	2016	Machinery operators and drivers	2427
The Hills Shire (A)	2016	Managers	14079
The Hills Shire (A)	2016	Professionals	23235
The Hills Shire (A)	2016	Sales workers	7702
The Hills Shire (A)	2016	Technicians and trades workers	8348
Tweed (A)	2006		517
Tweed (A)	2006	Clerical and administrative workers	3720
Tweed (A)	2006	Community and personal service workers	3236
Tweed (A)	2006	Labourers	3957
Tweed (A)	2006	Machinery operators and drivers	1817
Tweed (A)	2006	Managers	3386
Tweed (A)	2006	Professionals	4225
Tweed (A)	2006	Sales workers	3527
Tweed (A)	2006	Technicians and trades workers	4876
Tweed (A)	2011		522
Tweed (A)	2011	Clerical and administrative workers	4104
Tweed (A)	2011	Community and personal service workers	4048
Tweed (A)	2011	Labourers	3939
Tweed (A)	2011	Machinery operators and drivers	1974
Tweed (A)	2011	Managers	3669
Tweed (A)	2011	Professionals	5427
Tweed (A)	2011	Sales workers	3845
Tweed (A)	2011	Technicians and trades workers	5129
Tweed (A)	2016		603
Tweed (A)	2016	Clerical and administrative workers	4356
Tweed (A)	2016	Community and personal service workers	4917
Tweed (A)	2016	Labourers	4179
Tweed (A)	2016	Machinery operators and drivers	2029
Tweed (A)	2016	Managers	3954
Tweed (A)	2016	Professionals	6168
Tweed (A)	2016	Sales workers	3927
Tweed (A)	2016	Technicians and trades workers	5595
Upper Hunter Shire (A)	2006		93
Upper Hunter Shire (A)	2006	Clerical and administrative workers	556
Upper Hunter Shire (A)	2006	Community and personal service workers	444
Upper Hunter Shire (A)	2006	Labourers	1146
Upper Hunter Shire (A)	2006	Machinery operators and drivers	665
Upper Hunter Shire (A)	2006	Managers	1108
Upper Hunter Shire (A)	2006	Professionals	649
Upper Hunter Shire (A)	2006	Sales workers	414
Upper Hunter Shire (A)	2006	Technicians and trades workers	1129
Upper Hunter Shire (A)	2011		118
Upper Hunter Shire (A)	2011	Clerical and administrative workers	626
Upper Hunter Shire (A)	2011	Community and personal service workers	493
Upper Hunter Shire (A)	2011	Labourers	1037
Upper Hunter Shire (A)	2011	Machinery operators and drivers	866
Upper Hunter Shire (A)	2011	Managers	1082
Upper Hunter Shire (A)	2011	Professionals	750
Upper Hunter Shire (A)	2011	Sales workers	449
Upper Hunter Shire (A)	2011	Technicians and trades workers	1114
Upper Hunter Shire (A)	2016		90
Upper Hunter Shire (A)	2016	Clerical and administrative workers	589
Upper Hunter Shire (A)	2016	Community and personal service workers	482
Upper Hunter Shire (A)	2016	Labourers	1005
Upper Hunter Shire (A)	2016	Machinery operators and drivers	823
Upper Hunter Shire (A)	2016	Managers	1030
Upper Hunter Shire (A)	2016	Professionals	768
Upper Hunter Shire (A)	2016	Sales workers	447
Upper Hunter Shire (A)	2016	Technicians and trades workers	1060
Upper Lachlan Shire (A)	2006		36
Upper Lachlan Shire (A)	2006	Clerical and administrative workers	314
Upper Lachlan Shire (A)	2006	Community and personal service workers	296
Upper Lachlan Shire (A)	2006	Labourers	361
Upper Lachlan Shire (A)	2006	Machinery operators and drivers	208
Upper Lachlan Shire (A)	2006	Managers	1042
Upper Lachlan Shire (A)	2006	Professionals	372
Upper Lachlan Shire (A)	2006	Sales workers	173
Upper Lachlan Shire (A)	2006	Technicians and trades workers	413
Upper Lachlan Shire (A)	2011		64
Upper Lachlan Shire (A)	2011	Clerical and administrative workers	360
Upper Lachlan Shire (A)	2011	Community and personal service workers	327
Upper Lachlan Shire (A)	2011	Labourers	344
Upper Lachlan Shire (A)	2011	Machinery operators and drivers	205
Upper Lachlan Shire (A)	2011	Managers	1015
Upper Lachlan Shire (A)	2011	Professionals	481
Upper Lachlan Shire (A)	2011	Sales workers	206
Upper Lachlan Shire (A)	2011	Technicians and trades workers	470
Upper Lachlan Shire (A)	2016		63
Upper Lachlan Shire (A)	2016	Clerical and administrative workers	381
Upper Lachlan Shire (A)	2016	Community and personal service workers	378
Upper Lachlan Shire (A)	2016	Labourers	401
Upper Lachlan Shire (A)	2016	Machinery operators and drivers	229
Upper Lachlan Shire (A)	2016	Managers	943
Upper Lachlan Shire (A)	2016	Professionals	452
Upper Lachlan Shire (A)	2016	Sales workers	195
Upper Lachlan Shire (A)	2016	Technicians and trades workers	482
Uralla (A)	2006		54
Uralla (A)	2006	Clerical and administrative workers	296
Uralla (A)	2006	Community and personal service workers	219
Uralla (A)	2006	Labourers	340
Uralla (A)	2006	Machinery operators and drivers	138
Uralla (A)	2006	Managers	517
Uralla (A)	2006	Professionals	417
Uralla (A)	2006	Sales workers	194
Uralla (A)	2006	Technicians and trades workers	380
Uralla (A)	2011		30
Uralla (A)	2011	Clerical and administrative workers	334
Uralla (A)	2011	Community and personal service workers	298
Uralla (A)	2011	Labourers	350
Uralla (A)	2011	Machinery operators and drivers	159
Uralla (A)	2011	Managers	529
Uralla (A)	2011	Professionals	452
Uralla (A)	2011	Sales workers	202
Uralla (A)	2011	Technicians and trades workers	387
Uralla (A)	2016		43
Uralla (A)	2016	Clerical and administrative workers	328
Uralla (A)	2016	Community and personal service workers	267
Uralla (A)	2016	Labourers	368
Uralla (A)	2016	Machinery operators and drivers	127
Uralla (A)	2016	Managers	499
Uralla (A)	2016	Professionals	423
Uralla (A)	2016	Sales workers	204
Uralla (A)	2016	Technicians and trades workers	373
Wagga Wagga (C)	2006		351
Wagga Wagga (C)	2006	Clerical and administrative workers	3661
Wagga Wagga (C)	2006	Community and personal service workers	2879
Wagga Wagga (C)	2006	Labourers	3114
Wagga Wagga (C)	2006	Machinery operators and drivers	1531
Wagga Wagga (C)	2006	Managers	3516
Wagga Wagga (C)	2006	Professionals	4851
Wagga Wagga (C)	2006	Sales workers	3101
Wagga Wagga (C)	2006	Technicians and trades workers	4408
Wagga Wagga (C)	2011		445
Wagga Wagga (C)	2011	Clerical and administrative workers	3734
Wagga Wagga (C)	2011	Community and personal service workers	3250
Wagga Wagga (C)	2011	Labourers	3052
Wagga Wagga (C)	2011	Machinery operators and drivers	1697
Wagga Wagga (C)	2011	Managers	3513
Wagga Wagga (C)	2011	Professionals	5514
Wagga Wagga (C)	2011	Sales workers	3063
Wagga Wagga (C)	2011	Technicians and trades workers	4801
Wagga Wagga (C)	2016		374
Wagga Wagga (C)	2016	Clerical and administrative workers	3657
Wagga Wagga (C)	2016	Community and personal service workers	3868
Wagga Wagga (C)	2016	Labourers	3072
Wagga Wagga (C)	2016	Machinery operators and drivers	1627
Wagga Wagga (C)	2016	Managers	3634
Wagga Wagga (C)	2016	Professionals	5877
Wagga Wagga (C)	2016	Sales workers	3061
Wagga Wagga (C)	2016	Technicians and trades workers	4667
Walcha (A)	2006		24
Walcha (A)	2006	Clerical and administrative workers	135
Walcha (A)	2006	Community and personal service workers	93
Walcha (A)	2006	Labourers	249
Walcha (A)	2006	Machinery operators and drivers	86
Walcha (A)	2006	Managers	563
Walcha (A)	2006	Professionals	117
Walcha (A)	2006	Sales workers	89
Walcha (A)	2006	Technicians and trades workers	160
Walcha (A)	2011		27
Walcha (A)	2011	Clerical and administrative workers	126
Walcha (A)	2011	Community and personal service workers	108
Walcha (A)	2011	Labourers	205
Walcha (A)	2011	Machinery operators and drivers	99
Walcha (A)	2011	Managers	518
Walcha (A)	2011	Professionals	139
Walcha (A)	2011	Sales workers	76
Walcha (A)	2011	Technicians and trades workers	160
Walcha (A)	2016		13
Walcha (A)	2016	Clerical and administrative workers	128
Walcha (A)	2016	Community and personal service workers	95
Walcha (A)	2016	Labourers	211
Walcha (A)	2016	Machinery operators and drivers	81
Walcha (A)	2016	Managers	489
Walcha (A)	2016	Professionals	156
Walcha (A)	2016	Sales workers	89
Walcha (A)	2016	Technicians and trades workers	147
Walgett (A)	2006		72
Walgett (A)	2006	Clerical and administrative workers	234
Walgett (A)	2006	Community and personal service workers	286
Walgett (A)	2006	Labourers	384
Walgett (A)	2006	Machinery operators and drivers	258
Walgett (A)	2006	Managers	662
Walgett (A)	2006	Professionals	299
Walgett (A)	2006	Sales workers	125
Walgett (A)	2006	Technicians and trades workers	220
Walgett (A)	2011		50
Walgett (A)	2011	Clerical and administrative workers	230
Walgett (A)	2011	Community and personal service workers	293
Walgett (A)	2011	Labourers	330
Walgett (A)	2011	Machinery operators and drivers	201
Walgett (A)	2011	Managers	590
Walgett (A)	2011	Professionals	293
Walgett (A)	2011	Sales workers	117
Walgett (A)	2011	Technicians and trades workers	211
Walgett (A)	2016		49
Walgett (A)	2016	Clerical and administrative workers	192
Walgett (A)	2016	Community and personal service workers	289
Walgett (A)	2016	Labourers	283
Walgett (A)	2016	Machinery operators and drivers	178
Walgett (A)	2016	Managers	490
Walgett (A)	2016	Professionals	283
Walgett (A)	2016	Sales workers	108
Walgett (A)	2016	Technicians and trades workers	178
Warren (A)	2006		25
Warren (A)	2006	Clerical and administrative workers	135
Warren (A)	2006	Community and personal service workers	83
Warren (A)	2006	Labourers	177
Warren (A)	2006	Machinery operators and drivers	102
Warren (A)	2006	Managers	472
Warren (A)	2006	Professionals	112
Warren (A)	2006	Sales workers	54
Warren (A)	2006	Technicians and trades workers	128
Warren (A)	2011		34
Warren (A)	2011	Clerical and administrative workers	123
Warren (A)	2011	Community and personal service workers	95
Warren (A)	2011	Labourers	159
Warren (A)	2011	Machinery operators and drivers	126
Warren (A)	2011	Managers	420
Warren (A)	2011	Professionals	155
Warren (A)	2011	Sales workers	60
Warren (A)	2011	Technicians and trades workers	135
Warren (A)	2016		21
Warren (A)	2016	Clerical and administrative workers	110
Warren (A)	2016	Community and personal service workers	96
Warren (A)	2016	Labourers	142
Warren (A)	2016	Machinery operators and drivers	88
Warren (A)	2016	Managers	366
Warren (A)	2016	Professionals	140
Warren (A)	2016	Sales workers	64
Warren (A)	2016	Technicians and trades workers	130
Warrumbungle Shire (A)	2006		56
Warrumbungle Shire (A)	2006	Clerical and administrative workers	305
Warrumbungle Shire (A)	2006	Community and personal service workers	310
Warrumbungle Shire (A)	2006	Labourers	540
Warrumbungle Shire (A)	2006	Machinery operators and drivers	256
Warrumbungle Shire (A)	2006	Managers	1149
Warrumbungle Shire (A)	2006	Professionals	472
Warrumbungle Shire (A)	2006	Sales workers	236
Warrumbungle Shire (A)	2006	Technicians and trades workers	405
Warrumbungle Shire (A)	2011		67
Warrumbungle Shire (A)	2011	Clerical and administrative workers	290
Warrumbungle Shire (A)	2011	Community and personal service workers	374
Warrumbungle Shire (A)	2011	Labourers	485
Warrumbungle Shire (A)	2011	Machinery operators and drivers	258
Warrumbungle Shire (A)	2011	Managers	989
Warrumbungle Shire (A)	2011	Professionals	494
Warrumbungle Shire (A)	2011	Sales workers	255
Warrumbungle Shire (A)	2011	Technicians and trades workers	403
Warrumbungle Shire (A)	2016		65
Warrumbungle Shire (A)	2016	Clerical and administrative workers	280
Warrumbungle Shire (A)	2016	Community and personal service workers	373
Warrumbungle Shire (A)	2016	Labourers	476
Warrumbungle Shire (A)	2016	Machinery operators and drivers	218
Warrumbungle Shire (A)	2016	Managers	890
Warrumbungle Shire (A)	2016	Professionals	469
Warrumbungle Shire (A)	2016	Sales workers	216
Warrumbungle Shire (A)	2016	Technicians and trades workers	341
Waverley (A)	2006		624
Waverley (A)	2006	Clerical and administrative workers	3941
Waverley (A)	2006	Community and personal service workers	2476
Waverley (A)	2006	Labourers	1137
Waverley (A)	2006	Machinery operators and drivers	512
Waverley (A)	2006	Managers	5228
Waverley (A)	2006	Professionals	11308
Waverley (A)	2006	Sales workers	2584
Waverley (A)	2006	Technicians and trades workers	2360
Waverley (A)	2011		672
Waverley (A)	2011	Clerical and administrative workers	4085
Waverley (A)	2011	Community and personal service workers	2804
Waverley (A)	2011	Labourers	1108
Waverley (A)	2011	Machinery operators and drivers	500
Waverley (A)	2011	Managers	6127
Waverley (A)	2011	Professionals	13333
Waverley (A)	2011	Sales workers	2717
Waverley (A)	2011	Technicians and trades workers	2693
Waverley (A)	2016		659
Waverley (A)	2016	Clerical and administrative workers	3803
Waverley (A)	2016	Community and personal service workers	3182
Waverley (A)	2016	Labourers	1375
Waverley (A)	2016	Machinery operators and drivers	513
Waverley (A)	2016	Managers	7178
Waverley (A)	2016	Professionals	14175
Waverley (A)	2016	Sales workers	2891
Waverley (A)	2016	Technicians and trades workers	2648
Weddin (A)	2006		16
Weddin (A)	2006	Clerical and administrative workers	116
Weddin (A)	2006	Community and personal service workers	110
Weddin (A)	2006	Labourers	188
Weddin (A)	2006	Machinery operators and drivers	95
Weddin (A)	2006	Managers	581
Weddin (A)	2006	Professionals	161
Weddin (A)	2006	Sales workers	65
Weddin (A)	2006	Technicians and trades workers	140
Weddin (A)	2011		19
Weddin (A)	2011	Clerical and administrative workers	119
Weddin (A)	2011	Community and personal service workers	128
Weddin (A)	2011	Labourers	158
Weddin (A)	2011	Machinery operators and drivers	104
Weddin (A)	2011	Managers	510
Weddin (A)	2011	Professionals	182
Weddin (A)	2011	Sales workers	79
Weddin (A)	2011	Technicians and trades workers	147
Weddin (A)	2016		14
Weddin (A)	2016	Clerical and administrative workers	129
Weddin (A)	2016	Community and personal service workers	110
Weddin (A)	2016	Labourers	176
Weddin (A)	2016	Machinery operators and drivers	98
Weddin (A)	2016	Managers	481
Weddin (A)	2016	Professionals	176
Weddin (A)	2016	Sales workers	89
Weddin (A)	2016	Technicians and trades workers	164
Wentworth (A)	2006		65
Wentworth (A)	2006	Clerical and administrative workers	294
Wentworth (A)	2006	Community and personal service workers	229
Wentworth (A)	2006	Labourers	509
Wentworth (A)	2006	Machinery operators and drivers	213
Wentworth (A)	2006	Managers	747
Wentworth (A)	2006	Professionals	343
Wentworth (A)	2006	Sales workers	228
Wentworth (A)	2006	Technicians and trades workers	403
Wentworth (A)	2011		51
Wentworth (A)	2011	Clerical and administrative workers	313
Wentworth (A)	2011	Community and personal service workers	242
Wentworth (A)	2011	Labourers	391
Wentworth (A)	2011	Machinery operators and drivers	242
Wentworth (A)	2011	Managers	677
Wentworth (A)	2011	Professionals	386
Wentworth (A)	2011	Sales workers	209
Wentworth (A)	2011	Technicians and trades workers	387
Wentworth (A)	2016		56
Wentworth (A)	2016	Clerical and administrative workers	289
Wentworth (A)	2016	Community and personal service workers	270
Wentworth (A)	2016	Labourers	379
Wentworth (A)	2016	Machinery operators and drivers	213
Wentworth (A)	2016	Managers	626
Wentworth (A)	2016	Professionals	367
Wentworth (A)	2016	Sales workers	232
Wentworth (A)	2016	Technicians and trades workers	356
Western Plains Regional (A)	2006		289
Western Plains Regional (A)	2006	Clerical and administrative workers	2775
Western Plains Regional (A)	2006	Community and personal service workers	1892
Western Plains Regional (A)	2006	Labourers	2522
Western Plains Regional (A)	2006	Machinery operators and drivers	1240
Western Plains Regional (A)	2006	Managers	2889
Western Plains Regional (A)	2006	Professionals	3226
Western Plains Regional (A)	2006	Sales workers	2260
Western Plains Regional (A)	2006	Technicians and trades workers	2921
Western Plains Regional (A)	2011		330
Western Plains Regional (A)	2011	Clerical and administrative workers	3018
Western Plains Regional (A)	2011	Community and personal service workers	2449
Western Plains Regional (A)	2011	Labourers	2360
Western Plains Regional (A)	2011	Machinery operators and drivers	1330
Western Plains Regional (A)	2011	Managers	2880
Western Plains Regional (A)	2011	Professionals	3752
Western Plains Regional (A)	2011	Sales workers	2295
Western Plains Regional (A)	2011	Technicians and trades workers	3014
Western Plains Regional (A)	2016		366
Western Plains Regional (A)	2016	Clerical and administrative workers	2873
Western Plains Regional (A)	2016	Community and personal service workers	2811
Western Plains Regional (A)	2016	Labourers	2460
Western Plains Regional (A)	2016	Machinery operators and drivers	1330
Western Plains Regional (A)	2016	Managers	2868
Western Plains Regional (A)	2016	Professionals	3882
Western Plains Regional (A)	2016	Sales workers	2380
Western Plains Regional (A)	2016	Technicians and trades workers	3170
Willoughby (C)	2006		606
Willoughby (C)	2006	Clerical and administrative workers	4736
Willoughby (C)	2006	Community and personal service workers	1945
Willoughby (C)	2006	Labourers	1150
Willoughby (C)	2006	Machinery operators and drivers	527
Willoughby (C)	2006	Managers	6036
Willoughby (C)	2006	Professionals	12000
Willoughby (C)	2006	Sales workers	2696
Willoughby (C)	2006	Technicians and trades workers	2197
Willoughby (C)	2011		660
Willoughby (C)	2011	Clerical and administrative workers	4717
Willoughby (C)	2011	Community and personal service workers	2300
Willoughby (C)	2011	Labourers	1074
Willoughby (C)	2011	Machinery operators and drivers	504
Willoughby (C)	2011	Managers	6141
Willoughby (C)	2011	Professionals	13440
Willoughby (C)	2011	Sales workers	2488
Willoughby (C)	2011	Technicians and trades workers	2336
Willoughby (C)	2016		701
Willoughby (C)	2016	Clerical and administrative workers	4481
Willoughby (C)	2016	Community and personal service workers	2659
Willoughby (C)	2016	Labourers	1321
Willoughby (C)	2016	Machinery operators and drivers	523
Willoughby (C)	2016	Managers	6927
Willoughby (C)	2016	Professionals	14478
Willoughby (C)	2016	Sales workers	2936
Willoughby (C)	2016	Technicians and trades workers	2286
Wingecarribee (A)	2006		292
Wingecarribee (A)	2006	Clerical and administrative workers	2276
Wingecarribee (A)	2006	Community and personal service workers	1680
Wingecarribee (A)	2006	Labourers	1937
Wingecarribee (A)	2006	Machinery operators and drivers	1138
Wingecarribee (A)	2006	Managers	2671
Wingecarribee (A)	2006	Professionals	3501
Wingecarribee (A)	2006	Sales workers	1729
Wingecarribee (A)	2006	Technicians and trades workers	2949
Wingecarribee (A)	2011		347
Wingecarribee (A)	2011	Clerical and administrative workers	2340
Wingecarribee (A)	2011	Community and personal service workers	1948
Wingecarribee (A)	2011	Labourers	1931
Wingecarribee (A)	2011	Machinery operators and drivers	1161
Wingecarribee (A)	2011	Managers	2823
Wingecarribee (A)	2011	Professionals	3864
Wingecarribee (A)	2011	Sales workers	1824
Wingecarribee (A)	2011	Technicians and trades workers	3024
Wingecarribee (A)	2016		333
Wingecarribee (A)	2016	Clerical and administrative workers	2323
Wingecarribee (A)	2016	Community and personal service workers	2233
Wingecarribee (A)	2016	Labourers	2112
Wingecarribee (A)	2016	Machinery operators and drivers	1189
Wingecarribee (A)	2016	Managers	2993
Wingecarribee (A)	2016	Professionals	4169
Wingecarribee (A)	2016	Sales workers	2002
Wingecarribee (A)	2016	Technicians and trades workers	3294
Wollondilly (A)	2006		301
Wollondilly (A)	2006	Clerical and administrative workers	3008
Wollondilly (A)	2006	Community and personal service workers	1596
Wollondilly (A)	2006	Labourers	2016
Wollondilly (A)	2006	Machinery operators and drivers	1935
Wollondilly (A)	2006	Managers	2584
Wollondilly (A)	2006	Professionals	2811
Wollondilly (A)	2006	Sales workers	1658
Wollondilly (A)	2006	Technicians and trades workers	3516
Wollondilly (A)	2011		388
Wollondilly (A)	2011	Clerical and administrative workers	3272
Wollondilly (A)	2011	Community and personal service workers	1974
Wollondilly (A)	2011	Labourers	2045
Wollondilly (A)	2011	Machinery operators and drivers	2095
Wollondilly (A)	2011	Managers	2623
Wollondilly (A)	2011	Professionals	3235
Wollondilly (A)	2011	Sales workers	1759
Wollondilly (A)	2011	Technicians and trades workers	3893
Wollondilly (A)	2016		451
Wollondilly (A)	2016	Clerical and administrative workers	3538
Wollondilly (A)	2016	Community and personal service workers	2450
Wollondilly (A)	2016	Labourers	2266
Wollondilly (A)	2016	Machinery operators and drivers	2263
Wollondilly (A)	2016	Managers	3043
Wollondilly (A)	2016	Professionals	3592
Wollondilly (A)	2016	Sales workers	2057
Wollondilly (A)	2016	Technicians and trades workers	4392
Wollongong (C)	2006		1300
Wollongong (C)	2006	Clerical and administrative workers	11299
Wollongong (C)	2006	Community and personal service workers	7716
Wollongong (C)	2006	Labourers	7143
Wollongong (C)	2006	Machinery operators and drivers	5994
Wollongong (C)	2006	Managers	7777
Wollongong (C)	2006	Professionals	16311
Wollongong (C)	2006	Sales workers	7344
Wollongong (C)	2006	Technicians and trades workers	12406
Wollongong (C)	2011		1359
Wollongong (C)	2011	Clerical and administrative workers	11803
Wollongong (C)	2011	Community and personal service workers	9496
Wollongong (C)	2011	Labourers	7343
Wollongong (C)	2011	Machinery operators and drivers	5937
Wollongong (C)	2011	Managers	8226
Wollongong (C)	2011	Professionals	18599
Wollongong (C)	2011	Sales workers	7423
Wollongong (C)	2011	Technicians and trades workers	12664
Wollongong (C)	2016		1374
Wollongong (C)	2016	Clerical and administrative workers	12000
Wollongong (C)	2016	Community and personal service workers	10922
Wollongong (C)	2016	Labourers	7774
Wollongong (C)	2016	Machinery operators and drivers	5465
Wollongong (C)	2016	Managers	9244
Wollongong (C)	2016	Professionals	20486
Wollongong (C)	2016	Sales workers	7934
Wollongong (C)	2016	Technicians and trades workers	13055
Woollahra (A)	2006		625
Woollahra (A)	2006	Clerical and administrative workers	3202
Woollahra (A)	2006	Community and personal service workers	1636
Woollahra (A)	2006	Labourers	450
Woollahra (A)	2006	Machinery operators and drivers	193
Woollahra (A)	2006	Managers	5592
Woollahra (A)	2006	Professionals	10400
Woollahra (A)	2006	Sales workers	2014
Woollahra (A)	2006	Technicians and trades workers	1095
Woollahra (A)	2011		658
Woollahra (A)	2011	Clerical and administrative workers	3245
Woollahra (A)	2011	Community and personal service workers	1736
Woollahra (A)	2011	Labourers	452
Woollahra (A)	2011	Machinery operators and drivers	193
Woollahra (A)	2011	Managers	5854
Woollahra (A)	2011	Professionals	11241
Woollahra (A)	2011	Sales workers	1982
Woollahra (A)	2011	Technicians and trades workers	1175
Woollahra (A)	2016		549
Woollahra (A)	2016	Clerical and administrative workers	3176
Woollahra (A)	2016	Community and personal service workers	1829
Woollahra (A)	2016	Labourers	544
Woollahra (A)	2016	Machinery operators and drivers	241
Woollahra (A)	2016	Managers	6398
Woollahra (A)	2016	Professionals	11893
Woollahra (A)	2016	Sales workers	2218
Woollahra (A)	2016	Technicians and trades workers	1174
Yass Valley (A)	2006		104
Yass Valley (A)	2006	Clerical and administrative workers	1027
Yass Valley (A)	2006	Community and personal service workers	575
Yass Valley (A)	2006	Labourers	593
Yass Valley (A)	2006	Machinery operators and drivers	320
Yass Valley (A)	2006	Managers	1361
Yass Valley (A)	2006	Professionals	1325
Yass Valley (A)	2006	Sales workers	493
Yass Valley (A)	2006	Technicians and trades workers	952
Yass Valley (A)	2011		163
Yass Valley (A)	2011	Clerical and administrative workers	1195
Yass Valley (A)	2011	Community and personal service workers	726
Yass Valley (A)	2011	Labourers	651
Yass Valley (A)	2011	Machinery operators and drivers	356
Yass Valley (A)	2011	Managers	1499
Yass Valley (A)	2011	Professionals	1588
Yass Valley (A)	2011	Sales workers	509
Yass Valley (A)	2011	Technicians and trades workers	1075
Yass Valley (A)	2016		168
Yass Valley (A)	2016	Clerical and administrative workers	1207
Yass Valley (A)	2016	Community and personal service workers	863
Yass Valley (A)	2016	Labourers	643
Yass Valley (A)	2016	Machinery operators and drivers	353
Yass Valley (A)	2016	Managers	1594
Yass Valley (A)	2016	Professionals	1676
Yass Valley (A)	2016	Sales workers	526
Yass Valley (A)	2016	Technicians and trades workers	1049
Unincorporated NSW	2006		14
Unincorporated NSW	2006	Clerical and administrative workers	28
Unincorporated NSW	2006	Community and personal service workers	40
Unincorporated NSW	2006	Labourers	106
Unincorporated NSW	2006	Machinery operators and drivers	34
Unincorporated NSW	2006	Managers	311
Unincorporated NSW	2006	Professionals	52
Unincorporated NSW	2006	Sales workers	17
Unincorporated NSW	2006	Technicians and trades workers	56
Unincorporated NSW	2011		12
Unincorporated NSW	2011	Clerical and administrative workers	43
Unincorporated NSW	2011	Community and personal service workers	43
Unincorporated NSW	2011	Labourers	133
Unincorporated NSW	2011	Machinery operators and drivers	29
Unincorporated NSW	2011	Managers	274
Unincorporated NSW	2011	Professionals	47
Unincorporated NSW	2011	Sales workers	15
Unincorporated NSW	2011	Technicians and trades workers	60
Unincorporated NSW	2016		20
Unincorporated NSW	2016	Clerical and administrative workers	35
Unincorporated NSW	2016	Community and personal service workers	42
Unincorporated NSW	2016	Labourers	119
Unincorporated NSW	2016	Machinery operators and drivers	11
Unincorporated NSW	2016	Managers	256
Unincorporated NSW	2016	Professionals	41
Unincorporated NSW	2016	Sales workers	18
Unincorporated NSW	2016	Technicians and trades workers	44
No usual address (NSW)	2006		106
No usual address (NSW)	2006	Clerical and administrative workers	333
No usual address (NSW)	2006	Community and personal service workers	441
No usual address (NSW)	2006	Labourers	530
No usual address (NSW)	2006	Machinery operators and drivers	343
No usual address (NSW)	2006	Managers	322
No usual address (NSW)	2006	Professionals	676
No usual address (NSW)	2006	Sales workers	266
No usual address (NSW)	2006	Technicians and trades workers	478
No usual address (NSW)	2011		93
No usual address (NSW)	2011	Clerical and administrative workers	394
No usual address (NSW)	2011	Community and personal service workers	464
No usual address (NSW)	2011	Labourers	490
No usual address (NSW)	2011	Machinery operators and drivers	349
No usual address (NSW)	2011	Managers	338
No usual address (NSW)	2011	Professionals	741
No usual address (NSW)	2011	Sales workers	238
No usual address (NSW)	2011	Technicians and trades workers	542
No usual address (NSW)	2016		103
No usual address (NSW)	2016	Clerical and administrative workers	261
No usual address (NSW)	2016	Community and personal service workers	430
No usual address (NSW)	2016	Labourers	582
No usual address (NSW)	2016	Machinery operators and drivers	339
No usual address (NSW)	2016	Managers	274
No usual address (NSW)	2016	Professionals	649
No usual address (NSW)	2016	Sales workers	224
No usual address (NSW)	2016	Technicians and trades workers	480
Migratory - Offshore - Shipping (NSW)	2006		0
Migratory - Offshore - Shipping (NSW)	2006	Clerical and administrative workers	0
Migratory - Offshore - Shipping (NSW)	2006	Community and personal service workers	9
Migratory - Offshore - Shipping (NSW)	2006	Labourers	10
Migratory - Offshore - Shipping (NSW)	2006	Machinery operators and drivers	0
Migratory - Offshore - Shipping (NSW)	2006	Managers	8
Migratory - Offshore - Shipping (NSW)	2006	Professionals	9
Migratory - Offshore - Shipping (NSW)	2006	Sales workers	0
Migratory - Offshore - Shipping (NSW)	2006	Technicians and trades workers	15
Migratory - Offshore - Shipping (NSW)	2011		0
Migratory - Offshore - Shipping (NSW)	2011	Clerical and administrative workers	3
Migratory - Offshore - Shipping (NSW)	2011	Community and personal service workers	3
Migratory - Offshore - Shipping (NSW)	2011	Labourers	13
Migratory - Offshore - Shipping (NSW)	2011	Machinery operators and drivers	3
Migratory - Offshore - Shipping (NSW)	2011	Managers	3
