LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
West Wimmera (S)	2011	F	0	40
West Wimmera (S)	2011	F	1	2006
West Wimmera (S)	2011	M	0	42
West Wimmera (S)	2011	M	1	2041
West Wimmera (S)	2016	F	0	39
West Wimmera (S)	2016	F	1	1784
West Wimmera (S)	2016	M	0	40
West Wimmera (S)	2016	M	1	1825
Whitehorse (C)	2006	F	0	19166
Whitehorse (C)	2006	F	1	53832
Whitehorse (C)	2006	M	0	17325
Whitehorse (C)	2006	M	1	49137
Whitehorse (C)	2011	F	0	24106
Whitehorse (C)	2011	F	1	51698
Whitehorse (C)	2011	M	0	21707
Whitehorse (C)	2011	M	1	48252
Whitehorse (C)	2016	F	0	31366
Whitehorse (C)	2016	F	1	49339
Whitehorse (C)	2016	M	0	28137
Whitehorse (C)	2016	M	1	46903
Whittlesea (C)	2006	F	0	27078
Whittlesea (C)	2006	F	1	33369
Whittlesea (C)	2006	M	0	26534
Whittlesea (C)	2006	M	1	32600
Whittlesea (C)	2011	F	0	33502
Whittlesea (C)	2011	F	1	41700
Whittlesea (C)	2011	M	0	32648
Whittlesea (C)	2011	M	1	40953
Whittlesea (C)	2016	F	0	44082
Whittlesea (C)	2016	F	1	51054
Whittlesea (C)	2016	M	0	42892
Whittlesea (C)	2016	M	1	49942
Wodonga (C)	2006	F	0	719
Wodonga (C)	2006	F	1	15563
Wodonga (C)	2006	M	0	627
Wodonga (C)	2006	M	1	15182
Wodonga (C)	2011	F	0	906
Wodonga (C)	2011	F	1	16626
Wodonga (C)	2011	M	0	767
Wodonga (C)	2011	M	1	16091
Wodonga (C)	2016	F	0	1237
Wodonga (C)	2016	F	1	17614
Wodonga (C)	2016	M	0	1125
Wodonga (C)	2016	M	1	16964
Wyndham (C)	2006	F	0	12229
Wyndham (C)	2006	F	1	41617
Wyndham (C)	2006	M	0	11381
Wyndham (C)	2006	M	1	41046
Wyndham (C)	2011	F	0	24916
Wyndham (C)	2011	F	1	52365
Wyndham (C)	2011	M	0	24064
Wyndham (C)	2011	M	1	51808
Wyndham (C)	2016	F	0	45032
Wyndham (C)	2016	F	1	57528
Wyndham (C)	2016	M	0	44139
Wyndham (C)	2016	M	1	57803
Yarra (C)	2006	F	0	8622
Yarra (C)	2006	F	1	23727
Yarra (C)	2006	M	0	7535
Yarra (C)	2006	M	1	22675
Yarra (C)	2011	F	0	9321
Yarra (C)	2011	F	1	26135
Yarra (C)	2011	M	0	7951
Yarra (C)	2011	M	1	25232
Yarra (C)	2016	F	0	10533
Yarra (C)	2016	F	1	30160
Yarra (C)	2016	M	0	8785
Yarra (C)	2016	M	1	29411
Yarra Ranges (S)	2006	F	0	3859
Yarra Ranges (S)	2006	F	1	64116
Yarra Ranges (S)	2006	M	0	3520
Yarra Ranges (S)	2006	M	1	63108
Yarra Ranges (S)	2011	F	0	4544
Yarra Ranges (S)	2011	F	1	66126
Yarra Ranges (S)	2011	M	0	4150
Yarra Ranges (S)	2011	M	1	64743
Yarra Ranges (S)	2016	F	0	5664
Yarra Ranges (S)	2016	F	1	66396
Yarra Ranges (S)	2016	M	0	5041
Yarra Ranges (S)	2016	M	1	65158
Yarriambiack (S)	2006	F	0	66
Yarriambiack (S)	2006	F	1	3585
Yarriambiack (S)	2006	M	0	51
Yarriambiack (S)	2006	M	1	3494
Yarriambiack (S)	2011	F	0	78
Yarriambiack (S)	2011	F	1	3313
Yarriambiack (S)	2011	M	0	80
Yarriambiack (S)	2011	M	1	3298
Yarriambiack (S)	2016	F	0	89
Yarriambiack (S)	2016	F	1	2916
Yarriambiack (S)	2016	M	0	77
Yarriambiack (S)	2016	M	1	3030
Unincorporated Vic	2006	F	0	26
Unincorporated Vic	2006	F	1	230
Unincorporated Vic	2006	M	0	33
Unincorporated Vic	2006	M	1	347
Unincorporated Vic	2011	F	0	35
Unincorporated Vic	2011	F	1	238
Unincorporated Vic	2011	M	0	37
Unincorporated Vic	2011	M	1	367
Unincorporated Vic	2016	F	0	60
Unincorporated Vic	2016	F	1	231
Unincorporated Vic	2016	M	0	47
Unincorporated Vic	2016	M	1	305
No usual address (Vic.)	2006	F	0	462
No usual address (Vic.)	2006	F	1	2089
No usual address (Vic.)	2006	M	0	600
No usual address (Vic.)	2006	M	1	2648
No usual address (Vic.)	2011	F	0	684
No usual address (Vic.)	2011	F	1	2367
No usual address (Vic.)	2011	M	0	732
No usual address (Vic.)	2011	M	1	2840
No usual address (Vic.)	2016	F	0	692
No usual address (Vic.)	2016	F	1	1835
No usual address (Vic.)	2016	M	0	698
No usual address (Vic.)	2016	M	1	2372
Migratory - Offshore - Shipping (Vic.)	2006	F	0	0
Migratory - Offshore - Shipping (Vic.)	2006	F	1	3
Migratory - Offshore - Shipping (Vic.)	2006	M	0	8
Migratory - Offshore - Shipping (Vic.)	2006	M	1	32
Migratory - Offshore - Shipping (Vic.)	2011	F	0	0
Migratory - Offshore - Shipping (Vic.)	2011	F	1	0
Migratory - Offshore - Shipping (Vic.)	2011	M	0	0
Migratory - Offshore - Shipping (Vic.)	2011	M	1	34
Migratory - Offshore - Shipping (Vic.)	2016	F	0	4
Migratory - Offshore - Shipping (Vic.)	2016	F	1	0
Migratory - Offshore - Shipping (Vic.)	2016	M	0	7
Migratory - Offshore - Shipping (Vic.)	2016	M	1	18
Aurukun (S)	2006	F	0	454
Aurukun (S)	2006	F	1	67
Aurukun (S)	2006	M	0	423
Aurukun (S)	2006	M	1	64
Aurukun (S)	2011	F	0	595
Aurukun (S)	2011	F	1	57
Aurukun (S)	2011	M	0	588
Aurukun (S)	2011	M	1	46
Aurukun (S)	2016	F	0	566
Aurukun (S)	2016	F	1	56
Aurukun (S)	2016	M	0	538
Aurukun (S)	2016	M	1	78
Balonne (S)	2006	F	0	31
Balonne (S)	2006	F	1	2120
Balonne (S)	2006	M	0	38
Balonne (S)	2006	M	1	2205
Balonne (S)	2011	F	0	43
Balonne (S)	2011	F	1	2165
Balonne (S)	2011	M	0	50
Balonne (S)	2011	M	1	2230
Balonne (S)	2016	F	0	62
Balonne (S)	2016	F	1	1898
Balonne (S)	2016	M	0	67
Balonne (S)	2016	M	1	2002
Banana (S)	2006	F	0	132
Banana (S)	2006	F	1	6628
Banana (S)	2006	M	0	191
Banana (S)	2006	M	1	7010
Banana (S)	2011	F	0	293
Banana (S)	2011	F	1	6422
Banana (S)	2011	M	0	337
Banana (S)	2011	M	1	6801
Banana (S)	2016	F	0	319
Banana (S)	2016	F	1	6078
Banana (S)	2016	M	0	386
Banana (S)	2016	M	1	6394
Barcaldine (R)	2006	F	0	16
Barcaldine (R)	2006	F	1	1500
Barcaldine (R)	2006	M	0	12
Barcaldine (R)	2006	M	1	1577
Barcaldine (R)	2011	F	0	14
Barcaldine (R)	2011	F	1	1497
Barcaldine (R)	2011	M	0	25
Barcaldine (R)	2011	M	1	1509
Barcaldine (R)	2016	F	0	36
Barcaldine (R)	2016	F	1	1290
Barcaldine (R)	2016	M	0	25
Barcaldine (R)	2016	M	1	1312
Barcoo (S)	2006	F	0	0
Barcoo (S)	2006	F	1	155
Barcoo (S)	2006	M	0	0
Barcoo (S)	2006	M	1	193
Barcoo (S)	2011	F	0	0
Barcoo (S)	2011	F	1	152
Barcoo (S)	2011	M	0	3
Barcoo (S)	2011	M	1	174
Barcoo (S)	2016	F	0	0
Barcoo (S)	2016	F	1	113
Barcoo (S)	2016	M	0	0
Barcoo (S)	2016	M	1	140
Blackall-Tambo (R)	2006	F	0	6
Blackall-Tambo (R)	2006	F	1	999
Blackall-Tambo (R)	2006	M	0	3
Blackall-Tambo (R)	2006	M	1	963
Blackall-Tambo (R)	2011	F	0	16
Blackall-Tambo (R)	2011	F	1	1066
Blackall-Tambo (R)	2011	M	0	15
Blackall-Tambo (R)	2011	M	1	1028
Blackall-Tambo (R)	2016	F	0	13
Blackall-Tambo (R)	2016	F	1	887
Blackall-Tambo (R)	2016	M	0	15
Blackall-Tambo (R)	2016	M	1	888
Boulia (S)	2006	F	0	6
Boulia (S)	2006	F	1	179
Boulia (S)	2006	M	0	4
Boulia (S)	2006	M	1	194
Boulia (S)	2011	F	0	21
Boulia (S)	2011	F	1	169
Boulia (S)	2011	M	0	24
Boulia (S)	2011	M	1	218
Boulia (S)	2016	F	0	9
Boulia (S)	2016	F	1	157
Boulia (S)	2016	M	0	4
Boulia (S)	2016	M	1	187
Brisbane (C)	2006	F	0	71706
Brisbane (C)	2006	F	1	391248
Brisbane (C)	2006	M	0	65346
Brisbane (C)	2006	M	1	371811
Brisbane (C)	2011	F	0	99886
Brisbane (C)	2011	F	1	405905
Brisbane (C)	2011	M	0	92699
Brisbane (C)	2011	M	1	392793
Brisbane (C)	2016	F	0	132510
Brisbane (C)	2016	F	1	410663
Brisbane (C)	2016	M	0	120710
Brisbane (C)	2016	M	1	401533
Bulloo (S)	2006	F	0	0
Bulloo (S)	2006	F	1	156
Bulloo (S)	2006	M	0	5
Bulloo (S)	2006	M	1	200
Bulloo (S)	2011	F	0	3
Bulloo (S)	2011	F	1	157
Bulloo (S)	2011	M	0	0
Bulloo (S)	2011	M	1	210
Bulloo (S)	2016	F	0	3
Bulloo (S)	2016	F	1	143
Bulloo (S)	2016	M	0	4
Bulloo (S)	2016	M	1	169
Bundaberg (R)	2006	F	0	1325
Bundaberg (R)	2006	F	1	38747
Bundaberg (R)	2006	M	0	1150
Bundaberg (R)	2006	M	1	37393
Bundaberg (R)	2011	F	0	1723
Bundaberg (R)	2011	F	1	41819
Bundaberg (R)	2011	M	0	1561
Bundaberg (R)	2011	M	1	40378
Bundaberg (R)	2016	F	0	2177
Bundaberg (R)	2016	F	1	41788
Bundaberg (R)	2016	M	0	1862
Bundaberg (R)	2016	M	1	40525
Burdekin (S)	2006	F	0	633
Burdekin (S)	2006	F	1	7531
Burdekin (S)	2006	M	0	564
Burdekin (S)	2006	M	1	7638
Burdekin (S)	2011	F	0	636
Burdekin (S)	2011	F	1	7638
Burdekin (S)	2011	M	0	548
Burdekin (S)	2011	M	1	7721
Burdekin (S)	2016	F	0	583
Burdekin (S)	2016	F	1	7217
Burdekin (S)	2016	M	0	491
Burdekin (S)	2016	M	1	7530
Burke (S)	2006	F	0	3
Burke (S)	2006	F	1	143
Burke (S)	2006	M	0	6
Burke (S)	2006	M	1	237
Burke (S)	2011	F	0	3
Burke (S)	2011	F	1	160
Burke (S)	2011	M	0	6
Burke (S)	2011	M	1	240
Burke (S)	2016	F	0	7
Burke (S)	2016	F	1	112
Burke (S)	2016	M	0	11
Burke (S)	2016	M	1	142
Cairns (R)	2006	F	0	6375
Cairns (R)	2006	F	1	52326
Cairns (R)	2006	M	0	5370
Cairns (R)	2006	M	1	52478
Cairns (R)	2011	F	0	8974
Cairns (R)	2011	F	1	59407
Cairns (R)	2011	M	0	7368
Cairns (R)	2011	M	1	58883
Cairns (R)	2016	F	0	11522
Cairns (R)	2016	F	1	61016
Cairns (R)	2016	M	0	9336
Cairns (R)	2016	M	1	60821
Carpentaria (S)	2006	F	0	20
Carpentaria (S)	2006	F	1	791
Carpentaria (S)	2006	M	0	19
Carpentaria (S)	2006	M	1	865
Carpentaria (S)	2011	F	0	32
Carpentaria (S)	2011	F	1	821
Carpentaria (S)	2011	M	0	45
Carpentaria (S)	2011	M	1	892
Carpentaria (S)	2016	F	0	30
Carpentaria (S)	2016	F	1	842
Carpentaria (S)	2016	M	0	35
Carpentaria (S)	2016	M	1	875
Cassowary Coast (R)	2006	F	0	1077
Cassowary Coast (R)	2006	F	1	11571
Cassowary Coast (R)	2006	M	0	1047
Cassowary Coast (R)	2006	M	1	12231
Cassowary Coast (R)	2011	F	0	1229
Cassowary Coast (R)	2011	F	1	11568
Cassowary Coast (R)	2011	M	0	1262
Cassowary Coast (R)	2011	M	1	12268
Cassowary Coast (R)	2016	F	0	1424
Cassowary Coast (R)	2016	F	1	11299
Cassowary Coast (R)	2016	M	0	1356
Cassowary Coast (R)	2016	M	1	11974
Central Highlands (R) (Qld)	2006	F	0	300
Central Highlands (R) (Qld)	2006	F	1	11334
Central Highlands (R) (Qld)	2006	M	0	338
Central Highlands (R) (Qld)	2006	M	1	12824
Central Highlands (R) (Qld)	2011	F	0	565
Central Highlands (R) (Qld)	2011	F	1	11905
Central Highlands (R) (Qld)	2011	M	0	618
Central Highlands (R) (Qld)	2011	M	1	13368
Central Highlands (R) (Qld)	2016	F	0	667
Central Highlands (R) (Qld)	2016	F	1	11117
Central Highlands (R) (Qld)	2016	M	0	630
Central Highlands (R) (Qld)	2016	M	1	12163
Charters Towers (R)	2006	F	0	101
Charters Towers (R)	2006	F	1	5393
Charters Towers (R)	2006	M	0	97
Charters Towers (R)	2006	M	1	5365
Charters Towers (R)	2011	F	0	129
Charters Towers (R)	2011	F	1	5632
Charters Towers (R)	2011	M	0	118
Charters Towers (R)	2011	M	1	5517
Charters Towers (R)	2016	F	0	147
Charters Towers (R)	2016	F	1	5250
Charters Towers (R)	2016	M	0	127
Charters Towers (R)	2016	M	1	5168
Cherbourg (S)	2006	F	0	5
Cherbourg (S)	2006	F	1	570
Cherbourg (S)	2006	M	0	3
Cherbourg (S)	2006	M	1	537
Cherbourg (S)	2011	F	0	37
Cherbourg (S)	2011	F	1	588
Cherbourg (S)	2011	M	0	49
Cherbourg (S)	2011	M	1	543
Cherbourg (S)	2016	F	0	28
Cherbourg (S)	2016	F	1	589
Cherbourg (S)	2016	M	0	24
Cherbourg (S)	2016	M	1	584
Cloncurry (S)	2006	F	0	34
Cloncurry (S)	2006	F	1	1282
Cloncurry (S)	2006	M	0	45
Cloncurry (S)	2006	M	1	1506
Cloncurry (S)	2011	F	0	45
Cloncurry (S)	2011	F	1	1251
Cloncurry (S)	2011	M	0	63
Cloncurry (S)	2011	M	1	1495
Cloncurry (S)	2016	F	0	59
Cloncurry (S)	2016	F	1	1071
Cloncurry (S)	2016	M	0	61
Cloncurry (S)	2016	M	1	1395
Cook (S)	2006	F	0	88
Cook (S)	2006	F	1	1298
Cook (S)	2006	M	0	96
Cook (S)	2006	M	1	1489
Cook (S)	2011	F	0	175
Cook (S)	2011	F	1	1412
Cook (S)	2011	M	0	177
Cook (S)	2011	M	1	1618
Cook (S)	2016	F	0	197
Cook (S)	2016	F	1	1451
Cook (S)	2016	M	0	182
Cook (S)	2016	M	1	1692
Croydon (S)	2006	F	0	0
Croydon (S)	2006	F	1	112
Croydon (S)	2006	M	0	4
Croydon (S)	2006	M	1	116
Croydon (S)	2011	F	0	3
Croydon (S)	2011	F	1	127
Croydon (S)	2011	M	0	0
Croydon (S)	2011	M	1	148
Croydon (S)	2016	F	0	4
Croydon (S)	2016	F	1	105
Croydon (S)	2016	M	0	0
Croydon (S)	2016	M	1	107
Diamantina (S)	2006	F	0	7
Diamantina (S)	2006	F	1	110
Diamantina (S)	2006	M	0	3
Diamantina (S)	2006	M	1	137
Diamantina (S)	2011	F	0	5
Diamantina (S)	2011	F	1	121
Diamantina (S)	2011	M	0	0
Diamantina (S)	2011	M	1	141
Diamantina (S)	2016	F	0	5
Diamantina (S)	2016	F	1	111
Diamantina (S)	2016	M	0	6
Diamantina (S)	2016	M	1	125
Doomadgee (S)	2006	F	0	9
Doomadgee (S)	2006	F	1	478
Doomadgee (S)	2006	M	0	6
Doomadgee (S)	2006	M	1	491
Doomadgee (S)	2011	F	0	22
Doomadgee (S)	2011	F	1	594
Doomadgee (S)	2011	M	0	18
Doomadgee (S)	2011	M	1	639
Doomadgee (S)	2016	F	0	38
Doomadgee (S)	2016	F	1	641
Doomadgee (S)	2016	M	0	39
Doomadgee (S)	2016	M	1	658
Douglas (S)	2006	F	0	393
Douglas (S)	2006	F	1	4132
Douglas (S)	2006	M	0	374
Douglas (S)	2006	M	1	4450
Douglas (S)	2011	F	0	380
Douglas (S)	2011	F	1	4467
Douglas (S)	2011	M	0	351
Douglas (S)	2011	M	1	4646
Douglas (S)	2016	F	0	465
Douglas (S)	2016	F	1	4488
Douglas (S)	2016	M	0	395
Douglas (S)	2016	M	1	4788
Etheridge (S)	2006	F	0	6
Etheridge (S)	2006	F	1	346
Etheridge (S)	2006	M	0	3
Etheridge (S)	2006	M	1	441
Etheridge (S)	2011	F	0	5
Etheridge (S)	2011	F	1	368
Etheridge (S)	2011	M	0	3
Etheridge (S)	2011	M	1	471
Etheridge (S)	2016	F	0	9
Etheridge (S)	2016	F	1	317
Etheridge (S)	2016	M	0	4
Etheridge (S)	2016	M	1	383
Flinders (S) (Qld)	2006	F	0	14
Flinders (S) (Qld)	2006	F	1	829
Flinders (S) (Qld)	2006	M	0	5
Flinders (S) (Qld)	2006	M	1	873
Flinders (S) (Qld)	2011	F	0	17
Flinders (S) (Qld)	2011	F	1	769
Flinders (S) (Qld)	2011	M	0	15
Flinders (S) (Qld)	2011	M	1	860
Flinders (S) (Qld)	2016	F	0	13
Flinders (S) (Qld)	2016	F	1	685
Flinders (S) (Qld)	2016	M	0	8
Flinders (S) (Qld)	2016	M	1	709
Fraser Coast (R)	2006	F	0	1244
Fraser Coast (R)	2006	F	1	39892
Fraser Coast (R)	2006	M	0	1047
Fraser Coast (R)	2006	M	1	38327
Fraser Coast (R)	2011	F	0	1636
Fraser Coast (R)	2011	F	1	44962
Fraser Coast (R)	2011	M	0	1337
Fraser Coast (R)	2011	M	1	42700
Fraser Coast (R)	2016	F	0	1951
Fraser Coast (R)	2016	F	1	46105
Fraser Coast (R)	2016	M	0	1412
Fraser Coast (R)	2016	M	1	43966
Gladstone (R)	2006	F	0	693
Gladstone (R)	2006	F	1	22731
Gladstone (R)	2006	M	0	682
Gladstone (R)	2006	M	1	23881
Gladstone (R)	2011	F	0	1202
Gladstone (R)	2011	F	1	24890
Gladstone (R)	2011	M	0	1168
Gladstone (R)	2011	M	1	26684
Gladstone (R)	2016	F	0	1945
Gladstone (R)	2016	F	1	25925
Gladstone (R)	2016	M	0	1901
Gladstone (R)	2016	M	1	27352
Gold Coast (C)	2006	F	0	20140
Gold Coast (C)	2006	F	1	185095
Gold Coast (C)	2006	M	0	17456
Gold Coast (C)	2006	M	1	178240
Gold Coast (C)	2011	F	0	27236
Gold Coast (C)	2011	F	1	210690
Gold Coast (C)	2011	M	0	23404
Gold Coast (C)	2011	M	1	201953
Gold Coast (C)	2016	F	0	36750
Gold Coast (C)	2016	F	1	228312
Gold Coast (C)	2016	M	0	31397
Gold Coast (C)	2016	M	1	218584
Goondiwindi (R)	2006	F	0	83
Goondiwindi (R)	2006	F	1	4572
Goondiwindi (R)	2006	M	0	81
Goondiwindi (R)	2006	M	1	4720
Goondiwindi (R)	2011	F	0	112
Goondiwindi (R)	2011	F	1	4853
Goondiwindi (R)	2011	M	0	141
Goondiwindi (R)	2011	M	1	4829
Goondiwindi (R)	2016	F	0	168
Goondiwindi (R)	2016	F	1	4616
Goondiwindi (R)	2016	M	0	179
Goondiwindi (R)	2016	M	1	4624
Gympie (R)	2006	F	0	448
Gympie (R)	2006	F	1	19750
Gympie (R)	2006	M	0	398
Gympie (R)	2006	M	1	19636
Gympie (R)	2011	F	0	582
Gympie (R)	2011	F	1	21247
Gympie (R)	2011	M	0	530
Gympie (R)	2011	M	1	20969
Gympie (R)	2016	F	0	711
Gympie (R)	2016	F	1	22313
Gympie (R)	2016	M	0	546
Gympie (R)	2016	M	1	22012
Hinchinbrook (S)	2006	F	0	598
Hinchinbrook (S)	2006	F	1	4943
Hinchinbrook (S)	2006	M	0	635
Hinchinbrook (S)	2006	M	1	5097
Hinchinbrook (S)	2011	F	0	567
Hinchinbrook (S)	2011	F	1	4924
Hinchinbrook (S)	2011	M	0	516
Hinchinbrook (S)	2011	M	1	5137
Hinchinbrook (S)	2016	F	0	393
Hinchinbrook (S)	2016	F	1	4549
Hinchinbrook (S)	2016	M	0	401
Hinchinbrook (S)	2016	M	1	4743
Hope Vale (S)	2006	F	0	292
Hope Vale (S)	2006	F	1	66
Hope Vale (S)	2006	M	0	307
Hope Vale (S)	2006	M	1	78
Hope Vale (S)	2011	F	0	410
Hope Vale (S)	2011	F	1	36
Hope Vale (S)	2011	M	0	441
Hope Vale (S)	2011	M	1	53
Hope Vale (S)	2016	F	0	329
Hope Vale (S)	2016	F	1	56
Hope Vale (S)	2016	M	0	368
Hope Vale (S)	2016	M	1	81
Ipswich (C)	2006	F	0	4803
Ipswich (C)	2006	F	1	61579
Ipswich (C)	2006	M	0	4405
Ipswich (C)	2006	M	1	60727
Ipswich (C)	2011	F	0	7986
Ipswich (C)	2011	F	1	72146
Ipswich (C)	2011	M	0	7517
Ipswich (C)	2011	M	1	70951
Ipswich (C)	2016	F	0	11755
Ipswich (C)	2016	F	1	79978
Ipswich (C)	2016	M	0	10763
Ipswich (C)	2016	M	1	78590
Isaac (R)	2006	F	0	215
Isaac (R)	2006	F	1	8076
Isaac (R)	2006	M	0	231
Isaac (R)	2006	M	1	9332
Isaac (R)	2011	F	0	376
Isaac (R)	2011	F	1	9043
Isaac (R)	2011	M	0	445
Isaac (R)	2011	M	1	10581
Isaac (R)	2016	F	0	466
Isaac (R)	2016	F	1	7929
Isaac (R)	2016	M	0	451
Isaac (R)	2016	M	1	9078
Kowanyama (S)	2006	F	0	102
Kowanyama (S)	2006	F	1	439
Kowanyama (S)	2006	M	0	72
Kowanyama (S)	2006	M	1	396
Kowanyama (S)	2011	F	0	58
Kowanyama (S)	2011	F	1	469
Kowanyama (S)	2011	M	0	52
Kowanyama (S)	2011	M	1	451
Kowanyama (S)	2016	F	0	31
Kowanyama (S)	2016	F	1	456
Kowanyama (S)	2016	M	0	26
Kowanyama (S)	2016	M	1	409
Livingstone (S)	2006	F	0	310
Livingstone (S)	2006	F	1	13008
Livingstone (S)	2006	M	0	295
Livingstone (S)	2006	M	1	13197
Livingstone (S)	2011	F	0	383
Livingstone (S)	2011	F	1	14616
Livingstone (S)	2011	M	0	371
Livingstone (S)	2011	M	1	14859
Livingstone (S)	2016	F	0	503
Livingstone (S)	2016	F	1	15881
Livingstone (S)	2016	M	0	424
Livingstone (S)	2016	M	1	16043
Lockhart River (S)	2006	F	0	146
Lockhart River (S)	2006	F	1	125
Lockhart River (S)	2006	M	0	125
Lockhart River (S)	2006	M	1	128
Lockhart River (S)	2011	F	0	194
Lockhart River (S)	2011	F	1	50
Lockhart River (S)	2011	M	0	171
Lockhart River (S)	2011	M	1	57
Lockhart River (S)	2016	F	0	134
Lockhart River (S)	2016	F	1	184
Lockhart River (S)	2016	M	0	135
Lockhart River (S)	2016	M	1	167
Lockyer Valley (R)	2006	F	0	482
Lockyer Valley (R)	2006	F	1	13848
Lockyer Valley (R)	2006	M	0	458
Lockyer Valley (R)	2006	M	1	13730
Lockyer Valley (R)	2011	F	0	886
Lockyer Valley (R)	2011	F	1	15735
Lockyer Valley (R)	2011	M	0	836
Lockyer Valley (R)	2011	M	1	15379
Lockyer Valley (R)	2016	F	0	1252
Lockyer Valley (R)	2016	F	1	16528
Lockyer Valley (R)	2016	M	0	1117
Lockyer Valley (R)	2016	M	1	16397
Logan (C)	2006	F	0	13173
Logan (C)	2006	F	1	106436
Logan (C)	2006	M	0	12336
Logan (C)	2006	M	1	105004
Logan (C)	2011	F	0	18461
Logan (C)	2011	F	1	114952
Logan (C)	2011	M	0	17084
Logan (C)	2011	M	1	113583
Logan (C)	2016	F	0	24881
Logan (C)	2016	F	1	119046
Logan (C)	2016	M	0	23480
Logan (C)	2016	M	1	117003
Longreach (R)	2006	F	0	28
Longreach (R)	2006	F	1	1888
Longreach (R)	2006	M	0	31
Longreach (R)	2006	M	1	1854
Longreach (R)	2011	F	0	39
Longreach (R)	2011	F	1	2010
Longreach (R)	2011	M	0	31
Longreach (R)	2011	M	1	1916
Longreach (R)	2016	F	0	47
Longreach (R)	2016	F	1	1667
Longreach (R)	2016	M	0	48
Longreach (R)	2016	M	1	1583
Mackay (R)	2006	F	0	1474
Mackay (R)	2006	F	1	45018
Mackay (R)	2006	M	0	1377
Mackay (R)	2006	M	1	45840
Mackay (R)	2011	F	0	2591
Mackay (R)	2011	F	1	49737
Mackay (R)	2011	M	0	2545
Mackay (R)	2011	M	1	51293
Mackay (R)	2016	F	0	3392
Mackay (R)	2016	F	1	49543
Mackay (R)	2016	M	0	2920
Mackay (R)	2016	M	1	50077
McKinlay (S)	2006	F	0	3
McKinlay (S)	2006	F	1	361
McKinlay (S)	2006	M	0	9
McKinlay (S)	2006	M	1	448
McKinlay (S)	2011	F	0	4
McKinlay (S)	2011	F	1	388
McKinlay (S)	2011	M	0	20
McKinlay (S)	2011	M	1	529
McKinlay (S)	2016	F	0	12
McKinlay (S)	2016	F	1	328
McKinlay (S)	2016	M	0	6
McKinlay (S)	2016	M	1	393
Mapoon (S)	2006	F	0	3
Mapoon (S)	2006	F	1	102
Mapoon (S)	2006	M	0	14
Mapoon (S)	2006	M	1	119
Mapoon (S)	2011	F	0	20
Mapoon (S)	2011	F	1	100
Mapoon (S)	2011	M	0	24
Mapoon (S)	2011	M	1	111
Mapoon (S)	2016	F	0	17
Mapoon (S)	2016	F	1	137
Mapoon (S)	2016	M	0	13
Mapoon (S)	2016	M	1	131
Maranoa (R)	2006	F	0	62
Maranoa (R)	2006	F	1	5789
Maranoa (R)	2006	M	0	64
Maranoa (R)	2006	M	1	5950
Maranoa (R)	2011	F	0	180
Maranoa (R)	2011	F	1	5693
Maranoa (R)	2011	M	0	192
Maranoa (R)	2011	M	1	5925
Maranoa (R)	2016	F	0	231
Maranoa (R)	2016	F	1	5365
Maranoa (R)	2016	M	0	253
Maranoa (R)	2016	M	1	5599
Mareeba (S)	2006	F	0	988
Mareeba (S)	2006	F	1	7086
Mareeba (S)	2006	M	0	932
Mareeba (S)	2006	M	1	7340
Mareeba (S)	2011	F	0	1038
Mareeba (S)	2011	F	1	8091
Mareeba (S)	2011	M	0	1061
Mareeba (S)	2011	M	1	8107
Mareeba (S)	2016	F	0	1114
Mareeba (S)	2016	F	1	8080
Mareeba (S)	2016	M	0	1067
Mareeba (S)	2016	M	1	8253
Moreton Bay (R)	2006	F	0	7291
Moreton Bay (R)	2006	F	1	150857
Moreton Bay (R)	2006	M	0	6111
Moreton Bay (R)	2006	M	1	146173
Moreton Bay (R)	2011	F	0	10972
Moreton Bay (R)	2011	F	1	173881
Moreton Bay (R)	2011	M	0	9421
Moreton Bay (R)	2011	M	1	167465
Moreton Bay (R)	2016	F	0	15944
Moreton Bay (R)	2016	F	1	189081
Moreton Bay (R)	2016	M	0	13341
Moreton Bay (R)	2016	M	1	182301
Mornington (S)	2006	F	0	36
Mornington (S)	2006	F	1	456
Mornington (S)	2006	M	0	28
Mornington (S)	2006	M	1	480
Mornington (S)	2011	F	0	53
Mornington (S)	2011	F	1	504
Mornington (S)	2011	M	0	51
Mornington (S)	2011	M	1	493
Mornington (S)	2016	F	0	65
Mornington (S)	2016	F	1	464
Mornington (S)	2016	M	0	75
Mornington (S)	2016	M	1	454
Mount Isa (C)	2006	F	0	490
Mount Isa (C)	2006	F	1	7691
Mount Isa (C)	2006	M	0	470
Mount Isa (C)	2006	M	1	8474
Mount Isa (C)	2011	F	0	760
Mount Isa (C)	2011	F	1	7863
Mount Isa (C)	2011	M	0	799
Mount Isa (C)	2011	M	1	8849
Mount Isa (C)	2016	F	0	839
Mount Isa (C)	2016	F	1	7144
Mount Isa (C)	2016	M	0	758
Mount Isa (C)	2016	M	1	7708
Murweh (S)	2006	F	0	49
Murweh (S)	2006	F	1	2118
Murweh (S)	2006	M	0	44
Murweh (S)	2006	M	1	2092
Murweh (S)	2011	F	0	99
Murweh (S)	2011	F	1	2088
Murweh (S)	2011	M	0	90
Murweh (S)	2011	M	1	2042
Murweh (S)	2016	F	0	100
Murweh (S)	2016	F	1	1933
Murweh (S)	2016	M	0	93
