LGA_NAME16	Year	Occupation	Sex	workers
Goomalling (S)	2006	Technicians and trades workers	F	12
Goomalling (S)	2006	Technicians and trades workers	M	43
Goomalling (S)	2011		F	3
Goomalling (S)	2011		M	3
Goomalling (S)	2011	Clerical and administrative workers	F	49
Goomalling (S)	2011	Clerical and administrative workers	M	5
Goomalling (S)	2011	Community and personal service workers	F	29
Goomalling (S)	2011	Community and personal service workers	M	6
Goomalling (S)	2011	Labourers	F	17
Goomalling (S)	2011	Labourers	M	22
Goomalling (S)	2011	Machinery operators and drivers	F	5
Goomalling (S)	2011	Machinery operators and drivers	M	36
Goomalling (S)	2011	Managers	F	37
Goomalling (S)	2011	Managers	M	115
Goomalling (S)	2011	Professionals	F	28
Goomalling (S)	2011	Professionals	M	13
Goomalling (S)	2011	Sales workers	F	16
Goomalling (S)	2011	Sales workers	M	5
Goomalling (S)	2011	Technicians and trades workers	F	10
Goomalling (S)	2011	Technicians and trades workers	M	45
Goomalling (S)	2016		F	3
Goomalling (S)	2016		M	4
Goomalling (S)	2016	Clerical and administrative workers	F	52
Goomalling (S)	2016	Clerical and administrative workers	M	4
Goomalling (S)	2016	Community and personal service workers	F	32
Goomalling (S)	2016	Community and personal service workers	M	9
Goomalling (S)	2016	Labourers	F	16
Goomalling (S)	2016	Labourers	M	33
Goomalling (S)	2016	Machinery operators and drivers	F	5
Goomalling (S)	2016	Machinery operators and drivers	M	36
Goomalling (S)	2016	Managers	F	40
Goomalling (S)	2016	Managers	M	104
Goomalling (S)	2016	Professionals	F	27
Goomalling (S)	2016	Professionals	M	12
Goomalling (S)	2016	Sales workers	F	18
Goomalling (S)	2016	Sales workers	M	7
Goomalling (S)	2016	Technicians and trades workers	F	11
Goomalling (S)	2016	Technicians and trades workers	M	38
Gosnells (C)	2006		F	288
Gosnells (C)	2006		M	436
Gosnells (C)	2006	Clerical and administrative workers	F	5672
Gosnells (C)	2006	Clerical and administrative workers	M	1739
Gosnells (C)	2006	Community and personal service workers	F	2934
Gosnells (C)	2006	Community and personal service workers	M	1158
Gosnells (C)	2006	Labourers	F	2136
Gosnells (C)	2006	Labourers	M	3451
Gosnells (C)	2006	Machinery operators and drivers	F	481
Gosnells (C)	2006	Machinery operators and drivers	M	4095
Gosnells (C)	2006	Managers	F	1288
Gosnells (C)	2006	Managers	M	2472
Gosnells (C)	2006	Professionals	F	2641
Gosnells (C)	2006	Professionals	M	2488
Gosnells (C)	2006	Sales workers	F	2911
Gosnells (C)	2006	Sales workers	M	1610
Gosnells (C)	2006	Technicians and trades workers	F	1116
Gosnells (C)	2006	Technicians and trades workers	M	7039
Gosnells (C)	2011		F	312
Gosnells (C)	2011		M	517
Gosnells (C)	2011	Clerical and administrative workers	F	6459
Gosnells (C)	2011	Clerical and administrative workers	M	1991
Gosnells (C)	2011	Community and personal service workers	F	3538
Gosnells (C)	2011	Community and personal service workers	M	1360
Gosnells (C)	2011	Labourers	F	2239
Gosnells (C)	2011	Labourers	M	3564
Gosnells (C)	2011	Machinery operators and drivers	F	584
Gosnells (C)	2011	Machinery operators and drivers	M	4676
Gosnells (C)	2011	Managers	F	1529
Gosnells (C)	2011	Managers	M	2959
Gosnells (C)	2011	Professionals	F	3847
Gosnells (C)	2011	Professionals	M	3434
Gosnells (C)	2011	Sales workers	F	3041
Gosnells (C)	2011	Sales workers	M	1679
Gosnells (C)	2011	Technicians and trades workers	F	1318
Gosnells (C)	2011	Technicians and trades workers	M	8027
Gosnells (C)	2016		F	354
Gosnells (C)	2016		M	624
Gosnells (C)	2016	Clerical and administrative workers	F	5512
Gosnells (C)	2016	Clerical and administrative workers	M	1901
Gosnells (C)	2016	Community and personal service workers	F	4243
Gosnells (C)	2016	Community and personal service workers	M	1583
Gosnells (C)	2016	Labourers	F	2472
Gosnells (C)	2016	Labourers	M	3880
Gosnells (C)	2016	Machinery operators and drivers	F	539
Gosnells (C)	2016	Machinery operators and drivers	M	4777
Gosnells (C)	2016	Managers	F	1636
Gosnells (C)	2016	Managers	M	2791
Gosnells (C)	2016	Professionals	F	4377
Gosnells (C)	2016	Professionals	M	3756
Gosnells (C)	2016	Sales workers	F	3175
Gosnells (C)	2016	Sales workers	M	1979
Gosnells (C)	2016	Technicians and trades workers	F	1279
Gosnells (C)	2016	Technicians and trades workers	M	8060
Greater Geraldton (C)	2006		F	115
Greater Geraldton (C)	2006		M	167
Greater Geraldton (C)	2006	Clerical and administrative workers	F	1565
Greater Geraldton (C)	2006	Clerical and administrative workers	M	299
Greater Geraldton (C)	2006	Community and personal service workers	F	1011
Greater Geraldton (C)	2006	Community and personal service workers	M	379
Greater Geraldton (C)	2006	Labourers	F	662
Greater Geraldton (C)	2006	Labourers	M	1137
Greater Geraldton (C)	2006	Machinery operators and drivers	F	97
Greater Geraldton (C)	2006	Machinery operators and drivers	M	1270
Greater Geraldton (C)	2006	Managers	F	581
Greater Geraldton (C)	2006	Managers	M	1116
Greater Geraldton (C)	2006	Professionals	F	1238
Greater Geraldton (C)	2006	Professionals	M	854
Greater Geraldton (C)	2006	Sales workers	F	977
Greater Geraldton (C)	2006	Sales workers	M	480
Greater Geraldton (C)	2006	Technicians and trades workers	F	357
Greater Geraldton (C)	2006	Technicians and trades workers	M	2300
Greater Geraldton (C)	2011		F	97
Greater Geraldton (C)	2011		M	146
Greater Geraldton (C)	2011	Clerical and administrative workers	F	1891
Greater Geraldton (C)	2011	Clerical and administrative workers	M	347
Greater Geraldton (C)	2011	Community and personal service workers	F	1332
Greater Geraldton (C)	2011	Community and personal service workers	M	426
Greater Geraldton (C)	2011	Labourers	F	727
Greater Geraldton (C)	2011	Labourers	M	1248
Greater Geraldton (C)	2011	Machinery operators and drivers	F	146
Greater Geraldton (C)	2011	Machinery operators and drivers	M	1591
Greater Geraldton (C)	2011	Managers	F	677
Greater Geraldton (C)	2011	Managers	M	1275
Greater Geraldton (C)	2011	Professionals	F	1539
Greater Geraldton (C)	2011	Professionals	M	997
Greater Geraldton (C)	2011	Sales workers	F	1137
Greater Geraldton (C)	2011	Sales workers	M	478
Greater Geraldton (C)	2011	Technicians and trades workers	F	416
Greater Geraldton (C)	2011	Technicians and trades workers	M	2782
Greater Geraldton (C)	2016		F	105
Greater Geraldton (C)	2016		M	204
Greater Geraldton (C)	2016	Clerical and administrative workers	F	1753
Greater Geraldton (C)	2016	Clerical and administrative workers	M	316
Greater Geraldton (C)	2016	Community and personal service workers	F	1483
Greater Geraldton (C)	2016	Community and personal service workers	M	441
Greater Geraldton (C)	2016	Labourers	F	748
Greater Geraldton (C)	2016	Labourers	M	1184
Greater Geraldton (C)	2016	Machinery operators and drivers	F	130
Greater Geraldton (C)	2016	Machinery operators and drivers	M	1365
Greater Geraldton (C)	2016	Managers	F	678
Greater Geraldton (C)	2016	Managers	M	1155
Greater Geraldton (C)	2016	Professionals	F	1701
Greater Geraldton (C)	2016	Professionals	M	991
Greater Geraldton (C)	2016	Sales workers	F	1089
Greater Geraldton (C)	2016	Sales workers	M	530
Greater Geraldton (C)	2016	Technicians and trades workers	F	399
Greater Geraldton (C)	2016	Technicians and trades workers	M	2441
Halls Creek (S)	2006		F	25
Halls Creek (S)	2006		M	42
Halls Creek (S)	2006	Clerical and administrative workers	F	55
Halls Creek (S)	2006	Clerical and administrative workers	M	20
Halls Creek (S)	2006	Community and personal service workers	F	74
Halls Creek (S)	2006	Community and personal service workers	M	45
Halls Creek (S)	2006	Labourers	F	128
Halls Creek (S)	2006	Labourers	M	292
Halls Creek (S)	2006	Machinery operators and drivers	F	4
Halls Creek (S)	2006	Machinery operators and drivers	M	32
Halls Creek (S)	2006	Managers	F	31
Halls Creek (S)	2006	Managers	M	49
Halls Creek (S)	2006	Professionals	F	83
Halls Creek (S)	2006	Professionals	M	36
Halls Creek (S)	2006	Sales workers	F	7
Halls Creek (S)	2006	Sales workers	M	8
Halls Creek (S)	2006	Technicians and trades workers	F	12
Halls Creek (S)	2006	Technicians and trades workers	M	41
Halls Creek (S)	2011		F	14
Halls Creek (S)	2011		M	27
Halls Creek (S)	2011	Clerical and administrative workers	F	66
Halls Creek (S)	2011	Clerical and administrative workers	M	20
Halls Creek (S)	2011	Community and personal service workers	F	105
Halls Creek (S)	2011	Community and personal service workers	M	62
Halls Creek (S)	2011	Labourers	F	70
Halls Creek (S)	2011	Labourers	M	147
Halls Creek (S)	2011	Machinery operators and drivers	F	0
Halls Creek (S)	2011	Machinery operators and drivers	M	53
Halls Creek (S)	2011	Managers	F	36
Halls Creek (S)	2011	Managers	M	67
Halls Creek (S)	2011	Professionals	F	123
Halls Creek (S)	2011	Professionals	M	69
Halls Creek (S)	2011	Sales workers	F	13
Halls Creek (S)	2011	Sales workers	M	9
Halls Creek (S)	2011	Technicians and trades workers	F	19
Halls Creek (S)	2011	Technicians and trades workers	M	98
Halls Creek (S)	2016		F	11
Halls Creek (S)	2016		M	16
Halls Creek (S)	2016	Clerical and administrative workers	F	45
Halls Creek (S)	2016	Clerical and administrative workers	M	10
Halls Creek (S)	2016	Community and personal service workers	F	80
Halls Creek (S)	2016	Community and personal service workers	M	71
Halls Creek (S)	2016	Labourers	F	27
Halls Creek (S)	2016	Labourers	M	65
Halls Creek (S)	2016	Machinery operators and drivers	F	0
Halls Creek (S)	2016	Machinery operators and drivers	M	27
Halls Creek (S)	2016	Managers	F	38
Halls Creek (S)	2016	Managers	M	45
Halls Creek (S)	2016	Professionals	F	111
Halls Creek (S)	2016	Professionals	M	63
Halls Creek (S)	2016	Sales workers	F	13
Halls Creek (S)	2016	Sales workers	M	8
Halls Creek (S)	2016	Technicians and trades workers	F	13
Halls Creek (S)	2016	Technicians and trades workers	M	60
Harvey (S)	2006		F	45
Harvey (S)	2006		M	103
Harvey (S)	2006	Clerical and administrative workers	F	932
Harvey (S)	2006	Clerical and administrative workers	M	163
Harvey (S)	2006	Community and personal service workers	F	567
Harvey (S)	2006	Community and personal service workers	M	157
Harvey (S)	2006	Labourers	F	527
Harvey (S)	2006	Labourers	M	861
Harvey (S)	2006	Machinery operators and drivers	F	75
Harvey (S)	2006	Machinery operators and drivers	M	855
Harvey (S)	2006	Managers	F	405
Harvey (S)	2006	Managers	M	766
Harvey (S)	2006	Professionals	F	641
Harvey (S)	2006	Professionals	M	465
Harvey (S)	2006	Sales workers	F	620
Harvey (S)	2006	Sales workers	M	249
Harvey (S)	2006	Technicians and trades workers	F	219
Harvey (S)	2006	Technicians and trades workers	M	1583
Harvey (S)	2011		F	65
Harvey (S)	2011		M	92
Harvey (S)	2011	Clerical and administrative workers	F	1132
Harvey (S)	2011	Clerical and administrative workers	M	224
Harvey (S)	2011	Community and personal service workers	F	723
Harvey (S)	2011	Community and personal service workers	M	165
Harvey (S)	2011	Labourers	F	610
Harvey (S)	2011	Labourers	M	995
Harvey (S)	2011	Machinery operators and drivers	F	113
Harvey (S)	2011	Machinery operators and drivers	M	1082
Harvey (S)	2011	Managers	F	426
Harvey (S)	2011	Managers	M	852
Harvey (S)	2011	Professionals	F	820
Harvey (S)	2011	Professionals	M	570
Harvey (S)	2011	Sales workers	F	667
Harvey (S)	2011	Sales workers	M	246
Harvey (S)	2011	Technicians and trades workers	F	289
Harvey (S)	2011	Technicians and trades workers	M	1859
Harvey (S)	2016		F	69
Harvey (S)	2016		M	126
Harvey (S)	2016	Clerical and administrative workers	F	1153
Harvey (S)	2016	Clerical and administrative workers	M	194
Harvey (S)	2016	Community and personal service workers	F	937
Harvey (S)	2016	Community and personal service workers	M	203
Harvey (S)	2016	Labourers	F	627
Harvey (S)	2016	Labourers	M	1024
Harvey (S)	2016	Machinery operators and drivers	F	102
Harvey (S)	2016	Machinery operators and drivers	M	1128
Harvey (S)	2016	Managers	F	460
Harvey (S)	2016	Managers	M	756
Harvey (S)	2016	Professionals	F	930
Harvey (S)	2016	Professionals	M	565
Harvey (S)	2016	Sales workers	F	811
Harvey (S)	2016	Sales workers	M	313
Harvey (S)	2016	Technicians and trades workers	F	318
Harvey (S)	2016	Technicians and trades workers	M	1975
Irwin (S)	2006		F	0
Irwin (S)	2006		M	7
Irwin (S)	2006	Clerical and administrative workers	F	115
Irwin (S)	2006	Clerical and administrative workers	M	11
Irwin (S)	2006	Community and personal service workers	F	69
Irwin (S)	2006	Community and personal service workers	M	12
Irwin (S)	2006	Labourers	F	82
Irwin (S)	2006	Labourers	M	126
Irwin (S)	2006	Machinery operators and drivers	F	9
Irwin (S)	2006	Machinery operators and drivers	M	117
Irwin (S)	2006	Managers	F	88
Irwin (S)	2006	Managers	M	148
Irwin (S)	2006	Professionals	F	82
Irwin (S)	2006	Professionals	M	44
Irwin (S)	2006	Sales workers	F	76
Irwin (S)	2006	Sales workers	M	17
Irwin (S)	2006	Technicians and trades workers	F	42
Irwin (S)	2006	Technicians and trades workers	M	216
Irwin (S)	2011		F	10
Irwin (S)	2011		M	15
Irwin (S)	2011	Clerical and administrative workers	F	146
Irwin (S)	2011	Clerical and administrative workers	M	18
Irwin (S)	2011	Community and personal service workers	F	90
Irwin (S)	2011	Community and personal service workers	M	15
Irwin (S)	2011	Labourers	F	100
Irwin (S)	2011	Labourers	M	132
Irwin (S)	2011	Machinery operators and drivers	F	15
Irwin (S)	2011	Machinery operators and drivers	M	137
Irwin (S)	2011	Managers	F	89
Irwin (S)	2011	Managers	M	152
Irwin (S)	2011	Professionals	F	118
Irwin (S)	2011	Professionals	M	62
Irwin (S)	2011	Sales workers	F	83
Irwin (S)	2011	Sales workers	M	23
Irwin (S)	2011	Technicians and trades workers	F	34
Irwin (S)	2011	Technicians and trades workers	M	268
Irwin (S)	2016		F	9
Irwin (S)	2016		M	31
Irwin (S)	2016	Clerical and administrative workers	F	142
Irwin (S)	2016	Clerical and administrative workers	M	33
Irwin (S)	2016	Community and personal service workers	F	110
Irwin (S)	2016	Community and personal service workers	M	13
Irwin (S)	2016	Labourers	F	87
Irwin (S)	2016	Labourers	M	126
Irwin (S)	2016	Machinery operators and drivers	F	11
Irwin (S)	2016	Machinery operators and drivers	M	113
Irwin (S)	2016	Managers	F	74
Irwin (S)	2016	Managers	M	131
Irwin (S)	2016	Professionals	F	108
Irwin (S)	2016	Professionals	M	48
Irwin (S)	2016	Sales workers	F	77
Irwin (S)	2016	Sales workers	M	17
Irwin (S)	2016	Technicians and trades workers	F	38
Irwin (S)	2016	Technicians and trades workers	M	230
Jerramungup (S)	2006		F	0
Jerramungup (S)	2006		M	0
Jerramungup (S)	2006	Clerical and administrative workers	F	37
Jerramungup (S)	2006	Clerical and administrative workers	M	6
Jerramungup (S)	2006	Community and personal service workers	F	22
Jerramungup (S)	2006	Community and personal service workers	M	4
Jerramungup (S)	2006	Labourers	F	25
Jerramungup (S)	2006	Labourers	M	59
Jerramungup (S)	2006	Machinery operators and drivers	F	11
Jerramungup (S)	2006	Machinery operators and drivers	M	29
Jerramungup (S)	2006	Managers	F	104
Jerramungup (S)	2006	Managers	M	216
Jerramungup (S)	2006	Professionals	F	37
Jerramungup (S)	2006	Professionals	M	13
Jerramungup (S)	2006	Sales workers	F	15
Jerramungup (S)	2006	Sales workers	M	7
Jerramungup (S)	2006	Technicians and trades workers	F	9
Jerramungup (S)	2006	Technicians and trades workers	M	44
Jerramungup (S)	2011		F	3
Jerramungup (S)	2011		M	7
Jerramungup (S)	2011	Clerical and administrative workers	F	40
Jerramungup (S)	2011	Clerical and administrative workers	M	4
Jerramungup (S)	2011	Community and personal service workers	F	24
Jerramungup (S)	2011	Community and personal service workers	M	4
Jerramungup (S)	2011	Labourers	F	19
Jerramungup (S)	2011	Labourers	M	40
Jerramungup (S)	2011	Machinery operators and drivers	F	3
Jerramungup (S)	2011	Machinery operators and drivers	M	26
Jerramungup (S)	2011	Managers	F	94
Jerramungup (S)	2011	Managers	M	189
Jerramungup (S)	2011	Professionals	F	23
Jerramungup (S)	2011	Professionals	M	9
Jerramungup (S)	2011	Sales workers	F	16
Jerramungup (S)	2011	Sales workers	M	4
Jerramungup (S)	2011	Technicians and trades workers	F	7
Jerramungup (S)	2011	Technicians and trades workers	M	57
Jerramungup (S)	2016		F	0
Jerramungup (S)	2016		M	7
Jerramungup (S)	2016	Clerical and administrative workers	F	35
Jerramungup (S)	2016	Clerical and administrative workers	M	3
Jerramungup (S)	2016	Community and personal service workers	F	24
Jerramungup (S)	2016	Community and personal service workers	M	3
Jerramungup (S)	2016	Labourers	F	24
Jerramungup (S)	2016	Labourers	M	51
Jerramungup (S)	2016	Machinery operators and drivers	F	11
Jerramungup (S)	2016	Machinery operators and drivers	M	35
Jerramungup (S)	2016	Managers	F	91
Jerramungup (S)	2016	Managers	M	163
Jerramungup (S)	2016	Professionals	F	24
Jerramungup (S)	2016	Professionals	M	14
Jerramungup (S)	2016	Sales workers	F	19
Jerramungup (S)	2016	Sales workers	M	0
Jerramungup (S)	2016	Technicians and trades workers	F	7
Jerramungup (S)	2016	Technicians and trades workers	M	61
Joondalup (C)	2006		F	410
Joondalup (C)	2006		M	563
Joondalup (C)	2006	Clerical and administrative workers	F	11165
Joondalup (C)	2006	Clerical and administrative workers	M	3079
Joondalup (C)	2006	Community and personal service workers	F	5270
Joondalup (C)	2006	Community and personal service workers	M	2219
Joondalup (C)	2006	Labourers	F	2127
Joondalup (C)	2006	Labourers	M	4400
Joondalup (C)	2006	Machinery operators and drivers	F	324
Joondalup (C)	2006	Machinery operators and drivers	M	3258
Joondalup (C)	2006	Managers	F	2773
Joondalup (C)	2006	Managers	M	6706
Joondalup (C)	2006	Professionals	F	8282
Joondalup (C)	2006	Professionals	M	7845
Joondalup (C)	2006	Sales workers	F	5719
Joondalup (C)	2006	Sales workers	M	3319
Joondalup (C)	2006	Technicians and trades workers	F	1785
Joondalup (C)	2006	Technicians and trades workers	M	12131
Joondalup (C)	2011		F	391
Joondalup (C)	2011		M	584
Joondalup (C)	2011	Clerical and administrative workers	F	11004
Joondalup (C)	2011	Clerical and administrative workers	M	2943
Joondalup (C)	2011	Community and personal service workers	F	5793
Joondalup (C)	2011	Community and personal service workers	M	2424
Joondalup (C)	2011	Labourers	F	1858
