SA3_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
30203,0,0,0,0,3,3,23,41,180,164,138,45,79,66,37,778,0,0,4,3,9,10,15,24,42,32,21,7,7,14,20,201,0,0,0,0,0,0,0,5,12,12,8,0,4,0,9,50,0,0,0,0,0,0,0,0,0,0,4,3,4,5,6,36,8,9,4,4,12,10,16,35,56,52,19,13,7,3,27,278,0,0,0,0,0,0,0,0,5,0,0,0,0,0,192,202,12,8,7,4,26,33,62,125,472,585,646,517,622,559,416,4097,0,0,3,0,5,13,20,45,139,137,101,43,31,18,44,600,0,0,6,10,10,35,39,43,83,46,14,7,3,0,31,317,0,0,0,3,0,3,0,7,8,6,3,0,0,0,3,34,3,3,8,10,12,16,3,0,9,4,0,0,0,0,3,77,15,13,11,25,29,53,43,54,108,55,16,8,7,7,40,479,0,0,0,0,0,0,0,0
30204,0,0,0,0,0,13,37,81,316,314,247,84,124,75,64,1363,3,0,8,5,10,24,32,41,84,58,30,10,16,11,18,343,0,0,0,0,0,0,0,8,19,20,10,8,9,0,7,89,0,0,0,0,0,0,0,0,3,9,10,5,4,7,19,64,17,10,3,3,33,33,28,45,120,70,54,19,19,10,48,507,0,0,0,0,0,0,0,3,4,3,0,0,0,0,387,406,23,8,12,11,48,74,120,214,870,1086,1175,897,997,640,789,6962,0,0,3,3,0,14,41,83,267,178,150,52,39,18,71,918,3,5,11,19,18,68,75,83,148,59,25,10,5,0,50,572,0,0,0,3,3,3,4,13,18,15,5,3,3,0,10,70,3,3,17,7,15,23,15,3,13,6,3,0,0,0,14,135,35,13,24,46,72,92,107,112,206,101,44,24,6,4,92,980,0,0,0,0,0,0,0,0
30301,0,4,0,0,0,3,18,35,127,179,208,73,184,207,56,1099,0,0,0,0,6,16,20,21,48,40,27,20,15,28,19,267,0,3,0,0,0,0,0,3,10,10,3,3,6,5,8,53,0,0,0,0,0,0,0,0,7,3,5,3,5,15,7,48,11,5,6,0,11,13,18,20,68,64,51,19,31,19,39,371,0,0,0,0,0,0,0,0,0,3,0,0,0,0,364,365,22,14,7,3,22,34,68,100,425,636,830,757,1230,1586,740,6474,0,0,0,0,7,5,19,41,144,135,133,45,48,27,79,679,0,3,3,15,14,45,37,57,96,45,32,7,4,0,34,402,0,0,0,0,4,3,0,3,10,3,3,3,5,0,3,40,5,0,4,9,6,14,6,3,7,0,0,0,0,0,5,64,33,7,19,12,47,58,69,53,119,71,38,26,12,12,48,619,0,0,0,0,0,0,0,3
30302,0,0,0,0,13,12,30,55,170,196,201,87,213,205,43,1222,0,0,3,4,9,16,22,30,54,28,25,20,16,15,18,260,0,0,0,0,0,0,0,3,7,11,7,4,5,4,6,51,0,0,0,0,0,0,0,0,0,3,7,6,17,12,9,48,7,8,4,4,41,8,38,23,63,52,41,12,27,22,33,385,0,0,0,0,0,0,0,3,0,3,5,0,3,0,337,352,16,11,15,13,59,41,111,156,513,658,821,825,1291,1686,702,6910,0,0,3,0,7,13,22,54,180,166,136,53,62,26,79,798,4,0,10,9,27,53,57,56,98,61,22,12,4,6,40,454,0,0,0,3,3,5,3,11,4,9,5,4,4,0,4,61,3,3,18,13,14,17,6,6,7,5,0,3,0,0,10,103,30,13,25,36,67,66,83,82,144,70,48,22,15,3,74,760,0,0,0,0,0,0,0,0
30303,3,0,0,3,8,21,43,99,341,313,287,111,181,143,76,1642,3,5,7,11,18,44,40,55,106,57,41,26,28,27,38,495,3,0,4,4,0,0,6,7,19,9,18,4,4,6,15,94,0,0,0,0,0,0,0,0,7,7,9,10,8,5,9,64,45,10,17,6,31,40,57,63,166,120,64,33,37,27,85,805,0,0,0,0,3,0,0,0,3,3,0,5,0,0,437,451,61,22,35,19,65,129,166,283,997,1092,1273,1077,1403,1185,955,8773,3,0,3,0,0,9,35,72,211,177,134,63,51,27,83,883,0,5,15,16,14,58,75,77,145,57,26,14,12,4,41,568,0,0,0,0,4,0,5,7,18,13,6,3,0,0,13,76,13,0,17,12,19,19,9,9,11,4,3,3,0,0,14,129,78,16,45,45,64,88,111,99,175,104,59,21,14,15,91,1018,0,0,0,0,0,0,0,0
30304,0,0,0,3,3,15,25,43,144,141,114,63,97,65,30,744,0,3,7,11,7,15,16,16,46,30,23,8,15,9,6,210,0,0,3,0,0,0,0,0,6,6,3,8,7,3,3,38,0,0,0,0,0,0,0,0,3,6,4,9,9,5,8,38,25,5,10,3,23,20,30,35,64,38,40,22,23,12,44,384,0,0,0,0,0,0,0,0,3,3,0,0,0,0,217,220,26,6,15,13,39,52,93,114,444,540,606,601,771,731,430,4493,3,0,0,0,3,6,18,32,108,101,62,29,25,15,56,453,0,0,8,3,15,42,24,24,78,37,19,5,6,0,27,288,0,0,0,0,0,3,3,7,8,5,3,3,0,0,6,31,8,3,3,15,11,11,5,5,14,4,0,7,0,0,6,90,28,13,21,18,34,49,56,53,109,57,27,10,11,9,33,515,0,0,0,0,0,0,0,0
30305,0,4,4,0,3,32,53,151,415,326,270,97,147,91,75,1676,3,3,11,14,21,26,40,56,130,57,49,16,19,13,37,499,0,0,0,0,0,3,0,12,13,22,9,6,6,3,17,91,0,0,0,0,0,0,0,0,7,9,13,9,3,13,7,64,46,20,29,13,40,41,78,69,179,85,64,24,17,14,64,793,0,0,0,0,0,3,0,0,0,0,3,0,0,0,438,448,56,26,52,23,82,109,216,371,1243,1187,1360,1009,1105,632,898,8362,3,0,0,0,3,21,44,89,217,163,117,37,26,17,70,805,0,5,12,18,31,60,68,58,106,36,23,6,8,3,33,474,0,0,0,0,0,9,3,5,11,8,0,0,3,0,4,58,7,7,10,19,18,26,19,15,22,6,0,4,0,0,21,168,60,17,49,43,70,77,93,90,121,73,32,20,17,5,92,865,0,0,0,0,3,0,0,0
30306,0,4,8,5,13,30,65,123,358,278,227,57,103,63,60,1393,0,0,15,6,26,46,52,55,90,61,28,29,16,7,29,461,0,0,0,0,0,3,5,5,23,14,5,6,7,0,11,100,0,0,0,0,0,0,0,4,3,4,3,0,0,4,7,26,51,12,22,12,53,48,60,65,160,92,66,32,30,15,111,825,0,0,0,0,0,4,0,0,8,3,0,0,3,0,313,340,55,20,50,29,99,142,222,342,1030,896,897,605,601,493,703,6179,0,0,0,3,3,19,36,43,146,102,86,29,34,10,52,563,3,0,11,16,26,48,38,39,77,28,18,11,4,4,31,354,0,0,3,0,0,0,0,6,10,9,3,0,3,0,11,45,8,10,3,11,13,12,6,12,12,3,3,3,0,0,7,91,72,14,47,33,58,67,70,74,139,80,33,30,18,3,69,804,3,0,0,0,3,0,0,0
30401,0,0,0,0,0,12,14,33,109,184,161,63,114,87,42,822,0,3,3,0,4,16,11,12,44,26,27,11,17,15,10,197,0,0,0,0,0,3,0,0,5,12,11,3,3,4,7,55,0,0,0,0,0,0,0,0,0,10,3,8,10,7,5,40,12,3,9,4,12,11,20,23,58,38,25,23,18,14,33,302,0,0,0,0,0,0,0,0,3,0,0,0,0,0,275,285,13,6,14,9,23,36,46,112,385,534,677,632,896,895,586,4861,0,0,0,4,3,3,23,33,99,93,70,31,33,15,51,453,0,3,3,4,17,26,30,32,66,33,18,5,4,0,20,264,0,0,0,0,0,4,0,4,6,0,3,0,0,0,4,22,3,0,3,7,3,4,3,3,4,3,0,0,0,0,10,45,16,14,19,18,23,30,27,27,57,37,18,7,3,9,30,321,0,0,0,0,0,0,0,0
30402,5,0,3,3,3,7,11,19,106,174,220,88,276,298,91,1299,0,0,0,0,3,7,11,17,36,32,34,16,28,44,23,256,0,0,0,0,0,4,0,3,0,7,12,5,13,5,4,52,0,0,0,0,0,0,0,0,3,4,4,9,4,7,10,45,18,0,0,3,6,3,10,22,52,50,49,25,21,37,47,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,519,34,5,10,6,17,17,40,93,331,532,762,758,1282,1993,1007,6891,3,0,0,3,3,13,10,34,119,120,113,28,47,28,66,589,0,3,9,3,13,34,26,47,82,37,23,15,12,0,21,327,0,0,0,0,0,0,4,0,3,5,4,0,5,3,10,42,3,3,6,3,12,3,0,4,4,0,0,4,0,4,3,60,22,11,12,11,20,26,20,32,68,54,19,15,12,10,44,375,0,0,0,0,0,0,0,0
30403,0,0,0,0,4,9,22,29,118,184,173,57,216,242,56,1118,0,0,4,12,14,7,16,32,53,27,12,16,20,40,17,266,0,0,0,0,0,3,0,3,3,4,0,3,9,4,6,39,0,0,0,0,0,0,0,3,0,4,0,4,3,6,3,23,14,10,3,7,12,30,19,27,66,38,37,14,29,34,23,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,354,22,12,10,15,33,54,75,110,369,435,498,447,872,1525,623,5096,0,0,0,3,4,10,6,16,93,106,97,36,49,28,51,501,0,0,7,10,7,19,29,24,61,39,21,12,8,7,29,263,0,0,0,0,0,3,0,3,5,0,5,3,3,0,3,33,5,4,3,4,7,7,12,5,5,3,4,0,0,0,0,69,47,3,17,16,23,44,40,29,64,41,27,14,10,9,41,425,0,0,0,0,0,0,3,0
30404,0,0,0,0,0,4,6,36,171,234,241,94,183,146,53,1176,0,0,0,0,5,5,21,18,55,37,24,21,19,27,18,262,0,0,0,0,0,0,0,4,7,12,13,5,9,7,3,59,0,0,0,0,0,0,0,0,4,3,3,5,14,11,3,41,13,0,5,4,18,7,22,33,65,46,52,30,24,17,34,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,403,14,9,7,5,27,26,60,121,481,669,912,898,1316,1317,752,6613,0,0,4,0,0,6,33,50,164,165,133,43,48,16,84,747,0,6,8,11,26,59,49,54,117,68,23,8,5,3,52,501,0,0,0,0,0,9,0,3,7,15,4,0,3,0,7,47,3,0,11,11,9,7,8,3,15,3,4,0,0,0,6,77,25,11,24,36,41,77,80,62,115,56,43,10,5,6,47,643,0,0,0,0,0,0,0,0
30501,0,0,0,0,0,10,18,22,88,147,164,45,153,130,46,818,3,0,0,3,5,14,16,17,33,22,16,13,16,15,6,172,0,0,0,0,0,0,0,0,3,6,3,6,6,4,3,37,0,0,0,0,0,0,0,0,4,0,4,3,0,7,8,29,27,6,7,3,15,12,14,15,46,31,25,15,20,18,26,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,290,38,9,14,12,24,33,62,76,258,357,424,293,609,930,486,3618,0,0,0,3,4,6,21,30,103,114,103,39,65,48,47,580,5,4,6,10,11,29,34,42,62,32,16,7,18,7,24,308,0,0,0,0,0,0,0,0,4,3,6,0,4,3,0,29,15,0,5,13,3,11,5,7,5,0,3,3,0,0,3,74,56,16,15,15,26,39,38,35,78,40,18,13,8,9,49,461,0,0,0,0,0,0,0,0
30502,0,0,0,0,3,0,8,13,84,105,129,43,215,220,33,863,0,0,0,3,3,4,7,9,30,18,3,9,18,14,9,130,0,0,0,0,0,0,0,0,3,4,6,4,7,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,24,11,0,3,0,7,8,14,8,33,20,17,14,8,13,13,175,0,0,0,0,0,0,0,0,0,0,4,0,0,3,316,326,25,0,3,4,18,14,32,51,233,286,417,438,859,1616,532,4522,0,0,0,0,0,0,12,23,109,125,79,26,51,34,68,530,3,3,5,13,13,32,20,44,74,34,32,9,7,5,16,294,0,3,0,0,0,0,0,0,4,10,0,0,0,0,10,26,3,0,10,0,8,6,4,8,6,3,0,0,0,0,8,56,15,4,13,12,36,38,34,33,51,29,20,14,9,0,33,343,0,0,0,0,0,0,0,0
30503,6,0,0,0,3,5,27,62,152,181,202,87,344,406,75,1546,0,0,7,10,4,15,30,23,54,38,31,25,34,47,18,334,0,0,0,0,0,3,0,3,12,11,8,3,11,12,13,75,0,0,3,0,0,0,0,0,6,3,5,3,8,22,12,63,33,7,8,3,21,17,20,23,81,85,40,23,31,36,37,460,0,0,0,0,0,0,0,3,3,0,4,0,3,3,494,509,48,14,19,9,27,57,101,138,500,613,717,676,1379,2845,928,8084,0,3,3,0,0,11,30,51,197,164,178,73,90,55,115,962,3,3,6,9,29,44,45,54,116,55,37,13,21,7,39,478,0,0,3,0,3,3,4,4,10,3,11,3,5,0,5,61,5,4,6,6,12,12,7,3,7,6,3,0,0,0,9,99,45,11,29,33,37,75,56,60,130,63,47,26,16,15,63,685,0,0,0,0,0,0,0,3
30504,0,0,0,0,0,3,10,25,76,144,159,66,236,327,45,1092,0,0,0,3,3,3,5,9,31,31,26,16,16,31,19,199,0,0,0,0,0,0,0,0,3,7,11,0,12,8,7,54,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,30,14,0,3,0,5,13,9,8,44,39,17,12,27,30,23,245,0,0,0,0,0,0,0,0,3,0,0,0,0,0,390,397,21,0,3,6,13,19,43,63,258,384,488,503,1062,2412,724,6008,0,0,0,3,3,5,17,22,101,117,130,44,81,41,55,618,0,3,3,7,10,29,22,37,68,48,29,8,14,9,24,316,0,0,0,0,0,3,0,6,11,6,3,0,3,0,4,32,3,3,0,3,8,7,8,3,11,6,0,0,0,3,7,55,25,7,13,18,21,27,40,33,61,47,27,9,11,8,37,390,0,0,0,0,0,0,0,0
30601,0,0,0,3,0,13,22,38,230,222,171,53,98,59,45,956,0,0,0,4,3,15,22,44,58,37,22,9,18,6,15,250,6,0,0,0,0,0,4,4,4,11,8,3,5,3,9,69,0,0,0,0,0,0,0,0,3,7,3,4,6,9,10,42,15,5,3,4,18,17,24,19,60,27,23,6,6,11,18,258,0,0,0,0,0,0,0,0,5,4,4,0,0,0,572,586,27,14,11,10,29,49,90,142,704,931,1007,722,841,553,919,6054,4,3,0,0,0,21,48,90,244,178,103,20,30,9,100,850,0,3,9,22,36,86,88,90,133,64,29,13,7,4,53,637,0,0,0,0,5,6,7,11,14,6,9,0,0,0,7,69,8,8,15,10,21,25,13,5,3,6,3,0,3,0,11,134,34,6,25,33,43,79,78,67,95,47,26,8,10,4,69,630,0,0,0,3,0,0,0,0
30602,0,0,4,11,7,21,62,146,458,351,203,60,79,48,109,1562,3,3,6,0,30,35,61,79,141,69,64,12,7,9,44,572,8,0,0,0,5,8,13,14,22,25,20,6,11,4,17,149,0,0,0,0,0,0,0,4,13,13,14,8,20,4,13,83,18,15,13,8,66,54,97,107,178,92,49,12,12,14,102,839,3,0,0,0,0,0,0,0,13,6,8,3,0,4,793,820,35,28,28,22,118,139,277,456,1519,1540,1458,991,917,566,1424,9508,0,0,3,3,14,55,112,191,456,277,157,53,44,15,151,1527,3,10,20,34,72,178,177,175,236,83,37,13,11,0,94,1143,0,3,0,3,5,8,13,10,33,3,16,11,3,0,22,131,20,9,30,52,69,87,67,31,42,9,6,0,0,4,37,451,74,27,102,129,187,285,268,227,298,106,50,21,12,9,250,2027,0,0,0,0,0,0,3,3
30603,0,3,0,0,3,4,25,67,162,103,51,22,19,10,37,515,0,3,0,0,5,12,15,39,59,19,8,4,4,0,7,182,0,0,0,0,0,3,7,8,14,4,4,4,3,3,9,60,0,0,0,0,0,0,3,0,14,4,3,7,6,0,10,43,4,11,3,8,23,31,60,52,112,35,18,4,5,0,53,423,0,0,0,3,0,0,0,3,8,0,0,0,0,0,197,208,12,18,8,12,41,59,125,203,647,547,419,246,223,142,490,3206,0,0,0,0,3,16,29,51,97,71,21,4,5,0,38,341,0,0,3,14,24,40,57,43,50,11,5,0,0,3,38,282,0,0,0,0,0,5,4,8,15,9,0,3,3,0,3,46,0,3,15,12,22,17,17,19,13,6,0,0,0,0,13,152,16,3,33,53,66,119,103,76,110,36,11,7,3,0,88,712,0,0,0,0,3,3,0,0
30604,0,0,0,0,3,3,5,8,38,21,3,3,3,3,11,110,0,0,0,0,0,3,3,6,8,6,3,3,0,0,3,38,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,17,0,0,0,3,0,3,3,13,11,5,3,0,0,0,8,57,0,0,0,0,0,0,0,0,3,3,0,0,0,0,75,83,5,0,6,3,4,16,15,51,161,166,152,72,74,45,156,913,0,0,0,0,0,0,10,13,34,26,13,0,0,0,10,117,0,0,0,6,15,23,24,18,14,5,0,4,0,0,16,115,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,16,5,0,14,11,16,26,20,10,17,11,5,0,0,0,32,162,0,0,0,0,0,0,0,0
30605,0,0,0,0,0,6,25,58,146,114,59,32,18,12,28,499,0,0,3,0,8,9,25,32,67,37,19,3,6,7,18,229,0,0,0,0,0,3,5,3,18,10,4,7,5,3,10,75,0,0,0,0,0,0,0,0,5,3,5,7,4,3,9,35,7,4,14,6,23,20,40,41,101,46,20,3,3,5,48,395,0,0,0,0,0,0,0,0,7,3,0,0,3,0,340,355,20,11,18,5,41,46,131,200,622,625,508,355,275,181,647,3679,6,0,0,5,9,19,31,50,94,65,46,14,16,3,53,406,0,3,9,15,30,54,63,47,84,17,7,0,3,0,44,381,0,3,0,0,4,3,4,7,3,3,0,0,0,0,8,43,11,4,10,14,20,27,21,8,14,0,0,0,0,0,15,139,25,9,41,41,79,115,124,105,119,32,20,7,9,4,93,819,0,0,0,0,0,0,0,0
30701,0,0,5,3,3,5,27,56,227,163,104,38,45,27,52,767,3,0,3,3,6,10,6,19,38,20,9,0,0,0,13,140,0,0,0,0,0,0,0,0,8,9,15,0,3,0,7,47,0,0,0,0,0,0,0,0,3,5,3,4,8,9,3,45,6,0,7,4,16,19,43,32,78,14,10,6,6,0,27,266,3,0,0,0,0,0,0,0,9,4,3,0,0,3,354,372,26,16,20,10,43,57,126,180,718,709,662,430,386,291,809,4477,3,0,4,5,7,20,35,52,114,62,32,19,5,3,63,424,0,3,6,27,15,64,48,43,42,20,5,0,3,0,27,299,0,0,0,0,3,4,4,3,7,0,0,3,0,0,7,32,7,7,11,6,18,19,13,5,3,0,0,0,0,0,9,92,24,13,32,37,58,77,88,76,82,27,9,3,3,3,73,608,0,0,0,0,0,0,4,0
30702,5,0,0,0,0,17,20,68,265,190,136,32,32,16,60,847,0,0,0,3,4,14,20,23,45,17,13,5,3,0,19,161,0,0,0,0,0,0,12,3,16,12,12,3,3,3,12,77,0,0,0,0,0,0,0,0,8,4,7,3,4,0,7,30,5,4,5,3,23,25,38,30,84,42,22,8,6,6,30,325,0,0,0,0,0,0,0,3,3,3,0,0,0,0,331,346,22,23,11,8,39,69,122,186,780,741,688,429,377,245,716,4454,0,0,6,3,6,16,35,48,106,57,33,16,13,6,46,383,0,3,5,10,31,59,42,40,46,19,7,0,3,0,29,299,0,0,3,0,0,7,4,5,5,4,3,0,0,0,9,46,0,0,11,20,8,30,15,7,12,0,3,0,0,0,8,116,8,11,26,50,78,90,108,92,116,29,16,11,5,3,61,687,0,0,0,0,3,0,0,0
30703,0,0,3,0,5,12,29,80,243,151,78,30,18,15,37,701,0,0,3,3,3,10,14,27,85,21,14,0,0,0,24,208,0,0,0,0,0,0,7,6,8,5,7,3,7,0,12,54,0,0,0,0,0,0,0,0,11,9,5,0,3,5,9,47,4,0,6,5,29,23,65,64,91,50,26,3,0,9,48,421,0,0,0,0,0,0,0,5,0,0,8,3,0,0,262,277,14,8,12,8,54,58,149,230,875,727,546,302,250,136,599,3968,0,0,0,0,0,25,36,42,86,59,19,8,8,3,37,327,0,3,10,15,23,66,67,47,65,18,12,3,3,0,37,375,0,0,0,4,3,3,7,3,9,5,3,3,3,0,8,56,3,0,9,14,20,25,20,11,11,3,0,0,0,0,9,120,18,13,29,34,62,125,108,94,133,28,12,3,3,0,73,724,0,0,0,0,0,0,0,0
30801,3,0,0,0,0,5,9,21,132,151,214,37,123,57,42,794,0,0,0,3,3,6,8,14,20,9,12,3,3,3,10,102,0,0,0,0,0,0,0,4,7,7,13,3,12,0,4,54,0,0,0,0,0,0,0,0,3,0,0,9,11,12,10,40,3,0,0,0,13,7,19,16,23,8,10,0,0,3,21,130,0,0,0,0,0,0,0,0,3,3,0,0,0,0,303,314,9,6,8,7,23,31,49,80,340,435,551,375,458,468,584,3428,0,0,0,3,6,8,15,23,72,47,39,10,15,7,30,283,0,0,9,3,12,18,22,17,35,13,3,0,0,0,18,154,0,0,0,0,3,0,0,3,3,7,0,0,0,0,5,27,7,0,10,4,9,10,11,5,9,3,0,0,0,0,13,76,11,7,22,23,30,41,45,22,28,12,6,5,3,0,31,289,0,0,0,0,0,0,0,0
30803,6,3,3,0,5,13,40,140,519,481,381,131,157,93,126,2096,0,3,4,5,19,24,51,68,134,92,58,24,15,10,47,561,0,0,0,0,4,3,11,11,30,29,29,13,19,11,29,174,0,0,0,0,0,0,3,4,13,10,13,22,4,13,22,103,20,8,18,15,53,59,116,132,237,116,55,29,21,10,109,991,0,0,0,0,0,0,0,3,5,0,8,5,0,5,1265,1295,40,19,32,22,80,124,256,441,1558,1861,1892,1402,1429,904,2099,12155,3,3,7,3,14,44,104,174,374,277,166,58,39,26,131,1412,4,11,21,41,102,182,183,141,208,98,33,8,12,0,100,1145,0,0,3,8,3,12,8,21,29,17,7,4,3,0,23,143,9,4,36,61,77,107,55,35,38,9,3,0,3,3,40,487,50,26,83,123,231,299,290,260,312,125,52,25,12,12,194,2091,0,0,0,0,0,3,3,0
