SA3_CODE_2016,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000_mr,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Ne_Nil,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_299,C11_CFNC_BNW_300_399,C11_CFNC_BNW_400_499,C11_CFNC_BNW_500_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000mr,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_299,C11_CFNC_LFns_300_399,C11_CFNC_LFns_400_499,C11_CFNC_LFns_500_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000m,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_149,C11_CFNC_T_150_299,C11_CFNC_T_300_399,C11_CFNC_T_400_499,C11_CFNC_T_500_649,C11_CFNC_T_650_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000_3999,C11_CFNC_T_4000m,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CFC_BFT_N,C11_CFC_BFT_1_149,C11_CFC_BFT_150_299,C11_CFC_BFT_300_399,C11_CFC_BFT_400_499,C11_CFC_BFT_500_649,C11_CFC_BFT_650_799,C11_CFC_BFT_800_999,C11_CFC_BFT_1000_1499,C11_CFC_BFT_1500_1999,C11_CFC_BFT_2000_2499,C11_CFC_BFT_2500_2999,C11_CFC_BFT_3000_3999,C11_CFC_BFT_4000_mr,C11_CFC_BFT_Ns,C11_CFC_BFT_Tot,C11_CFC_BPT_N,C11_CFC_BPT_1_149,C11_CFC_BPT_150_299,C11_CFC_BPT_300_399,C11_CFC_BPT_400_499,C11_CFC_BPT_500_649,C11_CFC_BPT_650_799,C11_CFC_BPT_800_999,C11_CFC_BPT_1000_1499,C11_CFC_BPT_1500_1999,C11_CFC_BPT_2000_2499,C11_CFC_BPT_2500_2999,C11_CFC_BPT_3000_3999,C11_CFC_BPT_4000m,C11_CFC_BPT_Ns,C11_CFC_BPT_T,C11_CFC_1F1P_N,C11_CFC_1F1P_1_149,C11_CFC_1F1P_150_299,C11_CFC_1F1P_300_399,C11_CFC_1F1P_400_499,C11_CFC_1F1P_500_649,C11_CFC_1F1P_650_799,C11_CFC_1F1P_800_999,C11_CFC_1F1P_1000_1499,C11_CFC_1F1P_1500_1999,C11_CFC_1F1P_2000_2499,C11_CFC_1F1P_2500_2999,C11_CFC_1F1P_3000_3999,C11_CFC_1F1P_4000m,C11_CFC_1F1P_Ns,C11_CFC_1F1P_Tot,C11_CF_1E1A_N,C11_CF_1E1A_1_149,C11_CF_1E1A_150_299,C11_CF_1E1A_300_399,C11_CF_1E1A_400_499,C11_CF_1E1A_500_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000m,C11_CF_1E1A_Ns,C11_CF_1E1A_T,C11_CF_1F1NW_N,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_299,C11_CF_1F1NW_300_399,C11_CF_1F1NW_400_499,C11_CF_1F1NW_500_649,C11_CF_1F1NW_650_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_299,C11_CF_1P1NW_300_399,C11_CF_1P1NW_400_499,C11_CF_1P1NW_500_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000_mr,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_299,C11_CF_1A1NW_300_399,C11_CF_1A1NW_400_499,C11_CF_1A1NW_500_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_149,C11_CF_BA_150_299,C11_CF_BA_300_399,C11_CF_BA_400_499,C11_CF_BA_500_649,C11_CF_BA_650_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_149,C11_CF_BNW_150_299,C11_CF_BNW_300_399,C11_CF_BNW_400_499,C11_CF_BNW_500_649,C11_CF_BNW_650_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,9,22,14,9,11,4,10,90,87,13,119,30,33,1086,448,443,262,73,30,13,19,5,119,2794,3,0,3,4,0,32,7,17,10,3,4,3,0,0,473,564,115,20,162,54,95,1278,758,947,1662,1543,1484,689,709,185,778,10483,9,7,4,3,3,4,15,32,227,488,897,657,933,476,366,4123,0,0,0,4,3,9,17,37,77,72,69,33,35,10,30,400,0,7,5,3,4,16,40,126,770,1065,1060,591,705,221,345,4967,6,0,3,0,0,11,6,23,103,172,223,117,135,51,82,927,11,9,15,3,13,34,136,256,957,755,284,523,196,76,272,3534,3,0,5,11,17,37,50,61,161,70,48,50,29,3,45,597,4,0,4,3,6,6,20,14,67,39,15,22,4,0,36,244,6,0,0,0,0,4,5,5,20,23,44,21,27,13,54,218,20,7,25,25,27,107,104,110,222,152,82,30,35,14,118,1061
12404,7,0,3,0,0,3,0,25,20,3,40,13,8,307,126,132,66,19,6,3,3,3,28,785,0,0,3,0,0,11,0,3,0,4,0,0,0,0,151,171,33,3,49,22,41,365,216,295,455,375,341,166,121,56,224,2755,3,0,0,0,0,0,0,13,62,118,206,132,182,97,96,925,0,0,0,0,0,5,6,10,32,23,14,8,6,0,11,107,3,0,0,0,0,5,8,18,221,271,281,157,165,56,105,1296,0,0,0,0,0,0,3,5,35,51,46,26,17,9,22,225,3,0,4,0,5,13,52,79,307,184,74,124,31,21,71,969,0,0,0,0,4,9,21,20,36,14,17,6,7,0,21,165,0,0,0,0,0,0,6,11,14,12,3,3,3,0,20,78,0,0,0,0,0,0,0,0,14,7,8,3,9,3,13,56,9,0,6,8,5,24,34,33,60,35,17,3,4,3,39,288
12405,11,6,11,3,3,0,6,46,24,6,64,24,15,493,148,140,54,10,4,3,3,4,43,1040,0,0,6,0,0,11,11,3,3,0,0,0,0,0,184,226,35,12,76,37,50,565,277,332,604,571,486,198,175,38,298,3762,3,0,3,0,0,0,4,16,109,265,447,281,306,152,155,1737,0,0,0,0,0,5,3,17,34,37,26,15,8,4,13,159,0,4,0,3,4,4,20,51,311,384,341,192,203,51,132,1700,0,0,0,0,0,4,0,10,45,60,68,45,31,12,36,321,3,3,4,5,13,15,81,143,484,364,144,162,86,24,130,1657,0,0,3,9,15,11,30,45,82,41,15,14,11,3,29,303,0,0,3,0,0,3,8,19,25,22,8,9,3,0,29,133,0,0,0,0,0,0,0,0,8,22,15,8,7,0,19,80,11,3,20,17,12,64,71,69,135,78,33,16,8,0,70,623
12501,12,7,11,5,3,3,11,58,195,21,131,37,21,612,166,131,79,31,13,6,3,0,43,1493,9,0,5,5,5,8,5,4,8,0,0,0,0,0,332,378,229,36,180,98,154,740,477,479,762,498,493,267,368,154,451,5372,8,0,7,3,0,7,10,39,170,212,332,181,268,196,107,1535,0,0,7,0,3,20,27,48,72,38,30,17,14,3,20,304,7,3,7,0,3,19,33,69,227,211,190,102,158,47,66,1136,3,0,0,0,0,8,3,17,49,39,46,36,33,26,28,277,16,9,22,25,59,79,283,319,657,340,141,249,101,35,162,2495,5,8,36,53,83,106,143,111,184,76,34,24,14,3,75,960,3,4,4,7,20,25,34,28,57,17,8,10,4,3,53,271,0,3,0,0,0,0,4,9,14,17,11,10,8,7,19,94,100,30,107,80,76,322,207,188,326,204,103,45,46,22,201,2062
12502,3,6,10,6,5,0,3,38,140,12,106,37,18,551,225,295,236,83,44,15,12,11,57,1838,3,0,0,0,0,9,3,6,0,0,0,0,0,0,236,260,160,20,132,54,63,619,362,483,711,495,521,352,443,175,351,4938,4,3,3,0,0,3,10,31,100,203,332,259,455,394,158,1950,3,0,3,0,6,12,31,28,68,51,44,19,31,10,28,344,0,0,4,0,3,12,25,67,268,356,393,271,458,171,147,2176,3,0,0,0,0,4,10,15,37,39,62,44,76,43,23,359,6,0,7,11,33,22,111,168,385,347,103,388,131,68,99,1875,0,3,6,5,36,43,53,65,93,55,28,18,21,12,38,489,0,0,3,0,10,5,12,11,24,20,7,11,6,0,22,137,0,0,0,0,0,0,3,3,10,8,6,3,14,6,23,89,30,9,31,18,17,80,61,73,150,94,58,43,42,5,99,804
12503,16,9,11,5,5,5,5,65,175,24,268,90,49,1638,488,442,183,42,20,13,6,7,143,3578,7,0,7,3,4,40,12,18,19,5,0,0,0,0,478,594,204,42,336,162,174,1841,889,949,1304,905,811,416,425,128,766,9357,10,4,7,0,0,3,20,59,229,482,651,401,519,320,254,2964,3,0,9,3,7,30,35,58,114,76,44,26,21,12,50,481,13,3,6,3,4,23,42,118,498,558,545,319,360,116,214,2825,5,0,0,0,3,5,13,28,97,87,110,69,87,34,53,602,18,14,21,29,90,149,358,521,1160,696,297,352,139,55,273,4169,11,9,43,60,78,184,207,232,245,133,64,41,47,16,128,1503,5,3,17,10,20,29,40,61,98,63,22,22,17,5,99,506,4,0,3,0,0,3,6,7,33,14,28,21,17,15,39,181,100,35,164,126,137,540,402,335,598,363,182,111,87,40,431,3651
12504,17,6,15,6,5,9,7,79,262,12,203,66,38,989,434,424,295,97,28,14,17,9,91,2968,5,0,0,0,4,23,9,5,9,0,0,0,0,0,593,658,312,21,249,137,211,1197,889,1034,1898,1462,1363,827,955,275,807,11636,6,7,9,0,0,4,8,41,263,426,741,478,814,473,199,3474,5,3,4,7,6,19,40,50,98,64,50,31,31,16,37,458,7,7,11,3,0,16,33,96,522,653,630,430,580,161,161,3313,0,0,7,0,3,4,6,21,65,92,142,80,121,66,43,646,17,10,12,27,55,69,290,401,1178,933,236,692,173,68,164,4330,10,9,14,38,56,83,129,118,158,102,63,47,31,8,65,920,3,3,3,5,3,11,17,28,53,42,16,21,7,0,28,244,0,0,0,0,0,0,0,5,9,12,17,10,15,4,20,106,63,14,65,31,49,183,136,123,289,182,113,67,48,22,161,1554
12601,3,3,3,0,5,3,0,16,82,4,62,20,8,246,170,265,230,125,69,34,25,16,29,1383,0,0,3,0,0,4,3,3,0,3,0,0,0,0,199,220,91,10,71,29,43,287,252,379,527,415,375,308,447,279,270,3758,4,0,3,0,0,3,0,17,66,74,147,157,421,576,126,1587,0,0,3,0,0,7,13,23,47,46,19,27,47,26,25,273,4,0,3,3,0,10,14,23,101,190,230,287,655,291,143,1942,0,0,0,0,0,3,0,8,15,9,25,41,66,60,12,238,0,3,6,3,15,8,48,49,182,222,79,487,142,99,88,1432,0,0,5,10,14,19,21,33,59,32,25,34,30,19,30,332,0,0,0,0,3,4,0,4,7,9,8,6,9,6,8,63,0,0,0,0,0,0,0,0,4,4,8,0,11,14,6,50,30,3,15,3,13,16,29,34,68,53,24,27,27,17,43,414
12602,5,9,15,7,9,10,13,83,289,24,215,45,37,988,431,466,324,139,81,41,49,38,125,3289,3,0,8,3,0,22,10,10,4,4,4,3,0,0,554,624,319,44,265,90,142,1139,751,921,1394,1106,1243,877,1230,697,794,11011,7,0,0,0,0,6,8,36,170,303,482,406,861,962,292,3542,3,0,0,0,0,15,31,48,87,77,78,37,74,45,45,532,3,3,10,0,4,9,39,92,401,496,600,615,1154,500,303,4233,0,0,0,0,5,3,5,24,39,76,105,84,145,127,36,647,16,7,16,6,41,41,137,197,597,540,187,927,274,181,190,3352,7,7,11,17,38,51,73,78,132,81,48,61,55,24,62,745,3,0,3,3,0,8,13,12,42,15,13,35,14,9,30,205,0,0,0,0,0,0,0,5,14,7,22,16,34,23,29,152,52,7,45,22,35,77,92,93,219,173,86,81,86,46,115,1232
12701,9,10,6,3,3,0,7,41,89,11,119,34,21,767,160,171,69,25,16,3,7,10,54,1559,0,0,0,0,0,25,3,5,3,3,0,0,0,0,207,252,110,20,144,54,79,868,328,423,598,502,509,195,214,68,374,4477,11,3,3,0,3,8,21,48,248,439,611,366,492,263,236,2764,3,0,0,3,3,20,25,41,70,65,50,14,24,9,35,354,11,0,9,0,7,4,39,90,433,521,430,260,276,94,174,2350,4,0,0,0,3,3,10,19,69,65,84,67,63,18,55,466,12,9,13,6,43,56,190,280,731,456,244,294,111,41,214,2696,8,6,20,17,36,82,91,95,144,73,39,25,13,7,59,696,0,0,7,0,10,16,18,35,76,32,10,11,14,0,56,281,0,0,0,0,0,3,0,3,27,21,24,17,26,6,33,158,38,18,73,39,40,203,187,151,330,190,88,44,51,16,203,1667
12702,14,9,12,7,3,4,16,77,279,40,428,98,68,2548,526,436,208,56,30,13,8,9,184,4933,12,0,10,3,3,56,24,24,10,3,0,0,0,3,567,715,339,52,492,167,221,2842,1007,1060,1485,929,681,308,285,88,952,10907,27,15,7,4,7,17,31,101,447,658,849,490,651,354,375,4022,3,3,5,9,7,48,67,82,144,109,65,30,31,17,62,686,13,7,10,3,4,33,79,164,688,713,630,311,377,119,266,3422,5,0,3,0,5,3,13,21,106,124,115,55,91,37,68,653,31,18,21,41,121,143,566,714,1507,816,412,403,217,87,402,5493,14,15,54,99,118,275,278,275,355,207,103,68,45,18,164,2096,13,0,11,21,13,29,60,74,113,60,38,31,19,11,142,635,0,0,0,0,0,3,5,9,40,28,31,19,26,13,57,225,143,55,254,131,139,896,566,565,1153,688,332,163,155,56,618,5912
12703,5,10,12,10,3,0,7,59,111,10,165,39,30,1051,304,305,124,31,12,8,3,4,100,2293,4,0,3,0,0,23,11,5,15,3,0,3,0,0,369,439,142,24,201,74,103,1166,541,636,997,772,835,374,393,113,571,6948,16,4,3,0,0,3,15,41,251,463,799,489,684,323,251,3353,0,0,0,3,3,18,18,25,72,65,51,29,23,6,29,351,7,4,4,0,6,18,32,101,510,650,634,359,390,130,209,3049,0,0,6,0,3,3,12,25,72,110,131,80,95,38,54,635,9,4,6,15,38,56,215,351,1008,634,229,378,153,39,236,3388,9,14,18,17,38,99,118,106,175,73,30,29,16,6,68,824,3,0,3,5,8,15,18,34,78,43,24,14,6,0,46,305,0,0,0,0,0,3,0,8,21,32,30,15,23,12,24,163,47,22,100,47,42,345,239,239,393,218,102,55,54,13,231,2145
12801,15,16,21,14,11,10,5,96,100,7,129,32,32,912,613,762,547,204,120,77,50,65,143,3790,3,0,3,3,0,26,11,0,8,8,0,3,3,0,593,662,126,15,154,76,78,1036,870,1090,1439,1212,1260,935,1138,583,884,10884,10,0,3,4,0,6,3,20,101,217,396,334,687,659,271,2709,0,0,0,6,7,8,9,29,94,67,70,39,72,35,59,488,6,4,16,3,3,8,27,66,400,652,795,661,1164,452,416,4669,4,7,0,0,0,3,4,16,54,68,103,103,187,80,61,689,3,5,4,10,17,15,62,124,389,401,160,692,223,125,203,2433,0,5,3,7,9,21,25,49,75,73,46,46,49,31,67,510,0,3,0,0,0,3,6,13,25,23,7,35,8,6,24,162,3,0,0,0,0,0,3,5,16,15,25,22,33,15,20,157,17,5,19,5,15,47,50,56,170,119,81,50,55,28,103,812
12802,5,11,16,8,18,6,3,70,68,8,112,37,46,836,496,650,422,131,59,24,22,8,94,3013,3,0,0,0,0,10,6,11,7,0,0,0,0,0,435,478,81,13,135,55,93,972,730,1018,1255,1021,1139,808,981,346,655,9301,5,0,3,0,0,6,10,16,118,253,469,490,992,815,336,3522,0,0,0,3,0,3,7,26,73,84,94,44,77,35,51,503,8,0,7,0,9,3,27,83,487,925,1207,941,1452,473,469,6099,3,0,0,0,0,0,7,14,62,120,156,132,255,97,99,940,4,3,0,3,12,22,55,110,441,537,205,791,267,127,218,2795,0,4,4,0,9,16,30,35,105,79,47,67,61,17,50,531,0,0,0,0,4,3,3,6,40,21,14,37,14,7,27,184,0,0,0,0,0,0,3,0,11,22,30,23,39,25,32,182,12,9,13,15,9,39,43,37,150,119,94,43,50,12,81,743
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,20,11,16,8,5,3,3,86,39,3,106,50,43,1271,564,505,310,83,40,12,21,20,135,3186,0,0,5,0,0,37,12,5,4,3,0,0,0,0,506,578,62,8,137,89,114,1553,966,1055,1558,1164,952,380,419,139,768,9367,3,3,0,0,0,3,13,27,164,284,386,261,307,163,195,1812,0,0,0,0,3,10,24,33,81,64,49,28,16,9,22,342,3,3,6,5,3,12,47,143,778,860,681,348,358,89,246,3578,0,0,0,0,0,0,12,28,112,117,103,54,49,10,40,527,3,0,3,0,5,23,108,248,652,375,118,251,69,17,139,2011,5,0,5,3,13,36,56,78,109,42,30,14,10,6,35,429,0,0,0,0,3,9,11,20,36,25,7,11,3,3,27,148,0,0,0,0,0,0,3,0,21,17,18,12,7,4,11,109,5,4,22,20,15,122,117,92,168,66,24,11,8,5,87,761
20102,3,3,4,3,0,0,9,26,30,4,47,18,8,419,147,177,94,19,13,8,5,3,52,1042,3,0,3,0,0,19,12,14,0,0,0,0,0,0,209,265,53,10,83,40,43,562,313,399,550,344,242,136,149,40,332,3296,7,3,0,0,0,3,6,8,46,68,89,68,56,34,73,454,0,0,0,0,3,6,13,22,43,24,16,11,4,0,20,162,3,0,3,0,0,13,10,46,227,198,161,74,94,13,87,918,0,0,0,0,0,3,3,3,41,24,28,13,12,3,15,147,3,0,4,0,4,7,29,59,198,126,34,71,9,3,61,602,0,0,0,3,6,13,28,33,40,18,0,5,5,3,19,170,0,0,3,0,0,3,0,5,17,11,0,4,0,0,7,57,0,0,0,0,0,0,0,4,5,11,4,0,3,0,11,30,9,0,8,4,3,43,32,29,54,18,5,8,0,0,34,246
20103,6,0,3,0,0,0,3,19,21,8,57,31,24,672,214,189,87,14,0,0,3,0,56,1365,5,0,0,0,0,13,8,5,0,0,0,0,0,0,148,181,39,7,87,43,47,812,392,419,461,248,128,37,45,20,251,3041,3,0,0,0,0,5,11,17,54,74,64,35,35,14,54,368,0,0,0,0,0,3,11,16,32,17,6,5,4,0,5,101,0,0,0,3,3,3,29,58,194,140,78,20,32,11,70,646,0,0,0,0,0,0,3,5,30,25,15,4,5,3,8,102,0,3,0,0,5,17,33,73,143,79,9,26,11,4,45,448,0,0,0,7,4,23,24,14,26,12,6,0,0,0,20,139,0,0,0,0,0,0,0,8,11,5,0,0,3,0,4,30,0,0,0,0,0,0,0,4,7,6,5,0,3,0,3,31,6,0,13,0,7,52,53,34,73,22,9,0,3,0,39,315
20201,14,13,12,11,3,0,3,75,33,8,111,34,25,1158,551,578,294,65,35,12,18,17,109,3042,3,0,3,0,3,29,13,12,7,4,0,0,0,0,499,572,44,8,145,61,95,1386,875,1089,1476,1021,846,347,362,103,736,8594,3,0,0,0,3,4,14,37,179,275,367,239,231,122,155,1619,0,0,0,0,0,10,16,33,92,72,47,18,20,5,38,349,3,6,4,3,3,12,40,94,700,794,622,296,294,72,187,3133,0,0,0,0,3,6,13,18,101,118,100,55,49,13,37,516,0,0,4,9,6,27,103,216,607,328,102,201,43,22,120,1786,0,0,3,5,11,34,51,70,100,58,12,8,5,4,37,397,3,0,0,0,4,3,14,24,23,13,8,8,0,0,14,117,3,0,4,0,0,0,4,4,10,17,21,4,15,3,15,92,4,3,19,14,17,92,101,91,135,58,26,11,4,3,84,657
20202,8,12,4,5,3,4,0,60,39,7,77,26,16,722,289,302,163,56,35,18,8,10,61,1826,0,0,0,0,0,17,3,4,6,3,0,0,0,0,311,347,60,13,109,50,56,909,512,658,815,558,411,216,228,101,449,5160,7,0,3,3,3,5,18,19,74,127,159,96,118,54,96,778,0,0,0,3,0,14,15,22,86,58,41,19,13,3,34,303,9,0,3,0,4,9,30,64,296,357,275,158,176,34,140,1552,0,0,0,0,0,0,0,10,46,39,44,25,30,9,39,256,0,0,0,3,6,15,48,83,240,164,52,129,29,12,82,865,0,0,6,3,11,21,31,41,68,23,16,11,0,3,15,259,0,0,3,0,0,7,6,10,27,4,3,10,0,0,17,91,0,0,0,0,0,0,6,4,7,6,8,0,6,0,10,45,3,9,15,5,7,46,51,43,94,29,9,6,0,0,41,357
20203,6,3,4,0,0,0,0,18,11,0,21,9,6,266,73,77,22,7,4,4,0,0,18,521,0,0,0,0,0,8,0,3,0,0,0,0,0,0,79,89,27,0,45,18,27,322,172,214,214,134,94,28,28,15,123,1469,0,0,3,3,3,3,3,16,31,41,40,19,18,8,38,218,0,0,0,0,0,3,3,6,10,10,0,0,0,0,9,49,3,0,0,3,3,8,16,33,101,71,42,12,16,3,44,359,0,0,0,0,0,0,7,0,11,3,9,0,0,3,3,46,0,3,0,3,0,10,18,31,69,31,9,9,4,0,19,210,0,0,0,0,0,10,13,15,10,3,3,0,0,0,9,59,0,0,0,0,0,3,3,7,5,3,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,0,3,3,3,7,22,13,9,22,5,4,0,3,0,13,106
20301,0,5,3,0,0,0,4,25,14,4,29,11,9,206,73,81,45,12,6,0,0,0,6,485,0,0,0,0,0,3,0,0,0,0,0,0,0,0,113,118,23,3,34,17,25,265,157,191,301,223,198,95,96,23,159,1819,3,3,3,0,0,3,0,6,31,75,84,50,69,30,47,400,0,0,0,0,0,3,4,10,13,23,8,3,7,0,4,77,0,0,0,3,3,11,14,27,147,222,148,82,68,30,73,831,0,0,0,0,0,0,3,0,21,19,17,10,13,0,13,108,0,3,4,0,5,6,28,37,154,92,36,45,24,3,43,477,0,0,0,4,3,6,12,25,23,9,3,7,0,0,13,102,0,0,0,0,0,0,3,4,9,5,3,4,0,0,13,38,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6,26,0,0,4,0,4,12,12,23,29,19,3,3,0,0,14,119
20302,32,34,39,9,15,7,14,176,109,12,296,84,78,2547,1073,1048,519,145,70,31,32,32,257,6326,11,0,4,3,0,70,17,27,13,3,0,7,0,0,914,1074,162,28,358,142,207,2997,1696,1955,2610,1996,1825,868,885,262,1468,17463,8,3,0,0,3,0,21,41,209,424,652,445,593,300,356,3062,3,0,3,0,5,22,26,62,164,114,91,41,39,12,69,669,6,11,6,3,7,15,67,180,1193,1534,1292,746,908,185,524,6670,7,0,0,7,4,6,10,27,168,185,206,129,129,44,76,981,12,5,12,14,28,50,179,339,1157,831,281,641,181,56,303,4084,3,6,9,16,20,76,91,126,222,119,32,26,22,6,92,870,3,0,3,3,7,7,10,35,80,55,34,28,17,3,45,331,0,0,3,0,0,0,3,3,33,39,38,30,31,5,40,231,20,3,52,34,32,180,186,171,358,178,72,46,24,8,181,1545
20303,16,8,11,3,11,8,8,71,68,4,103,35,38,886,497,610,371,127,69,37,30,22,116,3024,4,0,3,0,0,18,5,8,3,3,0,0,3,0,425,473,86,12,150,62,84,1023,735,949,1110,729,667,393,393,145,647,7189,3,0,4,0,0,7,11,8,76,119,233,140,229,106,149,1088,0,0,0,0,0,13,12,40,98,47,56,30,31,10,37,369,7,3,3,0,5,12,28,78,407,508,524,295,339,87,243,2537,0,0,0,0,0,5,3,8,45,65,85,49,54,13,34,373,0,3,9,3,3,19,56,112,382,302,76,259,62,28,110,1416,0,0,3,0,7,18,33,35,80,48,16,19,10,3,38,309,0,0,0,0,0,0,3,7,25,17,4,14,10,0,20,103,0,0,0,0,0,0,3,0,12,11,12,9,14,3,18,84,6,0,9,4,6,35,35,31,77,38,33,6,11,0,51,343
