SA3_CODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
30103,186,434,673,807,1475,296,195,14,3,149,412,455,606,1061,171,78,3,3,175,534,350,612,962,11912,12197,2741,2880,8903,10752,23552,25825,49378
30201,79,248,487,583,1069,249,160,7,0,76,268,334,427,754,146,59,5,3,92,335,241,397,639,7980,8134,1426,1498,5101,6379,14510,16012,30519
30202,208,522,774,1033,1802,451,329,3,0,163,605,613,938,1553,339,162,6,5,239,899,585,1070,1653,11442,11614,3052,3094,10022,12683,24516,27386,51903
30203,102,237,324,423,746,144,92,10,3,96,201,244,297,546,100,45,0,0,89,247,184,291,482,5963,6043,2031,1990,6286,6700,14284,14738,29025
30204,178,487,585,793,1379,260,181,10,5,122,415,394,602,995,194,86,7,3,147,471,346,563,908,9811,9987,2341,2468,8205,9941,20355,22397,42754
30301,119,304,500,578,1074,231,162,4,3,88,309,329,476,804,167,86,4,4,141,483,309,565,878,9042,9254,1865,1914,6733,8521,17636,19694,37326
30302,173,370,510,625,1136,209,140,7,4,132,389,354,538,887,184,92,3,0,137,470,326,560,891,10016,10133,3663,3659,12408,13519,26080,27316,53394
30303,154,448,749,915,1659,370,238,11,4,127,394,504,640,1142,239,101,3,0,148,487,387,592,976,12813,12975,2068,2094,10742,12661,25625,27733,53360
30304,92,249,359,463,826,188,135,0,4,80,250,270,386,659,134,64,3,0,92,334,236,397,630,6364,6426,1433,1472,6214,6570,14013,14473,28483
30305,80,210,399,439,840,159,93,3,0,63,180,227,276,504,93,28,0,0,79,181,171,205,378,11134,11288,1720,1796,8229,8991,21083,22072,43153
30306,94,220,466,466,932,175,104,0,4,63,210,238,316,555,120,45,7,4,81,267,208,322,528,9012,9106,1085,1139,8718,8631,18822,18877,37699
30401,59,145,328,322,645,123,62,0,5,44,155,168,224,393,82,41,0,0,60,156,142,196,335,6830,6954,913,970,3837,4586,11575,12514,24088
30402,81,241,559,609,1161,270,161,7,0,52,208,332,372,697,170,83,6,0,92,254,267,331,598,9530,9854,1071,1103,5181,6223,15788,17174,32960
30403,84,238,390,468,863,170,112,3,0,60,232,234,345,576,160,87,3,0,117,378,272,461,734,7403,7614,1709,1692,8676,9935,17790,19240,37030
30404,101,307,468,591,1052,225,150,3,0,69,270,294,420,714,157,86,0,0,98,416,256,502,759,8941,9134,1823,1903,5987,7730,16752,18765,35520
30501,162,218,437,400,844,132,79,3,0,87,173,218,257,474,105,41,4,3,79,282,190,328,518,7025,7138,4231,3980,13959,13353,25214,24476,49690
30502,82,112,220,221,441,102,63,3,3,52,133,154,204,354,59,28,0,0,56,193,122,224,341,6021,6190,2165,2194,6013,6786,14202,15172,29372
30503,193,391,549,654,1207,208,140,3,3,126,352,339,498,834,155,73,3,0,153,495,309,571,878,11921,12200,4788,4559,14466,15728,31177,32484,63659
30504,118,209,368,377,743,132,79,3,0,61,216,198,288,486,78,41,4,3,79,269,164,320,482,8156,8371,2606,2580,8814,10087,19577,21038,40617
30601,131,169,421,362,784,163,92,10,4,62,136,235,227,458,75,24,8,0,55,153,130,187,316,8367,8728,2651,2731,6316,7479,17332,18938,36272
30602,301,548,875,933,1810,323,179,15,7,193,389,535,576,1114,160,75,14,0,189,510,360,586,949,12909,13336,4621,4804,14765,16547,32298,34686,66981
30603,166,224,541,460,1005,215,105,3,0,130,194,347,303,643,114,46,0,0,93,240,212,286,491,5372,5458,1518,1575,5210,4768,12093,11804,23901
30604,40,64,146,130,281,52,18,0,0,30,45,79,62,143,13,9,0,0,32,33,47,41,88,1539,1573,665,671,1593,1541,3791,3783,7581
30605,225,325,732,701,1434,290,171,19,4,148,264,460,439,899,179,69,10,5,119,297,300,374,678,6428,6634,1756,1833,5375,6002,13562,14465,28027
30701,168,273,553,556,1110,213,112,8,8,107,191,324,309,631,99,43,4,3,102,225,202,276,471,7038,7206,1737,1802,5153,4907,13921,13917,27842
30702,162,270,598,564,1155,261,155,8,5,121,232,385,393,780,143,66,3,0,101,246,239,308,548,7340,7532,1427,1537,5399,5139,14158,14205,28367
30703,208,340,705,732,1435,314,171,6,4,127,309,451,481,935,168,81,9,0,96,329,275,411,692,7247,7385,1402,1476,5191,5792,13846,14652,28496
30801,62,77,176,128,305,33,24,4,0,35,41,72,72,144,25,7,0,0,23,36,46,47,92,4266,4468,1210,1308,3344,2697,8827,8472,17302
30803,383,771,1324,1550,2875,547,343,17,9,324,697,889,1044,1933,328,153,9,3,302,759,632,923,1553,17695,18749,4509,4921,15284,16866,37484,40538,78023
30804,50,80,187,163,351,52,40,3,3,30,77,85,116,200,31,10,3,0,21,75,54,86,142,2556,2604,528,564,1731,1476,4812,4644,9456
30805,125,232,453,456,910,173,96,10,3,85,174,272,273,538,70,36,3,5,59,167,133,207,340,9885,10354,2952,3102,7667,6663,20511,20117,40623
30901,240,528,888,1005,1890,380,267,26,11,181,457,587,733,1318,287,143,14,8,193,620,497,771,1265,9387,9537,3076,3099,9313,11258,21778,23891,45677
30902,230,436,742,811,1554,311,233,12,13,170,409,495,652,1144,258,135,9,3,208,552,477,689,1161,8270,8425,2295,2377,7889,9467,18449,20265,38715
30903,280,669,1181,1317,2497,486,301,28,19,199,548,709,863,1574,295,157,19,6,223,636,540,796,1340,10731,10897,2799,2877,9412,12433,22944,26202,49147
30904,56,111,266,247,514,93,56,3,0,30,93,131,146,274,69,28,0,0,35,76,107,103,209,3440,3505,788,800,2115,2434,6350,6744,13092
30905,70,125,358,305,665,130,85,6,0,44,103,179,182,363,69,22,4,0,52,119,123,142,263,6288,6439,1206,1223,3779,4566,11273,12228,23503
30906,180,410,759,830,1589,290,163,11,3,136,293,438,467,899,194,92,8,3,172,434,373,532,905,11493,11690,2913,2988,8873,10532,23276,25209,48487
30907,188,409,950,907,1854,385,211,18,9,109,320,510,537,1047,181,97,9,3,94,304,290,403,693,20419,20967,5728,5981,13418,15659,39565,42606,82165
30908,130,321,606,671,1280,279,144,13,5,98,290,389,441,831,159,83,10,3,98,310,266,390,659,8188,8337,1945,1972,6495,8839,16626,19151,35780
30909,210,463,702,809,1515,261,154,15,4,144,398,420,551,979,181,92,5,5,166,539,352,639,991,8215,8330,2534,2528,9973,11726,20727,22584,43310
30910,161,278,561,557,1125,223,104,21,4,102,212,340,328,665,133,67,8,3,113,266,254,340,586,5772,5861,1874,1829,6833,7123,14480,14816,29289
31001,144,432,567,721,1286,242,165,3,3,116,355,357,521,880,168,77,0,0,126,378,297,459,749,10777,10933,2222,2270,10246,12033,23243,25237,48482
31002,249,380,916,841,1757,321,157,9,5,177,287,510,449,958,146,63,5,0,141,307,304,367,664,10745,10986,2442,2545,8224,8501,21412,22034,43439
31003,317,673,1045,1246,2292,427,278,15,14,216,554,648,843,1495,252,112,3,0,206,598,461,707,1176,15641,15985,4490,4689,14708,16710,34844,37384,72229
31004,107,245,387,419,806,116,75,3,0,58,164,178,240,420,68,31,5,0,52,149,128,182,310,12403,12658,3852,4028,10768,11995,27023,28678,55701
31101,65,91,206,201,406,90,48,4,0,41,78,133,123,260,48,19,0,0,46,79,92,104,190,2223,2271,532,554,1871,2126,4632,4955,9579
31102,126,271,498,541,1043,170,118,10,3,91,213,268,334,602,106,36,7,4,98,218,205,264,471,5899,5952,1831,1909,6139,7140,13869,15001,28870
31103,122,305,547,571,1113,204,147,4,3,99,246,315,397,706,119,42,7,7,77,237,201,282,481,12107,12275,3393,3520,11158,12198,26659,27995,54657
31104,59,128,284,260,543,93,58,5,0,32,98,133,153,288,51,29,0,3,47,69,89,103,190,8187,8379,2105,2214,5267,5264,15568,15859,31422
31105,144,346,555,635,1192,198,128,7,3,86,292,287,422,710,125,63,4,6,86,292,217,358,581,9848,9999,2476,2567,8197,9330,20510,21903,42415
31106,208,386,671,674,1346,210,102,14,3,110,283,330,390,724,120,61,3,0,106,291,237,357,588,11880,12032,2701,2771,12235,12882,26813,27686,54496
31201,99,120,258,229,489,66,36,7,3,47,85,126,124,248,40,18,3,0,49,96,98,116,205,4810,4947,1490,1581,3845,3177,10142,9705,19847
31202,304,614,1115,1186,2301,450,293,22,14,241,520,708,823,1534,252,118,6,3,208,564,464,683,1152,18133,19659,4814,5309,14484,14703,37428,39673,77100
31203,56,74,183,140,325,59,42,3,3,26,71,90,113,201,31,19,0,0,26,60,55,72,132,2719,2919,950,1027,2494,2245,6167,6190,12359
31301,252,399,1031,956,1989,396,250,16,8,161,320,569,585,1156,229,100,4,3,173,366,404,473,874,6617,6720,1158,1232,4413,5303,12192,13261,25450
31302,177,342,641,688,1328,266,151,8,8,106,284,382,438,823,163,65,7,4,149,315,319,388,704,9734,9923,3101,3220,9446,11153,22280,24293,46572
31303,48,63,172,152,325,59,35,0,4,32,38,92,76,176,30,9,0,0,31,60,59,62,128,2196,2248,501,526,1607,1537,4307,4313,8619
31304,133,334,656,691,1350,219,140,11,0,120,279,343,424,769,153,67,5,4,117,239,276,311,586,10817,11042,2550,2675,8093,9249,21471,22971,44435
31305,264,648,909,1188,2098,408,273,16,8,217,578,641,855,1492,250,108,3,5,230,663,480,780,1256,9345,9551,2332,2456,8956,11390,20634,23393,44026
31401,127,332,730,721,1450,249,150,3,0,68,248,323,397,722,131,66,4,0,101,303,232,368,606,17792,18259,2937,3107,9544,10592,30270,31952,62225
31402,104,277,509,542,1048,181,121,6,6,71,241,261,365,629,128,54,4,3,96,309,228,371,597,11775,12131,3397,3563,8033,10100,23206,25789,48993
31403,73,201,325,371,698,125,74,0,0,53,143,174,219,395,78,31,0,0,49,179,127,215,338,6152,6254,1595,1655,5279,6039,13027,13947,26970
31501,100,80,229,146,379,39,15,3,3,47,51,87,70,159,28,7,0,6,41,40,71,53,123,2775,2817,2144,2205,4778,4330,9694,9355,19043
31502,71,89,170,152,319,53,24,0,4,54,70,104,100,204,13,7,3,3,27,59,52,70,116,3529,3563,1737,1809,4119,3556,9386,8929,18313
31503,107,116,250,201,453,76,39,8,5,68,122,144,166,310,42,19,0,0,47,107,89,130,221,2745,2806,763,799,2249,2311,5761,5917,11673
31601,122,414,746,930,1674,421,292,16,7,124,405,557,712,1268,296,141,5,5,165,548,466,691,1157,9973,10282,1876,1970,6007,8728,17849,20981,38838
31602,254,752,1396,1647,3041,760,502,33,19,268,596,1058,1109,2167,458,223,8,3,290,844,756,1071,1826,14680,15137,3010,3194,9966,12838,27654,31175,58830
31603,184,452,772,917,1691,372,214,22,8,140,403,529,631,1164,211,117,0,3,155,419,364,538,903,8861,9089,2524,2615,8032,10058,19425,21763,41192
31605,144,342,752,752,1506,320,204,7,10,110,309,436,518,953,213,89,13,9,140,363,357,462,821,7465,7671,1682,1712,4717,6314,13855,15702,29559
31606,171,327,813,767,1581,362,209,13,3,108,226,482,437,926,178,78,0,3,135,287,321,368,688,9411,9659,2049,2126,5990,6990,17452,18776,36223
31607,129,286,587,617,1200,266,170,7,5,102,235,379,409,788,161,76,5,3,106,277,267,355,623,7447,7657,1721,1831,5331,6330,14493,15816,30307
31608,72,144,359,314,672,119,72,6,0,55,73,184,145,325,64,37,0,3,36,89,108,125,235,4132,4268,957,999,2582,2856,7667,8115,15783
31701,426,1083,1806,2151,3956,839,567,23,9,317,1036,1182,1614,2797,539,230,9,12,379,1262,929,1501,2432,25364,26049,4980,5162,18730,23440,49076,54652,103729
31801,195,342,700,722,1421,319,190,10,3,143,318,471,511,985,176,64,3,4,129,378,304,443,750,7080,7297,1510,1596,5893,5831,14491,14725,29221
31802,471,939,1608,1810,3418,590,374,24,7,311,783,924,1169,2096,380,167,12,9,313,821,708,1000,1709,26829,28231,8655,9376,25520,28013,61008,65623,126626
31901,404,824,1634,1778,3409,673,427,24,17,325,651,1020,1097,2118,403,167,14,4,270,759,691,932,1630,15310,15717,3222,3375,11561,13677,30099,32767,62861
31902,290,367,944,792,1731,303,181,19,5,183,264,504,452,959,172,62,0,4,169,323,345,387,730,8243,8407,1833,1914,6875,6906,16951,17229,34179
31903,250,373,855,771,1626,327,204,17,7,149,314,494,523,1021,197,87,3,3,129,330,329,423,751,8410,8657,1898,1977,6697,7385,17004,18017,35019
31904,271,591,1316,1361,2671,550,319,22,13,226,459,805,796,1595,282,123,17,5,183,505,486,637,1121,10129,10363,2103,2223,6952,9284,19184,21869,41051
31905,271,352,901,782,1684,304,191,13,5,156,295,473,489,964,166,80,11,7,150,329,328,412,742,7679,7871,1674,1782,6179,6588,15528,16243,31772
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,64,128,174,211,387,54,37,0,0,28,62,90,107,192,63,34,0,0,35,95,103,128,224,2025,2072,1000,942,4387,4501,7410,7513,14925
40102,156,346,786,816,1604,353,201,13,12,107,329,472,547,1017,213,78,11,4,142,394,361,479,843,13942,14240,2822,2936,8519,9587,25284,26766,52050
40103,119,365,671,819,1498,343,200,11,0,109,400,458,604,1058,275,142,10,0,177,649,455,790,1252,8719,8912,1095,1094,5560,7626,15371,17637,33005
40104,153,515,927,1071,2002,465,283,6,6,177,487,646,777,1428,295,123,4,0,174,555,476,676,1157,9994,10111,1223,1212,7477,9052,18698,20375,39073
40105,107,358,467,635,1101,231,179,10,3,114,344,354,526,880,200,92,4,0,140,481,347,579,924,5784,5877,1236,1268,5699,7167,12719,14317,27038
40106,84,219,332,380,714,147,96,0,4,69,195,227,296,520,130,56,0,0,91,262,224,322,546,4997,5062,948,945,4432,4616,10373,10624,20993
40107,94,314,407,565,974,197,128,6,0,93,256,291,378,671,166,91,0,0,118,469,291,559,854,6382,6521,1390,1437,5160,6887,12935,14847,27782
40201,99,256,437,525,963,203,141,3,4,98,216,306,360,665,135,64,4,3,92,251,227,315,547,6028,6177,1370,1443,4765,5438,12164,13065,25231
40202,209,539,837,1026,1863,397,252,12,10,173,444,590,710,1297,205,98,9,4,175,436,389,539,927,12163,12370,3825,3978,14316,15548,30305,31896,62204
40203,172,432,702,826,1521,329,233,6,8,147,430,485,668,1152,241,110,4,7,200,595,448,711,1163,11329,11425,2089,2104,11358,11826,24768,25357,50125
40204,337,870,1437,1647,3082,622,387,19,12,285,680,926,1072,2001,326,144,10,13,249,627,587,779,1360,22588,22857,4854,5023,21761,23029,49206,50909,100112
40205,237,638,1294,1413,2704,585,381,13,9,206,563,805,953,1756,361,179,10,0,188,586,554,770,1325,18567,18852,3138,3224,12478,14542,34184,36613,70799
40301,109,321,464,593,1062,248,191,3,4,104,351,357,553,910,205,109,13,5,184,615,398,729,1127,5819,5935,1228,1273,4754,6217,11798,13430,25230
40302,264,670,1016,1345,2363,554,365,10,7,214,723,784,1101,1879,419,215,5,5,309,1011,740,1238,1977,15664,15864,3342,3441,13627,16814,32629,36124,68750
40303,165,442,855,1003,1856,464,320,15,7,154,432,629,764,1392,352,161,6,3,236,740,592,902,1495,12269,12521,1913,1989,8298,10287,22481,24791,47276
40304,399,992,1979,2187,4164,913,573,24,20,336,886,1276,1480,2751,601,324,10,4,349,1031,968,1360,2328,29212,29770,7061,7410,23225,26816,59500,63997,123498
40401,332,960,1473,1910,3382,838,511,27,12,275,908,1147,1425,2571,565,269,11,10,419,1232,994,1512,2511,18531,18855,3884,4036,17858,20067,40273,42958,83229
40402,206,482,586,829,1413,287,193,10,9,153,436,448,645,1090,209,95,9,8,200,556,421,658,1081,8643,8768,2337,2500,10229,11394,21204,22662,43869
40403,211,538,754,1059,1814,534,313,7,8,167,525,708,848,1558,362,178,3,4,236,728,602,912,1513,10158,10282,2214,2286,10395,11743,22769,24309,47077
40501,84,218,445,501,945,221,134,9,0,108,223,339,354,693,142,73,3,0,91,250,233,330,556,6857,6996,1372,1445,4415,4595,12644,13027,25673
40502,108,177,365,377,735,169,104,9,0,75,136,256,247,498,93,47,3,3,69,194,163,239,400,4163,4254,831,863,3035,2825,8026,7941,15967
40503,140,273,459,543,1005,199,103,6,0,100,231,311,332,643,100,45,3,3,97,280,203,329,529,4616,4726,983,1033,3991,4214,9588,9966,19560
40504,154,230,592,574,1167,218,164,15,4,124,222,356,394,753,143,55,3,4,115,254,258,317,575,4724,4829,946,984,3457,3355,9132,9168,18304
40601,215,406,792,826,1621,309,185,11,4,152,344,472,536,1004,204,92,5,6,164,408,372,511,882,8998,9143,2488,2594,7870,7678,19363,19417,38780
40602,104,119,273,220,496,76,47,5,8,68,113,147,163,307,44,16,3,7,48,107,93,131,223,3239,3326,1287,1357,3621,3466,8154,8144,16293
40701,223,445,1208,1209,2418,576,350,20,12,185,431,784,791,1574,350,199,13,7,201,526,571,729,1303,9885,10006,1844,1966,5906,7224,17633,19198,36833
40702,192,464,875,993,1864,389,270,4,9,166,400,562,676,1234,293,123,10,4,170,501,469,625,1095,11354,11491,2517,2584,8644,8521,22519,22599,45113
40703,284,527,1159,1230,2388,513,326,25,16,203,478,740,822,1562,323,146,14,10,240,643,575,792,1372,12107,12240,2668,2750,10180,10066,24962,25055,50015
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,115,300,631,657,1288,279,210,10,9,94,291,380,505,883,192,84,11,8,121,326,320,417,736,8439,8966,2192,2345,5299,6361,15925,17669,33597
50102,239,617,1090,1257,2347,493,319,13,8,188,510,701,832,1535,331,143,6,8,172,567,514,718,1226,17056,17997,4081,4478,12376,13799,33506,36275,69778
50103,89,131,393,324,720,145,86,0,3,47,124,193,208,398,77,29,3,0,45,145,128,173,299,4032,4174,978,1014,2777,2772,7787,7956,15745
50201,343,768,1822,1889,3716,814,558,24,21,272,687,1110,1268,2381,489,225,9,9,289,729,785,964,1748,16536,17500,3770,4254,11779,14333,32086,36089,68174
50301,165,449,878,999,1881,444,316,18,10,125,466,591,795,1383,359,165,8,3,178,758,541,926,1465,12325,12729,1712,1724,8665,10323,22701,24776,47476
50302,287,550,760,924,1686,323,206,18,6,172,488,517,698,1214,225,99,12,3,214,656,446,759,1200,14401,14776,5509,5418,16048,17025,35955,37218,73172
50401,245,568,937,1079,2023,419,263,3,3,203,519,633,782,1415,270,121,3,8,191,595,464,720,1186,13501,13775,3408,3518,12728,13526,29633,30819,60455
50402,103,255,522,555,1080,208,149,6,6,92,192,305,347,660,137,38,7,6,78,250,228,294,524,7348,7722,1588,1733,5340,5660,14273,15120,29394
50403,219,470,950,1005,1959,390,230,15,3,163,389,570,628,1193,227,94,6,4,142,421,368,524,895,21233,22114,5168,5582,17029,18457,43432,46152,89584
50501,235,738,1376,1570,2946,659,498,21,8,220,694,892,1197,2094,453,217,10,4,238,790,701,1015,1716,31057,32277,5062,5398,19609,21336,55725,59011,114736
50502,532,1521,2333,2916,5243,1202,783,24,23,431,1390,1651,2196,3848,818,355,23,6,466,1673,1306,2035,3341,32511,33337,7563,7864,28625,33164,68701,74364,143069
50503,267,781,1404,1657,3065,625,411,18,8,189,589,835,1009,1845,330,131,16,14,173,522,516,666,1181,32100,33575,7316,7901,23744,26311,63160,67783,130949
50601,194,333,712,706,1415,245,149,13,5,101,293,364,449,812,150,73,8,0,122,281,283,355,637,13323,13861,3281,3532,10497,11306,27103,28695,55800
50602,201,435,595,713,1310,237,165,6,7,144,390,390,565,951,193,91,5,4,170,474,368,563,933,9961,10267,3313,3450,12482,11801,25756,25522,51282
50603,170,595,860,1110,1967,420,262,14,4,150,518,586,783,1373,294,156,7,4,217,728,518,883,1402,16572,17131,2319,2443,15678,15764,34567,35333,69901
50604,253,609,1069,1205,2272,439,256,15,7,155,525,603,789,1392,261,129,8,6,178,504,445,637,1078,20753,21353,3577,3790,17703,17610,42030,42755,84783
50605,123,386,706,830,1541,353,236,6,3,115,327,475,566,1047,185,70,5,3,103,339,293,407,709,10563,10969,2118,2247,7433,8133,20108,21346,41461
50606,45,70,201,189,390,66,44,3,0,30,39,91,91,184,45,14,3,0,25,46,64,64,128,4633,4894,1325,1452,2865,2954,8821,9303,18119
50607,109,288,386,500,887,172,121,3,0,65,239,238,355,595,141,76,0,0,111,373,257,453,710,6823,7013,1589,1653,6451,7400,14859,16068,30928
50701,204,491,900,969,1865,424,228,15,8,153,442,593,683,1268,182,96,9,7,171,493,364,595,958,17703,18503,4066,4335,13532,14945,35303,37778,73084
50702,106,279,445,548,989,225,131,9,8,96,252,329,395,724,126,50,3,3,95,301,222,361,579,5346,5539,1845,1998,5201,6380,12395,13914,26307
50703,83,147,278,288,563,113,62,5,3,60,118,175,183,355,56,27,3,0,29,106,84,137,226,5779,6039,1764,1865,5050,5393,12592,13295,25890
50704,226,752,1224,1578,2802,725,533,11,4,199,749,940,1287,2225,568,279,8,0,330,1181,898,1464,2362,19508,20205,2712,2889,13470,16670,35694,39768,75464
50705,281,633,1196,1315,2508,520,357,24,16,206,517,748,885,1629,305,150,14,10,230,530,553,693,1241,19601,21117,5438,6024,15038,16895,40077,44039,84107
50901,195,445,869,925,1792,395,230,17,8,144,395,555,632,1185,272,132,5,3,176,437,451,569,1025,9960,10189,2405,2557,7152,7830,19516,20582,40098
50902,246,340,880,790,1672,331,195,14,11,158,299,505,499,1008,158,67,3,0,133,306,297,375,672,9606,9935,2222,2343,7133,6314,18967,18597,37561
50903,87,154,282,311,594,113,69,3,4,53,119,178,197,368,76,37,3,0,52,115,125,155,278,3485,3546,781,821,2422,2178,6684,6538,13226
51001,66,71,125,103,226,25,7,0,0,36,54,60,66,126,4,0,4,0,27,41,29,37,71,3097,3194,2181,2286,4466,4797,9745,10265,20013
51002,18,22,36,25,60,4,0,0,0,14,10,18,15,31,5,3,0,0,6,5,12,7,17,2421,2459,1238,1302,2237,1889,5898,5653,11548
51003,20,19,39,26,62,3,0,0,0,9,15,10,13,22,3,0,0,0,8,9,12,9,19,3593,3623,1666,1704,2962,2205,8227,7539,15757
51101,69,103,200,202,397,63,51,0,0,28,88,94,137,231,43,16,3,0,31,92,79,109,187,2418,2488,708,733,1862,1830,4990,5043,10038
51102,41,33,97,60,159,30,15,0,0,17,29,45,44,85,14,3,0,0,15,36,32,41,72,1166,1195,532,555,1295,1096,2992,2842,5838
51103,84,119,169,191,363,39,28,3,4,50,73,99,104,203,28,13,0,0,15,54,40,63,109,5020,5191,2023,2113,5257,4370,12304,11675,23978
51104,191,280,665,646,1311,280,163,18,14,120,273,415,445,857,161,70,4,0,134,236,293,310,605,7983,8421,2347,2597,6839,6998,17177,18016,35192
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,44,79,156,157,311,46,26,4,0,18,64,71,85,153,16,6,0,0,11,46,33,53,86,2426,2439,929,944,2233,2756,5589,6137,11731
60102,161,462,750,915,1662,322,215,8,10,141,400,474,619,1097,227,99,9,0,170,524,405,619,1025,8919,9047,2290,2370,6722,8628,17930,20045,37984
60103,222,515,717,867,1585,294,176,3,4,180,464,471,646,1123,181,84,3,3,185,472,368,562,930,7416,7476,2512,2544,8546,10177,18474,20201,38672
60104,95,270,412,488,903,182,132,5,4,63,212,246,345,595,125,54,3,3,63,228,190,288,474,6008,6073,1326,1372,3722,5057,11053,12505,23559
60105,141,338,545,633,1174,240,163,14,3,95,331,354,496,851,196,94,5,5,139,463,342,560,900,7449,7544,2310,2345,8010,9159,17763,19048,36812
60106,53,122,194,247,440,89,39,4,3,41,85,138,129,264,50,19,0,3,50,90,102,114,214,2698,2724,799,815,2164,2390,5658,5933,11594
60201,251,706,980,1245,2229,395,300,11,11,228,645,639,948,1585,301,149,13,3,230,704,545,856,1400,12514,12644,3203,3246,11556,14332,27267,30226,57491
60202,97,183,367,384,753,138,95,4,0,73,117,218,217,426,67,34,9,3,75,140,153,174,326,4243,4292,936,954,2788,3048,7965,8296,16265
60203,163,292,635,616,1250,270,145,8,6,126,211,410,367,769,121,61,3,8,101,238,231,301,530,6587,6659,1650,1673,4970,4981,13214,13310,26521
60301,57,62,160,131,293,40,21,3,0,38,45,84,73,151,22,6,0,0,25,46,45,57,107,1942,1947,555,558,1731,1366,4235,3869,8101
60302,93,125,314,275,590,119,66,9,0,65,107,191,167,358,44,19,4,3,48,86,100,111,210,3365,3411,1045,1036,2519,2494,6921,6943,13864
60303,37,49,144,119,266,52,31,0,0,31,48,84,85,165,34,16,0,0,30,39,67,56,122,1185,1177,316,323,898,763,2404,2263,4661
60401,200,458,769,848,1612,325,239,12,15,145,393,489,644,1133,207,79,10,0,119,434,337,511,852,8005,8154,1969,2076,6279,7815,16250,18036,34294
60402,171,366,712,765,1482,299,156,7,11,121,345,419,513,933,161,80,9,0,128,373,290,453,744,7615,7745,1775,1843,5712,7075,15097,16666,31768
60403,78,113,236,215,455,79,47,3,0,54,93,134,148,280,45,21,0,0,40,77,84,96,177,2833,2862,908,909,2395,2095,6131,5868,11998
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,53,64,133,112,250,35,19,4,0,34,47,75,64,140,24,5,0,0,29,47,50,54,102,3379,3425,1521,1517,4257,3428,9155,8363,17521
70102,119,243,359,370,726,112,55,4,0,41,135,163,186,352,41,14,0,0,47,114,92,125,220,7902,8013,2440,2546,7445,7447,17786,18003,35785
70103,57,38,124,79,201,24,13,0,3,23,28,40,45,86,11,11,0,0,18,23,24,26,52,2846,2911,1332,1380,2749,1924,6932,6217,13145
70104,27,79,100,113,217,19,9,0,0,18,58,41,64,107,11,9,0,0,22,24,34,32,65,4622,4738,2144,2220,4097,3992,10862,10951,21819
70201,63,111,147,156,304,25,26,3,7,37,88,65,122,186,19,6,0,4,30,71,54,83,132,4355,4415,1457,1553,4577,5294,10387,11266,21649
70202,11,12,28,22,45,0,0,0,0,4,6,10,5,18,0,0,0,0,3,4,3,4,14,525,531,284,288,813,837,1622,1650,3271
70203,33,34,64,52,109,5,0,3,0,16,18,19,20,42,3,0,0,0,5,7,9,10,22,1677,1683,799,814,2483,2367,4954,4872,9827
70204,13,18,21,16,34,0,0,0,0,8,10,8,13,18,0,0,0,0,0,5,0,5,8,1653,1643,352,363,2035,2131,4046,4141,8188
70205,32,33,73,66,147,13,8,0,0,26,23,43,29,75,6,0,0,0,5,8,16,7,28,2108,2153,757,782,2230,2231,5100,5169,10269
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
