SA3_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
20605,659,246,463,709,289,506,797,6,13,26,3,7,15,5,7,18,340,577,918,395,619,1018,463,700,1163,6519,5644,12159,4443,3708,8147,5191,5209,10399,12776,13088,25863,11757,12099,23855,13627,14795,28419
20606,362,131,218,348,147,285,428,4,3,5,10,8,19,0,5,11,183,294,478,170,304,483,204,395,602,3371,3106,6474,2573,2320,4894,2821,3027,5850,7987,8382,16366,7283,7706,14994,8293,9734,18027
20607,569,217,344,563,247,429,674,9,15,18,6,7,11,3,14,16,308,529,836,318,527,849,359,661,1018,4353,3630,7984,3436,3059,6490,4068,4208,8276,10770,11492,22259,10541,11648,22190,12200,14072,26273
20701,815,291,598,889,300,580,875,10,10,27,9,15,25,9,16,26,453,667,1119,459,785,1241,500,825,1326,4759,5168,9928,3952,3989,7942,4112,4377,8485,26405,26877,53277,26660,26970,53626,28468,29014,57488
20702,479,184,373,562,239,415,655,4,9,15,7,14,21,4,7,11,221,409,634,282,480,765,378,567,948,2355,2483,4834,1919,2103,4022,1924,2231,4151,11956,12324,24284,11961,12263,24221,12775,12981,25758
20703,572,218,414,634,310,478,782,6,12,18,10,11,22,4,3,8,271,494,770,344,585,933,546,702,1243,2417,2695,5112,2689,2685,5374,2316,2547,4861,13552,14533,28082,15670,16165,31833,17324,17676,35004
20801,392,150,305,457,141,339,482,0,10,14,9,3,11,3,6,6,187,325,516,212,373,583,197,399,596,2864,3450,6311,2520,2756,5277,2623,2951,5571,13436,14185,27624,14043,14379,28426,14922,15565,30488
20802,673,291,511,808,310,531,845,13,21,28,6,16,27,7,11,15,386,568,953,533,710,1241,550,790,1341,5475,5602,11074,4007,3979,7987,3737,3910,7642,20785,20952,41734,20963,21188,42152,23313,23969,47285
20803,511,176,394,573,225,421,641,4,11,12,6,6,15,5,15,15,249,437,685,288,502,792,371,573,937,3864,4215,8085,3315,3218,6532,3208,3633,6833,14278,15047,29323,14955,15434,30384,16199,17263,33461
20804,200,61,125,191,71,142,210,4,10,13,3,8,13,0,0,0,110,166,275,112,183,292,120,205,323,1355,1518,2875,1065,1125,2185,1051,1172,2219,6421,6730,13148,6361,6749,13105,6803,7355,14157
20901,630,233,522,753,208,439,647,6,12,19,8,11,21,11,8,19,348,535,887,424,689,1106,398,580,972,3662,3807,7469,2869,2988,5859,2980,3353,6335,17128,17417,34545,16760,17195,33955,17454,18044,35499
20902,397,219,356,571,240,419,656,11,17,28,17,16,34,0,5,3,242,424,672,472,595,1070,503,681,1187,4349,4218,8574,3756,3583,7335,3716,3966,7683,13067,13174,26239,13768,14175,27940,15074,15664,30734
20903,299,116,293,411,103,185,289,3,3,5,0,6,3,0,0,0,126,282,409,158,364,525,159,238,401,1863,1819,3686,1369,1345,2712,1583,1599,3189,10981,11024,22010,10272,10468,20745,10223,10372,20594
20904,640,304,678,987,439,842,1283,12,31,45,11,27,36,21,22,42,338,600,938,543,1007,1549,852,1344,2196,4986,4866,9859,5692,5502,11194,6261,6619,12878,21179,21065,42241,24866,25487,50345,32191,33168,65361
21001,199,94,158,256,124,186,305,3,3,8,0,8,11,7,3,14,118,160,275,162,218,380,182,254,438,1806,1800,3604,1564,1605,3164,1581,1763,3341,7512,7450,14960,7391,7367,14765,8051,8116,16164
21002,125,46,106,153,41,123,165,0,0,0,0,0,0,0,3,3,54,106,157,68,127,194,57,145,210,679,743,1421,647,658,1299,990,998,1992,3898,3960,7854,4082,4193,8277,4573,4673,9246
21003,287,159,301,465,227,328,558,7,5,13,6,4,13,8,14,20,168,272,440,394,466,861,495,530,1022,2797,3050,5850,2950,2780,5727,2781,2780,5561,8970,9071,18037,10219,9997,20213,11590,11163,22753
21004,145,55,163,227,87,150,234,0,0,3,0,0,3,3,0,6,70,145,211,95,218,308,122,204,328,991,1121,2115,1072,1013,2083,1072,1150,2224,5241,5627,10865,5390,5549,10936,5573,5894,11471
21005,552,305,525,829,406,812,1219,21,20,39,28,17,45,21,16,35,423,565,986,597,886,1481,947,1473,2415,5487,5288,10771,5457,5511,10976,5849,5787,11638,19756,19891,39645,21756,22855,44612,26545,27341,53885
21101,799,278,671,955,304,650,954,9,15,22,12,13,26,4,12,14,351,697,1042,410,840,1248,474,900,1370,3828,4177,8010,3267,3194,6461,3370,3525,6894,21711,22746,44460,20852,21529,42384,21274,21856,43127
21102,127,34,93,125,48,79,129,0,3,3,0,0,0,0,0,0,48,116,167,55,110,164,64,106,170,766,707,1471,523,504,1026,572,585,1159,4313,4278,8592,4080,3963,8039,4150,4092,8238
21103,564,215,469,682,242,484,728,8,6,14,7,7,17,10,6,11,248,497,743,339,627,964,422,676,1104,2866,3185,6049,2251,2521,4777,2470,2838,5309,14316,14875,29194,14405,14855,29263,15280,15959,31240
21104,339,126,249,376,135,279,410,5,12,12,3,0,3,3,3,8,155,274,433,201,330,535,213,379,596,1519,1618,3137,1275,1362,2635,1150,1391,2534,7724,7909,15640,8050,8285,16338,8665,9031,17696
21105,802,280,722,1002,266,565,830,6,13,18,13,9,24,5,9,19,334,709,1043,406,908,1320,394,736,1127,4368,4489,8857,3860,3780,7638,4048,4287,8331,21452,22176,43629,20804,21951,42756,20911,21885,42796
21201,292,118,369,487,157,373,532,7,3,11,3,8,15,3,7,8,120,274,389,194,471,669,265,519,787,1952,1998,3946,2135,2149,4287,2997,3067,6061,9198,9321,18520,11061,11840,22900,14286,15068,29353
21202,589,211,522,735,281,577,862,15,11,25,15,15,30,12,13,22,314,548,858,395,746,1141,514,878,1390,4284,3970,8255,3763,3623,7389,3473,3511,6989,18646,18668,37310,19558,19809,39370,20016,20500,40517
21203,468,278,615,895,372,865,1240,9,20,30,7,13,25,15,19,33,213,457,674,458,844,1303,707,1328,2032,4013,3829,7837,3981,3948,7928,5342,5376,10721,16588,16412,32996,20322,20758,41079,26951,28042,54989
21204,1056,530,947,1475,681,1069,1747,36,40,82,34,39,72,14,24,37,694,1053,1745,1150,1614,2768,1378,1827,3205,7801,7347,15150,6828,6350,13178,6492,6085,12575,25497,24411,49904,26204,25331,51533,29046,28082,57128
21205,706,336,566,902,389,628,1018,17,14,27,10,7,15,3,14,17,422,649,1076,628,809,1439,735,957,1695,5392,5339,10730,4348,4103,8452,4349,4568,8912,25681,24666,50346,26451,25362,51816,30255,30005,60256
21301,890,483,879,1367,597,1081,1683,42,47,92,34,36,72,21,32,52,638,888,1528,1029,1507,2535,1302,1932,3235,7574,7316,14891,8194,7795,15985,7091,6973,14067,26012,25826,51840,28173,28306,56470,29151,29764,58915
21302,475,189,315,505,182,348,528,11,7,15,11,5,20,5,4,13,258,424,679,322,458,775,290,499,794,3076,3068,6139,2804,2734,5535,2497,2630,5122,11423,11378,22796,11314,11403,22719,11531,12285,23814
21303,455,234,373,610,262,457,716,18,24,38,5,12,16,8,5,18,323,448,775,456,621,1082,496,804,1301,3473,3005,6480,3796,2909,6702,3188,3111,6302,10668,9854,20522,11958,11189,23146,13345,13230,26578
21304,448,257,565,826,337,704,1042,3,12,14,8,12,19,11,18,23,240,388,627,384,784,1165,634,1059,1697,3716,3569,7288,4788,4372,9153,5700,5499,11197,14760,14666,29433,19488,19891,39377,24917,25943,50859
21305,627,424,1003,1423,590,1270,1867,13,13,27,13,29,47,18,27,39,354,631,990,860,1480,2337,1184,2001,3190,5437,4643,10080,6390,5516,11908,7790,6784,14573,19508,19055,38564,26259,26456,52715,36094,35985,72077
21401,476,227,555,777,237,523,765,6,15,20,16,17,30,9,9,19,241,460,703,374,714,1085,412,721,1134,5114,5441,10552,4304,4597,8903,4546,4802,9351,17686,18605,36290,17910,18903,36816,18531,19953,38485
21402,567,199,503,705,218,519,736,11,12,28,3,11,14,8,16,23,367,551,918,396,630,1030,385,662,1045,6166,6876,13043,4713,5422,10138,4888,5420,10302,20069,20903,40971,19619,20845,40460,20418,21718,42134
21501,229,85,141,227,72,158,226,0,3,3,5,0,10,4,7,8,112,200,310,136,184,322,120,222,346,2027,1888,3918,2150,1802,3953,2904,2331,5239,8058,8244,16303,7685,7711,15402,7986,7704,15692
21502,160,78,137,215,64,145,205,4,13,21,0,3,3,4,7,10,94,164,265,131,194,320,117,212,330,1941,2047,3990,1915,2017,3938,2604,2581,5185,7440,7825,15266,7439,7779,15220,7973,8272,16239
21503,129,45,82,127,26,70,97,7,5,12,0,3,0,3,3,6,60,114,178,73,119,198,52,102,157,1498,1487,2983,1410,1373,2783,2199,2099,4297,5499,5576,11069,5019,5104,10122,5562,5608,11173
21601,152,58,133,185,24,98,123,3,5,8,0,3,3,0,0,3,56,158,214,81,159,241,48,129,179,1164,1189,2353,1232,1288,2515,1611,1712,3320,5050,5118,10167,5003,5199,10204,5063,5283,10349
21602,118,30,83,116,33,84,113,0,3,6,5,0,3,3,0,3,47,115,160,62,126,186,73,112,183,961,930,1888,1092,1066,2156,1371,1349,2723,3741,3828,7568,3803,4005,7811,4012,4163,8176
21603,209,103,184,286,95,201,294,8,8,14,3,4,8,7,0,9,94,195,292,172,259,434,192,299,487,2335,2299,4632,2458,2225,4686,3177,3015,6191,8748,9011,17763,8958,9102,18053,9835,10041,19869
21701,131,40,118,159,53,108,161,3,0,4,0,3,3,5,4,8,68,112,177,75,167,245,82,153,226,1109,1156,2265,1032,1072,2102,1512,1506,3021,5040,5182,10216,4757,5044,9802,4735,4860,9594
21703,177,58,124,185,38,83,124,0,4,3,8,3,7,3,4,7,79,152,234,88,158,246,65,114,180,1237,1239,2477,1107,1124,2233,1643,1596,3240,5151,5347,10493,4890,5108,9997,5158,5103,10255
21704,118,65,119,181,65,131,196,3,3,8,5,3,9,3,6,12,58,119,177,100,157,255,93,172,265,1611,1768,3385,1621,1668,3289,2017,2140,4160,6876,7453,14327,6820,7543,14365,7061,7730,14792
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,3,3,0,3,9,3,9,3,0,3,6,0,6
29999,39,14,29,49,36,30,66,0,0,0,3,3,6,0,0,0,34,33,74,42,68,110,58,63,114,423,317,741,1182,650,1836,1310,734,2042,907,828,1732,1725,1310,3041,1743,1279,3025
30101,285,103,219,318,94,210,302,0,8,8,4,3,3,0,4,3,131,238,368,162,285,439,139,284,419,2026,2036,4062,1664,1595,3256,1572,1613,3184,10102,10578,20681,9697,9985,19681,9756,10170,19928
30102,260,117,218,335,149,266,412,0,8,7,6,0,6,5,3,8,105,231,335,171,279,453,221,344,568,2088,2043,4129,2047,2105,4152,2201,2306,4508,9107,9493,18599,10266,10939,21204,11111,11766,22878
30103,228,110,183,292,126,222,342,5,3,3,4,8,10,4,0,3,97,197,292,153,247,398,189,299,484,1943,1988,3931,1856,1723,3582,1834,1827,3661,7821,8265,16085,8770,9226,18000,9690,10133,19817
30201,123,53,115,171,71,109,178,0,3,3,0,0,0,0,0,0,60,107,169,78,145,220,97,152,254,849,882,1728,857,806,1663,824,868,1696,4821,5014,9839,5050,5336,10383,5441,5926,11366
30202,276,118,215,336,119,211,333,10,7,19,0,0,4,0,10,7,125,251,374,197,294,489,197,312,511,1889,2134,4020,1999,2117,4114,1910,2138,4046,7860,8624,16484,8717,9325,18039,9345,10391,19733
30203,155,70,129,205,57,132,192,3,0,3,3,7,10,0,0,0,80,128,207,134,230,366,119,209,325,1124,1153,2283,1145,1000,2147,1190,1301,2492,4218,4212,8430,4789,4654,9444,5211,5473,10684
30204,215,84,143,225,91,219,312,3,3,7,3,3,3,5,3,5,85,203,291,155,205,361,173,313,489,1971,2371,4340,1620,1678,3306,1538,1615,3153,6961,7667,14627,6969,7477,14446,7752,8332,16081
30301,166,101,147,240,85,129,212,3,4,5,4,0,4,4,0,4,89,148,243,146,204,354,146,215,357,1135,1147,2285,1080,1065,2147,1203,1255,2466,6192,6408,12599,6734,6930,13666,7243,7598,14837
30302,343,166,224,393,143,226,366,0,4,4,5,4,11,3,5,12,203,301,497,294,363,655,280,367,650,2295,2030,4327,2280,2014,4297,2402,2288,4690,8886,9229,18110,10259,10324,20584,11483,11848,23329
30303,236,108,211,318,157,221,379,8,3,10,4,3,9,3,3,5,150,232,384,243,352,596,342,441,785,1889,1989,3879,1877,1762,3634,1718,1815,3536,9456,9957,19415,10043,10556,20596,11253,12097,23355
30304,134,70,98,169,79,128,204,0,3,3,4,3,6,0,3,3,100,130,233,183,189,369,169,219,387,1432,1265,2694,1358,1088,2447,1137,1116,2254,5815,5697,11512,6153,5974,12127,6523,6472,12994
30305,208,85,174,264,119,183,301,3,3,7,3,4,4,5,4,9,104,179,290,166,244,410,246,301,548,1623,1541,3161,1686,1595,3281,1617,1512,3132,7195,7226,14416,8410,8489,16895,9235,9368,18604
30306,176,82,129,208,146,226,370,0,0,7,7,7,8,4,5,6,115,187,308,226,283,512,356,446,802,1464,1358,2821,1356,1172,2533,1273,1304,2573,7322,7171,14493,7576,7635,15211,8130,8232,16361
30401,131,58,92,152,42,85,124,0,3,3,0,0,0,0,0,3,61,123,185,89,121,210,66,107,169,874,1053,1924,582,556,1142,510,457,971,4827,5360,10190,4548,4716,9266,4706,4781,9481
30402,174,63,126,187,63,123,189,3,3,3,0,0,0,4,3,8,107,125,233,104,159,270,102,160,260,836,900,1745,785,936,1718,906,982,1885,6757,6977,13734,7316,7492,14808,7796,7721,15520
30403,171,73,122,200,97,142,241,3,0,3,0,3,5,3,0,6,104,166,270,147,193,339,176,221,399,1574,1590,3168,1435,1414,2849,1327,1418,2739,9182,9809,18986,9776,10117,19897,10840,11589,22430
30404,222,75,147,217,62,127,188,0,9,9,0,0,0,4,3,6,89,197,289,135,194,331,115,208,319,1379,1506,2885,973,962,1939,1039,1140,2179,6736,7050,13789,6724,7016,13748,7501,7794,15295
30501,364,212,272,488,382,518,901,4,14,19,8,8,15,5,3,4,423,572,998,446,523,970,872,1145,2019,5268,3987,9257,4147,2927,7069,4042,3541,7582,10188,9597,19784,10095,9548,19650,12175,12452,24629
30502,189,99,120,215,80,146,224,0,3,9,0,8,15,3,3,8,121,171,295,162,194,358,131,224,357,1560,1397,2959,1341,1093,2435,1322,1294,2620,5107,5223,10332,5627,5498,11129,6246,6517,12760
30503,404,145,260,410,179,308,484,5,7,13,10,0,9,0,3,5,215,346,561,300,393,694,328,496,828,3333,3201,6532,2397,1971,4370,3306,3302,6611,10380,11494,21873,11156,12103,23255,13818,15210,29027
30504,285,99,165,270,103,164,266,3,0,5,0,5,11,3,0,5,154,224,379,177,231,407,155,251,410,2090,1864,3957,1482,1280,2768,1768,1654,3417,8539,9224,17766,8884,9343,18228,9791,10291,20081
30601,181,91,173,266,78,179,260,3,3,3,0,3,3,4,0,6,80,149,228,106,198,311,116,237,353,1725,1643,3370,1665,1497,3168,2095,2027,4123,6283,6518,12803,6928,7635,14564,8214,8754,16970
30602,355,145,336,479,197,394,587,8,16,22,3,10,10,10,9,15,170,334,505,204,445,656,345,561,904,5342,5003,10342,5415,4917,10331,5560,5534,11091,13549,13734,27287,14612,15251,29867,15771,16942,32716
30603,108,41,107,148,34,76,111,3,3,4,0,0,0,0,0,0,53,92,146,64,146,203,61,109,169,1644,1471,3124,1340,1134,2472,1883,1738,3623,4896,5013,9907,4329,4368,8695,4951,4896,9843
30604,32,14,27,44,14,44,53,0,0,0,3,0,3,3,0,0,19,26,42,27,37,61,24,52,78,627,507,1133,648,529,1180,789,865,1659,1465,1371,2836,1481,1426,2903,1659,1757,3414
30605,127,52,131,186,42,118,162,0,3,0,5,3,12,0,4,3,56,114,173,64,169,234,69,158,234,1731,1683,3415,1679,1605,3279,2067,2065,4133,5022,5416,10437,4998,5523,10523,5544,5944,11488
30701,144,39,78,118,46,106,146,3,4,3,3,4,5,0,3,6,56,117,178,64,98,163,63,136,201,1600,1437,3035,2065,1724,3795,2906,2622,5529,5507,5444,10956,6086,5934,12022,6987,6898,13885
30702,127,37,71,108,53,132,187,3,4,6,0,0,0,3,8,7,62,109,175,58,93,152,86,177,265,1408,1400,2802,1850,1638,3489,1969,1876,3845,5437,5555,10997,5864,5762,11628,6143,6365,12512
30703,139,42,85,126,43,106,147,3,0,4,0,0,0,3,0,4,51,114,163,60,102,161,66,136,202,1188,1178,2367,1157,1215,2376,1490,1491,2985,5022,5095,10121,4920,5252,10168,5329,5464,10798
30801,103,37,78,119,47,95,140,8,3,9,6,3,6,0,0,3,47,76,123,50,86,137,64,127,189,1459,912,2365,1738,1087,2826,2103,1609,3714,4431,3959,8392,4800,4211,9006,5119,4773,9891
30803,301,139,256,391,169,404,571,8,10,23,3,7,6,8,0,11,152,274,423,186,306,492,279,514,790,5291,4284,9574,5549,4509,10057,5836,4665,10496,16372,16053,32429,16607,16334,32947,17956,17843,35801
30804,44,19,23,39,15,27,48,0,0,0,0,0,4,0,3,7,13,38,48,26,26,49,24,35,55,616,468,1088,487,395,885,723,626,1355,2065,1975,4043,1928,1920,3852,2111,2095,4198
30805,181,87,158,246,98,246,345,4,3,11,0,9,6,4,8,11,85,164,243,123,198,324,139,301,441,2146,1793,3946,2729,2196,4923,2614,2329,4946,7822,7711,15533,8540,8372,16915,9108,9557,18661
30901,211,106,190,293,148,236,384,7,0,7,0,0,0,0,4,3,128,187,318,155,266,418,227,334,559,3908,3336,7239,2895,2819,5713,2461,2628,5087,7895,7822,15713,7858,8359,16217,8030,8817,16847
30902,191,68,163,230,91,180,268,0,6,6,5,3,5,3,0,7,101,177,276,118,236,361,143,248,384,2443,2361,4801,1964,1937,3904,1993,2142,4136,6784,6809,13589,6541,6997,13541,7153,7594,14752
30903,209,100,174,275,103,220,324,0,8,6,4,5,10,3,3,6,98,193,289,157,240,399,180,310,487,2763,2785,5546,2443,2507,4949,2616,2946,5564,7395,7795,15192,7565,8181,15744,8474,9343,17822
30904,85,28,62,91,19,59,79,0,0,0,0,0,4,0,0,0,26,81,108,40,77,120,37,74,107,651,512,1162,517,461,974,876,919,1800,2341,2334,4667,2228,2398,4627,2699,2883,5582
30905,126,59,124,185,45,119,170,0,3,8,3,3,6,0,0,0,54,129,185,100,170,266,78,161,238,1026,1048,2068,835,820,1654,957,931,1883,4402,4486,8894,4813,5144,9952,5250,5554,10806
30906,226,89,220,307,99,240,343,3,8,8,0,0,0,9,8,9,92,214,306,154,279,437,164,335,498,1897,2044,3938,2081,2153,4235,2146,2296,4435,8116,8557,16673,9078,9810,18886,9682,10459,20138
30907,295,138,328,469,143,441,592,7,3,10,7,0,7,7,8,13,117,254,368,213,424,636,269,625,898,2372,2346,4716,2874,2634,5504,4262,4316,8577,9754,10246,19996,14070,14693,28759,18880,20516,39394
30908,184,68,144,209,85,172,258,0,3,3,3,3,10,0,0,0,81,184,270,117,208,324,153,260,407,1693,1747,3432,1620,1664,3280,1635,2013,3645,6352,6782,13133,7075,7541,14608,7563,8418,15978
30909,210,93,159,245,110,198,312,3,0,4,5,3,4,3,3,10,91,201,293,165,253,418,215,380,598,2344,2321,4663,2541,2583,5123,2593,2367,4961,7819,8042,15863,8922,9366,18287,9485,9868,19355
30910,142,86,122,204,197,278,469,0,3,8,4,3,4,6,0,6,91,139,228,196,233,429,364,477,839,3767,2982,6750,2390,2029,4419,2710,2623,5331,6217,5603,11820,5460,5357,10821,6603,6803,13409
31001,226,94,198,291,161,241,395,6,5,17,10,9,19,10,9,21,126,227,357,181,305,488,289,406,695,3852,2679,6526,4407,2634,7038,5478,3446,8925,10329,9504,19834,11612,10226,21843,13984,12497,26483
31002,171,43,156,198,74,197,265,3,3,10,4,0,7,0,8,7,72,146,216,68,187,258,129,260,385,2424,1902,4326,2656,1934,4587,3317,2804,6122,7443,7499,14941,8269,8065,16330,9431,9472,18902
31003,321,125,256,379,181,387,570,3,3,3,6,10,10,3,7,10,181,271,452,206,341,555,314,578,888,3110,3131,6237,3343,3141,6480,3673,3738,7407,12905,13381,26295,13787,14156,27943,15442,16635,32070
31004,217,104,207,308,158,355,513,3,3,8,3,3,12,5,4,17,87,200,287,169,291,456,282,523,810,2076,1869,3941,2225,2096,4322,2916,2937,5848,7852,7828,15681,10136,10627,20760,13818,14793,28603
31101,29,9,33,40,16,33,46,0,3,5,0,0,0,0,0,0,14,40,49,16,41,56,21,53,75,618,401,1017,488,415,900,732,589,1322,1685,1574,3261,1617,1725,3344,2024,2155,4181
31102,142,54,113,167,61,157,217,0,3,0,0,0,0,0,3,3,67,133,197,81,179,254,118,262,378,1401,1406,2809,1630,1601,3227,1407,1551,2956,4776,5155,9929,5314,5646,10960,5607,6261,11862
31103,248,104,205,311,118,333,451,7,3,8,7,6,16,7,8,10,106,223,330,165,300,468,200,471,673,2639,2541,5188,2547,2521,5065,2972,3032,5998,10567,10747,21318,10760,11268,22032,12200,13098,25300
31104,128,43,122,166,61,163,227,0,0,0,4,4,5,0,0,0,44,130,176,74,152,224,91,219,309,1164,1089,2255,1139,1016,2148,1576,1457,3028,5068,5189,10260,5801,5917,11714,7099,7541,14641
31105,192,69,157,228,95,211,305,6,4,6,3,3,5,0,8,6,86,183,270,125,205,336,160,301,460,1907,1786,3689,1759,1803,3555,2008,2158,4161,7478,7898,15381,7748,8316,16063,8667,9215,17885
31106,296,136,202,340,134,295,431,11,8,28,13,9,18,5,5,12,160,281,438,259,316,580,293,503,796,3380,3413,6795,3207,2957,6165,2763,2823,5582,11337,11720,23060,11564,11627,23185,11912,12490,24404
31201,104,43,93,135,39,98,137,3,0,3,0,0,3,3,0,3,32,90,127,60,110,167,54,112,168,2540,1443,3984,2664,1454,4120,2793,1888,4684,5681,4559,10245,6030,4741,10768,5883,5188,11071
31202,353,141,263,411,163,390,552,7,9,15,6,7,13,4,12,14,132,293,423,186,302,492,223,472,693,5476,4283,9757,5478,3341,8813,5711,4222,9934,15798,15300,31094,16573,15059,31634,17405,17068,34478
31203,78,23,68,87,29,88,114,0,3,3,0,0,0,0,0,4,26,65,89,25,76,108,40,105,142,1253,880,2137,1256,888,2150,1683,1403,3084,2686,2266,4957,2713,2516,5231,3396,3324,6723
31301,97,43,87,123,52,101,156,0,3,0,0,6,5,0,3,10,33,84,119,59,105,163,77,131,204,1033,1194,2231,1087,1084,2170,1168,1361,2529,3053,3416,6469,3406,3613,7018,3532,4030,7561
31302,200,99,186,278,133,297,430,0,3,3,3,3,7,8,3,14,77,184,264,183,274,455,235,471,711,1736,1656,3396,2591,2475,5062,2582,2834,5410,6880,7166,14042,8749,9414,18160,9834,11114,20940
31303,43,16,30,45,9,43,54,0,0,0,0,0,0,0,0,3,19,39,58,21,35,56,21,52,67,1251,386,1641,995,358,1351,1586,610,2191,2145,1343,3492,2010,1473,3477,2648,1811,4463
31304,239,94,183,276,107,243,351,3,3,4,8,8,12,3,3,7,100,219,317,153,259,411,178,322,503,1863,1814,3677,1855,1845,3704,1938,2108,4044,8148,8321,16466,8614,9161,17772,9466,10078,19543
31305,207,105,185,289,104,196,303,0,3,3,4,3,10,4,5,9,93,194,290,167,264,427,154,285,440,1975,2204,4179,1976,1947,3918,2038,2346,4382,6753,7250,14006,6930,7351,14284,7410,8230,15640
31401,348,109,265,376,130,289,425,5,3,7,4,0,6,4,3,4,178,262,442,162,320,484,199,371,568,1606,1554,3155,1571,1468,3036,1735,1667,3394,11362,11351,22714,12224,12540,24763,13158,13586,26743
31402,172,90,196,289,114,280,389,0,3,3,4,4,8,3,5,7,70,140,213,139,252,384,190,396,585,1062,980,2038,1318,1299,2615,1977,2051,4026,4927,5181,10101,7109,7694,14799,10548,11560,22107
31403,173,77,132,214,67,149,214,4,4,9,0,0,0,0,0,0,79,146,227,119,171,290,111,211,327,1098,1125,2223,949,855,1806,1094,1070,2168,4989,5105,10090,4672,4854,9519,5263,5505,10766
31501,92,30,59,94,27,56,80,5,3,12,3,0,3,0,0,0,66,94,154,75,90,161,63,87,153,2014,1180,3197,2362,1085,3448,2860,1699,4559,4938,4197,9134,5488,4317,9811,6103,5175,11270
31502,112,30,86,117,39,83,125,3,0,5,0,0,3,3,3,6,61,93,149,53,107,158,54,102,155,2355,1972,4328,2703,1957,4663,1916,1632,3551,5316,4862,10179,5646,5005,10657,4709,4675,9391
31503,69,25,29,49,21,47,73,0,3,3,3,0,0,0,0,3,28,70,95,36,35,74,30,63,97,922,749,1676,820,710,1534,817,823,1643,2652,2637,5291,2460,2532,4991,2260,2421,4679
31601,148,66,143,213,87,163,250,3,3,4,0,0,3,3,0,4,75,143,218,102,184,289,136,233,364,1339,1471,2808,1018,956,1975,1468,1485,2948,6126,6695,12814,6531,7250,13779,8050,9234,17284
31602,222,93,228,324,112,255,371,6,8,13,6,6,15,3,5,8,98,204,309,149,302,448,170,356,519,2018,2081,4102,2047,2089,4139,2298,2479,4777,7685,8037,15717,8920,9420,18340,10536,11276,21810
31603,206,86,181,263,88,187,278,3,3,12,0,7,7,0,0,5,92,176,265,114,225,339,152,262,414,2201,2012,4215,1884,1650,3535,2183,2356,4539,6305,6592,12895,6305,6909,13218,7142,7957,15100
31605,124,36,116,156,60,141,204,0,3,7,0,0,0,3,0,4,51,110,161,53,146,208,84,198,278,1521,1411,2934,1249,1211,2464,1483,1625,3108,4437,4519,8961,4632,4965,9593,5490,5931,11420
31606,191,72,174,249,63,168,232,8,3,11,3,9,7,0,10,12,88,173,268,109,238,343,107,238,350,1449,1476,2924,1524,1416,2936,1677,1632,3310,5891,6213,12102,6297,6780,13071,6529,7085,13613
31607,145,60,144,202,68,127,198,4,5,5,4,0,4,3,3,9,60,140,203,92,176,270,105,188,287,1047,1220,2274,1116,1034,2157,1386,1351,2737,4761,5107,9871,5033,5313,10343,5724,6271,11998
31608,74,34,63,94,20,71,90,0,4,5,0,0,0,3,0,3,35,70,101,44,76,120,42,104,149,643,667,1305,647,584,1230,781,729,1506,2751,2767,5522,2780,2770,5548,2996,3102,6097
31701,532,191,410,599,292,541,832,10,8,18,15,16,27,3,11,15,239,462,696,307,559,866,451,750,1206,4550,4340,8896,4459,4486,8947,5380,5742,11123,20116,21499,41611,20625,22204,42830,22506,24881,47392
