SA3_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
12102,9577,6085,5677,7348,6838,5631,3250,2439,1016,47850,325,173,350,260,158,82,31,14,0,1399,231,174,170,160,137,68,23,23,5,990,63,35,36,49,38,44,18,29,18,324,0,0,0,0,0,0,0,0,0,0,47,21,57,39,23,4,5,5,0,208,58,51,69,68,61,21,23,9,3,363,108,76,124,108,79,29,30,15,3,574,2669,1944,2082,2428,2029,1177,509,318,85,13245,1386,995,982,1001,970,706,425,294,199,6966,14557,9654,9675,11694,10565,7892,4377,3171,1339,72926,260,186,382,434,386,270,126,44,18,2113,2774,1394,1363,2273,2291,1969,1487,889,464,14909,0,0,0,0,0,0,0,0,0,3,393,251,226,292,320,187,155,73,21,1908,4,0,4,8,10,3,4,12,3,45,4335,2339,1883,2908,2534,1867,1271,715,321,18170,34,5,26,20,21,32,26,12,9,183,160,106,102,174,148,66,72,38,21,888,49,32,37,35,33,27,18,9,5,242
12103,14457,8950,4131,9083,9977,8311,5756,5004,2140,67809,250,122,96,228,189,92,38,22,0,1036,104,111,88,92,98,66,18,7,0,595,803,732,217,435,873,496,170,215,61,3992,0,0,0,0,0,0,0,0,0,0,57,45,24,44,33,20,13,3,0,231,88,81,67,71,110,68,25,17,3,530,144,124,90,114,148,83,35,16,3,762,3209,2742,1418,2476,2873,2100,963,674,182,16638,1790,1248,618,1096,1329,1031,577,533,374,8582,21002,14302,6884,13917,15945,12485,7691,6538,2782,101539,302,273,325,468,538,424,203,82,30,2649,5328,3102,1190,3218,3985,3163,2804,2112,1318,26226,0,0,0,0,0,0,0,0,0,3,202,159,145,192,219,175,93,51,44,1275,6,3,0,3,6,3,4,4,3,33,5820,3192,1531,3139,3690,2501,1706,1152,492,23208,18,8,9,7,17,13,20,0,4,93,288,137,94,239,201,112,115,77,33,1296,13,9,19,13,11,9,12,3,3,98
12104,6177,4610,10102,7683,6003,6204,3382,2679,1382,48224,107,128,330,141,59,42,24,6,0,834,40,47,114,68,41,28,12,10,3,367,111,76,191,106,137,168,93,86,28,992,0,0,0,0,0,0,0,0,0,0,10,14,14,9,13,7,0,3,0,73,32,48,84,76,56,32,12,3,0,335,40,63,98,83,71,41,12,8,3,412,2107,2078,5000,3316,2432,1973,866,418,170,18359,1374,1350,2945,1972,1512,1415,802,572,252,12193,10119,8569,19344,13788,10576,10094,5259,3816,1838,83406,175,195,615,545,347,241,123,31,11,2287,2365,1347,2706,2816,2208,2467,1954,999,615,17487,0,0,8,0,0,0,0,0,0,7,66,47,183,111,87,56,40,21,6,615,0,0,0,0,0,0,0,0,0,0,3473,1889,4415,3522,2749,2215,1478,896,453,21092,3,7,13,6,11,13,6,3,3,68,241,99,259,295,221,115,82,60,29,1400,12,13,38,24,21,17,6,3,4,138
12201,4094,2244,3479,3844,3020,2650,1645,1623,681,23268,17,12,17,30,9,4,0,0,0,88,16,24,23,19,23,11,3,0,0,116,16,6,13,21,22,19,10,5,3,112,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,0,25,22,18,17,19,21,8,4,3,0,122,29,19,25,27,25,8,4,3,0,143,1403,911,1812,1461,942,713,310,224,68,7837,855,557,1060,828,579,457,306,261,119,5008,6481,3853,6531,6344,4715,3901,2286,2129,874,37114,72,75,119,141,130,71,21,4,0,634,1572,690,1059,1495,1315,1076,857,595,325,8978,0,0,0,0,0,0,0,0,0,0,25,36,63,39,43,31,9,9,10,265,0,0,0,0,0,0,0,0,0,0,2242,1022,1518,1699,1342,885,671,390,161,9928,0,0,0,0,4,4,0,0,0,10,128,47,58,133,86,76,82,49,14,686,29,16,37,23,13,4,0,0,0,125
12202,6786,3841,3155,5334,5326,4805,3005,2141,973,35359,15,12,10,17,16,8,0,0,0,68,17,16,11,20,9,11,0,0,0,88,12,7,19,27,28,33,7,5,6,137,0,0,0,0,0,0,0,0,0,0,3,8,4,0,8,3,0,0,0,22,37,25,17,24,23,21,6,5,0,159,34,36,25,24,31,20,6,5,0,182,2509,1397,1365,1755,1892,1371,551,392,119,11355,1312,812,705,927,1016,788,414,301,136,6415,10792,6164,5357,8225,8425,7101,4001,2851,1235,54158,91,65,99,169,154,117,30,6,0,736,2411,1268,949,2066,2417,2292,1850,1090,589,14931,0,0,0,0,0,0,0,0,0,0,93,73,46,70,82,81,41,26,13,527,4,0,0,0,0,4,0,0,0,8,3372,1567,1110,1994,2010,1539,1143,656,257,13642,0,0,0,0,5,6,3,0,0,18,113,91,59,125,116,99,62,46,34,731,54,16,27,36,28,21,7,6,4,195
12203,17321,9963,11972,14760,12024,10663,7512,5961,2357,92545,102,53,126,94,83,26,15,3,0,500,146,119,115,130,114,39,13,9,0,681,64,38,62,72,58,64,39,26,8,424,3,3,0,0,0,0,0,0,0,7,30,27,32,21,15,7,10,0,0,141,71,80,92,92,90,45,24,6,0,513,107,111,128,112,106,52,31,10,0,654,5046,3021,4331,4288,3109,2013,969,677,213,23663,2514,1579,2214,2034,1613,1212,773,868,665,13466,25551,15075,19293,21923,17467,14252,9436,7582,3260,133837,289,251,407,553,465,272,106,47,12,2398,5400,2612,3040,5165,4608,3870,3351,2350,1491,31883,0,0,3,0,4,0,0,0,0,11,214,171,201,211,216,168,132,96,52,1459,0,4,5,0,3,8,6,3,0,30,9171,4405,4854,6395,5274,3797,2888,1883,838,39510,18,11,13,19,12,12,18,6,4,104,470,290,353,457,397,272,203,100,45,2593,68,44,68,59,62,50,29,13,7,382
12301,8834,4455,5241,6033,4523,3069,1584,1075,423,35238,36,20,27,42,17,3,7,0,0,152,101,42,47,54,21,13,4,3,3,292,3,0,8,0,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,6,5,9,4,0,0,0,0,29,9,13,16,19,13,5,3,0,0,88,13,24,16,29,20,7,3,0,0,114,1730,868,845,766,537,272,88,49,24,5166,908,487,466,475,391,227,129,107,40,3238,11686,5919,6706,7455,5551,3615,1819,1239,493,44486,91,55,78,78,74,31,6,0,0,416,3392,1822,2024,2686,2080,1726,963,550,268,15522,3,0,5,0,3,0,0,0,0,15,181,109,112,134,109,98,45,28,39,853,32,31,23,12,16,6,5,5,4,143,4975,2456,2453,3028,2346,1464,749,397,167,18026,12,5,3,10,3,0,0,0,0,41,194,85,107,160,105,57,29,14,7,748,35,33,22,29,30,29,13,12,9,203
12302,21596,16563,12930,14168,16019,11786,5101,2922,839,101924,896,389,602,713,417,154,85,21,3,3287,2211,1100,1006,968,720,279,105,16,5,6413,8,10,5,7,6,8,4,4,0,54,4,3,0,3,3,0,0,0,0,16,96,53,63,58,52,19,17,0,3,362,67,103,79,72,65,39,16,7,7,453,165,160,149,132,118,59,30,7,10,830,5022,2946,2510,1944,1698,945,317,126,34,15543,3713,2273,1829,1650,1758,1199,510,335,100,13367,34215,23934,19496,20130,21241,14657,6252,3472,1010,144421,625,477,523,609,586,394,144,56,20,3433,5086,4268,3878,3897,4786,4906,2428,1139,416,30800,0,6,9,0,4,0,4,0,0,27,538,357,331,337,387,376,213,77,18,2638,64,46,37,30,27,27,18,4,3,263,9225,7133,5910,5586,6568,5786,2739,1285,353,44587,28,18,13,25,28,20,13,7,0,164,571,378,379,495,397,374,217,96,23,2940,128,117,223,190,162,156,94,40,17,1126
12303,5952,3396,3136,4108,3937,3095,1556,854,284,26306,6,0,10,3,6,3,0,0,0,26,29,21,27,16,9,13,3,0,0,122,0,0,0,4,4,5,0,0,0,21,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,16,11,20,15,20,11,6,0,0,95,20,13,21,21,24,14,3,3,0,111,1517,769,650,747,669,359,141,68,18,4940,793,490,383,402,510,290,147,83,31,3128,8336,4699,4241,5323,5183,3782,1856,1007,326,34757,29,20,33,40,34,13,0,9,0,172,2502,1432,1147,1888,1749,1642,978,480,143,11967,0,0,0,0,0,0,0,0,0,7,74,55,51,51,65,76,36,20,8,440,27,38,11,13,23,0,11,7,0,121,2583,1481,1130,1616,1623,1162,688,274,80,10637,6,4,0,3,13,3,3,0,0,37,105,65,55,75,61,53,35,16,6,467,23,18,12,22,22,15,13,11,3,142
12401,9234,5662,4372,6551,7524,6228,3887,2587,957,47000,26,25,14,24,40,24,7,3,0,155,45,38,31,28,25,14,8,3,0,189,14,9,16,20,22,28,7,11,3,130,6,0,0,0,5,0,0,0,0,12,0,4,0,0,3,3,0,0,0,10,98,66,113,155,110,70,15,13,0,644,101,67,115,157,120,76,13,13,0,662,3798,2278,2074,2537,2668,1853,765,393,88,16456,1710,1076,907,1119,1291,1072,500,360,185,8216,15081,9257,7649,10638,11922,9449,5228,3372,1237,73848,163,105,114,244,233,236,66,19,0,1171,2580,1454,1215,2019,2504,2671,1844,1053,537,15875,0,0,0,4,0,0,0,0,0,3,429,315,235,225,334,314,198,83,56,2186,75,30,33,33,16,28,20,9,6,247,3563,2040,1337,2184,2503,2242,1398,765,278,16304,22,13,4,7,20,26,15,9,10,127,117,53,36,98,91,72,67,27,14,580,52,39,24,66,51,47,41,25,11,353
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,19534,13152,13069,13021,13019,9809,4632,2892,905,90041,203,128,156,184,137,53,31,13,0,896,354,231,222,172,159,90,42,6,3,1279,8,9,3,6,12,6,7,0,0,45,0,0,0,0,3,0,0,0,0,11,109,66,70,69,53,15,5,4,0,391,58,70,92,76,62,34,15,8,0,422,165,136,165,148,117,51,21,15,0,817,4573,2737,3023,1935,1480,803,279,172,45,15047,2454,1603,1653,1384,1245,968,451,309,150,10223,27420,18108,18412,17014,16316,11856,5490,3420,1111,119153,155,146,168,216,190,112,33,14,0,1024,5837,3760,4253,4790,4652,4478,2376,1217,552,31925,7,3,11,3,4,8,4,0,0,43,232,180,217,187,217,200,95,56,23,1407,109,66,51,40,35,26,16,8,4,350,10178,6238,5768,6168,5620,4547,2338,1192,353,42396,33,9,29,22,18,31,19,9,6,179,332,248,259,302,249,257,180,71,28,1924,58,55,46,64,62,61,41,18,3,412
12404,5611,3721,3520,3904,3385,2494,1530,1035,408,25605,4,4,22,11,11,7,0,0,0,60,33,28,26,16,19,12,3,0,0,146,4,5,5,3,8,3,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,15,16,18,32,23,21,10,6,3,0,131,18,20,38,24,24,10,6,3,0,145,1427,963,848,619,523,256,91,62,26,4815,901,894,708,611,476,292,159,94,54,4198,8031,5667,5186,5224,4491,3093,1807,1204,482,35189,21,39,46,34,42,33,13,3,0,234,1772,1172,1170,1476,1409,1212,789,499,257,9762,0,0,0,0,0,0,0,0,0,0,135,94,90,71,84,70,53,18,8,625,52,23,18,25,8,15,12,10,0,162,2590,1797,1386,1444,1451,1033,611,301,113,10730,4,3,3,3,6,12,17,3,3,69,99,55,83,71,101,58,58,45,8,570,32,27,17,22,15,19,10,4,0,147
12405,8092,6033,5012,5758,6038,3969,1813,1105,249,38066,184,125,111,145,123,61,20,8,3,778,408,222,270,199,143,91,29,8,0,1378,0,4,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,31,23,14,18,15,0,3,0,0,111,8,20,21,26,32,11,5,3,0,125,41,42,34,40,48,6,11,7,0,233,1862,1087,901,723,544,257,102,50,9,5540,1252,688,573,621,566,404,166,136,31,4434,11913,8247,6953,7562,7544,4816,2155,1322,302,50814,93,70,89,76,92,74,12,9,0,505,1835,1346,1421,1527,1778,1494,702,298,101,10509,0,8,0,0,0,6,0,0,3,19,101,93,94,74,110,80,36,12,5,607,3,0,5,0,4,8,0,0,0,28,4198,3233,2648,2649,2927,2171,1068,527,149,19569,20,18,20,14,15,24,8,7,0,120,296,179,196,210,168,163,123,54,11,1405,46,30,24,30,32,34,17,11,3,231
12501,4194,3366,3524,3344,3167,2651,1813,1536,549,24144,324,382,531,292,249,135,65,32,5,2009,5235,3164,3035,2279,1365,740,330,82,16,16243,0,3,6,3,5,5,3,0,0,29,0,0,0,0,0,0,0,0,0,3,36,75,91,20,22,15,3,0,0,257,21,31,35,35,28,17,3,3,0,167,51,106,121,52,51,34,3,4,0,424,1478,1431,1417,1360,1168,487,258,128,28,7752,1633,1728,2096,1549,1071,630,284,208,65,9261,13893,10992,11646,10077,8276,5238,3071,2175,733,66116,857,957,1095,1083,1324,890,354,236,79,6870,309,269,424,371,454,539,287,296,189,3141,5,0,3,0,0,0,0,0,0,8,171,133,195,157,178,95,50,46,11,1043,3,11,0,3,4,4,0,0,0,30,2451,1840,2137,1883,1800,1552,984,659,305,13606,7,0,9,3,4,6,3,0,5,29,194,117,208,224,150,187,238,121,39,1475,33,24,27,26,28,20,19,4,0,179
12502,6706,4451,3923,5263,5109,4295,3277,2300,676,36005,306,188,154,253,250,100,42,25,3,1322,459,323,194,245,211,108,42,19,4,1603,13,13,7,12,9,8,8,8,0,72,0,0,0,0,0,0,0,0,0,0,11,21,14,7,16,6,3,0,0,78,33,79,75,101,87,45,21,9,5,456,43,97,88,110,102,52,22,10,3,539,2026,1360,1186,1736,1437,740,424,232,60,9206,966,666,626,724,651,467,346,221,85,4750,10854,7368,6421,8789,8232,5992,4295,2873,847,55671,389,318,415,503,622,378,180,70,14,2895,1114,705,679,1019,1137,1159,1023,779,288,7893,3,0,0,0,0,0,0,0,0,9,256,236,162,210,327,189,134,80,32,1617,71,57,52,20,34,17,25,9,8,288,3454,2156,1752,2293,2297,1911,1260,837,229,16181,19,18,12,23,14,20,18,9,0,137,279,170,168,254,205,154,136,59,18,1443,19,7,13,25,17,5,10,9,3,112
12503,14459,10550,10281,10269,9857,9134,6147,4798,1395,76891,373,341,542,311,237,139,52,16,3,2013,5975,3239,3073,2283,1250,665,267,88,22,16853,3,0,8,7,3,7,0,3,0,35,0,0,0,0,0,0,0,0,0,0,36,39,81,24,8,17,9,0,0,219,91,64,82,84,74,42,14,6,5,461,129,101,156,114,88,59,25,3,5,687,2072,1462,1501,1419,1351,678,404,248,47,9177,2452,1607,1687,1531,1365,911,661,481,155,10854,26837,18177,18283,17257,15497,12141,7892,5826,1679,123588,1328,1024,1062,1303,1515,1027,410,273,58,8010,1275,1062,1133,1308,1585,2010,1425,1124,601,11518,29,22,25,19,33,14,17,7,3,170,393,264,228,278,261,217,143,93,41,1918,4,15,3,3,14,3,3,0,0,55,9424,6513,6354,6123,5804,5146,3589,2371,853,46167,12,3,17,17,9,13,9,12,6,95,1224,747,848,946,700,612,568,295,69,6012,76,36,49,68,56,47,32,19,7,396
12504,10644,7546,10241,9238,7817,7608,4886,3668,1479,63123,2060,1779,3546,1606,729,331,202,89,12,10359,1503,1069,1267,938,509,286,123,46,11,5740,7,8,11,16,10,9,8,7,9,80,0,0,0,0,0,0,0,0,0,3,185,311,398,106,59,22,15,3,0,1097,149,151,210,142,114,60,26,22,4,874,331,465,605,253,171,85,43,25,4,1982,2647,2175,2931,2595,1807,912,551,233,56,13907,2107,1842,2617,1785,1312,940,537,414,294,11849,19812,15296,21940,17141,12899,10424,6480,4556,1880,110415,533,433,873,732,664,449,158,113,30,3983,1669,1322,1638,1893,1811,1983,1662,1122,675,13782,8,4,10,8,10,7,3,0,0,47,303,207,366,261,237,225,159,80,36,1880,29,24,35,12,14,10,8,7,0,141,6113,3573,4680,4641,3814,3315,2407,1444,601,30592,29,11,37,21,24,19,7,15,4,166,515,335,439,537,377,275,333,209,66,3090,35,27,46,32,32,25,20,4,4,236
12601,5105,3625,2385,3634,4003,3157,2221,1810,670,26602,296,250,160,261,242,87,33,15,3,1348,108,64,67,67,71,23,8,3,0,415,5,4,5,6,17,11,3,4,0,63,0,5,0,0,0,0,0,0,0,8,27,9,18,22,5,4,0,0,0,90,39,36,17,35,28,9,4,0,4,162,66,48,38,56,31,12,4,0,4,257,1322,1463,957,1133,1281,870,342,168,57,7576,586,567,366,430,534,416,226,191,82,3396,7707,6252,4123,5846,6465,4713,2893,2226,822,41041,228,228,231,267,373,233,101,50,16,1723,1267,838,497,899,1078,1015,837,653,347,7440,0,0,0,0,0,0,0,0,0,0,258,247,130,190,262,199,105,57,29,1469,25,28,27,7,26,16,18,14,4,160,1966,1285,866,1239,1371,1128,717,446,155,9171,15,9,10,5,17,19,6,0,3,85,74,58,51,72,73,62,58,26,13,478,5,3,8,0,3,3,8,0,0,37
12602,12698,9004,9154,10759,9904,8097,5855,5298,2036,72811,412,319,530,388,284,145,86,47,6,2211,439,352,434,323,211,117,52,27,6,1951,60,38,61,67,67,76,69,140,212,784,0,3,0,0,0,0,0,0,0,3,66,50,71,61,29,12,11,3,0,296,39,62,83,65,54,30,16,13,0,363,109,108,154,124,85,43,24,19,0,668,3174,3914,3516,3377,2731,1580,768,480,143,19680,1997,1947,1880,1849,1634,1160,663,589,247,11972,19329,16364,16499,17608,15504,11591,7746,6704,2680,114019,521,771,1086,849,778,578,297,170,45,5096,2209,1334,1396,2170,2172,2173,1504,1320,775,15051,0,3,8,3,3,4,3,0,0,23,438,315,401,347,355,231,169,118,79,2452,31,24,18,14,15,15,9,14,6,146,7349,4606,4288,5204,4792,3849,2708,2218,963,35977,10,15,13,9,12,18,10,0,8,96,696,443,402,676,543,387,364,222,55,3794,28,20,42,32,33,29,17,12,11,226
12701,11950,7103,6402,7993,6620,4539,2891,1309,293,49098,565,317,374,475,355,105,57,21,3,2274,2138,1001,950,761,511,259,76,31,9,5739,10,7,0,3,0,0,0,0,0,18,0,3,0,3,0,0,0,0,0,6,22,19,14,6,7,4,0,0,0,83,68,70,49,56,47,17,5,0,0,311,93,91,61,63,53,25,11,3,0,396,1535,797,726,698,472,262,142,50,9,4688,1906,952,867,944,763,536,284,176,38,6466,19709,11173,10397,12077,9725,6065,3588,1672,372,74778,1448,1017,958,1151,1157,655,181,76,24,6661,1335,1000,764,1123,1392,1032,722,384,73,7819,254,180,187,154,166,118,50,19,3,1130,221,123,141,135,151,110,46,26,8,957,3,0,0,0,4,4,0,0,0,20,7012,4670,3682,4508,4318,2987,1838,888,283,30182,3,9,8,5,9,15,7,5,0,64,1074,736,657,842,725,500,281,126,23,4962,51,35,57,41,37,47,26,9,0,297
12702,19713,15241,12334,13698,14353,11645,7975,4572,1080,100617,192,171,154,173,200,88,35,8,6,1020,1997,1171,994,824,684,369,116,40,4,6200,3,0,0,5,0,3,0,4,0,17,3,0,0,0,0,0,0,0,0,3,14,6,14,5,6,0,0,0,0,49,186,179,123,130,129,77,48,11,8,901,204,192,135,137,141,78,45,11,7,955,2680,1947,1669,1485,1481,728,367,231,56,10652,3152,1824,1592,1693,1568,965,681,509,133,12118,36378,25863,22371,24697,24546,16664,10612,6350,1590,169085,8100,5846,5506,6565,7050,4481,1715,1100,389,40763,1165,1114,913,1043,1540,1502,1043,788,222,9337,1181,926,872,837,958,704,446,264,60,6252,479,342,323,324,333,303,136,81,32,2359,0,0,0,0,0,0,0,0,0,10,12094,9147,7484,8052,8381,7213,4882,3039,895,61184,6,10,0,3,14,11,7,8,6,71,1734,1383,1473,1494,1462,1568,1009,548,171,10830,137,98,102,102,100,91,69,27,12,739
12703,12726,8036,9089,9308,7835,6484,3737,2284,679,60176,1036,550,816,867,573,210,86,31,10,4168,2751,1433,1356,1215,750,353,135,46,4,8042,5,0,4,5,11,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,69,39,49,60,22,14,14,9,0,263,371,247,213,211,142,78,43,16,4,1330,434,285,264,271,167,93,58,24,4,1596,1954,1172,1285,1095,761,363,176,91,23,6928,2453,1371,1518,1378,1096,798,449,287,89,9433,22061,13276,14883,14756,11718,8522,4735,2814,822,93589,779,503,582,738,665,394,145,87,20,3902,2095,1385,1507,1981,1799,1554,1095,681,276,12370,27,8,19,19,9,4,3,3,0,96,398,249,277,238,226,189,94,45,21,1732,4,3,5,4,9,3,0,3,0,25,6603,3976,4111,4305,4108,3180,2175,1275,373,30102,17,15,21,14,13,20,12,3,0,118,1800,1056,1311,1506,1115,980,572,258,41,8646,64,45,41,52,43,40,45,25,7,350
12801,13171,9089,9731,10791,10236,8898,6454,5600,1688,75640,50,44,63,69,42,35,16,9,0,316,157,114,117,94,93,69,19,4,4,675,25,12,20,22,18,23,9,9,3,139,0,0,0,0,0,0,0,0,0,0,10,6,13,7,3,4,3,0,0,47,15,40,37,38,36,19,7,3,0,195,24,48,52,45,40,17,7,4,0,243,2752,1953,2347,1985,1868,1215,613,410,101,13238,1685,1399,1483,1343,1286,1045,698,667,264,9868,17979,12766,13987,14550,13767,11411,7872,6718,2063,101113,149,139,191,248,254,184,65,32,5,1264,3710,2518,2887,3671,3731,3809,2859,2431,1144,26750,0,0,0,0,0,0,0,0,0,0,366,234,213,296,253,208,138,110,49,1856,3,0,3,0,6,5,3,3,0,22,6843,4139,4022,4647,4292,3394,2441,1767,639,32189,18,15,13,12,22,20,14,3,0,126,1161,567,577,973,728,420,329,192,40,4996,40,27,26,34,29,15,17,16,3,209
