SA3_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
12504,3228,5943,3701,3933,1757,904,19466,1049,728,351,253,91,43,2523,602,714,502,341,130,84,2374,1654,1439,851,591,222,126,4895,1600,1223,547,287,99,36,3794,1935,2216,1189,671,186,92,6292,1492,1737,882,465,134,65,4769,28,12,4,8,0,3,58,5055,5184,2620,1431,423,194,14906,0,3,4,0,0,0,6,77,0,0,3,0,0,82,21,12,11,5,3,0,67,97,18,15,13,3,0,151,53,38,34,24,4,3,152,10085,12621,7230,5988,2420,1230,39572,3189,5977,3792,4220,1941,1028,20149,1088,758,538,429,130,62,3005,506,764,594,473,154,103,2602,1592,1519,1137,911,282,166,5606,1884,1503,831,448,136,53,4850,2132,2619,1734,1116,301,137,8035,1325,1703,1042,600,159,63,4895,41,27,7,10,6,0,84,5382,5853,3611,2173,603,255,17869,9,0,0,0,0,0,9,0,0,0,0,0,0,0,6,5,3,4,3,3,27,16,5,3,4,3,3,41,23,14,5,4
12601,1352,3116,1925,2601,1214,421,10633,221,176,61,69,12,3,547,158,189,132,117,32,17,640,386,362,196,189,44,19,1183,137,73,36,20,3,3,272,425,473,257,152,30,4,1350,150,115,58,33,6,0,361,14,3,0,0,0,0,15,726,660,346,206,46,12,1993,0,0,0,0,0,0,4,3,0,0,10,0,0,13,0,3,3,0,0,0,16,3,6,3,8,3,4,30,0,3,3,0,0,0,12,2468,4151,2474,2998,1308,450,13852,1413,3155,2053,2788,1226,441,11065,217,171,88,72,24,7,570,95,156,117,132,30,15,539,308,325,201,205,58,15,1105,243,78,42,21,3,3,388,413,464,287,183,32,8,1389,206,219,110,66,14,3,621,16,3,0,0,4,0,27,888,762,435,279,53,12,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,3,0,25,7,5,5,4,3,0,25,0,0,0,0
12602,3614,6915,4268,5426,2339,954,23518,817,884,508,388,111,31,2731,916,1173,571,440,121,31,3251,1732,2054,1077,826,229,63,5979,1330,640,218,109,26,7,2336,2963,2202,920,393,88,20,6580,1191,908,334,137,32,3,2605,27,22,6,9,5,0,69,5507,3776,1478,647,149,32,11587,10,11,3,0,0,0,20,4,0,0,0,0,0,4,21,18,24,10,10,3,82,33,25,25,10,8,3,111,5,7,11,12,4,4,39,10892,12779,6860,6930,2726,1045,41238,3570,6476,4362,5624,2470,1028,23527,864,857,526,421,123,29,2811,906,1145,703,514,148,58,3468,1769,2004,1227,935,263,90,6283,1423,873,289,162,47,16,2819,2503,2168,877,429,83,17,6082,1600,1699,774,386,88,23,4567,12,8,3,0,0,4,34,5536,4755,1949,977,218,55,13495,7,3,0,0,0,0,12,0,0,0,0,0,0,0,28,23,10,13,3,3,80,36,32,10,13,3,3,94,7,14,0,5
12701,1772,4111,3506,4817,2732,1932,18862,120,134,95,90,54,16,522,153,183,163,156,66,68,786,274,318,261,244,127,84,1303,213,43,21,23,4,7,316,195,79,26,7,4,0,309,0,0,0,0,0,0,0,3,0,0,0,0,0,11,419,125,47,24,10,11,636,58,19,6,4,0,0,92,3,0,0,0,0,0,9,3,0,0,0,0,0,4,65,21,9,8,3,4,99,0,0,0,0,0,0,0,2528,4578,3818,5094,2871,2030,20911,2063,4177,3616,4706,2870,2175,19602,147,205,155,182,95,45,829,141,249,235,278,153,109,1167,292,455,391,459,244,158,1997,277,56,36,17,9,3,395,204,75,15,8,3,0,310,9,4,0,0,0,0,13,13,6,3,4,0,0,30,498,147,55,35,12,3,745,75,28,7,3,0,0,106,3,0,0,0,0,0,3,0,3,3,0,0,0,12,77,30,7,3,0,0,117,5,3,6,0
12702,4671,9066,7462,8871,5231,3800,39096,501,563,419,306,169,96,2056,457,758,741,783,381,254,3381,965,1320,1157,1087,556,356,5444,599,543,343,305,117,59,1971,677,757,540,314,94,45,2431,299,376,225,183,57,17,1158,20,14,5,13,3,3,51,1598,1691,1116,811,271,128,5614,48,14,4,0,0,0,67,5,3,0,0,0,0,13,22,22,10,16,3,0,80,74,37,21,17,8,0,163,3,6,9,4,0,3,23,7312,12120,9763,10794,6070,4282,50340,4747,9047,7349,8390,5255,4253,39040,655,680,546,539,276,184,2878,636,900,940,931,534,300,4244,1289,1574,1488,1466,809,490,7123,576,467,337,226,90,43,1747,744,809,585,404,127,62,2732,294,349,224,172,57,21,1124,57,44,19,8,12,11,152,1674,1671,1157,819,289,145,5756,55,13,3,0,0,0,72,0,0,0,0,0,0,3,17,23,17,8,0,7,69,74,36,22,7,0,7,141,9,19,4,14
12703,2493,5461,4002,4899,2452,1334,20636,460,435,214,220,84,33,1443,489,631,410,340,127,87,2080,947,1059,624,556,211,123,3525,730,332,196,131,59,10,1454,719,530,338,271,71,23,1952,567,521,352,287,94,21,1841,8,4,4,3,0,0,20,2024,1388,891,696,222,47,5269,4,4,3,3,0,3,11,3,0,0,0,0,0,7,5,12,4,3,4,3,33,14,14,6,9,4,6,53,0,6,4,0,0,3,15,5481,7925,5528,6156,2893,1514,29497,2610,5448,4204,5404,2659,1677,22004,554,409,217,205,74,59,1527,647,767,522,505,265,144,2846,1204,1177,739,713,338,206,4378,556,223,135,86,54,27,1081,825,690,433,329,91,39,2396,686,737,511,408,145,48,2534,3,8,3,0,3,0,25,2071,1659,1087,820,296,114,6036,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,3,3,0,0,30,11,12,8,3,0,0,29,18,3,9,3
12801,3198,7017,3858,4975,2417,847,22310,871,676,219,171,55,15,2003,705,1168,513,341,76,21,2821,1574,1847,729,508,126,39,4829,1267,710,173,77,18,8,2249,1709,1605,442,151,29,12,3944,1811,1754,454,163,22,3,4200,28,19,11,3,0,0,65,4815,4081,1082,392,71,21,10462,35,27,4,8,0,0,71,4,0,0,0,0,0,6,21,20,19,7,0,3,72,57,55,23,18,3,3,153,6,15,3,5,0,0,32,9653,13012,5704,5897,2615,907,37782,3229,6895,3864,5272,2542,883,22688,867,626,191,114,34,6,1841,811,1375,604,444,119,36,3383,1675,2006,800,562,149,37,5227,1387,854,209,74,21,0,2546,2013,1926,595,255,49,9,4843,1634,1632,408,184,34,7,3897,34,16,4,7,0,3,67,5070,4429,1218,520,98,21,11355,49,25,7,6,0,0,85,0,0,0,0,0,0,4,35,25,16,3,5,3,92,85,52,23,13,5,4,175,3,9,0,3
12802,2763,7616,5216,7250,3285,1054,27180,428,301,117,65,17,8,951,565,813,478,329,74,28,2282,994,1112,596,397,97,37,3234,654,278,60,43,7,0,1050,1106,942,273,83,24,3,2422,326,409,127,34,8,0,897,30,21,9,5,0,0,56,2114,1650,467,164,34,7,4428,32,9,3,3,0,0,45,0,0,0,0,0,0,0,14,7,10,7,3,0,39,49,15,12,4,3,0,80,0,0,0,0,0,0,0,5918,10398,6285,7816,3416,1095,34929,2946,7874,5156,7190,3260,1098,27524,532,383,139,93,35,16,1199,595,706,427,340,84,26,2181,1128,1084,566,429,118,44,3372,626,305,98,44,17,0,1080,1031,991,309,148,34,6,2519,399,392,166,55,8,3,1022,25,13,4,6,0,0,55,2085,1697,574,253,50,6,4670,46,16,8,3,0,0,69,0,0,0,0,0,0,0,16,18,13,8,3,0,53,64,32,20,6,3,0,132,0,4,0,0
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,6178,9911,4685,4551,2176,790,28288,455,327,73,54,15,4,923,73,95,45,17,11,3,242,521,421,117,77,26,5,1170,2049,806,166,46,5,3,3085,21,15,0,0,0,0,36,3,3,0,0,0,0,4,21,4,3,3,0,0,28,2092,829,174,50,8,3,3154,43,16,3,6,5,0,76,11,7,0,0,0,0,21,27,28,15,4,6,0,81,81,54,19,18,10,3,180,0,0,0,0,0,0,0,8874,11213,5003,4686,2214,799,32794,7171,11051,5109,4829,2266,878,31294,1159,505,131,59,15,7,1869,89,105,35,35,11,0,278,1251,609,163,100,21,5,2149,1721,748,124,44,11,4,2657,20,15,4,0,0,0,39,0,6,0,0,0,0,12,14,0,0,0,0,0,12,1755,769,131,40,17,4,2722,37,12,0,3,0,0,53,7,0,0,0,0,0,5,9,17,7,5,5,0,43,50,24,11,4,7,0,99,4,3,0,0
20102,2104,3358,1292,1208,623,288,8880,80,67,22,14,8,0,198,0,0,0,0,0,0,0,80,67,22,16,8,0,198,120,29,3,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,15,125,32,3,0,0,0,163,41,17,3,3,0,0,64,16,9,3,5,0,0,27,16,26,0,3,0,4,53,72,47,3,13,3,4,147,0,0,0,0,0,0,0,2377,3507,1328,1242,634,293,9391,2501,3836,1340,1307,611,281,9875,52,24,8,3,0,0,90,0,3,0,0,0,0,6,57,24,8,4,0,0,94,130,48,5,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,139,46,5,3,0,0,194,62,25,3,0,3,0,93,5,0,0,0,0,0,7,6,9,0,0,0,0,19,78,39,7,0,5,0,122,0,0,0,0
20103,2309,3425,1147,969,541,243,8639,83,38,9,0,0,0,130,3,0,0,0,0,0,3,85,38,9,0,0,0,133,221,45,8,5,0,0,280,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,7,226,48,8,5,0,0,283,60,17,0,6,0,0,78,6,11,5,0,3,0,22,24,25,10,5,3,0,65,89,47,9,14,4,0,171,0,0,0,0,0,0,0,2711,3557,1176,991,545,244,9226,2604,3527,1143,1025,527,235,9055,111,44,4,3,0,0,163,4,5,0,0,0,0,11,111,48,4,3,0,0,173,194,64,7,3,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,201,64,10,3,0,0,278,101,35,3,3,0,0,142,13,4,3,3,0,0,25,14,20,4,0,0,3,46,134,56,13,6,0,3,215,0,0,0,0
20201,5678,9169,4314,4083,1874,760,25877,916,444,123,41,14,10,1545,36,41,25,10,0,5,111,945,486,145,58,14,14,1658,1305,552,126,39,17,0,2032,0,0,0,0,0,0,0,4,0,0,0,0,0,4,17,4,3,0,0,0,26,1324,556,123,39,16,0,2069,125,41,3,0,3,0,177,3,0,0,0,0,0,3,35,30,13,14,7,3,95,161,79,21,16,9,4,278,14,0,0,0,0,0,14,8124,10285,4606,4187,1912,777,29887,6867,10392,4714,4323,1976,821,29088,692,371,113,33,9,0,1226,54,66,42,19,6,3,190,747,438,149,52,23,3,1417,1332,591,143,40,11,8,2119,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,6,0,0,0,0,15,1344,593,142,40,11,8,2138,114,35,0,0,0,0,150,0,0,0,0,0,0,0,21,14,7,8,0,0,55,136,47,9,10,0,0,206,0,3,0,3
20202,3466,5390,2096,2035,981,425,14395,161,67,19,10,0,0,259,3,5,0,0,0,0,6,167,71,19,14,0,0,262,275,86,12,3,0,0,387,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,5,3,0,0,0,28,295,93,16,3,3,0,413,87,18,4,8,3,0,128,18,11,3,12,4,4,50,15,16,11,0,0,0,43,128,48,17,16,10,9,220,0,0,0,0,0,0,0,4052,5600,2145,2073,997,435,15299,3929,5982,2214,2129,1000,433,15689,141,47,11,4,0,0,201,0,0,0,4,0,0,10,143,50,14,7,0,0,212,342,110,23,4,0,3,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,350,119,24,4,0,3,500,66,22,0,3,0,0,89,10,5,0,0,0,0,18,23,25,15,6,4,0,69,98,50,17,10,7,0,181,4,0,0,0
20203,1118,1715,587,567,303,153,4446,25,62,22,34,15,9,164,0,6,3,0,7,0,15,25,65,22,34,15,9,176,70,20,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,19,0,0,0,0,92,40,15,7,5,4,0,68,4,0,0,0,0,0,9,5,10,4,3,0,0,23,52,22,10,3,3,0,94,0,0,0,0,0,0,0,1269,1822,617,610,320,163,4807,1159,1646,537,464,262,135,4206,15,0,0,0,0,0,18,4,0,0,0,0,0,5,15,0,0,0,0,0,23,48,18,3,0,0,0,65,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,55,18,3,0,0,0,73,37,10,0,0,0,0,54,3,3,0,0,0,0,9,17,12,0,3,4,3,40,60,30,3,4,4,3,103,0,0,0,0
20301,712,1655,701,890,451,187,4586,3,4,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,4,33,10,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,35,13,10,0,0,0,60,6,5,3,4,3,0,24,4,10,5,3,3,0,31,4,6,0,8,3,0,17,18,21,9,12,7,0,69,0,0,0,0,0,0,0,769,1697,712,903,461,188,4726,907,2003,825,1046,510,227,5518,24,14,0,0,0,0,39,0,0,0,0,0,0,0,24,14,0,0,0,0,39,10,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,16,4,3,0,0,0,0,13,3,3,0,3,0,0,13,3,3,0,0,0,0,3,8,7,0,3,0,0,25,0,0,0,0
20302,10795,18386,8914,8965,3738,1405,52202,1540,851,188,104,35,13,2736,194,235,74,54,21,9,587,1736,1094,261,157,54,17,3320,3798,1499,264,97,24,9,5676,34,16,4,0,0,0,57,48,30,7,4,0,0,86,31,11,3,0,0,0,53,3912,1560,277,101,24,9,5878,183,67,10,4,3,3,276,20,0,0,3,0,0,31,31,41,17,11,12,5,113,239,110,31,21,14,9,423,0,0,3,0,0,0,3,16683,21145,9483,9241,3829,1438,61829,12256,19422,9525,9241,3914,1490,55838,1726,805,177,78,17,11,2811,245,324,111,49,18,10,757,1977,1127,285,124,38,18,3564,3986,1806,364,134,25,6,6310,52,35,0,0,0,0,93,35,33,8,0,0,0,83,23,17,3,3,0,0,45,4095,1895,380,134,28,6,6534,253,116,9,6,0,0,392,4,0,0,0,0,0,6,16,28,19,9,0,0,77,272,144,31,14,3,4,472,7,9,4,0
20303,3910,6887,2612,2915,1266,424,18018,323,204,33,17,17,0,597,70,125,40,37,11,0,277,394,325,77,53,23,0,876,478,240,32,25,7,0,779,9,7,0,0,0,0,12,0,0,0,0,0,0,0,9,5,0,0,3,0,15,497,250,32,25,6,0,805,42,33,6,0,0,0,86,10,0,0,3,0,0,15,22,16,7,7,0,0,52,71,48,15,10,4,0,146,0,4,0,0,0,0,5,4866,7524,2735,3003,1302,427,19861,4336,7714,2876,3399,1406,472,20210,380,177,30,11,9,0,604,111,158,51,52,22,3,393,493,334,84,56,24,4,1002,553,345,65,38,8,3,1013,7,0,4,0,0,0,9,3,6,0,0,0,0,8,15,13,4,0,0,0,32,579,361,73,37,8,3,1064,32,16,3,7,0,0,60,3,0,0,0,0,0,3,11,15,7,3,0,0,37,52,30,12,10,0,0,101,3,0,3,4
20401,3745,6172,2217,2223,1053,410,15822,145,80,22,9,4,0,256,9,13,6,0,0,0,33,157,95,23,8,4,0,286,545,177,34,21,7,0,786,0,3,3,0,0,0,7,3,3,0,0,0,0,6,8,3,0,0,0,0,17,555,189,37,21,6,0,812,150,56,10,4,0,0,223,25,20,4,4,0,3,51,25,30,12,9,5,3,80,199,104,25,17,5,6,357,0,0,0,0,0,0,0,4655,6557,2305,2267,1071,418,17276,4299,6757,2373,2294,1044,447,17211,309,163,22,16,3,0,512,9,19,6,8,3,3,50,318,186,30,23,7,5,566,401,142,29,14,0,0,579,7,3,0,0,0,0,12,3,3,0,0,0,0,6,4,3,0,0,0,0,11,409,148,32,17,3,0,610,189,46,9,0,3,0,252,11,14,3,3,3,0,41,48,56,27,29,6,6,165,246,121,39,34,12,6,453,8,3,0,3
20402,3441,5817,2225,2171,1080,393,15123,298,115,29,11,0,3,464,10,0,3,0,0,0,11,311,120,30,11,3,3,477,733,294,38,15,5,3,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,742,298,37,19,5,3,1100,49,31,9,5,3,0,96,16,9,0,0,3,0,27,22,16,8,8,3,0,52,88,56,15,17,6,0,174,0,0,0,0,0,0,0,4577,6285,2304,2210,1094,403,16879,3916,6058,2254,2060,1008,387,15687,514,167,36,17,0,0,739,3,3,3,4,0,0,17,521,173,39,21,7,0,759,725,230,39,23,3,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,730,230,39,23,3,0,1023,54,25,10,0,0,0,80,8,10,0,4,0,0,20,14,35,9,9,3,0,66,79,67,16,15,3,0,171,0,3,0,0
20403,4089,7419,3218,3376,1527,553,20188,665,406,75,27,3,4,1181,27,30,8,5,0,0,68,695,431,84,35,3,4,1255,727,379,83,31,9,4,1242,13,9,0,0,0,0,19,9,9,3,0,0,0,19,14,6,3,0,0,0,21,760,402,91,32,11,7,1299,95,42,5,8,3,3,164,13,11,6,7,3,0,34,26,28,10,11,3,0,74,142,83,22,17,9,6,275,0,3,0,0,0,0,5,5690,8336,3411,3465,1554,561,23021,4651,8226,3261,3276,1511,573,21502,753,329,60,36,7,3,1184,26,28,16,3,3,0,83,778,358,78,36,7,3,1270,890,429,93,37,13,3,1469,9,3,0,0,0,0,7,8,10,0,3,0,0,16,12,0,0,0,0,0,14,913,447,97,42,12,3,1512,88,31,3,0,0,0,122,15,0,0,0,0,0,12,25,28,14,6,4,3,82,121,59,24,13,4,3,222,6,5,0,0
20501,2574,4575,1835,2063,1055,466,12579,199,90,15,10,0,0,308,7,3,0,0,0,0,12,198,97,14,10,0,0,323,401,140,15,6,0,0,564,3,0,0,0,0,0,7,0,0,0,0,0,0,0,6,3,0,0,0,0,10,417,143,15,8,0,0,580,101,31,3,4,3,0,142,3,3,0,0,0,0,4,4,7,7,0,0,0,27,110,38,5,3,3,0,170,0,3,0,0,0,0,5,3305,4861,1874,2082,1058,473,13654,3060,5365,2069,2227,1128,503,14350,445,354,58,60,29,9,939,14,7,0,3,0,0,23,456,358,54,58,31,9,965,359,137,27,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,364,142,24,0,0,0,534,102,29,8,3,0,0,142,0,0,0,0,0,0,5,11,8,0,3,0,0,20,112,35,10,5,4,0,167,0,4,0,0
