SA3_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
30401,603,133,28,2940,1524,1219,1718,715,271,5437,19,7,8,3,0,42,3056,1974,2340,855,299,8518,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,36,159,84,40,7,8,299,8,5,13,0,0,20,0,0,0,0,0,3,193,102,49,6,8,360,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,10,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3262,2082,2385,858,307,8896,0,0,3,0,0,3,0,6,0,0,0,13,51,12,7,0,0,74,1298,702,570,148,33,2746,1709,1259,1658,718,287,5638,23,13,9,6,0,45,3080,1994,2240,882
30402,607,126,19,2899,2446,1659,2582,1291,422,8405,20,11,6,0,7,43,4107,2360,3216,1425,446,11555,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,48,121,39,46,9,0,220,60,37,45,17,6,174,0,0,0,0,0,3,232,78,94,32,8,442,0,0,0,0,0,0,6,0,0,0,0,6,17,0,0,0,0,17,9,4,7,0,0,17,0,0,0,4,0,4,0,0,0,0,0,0,36,6,3,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4378,2440,3315,1458,452,12049,7,0,0,0,0,7,25,3,7,0,4,37,120,27,21,10,5,177,1339,629,590,123,26,2708,2683,1824,2806,1295,449,9049,41,23,23,9,6,104,4208,2504,3440,1437
30403,537,138,34,2511,911,709,1109,638,236,3601,18,3,5,3,4,27,2460,1403,1702,795,276,6638,0,0,0,0,0,0,30,3,0,0,0,30,209,55,18,0,0,283,253,151,84,32,4,522,41,23,45,36,12,157,0,0,0,0,0,4,540,229,148,60,20,994,3,3,0,0,0,7,164,15,7,0,0,185,1274,409,195,32,5,1900,355,140,101,24,6,632,12,6,8,4,3,42,19,3,3,0,0,23,1831,577,313,55,13,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,7,0,0,0,0,0,3,4832,2220,2159,910,309,10435,0,0,0,0,0,0,27,3,4,0,0,35,256,82,32,12,3,382,1110,581,559,146,28,2432,1114,766,1327,705,222,4117,22,15,13,5,4,54,2518,1443,1928,866
30404,1086,288,72,5072,1577,1289,1832,916,344,5957,33,15,18,0,0,74,4447,2640,2965,1214,418,11685,0,0,0,0,0,0,9,0,0,0,0,6,145,26,3,0,0,177,213,102,53,3,3,373,3,3,6,0,0,9,5,0,0,0,0,5,372,133,61,3,3,568,0,0,0,0,0,3,31,3,0,0,0,31,238,46,11,0,0,295,64,34,8,0,0,108,0,0,4,0,0,4,3,3,0,0,0,7,338,87,21,3,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5163,2853,3048,1224,418,12708,3,0,0,0,0,0,23,6,5,0,0,33,324,90,41,11,7,477,2182,1170,1093,272,54,4774,1847,1367,2043,989,363,6612,38,24,9,5,10,92,4418,2657,3186,1287
30501,264,69,14,1285,272,274,343,217,98,1207,14,3,5,3,4,31,1203,744,652,304,118,3019,3,0,0,0,0,3,60,5,0,0,0,67,170,47,9,3,0,230,140,52,49,6,6,257,20,24,17,13,4,78,3,0,0,0,0,8,400,129,83,22,10,641,92,11,0,0,0,105,1229,92,16,0,0,1336,3055,802,279,29,10,4179,1038,403,263,52,13,1774,92,30,52,31,13,216,71,19,4,0,0,101,5576,1356,616,114,47,7709,0,0,0,0,0,0,16,0,0,0,0,17,12,0,0,0,0,11,4,3,0,0,0,11,0,0,3,0,0,4,0,0,0,0,0,0,32,3,3,0,0,41,9,0,0,0,0,13,7219,2235,1361,441,174,11431,0,3,0,0,0,3,25,9,0,0,3,42,214,81,40,4,0,344,546,310,238,87,13,1194,305,276,418,249,152,1407,24,12,10,9,4,47,1122,690,710,346
30502,605,117,24,2741,629,586,1110,534,189,3041,17,7,5,4,0,32,2502,1388,1782,666,217,6555,0,0,4,0,0,3,17,0,3,0,0,14,356,73,12,4,0,447,385,192,100,22,3,699,17,11,12,10,3,57,4,3,3,0,0,15,777,280,137,42,9,1240,8,0,0,0,0,8,119,10,3,0,0,138,731,188,34,0,3,957,220,81,44,3,0,350,15,0,3,3,0,22,8,3,0,0,0,9,1101,282,84,15,3,1483,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,6,0,10,0,0,0,0,0,0,4378,1960,2004,721,232,9293,0,0,0,0,0,0,23,4,4,0,0,29,367,110,52,12,4,537,1080,595,562,119,19,2375,756,750,1282,624,180,3595,28,15,17,0,8,67,2253,1478,1922,748
30503,1049,246,42,4497,1271,1042,1840,1056,356,5561,39,11,13,7,8,75,4165,2433,3013,1325,411,11342,3,0,0,0,0,4,30,8,0,0,0,32,368,71,21,3,0,464,407,203,102,16,4,737,32,18,32,14,4,105,3,0,0,0,0,7,838,302,158,37,9,1349,17,6,3,0,0,27,521,40,15,0,0,582,2495,610,173,32,11,3322,564,233,103,20,10,934,40,16,14,4,0,81,39,11,3,0,0,51,3679,922,314,62,19,4988,0,0,0,0,0,0,8,0,0,0,0,8,4,3,0,0,0,11,4,3,4,3,0,14,0,0,6,0,4,5,0,0,0,0,0,0,11,8,12,3,4,32,7,3,0,0,0,10,8706,3664,3496,1428,438,17726,4,0,0,0,0,9,37,6,0,0,0,49,615,182,87,13,3,905,1821,1039,953,202,34,4053,1402,1212,2081,1105,351,6161,45,23,21,11,8,101,3924,2466,3149,1332
30504,864,223,31,3779,940,837,1482,850,297,4399,31,17,18,3,0,64,3405,2013,2462,1088,329,9302,0,0,0,0,0,3,24,3,0,0,0,25,164,56,11,3,0,238,181,105,47,8,0,351,8,0,16,9,0,36,3,0,0,0,0,11,387,171,80,21,3,665,4,0,0,0,0,6,255,16,0,0,0,265,1289,269,99,14,3,1667,288,111,62,11,3,478,10,9,11,9,0,40,11,9,0,0,0,22,1856,418,176,35,7,2486,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,7,6,3,0,0,0,8,5,0,5,0,0,9,0,0,0,0,0,0,20,9,4,0,0,32,0,0,0,0,0,4,5672,2610,2720,1149,342,12486,0,0,0,0,0,0,32,0,3,0,0,39,588,195,65,22,3,871,1514,813,876,186,25,3410,1040,936,1778,959,298,5012,32,26,19,6,3,91,3205,1976,2739,1167
30601,922,190,81,4638,1821,1202,1665,759,296,5744,49,16,11,4,3,77,4558,2414,2634,960,377,10950,0,0,0,0,0,4,5,0,0,0,0,5,254,56,19,0,0,334,114,51,29,10,4,204,35,30,49,19,9,152,3,3,0,0,0,4,406,145,97,32,12,701,5,0,0,0,0,5,53,5,0,0,0,53,663,173,49,12,0,894,165,60,59,16,0,293,17,7,4,0,3,27,15,0,0,0,0,18,905,241,109,24,3,1289,9,0,0,0,0,6,15,0,0,0,0,17,9,0,0,0,0,14,14,5,0,0,0,16,3,0,0,0,0,5,3,0,0,0,0,3,50,9,3,0,0,65,10,0,0,0,0,10,5936,2816,2839,1020,400,13010,0,0,0,0,0,4,28,4,8,3,0,45,299,68,33,4,0,412,2413,1046,848,219,49,4572,2183,1568,1904,839,363,6861,70,39,14,11,4,140,4989,2719,2815,1075
30602,1686,560,336,8733,2304,1675,2038,1136,764,7916,94,52,35,28,37,240,7157,4026,3859,1750,1155,17946,0,0,0,0,0,0,38,4,3,0,0,49,463,138,81,13,10,706,139,77,57,23,18,315,43,23,23,14,3,108,17,6,9,0,3,36,694,258,169,59,33,1212,26,5,0,0,0,38,298,44,7,3,3,350,1418,495,228,87,35,2268,335,184,125,44,20,719,18,11,5,6,7,41,48,8,12,9,3,82,2146,749,380,147,71,3494,9,4,3,0,0,23,42,7,3,0,0,48,27,5,4,0,0,36,25,6,5,4,0,36,8,3,5,0,0,16,3,0,0,0,0,3,110,28,16,7,3,168,21,11,6,3,0,41,10134,5069,4434,1964,1263,22861,4,0,0,0,3,11,62,15,8,8,4,95,564,162,91,22,17,850,4032,1984,1547,602,286,8441,2636,1818,2238,1206,866,8763,119,69,44,27,37,297,7412,4041,3933,1862
30603,760,271,151,4259,720,450,511,382,351,2415,58,23,14,10,16,111,3745,1517,1377,696,534,7871,0,0,0,0,0,0,0,3,0,0,0,4,35,10,3,0,0,46,6,6,5,0,0,17,3,3,0,0,0,9,4,0,0,0,0,4,49,17,8,4,0,81,0,0,0,0,0,0,27,10,0,0,0,42,150,72,37,11,3,270,45,20,10,6,8,89,3,3,4,0,0,15,12,3,0,0,0,21,237,108,56,18,15,432,16,3,0,7,3,26,41,12,4,0,0,54,20,7,3,0,0,31,32,12,3,0,0,48,14,3,5,0,4,27,14,0,3,0,0,17,140,26,16,10,5,200,5,0,0,0,0,7,4168,1677,1459,726,551,8581,21,3,3,0,0,26,97,10,5,4,0,115,633,155,79,33,7,913,2287,791,673,246,150,4147,831,438,551,331,341,2491,86,23,7,7,12,129,3955,1418,1324,615
30604,191,72,18,1069,233,123,195,94,56,701,14,8,6,4,0,25,1015,414,434,182,71,2118,0,0,0,0,0,0,8,0,0,0,0,8,81,20,10,0,0,106,50,28,18,4,3,99,5,3,3,0,0,9,3,0,0,0,0,0,152,46,27,3,3,232,0,0,0,0,0,0,12,0,0,0,0,16,123,32,12,0,3,164,20,4,3,0,3,37,0,0,3,0,0,5,3,0,0,0,0,4,164,35,20,3,3,225,7,0,0,0,0,7,20,3,0,0,0,28,12,0,0,0,0,18,11,3,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,4,62,6,0,0,0,71,0,0,3,0,0,4,1387,501,481,188,83,2648,7,0,0,0,0,15,30,8,3,0,0,40,173,47,22,5,0,257,572,225,210,52,15,1075,292,123,190,98,42,753,13,12,7,8,0,34,1098,419,436,160
30605,845,283,162,4862,1096,562,664,450,330,3102,74,25,13,16,13,141,4888,1720,1630,779,528,9547,0,0,0,0,0,0,6,0,0,0,0,4,49,9,7,3,0,69,21,11,6,0,0,49,3,3,5,3,0,14,0,0,3,0,0,3,81,29,20,7,5,143,0,0,0,0,0,0,23,4,0,0,0,29,117,29,13,3,3,167,34,12,10,3,3,67,3,0,0,0,0,9,3,8,4,0,0,16,186,59,25,5,9,287,16,0,0,0,0,22,53,0,0,0,0,52,38,9,3,5,0,59,16,11,9,0,0,33,3,5,0,0,0,14,7,0,0,0,0,7,134,22,16,6,0,185,6,3,0,0,0,8,5300,1828,1693,802,540,10168,36,4,9,3,0,51,170,16,9,6,4,199,879,187,98,23,22,1210,2687,886,834,262,149,4819,1250,600,749,470,330,3401,115,30,23,11,3,186,5139,1721,1719,780
30701,854,351,150,4718,1519,723,929,712,382,4267,72,21,19,6,13,134,4768,1918,1911,1107,560,10271,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,0,0,22,52,13,13,5,4,84,28,12,4,13,10,70,0,0,0,0,0,4,100,30,22,15,11,180,0,0,0,0,0,0,7,3,0,0,0,10,87,32,10,8,0,127,24,13,20,5,3,63,11,0,0,4,3,19,3,0,3,0,0,12,132,50,27,17,8,230,7,0,0,0,0,7,26,3,0,0,0,31,10,6,7,0,0,29,25,5,3,4,0,37,12,0,0,4,3,24,9,0,0,0,0,8,91,18,14,13,5,140,15,3,3,3,0,24,5102,2029,1975,1154,587,10846,18,0,4,0,0,20,116,14,15,4,3,156,626,137,72,22,11,876,2192,872,736,249,95,4141,1744,796,1056,731,329,4654,91,33,19,15,4,166,4783,1857,1902,1028
30702,902,311,149,4981,1442,717,900,647,435,4134,67,21,18,5,10,118,4875,1813,1889,993,598,10179,0,0,0,0,0,0,3,0,0,0,0,5,25,5,0,3,0,33,8,0,0,3,0,9,5,0,0,4,0,11,0,0,0,0,0,0,39,12,3,6,0,62,0,0,0,0,0,0,3,0,0,0,0,3,59,15,0,0,0,80,17,6,0,0,0,28,3,0,9,0,0,14,0,0,0,0,0,0,87,21,10,3,0,122,8,0,0,0,0,9,18,0,0,0,0,17,11,0,0,0,0,10,10,6,4,0,0,16,0,0,0,0,0,4,3,0,0,0,0,7,51,10,9,4,0,66,6,0,7,0,0,17,5055,1857,1919,1008,602,10446,6,4,3,0,0,10,90,10,10,3,0,116,590,115,61,18,10,791,2629,921,765,330,140,4798,1561,879,1005,647,443,4540,85,35,16,10,9,156,4958,1969,1861,1006
30703,754,294,125,4765,1546,708,865,552,381,4052,56,13,17,6,8,101,5101,1818,1709,878,521,10027,0,0,0,0,0,0,3,0,0,0,0,3,54,10,4,0,0,65,22,12,4,3,0,37,3,5,4,0,0,12,0,0,0,0,0,0,82,24,8,7,0,123,0,0,0,0,0,0,13,0,0,0,0,13,102,15,4,3,0,128,24,12,0,3,0,38,5,0,4,0,0,12,3,0,0,0,0,6,146,28,14,7,0,190,0,0,3,0,0,3,14,3,0,0,0,20,11,3,0,0,0,13,13,3,3,0,0,15,5,3,0,0,3,17,0,0,0,0,0,3,43,16,6,3,3,66,14,4,3,0,0,17,5380,1885,1743,895,529,10422,10,3,0,0,0,13,90,11,4,3,3,113,695,139,81,16,11,943,2686,907,705,255,104,4654,1658,771,890,556,370,4249,98,13,22,11,13,156,5238,1840,1698,842
30801,697,254,116,2858,742,552,769,533,327,2925,27,20,11,12,3,67,2232,1309,1526,822,457,6338,0,0,0,0,0,0,3,0,0,0,0,3,39,13,3,0,0,51,26,16,16,0,3,60,11,3,5,4,0,25,3,0,0,0,0,3,77,29,29,9,9,142,0,0,0,0,0,0,10,3,0,0,0,11,79,26,16,6,3,133,58,36,30,9,5,132,3,4,10,0,3,16,3,0,0,0,0,3,153,65,52,22,11,299,27,0,0,0,0,27,70,3,0,0,0,72,28,5,3,0,0,33,21,5,5,0,3,36,3,0,0,3,3,10,14,0,0,0,0,12,163,15,15,3,3,199,16,0,3,3,0,20,2636,1419,1618,852,474,7007,7,0,4,0,3,15,78,14,8,3,0,98,189,51,32,3,6,290,1043,531,524,207,80,2396,917,575,844,504,293,3139,44,11,19,10,5,88,2289,1185,1425,732
30803,2291,805,334,12289,3388,2032,2665,1541,953,10581,153,49,54,22,33,311,11610,5365,5254,2444,1362,26045,0,0,0,0,0,0,19,0,0,0,0,17,193,38,13,0,0,244,84,33,24,4,0,153,8,9,4,8,5,27,13,0,0,0,0,16,313,78,41,12,3,456,0,0,3,0,0,5,38,3,0,0,0,41,424,152,46,23,3,648,166,74,51,13,6,308,15,5,7,4,0,33,17,11,6,0,0,26,664,250,110,39,8,1065,29,4,0,3,0,30,101,5,0,0,0,110,70,16,5,0,3,89,24,9,6,0,0,47,11,3,3,3,3,17,3,0,0,0,0,6,233,38,18,12,7,304,6,0,3,0,0,15,12830,5732,5431,2512,1386,27877,21,9,3,3,3,38,184,20,14,4,5,226,1513,418,214,74,23,2248,6062,2715,2209,701,262,11946,4147,2560,3105,1699,971,12494,212,84,56,31,28,415,12141,5815,5608,2513
30804,380,159,49,1868,488,271,328,227,132,1446,34,4,7,0,5,48,1660,685,732,387,180,3644,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,10,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,19,0,0,0,0,0,0,13,0,0,0,0,14,29,6,9,0,0,47,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,51,9,9,0,0,70,3,0,0,0,0,3,15,0,0,0,0,16,12,0,0,0,0,12,12,3,0,0,0,18,8,0,3,4,0,17,3,0,0,0,0,3,59,3,5,4,0,69,3,0,0,0,0,3,1780,704,752,395,181,3815,7,4,0,0,0,6,26,4,0,0,0,28,154,35,26,3,6,223,832,306,339,127,50,1651,506,278,355,189,141,1476,33,12,9,3,5,60,1555,639,731,319
30805,1308,446,154,6343,1807,1267,1827,992,535,6421,79,25,24,15,7,148,5534,2868,3240,1491,708,13836,0,0,0,0,0,0,10,0,0,0,0,12,95,30,15,0,0,135,61,30,20,9,3,123,8,8,11,10,6,43,0,0,0,0,0,3,180,67,49,14,3,317,0,0,0,0,0,0,12,0,0,0,0,10,217,85,23,9,0,327,63,23,20,10,0,118,0,0,0,0,0,11,11,3,0,0,0,13,296,114,40,11,3,472,15,0,0,0,0,24,70,3,4,0,0,76,43,17,3,4,3,66,23,4,11,3,0,38,8,0,0,3,3,21,7,3,3,0,0,16,169,32,18,6,4,241,9,3,0,0,3,16,6184,3090,3346,1529,723,14872,13,3,0,0,0,22,104,16,5,9,3,133,496,112,58,11,10,689,2960,1345,1064,299,98,5761,2592,1654,2165,1062,512,7988,88,24,30,10,12,167,6247,3161,3326,1391
30901,802,187,47,4110,1366,870,1179,536,228,4181,50,15,16,3,3,82,3828,1912,2018,736,277,8773,0,0,0,0,0,0,24,0,0,0,0,29,793,154,59,3,0,1009,545,268,198,39,15,1060,75,36,48,27,10,194,20,4,0,0,0,29,1453,462,306,72,27,2322,4,0,0,0,0,6,273,16,0,0,0,291,1791,455,137,20,4,2409,394,144,82,18,10,648,19,8,18,9,4,53,39,13,3,0,0,50,2525,634,236,49,19,3463,4,0,0,0,0,4,16,0,0,0,0,16,6,0,0,0,0,9,7,0,0,3,0,12,0,0,0,0,0,3,3,0,0,0,0,3,41,3,0,4,0,46,5,3,0,0,0,13,7849,3017,2566,856,330,14612,3,0,0,0,0,4,12,7,0,0,0,17,274,49,26,8,0,355,1835,911,820,159,49,3773,1435,1001,1354,656,258,4709,52,27,23,11,3,110,3615,1999,2221,831
30902,901,242,58,4280,1156,806,1086,582,252,3873,40,8,14,0,3,64,3636,1896,2038,837,316,8723,0,0,0,0,0,3,22,0,0,0,0,22,429,111,28,3,4,575,513,300,176,56,9,1055,42,21,31,21,17,134,20,0,0,0,0,23,1031,436,237,82,32,1811,6,0,0,0,0,6,108,9,0,0,0,115,1279,308,79,22,3,1694,295,138,64,24,4,519,17,7,16,5,3,57,27,5,0,0,0,38,1731,468,160,57,12,2429,10,0,0,0,0,14,36,0,0,0,0,32,27,4,0,0,0,30,10,3,0,0,0,18,3,0,0,0,0,3,8,0,0,0,0,8,88,5,3,0,0,104,8,0,0,0,0,8,6495,2809,2440,971,351,13075,3,3,0,0,0,7,15,5,5,3,0,35,208,42,41,3,0,307,1863,948,891,211,56,3967,1239,806,1157,643,307,4148,53,23,19,3,4,108,3378,1832,2120,867
30903,668,168,51,3747,1442,852,1102,475,231,4099,45,20,11,3,3,86,4007,1745,1800,649,285,8493,3,0,0,0,0,6,39,0,0,3,0,40,997,257,81,13,7,1354,1316,727,435,140,39,2659,94,49,61,28,11,244,35,15,0,0,0,57,2482,1053,579,186,51,4354,0,0,0,0,0,3,193,10,3,0,0,207,1367,303,69,12,0,1750,558,179,132,49,13,920,20,3,5,3,3,45,32,4,3,0,0,37,2169,498,213,64,14,2959,7,0,0,0,0,7,28,0,0,0,0,28,93,3,0,0,0,94,12,0,0,0,0,17,0,0,3,0,0,3,5,0,0,0,0,5,143,6,6,0,0,156,14,8,3,0,0,27,8818,3309,2592,904,362,15983,0,0,0,0,0,3,19,3,4,0,3,29,509,70,37,3,0,613,2035,826,635,137,46,3679,1528,887,1201,530,259,4403,78,25,16,5,7,134,4165,1811,1891,680
30904,382,105,37,2204,638,359,461,295,164,1917,11,6,0,0,3,19,2291,919,872,409,206,4704,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,24,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,33,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,0,3,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,3,10,3,0,0,0,16,3,0,0,0,0,4,7,0,0,0,0,7,5,3,3,0,0,9,9,4,0,0,0,12,0,3,0,3,0,11,0,0,0,0,0,0,26,8,7,4,0,45,3,0,0,0,0,3,2364,936,880,416,214,4805,8,0,0,0,0,11,46,6,3,0,3,63,326,75,43,11,0,453,1135,458,393,104,39,2132,713,401,507,289,175,2089,28,12,9,10,0,60,2256,948,959,404
