SA3_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
12502,3,3,58,17,3,3,8,9,24,23,57,31,31,25,8,230,15,3,8,4,17,23,22,21,16,22,13,12,171,17,3,6,8,7,21,33,45,16,25,15,10,214,51,18,15,24,33,71,83,149,67,83,57,32,673,419,98,103,119,187,596,687,1439,1017,1328,911,302,7206
12503,9,4,140,26,12,13,12,15,75,73,135,77,45,22,32,539,14,6,7,12,10,33,49,58,31,20,9,17,278,51,15,24,15,32,98,94,149,66,50,27,32,652,99,33,44,50,62,218,242,391,181,126,69,91,1615,605,194,194,301,420,1387,1779,3181,1962,1766,873,656,13317
12504,3,0,48,28,4,0,14,14,44,54,87,49,32,13,13,354,16,3,3,10,19,35,40,56,20,12,15,13,244,23,8,6,16,18,51,86,85,37,40,22,20,415,68,14,15,36,52,143,185,247,112,87,48,46,1057,555,151,150,229,302,1081,1498,2776,1875,1821,998,432,11869
12601,3,0,43,11,3,0,4,0,10,8,24,15,34,24,3,143,10,3,0,0,7,8,16,23,15,15,12,9,130,13,0,6,7,4,12,14,21,13,14,16,4,124,46,6,8,14,14,32,42,81,53,75,60,18,446,390,89,86,81,130,361,346,707,582,1016,1167,209,5149
12602,14,5,68,25,6,8,9,19,31,43,74,37,56,68,15,387,22,7,5,5,15,34,24,39,31,30,35,17,264,34,17,9,11,18,51,55,55,34,30,40,25,385,75,30,17,27,55,127,125,186,106,129,152,67,1101,769,182,169,216,350,951,907,2081,1444,2076,2638,584,12367
12701,11,8,162,30,11,15,13,19,68,80,147,65,76,25,28,578,17,6,13,3,11,34,35,54,27,24,9,16,247,33,15,9,15,33,70,74,124,64,49,20,28,535,82,42,34,35,71,197,206,371,177,160,67,77,1519,471,153,154,201,345,1202,1431,3010,2312,2034,872,624,12810
12702,17,18,298,59,21,22,32,51,147,208,260,90,100,44,42,1084,40,18,11,22,35,97,90,120,42,35,16,30,559,74,33,30,53,74,167,143,230,103,91,31,59,1085,187,77,67,126,171,452,500,677,267,252,105,145,3028,916,350,256,488,685,2043,2340,3665,1766,1659,825,798,15800
12703,3,8,120,29,11,12,6,11,54,87,142,66,52,27,30,516,13,3,7,15,15,40,45,71,23,19,11,20,288,21,18,11,18,27,75,78,110,49,43,21,34,513,65,36,28,44,59,195,238,347,156,125,65,85,1445,490,174,146,233,362,1238,1792,3063,2024,1890,802,594,12802
12801,12,3,107,18,6,0,10,13,42,52,68,44,71,40,27,387,13,0,3,13,7,30,39,47,22,23,28,16,245,24,17,5,11,25,43,54,70,33,44,31,21,379,57,23,9,30,55,125,162,205,110,160,114,67,1128,500,172,114,179,298,857,1006,1886,1591,2446,2531,591,12173
12802,11,4,127,19,8,3,13,10,47,58,132,67,81,37,23,489,19,7,7,11,16,33,46,53,32,38,22,9,300,19,17,18,13,19,61,65,85,41,38,26,22,422,68,36,23,44,44,158,181,303,161,167,90,56,1338,586,190,177,281,361,1182,1320,2805,2349,3221,1734,561,14761
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,0,131,11,13,15,42,77,156,96,53,12,3,5,23,513,15,4,7,28,51,78,48,24,3,3,0,10,277,26,15,22,40,55,114,55,24,7,0,3,19,376,51,34,49,115,192,397,235,119,24,10,7,56,1296,364,261,259,515,872,2527,2368,1893,609,406,224,395,10695
20102,0,4,45,5,9,6,8,22,39,25,19,6,7,0,18,155,0,4,7,12,8,12,14,11,3,0,3,5,68,12,5,6,16,26,26,8,14,5,3,0,15,136,20,19,18,33,69,84,47,45,14,9,5,32,402,151,110,101,207,280,657,643,620,235,140,89,201,3436
20103,0,0,30,7,13,16,18,18,54,22,4,4,0,0,10,164,3,3,11,13,9,23,10,3,0,0,0,5,79,7,17,4,25,21,26,12,3,0,0,0,5,119,20,34,36,58,63,110,46,10,8,0,0,17,395,150,142,131,270,341,646,440,243,78,28,27,141,2627
20201,0,5,139,19,16,19,31,56,154,102,56,17,9,3,22,507,18,14,15,29,38,80,63,21,9,6,3,7,294,26,29,20,39,47,108,50,26,3,3,3,25,376,68,60,59,106,158,379,258,118,25,24,12,57,1323,394,288,250,502,760,2243,2330,1746,481,321,168,379,9872
20202,3,0,79,12,5,17,17,18,65,58,30,6,3,0,5,238,7,6,3,9,16,35,22,14,6,3,0,5,126,19,13,16,27,20,49,33,20,3,4,3,16,226,37,25,33,54,58,175,131,76,25,13,10,30,665,274,164,163,279,386,1111,1105,1070,401,299,152,249,5657
20203,0,0,15,3,5,5,11,8,9,3,0,3,0,0,0,47,3,5,0,3,3,4,4,0,0,0,0,0,18,4,4,3,5,8,7,0,3,3,0,0,7,44,13,11,11,20,18,26,7,6,4,0,0,7,120,96,80,60,110,127,236,125,119,50,26,18,80,1136
20301,0,3,26,5,8,4,4,13,24,21,23,6,3,3,4,118,3,3,0,6,5,10,4,4,5,0,0,0,47,3,4,3,8,13,20,13,6,3,0,0,3,77,11,11,5,15,34,58,41,46,12,4,10,19,271,104,74,50,99,156,473,527,697,261,168,98,159,2873
20302,3,3,254,43,34,25,44,85,237,200,111,20,17,15,45,876,24,24,17,42,57,113,98,57,25,15,3,25,511,51,44,31,69,90,206,148,82,11,10,10,54,814,122,112,95,163,260,624,511,294,65,50,30,130,2455,846,506,431,867,1241,3611,4126,4225,1461,1003,530,853,19703
20303,0,0,75,16,3,4,19,19,51,69,64,18,11,3,5,287,9,6,4,8,15,33,25,26,7,3,7,4,149,16,8,16,13,15,40,40,36,15,4,6,12,228,37,19,23,42,55,136,161,137,52,29,19,31,737,328,167,166,260,366,1135,1434,1865,808,651,359,329,7875
20401,0,4,63,13,12,10,28,33,93,36,27,3,5,4,14,276,8,0,8,6,19,36,18,16,5,0,0,11,124,19,17,16,24,16,47,32,17,8,7,3,17,214,39,29,28,67,71,203,103,58,14,13,4,39,682,260,160,157,306,434,1215,1080,894,295,219,130,310,5462
20402,0,4,54,4,7,9,17,36,88,40,18,3,3,3,11,244,3,6,5,8,14,32,12,9,3,0,0,5,91,15,17,11,25,24,40,20,12,0,0,0,9,169,25,26,26,55,88,176,74,40,9,4,5,26,558,203,144,133,300,472,1208,915,683,242,142,74,228,4742
20403,0,4,93,6,4,11,22,36,102,69,41,8,6,5,14,326,3,10,8,13,22,43,36,11,3,3,0,7,162,13,10,12,28,26,52,45,23,4,4,0,13,232,30,34,34,67,94,215,178,84,20,16,8,33,817,280,197,176,374,565,1650,1615,1249,410,299,141,283,7246
20501,3,0,63,11,8,12,23,33,76,62,28,7,7,5,16,277,7,3,3,19,13,29,29,12,3,3,3,7,130,17,8,7,23,20,44,30,15,3,8,4,18,178,40,23,27,59,71,166,122,58,18,13,11,42,658,265,143,120,252,388,1164,1223,1042,365,252,146,264,5627
20502,0,5,43,10,7,3,14,26,67,30,22,3,0,0,5,196,7,3,5,10,19,20,11,3,0,4,3,3,83,10,5,11,9,16,44,15,7,0,3,0,8,130,23,18,24,42,63,147,60,38,8,8,3,21,450,210,138,140,277,398,976,782,545,173,130,76,202,4038
20503,3,5,66,7,14,4,27,41,80,49,28,14,3,0,18,295,3,10,3,18,15,41,14,18,8,3,0,6,140,24,18,6,28,30,45,28,16,4,3,3,12,204,39,42,20,65,92,181,105,69,23,17,6,42,701,310,191,158,345,485,1280,1148,996,340,239,168,311,5974
20504,0,9,116,14,18,22,60,85,131,70,39,7,4,3,18,465,7,9,15,33,33,48,34,8,3,4,5,6,202,19,22,23,48,44,71,43,18,4,4,0,16,307,50,61,60,155,177,277,162,71,14,11,6,45,1096,270,263,274,638,900,1860,1352,1150,325,197,131,325,7675
20505,0,0,52,3,8,9,18,30,63,29,5,7,0,3,6,180,4,3,4,7,7,24,14,8,5,3,0,0,86,9,5,4,12,27,29,16,10,0,4,0,11,132,14,22,25,46,75,127,70,32,11,9,4,16,443,219,149,135,303,432,1015,839,644,219,151,87,191,4390
20601,3,0,66,13,6,9,7,12,38,32,56,23,17,9,11,235,12,5,7,7,13,11,32,26,11,7,4,7,138,17,11,10,5,14,29,29,31,14,14,7,13,192,50,19,18,29,36,91,108,123,51,46,26,39,631,324,123,108,147,249,688,809,1444,1067,1137,658,293,7040
20602,0,0,28,5,3,3,3,7,32,27,24,15,21,20,7,179,6,5,3,3,8,18,6,14,5,5,3,3,85,10,7,3,3,7,16,9,18,5,7,3,9,97,27,16,14,10,32,66,47,64,30,36,28,22,397,251,76,65,89,144,435,443,851,570,730,685,189,4523
20603,3,0,28,10,6,3,8,10,18,16,40,13,14,9,10,150,11,3,3,8,3,14,17,23,16,13,3,4,127,15,6,3,9,10,18,9,21,16,8,13,18,143,33,14,15,25,22,53,55,86,50,31,24,29,449,290,91,72,122,153,494,562,943,715,972,920,271,5601
20604,4,0,30,14,3,0,0,7,26,30,35,19,24,14,7,183,28,4,6,4,3,19,20,38,13,21,16,8,176,18,3,3,7,6,17,22,29,22,14,15,6,157,58,5,15,13,16,69,71,103,61,62,49,19,549,324,60,48,94,138,488,609,1039,715,754,755,185,5210
20605,3,0,30,14,10,7,0,14,24,22,49,24,36,45,9,251,8,9,3,3,13,15,20,28,11,18,30,8,164,13,3,6,6,8,18,14,22,18,16,13,6,143,38,22,9,12,30,64,56,111,53,73,91,24,590,330,95,81,101,171,493,590,1110,761,1062,1592,298,6673
20606,8,0,22,9,0,0,0,0,11,17,26,13,17,21,10,121,10,3,3,3,3,10,8,13,6,6,21,5,82,7,5,3,4,0,12,10,10,10,6,5,11,84,26,10,10,6,7,28,31,58,28,29,55,25,302,233,39,43,46,49,229,265,549,337,476,955,192,3415
20607,4,0,31,0,0,3,0,7,16,14,44,25,24,14,4,165,10,3,3,5,3,15,5,25,7,12,19,8,119,11,3,0,8,6,17,14,21,6,11,13,5,130,30,8,10,16,21,49,39,94,45,53,53,17,440,298,77,86,100,128,427,503,950,714,1001,1084,207,5572
20701,47,6,181,47,8,18,8,20,34,28,76,45,61,169,20,527,46,9,12,13,14,43,34,62,29,43,101,30,445,49,3,8,9,14,51,28,47,27,22,46,27,339,161,26,39,38,50,143,108,211,121,144,362,85,1497,1197,239,245,251,334,1074,985,1997,1298,2291,4407,819,15128
20702,5,4,66,30,0,4,15,11,28,34,66,37,50,39,16,314,25,4,3,9,10,35,33,34,29,19,44,14,247,26,7,9,10,22,36,27,55,32,25,19,16,288,84,20,18,28,47,109,99,163,98,104,102,51,924,617,151,150,199,290,842,891,1565,1063,1325,1095,414,8596
20703,7,0,96,25,0,4,10,19,48,35,66,18,43,31,6,306,23,5,13,17,22,48,40,58,23,28,19,7,311,27,11,13,16,33,47,39,42,19,27,17,17,310,78,25,30,46,78,155,134,182,70,112,69,34,1027,630,190,177,238,359,940,1006,1797,1129,1500,1168,385,9525
20801,14,5,100,22,4,5,4,14,24,33,55,34,34,64,9,313,22,6,8,3,17,31,25,34,14,22,51,12,237,19,10,9,9,11,25,20,31,23,19,20,14,214,72,26,19,24,46,101,81,134,78,94,151,48,861,578,159,130,179,258,765,731,1460,1091,1699,2649,575,10269
20802,18,11,124,31,4,11,12,16,58,66,86,65,62,58,26,504,31,8,11,13,18,56,49,65,34,33,23,31,379,46,11,14,23,17,50,39,40,18,16,18,32,323,116,34,38,50,64,182,169,215,124,136,113,93,1326,897,233,234,322,416,1310,1298,2435,1675,2385,2246,733,14174
20803,3,0,127,22,3,15,16,25,100,113,125,55,39,19,26,547,24,14,11,12,32,64,65,78,15,24,24,7,366,33,22,21,28,39,89,76,79,33,28,11,35,497,90,42,49,64,103,275,272,306,119,106,53,65,1538,601,241,211,352,519,1525,1876,3233,2006,2041,991,594,14197
20804,8,0,24,3,3,0,0,0,6,7,12,5,20,24,5,88,6,7,0,5,4,6,9,10,5,3,13,9,81,18,3,3,3,3,9,8,8,8,3,17,4,88,27,11,6,7,14,25,29,36,18,31,54,18,281,268,57,35,46,91,255,251,510,304,510,1150,205,3677
20901,10,3,126,24,9,13,16,27,88,77,92,44,33,21,15,455,23,18,12,11,19,70,53,54,25,17,17,14,334,38,22,31,33,40,97,74,67,15,19,7,31,475,85,47,53,64,97,280,228,247,96,76,51,64,1384,697,270,244,344,498,1528,1785,2922,1826,1640,1066,567,13389
20902,6,3,59,26,3,8,10,25,56,64,72,19,20,11,15,324,21,3,14,9,12,38,39,37,12,3,0,9,202,32,11,9,16,28,65,44,44,12,15,12,25,304,76,27,34,45,64,160,151,162,44,45,29,46,888,373,148,137,211,308,950,1080,1698,898,828,411,347,7393
20903,5,4,100,15,11,6,6,11,50,64,63,31,27,13,11,315,10,3,4,12,21,50,36,41,17,9,9,17,229,19,17,14,19,21,57,42,55,13,9,7,10,277,45,25,26,39,61,175,165,175,63,59,34,49,916,454,208,164,269,390,1076,1291,2137,1310,1245,705,436,9678
20904,3,12,278,40,23,27,39,66,222,296,265,85,36,16,60,1173,19,14,9,38,36,131,147,101,25,28,11,36,593,78,53,26,68,82,232,241,192,55,24,14,73,1135,155,88,71,151,209,648,741,612,176,96,49,180,3176,1004,430,414,732,1040,3542,5710,8244,2956,1724,910,1237,27941
21001,0,3,68,13,0,10,11,9,26,47,37,27,20,11,10,217,12,3,10,9,10,24,27,24,18,4,3,6,148,24,8,8,7,17,28,24,44,16,11,7,26,214,50,17,27,22,36,90,107,121,60,45,24,51,642,309,121,115,161,226,663,721,1205,805,815,464,348,5937
21002,3,0,51,6,3,3,0,9,34,37,23,7,0,6,9,137,6,5,3,3,8,16,13,11,4,0,4,10,93,8,6,3,3,8,20,23,19,3,5,4,15,119,23,17,12,15,30,85,88,62,15,10,11,29,399,159,84,71,141,172,574,724,1021,515,426,255,225,4363
21003,3,4,77,13,10,7,17,13,55,47,64,15,7,7,18,269,8,11,3,10,14,29,25,29,9,8,5,4,157,20,12,11,18,16,45,54,35,17,7,6,14,255,46,33,21,49,51,144,140,139,44,28,23,35,752,277,121,112,196,277,876,1108,1768,858,650,318,298,6859
21004,0,7,56,7,5,7,10,22,69,72,46,11,4,0,11,268,6,0,5,5,5,29,34,19,4,7,0,5,122,24,8,8,22,25,60,61,33,10,3,6,17,279,41,17,24,39,60,176,173,103,28,19,8,38,724,205,115,97,202,284,963,1211,1242,455,310,148,240,5471
21005,4,18,289,33,12,15,36,47,225,254,196,49,26,12,45,949,23,19,16,18,52,115,115,77,12,13,3,25,490,61,47,39,53,76,209,185,139,39,30,10,71,958,126,85,72,109,188,616,635,457,113,80,32,159,2688,792,387,331,539,861,3084,4554,5210,1658,1038,597,928,19961
21101,0,11,198,32,18,17,38,53,118,162,156,47,42,16,43,731,30,19,20,30,37,114,92,92,37,18,14,28,533,66,30,31,58,63,152,147,134,59,31,14,47,840,133,71,80,138,175,431,447,409,149,99,46,128,2299,983,431,396,643,929,2838,3264,4989,2439,1770,837,913,20432
21102,6,3,31,7,3,0,0,3,7,11,15,3,3,14,0,79,3,0,0,7,6,10,17,18,5,7,10,8,82,7,0,4,7,3,13,8,13,0,8,9,8,73,19,8,4,12,19,37,39,52,15,21,30,17,269,195,64,54,74,96,319,309,634,362,516,495,168,3284
21103,0,5,152,25,18,17,24,27,96,98,87,42,23,9,23,492,20,3,10,19,36,74,75,58,21,16,6,18,371,41,31,17,30,51,120,89,79,23,23,13,25,546,87,53,52,86,122,315,307,254,101,65,31,77,1560,600,289,239,434,571,1765,2280,3413,1823,1336,547,587,13880
21104,4,3,69,13,6,10,7,5,30,37,48,20,22,11,11,218,12,3,12,8,6,37,29,29,14,11,8,9,194,22,5,10,15,19,37,27,38,10,16,15,12,229,53,23,36,24,36,116,109,129,57,51,42,27,712,443,146,139,196,253,771,852,1492,938,1016,476,241,6955
21105,5,7,257,27,19,26,46,79,232,197,172,54,38,23,53,967,21,16,23,23,63,145,116,78,21,18,6,31,562,45,48,34,79,100,184,162,128,39,24,9,63,921,116,87,83,157,266,627,535,422,133,94,47,151,2711,857,447,461,690,1114,3252,3921,5584,2379,1472,697,1056,21938
21201,3,16,168,20,6,10,20,41,142,149,122,36,24,15,21,604,8,12,7,16,17,73,66,41,14,4,4,16,277,25,19,25,36,48,95,99,66,22,17,11,28,480,60,40,50,78,116,350,347,259,78,52,27,75,1530,417,197,195,339,517,1887,3066,3784,1301,823,413,592,13527
21202,7,3,199,23,15,10,34,46,115,131,138,37,29,21,37,629,17,17,11,21,28,89,72,61,11,10,4,22,381,41,29,36,49,62,152,105,111,36,24,13,32,689,98,65,64,116,154,400,362,343,99,71,33,89,1897,784,373,313,600,822,2527,3333,4394,1767,1138,623,752,17431
21203,3,15,307,39,23,11,39,66,217,305,269,82,48,22,58,1179,20,13,11,33,34,122,102,94,25,22,10,23,516,57,35,27,67,57,227,214,159,44,33,14,47,979,126,78,55,158,177,636,696,573,171,111,45,149,2976,841,359,289,655,970,3569,5908,8298,2800,1480,674,1047,26890
21204,8,14,249,48,17,25,39,38,159,174,194,56,35,18,44,850,42,14,13,24,43,106,97,91,27,19,12,20,519,72,36,36,56,69,183,161,138,48,43,17,45,916,186,81,79,131,173,493,488,471,148,108,58,127,2536,958,387,342,568,790,2466,3004,3751,1649,1299,614,783,16612
21205,27,8,170,40,14,9,21,24,71,59,86,58,59,64,21,520,55,9,14,12,32,61,67,85,37,51,53,21,508,60,28,15,28,35,89,58,62,38,41,21,32,511,164,61,47,67,95,232,200,269,152,172,166,84,1713,1125,308,304,380,523,1598,1751,3014,1893,2344,1636,634,15508
21301,8,21,408,64,18,28,49,73,255,265,242,57,31,17,74,1171,38,24,26,30,57,146,122,87,28,17,8,46,632,78,45,40,54,75,233,190,176,48,39,14,66,1061,207,98,109,161,230,730,684,565,148,98,50,201,3276,997,445,422,689,965,3052,3635,4136,1348,990,527,985,18196
21302,9,3,87,11,11,8,10,23,55,58,77,29,40,31,20,373,11,10,7,20,14,43,32,36,8,8,9,14,211,29,15,15,19,17,58,48,61,16,9,12,27,320,49,36,28,53,59,169,153,193,54,61,53,60,983,424,181,153,261,344,1057,1179,1915,1084,1050,778,394,8826
21303,4,3,69,11,8,4,3,14,50,58,52,42,23,24,17,304,7,3,0,11,12,24,20,31,19,9,3,13,149,33,15,11,11,12,34,41,44,17,10,8,7,250,55,29,15,25,41,124,133,146,85,45,38,38,775,377,126,102,170,251,791,965,1600,1134,1109,590,283,7492
21304,6,11,272,46,25,16,42,85,263,275,216,63,38,25,52,1136,20,11,13,16,37,114,91,77,19,19,19,18,451,47,34,38,54,83,203,143,108,23,31,18,60,832,119,83,64,125,220,648,572,440,124,106,60,137,2691,777,366,338,620,1015,3693,4624,5654,2117,1334,649,992,22181
21305,5,17,332,41,24,21,48,76,277,290,258,92,41,26,64,1271,30,18,10,25,41,123,124,85,35,19,11,23,546,58,28,28,73,103,200,203,167,55,37,8,65,1021,152,78,64,158,235,680,688,568,207,113,60,168,3177,1050,371,401,707,1158,4442,6756,8374,2886,1763,895,1242,30046
21401,0,11,189,29,22,9,39,55,194,206,150,42,22,14,32,818,21,12,10,32,42,107,120,58,18,10,6,12,461,67,36,41,63,90,195,156,112,34,17,16,47,878,125,75,66,159,206,541,530,340,104,54,29,106,2346,633,310,303,581,882,2720,3640,4105,1493,991,449,717,16817
21402,3,5,196,27,17,21,41,61,164,155,147,51,38,30,39,777,18,13,14,32,39,97,69,58,21,13,10,20,410,55,43,27,46,63,151,119,83,27,13,18,51,715,114,71,72,125,175,466,387,330,110,74,57,122,2094,761,391,351,604,834,2445,2886,4018,1945,1661,950,885,17719
21501,0,3,68,20,27,26,46,49,62,24,14,4,5,0,8,274,6,17,8,22,14,31,9,3,0,0,0,7,116,16,13,17,27,24,27,15,11,4,3,0,11,168,39,63,57,104,101,136,52,20,9,6,3,32,623,362,320,287,619,677,1255,756,436,154,111,92,243,5308
21502,0,0,80,4,11,15,28,51,96,47,23,0,4,3,12,295,8,5,9,14,13,42,20,3,0,0,0,5,119,8,10,15,23,28,56,21,6,3,0,0,15,192,28,28,36,74,107,224,102,40,11,3,7,31,680,233,158,176,397,607,1509,1029,669,190,127,82,245,5416
21503,0,0,46,3,7,9,27,18,37,15,6,0,0,0,5,135,3,4,5,5,13,9,6,0,0,0,0,0,53,5,13,7,17,9,18,9,4,0,0,0,9,93,19,24,30,62,44,83,31,18,3,0,0,12,324,200,166,162,374,412,744,434,298,73,67,54,170,3160
21601,0,0,44,4,3,11,17,26,48,33,13,4,0,0,8,166,3,4,3,5,13,24,15,7,0,3,3,3,83,9,4,7,14,26,41,18,9,3,3,0,8,141,14,12,22,45,63,124,77,31,9,5,4,22,432,204,107,111,253,365,980,754,527,137,129,76,187,3840
21602,0,0,33,4,5,12,22,23,40,21,6,0,0,0,6,145,7,0,3,11,13,3,3,0,3,0,0,3,39,5,4,8,8,18,19,7,6,0,3,0,9,91,15,14,20,37,53,74,41,14,10,3,3,24,302,156,92,91,167,320,701,505,351,118,77,86,160,2819
21603,0,3,97,8,13,3,38,44,99,80,39,8,10,0,10,341,4,6,3,16,23,41,20,12,3,0,0,6,142,7,12,6,21,26,69,19,17,0,4,3,10,197,20,22,19,82,113,246,132,72,13,16,6,27,777,251,150,152,377,599,1625,1331,982,257,184,122,289,6313
21701,0,0,33,5,11,14,28,24,39,11,5,6,0,0,15,152,0,7,3,9,18,16,6,3,0,0,0,0,72,13,9,6,19,20,25,8,4,0,6,0,13,126,31,31,30,62,63,96,35,10,8,5,3,30,394,236,143,186,333,354,855,513,343,102,94,68,199,3432
21703,0,0,42,6,3,6,27,27,37,19,12,4,0,0,6,146,3,0,7,7,7,20,12,3,0,0,0,7,61,12,9,7,22,10,35,14,4,3,4,3,11,132,26,18,22,52,53,102,49,25,4,9,8,20,391,247,94,131,262,356,807,595,431,124,105,118,235,3503
21704,0,3,53,6,8,7,18,29,70,50,30,7,0,4,3,226,6,0,3,14,15,21,16,10,5,0,0,6,95,7,6,8,11,20,27,23,17,3,4,3,3,133,27,14,17,45,66,136,98,55,15,8,4,14,504,279,124,102,244,367,1063,1055,913,295,178,134,216,4973
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,3,0,79,14,10,6,16,19,62,85,123,36,23,8,19,416,5,4,5,7,9,34,52,31,16,11,4,8,189,28,16,13,25,28,67,66,83,18,19,6,20,387,46,23,28,54,57,176,228,258,75,58,23,48,1072,385,147,144,257,370,1058,1524,2738,1337,866,474,367,9667
30102,12,4,93,21,7,6,12,23,64,67,111,48,22,19,17,411,7,7,7,9,10,48,20,24,10,18,3,11,170,18,8,11,22,25,52,50,50,19,18,9,12,298,47,23,23,48,68,174,164,202,90,60,36,43,975,427,179,166,255,344,1013,1294,2587,1690,1179,565,400,10102
30103,3,3,72,14,8,3,7,13,45,70,95,35,13,8,22,338,3,7,8,4,8,21,37,44,14,13,3,6,167,21,9,3,11,23,49,49,59,22,14,3,8,268,46,21,10,38,48,127,166,211,79,40,21,38,842,295,133,102,194,250,794,1146,2260,1397,1149,512,299,8519
30201,0,0,35,9,3,3,12,8,18,41,34,12,21,3,10,176,4,8,3,0,3,19,14,13,8,4,4,0,83,9,3,0,9,7,35,32,25,12,7,3,5,156,23,13,10,23,25,81,92,87,44,42,11,15,458,207,86,71,119,171,501,677,1188,697,631,301,181,4822
30202,0,0,62,6,3,7,8,18,31,53,70,40,22,17,15,285,8,7,5,8,7,23,19,29,16,18,3,10,145,22,10,12,8,5,31,28,30,20,12,3,14,197,41,23,20,26,31,93,117,145,78,55,27,33,688,278,115,95,174,230,644,934,1700,1218,935,487,248,7058
30203,0,0,34,3,0,3,8,7,30,41,44,16,12,4,0,162,4,3,0,6,3,8,22,16,12,0,0,3,75,10,0,4,6,11,23,25,27,5,6,3,9,135,19,3,3,16,20,64,91,100,36,20,7,8,400,152,57,63,115,111,427,614,1071,565,457,204,98,3923
30204,0,0,57,14,4,0,16,16,56,76,51,21,15,3,11,281,9,3,3,3,12,22,32,31,10,6,0,3,138,15,4,5,20,20,39,57,48,14,6,3,8,239,36,17,9,38,53,128,171,141,50,30,11,21,708,261,128,98,165,247,772,1232,1965,802,511,238,221,6641
30301,3,3,50,6,0,3,8,12,27,32,41,22,18,11,3,188,3,0,3,3,6,19,17,21,7,8,7,5,101,9,9,8,4,12,18,31,26,14,5,10,8,149,27,8,13,22,28,71,87,95,48,39,28,23,491,274,85,81,104,165,499,620,1220,884,930,534,192,5577
30302,0,0,41,16,3,4,4,3,25,49,52,32,18,13,10,225,9,0,5,3,10,14,20,25,10,11,10,3,125,9,4,4,5,16,19,23,21,7,9,3,8,131,38,11,10,19,27,58,100,111,63,42,24,26,524,253,98,84,121,172,548,771,1290,932,1005,705,242,6224
30303,0,3,69,14,3,3,5,13,36,41,70,31,22,7,13,254,12,5,3,4,15,25,21,29,21,14,3,0,156,16,5,5,9,9,25,29,41,22,17,7,10,195,43,13,15,24,34,101,114,152,73,54,26,23,670,396,140,99,176,221,785,901,1706,1143,906,459,277,7198
