SA3_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
12501,53,3,34,6,10,101,20,0,7,3,4,33,124,19,69,14,10,234,275,31,347,23,37,710,160,37,277,24,31,533,295,114,596,54,67,1117,333,108,339,40,53,875,177,23,123,22,14,352,35,3,49,9,4,103,3,0,10,0,0,17,3,0,7,0,0,8,3,0,3,0,0,6,0,3,0,0,3,6,7,4,9,3,0,21,38,12,54,7,10,117,1516,361,1914,214,237,4239,52,11,45,8,7,123,13,0,0,0,0,17,80,0,23,6,10,116,59,10,41,17,12,140,47,4,39,8,3,100,165,34,163,15,25,399,386,57,571,43,59,1120,589,143,776,87,77,1674,410,74,357,47,40,936,91,20,121,28,20,281,25,8,46,11,7,97,12,0,15,6,3,36,5,0,4,0,0,5,4,0,13,0,0,18,62,12,65,8,14,167,1997,384,2279,292,277,5229,77,5,38,6,9,138,10,0
12502,59,12,30,9,5,116,39,0,3,0,0,48,136,15,57,15,24,249,41,14,43,13,21,125,45,3,33,3,4,94,150,10,147,17,20,346,257,65,377,54,55,801,128,36,210,38,27,442,30,9,42,13,12,97,3,3,12,3,0,20,0,0,6,0,0,9,0,0,3,0,0,4,0,0,0,0,0,0,8,0,3,0,0,9,20,9,23,6,9,66,914,178,993,174,167,2433,39,8,31,6,3,91,12,0,0,0,0,14,117,4,16,13,14,169,44,4,29,8,11,102,44,5,51,3,15,117,41,12,25,7,12,96,101,7,86,16,20,230,275,69,402,55,54,855,157,54,298,60,45,610,64,22,114,22,18,239,18,16,40,5,7,90,3,3,7,7,0,20,0,3,4,0,0,10,6,0,0,3,0,7,39,3,32,8,0,81,953,208,1143,226,183,2722,51,14,36,8,4,113,8,3
12503,103,16,81,8,11,217,88,0,17,4,7,112,336,52,188,33,39,647,288,51,289,38,57,721,287,69,431,42,72,903,641,161,1001,96,118,2021,222,101,421,50,85,876,36,17,70,13,13,148,6,3,16,0,3,22,3,3,3,0,0,7,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,22,0,10,0,3,36,75,16,69,7,16,177,2106,487,2587,291,433,5900,85,14,72,13,14,196,23,0,12,0,0,35,302,5,49,12,23,394,168,44,124,37,26,395,94,20,87,12,23,230,208,41,219,23,50,532,577,106,771,94,111,1656,700,206,1253,164,163,2486,149,87,303,47,44,625,32,10,61,9,20,129,3,4,11,0,7,23,3,5,3,0,0,13,0,0,0,0,0,0,8,3,12,0,0,28,78,17,95,19,22,239,2435,559,3076,429,494,6987,99,24,93,9,26,253,24,0
12504,109,5,74,14,8,211,61,0,9,0,4,77,211,28,90,19,30,382,419,34,315,23,29,825,689,59,598,45,35,1427,1242,103,1062,99,82,2592,733,86,647,75,86,1631,147,22,128,23,21,347,21,9,15,3,3,48,3,0,3,3,0,16,0,0,4,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,16,6,13,3,0,34,79,11,49,4,14,157,3742,356,3015,319,315,7742,87,21,74,6,11,199,14,0,12,3,0,27,164,5,38,15,15,231,135,17,78,14,17,252,87,11,77,14,10,200,226,15,169,29,18,458,1213,65,1197,81,78,2642,2062,171,1996,147,136,4508,447,56,453,47,61,1074,95,10,90,16,16,224,21,0,16,5,4,45,8,0,11,0,0,21,3,0,3,0,0,6,12,8,11,0,0,29,110,5,83,6,22,229,4681,388,4302,377,390,10138,84,11,64,6,9,176,19,0
12601,30,5,34,3,3,68,0,0,0,0,0,3,9,0,3,3,0,19,26,5,34,3,0,70,18,3,12,0,3,36,107,9,69,11,3,201,197,25,197,29,24,468,114,60,225,38,22,463,37,15,68,12,13,149,8,8,18,3,0,43,4,3,8,3,0,15,3,0,8,0,0,12,0,0,0,0,0,0,3,0,4,0,0,14,12,3,10,0,3,31,567,137,683,118,79,1584,28,7,34,3,3,70,0,0,0,0,0,0,11,0,3,0,0,14,15,3,6,4,0,28,8,0,13,0,4,23,9,0,13,4,3,26,56,0,35,9,15,111,232,29,235,35,14,541,137,41,207,51,26,468,71,29,123,31,21,277,19,11,50,17,9,107,13,9,30,16,13,78,5,0,13,0,0,20,4,3,20,0,0,23,12,5,18,5,6,51,614,136,798,180,117,1847,38,8,24,3,3,70,4,0
12602,107,3,74,18,22,221,48,0,9,0,3,59,183,7,48,8,16,262,241,17,113,16,21,411,279,15,154,12,16,478,619,23,334,46,42,1060,719,45,476,64,53,1356,467,68,499,55,60,1156,130,23,182,28,12,377,34,7,57,6,7,110,19,5,36,4,0,67,9,3,19,4,4,35,5,0,13,0,0,16,25,6,33,9,3,77,72,9,34,13,10,134,2960,236,2073,280,263,5811,115,9,60,10,15,203,20,0,0,0,0,20,149,3,14,6,6,177,130,3,22,8,11,173,69,0,38,5,6,122,160,9,79,7,14,272,655,20,304,36,31,1050,1193,52,784,77,71,2167,552,53,586,70,66,1330,232,30,330,47,44,679,90,19,140,18,17,278,29,17,64,13,10,132,18,8,36,8,4,80,29,11,69,12,7,133,74,3,49,3,19,152,3508,235,2584,327,315,6971,116,9,80,12,10,226,9,0
12701,51,10,65,8,19,154,36,0,15,0,5,59,162,35,90,15,27,333,77,25,110,8,43,260,108,34,139,28,48,359,183,58,372,25,71,716,125,63,223,25,54,494,45,17,70,11,30,171,3,7,16,0,0,24,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,12,11,13,38,6,20,86,815,268,1140,129,320,2679,59,11,78,11,8,165,6,0,4,0,3,16,131,12,35,14,24,214,56,20,59,13,18,160,27,17,36,10,15,100,54,25,58,18,31,181,133,59,229,31,64,508,216,126,474,72,100,985,86,73,183,47,55,435,17,17,40,13,19,105,3,0,3,3,5,16,7,0,0,0,3,11,0,0,0,0,0,0,9,3,9,0,4,22,33,9,40,18,15,120,823,363,1250,251,352,3043,66,4,65,3,18,149,6,0
12702,122,21,97,16,19,276,93,7,22,3,4,126,496,85,355,84,103,1120,565,102,679,101,210,1655,286,107,472,80,158,1098,429,217,906,156,213,1926,122,98,275,68,117,677,29,16,53,15,20,133,0,0,12,0,3,18,0,0,3,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,3,9,44,98,20,76,23,36,251,2267,669,2968,543,894,7339,109,21,112,15,21,276,15,0,11,8,3,32,292,15,51,46,48,459,193,53,129,53,60,485,136,31,130,38,62,402,369,74,405,59,109,1013,551,146,826,139,243,1908,513,365,1118,221,298,2516,79,78,198,63,82,516,27,15,32,7,18,98,4,4,8,4,3,18,0,0,4,0,3,7,3,0,0,0,0,6,7,6,10,6,3,34,86,35,91,20,44,277,2395,847,3132,687,991,8049,129,16,126,12,35,308,19,0
12703,62,12,45,3,9,135,42,3,15,0,3,63,334,36,326,31,37,757,414,53,648,49,75,1246,194,37,265,21,62,582,290,100,497,73,72,1033,212,69,298,44,56,677,37,25,69,17,18,165,5,4,14,0,0,23,5,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,3,12,5,3,35,52,8,48,11,15,134,1656,356,2247,255,360,4870,56,12,48,6,9,124,11,0,3,0,4,15,149,8,38,8,16,223,101,23,102,21,15,266,137,29,204,15,26,410,254,47,380,34,53,759,384,85,628,84,119,1299,358,157,682,126,151,1472,165,68,253,59,54,603,16,11,48,11,14,103,0,3,13,3,3,21,0,0,7,0,0,5,0,0,0,0,0,5,4,3,9,0,0,15,45,13,63,14,13,146,1693,457,2469,379,470,5483,51,9,44,11,9,120,9,0
12801,64,9,44,0,5,131,13,0,3,0,0,20,107,8,62,0,3,174,158,10,88,11,13,278,141,3,55,7,10,215,412,18,195,22,25,676,605,34,315,16,47,1015,338,52,362,48,55,855,101,24,111,20,22,285,25,4,50,4,8,90,11,3,22,3,4,44,3,8,19,3,3,37,3,0,9,3,0,10,5,6,12,3,6,30,31,3,23,5,10,76,2034,171,1387,152,206,3953,49,6,46,8,9,130,4,0,3,0,0,9,46,0,12,0,0,61,74,4,31,4,3,118,73,6,48,3,3,138,94,10,34,4,8,149,319,11,146,17,20,507,733,33,437,33,51,1285,366,31,350,51,38,829,155,38,213,29,33,469,52,26,105,17,27,217,20,8,56,12,10,108,13,6,25,9,5,53,24,12,43,9,13,98,50,8,30,11,5,94,2077,199,1578,202,230,4272,52,7,39,6,13,120,6,0
12802,43,3,26,8,5,87,19,0,0,0,0,16,63,8,28,3,4,103,42,7,29,4,7,82,65,6,34,3,4,113,390,16,195,23,12,634,320,32,332,36,48,774,128,38,316,32,40,554,28,5,62,5,11,112,6,3,23,4,0,43,7,0,6,3,3,14,3,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,0,21,10,12,3,3,47,1132,125,1075,133,133,2590,36,9,30,6,3,83,10,0,4,0,0,13,40,0,9,0,3,52,32,0,21,4,3,67,29,4,8,4,10,50,46,3,25,4,7,84,172,11,105,14,21,328,430,33,342,34,39,883,150,49,297,48,38,572,50,21,150,32,30,284,16,17,74,9,6,122,10,10,20,7,3,46,7,0,4,7,3,20,7,0,10,0,3,21,29,3,24,3,4,57,1063,159,1123,165,173,2680,36,3,31,3,3,80,10,0
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,54,3,43,4,9,112,44,3,28,3,3,79,259,22,162,11,24,479,498,46,414,44,73,1078,145,32,168,15,16,369,117,41,158,19,20,350,33,19,84,10,4,148,3,6,10,0,0,22,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,16,28,5,27,0,3,74,1187,178,1104,109,153,2735,64,12,37,11,6,121,9,0,7,0,0,22,165,4,66,3,4,241,285,27,201,21,35,571,245,18,159,24,24,474,417,37,366,43,32,893,223,53,316,26,22,643,62,28,122,18,13,249,3,3,17,3,0,23,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,13,42,0,30,3,7,88,1525,186,1335,145,148,3340,44,8,39,3,3,93,3,0
20102,58,0,33,8,4,100,14,0,5,0,0,20,54,11,40,0,3,109,66,13,74,6,7,170,26,3,23,0,0,59,11,4,14,0,6,38,0,0,6,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,10,0,4,30,253,37,215,14,26,540,43,4,22,4,5,79,5,0,3,0,0,9,35,4,21,0,0,56,42,12,34,3,4,90,38,5,32,4,0,78,54,3,52,0,3,110,40,7,41,3,0,88,8,0,9,0,0,18,3,3,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,3,24,289,36,222,11,16,575,37,0,26,4,4,73,6,0
20103,50,5,50,3,9,111,14,0,8,0,8,34,97,9,56,7,8,176,41,7,35,0,4,81,3,0,7,0,3,14,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,15,0,9,0,0,22,226,22,165,11,33,457,47,4,20,0,6,75,13,0,3,0,0,18,54,3,32,3,8,96,86,6,61,3,8,163,19,9,31,0,0,58,20,3,32,0,0,55,3,3,6,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,12,0,3,25,266,29,193,5,31,519,55,8,24,3,3,99,7,0
20201,58,3,31,3,8,104,23,0,15,0,0,38,226,18,132,8,25,413,445,46,412,28,46,983,171,17,211,13,13,426,137,30,203,8,8,386,42,10,69,3,3,137,8,0,13,0,0,24,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,23,4,20,3,3,54,1139,137,1113,73,119,2580,56,3,32,8,6,101,13,0,6,0,0,23,149,3,41,8,7,211,237,34,173,24,44,506,193,18,180,11,12,420,363,49,395,22,36,859,248,46,315,29,32,666,69,21,112,16,15,232,6,4,18,0,0,29,0,0,3,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,14,42,8,30,5,3,83,1383,190,1295,122,152,3149,45,5,25,0,8,85,4,0
20202,69,10,33,4,3,121,12,0,6,0,0,21,95,4,51,7,3,157,148,19,150,8,19,335,37,3,66,5,10,120,32,8,47,3,0,84,6,0,9,0,0,15,3,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,11,0,0,30,415,41,375,28,39,902,47,6,40,8,3,101,3,0,3,0,3,8,44,5,16,0,3,70,60,8,52,9,12,139,57,7,45,10,10,122,79,10,87,3,6,189,63,9,106,9,3,188,32,7,49,3,4,95,7,0,20,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,8,13,0,14,0,0,30,406,58,435,36,43,982,32,0,25,3,3,65,3,0
20203,56,3,47,3,4,109,8,7,12,0,0,24,41,0,37,0,3,80,19,3,9,0,0,27,4,0,7,0,0,9,3,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,16,131,16,113,4,9,277,57,5,38,7,3,104,5,3,3,0,0,13,21,7,18,3,8,55,26,4,15,3,0,47,4,0,0,0,0,5,8,0,3,0,0,6,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,17,137,18,90,14,12,264,42,6,28,0,0,83,11,0
20301,30,3,35,3,3,79,3,0,3,0,0,8,22,0,9,0,4,38,23,3,17,4,3,45,3,0,12,5,0,25,3,4,18,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,13,95,13,113,14,9,239,30,5,27,3,4,69,0,0,0,0,0,0,13,0,4,0,0,19,22,0,9,0,4,38,24,3,17,0,3,45,25,3,19,0,3,54,23,3,25,0,4,60,5,0,15,0,0,23,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,14,153,20,137,8,18,332,25,7,15,0,3,54,3,0
20302,136,5,82,21,10,259,63,0,18,6,6,95,517,36,236,34,43,867,847,85,676,54,101,1762,380,36,300,24,27,760,251,42,360,31,30,720,96,22,152,13,19,301,37,15,62,12,10,124,6,3,9,0,0,15,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,16,0,5,3,0,28,56,12,50,6,9,137,2404,261,1964,203,259,5097,113,12,72,17,15,225,20,0,14,0,0,35,220,9,72,8,13,325,382,33,215,23,57,704,315,39,217,29,56,650,691,58,533,58,69,1403,694,93,631,55,74,1541,251,67,385,57,48,801,49,17,68,13,17,158,5,3,24,0,3,38,9,0,7,0,0,14,5,3,3,0,0,10,5,0,3,0,0,8,10,0,3,0,0,21,76,12,53,17,21,172,2834,347,2292,271,371,6116,107,20,71,10,19,227,12,0
20303,69,8,41,9,3,130,9,0,3,0,0,15,79,12,40,5,0,140,247,26,201,15,20,508,119,18,140,3,15,288,87,12,138,14,8,256,52,11,105,15,6,193,18,5,38,5,6,80,3,0,10,0,0,13,3,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,9,15,3,18,3,0,41,720,87,743,64,61,1674,69,3,48,11,8,135,3,0,0,0,0,7,47,0,17,0,3,65,63,6,34,4,7,115,60,15,64,3,5,146,187,16,138,18,14,366,252,32,266,12,19,585,143,42,260,28,30,500,42,17,110,5,3,187,7,3,24,0,0,30,0,0,4,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,4,4,0,0,15,24,3,24,3,3,52,895,134,1012,86,91,2217,54,8,35,0,6,109,3,0
20401,111,9,57,4,9,202,28,0,15,3,0,50,209,20,175,9,20,433,226,36,276,11,22,566,62,0,66,4,0,133,33,4,47,8,4,94,11,3,14,0,0,29,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,6,0,0,12,29,9,32,0,0,68,735,79,697,43,60,1612,100,10,75,6,13,206,13,0,7,0,0,15,84,11,42,0,11,148,158,10,131,10,17,331,93,7,151,10,19,280,135,16,157,11,14,343,53,11,93,11,9,178,10,7,29,0,0,55,5,0,6,0,0,16,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,45,4,36,0,8,89,703,80,730,54,97,1670,99,4,64,4,13,191,3,0
20402,77,9,60,4,5,155,30,4,4,0,0,41,191,11,88,13,21,317,207,17,184,13,18,445,51,10,74,4,3,143,24,8,60,5,0,90,8,6,15,3,0,31,3,4,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,17,0,14,4,0,35,622,70,506,44,47,1280,61,9,42,11,7,131,16,0,3,0,0,15,83,10,49,3,4,146,170,14,121,7,18,336,96,14,91,6,17,219,103,25,116,10,11,260,48,10,79,12,7,151,4,3,12,3,0,27,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,32,4,20,4,3,62,622,82,537,59,69,1364,50,12,47,4,3,114,7,0
20403,93,6,83,6,3,199,36,4,24,0,0,63,266,26,171,16,18,491,365,40,350,18,26,803,109,14,140,18,7,287,122,25,154,10,12,322,34,11,72,7,8,129,6,7,20,4,3,45,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,16,41,3,22,0,4,74,1083,136,1054,72,94,2438,81,16,71,12,8,180,15,0,10,3,0,25,141,4,53,7,5,208,225,26,173,17,22,465,182,17,173,17,9,402,229,47,290,22,26,612,145,37,251,24,16,478,51,9,86,14,10,169,10,7,13,4,0,34,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,16,31,4,35,3,7,82,1125,169,1167,123,107,2684,66,7,62,3,5,144,10,0
20501,66,12,63,6,9,162,17,0,15,3,0,31,129,19,57,8,14,228,129,16,124,11,12,293,37,4,50,7,0,99,14,13,38,3,8,76,7,3,15,0,0,33,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,14,3,22,0,5,40,419,64,397,41,59,985,64,9,44,6,4,131,15,0,7,4,0,15,73,4,30,0,7,113,100,4,58,6,8,180,72,6,63,4,10,155,117,14,125,14,14,277,67,19,144,9,15,256,16,9,22,3,3,47,0,0,5,0,0,5,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,17,3,28,3,6,58,543,64,520,55,66,1247,54,9,58,3,6,131,3,0
