SA3_CODE_2016,Tot_persons_C06_M,Tot_persons_C06_F,Tot_persons_C06_P,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Age_0_4_C06_M,Age_0_4_C06_F,Age_0_4_C06_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_5_14_C06_M,Age_5_14_C06_F,Age_5_14_C06_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_15_19_C06_M,Age_15_19_C06_F,Age_15_19_C06_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_20_24_C06_M,Age_20_24_C06_F,Age_20_24_C06_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_25_34_C06_M,Age_25_34_C06_F,Age_25_34_C06_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_35_44_C06_M,Age_35_44_C06_F,Age_35_44_C06_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_45_54_C06_M,Age_45_54_C06_F,Age_45_54_C06_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_55_64_C06_M,Age_55_64_C06_F,Age_55_64_C06_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_65_74_C06_M,Age_65_74_C06_F,Age_65_74_C06_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_75_84_C06_M,Age_75_84_C06_F,Age_75_84_C06_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_grp_85ov_C06_M,Age_grp_85ov_C06_F,Age_grp_85ov_C06_P,Age_grp_85ov_C11_M,Age_grp_85ov_C11_F,Age_grp_85ov_C11_P,Age_grp_85ov_C16_M,Age_grp_85ov_C16_F,Age_grp_85ov_C16_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,IP_Abor_C06_M,IP_Abor_C06_F,IP_Abor_C06_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Tor_Strt_Is_2006_Ce_M,IP_Tor_Strt_Is_2006_Ce_F,IP_Tor_Strt_Is_2006_Ce_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2006_Ce_M,IP_B_Ab_To_St_Is_2006_Ce_F,IP_B_Ab_To_St_Is_2006_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_Tot_2006_Ce_M,IP_Tot_2006_Ce_F,IP_Tot_2006_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,Brthplace_Aust_2006_Ce_M,Brthplace_Aust_2006_Ce_F,Brthplace_Aust_2006_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Elsewhere_2006_Ce_M,Brthplace_Elsewhere_2006_Ce_F,Brthplace_Elsewhere_2006_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,LSH_Eng_only_2006_Ce_M,LSH_Eng_only_2006_Ce_F,LSH_Eng_only_2006_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Oth_Lan_2006_Ce_M,LSH_Oth_Lan_2006_Ce_F,LSH_Oth_Lan_2006_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,Aust_citiz_C06_M,Aust_citiz_C06_F,Aust_citiz_C06_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P
11401,43461,44945,88406,45611,47014,92619,49202,50286,99490,2465,2380,4842,2614,2566,5174,2635,2485,5122,6240,5948,12192,5715,5469,11189,5742,5431,11173,3047,2720,5767,2990,2815,5806,2701,2594,5297,1821,1770,3587,2255,1944,4203,2471,2152,4618,3727,3920,7649,3873,3941,7814,4696,4605,9300,5189,5671,10861,4951,5341,10285,5001,5073,10069,6093,6303,12395,6314,6588,12904,5930,6356,12278,6035,6379,12410,6618,7061,13675,7362,7953,15320,5060,5168,10234,5811,5878,11693,7423,7523,14951,3172,3521,6692,3461,3853,7315,3946,4257,8202,610,1158,1773,1010,1562,2565,1302,1852,3158,108,128,234,109,150,262,158,208,367,1585,1596,3176,2062,2106,4171,2682,2623,5300,40,43,81,49,49,99,55,70,124,31,26,58,27,20,45,39,29,70,1651,1659,3309,2138,2177,4315,2773,2718,5494,35286,36504,71791,36899,38168,75068,38944,39665,78609,5448,5714,11160,5734,5993,11730,6200,6556,12759,39984,41406,81390,41254,43081,84330,43268,44731,88002,1414,1547,2958,1487,1681,3164,1855,2153,4009,39426,40759,80189,40874,42725,83597,43461,44981,88439
11402,20301,21975,42272,21271,23115,44386,22878,24988,47869,1317,1211,2532,1306,1274,2578,1227,1133,2358,3135,3111,6240,3015,2994,6008,3046,2993,6038,1452,1523,2974,1443,1416,2861,1442,1580,3029,876,781,1658,941,957,1905,988,901,1892,1726,1947,3670,1591,1718,3306,1969,1996,3966,2659,3126,5782,2530,2864,5395,2377,2691,5066,2872,3061,5928,2996,3327,6318,3024,3438,6469,2792,3099,5892,3003,3395,6397,3100,3553,6652,2065,2150,4218,2631,2819,5454,3312,3796,7106,1125,1407,2527,1424,1582,3001,1849,2015,3868,280,566,845,395,777,1166,541,889,1430,86,115,200,135,126,264,89,119,208,223,252,474,337,395,728,426,488,910,13,14,19,17,15,25,9,11,24,13,15,27,18,18,38,5,12,20,253,279,531,373,427,801,443,506,955,16040,17498,33540,16991,18568,35555,17629,19254,36885,2974,3214,6185,3206,3542,6745,3601,3999,7606,18462,19994,38454,19483,21061,40545,20172,22080,42253,839,968,1804,887,1104,1991,1269,1437,2705,18146,19710,37856,19236,20990,40228,20190,22142,42336
11501,61352,64408,125759,65453,68370,133822,70323,73420,143738,3901,3604,7498,4352,4031,8384,4228,4051,8275,9644,9122,18770,9815,9158,18979,10699,10019,20717,5301,5284,10579,5322,5014,10335,5298,4944,10243,4543,4392,8934,4584,4474,9054,4764,4309,9071,6545,7055,13601,6570,6976,13549,7098,7460,14564,8685,10116,18807,9036,10383,19427,9684,10895,20580,9702,10488,20192,9907,10774,20684,9987,10842,20833,7633,7381,15015,8366,8679,17045,8617,9239,17858,3212,3177,6392,4749,4725,9472,6179,6567,12751,1688,2442,4130,2029,2557,4593,2748,3202,5950,495,1345,1846,720,1589,2310,1015,1893,2906,359,546,909,452,659,1113,889,1214,2099,115,150,265,172,205,379,259,269,520,6,6,11,3,9,12,3,5,8,0,0,0,10,3,13,10,3,17,120,154,281,184,212,398,272,275,552,39419,41283,80703,40911,42350,83253,41327,42313,83642,19627,20769,40401,22783,24133,46916,26971,29004,55973,44402,46199,90602,44882,46319,91200,43871,44416,88286,15264,16557,31821,19017,20549,39564,24474,26794,51261,54349,57100,111450,57860,60204,118067,60376,62332,122704
11502,12279,12359,24636,12559,12774,25338,13063,13164,26229,687,683,1371,649,646,1301,668,604,1270,1889,1770,3655,1898,1804,3702,1916,1771,3692,1064,980,2044,1066,958,2025,1054,955,2004,823,760,1583,796,744,1537,866,780,1642,1057,1075,2133,991,985,1979,1088,1108,2198,1645,1846,3494,1518,1822,3340,1411,1604,3013,1839,1987,3831,1986,2058,4040,2017,2106,4125,1755,1672,3424,1746,1768,3511,1701,1733,3437,913,798,1706,1166,1120,2286,1426,1426,2856,462,567,1031,559,561,1125,682,696,1380,146,220,367,182,309,494,237,374,608,96,80,175,58,68,123,74,92,168,42,36,69,66,53,115,95,90,187,0,0,3,6,6,10,4,6,11,0,0,0,3,4,6,0,0,0,41,36,76,73,63,133,104,101,201,9105,9146,18255,9464,9604,19075,9649,9630,19281,2590,2598,5195,2685,2752,5435,2772,2861,5629,10220,10263,20483,10483,10600,21082,10586,10526,21112,1565,1606,3170,1751,1836,3590,1912,2031,3940,11063,11102,22161,11440,11609,23046,11705,11768,23471
11503,11898,11586,23486,12232,11841,24075,12418,12171,24588,800,755,1555,690,711,1396,760,689,1446,2006,1903,3912,1924,1765,3689,1767,1664,3433,1053,924,1973,1034,926,1954,933,835,1769,620,582,1203,768,658,1431,758,778,1535,1142,1238,2371,1083,1069,2155,1266,1244,2510,1887,2007,3895,1739,1912,3648,1474,1608,3078,1862,1834,3699,2011,1954,3966,2014,2005,4022,1464,1351,2812,1590,1519,3109,1712,1641,3357,708,586,1294,964,851,1814,1184,1164,2351,302,304,608,344,331,677,434,406,839,64,106,169,87,143,234,118,136,259,40,42,79,37,40,83,26,46,76,135,110,243,219,185,400,347,304,653,6,5,14,0,0,3,0,3,8,4,0,3,3,5,5,7,3,12,145,123,260,223,190,410,358,312,674,9594,9430,19028,9989,9689,19675,10106,9874,19981,1496,1415,2915,1440,1421,2862,1371,1414,2785,10781,10535,21318,11009,10740,21753,11015,10808,21819,456,448,898,488,477,964,548,556,1100,10668,10443,21115,10982,10658,21636,11077,10849,21928
11504,12932,12722,25646,13771,13410,27181,16594,16587,33182,1282,1261,2539,1167,1001,2162,1227,1131,2354,2324,2088,4414,2545,2375,4916,2972,2802,5775,890,836,1725,982,866,1850,1341,1261,2603,657,650,1303,804,774,1578,993,925,1917,1759,2042,3801,1389,1560,2952,1783,1914,3694,2305,2286,4596,2426,2565,4992,2630,2894,5517,1698,1573,3270,1930,1792,3726,2473,2392,4866,1245,1151,2400,1418,1391,2805,1647,1646,3288,517,485,997,796,708,1513,1060,1081,2147,211,266,475,252,281,534,385,409,796,42,83,128,59,98,155,85,143,230,29,60,93,45,76,123,103,164,269,92,81,174,117,99,213,203,196,406,4,0,7,11,0,7,3,3,9,0,0,0,7,9,16,0,0,0,91,88,181,135,102,240,207,202,415,9404,9218,18614,10046,9767,19815,11744,11558,23303,2890,2832,5723,3142,3148,6290,4200,4369,8566,10278,10086,20366,10853,10545,21403,12577,12334,24914,2127,2132,4258,2381,2446,4826,3430,3655,7090,11490,11254,22744,12294,12043,24336,14685,14537,29226
11601,58047,59106,117149,61987,63031,125024,67432,67314,134753,4315,4097,8409,4928,4727,9655,5100,4901,10005,8541,8113,16650,8671,8063,16728,9045,8421,17468,4365,3982,8347,4180,4033,8213,4438,4044,8481,4333,4248,8578,4371,4126,8495,4748,4276,9022,8645,8955,17603,9755,10150,19901,10967,11102,22074,8440,8470,16908,8900,8850,17750,10123,9643,19767,7912,8310,16215,8125,8294,16415,8171,8174,16342,6048,5943,11989,6743,7070,13812,7169,7646,14816,3249,3720,6971,3783,3936,7722,4750,5078,9823,1874,2507,4375,2028,2699,4722,2185,2765,4951,340,763,1099,523,1089,1610,735,1259,1998,306,393,699,326,505,823,619,948,1563,945,1040,1987,1119,1237,2353,1317,1372,2684,47,60,105,40,48,87,48,48,104,19,24,46,29,36,63,36,41,73,1012,1119,2134,1190,1312,2504,1400,1463,2858,34011,34223,68231,34971,35201,70170,35273,34803,70076,20337,21289,41627,24058,25066,49124,28726,28989,57716,36242,36297,72541,35725,35855,71582,35115,34376,69489,18998,20213,39208,23731,24895,48631,29155,29684,58833,49067,50211,99276,51670,52505,104178,53541,53557,107096
11602,30282,29714,59992,37656,37122,74776,46581,46244,92823,2867,2697,5558,3647,3386,7035,4005,3880,7885,5047,4798,9847,6172,5732,11907,7731,7201,14935,2093,1985,4079,2597,2466,5070,3269,3010,6281,2198,1985,4176,2406,2266,4675,2940,2649,5589,5370,5557,10934,6146,6481,12626,6687,7335,14026,5165,5159,10323,6625,6614,13235,8671,8491,17161,3786,3618,7406,4722,4690,9415,5988,6008,11998,2298,2211,4510,3196,3151,6344,4001,4095,8099,965,981,1943,1507,1437,2950,2296,2387,4683,426,566,991,534,658,1193,795,892,1686,68,153,217,95,226,323,183,299,488,210,273,482,265,422,684,441,729,1168,446,317,761,542,402,947,749,556,1304,14,8,18,20,20,34,13,11,26,11,11,16,17,8,29,17,15,38,463,336,804,576,432,1004,777,590,1368,18946,18717,37659,23043,22559,45600,26707,25943,52649,9744,9463,19209,13409,13439,26844,18005,18455,36460,20007,20097,40105,23626,23489,47111,26330,26297,52628,8141,8341,16486,12221,12675,24897,17525,18285,35809,25138,25473,50612,31952,31984,63928,38529,38620,77146
11603,47610,49161,96771,51100,52630,103727,54923,57145,112066,4517,4093,8614,4637,4303,8936,4707,4567,9270,9435,8778,18208,9256,8504,17759,9175,8586,17764,4018,3857,7872,4424,4222,8648,4425,4235,8657,3307,3587,6892,3772,3779,7544,4171,4188,8361,6217,7235,13458,6873,7582,14459,7836,8785,16626,7062,7411,14471,6925,7618,14544,7280,7695,14970,5755,5999,11750,6567,6733,13298,6850,7155,14007,4282,4375,8662,4722,5027,9745,5354,5666,11017,2002,2172,4174,2672,2858,5530,3423,3785,7211,834,1200,2032,1017,1392,2405,1372,1728,3100,176,460,637,244,612,859,334,755,1084,151,264,420,194,324,522,435,661,1096,1897,2003,3897,2254,2279,4531,2477,2641,5122,96,95,185,67,55,119,57,63,114,31,25,54,29,23,47,41,35,76,2025,2117,4143,2346,2350,4702,2575,2740,5312,27514,28303,55818,29241,29936,59178,29957,30544,60504,16159,16938,33099,18752,19634,38385,21084,22516,43593,28418,29110,57521,29454,30050,59504,29633,30082,59717,16026,17072,33099,18846,20000,38840,21829,23475,45298,39308,40805,80113,42045,43449,85487,44142,45554,89699
11701,17798,18189,35994,19490,19863,39359,23254,23441,46693,1248,1084,2334,1356,1292,2649,1495,1405,2895,2175,2058,4226,2367,2126,4491,2586,2437,5025,1062,1058,2120,1119,1134,2248,1383,1270,2650,1285,1227,2511,1313,1245,2561,1920,1874,3793,2713,2818,5532,3109,3211,6316,4445,4334,8778,2837,2733,5570,3092,3136,6230,3546,3610,7157,2365,2377,4744,2611,2458,5069,2966,2894,5856,1837,1989,3826,2001,2136,4137,2190,2241,4430,1305,1371,2677,1462,1611,3073,1503,1776,3273,780,1055,1835,854,1056,1906,955,1102,2053,190,415,604,212,458,673,265,497,765,163,174,344,218,277,491,676,777,1457,296,313,604,284,311,592,361,409,769,9,5,14,7,10,18,11,14,26,4,3,13,5,3,5,14,13,23,306,324,629,292,320,615,387,431,815,9035,9135,18170,10102,10136,20240,11511,11194,22699,7319,7632,14954,8116,8487,16603,10081,10611,20695,9035,9011,18041,10005,9768,19771,11788,11169,22953,7601,8097,15696,8350,9008,17356,9971,10831,20796,14124,14619,28739,15422,15887,31315,17133,17382,34513
11702,23825,23981,47806,25275,25338,50612,26974,27635,54609,1407,1431,2836,1712,1556,3265,1517,1434,2947,1991,1852,3846,2127,2024,4152,2491,2216,4709,1083,1012,2095,997,961,1957,950,923,1874,1770,1987,3755,1779,1976,3752,1934,2242,4178,4945,5284,10230,5220,5487,10707,6150,6421,12567,4606,4359,8964,4870,4782,9657,4688,4860,9545,3148,3142,6287,3458,3249,6705,3686,3556,7248,2307,2169,4474,2425,2393,4817,2581,2628,5212,1499,1454,2952,1498,1499,2998,1668,1718,3384,867,916,1777,942,1020,1957,977,1120,2091,212,379,590,255,385,641,331,528,856,237,284,520,215,247,462,274,314,590,330,402,735,347,396,745,380,415,794,16,22,34,15,15,30,4,5,9,3,0,5,8,8,16,15,3,17,353,429,778,372,420,796,398,425,825,12820,13265,26078,14362,14802,29167,15893,16177,32078,8553,8543,17099,8882,8909,17795,8812,9297,18106,13362,13565,26928,15133,15339,30469,16997,17061,34057,8320,8585,16908,8277,8542,16822,7846,8583,16432,18779,19544,38324,20158,20923,41085,21454,22187,43644
11703,85432,75439,160871,92088,82482,174573,110837,103409,214249,2789,2654,5443,3339,3077,6413,3636,3613,7249,3188,3051,6240,3124,3079,6209,3710,3713,7428,3137,3593,6732,2819,3108,5927,3859,4691,8552,10445,11273,21716,10406,11381,21785,13546,15670,29215,26118,23184,49307,29569,27149,56719,36404,34325,70726,16302,11456,27756,17435,12995,30431,19706,15415,35119,10036,7856,17894,11057,8186,19246,12693,9535,22226,6995,5742,12735,7655,6644,14299,8767,7748,16513,3882,3379,7258,4136,3694,7830,5468,5037,10501,2070,2285,4360,2058,2184,4238,2330,2570,4901,472,957,1430,490,985,1472,724,1087,1811,6999,6468,13470,7788,7273,15068,11599,12324,23918,961,950,1912,1044,1086,2133,1164,1126,2298,45,44,92,39,32,71,53,45,95,28,27,53,33,34,67,43,53,96,1037,1024,2053,1117,1149,2268,1264,1229,2489,34731,31505,66234,41340,36796,78135,45533,40441,85971,28724,26730,55455,37890,35554,73441,50429,50940,101370,45121,39201,84328,54567,46294,100861,60304,51428,111737,18789,19683,38472,25063,26489,51550,36088,40384,76469,48276,44181,92459,57787,51724,109516,63778,57422,121209
11801,55660,59954,115616,58238,62316,120559,60329,66053,126382,3262,3107,6370,3854,3695,7555,3659,3495,7156,5085,4902,9988,5539,5320,10855,6417,6220,12638,2589,2777,5365,2559,2476,5031,2616,2612,5228,3412,3875,7283,3347,3952,7307,3242,3783,7020,11920,13028,24945,12563,13604,26166,12214,14381,26591,9381,9359,18739,10106,10213,20322,10137,10514,20645,6871,7157,14033,7149,7403,14548,7819,8077,15897,6220,6415,12636,5905,6331,12234,5723,6263,11985,3416,3883,7300,3966,4431,8394,4820,5496,10315,2586,3583,6172,2256,2928,5181,2517,3237,5754,911,1865,2776,1000,1962,2960,1179,1987,3166,1373,1468,2836,1055,1299,2353,1380,1485,2866,136,128,259,181,167,346,225,184,411,13,12,30,11,8,16,17,17,29,10,10,14,4,3,5,4,14,20,155,148,308,192,179,367,250,210,457,28213,31799,60010,31165,34047,65207,32689,35399,68093,18147,19699,37842,20239,21812,42048,21491,23872,45365,38902,42584,81488,42569,45668,88233,43850,46885,90739,7956,9599,17557,9098,10542,19636,10553,12696,23246,39832,44913,84742,43122,47441,90554,45063,49323,94389
11802,59147,60738,119882,63369,65625,128988,69175,71477,140654,3334,3183,6513,3964,3736,7703,3882,3766,7645,5635,5220,10849,6051,5752,11802,6795,6517,13314,3611,3284,6897,3571,3351,6920,4125,4021,8146,6389,5951,12338,6709,6496,13207,7660,7325,14983,11232,11368,22608,12066,12278,24342,13259,13311,26570,9349,9402,18751,9804,10164,19970,10384,10611,20992,7089,7575,14664,7789,8026,15815,8328,8674,17000,5595,5798,11392,6008,6309,12314,6326,6772,13097,3623,3970,7595,3916,4364,8284,4625,5138,9762,2610,3585,6191,2525,3336,5860,2670,3294,5967,680,1404,2089,955,1816,2776,1129,2053,3181,1186,1302,2489,1244,1348,2587,1492,2014,3508,711,666,1377,878,848,1725,1095,952,2044,34,30,62,38,37,71,27,33,60,14,15,27,27,16,42,24,14,38,760,715,1476,942,900,1844,1142,1002,2148,32386,33161,65544,34293,35265,69557,35920,36452,72374,20738,22117,42857,24032,25612,49646,27928,29670,57596,36991,38319,75311,39103,40808,79915,41169,42773,83943,15730,17690,33425,18280,20483,38762,21413,23700,45110,43614,46735,90346,45849,49704,95556,47846,51711,99549
11901,72570,74904,147474,78233,80837,159073,84425,87005,171429,5705,5369,11070,6341,5889,12229,6442,6156,12600,10950,10204,21160,11512,10835,22346,12463,11627,24085,5286,5138,10419,5731,5343,11072,5805,5594,11398,5011,5076,10084,5400,5420,10820,6119,6024,12142,9682,10348,20028,10367,11257,21625,11712,12414,24127,10033,10442,20470,10294,11084,21373,10913,11633,22547,9516,9593,19108,10328,10619,20948,10355,10939,21292,7336,7194,14528,8302,8398,16707,9316,9584,18900,4672,5149,9817,5383,5351,10740,6302,6323,12622,3556,4826,8383,3374,4402,7775,3463,4218,7686,835,1572,2401,1200,2243,3442,1525,2505,4028,284,361,646,330,481,812,650,848,1499,451,467,916,547,608,1156,642,701,1340,25,29,53,41,46,85,15,33,52,5,7,12,6,8,15,13,8,22,482,501,985,593,665,1260,667,749,1412,41808,43225,85026,44718,45901,90622,46699,47208,93909,25319,26242,51565,28407,30109,58516,32393,34396,66789,32522,33890,66405,32157,33192,65345,32996,32961,65956,35670,36769,72438,41523,43407,84931,46673,49323,95989,62659,64917,127572,67104,69440,136543,70675,72779,143452
11902,58784,58741,117525,63066,62359,125427,68285,66782,135070,4626,4213,8842,5033,4728,9767,5146,4767,9909,8261,7650,15907,8425,7711,16136,8875,8251,17127,3705,3547,7250,3995,3584,7579,4167,3877,8045,4103,4156,8264,4417,4219,8642,4965,4621,9584,8856,9046,17908,10270,10026,20297,11767,11080,22854,9096,9052,18142,9091,9227,18317,9853,9240,19093,7453,7562,15014,8185,8173,16357,8448,8585,17034,5619,5383,10998,6021,6061,12073,6558,6860,13422,3977,4125,8103,4163,4290,8451,4555,4654,9212,2498,2974,5473,2703,3088,5793,2875,3312,6186,590,1031,1619,766,1251,2018,1072,1529,2601,362,483,847,365,527,890,681,868,1542,208,252,457,245,285,530,312,386,697,49,49,94,24,22,42,24,27,53,3,5,9,3,21,21,9,8,21,257,302,562,271,322,599,338,422,768,25584,25699,51281,27837,27405,55238,29824,28884,58709,27889,28102,55995,30563,30658,61220,34080,33560,67640,15874,15899,31766,16940,16365,33304,18954,17941,36892,38385,38702,77086,41920,42208,84129,45310,44917,90233,45900,46785,92692,48527,48650,97174,50414,50357,100764
11903,53445,56856,110302,56553,60051,116602,61881,65311,127193,3282,3037,6318,3607,3404,7010,3775,3501,7276,7141,6585,13726,7013,6523,13536,7103,6783,13888,3704,3540,7242,3777,3393,7173,3962,3834,7797,3940,3844,7788,4300,4199,8495,5137,4566,9701,7142,7626,14772,8301,8730,17028,10146,10372,20522,7748,8588,16335,7472,8503,15972,7745,8539,16276,7507,7889,15399,7959,8508,16464,7978,8722,16702,5619,5810,11435,6244,6686,12932,7016,7799,14809,3766,4286,8053,4135,4514,8645,4921,5371,10295,2782,3826,6607,2721,3580,6299,2929,3588,6521,813,1813,2627,1030,2016,3047,1165,2245,3409,356,517,874,491,732,1221,894,1341,2239,231,252,477,305,344,654,294,383,680,13,23,33,19,14,36,17,17,31,12,11,19,13,15,24,3,3,8,248,282,531,343,375,719,317,409,721,30593,32057,62650,31104,32209,63311,31551,31855,63403,19410,21323,40726,22658,25116,47776,27410,30397,57806,28293,29772,58061,27297,28379,55673,27034,27238,54270,22408,24466,46876,26842,29388,56235,32277,35387,67664,44702,47617,92320,46198,49160,95352,47084,49356,96446
11904,56872,58818,115692,60468,62039,122498,68158,69567,137723,3866,3485,7350,4105,3963,8067,4334,4076,8414,6527,6289,12812,6861,6451,13314,7130,6663,13788,3142,3044,6183,3243,3159,6402,3620,3421,7044,4056,4104,8158,4191,4052,8248,5100,5050,10147,9711,9449,19162,10725,10546,21269,13727,13508,27235,8617,8919,17533,9152,9268,18420,9885,9788,19672,7093,7438,14529,7746,8026,15773,8193,8560,16749,6074,6029,12107,6289,6543,12831,6665,7271,13935,4151,4485,8637,4210,4709,8914,5080,5430,10504,2754,3689,6443,2954,3377,6324,3087,3760,6846,884,1886,2775,998,1952,2947,1338,2038,3379,461,558,1017,531,686,1219,994,1413,2411,237,256,499,314,310,630,416,420,834,21,18,42,19,10,27,26,20,43,0,8,12,4,3,8,12,16,22,267,289,549,335,322,663,447,447,902,28111,29459,57573,30032,30748,60782,31792,31742,63538,23489,24342,47832,26351,27552,53906,31852,33266,65119,23415,24738,48150,24042,24534,48579,26056,25575,51630,28894,29926,58819,32765,34236,67007,38088,40019,78099,44975,47637,92609,47676,49648,97325,49966,51535,101495
12001,30963,33565,64527,35939,38219,74155,40933,44427,85356,2082,2038,4122,2629,2496,5125,2761,2587,5354,3345,3253,6600,3808,3668,7476,4433,4310,8749,1666,1558,3225,1815,1778,3591,1983,1912,3888,1884,1993,3876,2465,2367,4830,2819,2977,5799,5257,5791,11045,6164,6493,12656,7516,7945,15461,5106,5582,10689,5813,6259,12069,6323,6720,13042,4204,4619,8826,4812,5173,9983,5133,5929,11061,3385,3553,6942,3793,4197,7995,4272,4899,9170,2156,2418,4575,2515,2752,5269,3196,3630,6820,1466,2004,3470,1614,2041,3654,1776,2226,3998,406,758,1167,515,989,1501,735,1280,2011,216,310,525,260,411,676,553,829,1382,84,110,190,120,145,265,186,192,382,7,6,15,8,10,17,12,12,23,7,0,5,0,0,0,0,3,5,97,119,211,129,157,283,200,211,410,18839,20640,39476,21203,22487,43695,22644,23851,46493,9469,10340,19808,12274,13501,25782,15792,17808,33598,19374,20989,40356,21500,22485,43988,22856,23839,46697,9292,10409,19696,12143,13769,25920,15759,18098,33857,25778,28193,53971,28993,31243,60236,31492,33938,65427
12002,23337,25440,48777,24725,27470,52198,26847,29222,56066,1807,1630,3432,2207,2094,4296,2067,2062,4124,1811,1753,3567,2252,2235,4485,3196,2944,6141,841,858,1699,840,800,1642,922,928,1851,1285,1487,2772,1155,1433,2594,1415,1504,2918,4960,5938,10895,4394,5404,9801,4123,4740,8862,4913,5041,9949,5346,5646,10990,5152,5615,10765,3097,3463,6561,3389,3717,7109,4083,4372,8452,2559,2677,5237,2750,3141,5893,2858,3302,6166,1222,1335,2564,1475,1633,3110,1985,2324,4305,674,893,1561,721,921,1645,783,959,1745,170,366,542,192,436,631,261,466,726,223,304,524,246,292,536,217,322,542,173,194,373,217,265,478,241,289,536,13,10,21,9,10,21,13,9,24,6,8,19,8,5,15,7,11,17,199,215,406,232,284,513,262,311,575,14664,16472,31133,15895,18207,34098,17019,18888,35911,6393,6823,13218,7197,7749,14943,7596,8091,15689,18152,19957,38116,19691,21767,41458,20832,22373,43208,3129,3622,6752,3545,4350,7891,3883,4704,8590,18532,20749,39284,20189,22923,43116,21610,23875,45489
