SA3_CODE_2016,C06_CFC_SMS_MRM_NDC_UR_1,C06_CFC_SMS_MRM_NDC_UR_2,C06_CFC_SMS_MRM_NDC_UR_3,C06_CFC_SMS_MRM_NDC_UR_4mo,C06_CFC_SMS_MRM_NDC_UR_Total,C06_CFC_SMS_M_DfM_NDC_UR_1,C06_CFC_SMS_M_DfM_NDC_UR_2,C06_CFC_SMS_M_DfM_NDC_UR_3,C06_CFC_SMS_M_DfM_NDC_UR_4mo,C06_CFC_SMS_M_DfM_NDC_UR_Tot,C06_CFC_SMS_Tot_NDC_UR_1,C06_CFC_SMS_Tot_NDC_UR_2,C06_CFC_SMS_Tot_NDC_UR_3,C06_CFC_SMS_Tot_NDC_UR_4mo,C06_CFC_SMS_Tot_NDC_UR_Tot,C06_1_PF_NDC_UR_1,C06_1_PF_NDC_UR_2,C06_1_PF_NDC_UR_3,C06_1_PF_NDC_UR_4mo,C06_1_PF_NDC_UR_Tot,C06_Tot_NDC_UR_1,C06_Tot_NDC_UR_2,C06_Tot_NDC_UR_3,C06_Tot_NDC_UR_4mo,C06_Tot_NDC_UR_Tot,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Tot,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1_PF_NDC_UR_1,C11_1_PF_NDC_UR_2,C11_1_PF_NDC_UR_3,C11_1_PF_NDC_UR_4mo,C11_1_PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1_PF_NDC_UR_1,C16_1_PF_NDC_UR_2,C16_1_PF_NDC_UR_3,C16_1_PF_NDC_UR_4mo,C16_1_PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot
11801,2899,3458,1217,279,7854,534,289,49,10,876,3435,3743,1264,289,8728,1184,553,113,32,1880,4618,4299,1374,322,10611,3169,3887,1487,307,8855,700,419,76,20,1218,3872,4308,1567,325,10073,1281,641,139,29,2087,5154,4950,1711,351,12156,3477,4328,1577,336,9718,869,492,117,21,1493,4349,4819,1692,354,11213,1289,718,159,24,2198,5633,5534,1856,384,13404
11802,3362,3886,1180,250,8678,522,330,67,20,934,3881,4220,1245,269,9612,1620,729,172,42,2560,5500,4949,1418,309,12174,3742,4517,1359,263,9882,596,485,118,17,1217,4338,5003,1481,288,11103,1680,775,172,43,2675,6016,5771,1658,329,13773,3808,5022,1502,253,10589,820,622,123,25,1589,4626,5649,1620,277,12176,1605,812,180,33,2634,6231,6455,1805,312,14805
11901,4963,6014,2652,1200,14841,398,302,106,60,864,5361,6316,2766,1259,15703,2034,1371,529,224,4156,7396,7680,3294,1485,19859,5164,6478,3038,1359,16038,376,352,120,66,909,5536,6824,3153,1422,16941,2289,1542,588,285,4703,7820,8370,3747,1705,21645,5392,6740,3186,1575,16898,518,487,193,104,1299,5911,7227,3378,1677,18195,2225,1493,699,303,4721,8137,8724,4074,1985,22916
11902,4398,4556,1860,886,11695,293,195,88,21,596,4688,4752,1945,910,12291,1775,1030,340,139,3289,6463,5781,2286,1049,15580,4828,5051,2070,941,12889,339,239,83,38,694,5162,5286,2153,975,13580,1869,1037,330,145,3381,7036,6322,2481,1121,16959,5068,5321,2142,997,13534,384,353,114,53,902,5457,5670,2259,1048,14430,1797,972,374,161,3299,7250,6640,2636,1211,17730
11903,4167,4980,1594,431,11169,316,192,55,32,592,4477,5169,1649,458,11758,1549,830,249,71,2704,6028,5999,1895,534,14463,4633,5207,1588,457,11886,347,242,73,37,693,4981,5452,1654,489,12578,1569,877,253,80,2781,6553,6329,1909,568,15358,4924,5443,1654,421,12452,427,313,86,39,868,5353,5761,1742,465,13325,1680,925,236,82,2919,7030,6688,1981,547,16241
11904,4093,4269,1440,472,10272,335,217,57,22,629,4433,4480,1498,491,10902,1463,813,231,82,2594,5895,5290,1728,578,13498,4599,4666,1576,487,11323,406,294,77,31,796,5007,4953,1648,509,12124,1613,861,259,87,2819,6617,5820,1907,596,14941,5169,5078,1540,453,12242,546,392,111,32,1076,5716,5470,1655,482,13315,1698,905,225,77,2909,7417,6376,1879,556,16227
12001,2294,2653,779,166,5884,244,134,28,11,412,2538,2785,805,172,6300,711,361,75,17,1167,3251,3144,881,190,7474,2757,3185,935,181,7056,316,196,38,6,560,3073,3384,971,186,7615,879,429,97,21,1426,3952,3811,1069,206,9042,3255,3580,991,163,7984,388,241,56,13,697,3640,3822,1047,169,8680,982,526,112,17,1638,4625,4348,1162,186,10316
12002,1579,1386,343,47,3355,389,221,32,9,646,1965,1609,372,54,4004,640,272,57,9,973,2608,1880,429,64,4980,1809,1898,468,67,4242,420,301,42,13,776,2227,2200,510,81,5020,665,278,62,10,1011,2893,2483,569,94,6035,1779,2397,565,68,4813,473,414,68,13,967,2257,2809,629,84,5780,635,328,65,7,1039,2887,3139,690,94,6817
12003,4687,4894,1539,439,11566,420,266,67,16,771,5109,5164,1610,460,12337,1980,860,202,51,3103,7092,6019,1811,515,15440,5123,5275,1541,410,12347,470,352,81,21,917,5591,5631,1620,429,13271,1999,891,201,51,3149,7592,6522,1821,481,16412,5579,5593,1468,353,12995,607,465,90,16,1179,6190,6058,1559,370,14169,1960,893,174,57,3090,8149,6950,1730,422,17260
12101,3519,4253,1509,295,9569,285,197,43,8,538,3798,4451,1558,304,10106,1110,526,139,19,1790,4909,4977,1696,317,11898,3965,5030,1693,264,10957,344,220,54,11,627,4308,5252,1748,276,11587,1231,596,133,25,1989,5540,5852,1880,304,13575,4733,5649,1783,252,12420,468,312,76,17,868,5203,5964,1859,271,13287,1316,676,156,10,2163,6515,6640,2016,278,15452
12102,2899,3737,1266,289,8188,260,215,50,17,544,3162,3954,1313,307,8729,846,522,158,41,1559,4003,4470,1471,346,10292,3259,4102,1313,281,8948,267,228,62,22,577,3520,4331,1373,301,9531,891,579,154,26,1652,4416,4911,1526,330,11180,3610,4497,1308,269,9682,320,275,71,15,686,3926,4770,1382,284,10368,908,518,131,32,1585,4835,5285,1513,314,11954
12103,3590,6130,2655,625,12998,170,151,42,11,369,3755,6278,2698,632,13362,801,580,177,32,1584,4560,6853,2871,664,14949,3946,6664,2753,623,13986,207,208,51,14,489,4151,6880,2807,639,14475,936,724,189,48,1890,5083,7601,2992,687,16365,4771,7422,2564,543,15294,335,308,83,27,749,5103,7730,2645,566,16048,1109,774,208,41,2127,6209,8502,2854,605,18171
12104,2405,2261,744,149,5562,328,118,30,3,480,2739,2381,775,151,6040,820,351,75,11,1261,3554,2727,850,165,7297,2725,2699,878,165,6478,369,162,38,5,577,3094,2862,921,170,7053,927,416,80,11,1437,4028,3278,1002,179,8486,3172,3170,886,148,7381,506,291,48,14,854,3675,3466,936,160,8239,1026,530,94,15,1669,4707,3994,1031,182,9906
12201,1100,1496,561,90,3254,183,119,28,0,333,1276,1618,593,92,3581,363,184,52,14,611,1642,1800,645,105,4192,1218,1814,696,104,3826,208,170,36,3,420,1430,1984,732,106,4247,382,253,71,8,715,1816,2234,803,116,4966,1272,2010,722,97,4099,285,204,51,13,548,1562,2213,770,107,4654,377,275,54,4,718,1939,2497,826,115,5374
12202,1681,2670,924,204,5469,266,228,61,11,565,1947,2891,979,214,6034,583,383,94,24,1084,2528,3276,1071,240,7122,1831,2837,1019,216,5911,294,279,99,13,693,2127,3120,1125,237,6604,624,385,106,21,1141,2747,3509,1232,259,7741,1800,2959,1047,200,6010,343,354,108,23,832,2144,3315,1158,226,6839,555,442,120,22,1142,2700,3761,1280,252,7990
12203,4367,6180,2184,471,13204,621,387,115,31,1149,4988,6569,2299,500,14357,1455,854,232,54,2599,6440,7423,2529,558,16953,4755,7132,2468,505,14852,727,529,143,39,1433,5484,7656,2606,540,16282,1543,955,242,55,2787,7023,8610,2846,592,19074,4965,7797,2644,485,15891,901,755,176,45,1882,5868,8555,2821,536,17770,1511,957,254,47,2764,7379,9510,3069,576,20536
12301,1642,2471,939,280,5339,252,218,86,23,572,1896,2689,1025,310,5910,594,441,168,55,1257,2485,3126,1188,363,7170,1738,2839,1095,327,6000,278,252,88,43,666,2021,3096,1185,369,6665,668,499,200,57,1422,2691,3589,1380,424,8085,2158,3170,1247,349,6931,401,323,123,54,905,2565,3492,1369,408,7832,784,616,222,67,1685,3349,4112,1593,473,9520
12302,4517,5431,2250,911,13110,806,617,270,165,1850,5324,6041,2522,1076,14961,2970,1906,785,428,6087,8291,7954,3304,1506,21049,4570,5146,2047,941,12709,790,669,313,141,1911,5355,5820,2360,1085,14618,2891,1808,798,394,5890,8247,7627,3163,1475,20508,4979,5595,2085,931,13588,933,768,335,190,2229,5918,6365,2422,1120,15817,2746,1804,808,382,5743,8666,8161,3233,1498,21560
12303,1063,1582,727,268,3638,195,172,68,40,477,1263,1748,799,306,4117,386,285,97,46,817,1651,2031,899,351,4933,1030,1483,715,243,3470,219,209,76,43,555,1247,1696,794,286,4025,450,276,131,58,917,1699,1973,929,348,4940,1168,1622,774,262,3817,268,266,91,51,675,1435,1882,863,310,4493,410,318,122,44,896,1848,2207,983,354,5384
12401,2242,2866,1200,430,6740,437,347,109,52,944,2675,3216,1315,477,7682,1175,697,206,74,2157,3855,3912,1523,549,9837,2089,2870,1122,388,6467,477,440,136,53,1106,2565,3309,1260,437,7573,1138,691,218,86,2135,3708,4006,1475,524,9711,1929,2710,1145,324,6109,565,487,164,61,1268,2495,3192,1305,389,7378,1076,652,205,72,2012,3569,3846,1513,462,9390
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,3740,4896,2020,719,11376,772,622,220,90,1698,4517,5512,2240,805,13077,1976,1275,494,171,3910,6492,6789,2727,979,16988,3758,4918,1977,729,11381,837,685,263,110,1897,4598,5602,2238,837,13274,2111,1351,481,181,4127,6709,6947,2726,1021,17399,4207,5418,2021,722,12361,994,855,318,138,2310,5198,6269,2339,860,14668,2211,1460,534,204,4408,7406,7727,2875,1065,19078
12404,936,1266,583,213,2998,242,189,81,30,544,1186,1448,658,247,3540,599,414,142,64,1216,1783,1866,803,309,4753,981,1166,549,187,2879,273,190,81,33,574,1249,1351,635,219,3455,692,429,149,55,1329,1938,1779,782,280,4779,880,1085,457,163,2587,251,210,91,39,593,1132,1292,555,201,3177,587,389,128,56,1160,1720,1678,682,259,4335
12405,1649,2085,851,310,4896,298,265,103,55,720,1950,2345,957,362,5616,948,594,225,87,1849,2899,2943,1180,444,7466,1611,1924,721,302,4561,298,287,125,49,760,1910,2208,847,355,5321,979,633,258,100,1971,2893,2841,1102,455,7294,1519,1694,672,332,4213,401,309,122,48,877,1916,2006,797,374,5095,941,576,240,136,1889,2858,2579,1035,511,6979
12501,2541,2514,1039,649,6743,120,90,40,17,262,2656,2606,1080,662,7006,836,446,189,100,1569,3489,3053,1273,765,8574,2995,2885,1126,646,7652,130,99,25,26,277,3122,2981,1156,670,7931,914,544,203,97,1759,4038,3527,1357,767,9682,3479,3139,1170,652,8441,227,149,54,26,453,3703,3281,1226,679,8888,1002,487,180,94,1763,4709,3774,1405,767,10652
12502,2111,2850,907,220,6085,155,102,34,9,302,2265,2951,939,230,6385,711,468,152,51,1388,2979,3421,1097,281,7776,2379,3125,914,244,6659,169,142,26,25,364,2546,3261,946,269,7019,771,458,139,44,1405,3320,3718,1079,310,8429,2850,3490,1017,249,7605,228,233,34,10,510,3077,3723,1049,258,8108,832,512,127,42,1514,3907,4233,1178,303,9624
12503,3963,4468,2192,1197,11826,331,258,90,47,726,4297,4730,2287,1253,12556,1807,1115,454,241,3624,6101,5843,2739,1492,16177,4618,5025,2357,1402,13406,363,260,113,61,796,4983,5280,2473,1464,14202,1936,1293,546,279,4052,6916,6576,3018,1741,18251,5047,5417,2662,1613,14743,424,363,191,104,1089,5471,5778,2856,1721,15827,1868,1218,550,281,3916,7340,6996,3402,2008,19743
12504,4380,4228,1217,415,10249,353,215,82,22,673,4742,4441,1302,439,10919,1580,721,190,99,2586,6319,5160,1489,541,13502,5787,5232,1376,378,12773,375,232,90,33,718,6156,5463,1468,408,13499,1657,801,235,99,2789,7814,6265,1705,508,16284,7599,6690,1381,376,16042,429,263,87,26,813,8026,6950,1471,403,16858,1628,772,201,80,2679,9655,7719,1668,486,19532
12601,1638,2300,839,177,4957,98,89,20,3,207,1740,2382,858,182,5160,393,258,65,10,723,2128,2646,923,195,5882,1859,2488,802,158,5305,88,78,30,3,196,1942,2564,834,161,5502,453,262,53,12,780,2399,2830,884,170,6282,2080,2823,776,162,5843,111,117,28,5,261,2197,2941,798,171,6107,502,281,58,17,858,2694,3224,859,191,6967
12602,4163,4874,1601,320,10946,311,196,60,13,575,4472,5065,1656,329,11527,1263,708,163,35,2172,5733,5777,1821,360,13693,4610,5344,1694,308,11954,347,251,57,16,671,4957,5594,1748,324,12622,1413,685,153,24,2277,6367,6282,1899,345,14899,5476,6031,1763,293,13570,429,346,65,18,855,5906,6381,1825,311,14422,1485,737,176,29,2425,7391,7115,2005,348,16849
12701,2543,3690,1646,665,8547,247,214,107,56,626,2792,3907,1753,725,9169,1105,755,325,137,2323,3890,4663,2076,865,11496,2720,3663,1732,706,8825,284,229,114,55,680,3002,3886,1846,763,9502,1103,884,349,160,2504,4106,4778,2200,925,12010,3371,4605,2057,860,10891,394,404,189,102,1086,3770,5004,2240,961,11979,1254,990,435,223,2907,5026,5991,2678,1185,14883
12702,5947,7144,2902,1072,17068,379,425,153,57,1010,6334,7569,3054,1131,18082,3063,2071,745,239,6120,9394,9643,3800,1365,24199,6076,6807,3010,1150,17039,441,445,189,77,1145,6519,7253,3195,1220,18187,3157,2290,784,342,6576,9675,9543,3979,1566,24761,5672,6751,2892,1196,16511,580,589,250,134,1548,6250,7335,3136,1331,18059,3140,2235,813,343,6535,9397,9574,3952,1675,24592
12703,3421,4463,1652,569,10102,328,285,107,52,772,3751,4745,1759,618,10875,1365,848,320,127,2666,5119,5593,2075,743,13534,3781,5010,1904,720,11411,393,291,118,59,855,4173,5302,2014,779,12270,1501,1019,361,165,3039,5669,6319,2374,940,15305,4293,5199,2136,809,12439,488,439,169,73,1163,4781,5638,2301,881,13606,1672,1008,367,177,3221,6450,6642,2673,1058,16821
12801,2994,4170,1582,380,9126,427,299,89,32,846,3417,4466,1674,418,9974,1219,718,175,46,2156,4633,5184,1848,465,12126,3108,4427,1714,373,9620,508,391,99,39,1035,3615,4818,1812,413,10660,1371,791,188,48,2400,4981,5612,2000,458,13051,3311,4764,1781,366,10224,614,442,137,34,1216,3923,5200,1923,399,11443,1310,756,206,49,2318,5232,5954,2130,442,13761
12802,3787,5686,2083,487,12041,389,300,88,32,806,4178,5983,2169,517,12850,1118,777,256,46,2203,5293,6764,2427,563,15053,3808,5521,2109,462,11895,426,363,118,37,949,4233,5887,2225,502,12843,1177,779,232,66,2255,5406,6668,2449,566,15099,3650,5484,2077,403,11611,487,507,169,33,1195,4138,5989,2240,433,12802,1149,818,197,58,2225,5283,6804,2442,494,15029
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,2171,2958,1454,420,7001,465,415,149,57,1085,2634,3372,1604,475,8088,1538,985,378,131,3024,4172,4355,1977,607,11112,2186,3138,1414,446,7183,604,529,193,85,1400,2786,3669,1609,530,8589,1670,1062,393,165,3288,4455,4727,1997,692,11874,2286,3384,1356,447,7467,695,628,248,78,1651,2976,4012,1601,522,9119,1668,1106,409,173,3356,4643,5118,2009,700,12475
20102,642,798,422,169,2027,166,127,54,16,367,809,919,476,184,2392,347,210,83,32,673,1156,1126,558,222,3061,593,782,378,147,1905,173,212,74,23,480,763,995,457,173,2385,384,238,83,26,737,1152,1235,537,198,3121,569,787,355,113,1818,206,203,81,20,512,771,984,436,136,2328,318,193,80,31,613,1090,1174,509,166,2944
20103,490,624,353,119,1587,130,108,48,24,314,623,729,402,151,1897,306,221,84,37,648,930,946,487,189,2554,442,596,329,121,1495,141,131,58,26,351,584,725,384,148,1845,321,215,102,30,669,905,942,486,183,2520,427,569,271,121,1384,171,156,61,35,419,594,722,335,154,1807,336,198,88,31,655,931,919,427,186,2462
20201,1946,2622,1197,396,6165,487,395,170,74,1130,2433,3016,1363,473,7294,1446,952,368,128,2893,3881,3967,1734,603,10186,2092,2675,1264,374,6407,576,492,185,99,1345,2667,3163,1447,469,7757,1587,1025,378,148,3130,4255,4190,1832,612,10890,2093,2798,1259,376,6522,612,525,250,104,1495,2710,3325,1508,479,8022,1653,1034,380,174,3244,4364,4360,1884,657,11267
20202,954,1394,674,247,3269,249,233,74,32,586,1198,1635,748,277,3855,586,390,123,53,1154,1790,2017,875,326,5013,995,1403,623,206,3224,310,316,103,39,760,1297,1718,726,241,3987,616,378,119,51,1168,1912,2099,849,291,5151,1047,1471,580,168,3262,329,377,119,42,867,1380,1850,698,210,4133,570,369,112,47,1102,1946,2222,813,251,5233
20203,283,413,245,103,1041,65,59,24,9,153,349,473,270,104,1197,151,78,38,23,291,496,556,305,129,1489,241,305,173,87,806,60,54,22,11,145,297,361,203,98,956,136,72,35,14,248,434,427,233,114,1204,207,304,176,66,750,74,44,23,5,150,284,349,203,70,902,118,72,31,6,229,398,420,236,78,1129
20301,415,671,325,131,1543,64,64,35,9,175,478,741,360,138,1715,122,83,33,11,247,602,824,393,149,1965,467,737,356,130,1692,101,100,41,12,253,566,837,402,142,1947,155,104,37,16,316,718,943,437,158,2259,482,838,398,123,1837,127,148,56,9,337,608,985,453,130,2171,171,142,44,18,366,774,1122,495,147,2541
20302,4177,6058,2377,727,13341,868,680,234,95,1873,5042,6735,2612,824,15217,2694,1753,613,207,5263,7734,8491,3220,1032,20479,4388,6099,2467,662,13621,945,816,296,100,2157,5338,6914,2763,763,15775,2811,1853,637,224,5520,8148,8768,3398,983,21294,4696,6441,2436,632,14203,1174,981,325,107,2582,5872,7414,2762,735,16790,2947,1856,621,262,5689,8820,9275,3375,999,22474
20303,1352,2120,910,265,4650,280,266,61,37,646,1631,2390,976,308,5298,669,483,170,42,1365,2301,2871,1144,350,6664,1501,2395,988,247,5131,342,366,128,45,875,1839,2760,1117,294,6006,771,538,187,53,1541,2603,3295,1301,342,7544,1639,2789,1177,254,5851,466,470,160,48,1148,2104,3260,1337,298,6997,783,579,202,50,1612,2885,3837,1538,350,8613
20401,1039,1497,702,223,3463,283,270,100,34,686,1318,1769,807,256,4147,610,424,163,38,1236,1923,2192,967,299,5385,1032,1446,689,205,3371,340,316,87,40,792,1371,1761,773,247,4157,710,429,166,59,1362,2081,2191,944,308,5527,916,1406,630,185,3139,407,399,134,43,988,1324,1797,769,235,4127,702,459,151,53,1360,2024,2258,917,287,5489
20402,1057,1476,771,235,3533,227,197,81,45,552,1285,1671,850,282,4087,611,396,168,62,1239,1899,2069,1015,341,5328,1035,1321,696,214,3272,265,223,88,42,616,1300,1547,785,253,3891,627,418,180,62,1281,1922,1967,965,317,5169,909,1287,591,157,2944,296,249,99,44,683,1200,1537,689,197,3624,640,440,150,66,1298,1838,1976,844,264,4921
20403,1573,2359,1043,308,5281,361,376,123,45,895,1929,2730,1160,348,6175,959,638,223,102,1923,2883,3370,1385,456,8096,1493,2198,1016,303,5017,433,407,147,63,1059,1923,2609,1166,371,6069,1050,730,221,95,2098,2973,3340,1391,463,8169,1549,2142,957,282,4924,474,456,167,63,1155,2024,2597,1120,340,6081,1021,699,257,102,2080,3046,3298,1370,439,8161
20501,883,1381,714,270,3246,176,203,71,34,484,1052,1583,789,308,3730,497,360,154,63,1077,1550,1940,943,368,4811,997,1481,737,266,3477,279,244,100,39,660,1274,1727,832,303,4141,616,415,151,53,1243,1888,2140,991,363,5379,1044,1468,739,260,3520,332,290,132,45,801,1377,1757,873,309,4317,643,440,171,57,1316,2022,2197,1041,364,5634
20502,778,1162,516,177,2635,267,211,107,41,621,1039,1378,617,221,3255,535,374,148,52,1107,1576,1754,764,271,4364,811,1103,454,176,2540,294,264,116,50,719,1105,1367,571,225,3263,632,413,146,59,1250,1738,1776,718,285,4514,735,1025,448,143,2352,289,303,115,48,762,1025,1324,564,192,3107,554,383,142,63,1140,1579,1709,709,248,4245
20503,1106,1581,790,258,3734,278,273,95,62,704,1385,1851,883,319,4437,633,452,180,48,1310,2014,2305,1063,367,5753,1127,1636,768,237,3765,388,345,135,66,932,1507,1987,908,298,4697,748,501,173,60,1485,2260,2487,1077,358,6189,1142,1563,763,227,3695,402,393,172,72,1040,1546,1950,937,300,4735,799,560,177,69,1602,2341,2512,1111,372,6336
20504,1565,2396,965,310,5244,466,350,188,71,1074,2034,2747,1153,387,6320,1243,871,303,145,2563,3280,3616,1456,532,8881,1633,2204,836,342,5014,540,446,170,72,1223,2180,2652,1006,406,6241,1297,848,340,147,2635,3476,3496,1346,557,8874,1423,1981,798,256,4462,552,448,153,76,1233,1979,2431,956,331,5692,1296,841,317,147,2593,3269,3271,1273,475,8283
20505,944,1314,709,217,3180,235,230,79,53,600,1180,1545,785,270,3775,570,361,141,57,1126,1749,1903,927,325,4902,927,1211,630,194,2967,263,236,116,45,668,1190,1450,753,243,3635,535,417,167,57,1170,1729,1866,915,300,4807,877,1197,589,154,2813,255,267,128,48,700,1126,1465,714,199,3509,512,347,152,58,1073,1645,1810,868,260,4578
20601,2010,2328,723,197,5264,439,259,47,5,750,2445,2592,767,209,6015,859,408,109,44,1423,3306,3004,880,252,7436,2225,2591,762,197,5765,516,372,71,17,966,2738,2957,824,210,6732,776,386,97,25,1286,3511,3342,923,239,8019,2293,2745,732,149,5920,627,511,85,7,1235,2923,3257,817,154,7154,797,431,88,22,1340,3716,3691,902,182,8492
20602,1249,1559,433,104,3346,322,276,56,7,666,1569,1838,489,117,4007,615,265,62,11,954,2191,2100,547,128,4964,1310,1822,549,105,3789,374,318,85,11,784,1681,2142,633,115,4569,570,259,60,10,900,2253,2398,690,122,5469,1355,1977,568,96,3995,437,403,81,11,929,1795,2380,642,109,4932,539,319,73,6,939,2336,2695,714,114,5863
20603,1649,2263,904,190,5004,197,148,43,12,400,1846,2414,940,196,5403,695,484,123,45,1344,2541,2893,1064,243,6741,1741,2500,963,216,5411,266,157,49,15,488,2007,2656,1012,226,5901,746,433,122,34,1341,2757,3092,1134,262,7242,2027,2754,903,201,5882,303,241,66,9,614,2335,2993,972,209,6502,794,402,131,46,1374,3124,3392,1099,257,7868
20604,1156,760,206,123,2243,201,77,18,4,309,1357,842,229,125,2551,667,244,86,37,1035,2027,1088,314,159,3586,1722,1005,258,131,3119,284,130,24,7,443,2007,1138,278,141,3562,858,335,81,37,1309,2862,1473,361,173,4870,2578,1341,323,131,4372,402,180,38,14,627,2981,1519,358,145,5000,1145,417,75,52,1685,4121,1934,434,197,6681
20605,1794,1566,408,91,3864,408,197,40,13,664,2209,1762,449,104,4523,954,353,81,25,1417,3162,2119,527,123,5940,2081,1928,492,133,4625,534,323,66,7,934,2613,2251,561,146,5557,1040,442,75,26,1584,3655,2689,631,170,7144,2435,2245,586,157,5425,643,425,90,5,1170,3079,2670,679,165,6598,1125,517,70,22,1736,4205,3192,753,186,8328
20606,1155,1093,418,107,2772,169,69,8,3,259,1321,1163,432,109,3026,536,234,45,17,828,1859,1401,478,122,3858,1186,1177,410,86,2865,189,103,12,4,308,1370,1279,426,94,3168,502,234,51,24,812,1881,1508,480,118,3983,1407,1288,404,91,3187,256,120,21,8,398,1657,1401,423,97,3582,581,278,70,24,951,2237,1681,494,120,4531
20607,1517,1404,368,94,3375,354,227,40,11,633,1875,1626,405,98,4004,945,466,106,43,1549,2815,2091,506,138,5557,1595,1673,422,107,3794,443,324,51,12,833,2041,1992,473,120,4630,971,488,114,62,1641,3006,2488,585,187,6268,1775,1836,468,114,4190,582,388,76,17,1058,2362,2221,539,126,5252,967,485,115,78,1641,3328,2705,650,203,6894
20701,5035,7776,3187,648,16646,412,297,89,23,818,5446,8076,3278,671,17464,1555,1013,266,57,2900,7000,9090,3541,728,20361,5228,8186,3263,600,17279,472,394,109,21,999,5705,8578,3372,621,18278,1665,1028,225,43,2959,7369,9605,3597,665,21236,5553,8515,3119,567,17748,569,505,138,30,1244,6117,9017,3260,595,18989,1809,1144,283,58,3287,7923,10163,3541,650,22278
20702,3097,4191,1317,262,8865,176,146,35,10,371,3275,4333,1351,270,9235,907,563,155,34,1656,4179,4898,1505,308,10894,3224,4205,1240,208,8878,207,150,44,10,408,3434,4356,1286,213,9290,950,589,127,30,1703,4385,4945,1419,246,10987,3564,4280,1177,194,9215,251,227,63,13,557,3819,4507,1237,202,9773,1101,600,147,29,1876,4921,5107,1388,233,11647
20703,2964,4098,1377,302,8742,271,184,52,19,525,3239,4283,1431,323,9270,1115,653,162,46,1986,4352,4941,1596,363,11254,3166,4401,1413,290,9277,251,225,62,14,551,3419,4627,1472,303,9829,1144,679,162,33,2025,4565,5314,1638,338,11851,3652,4698,1364,251,9959,336,286,64,12,706,3984,4980,1429,266,10664,1269,717,164,37,2191,5254,5699,1591,308,12857
20801,2813,4623,1740,327,9505,329,261,56,11,661,3140,4888,1795,342,10161,991,608,169,36,1804,4134,5492,1969,376,11968,2847,4947,1907,307,10008,416,338,70,22,852,3265,5290,1977,325,10856,1033,668,178,35,1922,4301,5959,2157,365,12779,3175,5218,1861,305,10561,442,453,98,26,1023,3620,5675,1957,330,11585,1023,723,162,29,1939,4645,6400,2116,360,13524
