SA3_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
30201,0,3,3,14,0,6,0,0,3,0,0,0,0,0,6,33,10,5,13,45,8,88,25,39,83,32,5,5,3,0,40,408,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,18,13,14,27,92,13,197,132,153,307,119,33,34,11,3,143,1287,48,62,61,131,372,705,400,575,2065,1435,1029,809,615,245,1112,9659,0,0,0,0,0,0,10,14,89,187,289,148,206,86,14,1045,3,0,0,3,0,6,12,27,39,16,22,7,3,4,3,152,0,0,0,0,3,0,7,22,89,98,113,55,62,19,11,478,0,0,0,0,0,3,5,6,25,21,35,17,16,8,0,131,3,0,0,3,3,5,25,46,115,89,37,79,18,3,13,436,0,0,0,14,14,32,33,39,53,25,13,5,10,4,4,243,0,0,0,0,0,0,8,4,14,8,8,4,0,0,0,44,0,0,0,0,0,0,0,0
30202,0,3,12,27,0,45,3,4,9,0,0,0,0,0,10,114,16,21,68,142,61,268,73,96,186,46,17,10,4,0,96,1092,0,0,0,3,0,0,0,3,6,0,0,0,0,0,41,57,22,25,100,249,64,555,323,305,606,203,67,53,16,0,303,2889,97,110,152,305,778,1447,778,1058,3671,2419,1540,1068,677,216,1701,16020,4,0,0,0,0,4,11,22,150,320,564,321,506,186,11,2091,0,0,5,0,5,16,18,45,63,29,33,13,14,5,6,248,0,0,3,0,0,7,15,50,193,180,178,79,101,21,16,843,3,0,0,0,3,3,9,11,30,35,50,15,27,12,7,197,0,0,0,3,10,6,53,70,183,118,38,98,29,6,18,642,0,0,11,12,21,30,53,58,53,27,7,14,6,4,8,300,0,0,0,0,3,3,6,11,15,10,4,8,3,0,6,71,0,0,0,0,0,0,3,3
30203,0,3,11,19,0,17,4,13,3,0,0,0,0,0,0,66,9,12,32,89,24,121,35,30,91,17,6,3,3,0,55,525,0,0,0,0,0,3,0,0,4,0,0,0,0,0,17,27,11,20,61,153,22,285,152,152,298,76,24,25,3,0,164,1436,31,62,73,186,400,667,380,573,1768,1078,694,444,243,77,886,7561,5,0,3,0,0,3,3,16,101,204,329,189,261,85,13,1217,0,0,0,0,0,4,23,37,31,15,9,6,4,0,0,142,0,0,0,0,0,3,6,27,138,120,100,41,59,9,4,503,0,0,0,0,0,10,3,3,4,25,22,12,21,3,3,109,0,0,0,0,4,13,40,39,100,66,19,33,17,5,10,356,0,0,5,10,13,22,33,23,34,11,5,4,4,0,6,176,0,0,0,0,0,3,6,3,14,6,8,10,0,0,7,59,0,0,0,0,0,0,0,3
30204,3,8,14,29,6,34,0,8,5,0,0,0,0,0,10,114,15,10,61,130,46,246,66,79,120,23,11,8,0,0,128,940,0,0,0,0,0,9,3,0,3,0,0,0,0,0,35,52,16,23,82,239,58,536,303,237,463,125,44,19,4,0,298,2450,64,92,120,281,738,1255,740,955,3105,1930,1117,555,341,85,1449,12817,0,0,0,0,0,8,4,17,152,316,449,208,260,83,17,1522,0,0,0,0,3,16,18,29,43,19,23,10,3,0,0,168,3,0,0,0,0,5,21,37,191,182,159,56,63,7,11,735,0,0,0,0,0,3,7,9,26,30,43,14,24,5,8,162,0,0,0,4,10,15,64,70,137,112,34,56,19,6,14,540,0,4,7,9,18,47,44,39,55,18,0,4,7,0,3,260,0,0,0,0,3,0,5,4,17,5,3,3,0,0,3,45,0,0,4,0,0,0,0,0
30301,0,0,4,14,3,19,5,0,3,0,0,0,0,0,5,60,18,8,40,66,19,121,30,62,99,40,11,5,11,0,63,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,20,9,66,127,34,272,167,179,402,162,56,40,19,3,180,1737,62,72,103,177,494,793,461,646,2378,1707,1333,1201,870,281,1244,11836,5,0,3,0,0,3,6,15,92,180,341,206,386,191,13,1430,0,0,0,4,0,9,16,29,30,21,24,7,7,3,0,146,0,0,0,0,0,0,12,17,127,124,136,75,105,30,4,632,3,0,0,0,0,0,4,8,8,13,28,25,24,6,10,125,0,0,0,4,9,3,22,44,100,85,28,83,26,9,16,424,0,0,3,11,10,38,28,36,56,19,15,10,11,0,7,254,0,0,0,0,0,3,3,4,3,8,6,0,0,0,3,27,0,0,0,0,0,0,0,0
30302,0,3,6,28,4,20,5,3,10,0,0,0,0,0,5,81,11,20,67,129,48,195,69,99,131,40,17,16,3,4,91,937,3,0,0,3,0,3,0,4,0,0,0,0,0,0,28,46,19,30,96,221,64,417,242,245,478,157,68,67,16,3,232,2355,97,99,143,298,588,946,601,749,2885,1988,1455,1243,989,360,1430,13869,6,0,0,0,0,0,3,24,163,335,645,348,564,294,19,2403,0,0,8,9,3,37,43,79,76,33,30,15,7,12,0,354,0,0,0,0,0,6,11,44,235,248,190,87,138,42,14,1022,0,0,0,3,3,5,3,9,23,29,31,19,36,19,7,197,3,0,0,3,12,13,56,51,180,120,43,88,31,12,13,635,3,3,14,21,32,38,47,51,59,28,25,9,11,7,8,344,0,0,0,0,0,3,3,3,17,11,7,11,0,0,0,54,0,0,0,4,0,0,0,3
30303,4,0,11,22,0,26,7,6,3,0,0,0,0,0,9,86,44,24,69,117,40,206,66,90,163,43,21,7,4,3,101,1005,0,0,0,0,0,5,5,0,4,0,0,0,0,0,40,54,51,30,98,191,51,426,260,268,523,173,75,37,17,9,265,2474,157,150,195,290,765,1326,766,1066,3512,2349,1600,1096,768,257,1794,16088,6,0,0,0,3,3,14,21,140,284,475,219,364,140,23,1698,0,0,3,0,8,22,31,54,52,26,36,14,15,9,0,270,0,0,0,0,0,10,16,47,174,147,143,83,95,26,10,773,0,0,0,0,0,4,6,9,30,28,33,11,21,12,0,163,0,0,3,6,8,9,68,78,186,108,31,78,24,5,17,625,0,9,7,23,36,51,57,56,79,37,14,8,6,0,11,398,0,0,4,0,4,0,4,7,13,4,4,3,3,0,4,63,3,0,0,0,0,0,0,6
30304,0,0,5,11,0,15,3,0,4,3,0,0,0,0,7,50,23,19,45,70,21,128,43,54,84,21,7,6,3,0,44,567,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,29,26,29,70,125,32,237,145,149,268,105,37,17,14,3,144,1396,82,93,102,167,462,791,399,515,1879,1154,863,595,424,137,897,8569,3,0,0,0,0,6,5,15,73,142,249,117,243,97,8,943,0,0,0,0,0,13,21,24,41,13,11,3,0,0,7,137,0,0,0,0,0,0,11,24,104,114,82,41,64,19,8,466,0,0,0,0,0,4,0,4,14,14,16,9,11,11,3,87,0,0,0,3,5,4,39,48,72,60,22,33,21,3,6,332,0,3,7,12,12,30,20,30,44,17,8,6,0,0,3,191,0,0,0,3,7,0,3,3,6,10,4,6,0,0,0,44,0,0,0,0,0,0,0,0
30305,3,4,13,22,4,23,8,3,4,0,0,0,0,0,4,95,24,18,59,123,31,160,33,46,83,29,13,4,0,0,59,669,0,0,0,3,0,3,0,3,0,0,0,0,0,0,18,36,29,24,92,187,38,363,208,189,340,112,46,13,9,0,164,1827,99,105,153,255,510,984,629,775,2833,1850,1199,708,415,118,1385,12012,6,0,3,0,0,5,5,21,154,270,446,202,242,77,12,1452,4,0,5,0,0,11,13,36,45,27,16,5,9,5,0,182,0,0,0,3,0,4,18,38,158,162,135,61,60,15,13,662,0,0,4,0,0,6,3,14,18,34,26,13,18,3,5,129,3,3,0,0,13,10,58,71,174,105,20,51,16,5,19,550,3,4,7,15,22,36,41,24,43,26,5,4,0,0,4,240,0,0,0,5,4,3,9,8,12,10,3,4,0,0,4,59,0,0,0,0,0,0,3,4
30306,0,5,6,20,0,26,7,3,9,0,0,0,0,0,10,86,62,21,61,94,35,140,39,57,95,29,6,12,0,0,67,718,0,0,0,0,0,3,0,3,0,0,0,0,0,0,32,37,71,40,89,165,37,340,186,158,326,107,36,33,14,0,202,1806,189,169,180,295,500,1012,659,715,2487,1599,936,636,438,116,1380,11314,3,0,0,0,0,3,11,19,125,165,286,124,142,41,10,932,3,0,8,5,0,17,22,45,53,21,14,7,9,5,4,227,3,0,0,0,3,7,15,41,126,111,101,39,46,9,13,519,0,0,0,0,0,3,3,3,23,13,13,10,14,3,6,93,4,0,3,9,17,13,66,66,151,84,20,70,12,0,21,530,6,16,25,17,29,32,37,32,60,28,8,10,0,0,9,305,0,0,0,0,0,4,13,8,12,7,0,3,0,0,3,54,0,0,3,0,0,0,3,3
30401,3,0,4,6,0,9,5,3,4,0,0,0,0,0,4,39,15,4,23,32,12,71,25,32,60,24,6,7,0,0,33,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,20,13,30,71,16,172,131,117,263,108,38,40,10,0,111,1139,48,61,64,104,220,483,343,435,1812,1401,1079,918,681,197,1017,8852,0,0,0,0,0,0,4,11,43,90,240,146,261,88,17,910,0,0,0,0,3,5,13,14,27,24,11,8,7,5,0,117,0,0,0,0,0,3,6,20,73,93,90,51,78,21,5,445,0,0,0,0,0,0,3,8,5,13,14,14,26,6,3,85,0,0,0,3,0,3,21,27,79,73,18,98,21,10,6,354,0,0,3,0,7,14,32,32,41,23,7,8,9,3,4,179,0,0,0,0,0,3,4,3,3,4,0,4,0,0,3,37,0,0,0,0,0,0,0,3
30402,0,3,0,3,0,15,0,4,0,0,0,0,0,0,3,31,16,6,15,26,17,53,21,24,57,25,8,13,6,0,23,315,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,16,26,12,28,66,23,139,96,118,262,116,45,67,22,3,136,1156,78,48,54,104,209,480,309,445,1806,1433,1201,1584,1383,608,1495,11251,4,0,0,0,0,0,5,12,38,74,168,111,255,189,8,864,5,0,4,0,0,11,11,21,33,31,30,10,21,12,0,183,0,0,0,0,0,0,4,17,62,70,110,83,142,51,3,557,0,0,0,0,0,0,0,3,19,5,19,17,19,10,0,106,0,0,0,3,5,4,22,21,76,79,35,148,46,23,10,485,0,3,0,3,6,21,21,38,68,26,31,15,22,9,10,287,0,0,0,0,0,3,0,8,7,3,4,6,3,3,0,45,0,0,0,0,0,3,0,3
30403,3,0,6,11,0,9,3,3,0,0,0,0,0,0,3,45,31,7,12,38,11,72,21,30,89,18,5,11,8,0,41,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,34,19,30,75,18,169,89,95,298,106,39,67,21,3,141,1203,107,66,66,138,212,547,283,384,1682,1134,923,1122,1043,539,1093,9328,0,0,0,0,0,0,3,10,59,141,281,165,343,211,15,1226,0,0,0,3,0,20,21,38,36,26,18,11,6,12,0,205,0,0,0,0,0,3,14,22,130,106,93,72,113,36,9,597,0,0,0,0,0,0,3,3,12,6,16,17,28,8,0,101,0,0,0,0,3,4,19,49,132,90,36,129,36,25,11,538,0,4,12,13,23,21,29,32,66,35,16,24,27,10,8,310,3,0,0,0,3,0,0,3,10,9,0,4,3,4,0,46,0,0,0,0,0,3,0,0
30404,0,3,9,14,3,18,4,3,0,0,0,0,0,0,8,63,7,5,46,92,31,152,39,60,103,20,7,9,0,3,63,634,0,0,0,0,0,3,0,3,0,0,0,0,0,0,16,22,13,19,74,157,32,325,216,207,441,144,45,38,4,3,221,1938,57,55,100,204,388,810,541,676,2594,1802,1290,1017,731,196,1448,11912,5,0,0,0,0,0,3,17,75,136,357,179,354,172,17,1311,0,0,0,0,0,11,5,23,37,12,18,11,13,0,3,137,3,0,0,0,0,4,11,19,111,124,113,74,114,18,8,595,0,0,0,0,0,0,3,5,26,11,35,14,19,6,5,134,0,0,0,3,4,9,17,39,102,79,27,87,26,4,15,404,0,3,3,9,12,17,26,41,52,10,10,13,8,6,3,212,0,0,0,0,0,7,7,4,9,12,0,3,3,0,0,46,0,0,0,0,0,0,0,0
30501,0,0,6,11,0,6,3,0,0,0,0,0,0,0,3,38,23,17,36,49,16,72,26,32,50,19,5,11,7,0,56,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,24,20,45,83,16,149,110,108,222,97,36,77,24,4,169,1184,119,69,84,129,253,526,295,412,1665,1182,914,993,916,439,1037,9043,8,0,3,0,0,3,8,22,148,288,575,311,734,502,17,2612,3,3,0,10,3,39,41,73,86,31,28,9,27,15,3,362,7,0,0,0,0,5,8,48,215,174,150,104,186,76,10,992,0,0,0,3,0,3,0,8,24,18,26,24,38,23,5,177,3,0,4,5,13,4,43,58,158,134,60,274,62,32,8,856,0,3,6,16,23,21,50,29,65,25,12,27,26,16,11,325,3,0,0,0,0,3,7,8,13,0,3,13,12,0,6,73,0,0,0,0,0,0,0,0
30502,0,0,3,9,0,9,9,0,3,0,0,0,0,0,0,35,9,7,35,69,24,91,24,42,71,14,10,6,0,0,38,440,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,16,16,9,48,113,21,214,105,127,260,97,26,29,18,0,124,1208,43,40,69,144,231,473,249,373,1453,1135,880,923,827,297,871,7993,3,0,0,0,0,0,5,12,80,164,399,241,484,328,15,1722,0,0,3,0,0,8,19,21,31,17,16,7,13,7,0,144,0,0,0,0,0,4,5,20,120,102,120,66,113,40,10,593,0,0,0,0,0,0,4,5,8,14,25,8,25,14,10,106,3,0,0,3,0,3,23,27,86,68,29,105,25,19,3,397,0,0,3,4,11,22,21,13,17,15,5,4,5,3,7,134,0,0,0,0,0,0,0,3,8,3,0,3,0,0,3,20,0,0,0,0,0,4,0,0
30503,3,3,3,21,3,11,9,7,5,0,0,0,0,0,7,84,15,12,47,120,30,130,49,72,131,32,15,17,10,4,60,747,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,29,23,18,65,190,38,306,202,226,478,176,77,92,26,6,242,2162,87,76,116,229,383,822,460,658,2636,2014,1757,1844,1746,794,1741,15368,8,0,0,0,0,0,5,29,162,340,672,406,789,557,26,2999,3,0,4,4,0,29,39,71,74,34,35,21,26,21,6,361,4,0,0,0,0,3,14,48,212,208,202,110,227,77,13,1121,3,0,0,0,0,3,4,8,30,29,43,27,42,35,12,233,4,0,5,0,14,4,42,69,176,123,55,168,75,39,12,790,0,5,11,12,15,39,46,44,62,31,20,29,21,21,9,359,0,0,0,0,0,0,8,7,10,17,13,12,9,0,3,78,0,0,0,0,0,0,0,5
30504,3,3,0,4,0,3,4,7,3,3,0,0,0,0,6,46,19,14,21,46,15,75,30,54,77,27,11,9,3,0,49,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,19,19,37,91,18,165,127,150,306,150,45,81,19,4,166,1392,58,70,69,136,237,514,321,453,1787,1427,1200,1487,1410,594,1216,10967,4,0,0,0,0,3,4,8,63,186,393,259,542,418,12,1894,4,0,3,4,3,21,22,42,50,21,26,10,15,12,0,238,0,0,0,0,0,3,15,30,138,150,150,95,166,53,4,807,0,0,0,0,0,3,4,8,17,15,30,14,25,20,0,139,4,0,0,0,7,3,30,30,112,100,41,111,48,25,8,520,3,4,5,8,11,24,32,41,47,35,19,18,17,7,3,280,0,0,0,0,0,3,4,4,5,8,5,4,0,3,3,53,0,0,0,0,0,3,0,3
30601,3,0,16,30,3,33,0,3,10,0,0,0,0,0,5,106,5,11,34,81,17,122,31,32,45,9,0,3,0,0,67,466,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,34,13,20,58,191,21,406,203,165,273,72,21,16,3,3,212,1681,74,60,89,262,312,859,484,643,2624,1610,986,593,389,112,1540,10636,4,0,3,0,0,11,11,57,190,336,431,194,220,69,18,1546,0,0,3,0,0,17,20,46,53,31,23,10,19,9,8,237,0,0,0,0,0,6,21,55,210,190,162,62,95,9,13,821,0,0,0,3,0,0,8,12,31,38,32,17,32,10,4,186,3,0,3,0,8,11,64,59,145,108,26,58,18,9,16,530,3,0,3,9,16,53,45,47,48,23,8,11,9,0,11,281,0,0,0,0,3,3,4,11,16,7,3,7,0,0,6,65,0,0,0,0,0,0,4,5
30602,6,6,27,60,5,71,14,8,13,0,0,0,0,0,28,239,39,38,128,296,46,394,104,114,145,26,12,10,0,0,208,1556,3,0,0,3,0,4,3,6,4,3,0,0,0,0,109,138,52,55,200,504,65,938,498,388,672,121,53,33,14,3,574,4174,147,169,273,598,813,2006,1155,1410,5372,2659,1465,754,473,180,2850,20303,8,0,3,3,3,12,22,85,403,607,622,230,310,100,42,2434,3,0,3,0,5,32,33,71,86,40,36,10,12,6,7,336,3,0,4,3,6,18,34,119,387,315,202,87,88,34,24,1329,0,0,0,0,0,0,11,21,41,63,47,17,29,6,13,259,3,0,0,12,17,27,110,127,247,114,38,56,16,10,41,810,4,3,14,22,36,82,80,81,75,31,24,12,3,3,21,479,3,0,3,0,4,6,11,12,16,17,0,8,3,0,13,97,0,0,0,0,0,3,4,5
30603,0,3,12,30,3,19,10,0,0,0,0,0,0,0,14,87,10,9,52,117,23,148,52,42,61,19,3,3,0,0,59,603,0,4,0,0,0,0,0,0,3,0,0,0,0,0,31,39,14,17,105,244,41,329,154,101,185,58,16,8,3,0,170,1442,78,106,162,317,724,1068,563,658,2127,890,422,204,112,69,1157,8654,17,0,9,0,4,18,14,46,141,174,159,47,66,22,21,744,3,0,0,3,4,10,23,42,49,10,15,3,8,3,7,164,3,0,8,3,5,8,22,58,159,95,65,27,26,5,18,485,0,0,0,0,0,3,0,4,11,21,19,8,4,3,3,82,3,0,4,3,9,21,60,54,80,59,10,17,4,3,17,368,3,0,6,9,19,41,45,42,28,12,4,4,0,0,9,225,0,0,0,0,5,11,10,0,15,10,0,3,0,0,13,67,0,0,0,0,0,0,0,7
30604,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,12,0,0,14,23,7,29,11,13,6,3,0,0,0,0,9,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,11,3,4,26,54,7,87,37,40,31,9,0,5,0,0,55,365,28,24,37,71,98,263,133,187,729,312,133,65,33,28,367,2514,13,0,3,0,0,8,4,23,78,96,70,25,19,3,7,360,4,0,3,0,0,4,4,10,27,9,3,3,0,0,0,74,0,0,0,0,0,3,9,21,59,42,32,9,7,0,3,193,0,0,0,0,0,0,0,5,10,7,7,0,3,0,3,36,0,0,0,0,5,8,14,19,23,10,3,3,0,0,3,92,0,0,6,0,8,15,17,9,8,7,0,0,0,3,0,82,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,15,0,0,0,0,0,0,3,5
30605,0,3,14,25,3,37,10,3,4,0,0,0,0,0,3,102,16,14,79,127,40,160,39,44,38,8,0,4,0,0,105,664,0,0,0,0,0,3,3,0,0,0,0,0,0,0,41,56,17,23,115,233,47,371,162,119,145,35,8,9,0,6,233,1524,108,111,184,309,962,1244,575,721,2092,814,407,218,141,67,1527,9474,25,0,8,3,0,16,27,47,142,160,170,64,90,28,18,800,0,0,6,3,0,23,21,42,62,24,14,0,8,0,7,201,6,0,4,0,3,14,28,60,154,119,71,28,36,4,14,543,3,0,0,0,4,3,6,9,28,36,20,5,14,0,7,137,7,0,0,12,7,17,58,73,101,60,15,29,9,3,21,419,0,3,7,12,21,74,61,69,46,25,3,3,3,0,15,340,0,0,0,3,3,11,9,12,20,9,4,4,0,0,8,84,3,0,0,0,0,3,3,3
30701,0,0,5,17,5,23,3,4,5,4,0,0,0,0,4,70,3,14,34,102,51,124,26,37,39,0,0,0,0,0,72,491,0,4,0,0,0,5,0,0,0,0,0,0,0,0,25,43,11,33,68,202,60,304,104,107,150,30,9,6,0,3,185,1279,170,165,149,302,725,1135,573,742,2545,1074,586,317,193,129,1669,10477,62,5,25,14,5,52,51,117,204,288,237,107,151,74,60,1461,0,0,9,3,3,15,12,44,40,15,12,6,4,7,5,181,8,3,10,9,4,16,33,76,220,142,92,42,35,12,21,726,0,0,0,3,3,6,8,14,31,25,25,15,15,0,3,147,12,6,3,3,14,22,87,57,108,56,16,29,6,4,36,452,10,3,8,6,10,37,43,26,33,11,6,3,3,4,4,192,3,0,0,0,0,9,9,13,14,6,3,3,0,0,5,66,0,0,0,0,0,4,3,3
30702,0,3,10,34,3,27,6,3,0,0,0,0,0,0,7,95,3,5,56,114,27,174,31,35,46,8,0,3,0,3,62,579,0,0,3,3,0,3,4,3,0,0,0,0,0,0,36,51,7,18,90,219,39,358,135,118,148,36,12,13,0,3,171,1362,118,158,159,317,837,1263,657,779,2564,1111,510,229,129,78,1358,10278,33,3,26,3,7,28,41,74,191,226,196,71,88,51,33,1080,3,0,6,3,4,23,23,40,34,17,8,3,7,4,4,177,5,0,3,3,3,23,37,68,197,127,88,34,24,14,12,647,0,0,3,0,0,3,3,11,31,20,20,8,4,0,3,110,4,3,8,6,11,25,63,86,129,59,14,38,4,0,28,475,3,7,3,8,8,67,59,50,30,15,4,0,0,0,12,277,0,0,0,0,0,4,8,5,13,5,0,3,0,0,6,51,3,0,0,0,0,3,3,11
30703,0,7,8,37,3,35,4,3,0,0,0,0,0,0,10,99,7,14,49,108,41,206,44,35,52,11,0,0,0,0,63,624,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,26,13,21,75,203,55,423,152,104,151,29,6,5,0,0,157,1388,89,156,167,298,1020,1431,693,754,2432,874,369,188,101,51,1194,9815,17,0,15,3,4,27,42,95,202,188,146,63,57,22,22,891,0,0,10,3,4,31,27,56,49,19,5,5,8,0,3,230,5,0,7,6,3,26,26,83,222,145,73,27,16,4,18,668,0,0,0,0,0,10,9,8,33,25,18,5,10,3,10,125,3,0,12,5,12,33,76,65,118,46,14,10,0,0,26,419,3,0,21,7,21,79,63,46,40,11,9,3,4,0,10,325,7,0,3,0,4,9,10,9,14,8,0,0,0,0,3,79,4,0,3,0,0,3,5,6
