SA3_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
12404,0,0,0,0,0,0,0,0,6,3,0,0,0,0,206,224,15,8,17,13,18,62,138,192,795,718,672,467,431,184,609,4338,0,3,0,3,12,6,56,76,169,114,51,45,11,4,65,623,0,5,14,27,73,22,80,55,68,21,11,9,0,0,27,414,0,0,0,3,4,0,9,4,8,6,4,0,0,0,4,55,0,4,9,16,35,14,7,3,13,3,3,0,0,0,10,115,15,22,56,73,126,40,104,61,101,34,14,10,8,0,70,737,0,3,0,0,0,3,0,0,0,0,0,0,0,0,32,42,24,39,87,120,256,83,257,204,357,183,89,60,22,3,205,1984,78,48,155,154,311,509,611,686,1605,1274,1101,697,576,247,1044,9081,3,0,0,0,0,0,5,3,66,136,190,161,130,48,15,753,0,0,0,0,6,0,8,10,46,21,3,11,5,3,5,115,0,0,0,0,3,0,14,18
12405,0,0,0,0,0,3,8,4,8,8,3,3,3,0,287,329,26,10,44,37,45,114,225,371,1241,1282,1103,736,672,247,896,7038,3,5,3,3,27,15,87,104,274,182,98,51,28,7,104,978,3,4,13,17,92,28,94,70,98,35,21,13,3,0,49,548,0,0,0,7,8,3,18,5,14,5,13,3,3,0,26,109,0,3,19,22,46,12,13,9,24,12,5,0,3,0,13,167,32,23,75,135,232,75,156,102,167,72,23,12,4,3,119,1246,3,0,7,0,0,0,0,0,3,0,0,0,0,0,48,61,46,40,115,186,405,131,369,283,578,299,163,83,46,11,358,3109,107,64,236,264,503,813,870,986,2421,2153,1743,1022,885,289,1552,13905,0,0,0,0,3,0,5,3,84,191,379,199,152,42,27,1094,0,0,0,0,0,4,11,7,30,17,13,4,4,0,0,96,0,0,0,0,0,0,3,22
12501,0,3,3,4,7,9,6,5,11,4,7,0,0,0,507,574,139,61,192,175,254,591,752,833,1758,1170,895,670,660,339,1227,9723,0,0,4,3,23,16,69,80,167,103,58,60,16,4,63,667,3,11,13,31,68,25,68,42,65,31,8,4,0,3,26,414,0,0,5,4,12,7,6,3,15,11,4,6,0,0,8,78,14,3,21,14,22,12,18,11,13,9,3,0,7,0,5,155,81,39,124,118,160,96,174,124,202,91,45,26,14,4,147,1452,4,0,0,0,0,3,3,0,4,0,0,0,0,0,61,79,97,57,166,181,280,165,338,264,467,239,123,101,41,17,323,2842,466,147,542,449,690,1488,1565,1580,2989,1902,1507,1042,1061,509,1996,17937,3,0,0,0,4,0,7,9,117,238,396,320,365,205,19,1687,0,0,0,0,7,12,73,61,169,42,17,14,7,7,3,406,0,0,0,0,0,7,12,28
12502,0,0,3,0,5,0,0,0,10,0,3,0,3,3,399,419,47,23,59,33,106,187,319,460,1143,1170,1028,1066,1238,711,1047,8638,0,0,3,0,20,4,46,61,165,143,69,73,31,15,79,724,5,9,14,18,74,18,59,52,76,40,19,13,9,4,42,453,3,0,3,4,7,0,3,7,3,6,3,0,0,0,9,52,5,0,6,17,14,8,9,5,11,7,4,0,0,0,5,88,62,26,69,86,93,63,102,85,167,85,33,28,13,10,106,1022,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,41,72,38,92,135,206,98,220,206,425,284,123,113,66,27,279,2383,283,84,279,221,373,904,904,1150,2281,1951,1674,1531,1740,913,1671,15953,0,0,0,0,0,0,4,3,54,123,237,210,267,184,14,1099,0,0,0,0,6,5,13,20,60,39,22,15,13,3,7,200,3,0,0,0,0,0,10,12
12503,6,0,9,3,0,15,13,16,28,14,13,5,4,0,838,966,167,73,276,233,343,976,1131,1435,3107,2499,1951,1376,1295,618,2371,17846,10,6,11,10,36,22,147,187,352,240,137,104,79,15,146,1496,8,9,46,67,133,47,149,106,167,100,35,10,12,0,77,967,0,3,6,10,15,3,13,16,29,29,9,11,0,3,42,189,11,23,36,48,61,36,31,15,35,14,6,8,0,0,32,347,101,63,232,345,451,261,452,308,512,247,110,72,40,10,370,3566,3,0,3,10,3,3,9,3,5,0,3,0,3,0,106,153,129,107,330,488,699,368,800,633,1097,618,293,203,133,27,773,6717,508,223,949,882,1219,3186,2821,3021,5510,4025,3058,1989,1858,763,3915,33921,0,0,0,0,3,0,5,16,144,278,515,322,336,151,34,1806,0,0,0,0,11,13,39,31,103,33,26,3,10,3,9,291,0,0,0,0,3,3,13,42
12504,0,0,0,3,0,4,3,4,12,13,3,5,3,0,737,784,113,48,125,117,182,404,670,898,2652,2523,2009,1847,1823,811,1615,15837,3,8,8,6,38,17,111,182,387,283,140,115,68,21,112,1487,4,13,22,45,107,31,115,94,158,68,38,22,8,0,59,788,4,0,0,0,17,3,13,16,24,16,14,9,4,0,19,133,16,13,24,34,35,13,13,21,9,11,3,0,3,0,20,209,67,36,122,159,209,144,208,163,299,129,60,53,20,9,175,1844,0,0,0,0,0,0,4,0,5,0,0,0,0,0,83,102,94,62,173,246,408,206,461,476,885,505,247,196,106,33,460,4565,513,139,552,501,796,1804,2013,2403,5435,4488,3620,2869,2886,1123,2876,32033,0,0,0,0,3,0,14,9,160,437,853,684,823,396,35,3409,0,4,0,0,9,10,46,59,173,78,32,21,15,9,9,461,0,0,3,0,0,3,9,39
12601,0,0,0,0,0,0,0,3,0,4,0,5,0,3,373,384,47,8,34,16,41,67,122,189,541,648,560,1068,1403,1111,858,6718,0,0,0,7,6,6,21,30,81,93,43,91,33,11,50,475,0,3,9,11,25,11,31,27,46,26,18,13,7,4,20,249,0,0,0,0,3,0,3,0,10,9,0,3,0,0,3,33,12,8,3,10,4,4,3,0,5,0,0,0,0,0,3,56,25,22,18,26,33,19,38,49,81,49,29,23,12,0,46,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,43,30,30,49,72,37,95,116,215,177,81,122,54,15,137,1281,175,50,136,102,152,393,471,682,1278,1238,1021,1499,1899,1404,1257,11760,0,0,0,0,0,0,0,4,25,49,116,134,190,231,3,752,0,0,0,0,0,4,7,14,38,15,16,12,14,31,3,152,0,0,0,0,0,3,8,10
12602,0,0,0,0,3,5,0,4,8,8,6,0,5,0,781,816,96,24,87,54,123,218,397,592,1700,1776,1622,2271,2704,1911,1894,15454,7,0,10,6,28,10,87,99,296,248,123,204,66,25,155,1360,3,7,27,34,96,29,129,95,152,72,27,26,13,3,84,805,0,3,4,9,7,5,4,11,20,20,4,11,0,4,18,111,11,7,12,22,28,10,16,4,17,11,0,3,0,0,9,162,81,38,69,96,128,102,140,169,280,148,82,49,39,11,155,1589,0,0,0,0,0,3,0,3,0,0,0,0,0,0,42,54,101,63,127,156,279,162,372,379,764,492,240,294,119,47,463,4077,517,136,475,301,540,1519,1514,1896,3859,3380,3111,3438,4052,2659,3150,30547,8,0,0,0,0,3,7,13,128,340,683,663,839,689,45,3411,0,3,4,0,6,21,41,50,152,73,50,25,30,48,3,506,0,0,0,0,3,4,6,40
12701,0,0,3,5,4,5,6,4,32,14,5,3,0,0,527,612,97,39,123,78,146,398,579,760,2162,1873,1583,1099,1058,465,1577,12041,3,5,7,3,31,9,100,106,248,151,89,57,31,7,85,924,3,10,28,34,111,18,92,84,103,35,19,11,8,0,69,629,4,3,0,0,7,0,9,4,19,12,8,4,3,0,15,89,10,9,22,26,39,18,18,12,21,8,4,3,0,4,20,205,49,26,166,186,253,132,232,130,265,106,64,35,17,9,222,1884,3,0,0,4,0,0,3,0,8,3,0,0,0,0,93,119,65,47,233,249,442,178,455,333,664,315,183,107,58,19,512,3850,268,104,501,383,666,1441,1366,1517,3422,2687,2278,1399,1330,551,2460,20373,3,0,0,0,3,3,3,11,115,190,493,368,360,125,22,1691,0,5,3,0,4,0,20,11,46,16,14,15,9,6,10,156,0,0,0,0,0,0,16,15
12702,3,3,6,12,9,17,20,30,32,32,12,13,7,4,1115,1304,254,114,383,318,424,1462,1692,2041,4582,3429,2584,1589,1608,705,3279,24444,12,6,13,26,94,37,215,256,505,278,182,101,51,20,203,1996,7,36,104,122,241,89,209,143,224,84,47,22,14,5,112,1461,7,3,16,17,20,11,46,26,48,21,15,10,3,0,47,274,17,15,89,103,78,41,44,47,64,29,12,4,3,4,51,617,210,114,514,583,665,452,696,501,871,363,195,80,58,22,535,5855,3,0,6,12,8,7,8,7,11,5,3,0,3,0,204,277,256,180,745,861,1110,635,1211,977,1720,781,447,213,135,50,1156,10484,849,346,1612,1339,1753,4939,3912,4073,7788,5138,3717,2112,2030,840,5385,45835,3,0,0,0,0,3,12,17,184,316,443,286,244,109,24,1637,0,3,3,0,5,11,48,44,117,39,30,13,11,4,14,344,4,3,0,0,4,3,16,46
12703,0,3,0,3,0,3,18,8,20,8,7,5,3,0,708,794,90,48,146,101,140,569,690,945,2613,2295,2042,1455,1449,575,1855,15005,6,9,3,8,28,15,124,151,353,196,124,97,52,11,138,1293,0,9,22,43,107,28,119,88,127,58,28,16,5,0,68,711,0,0,3,3,15,0,13,14,24,19,4,11,5,0,24,134,11,12,35,45,50,23,17,20,22,11,3,3,0,0,27,263,57,43,169,233,335,158,269,202,327,133,61,39,28,6,190,2245,0,0,3,0,0,0,5,5,6,0,0,0,0,0,94,120,76,76,236,333,536,222,538,478,851,408,218,160,90,22,531,4776,305,140,584,515,774,1965,1764,2064,4461,3478,3094,1993,1932,703,2957,26730,0,0,0,0,0,0,7,10,100,250,488,408,340,149,34,1784,0,0,0,0,5,4,13,28,60,29,24,9,3,3,4,189,0,0,0,0,3,0,0,27
12801,0,0,3,0,0,0,6,3,7,3,4,3,0,0,725,754,44,22,44,25,47,118,210,372,1321,1631,1682,1988,2490,1434,1952,13386,4,3,0,0,32,7,93,133,332,268,150,161,85,12,193,1468,4,15,21,35,132,26,163,125,152,93,48,22,21,3,112,977,0,3,3,3,10,3,8,9,25,11,12,9,5,0,19,128,10,4,11,15,30,8,16,13,17,5,0,0,0,0,17,147,35,24,58,86,136,71,143,147,229,105,65,36,31,8,152,1325,0,0,0,0,0,0,3,4,3,0,0,0,0,0,41,58,52,40,100,141,339,119,428,424,761,489,271,222,144,31,532,4104,221,80,302,240,461,1270,1505,1885,3521,3335,3210,3152,3770,2047,3373,28377,0,0,0,0,0,0,3,4,98,198,481,531,728,507,39,2598,0,4,0,0,8,3,30,34,121,72,68,27,37,46,5,460,0,4,0,0,3,3,3,16
12802,0,0,0,0,0,0,0,0,5,3,8,3,3,0,719,741,33,21,35,27,46,100,187,328,1499,2158,2328,2575,3209,1609,2071,16229,0,4,3,8,14,9,81,108,304,283,157,174,95,22,180,1438,0,15,13,44,111,34,137,135,148,109,40,23,15,0,101,921,3,0,6,5,4,3,12,8,17,13,6,4,3,3,17,107,5,3,15,17,31,8,11,11,6,11,0,0,0,0,11,127,19,22,57,95,115,61,114,106,199,74,51,26,22,7,122,1075,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,38,28,42,95,159,274,117,352,369,676,483,260,223,131,37,457,3708,147,71,268,244,413,1186,1269,1716,3429,3667,3727,3604,4324,1993,3175,29233,0,0,0,0,0,0,3,3,69,174,504,426,629,363,39,2216,0,0,0,0,6,10,20,29,97,58,39,22,20,18,0,313,3,0,0,0,0,6,13,18
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,0,0,0,0,0,0,3,9,3,3,0,0,0,461,483,21,12,36,30,47,213,393,666,2123,1841,1426,981,828,303,1269,10191,0,0,3,12,36,14,125,147,367,174,61,41,15,0,136,1139,0,8,29,69,216,55,242,163,155,47,12,5,0,0,135,1129,3,0,3,8,17,4,20,6,23,18,4,3,0,0,23,133,4,4,27,36,63,16,19,11,12,5,0,0,0,3,23,230,28,32,109,259,375,121,297,161,205,56,25,12,7,0,181,1861,0,0,0,3,0,0,3,0,9,0,0,0,0,0,61,83,30,56,178,378,710,212,699,490,773,297,102,62,21,4,556,4571,115,71,346,506,864,1974,2063,2214,4451,3301,2479,1426,1273,449,2591,24126,3,0,0,0,4,4,7,12,169,348,544,335,300,135,29,1894,0,0,4,0,13,12,42,58,153,59,56,19,8,18,6,440,4,0,0,0,7,11,23,54
20102,0,0,0,0,0,0,0,0,7,0,0,0,0,0,140,148,16,0,18,10,14,92,122,203,681,504,337,249,178,57,452,2936,0,0,3,3,12,5,23,31,76,28,14,10,3,0,33,236,0,4,9,30,43,19,57,38,42,11,7,0,3,0,23,285,0,0,3,0,5,0,4,0,3,0,0,0,0,0,9,34,0,3,3,16,14,3,0,3,0,0,0,0,0,0,12,57,9,3,34,43,90,32,68,53,46,9,3,3,0,0,46,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,11,10,46,92,165,63,156,124,171,50,25,14,8,0,132,1071,80,26,150,143,226,712,588,723,1402,894,603,399,329,94,917,7302,0,0,3,0,9,0,15,9,75,68,133,94,79,49,14,548,3,3,4,0,7,7,21,29,68,29,21,12,8,10,6,221,4,0,3,0,3,3,19,23
20103,0,0,0,0,0,0,0,3,4,0,0,0,0,0,150,153,17,3,22,17,24,106,164,227,580,368,202,99,88,30,398,2347,3,0,3,3,9,8,33,25,35,21,3,3,0,0,14,158,3,5,9,16,44,13,45,22,26,7,0,0,0,0,21,215,0,0,0,3,4,0,4,6,5,0,3,0,0,0,7,37,3,0,5,14,11,5,7,3,3,0,0,0,0,0,6,53,5,4,27,46,109,45,90,55,63,11,7,0,0,0,62,516,0,0,0,0,0,0,0,3,3,0,0,0,0,0,16,26,13,14,45,89,181,69,177,107,132,37,14,5,0,3,125,1017,68,25,155,150,246,986,732,756,1179,656,342,141,143,49,779,6402,3,0,0,0,7,0,9,18,60,88,84,37,27,15,4,356,0,3,0,0,13,5,13,27,51,12,14,9,3,0,0,150,4,3,0,0,13,5,14,28
20201,0,0,0,0,0,0,3,8,9,10,0,0,0,0,474,504,20,16,42,30,47,191,358,576,1959,1741,1298,833,653,241,1159,9169,0,0,4,0,37,17,136,175,338,176,52,41,12,0,135,1123,0,14,33,59,217,62,243,149,159,43,16,10,0,0,99,1100,3,0,0,9,13,7,21,16,32,13,8,3,0,0,17,135,5,6,27,39,61,19,11,10,14,0,0,0,0,0,16,213,24,27,118,190,380,119,277,172,191,67,23,9,3,4,153,1752,0,0,3,0,5,0,8,3,0,0,0,0,0,0,47,74,32,45,182,298,713,219,702,523,732,299,102,65,18,6,470,4396,98,67,370,385,852,1799,1928,2187,4174,3060,2244,1247,1033,355,2360,22162,0,3,0,0,4,0,7,11,182,329,464,288,256,96,32,1674,0,3,0,0,7,13,36,55,135,61,36,20,10,14,10,415,0,0,3,0,3,6,23,54
20202,0,0,0,0,0,0,3,7,5,0,0,0,0,0,292,313,20,14,36,26,33,120,205,296,939,812,607,456,375,120,771,4807,5,3,0,9,16,4,51,50,116,76,25,18,3,3,63,443,0,3,13,36,85,15,79,53,67,16,9,0,0,0,71,444,0,0,0,0,9,0,4,0,5,3,0,3,0,0,14,54,0,5,14,18,16,4,5,3,3,0,0,0,0,0,12,77,7,18,48,75,113,53,98,68,80,26,8,5,3,0,63,654,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,17,9,27,74,138,238,74,241,179,272,120,38,26,7,3,235,1690,94,55,219,209,328,1107,960,1140,2032,1487,1055,703,604,224,1454,11661,3,9,4,0,18,6,13,13,101,132,158,122,131,90,17,802,0,0,3,0,17,10,16,34,132,63,41,13,11,11,7,354,0,0,0,0,9,4,20,29
20203,0,0,0,0,0,0,0,3,0,0,0,0,0,0,74,83,3,10,14,13,14,56,64,127,264,177,108,44,43,13,218,1172,0,0,3,3,5,3,10,9,13,7,0,3,3,0,12,77,0,0,3,5,9,9,18,6,3,4,0,0,0,0,10,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,3,0,3,3,4,0,0,0,0,0,0,0,13,4,0,18,14,37,13,35,18,29,9,0,0,0,0,16,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,30,33,54,23,70,38,48,21,4,3,4,0,57,374,32,9,85,62,92,400,310,377,531,327,202,76,79,31,399,3015,6,5,0,0,3,3,9,14,43,40,56,23,29,15,12,244,0,0,0,0,4,0,7,9,27,4,10,4,0,0,0,64,3,0,0,0,6,0,7,17
20301,0,0,0,0,0,0,0,0,5,0,0,0,0,0,148,155,9,6,11,12,12,43,77,131,439,476,296,200,187,61,374,2332,0,0,0,0,6,0,11,10,21,20,7,3,3,0,21,100,0,3,3,15,26,10,25,16,23,4,0,0,0,0,10,139,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,20,0,0,0,3,11,0,6,0,3,0,0,0,0,0,0,28,3,9,9,18,31,11,27,19,25,8,0,0,0,0,17,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,8,17,34,77,25,66,54,70,30,11,3,3,0,58,464,37,25,67,56,119,337,301,374,813,732,508,302,279,90,585,4615,0,0,0,0,10,3,3,9,43,46,103,76,51,26,8,380,3,0,3,0,4,4,8,13,42,11,11,6,0,3,0,119,0,0,0,0,0,3,8,3
20302,4,0,0,0,0,5,9,12,9,11,5,5,0,0,967,1022,62,31,78,77,110,365,613,993,3580,3491,2703,2141,1939,623,2649,19467,8,9,9,16,58,36,213,290,578,333,119,128,41,8,256,2090,3,19,45,126,378,123,435,321,300,100,42,20,4,4,229,2148,0,3,11,5,32,9,37,25,38,27,6,7,3,0,48,263,7,11,37,66,102,35,40,22,24,3,3,0,0,0,39,400,35,42,211,367,573,235,470,346,430,142,53,42,15,3,323,3275,3,0,0,8,0,4,6,7,3,0,0,0,0,0,122,156,48,82,315,580,1143,440,1202,1011,1384,606,223,193,64,14,1020,8335,269,144,757,803,1466,3802,3514,3958,7570,6091,4752,3203,2888,902,5129,45260,4,0,0,0,5,3,13,17,235,500,1032,718,601,282,65,3489,3,3,7,0,24,31,69,91,266,107,76,34,21,28,13,766,0,0,0,0,5,11,39,79
20303,0,0,0,0,0,0,0,3,0,0,0,0,0,0,416,423,17,10,33,20,23,105,187,321,1199,1163,1038,823,759,253,1116,7041,3,3,3,7,15,13,48,64,166,101,31,39,10,5,107,608,0,9,17,32,114,24,129,100,86,42,9,7,0,0,85,662,0,0,0,7,3,0,12,4,19,9,6,3,0,0,11,69,3,4,14,13,22,3,14,4,9,3,0,0,0,0,11,102,14,10,46,57,133,47,100,74,80,27,14,3,0,3,86,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,23,16,81,120,289,89,303,244,354,190,60,63,10,4,304,2161,130,43,258,197,396,1218,1222,1516,2671,2076,1764,1279,1161,402,2064,16395,5,3,0,0,7,0,6,8,79,144,346,245,225,153,19,1240,0,0,0,0,12,11,29,62,141,61,56,26,28,33,6,461,0,0,0,0,0,3,15,26
20401,0,0,0,0,0,4,0,3,0,3,0,0,0,0,325,338,26,8,29,28,31,143,229,325,1124,910,614,396,301,82,816,5072,3,3,4,10,22,14,54,72,138,53,19,22,8,3,78,500,0,7,20,41,86,36,112,74,56,18,9,0,0,0,53,518,0,0,0,3,11,7,9,8,10,5,3,0,0,0,4,64,3,3,18,16,29,3,6,7,7,0,0,0,0,0,9,101,16,12,58,92,145,57,121,73,100,29,10,9,3,0,83,800,0,0,0,0,0,0,0,4,3,0,0,0,0,0,24,37,22,28,92,156,303,108,303,229,325,104,45,26,13,3,257,2011,144,53,279,279,449,1300,1121,1316,2420,1670,1153,627,511,157,1668,13148,11,3,0,0,9,10,26,25,139,177,228,163,116,76,20,1007,0,9,0,0,20,11,27,37,110,46,28,14,8,19,12,342,9,7,7,0,10,12,22,42
20402,0,0,0,0,0,3,3,3,0,3,0,0,0,0,275,282,19,6,27,23,37,130,202,324,1083,886,589,317,255,104,684,4688,3,3,4,12,20,14,71,63,116,58,26,21,6,0,61,463,0,5,20,31,85,24,113,54,78,21,3,6,0,0,56,482,0,0,0,3,9,3,10,3,6,3,0,0,0,0,12,47,4,0,15,18,24,4,11,3,0,0,0,0,0,0,7,92,7,13,33,94,170,61,122,78,91,16,14,0,3,0,72,777,0,0,0,0,0,3,3,3,3,3,0,0,0,0,20,32,18,23,71,152,299,103,328,210,304,102,47,26,5,0,223,1902,93,38,231,244,407,1188,1134,1252,2278,1584,1091,498,426,156,1366,11985,3,5,0,0,6,8,19,26,129,186,222,146,118,51,28,960,3,0,0,0,5,3,25,44,118,40,29,18,13,8,6,308,0,0,0,0,3,3,30,51
