SA3_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
12501,28,270,76,28,9,68,480,17,106,15,4,6,0,151,117,194,90,36,16,7,463,1155,72,179,15,53,12,1475,650,20,172,5,31,10,886,1341,42,284,8,50,18,1740,1147,22,191,0,28,20,1408,486,8,79,0,4,3,577,146,0,29,0,3,0,175,24,0,8,0,0,0,36,7,0,8,0,0,0,14,9,0,0,0,0,0,12,0,0,4,0,0,0,7,27,14,3,0,0,0,43,99,44,71,11,22,19,262,5244,794,1201,114,225,153,7724,32,98,110,19,11,48,319,3,201,3,11,3,3,226,25,199,53,14,11,0,304,76,132,79,18,12,7,322,103,37,53,12,27,0,223,455,47,126,17,21,5,683,1345,38,284,6,53,14,1734,2056,38,395,11,52,21,2570,1195,3,191,4,24,8,1421,340,3,57,0,9,0,407,98,0,12,0,3,0,119,38,3,0,0,0,0,43,9,0,0,0
12502,4,736,50,12,11,93,904,3,203,6,18,4,11,244,19,424,29,38,24,9,541,70,140,46,3,28,5,288,136,59,55,3,0,5,256,501,89,122,0,8,0,716,1066,65,178,3,11,6,1334,533,3,90,0,5,0,630,99,0,22,0,0,0,122,25,8,7,0,0,0,34,10,0,4,0,0,0,11,0,0,0,0,0,0,4,0,4,0,0,0,0,4,12,44,3,0,0,0,60,43,125,29,10,10,10,224,2506,1895,649,89,104,145,5377,4,275,72,8,15,43,424,3,551,5,9,4,3,573,3,372,24,77,10,0,479,39,173,27,29,22,6,295,17,68,38,3,62,0,182,52,88,46,5,30,0,225,302,55,94,3,7,5,470,1049,88,213,0,8,8,1371,756,8,135,0,5,4,902,275,5,38,0,3,0,318,86,0,16,0,0,0,103,14,3,6,0,0,3,26,9,0,3,0
12503,22,1280,158,72,25,161,1711,15,405,14,53,0,7,503,272,866,159,59,22,22,1400,1151,308,322,11,46,20,1856,1138,155,395,12,68,17,1782,2641,179,561,10,114,23,3525,1089,30,230,3,31,12,1391,165,3,49,0,3,0,229,28,5,8,0,0,0,44,7,3,3,0,0,0,14,5,0,0,0,3,0,5,4,0,0,0,0,0,3,0,3,0,0,0,0,4,27,61,9,0,4,6,107,130,219,97,18,29,26,519,6685,3521,2014,241,342,289,13097,24,453,178,21,20,135,835,7,1005,8,79,3,9,1112,25,805,91,98,27,11,1060,150,549,129,102,20,9,958,207,133,154,32,30,11,557,578,204,263,32,36,7,1125,2115,225,531,19,120,20,3029,3029,77,612,19,122,26,3885,730,4,152,3,26,8,920,139,7,25,0,3,0,169,19,3,6,0,3,0,35,17,15,3,0,0,0,31,3,0,0,0
12504,32,914,117,88,39,173,1358,20,291,14,79,9,12,425,143,473,117,81,41,19,875,1491,141,351,43,46,19,2088,2284,97,366,27,40,18,2823,4084,87,491,26,47,18,4751,2504,44,293,6,17,7,2870,529,3,79,4,11,0,633,72,0,7,0,3,3,83,21,4,3,0,3,0,39,5,3,8,0,0,0,17,11,0,0,0,0,0,12,0,0,0,0,3,0,4,53,53,8,3,0,3,121,176,145,97,24,30,24,499,11405,2269,1959,382,289,288,16597,34,275,141,38,43,100,644,11,793,8,52,28,0,899,28,504,74,131,20,7,762,118,331,161,87,28,3,733,165,96,141,36,20,8,466,591,100,253,42,59,7,1055,3421,185,591,41,94,18,4345,5898,40,632,14,68,30,6677,1391,5,180,5,24,5,1619,272,6,46,0,6,0,322,62,0,17,0,7,0,81,26,10,7,0,4,0,46,9,0,4,0
12601,12,51,51,10,8,66,193,0,9,4,0,0,0,11,9,12,22,5,12,5,63,19,9,37,4,36,0,112,42,4,31,0,5,3,85,382,7,67,0,3,0,451,762,3,137,0,4,0,908,608,0,79,3,3,7,696,164,0,26,0,0,3,192,51,0,8,0,0,0,59,19,0,4,0,0,0,18,11,0,3,0,0,0,12,0,0,0,0,0,0,4,12,8,3,0,0,0,26,28,5,21,0,7,3,65,2110,105,494,28,79,78,2903,6,18,63,18,5,47,152,0,40,0,4,0,3,47,4,19,24,12,3,0,56,11,18,30,28,8,0,98,10,0,17,5,5,0,46,24,6,32,4,13,0,77,163,3,72,6,16,0,255,813,10,123,3,7,3,956,604,5,87,0,3,0,702,305,3,46,3,4,0,358,120,0,15,0,0,0,137,73,0,21,0,0,0,97,17,0,3,0
12602,51,747,157,68,27,193,1242,11,206,11,73,3,7,309,84,295,83,66,52,13,596,821,113,188,41,84,5,1260,1058,42,190,18,24,4,1331,2084,62,344,8,18,14,2531,2156,56,409,10,22,9,2665,1540,26,314,13,21,8,1915,450,3,113,3,7,3,579,110,8,39,0,5,0,164,66,0,22,3,0,0,97,30,0,14,3,0,0,52,17,3,3,0,0,0,24,71,35,24,0,4,0,136,147,125,88,28,27,24,434,8701,1719,2003,344,305,276,13348,40,240,200,30,26,129,666,7,624,13,37,3,3,687,39,355,67,125,11,3,593,55,223,104,58,38,0,484,88,50,91,19,65,3,318,416,61,172,39,33,0,734,1926,57,348,22,21,8,2377,3445,53,516,13,44,10,4077,1762,29,331,7,28,5,2166,861,4,163,13,6,12,1052,335,0,98,8,12,3,450,144,3,45,4,0,0,199,79,4,22,4
12701,5,517,91,12,24,118,767,0,280,7,14,3,4,312,29,499,47,35,16,19,649,155,258,143,14,21,17,613,277,154,168,9,43,8,662,863,103,203,0,39,12,1214,552,23,101,0,26,6,705,155,4,42,0,10,0,211,30,4,9,0,0,0,40,4,7,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,31,0,0,0,3,41,42,111,38,10,15,12,227,2127,1991,852,96,197,193,5459,7,235,102,13,21,83,462,0,453,0,4,9,7,469,10,437,27,42,19,8,548,24,281,70,14,14,0,405,42,98,71,14,16,0,238,142,99,105,10,22,0,386,459,159,221,22,50,3,918,1071,64,277,5,57,11,1481,497,7,83,0,11,3,606,104,7,10,0,3,0,127,17,3,6,0,0,0,26,11,4,0,0,0,0,14,0,0,0,0
12702,29,966,200,89,23,184,1491,24,474,29,52,9,10,609,753,1052,262,77,90,36,2267,2215,424,595,36,186,50,3501,1133,252,480,26,107,20,2012,2337,153,436,3,122,14,3069,790,9,139,0,35,3,982,110,0,41,0,6,0,164,20,3,13,0,3,3,42,5,4,0,0,0,0,9,8,0,4,0,0,0,11,0,0,0,0,0,0,3,3,4,0,0,0,0,3,36,46,8,7,4,0,103,159,213,120,19,53,31,608,7625,3608,2337,312,644,346,14874,51,320,226,21,22,148,789,5,771,10,18,3,8,815,85,845,120,84,30,5,1175,227,589,234,69,73,12,1203,395,214,240,36,62,8,951,1308,231,384,62,89,14,2084,2267,292,587,39,131,32,3352,2883,78,572,8,156,26,3721,551,7,94,0,26,7,689,100,6,15,0,10,0,129,24,0,4,4,0,0,36,3,12,3,0,0,0,12,4,0,3,0
12703,18,716,81,76,27,113,1027,11,259,5,24,6,11,318,256,534,71,51,388,15,1308,1656,199,230,14,298,24,2423,822,104,192,3,32,8,1158,1454,86,222,0,51,19,1824,951,14,142,0,28,0,1133,204,3,31,0,8,0,248,32,0,11,0,3,0,45,11,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,20,36,6,3,7,6,78,74,130,53,13,38,16,315,5513,2076,1048,184,884,200,9912,16,283,118,19,22,79,538,6,590,4,18,3,6,622,22,463,38,60,29,5,623,98,314,63,41,117,8,647,219,115,91,14,245,4,693,965,108,180,23,146,13,1429,1794,157,276,18,74,11,2324,1967,36,301,0,50,10,2357,744,7,79,0,24,4,858,114,0,13,0,4,0,136,22,0,3,0,0,0,27,6,3,0,0,0,0,16,9,0,0,0
12801,12,407,126,34,20,153,741,6,100,13,37,0,4,163,47,163,71,44,90,5,419,627,76,183,15,121,4,1025,591,36,173,3,22,5,837,1521,34,333,4,20,9,1929,1783,30,324,3,12,11,2162,1198,7,238,0,9,4,1459,361,0,63,0,0,3,430,107,0,30,0,3,0,142,49,0,14,0,0,0,69,36,0,11,0,0,0,44,13,0,7,0,0,0,19,29,17,11,7,3,5,63,77,74,68,23,16,12,275,6454,949,1655,167,322,216,9771,8,123,147,12,12,104,403,0,349,11,19,5,0,377,13,159,35,83,9,3,297,47,100,78,36,60,3,331,99,35,88,17,100,3,347,349,39,144,14,43,0,585,1194,47,312,8,29,10,1595,2389,30,407,4,43,12,2880,1265,9,187,4,10,3,1472,630,0,105,0,3,3,748,279,3,46,0,0,0,327,109,0,30,0,3,0,139,56,0,15,0
12802,9,292,69,40,14,66,496,0,152,10,10,0,0,175,26,195,58,23,20,7,323,123,52,81,6,20,7,288,257,17,116,3,3,4,405,1210,59,191,0,5,4,1474,1064,51,231,0,9,5,1354,685,4,129,3,0,3,832,113,0,31,0,3,3,157,33,0,9,0,0,0,39,14,0,0,0,0,0,12,4,0,0,0,0,0,10,4,3,0,0,0,0,9,3,9,3,0,0,0,20,38,52,32,16,8,8,164,3591,896,953,104,102,102,5749,11,89,81,19,10,57,254,0,239,4,26,0,0,275,4,149,35,40,5,0,237,17,121,48,25,14,0,234,29,40,54,16,19,0,165,97,43,82,10,23,0,260,553,51,209,5,23,3,848,1466,35,264,7,10,0,1786,738,4,137,0,12,7,896,337,3,54,0,0,3,398,130,3,19,0,0,0,154,54,0,4,0,3,0,64,13,0,5,0
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,26,501,141,62,40,128,907,228,317,90,34,8,10,690,969,386,499,57,47,12,1972,2062,195,594,41,43,16,2953,688,23,152,5,12,8,880,605,12,106,12,9,3,743,216,4,49,0,8,0,282,31,0,14,0,3,0,48,6,0,3,0,0,0,14,0,4,3,0,0,0,7,0,0,7,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,3,11,31,11,3,3,4,58,65,97,62,16,18,19,276,4908,1571,1723,222,204,207,8838,21,135,134,31,50,97,475,33,452,49,25,8,4,568,557,442,304,88,47,8,1437,1202,353,429,72,46,17,2122,943,66,354,25,31,0,1415,1927,29,355,9,29,10,2369,1102,10,163,8,14,5,1301,345,6,59,3,7,3,426,33,5,19,0,5,0,67,13,0,13,0,3,0,28,0,0,4,0,0,0,8,5,3,0,0,0,0,6,0,0,0,0
20102,3,63,98,7,32,93,292,21,31,42,3,6,4,107,90,36,181,11,26,8,346,251,4,168,3,9,3,439,61,0,34,0,0,0,98,44,0,15,0,0,0,57,6,0,4,0,0,0,11,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,3,3,0,0,0,13,12,9,44,3,9,5,84,482,148,607,25,93,110,1469,3,15,94,15,29,79,235,6,67,16,6,5,0,101,39,35,123,8,39,3,248,116,11,150,0,23,3,306,102,0,95,0,12,0,208,172,0,76,0,6,3,263,120,0,39,0,10,0,171,17,0,7,0,0,0,29,6,0,4,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0
20103,5,108,127,18,46,102,404,19,65,69,6,7,3,177,185,42,321,5,24,7,590,127,3,69,0,8,3,211,16,0,15,0,0,0,28,5,0,3,0,0,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,16,8,12,28,0,9,3,67,363,232,652,31,98,116,1500,4,28,85,13,33,72,240,4,74,38,5,9,0,132,101,52,203,9,23,3,398,255,36,194,12,30,3,530,86,5,50,0,4,0,145,75,0,33,0,0,0,111,20,0,6,0,0,0,26,6,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,10,537,147,90,46,132,964,57,283,67,55,31,5,506,743,356,510,52,59,10,1734,1730,159,778,57,61,12,2804,691,23,303,8,18,0,1040,618,3,166,4,18,0,812,162,8,54,0,13,5,239,25,0,18,0,3,0,44,3,0,7,0,3,0,15,0,3,5,0,0,0,7,0,0,3,0,0,0,8,0,3,0,0,0,0,7,0,0,0,0,0,0,0,8,19,13,0,0,0,43,61,80,65,21,30,14,265,4102,1474,2150,299,285,174,8480,10,144,137,11,32,91,430,11,437,41,47,14,7,565,315,397,278,39,72,3,1109,973,366,538,94,75,7,2052,737,24,398,47,23,8,1234,1591,32,424,15,41,8,2104,1073,9,238,0,33,3,1354,307,4,66,3,9,0,389,40,3,22,0,6,0,69,9,3,3,0,6,0,26,0,3,4,0,0,0,10,0,7,3,0,0,0,9,3,0,3,0
20202,5,123,136,27,38,131,468,17,48,36,11,12,5,120,176,66,304,15,48,10,614,532,30,279,15,20,3,875,169,0,72,0,3,0,243,113,0,30,0,0,0,142,23,0,14,0,0,0,42,9,0,3,0,0,0,10,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,14,17,26,40,3,10,10,103,1060,291,919,73,140,160,2642,4,31,124,12,39,105,319,3,109,23,13,9,0,153,58,63,160,6,33,3,327,204,48,210,25,28,3,522,166,16,134,3,6,5,330,344,4,120,3,13,0,483,270,0,92,0,11,0,370,103,0,28,0,3,0,138,30,0,10,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20203,0,48,109,3,45,85,295,0,10,47,3,20,0,80,62,3,130,7,22,3,227,28,0,31,0,0,0,66,8,0,10,0,3,0,21,3,0,3,0,0,0,10,4,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,13,0,19,3,38,113,67,358,15,108,93,754,0,20,77,0,45,69,220,3,21,27,3,5,0,57,33,6,100,5,12,0,165,48,0,71,3,11,0,129,8,0,12,0,5,0,29,8,0,17,0,0,0,26,4,0,4,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,3,15,52,0,26,44,134,3,6,21,0,3,0,42,15,8,64,7,12,5,110,48,0,53,0,4,0,102,37,0,16,0,0,0,50,25,0,17,0,4,0,40,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,7,3,24,134,30,247,5,60,50,524,3,3,41,0,27,38,116,3,12,3,0,3,0,15,3,3,53,0,5,0,74,26,6,56,0,8,0,97,25,0,67,0,3,0,92,67,0,37,0,4,0,110,69,0,24,0,0,0,94,22,0,8,0,0,0,33,3,0,5,0,0,0,14,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,39,924,270,128,95,288,1741,306,493,155,119,53,16,1136,1444,819,930,119,137,27,3468,3002,218,1397,74,114,30,4833,1153,24,488,3,32,4,1706,1061,7,274,11,19,10,1384,449,0,106,3,6,3,571,143,3,48,0,5,3,208,15,0,10,0,3,0,32,11,6,13,0,0,0,26,3,4,0,0,0,0,10,0,0,3,0,0,0,8,3,0,3,0,0,0,10,23,56,13,0,7,3,108,116,147,130,26,59,38,519,7776,2707,3835,488,535,412,15756,33,270,280,53,104,197,938,30,763,33,55,30,10,910,484,698,425,214,114,22,1961,1332,441,746,158,147,24,2838,1047,203,602,51,52,16,1968,2523,142,761,18,74,21,3545,2641,30,629,27,79,26,3430,1184,10,254,5,47,11,1514,239,4,51,3,12,0,304,53,0,11,0,4,0,76,19,0,6,0,9,0,35,8,10,12,0,3,0,33,11,3,5,0
20303,15,52,171,17,33,136,421,22,17,26,3,4,0,85,196,15,251,13,33,3,511,836,21,392,18,46,3,1312,404,0,165,3,8,3,583,367,0,122,0,3,0,496,222,0,79,0,3,3,311,91,0,23,0,5,0,120,7,0,7,0,4,0,18,3,0,0,0,3,0,4,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,3,0,24,30,7,52,3,23,9,127,2202,121,1298,57,179,158,4010,4,14,173,17,29,139,379,3,48,16,8,4,0,75,44,18,122,3,13,0,212,188,16,169,26,20,4,421,231,5,174,11,19,0,438,684,12,229,0,27,6,967,876,0,253,0,19,8,1160,670,0,134,0,5,0,815,214,0,39,0,3,0,254,33,0,8,0,4,0,40,13,0,9,0,3,0,20,3,0,3,0,0,0,11,0,0,0,0
20401,8,206,159,16,134,198,723,31,81,78,4,33,0,228,398,155,393,9,187,7,1145,633,69,276,0,158,3,1148,171,3,84,4,12,0,273,118,0,23,0,7,3,158,20,0,9,0,3,0,38,6,0,4,0,0,0,10,3,0,5,0,3,0,8,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,5,0,0,0,8,0,0,0,0,0,0,0,16,16,19,0,5,0,57,30,30,75,3,51,8,204,1432,563,1147,42,600,225,4006,5,67,170,8,96,157,513,6,162,22,8,13,7,219,163,131,229,13,66,11,604,489,115,294,10,93,4,1000,257,25,144,0,124,0,552,427,17,127,0,79,7,659,215,3,77,0,33,0,331,63,0,21,0,17,0,105,12,0,7,0,8,0,22,0,0,4,0,4,0,12,0,0,4,0,0,0,4,0,0,3,0,0,0,6,0,0,3,0
20402,3,268,157,37,50,146,664,44,134,66,21,14,0,271,450,209,355,21,62,16,1110,713,79,255,3,31,3,1090,220,5,70,0,4,3,297,106,3,34,3,0,0,149,33,0,16,0,6,0,46,3,0,5,0,0,0,9,0,0,0,0,4,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,4,0,25,22,47,59,7,12,7,152,1594,755,1025,91,178,184,3824,7,69,126,13,34,114,362,13,226,30,22,8,3,304,212,183,208,32,39,10,681,660,165,276,16,23,3,1153,358,42,148,3,16,3,565,392,11,123,0,9,10,546,185,10,46,0,6,3,248,30,3,13,0,3,3,49,3,0,3,0,3,0,10,0,3,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
20403,11,367,192,21,80,195,864,59,209,97,10,24,4,404,499,291,482,16,151,14,1447,1078,184,386,0,161,9,1811,387,25,126,0,18,0,559,487,5,87,0,5,3,592,181,0,42,0,17,3,246,56,0,14,0,5,0,76,6,0,4,0,7,0,27,0,0,4,0,3,0,13,0,3,4,0,0,0,11,0,0,3,0,4,0,11,0,0,4,0,3,0,7,97,16,107,4,41,3,271,71,70,93,14,59,19,317,2952,1169,1647,69,588,250,6669,6,122,179,12,68,172,551,10,323,49,16,15,5,423,258,278,309,14,43,9,909,739,273,384,20,67,11,1491,524,40,228,0,139,9,930,912,25,224,5,73,3,1245,668,14,110,0,35,3,836,204,0,34,0,14,3,263,36,0,12,3,3,0,54,8,0,4,0,10,0,30,3,0,6,0,4,0,15,8,0,13,0,3,0,18,0,0,0,0
20501,8,115,168,10,52,128,475,28,71,46,11,18,0,180,286,79,268,8,57,0,701,497,16,188,5,21,8,741,145,0,58,0,3,0,206,94,0,30,0,5,0,126,43,0,9,0,4,0,54,4,0,0,0,0,0,4,0,0,11,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,10,9,0,0,0,20,17,20,54,5,11,5,119,1134,318,847,38,165,140,2646,3,39,133,3,39,95,306,3,101,26,13,12,5,157,94,105,168,15,51,3,437,268,57,204,5,41,7,583,242,22,141,0,9,0,418,530,12,125,0,11,0,678,379,0,75,0,3,0,453,61,0,13,0,0,0,69,3,0,4,0,0,0,8,0,3,0,0,0,0,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
