STE_NAME16	Year	CountryOfBirth	Sex	persons
South Australia	2016	IRL	F	1597
South Australia	2016	IRL	M	1704
South Australia	2016	IRN	F	2099
South Australia	2016	IRN	M	2429
South Australia	2016	IRQ	F	664
South Australia	2016	IRQ	M	821
South Australia	2016	ITA	F	9378
South Australia	2016	ITA	M	9163
South Australia	2016	JPN	F	1056
South Australia	2016	JPN	M	466
South Australia	2016	KOR	F	2002
South Australia	2016	KOR	M	1682
South Australia	2016	LBN	F	748
South Australia	2016	LBN	M	791
South Australia	2016	LKA	F	1775
South Australia	2016	LKA	M	2010
South Australia	2016	MKD	F	201
South Australia	2016	MKD	M	188
South Australia	2016	MLT	F	724
South Australia	2016	MLT	M	689
South Australia	2016	MYS	F	4247
South Australia	2016	MYS	M	3495
South Australia	2016	NLD	F	3352
South Australia	2016	NLD	M	3246
South Australia	2016	NZL	F	6295
South Australia	2016	NZL	M	6635
South Australia	2016	PAK	F	1495
South Australia	2016	PAK	M	1945
South Australia	2016	PHL	F	7887
South Australia	2016	PHL	M	4581
South Australia	2016	POL	F	2809
South Australia	2016	POL	M	2148
South Australia	2016	SGP	F	1350
South Australia	2016	SGP	M	1137
South Australia	2016	THA	F	1916
South Australia	2016	THA	M	933
South Australia	2016	TUR	F	273
South Australia	2016	TUR	M	325
South Australia	2016	USA	F	2196
South Australia	2016	USA	M	2162
South Australia	2016	VNM	F	7835
South Australia	2016	VNM	M	6507
South Australia	2016	ZAF	F	3425
South Australia	2016	ZAF	M	3184
South Australia	2016	ZWE	F	777
South Australia	2016	ZWE	M	711
Western Australia	2006		F	102184
Western Australia	2006		M	110344
Western Australia	2006	AUS	F	643104
Western Australia	2006	AUS	M	636115
Western Australia	2006	CAN	F	2139
Western Australia	2006	CAN	M	1953
Western Australia	2006	CHN	F	4362
Western Australia	2006	CHN	M	3645
Western Australia	2006	DEU	F	5319
Western Australia	2006	DEU	M	4580
Western Australia	2006	EGY	F	750
Western Australia	2006	EGY	M	742
Western Australia	2006	FJI	F	342
Western Australia	2006	FJI	M	306
Western Australia	2006	GBR	F	104627
Western Australia	2006	GBR	M	103758
Western Australia	2006	GRC	F	1523
Western Australia	2006	GRC	M	1501
Western Australia	2006	HKG	F	2020
Western Australia	2006	HKG	M	2036
Western Australia	2006	HRV	F	2517
Western Australia	2006	HRV	M	2646
Western Australia	2006	IDN	F	4503
Western Australia	2006	IDN	M	3378
Western Australia	2006	IND	F	7671
Western Australia	2006	IND	M	7483
Western Australia	2006	IRL	F	4556
Western Australia	2006	IRL	M	4454
Western Australia	2006	IRN	F	1023
Western Australia	2006	IRN	M	1164
Western Australia	2006	IRQ	F	757
Western Australia	2006	IRQ	M	926
Western Australia	2006	ITA	F	9992
Western Australia	2006	ITA	M	10942
Western Australia	2006	JPN	F	2065
Western Australia	2006	JPN	M	968
Western Australia	2006	KOR	F	1259
Western Australia	2006	KOR	M	943
Western Australia	2006	LBN	F	401
Western Australia	2006	LBN	M	487
Western Australia	2006	LKA	F	1585
Western Australia	2006	LKA	M	1705
Western Australia	2006	MKD	F	1461
Western Australia	2006	MKD	M	1524
Western Australia	2006	MLT	F	460
Western Australia	2006	MLT	M	540
Western Australia	2006	MYS	F	10765
Western Australia	2006	MYS	M	8951
Western Australia	2006	NLD	F	4995
Western Australia	2006	NLD	M	5115
Western Australia	2006	NZL	F	22211
Western Australia	2006	NZL	M	25118
Western Australia	2006	PAK	F	523
Western Australia	2006	PAK	M	643
Western Australia	2006	PHL	F	4649
Western Australia	2006	PHL	M	2185
Western Australia	2006	POL	F	3100
Western Australia	2006	POL	M	2629
Western Australia	2006	SGP	F	6437
Western Australia	2006	SGP	M	5372
Western Australia	2006	THA	F	2428
Western Australia	2006	THA	M	991
Western Australia	2006	TUR	F	335
Western Australia	2006	TUR	M	427
Western Australia	2006	USA	F	3174
Western Australia	2006	USA	M	3576
Western Australia	2006	VNM	F	5437
Western Australia	2006	VNM	M	5047
Western Australia	2006	ZAF	F	11215
Western Australia	2006	ZAF	M	10839
Western Australia	2006	ZWE	F	3067
Western Australia	2006	ZWE	M	3087
Western Australia	2011		F	108769
Western Australia	2011		M	127359
Western Australia	2011	AUS	F	705513
Western Australia	2011	AUS	M	702299
Western Australia	2011	CAN	F	2757
Western Australia	2011	CAN	M	2392
Western Australia	2011	CHN	F	8806
Western Australia	2011	CHN	M	7884
Western Australia	2011	DEU	F	5908
Western Australia	2011	DEU	M	5059
Western Australia	2011	EGY	F	886
Western Australia	2011	EGY	M	964
Western Australia	2011	FJI	F	551
Western Australia	2011	FJI	M	480
Western Australia	2011	GBR	F	114678
Western Australia	2011	GBR	M	115735
Western Australia	2011	GRC	F	1331
Western Australia	2011	GRC	M	1320
Western Australia	2011	HKG	F	2424
Western Australia	2011	HKG	M	2336
Western Australia	2011	HRV	F	2520
Western Australia	2011	HRV	M	2630
Western Australia	2011	IDN	F	5826
Western Australia	2011	IDN	M	4317
Western Australia	2011	IND	F	13631
Western Australia	2011	IND	M	16287
Western Australia	2011	IRL	F	6588
Western Australia	2011	IRL	M	7702
Western Australia	2011	IRN	F	1641
Western Australia	2011	IRN	M	2082
Western Australia	2011	IRQ	F	1178
Western Australia	2011	IRQ	M	1423
Western Australia	2011	ITA	F	9353
Western Australia	2011	ITA	M	10124
Western Australia	2011	JPN	F	2484
Western Australia	2011	JPN	M	1080
Western Australia	2011	KOR	F	2157
Western Australia	2011	KOR	M	1942
Western Australia	2011	LBN	F	478
Western Australia	2011	LBN	M	554
Western Australia	2011	LKA	F	2458
Western Australia	2011	LKA	M	2882
Western Australia	2011	MKD	F	1476
Western Australia	2011	MKD	M	1515
Western Australia	2011	MLT	F	452
Western Australia	2011	MLT	M	542
Western Australia	2011	MYS	F	13561
Western Australia	2011	MYS	M	11409
Western Australia	2011	NLD	F	4942
Western Australia	2011	NLD	M	5033
Western Australia	2011	NZL	F	32690
Western Australia	2011	NZL	M	38047
Western Australia	2011	PAK	F	972
Western Australia	2011	PAK	M	1551
Western Australia	2011	PHL	F	9908
Western Australia	2011	PHL	M	7328
Western Australia	2011	POL	F	3092
Western Australia	2011	POL	M	2475
Western Australia	2011	SGP	F	7628
Western Australia	2011	SGP	M	6345
Western Australia	2011	THA	F	4074
Western Australia	2011	THA	M	1592
Western Australia	2011	TUR	F	445
Western Australia	2011	TUR	M	598
Western Australia	2011	USA	F	4237
Western Australia	2011	USA	M	4624
Western Australia	2011	VNM	F	6824
Western Australia	2011	VNM	M	5892
Western Australia	2011	ZAF	F	17862
Western Australia	2011	ZAF	M	17463
Western Australia	2011	ZWE	F	4892
Western Australia	2011	ZWE	M	4924
Western Australia	2016		F	145022
Western Australia	2016		M	151080
Western Australia	2016	AUS	F	744012
Western Australia	2016	AUS	M	748850
Western Australia	2016	CAN	F	2991
Western Australia	2016	CAN	M	2438
Western Australia	2016	CHN	F	14575
Western Australia	2016	CHN	M	12501
Western Australia	2016	DEU	F	5961
Western Australia	2016	DEU	M	5000
Western Australia	2016	EGY	F	1038
Western Australia	2016	EGY	M	1178
Western Australia	2016	FJI	F	688
Western Australia	2016	FJI	M	638
Western Australia	2016	GBR	F	116012
Western Australia	2016	GBR	M	117034
Western Australia	2016	GRC	F	1173
Western Australia	2016	GRC	M	1136
Western Australia	2016	HKG	F	3192
Western Australia	2016	HKG	M	2936
Western Australia	2016	HRV	F	2265
Western Australia	2016	HRV	M	2293
Western Australia	2016	IDN	F	6871
Western Australia	2016	IDN	M	4525
Western Australia	2016	IND	F	23211
Western Australia	2016	IND	M	26173
Western Australia	2016	IRL	F	8532
Western Australia	2016	IRL	M	9498
Western Australia	2016	IRN	F	2683
Western Australia	2016	IRN	M	3134
Western Australia	2016	IRQ	F	1578
Western Australia	2016	IRQ	M	1848
Western Australia	2016	ITA	F	9131
Western Australia	2016	ITA	M	10079
Western Australia	2016	JPN	F	2990
Western Australia	2016	JPN	M	1307
Western Australia	2016	KOR	F	3507
Western Australia	2016	KOR	M	3355
Western Australia	2016	LBN	F	496
Western Australia	2016	LBN	M	610
Western Australia	2016	LKA	F	3634
Western Australia	2016	LKA	M	4166
Western Australia	2016	MKD	F	1531
Western Australia	2016	MKD	M	1522
Western Australia	2016	MLT	F	423
Western Australia	2016	MLT	M	479
Western Australia	2016	MYS	F	15774
Western Australia	2016	MYS	M	13355
Western Australia	2016	NLD	F	4551
Western Australia	2016	NLD	M	4582
Western Australia	2016	NZL	F	37258
Western Australia	2016	NZL	M	41960
Western Australia	2016	PAK	F	2110
Western Australia	2016	PAK	M	3328
Western Australia	2016	PHL	F	17272
Western Australia	2016	PHL	M	13563
Western Australia	2016	POL	F	3157
Western Australia	2016	POL	M	2413
Western Australia	2016	SGP	F	8208
Western Australia	2016	SGP	M	6778
Western Australia	2016	THA	F	5625
Western Australia	2016	THA	M	2181
Western Australia	2016	TUR	F	524
Western Australia	2016	TUR	M	678
Western Australia	2016	USA	F	4575
Western Australia	2016	USA	M	4729
Western Australia	2016	VNM	F	8729
Western Australia	2016	VNM	M	7116
Western Australia	2016	ZAF	F	20844
Western Australia	2016	ZAF	M	20166
Western Australia	2016	ZWE	F	5850
Western Australia	2016	ZWE	M	5796
Tasmania	2006		F	17680
Tasmania	2006		M	17744
Tasmania	2006	AUS	F	202817
Tasmania	2006	AUS	M	193845
Tasmania	2006	CAN	F	314
Tasmania	2006	CAN	M	281
Tasmania	2006	CHN	F	521
Tasmania	2006	CHN	M	444
Tasmania	2006	DEU	F	1092
Tasmania	2006	DEU	M	1024
Tasmania	2006	EGY	F	61
Tasmania	2006	EGY	M	57
Tasmania	2006	FJI	F	157
Tasmania	2006	FJI	M	105
Tasmania	2006	GBR	F	11304
Tasmania	2006	GBR	M	11327
Tasmania	2006	GRC	F	258
Tasmania	2006	GRC	M	301
Tasmania	2006	HKG	F	165
Tasmania	2006	HKG	M	151
Tasmania	2006	HRV	F	101
Tasmania	2006	HRV	M	168
Tasmania	2006	IDN	F	121
Tasmania	2006	IDN	M	83
Tasmania	2006	IND	F	396
Tasmania	2006	IND	M	407
Tasmania	2006	IRL	F	310
Tasmania	2006	IRL	M	312
Tasmania	2006	IRN	F	53
Tasmania	2006	IRN	M	61
Tasmania	2006	IRQ	F	20
Tasmania	2006	IRQ	M	34
Tasmania	2006	ITA	F	434
Tasmania	2006	ITA	M	607
Tasmania	2006	JPN	F	205
Tasmania	2006	JPN	M	88
Tasmania	2006	KOR	F	243
Tasmania	2006	KOR	M	178
Tasmania	2006	LBN	F	22
Tasmania	2006	LBN	M	35
Tasmania	2006	LKA	F	115
Tasmania	2006	LKA	M	121
Tasmania	2006	MKD	F	14
Tasmania	2006	MKD	M	10
Tasmania	2006	MLT	F	43
Tasmania	2006	MLT	M	81
Tasmania	2006	MYS	F	525
Tasmania	2006	MYS	M	431
Tasmania	2006	NLD	F	1190
Tasmania	2006	NLD	M	1243
Tasmania	2006	NZL	F	2059
Tasmania	2006	NZL	M	2097
Tasmania	2006	PAK	F	34
Tasmania	2006	PAK	M	32
Tasmania	2006	PHL	F	770
Tasmania	2006	PHL	M	192
Tasmania	2006	POL	F	396
Tasmania	2006	POL	M	339
Tasmania	2006	SGP	F	184
Tasmania	2006	SGP	M	133
Tasmania	2006	THA	F	210
Tasmania	2006	THA	M	98
Tasmania	2006	TUR	F	19
Tasmania	2006	TUR	M	24
Tasmania	2006	USA	F	529
Tasmania	2006	USA	M	629
Tasmania	2006	VNM	F	67
Tasmania	2006	VNM	M	73
Tasmania	2006	ZAF	F	563
Tasmania	2006	ZAF	M	505
Tasmania	2006	ZWE	F	121
Tasmania	2006	ZWE	M	117
Tasmania	2011		F	15483
Tasmania	2011		M	15847
Tasmania	2011	AUS	F	211812
Tasmania	2011	AUS	M	202456
Tasmania	2011	CAN	F	395
Tasmania	2011	CAN	M	352
Tasmania	2011	CHN	F	1076
Tasmania	2011	CHN	M	838
Tasmania	2011	DEU	F	1125
Tasmania	2011	DEU	M	1068
Tasmania	2011	EGY	F	54
Tasmania	2011	EGY	M	62
Tasmania	2011	FJI	F	160
Tasmania	2011	FJI	M	114
Tasmania	2011	GBR	F	11463
Tasmania	2011	GBR	M	11815
Tasmania	2011	GRC	F	218
Tasmania	2011	GRC	M	260
Tasmania	2011	HKG	F	171
Tasmania	2011	HKG	M	157
Tasmania	2011	HRV	F	116
Tasmania	2011	HRV	M	164
Tasmania	2011	IDN	F	140
Tasmania	2011	IDN	M	101
Tasmania	2011	IND	F	698
Tasmania	2011	IND	M	774
Tasmania	2011	IRL	F	329
Tasmania	2011	IRL	M	331
Tasmania	2011	IRN	F	91
Tasmania	2011	IRN	M	105
Tasmania	2011	IRQ	F	27
Tasmania	2011	IRQ	M	30
Tasmania	2011	ITA	F	411
Tasmania	2011	ITA	M	556
Tasmania	2011	JPN	F	226
Tasmania	2011	JPN	M	115
Tasmania	2011	KOR	F	331
Tasmania	2011	KOR	M	296
Tasmania	2011	LBN	F	26
Tasmania	2011	LBN	M	42
Tasmania	2011	LKA	F	154
Tasmania	2011	LKA	M	136
Tasmania	2011	MKD	F	10
Tasmania	2011	MKD	M	16
Tasmania	2011	MLT	F	46
Tasmania	2011	MLT	M	65
Tasmania	2011	MYS	F	633
Tasmania	2011	MYS	M	569
Tasmania	2011	NLD	F	1161
Tasmania	2011	NLD	M	1218
Tasmania	2011	NZL	F	2453
Tasmania	2011	NZL	M	2470
Tasmania	2011	PAK	F	53
Tasmania	2011	PAK	M	59
Tasmania	2011	PHL	F	1000
Tasmania	2011	PHL	M	274
Tasmania	2011	POL	F	374
Tasmania	2011	POL	M	286
Tasmania	2011	SGP	F	256
Tasmania	2011	SGP	M	191
Tasmania	2011	THA	F	325
Tasmania	2011	THA	M	150
Tasmania	2011	TUR	F	30
Tasmania	2011	TUR	M	41
Tasmania	2011	USA	F	738
Tasmania	2011	USA	M	723
Tasmania	2011	VNM	F	139
Tasmania	2011	VNM	M	132
Tasmania	2011	ZAF	F	789
Tasmania	2011	ZAF	M	724
Tasmania	2011	ZWE	F	168
Tasmania	2011	ZWE	M	151
Tasmania	2016		F	23629
Tasmania	2016		M	22822
Tasmania	2016	AUS	F	209956
Tasmania	2016	AUS	M	201535
Tasmania	2016	CAN	F	429
Tasmania	2016	CAN	M	390
Tasmania	2016	CHN	F	1688
Tasmania	2016	CHN	M	1347
Tasmania	2016	DEU	F	1114
Tasmania	2016	DEU	M	998
Tasmania	2016	EGY	F	58
Tasmania	2016	EGY	M	75
Tasmania	2016	FJI	F	145
Tasmania	2016	FJI	M	109
Tasmania	2016	GBR	F	10983
Tasmania	2016	GBR	M	11187
Tasmania	2016	GRC	F	231
Tasmania	2016	GRC	M	255
Tasmania	2016	HKG	F	224
Tasmania	2016	HKG	M	236
Tasmania	2016	HRV	F	109
Tasmania	2016	HRV	M	141
Tasmania	2016	IDN	F	207
Tasmania	2016	IDN	M	137
Tasmania	2016	IND	F	926
Tasmania	2016	IND	M	1052
Tasmania	2016	IRL	F	347
Tasmania	2016	IRL	M	333
Tasmania	2016	IRN	F	274
Tasmania	2016	IRN	M	288
Tasmania	2016	IRQ	F	46
Tasmania	2016	IRQ	M	56
Tasmania	2016	ITA	F	374
Tasmania	2016	ITA	M	478
Tasmania	2016	JPN	F	281
Tasmania	2016	JPN	M	132
Tasmania	2016	KOR	F	319
Tasmania	2016	KOR	M	278
Tasmania	2016	LBN	F	33
Tasmania	2016	LBN	M	40
Tasmania	2016	LKA	F	200
Tasmania	2016	LKA	M	190
Tasmania	2016	MKD	F	6
Tasmania	2016	MKD	M	12
Tasmania	2016	MLT	F	42
Tasmania	2016	MLT	M	74
Tasmania	2016	MYS	F	773
Tasmania	2016	MYS	M	636
Tasmania	2016	NLD	F	1092
Tasmania	2016	NLD	M	1103
Tasmania	2016	NZL	F	2508
Tasmania	2016	NZL	M	2469
Tasmania	2016	PAK	F	131
Tasmania	2016	PAK	M	214
Tasmania	2016	PHL	F	1263
Tasmania	2016	PHL	M	355
Tasmania	2016	POL	F	336
Tasmania	2016	POL	M	243
Tasmania	2016	SGP	F	322
Tasmania	2016	SGP	M	246
Tasmania	2016	THA	F	435
Tasmania	2016	THA	M	176
Tasmania	2016	TUR	F	32
Tasmania	2016	TUR	M	41
Tasmania	2016	USA	F	818
Tasmania	2016	USA	M	814
Tasmania	2016	VNM	F	235
Tasmania	2016	VNM	M	167
Tasmania	2016	ZAF	F	795
Tasmania	2016	ZAF	M	733
Tasmania	2016	ZWE	F	139
Tasmania	2016	ZWE	M	147
Northern Territory	2006		F	10660
Northern Territory	2006		M	12632
Northern Territory	2006	AUS	F	72066
Northern Territory	2006	AUS	M	76101
Northern Territory	2006	CAN	F	155
Northern Territory	2006	CAN	M	132
Northern Territory	2006	CHN	F	200
Northern Territory	2006	CHN	M	122
Northern Territory	2006	DEU	F	408
Northern Territory	2006	DEU	M	469
Northern Territory	2006	EGY	F	24
Northern Territory	2006	EGY	M	32
Northern Territory	2006	FJI	F	97
Northern Territory	2006	FJI	M	87
Northern Territory	2006	GBR	F	2944
Northern Territory	2006	GBR	M	3234
Northern Territory	2006	GRC	F	385
Northern Territory	2006	GRC	M	558
Northern Territory	2006	HKG	F	111
Northern Territory	2006	HKG	M	100
Northern Territory	2006	HRV	F	16
Northern Territory	2006	HRV	M	31
Northern Territory	2006	IDN	F	458
Northern Territory	2006	IDN	M	305
Northern Territory	2006	IND	F	285
Northern Territory	2006	IND	M	304
Northern Territory	2006	IRL	F	146
Northern Territory	2006	IRL	M	176
Northern Territory	2006	IRN	F	10
Northern Territory	2006	IRN	M	11
Northern Territory	2006	IRQ	F	4
Northern Territory	2006	IRQ	M	13
Northern Territory	2006	ITA	F	171
Northern Territory	2006	ITA	M	269
Northern Territory	2006	JPN	F	105
Northern Territory	2006	JPN	M	34
Northern Territory	2006	KOR	F	44
Northern Territory	2006	KOR	M	47
Northern Territory	2006	LBN	F	4
Northern Territory	2006	LBN	M	25
Northern Territory	2006	LKA	F	121
Northern Territory	2006	LKA	M	151
Northern Territory	2006	MKD	F	5
Northern Territory	2006	MKD	M	15
Northern Territory	2006	MLT	F	19
Northern Territory	2006	MLT	M	36
Northern Territory	2006	MYS	F	334
Northern Territory	2006	MYS	M	247
Northern Territory	2006	NLD	F	228
Northern Territory	2006	NLD	M	261
Northern Territory	2006	NZL	F	1551
Northern Territory	2006	NZL	M	1741
Northern Territory	2006	PAK	F	37
Northern Territory	2006	PAK	M	42
Northern Territory	2006	PHL	F	1225
Northern Territory	2006	PHL	M	648
Northern Territory	2006	POL	F	56
Northern Territory	2006	POL	M	38
Northern Territory	2006	SGP	F	130
Northern Territory	2006	SGP	M	125
Northern Territory	2006	THA	F	385
Northern Territory	2006	THA	M	127
Northern Territory	2006	TUR	F	7
Northern Territory	2006	TUR	M	17
Northern Territory	2006	USA	F	480
Northern Territory	2006	USA	M	612
Northern Territory	2006	VNM	F	280
Northern Territory	2006	VNM	M	273
Northern Territory	2006	ZAF	F	224
Northern Territory	2006	ZAF	M	225
Northern Territory	2006	ZWE	F	153
Northern Territory	2006	ZWE	M	134
Northern Territory	2011		F	11259
Northern Territory	2011		M	13948
Northern Territory	2011	AUS	F	76690
Northern Territory	2011	AUS	M	81338
Northern Territory	2011	CAN	F	174
Northern Territory	2011	CAN	M	164
Northern Territory	2011	CHN	F	514
Northern Territory	2011	CHN	M	357
Northern Territory	2011	DEU	F	491
Northern Territory	2011	DEU	M	474
Northern Territory	2011	EGY	F	19
Northern Territory	2011	EGY	M	32
Northern Territory	2011	FJI	F	146
Northern Territory	2011	FJI	M	134
Northern Territory	2011	GBR	F	3107
Northern Territory	2011	GBR	M	3314
Northern Territory	2011	GRC	F	405
Northern Territory	2011	GRC	M	607
Northern Territory	2011	HKG	F	123
Northern Territory	2011	HKG	M	102
Northern Territory	2011	HRV	F	16
Northern Territory	2011	HRV	M	35
Northern Territory	2011	IDN	F	587
Northern Territory	2011	IDN	M	415
Northern Territory	2011	IND	F	865
Northern Territory	2011	IND	M	1054
Northern Territory	2011	IRL	F	284
Northern Territory	2011	IRL	M	343
Northern Territory	2011	IRN	F	101
Northern Territory	2011	IRN	M	256
Northern Territory	2011	IRQ	F	16
Northern Territory	2011	IRQ	M	77
Northern Territory	2011	ITA	F	186
Northern Territory	2011	ITA	M	256
Northern Territory	2011	JPN	F	126
Northern Territory	2011	JPN	M	45
Northern Territory	2011	KOR	F	151
Northern Territory	2011	KOR	M	144
Northern Territory	2011	LBN	F	10
Northern Territory	2011	LBN	M	37
Northern Territory	2011	LKA	F	201
Northern Territory	2011	LKA	M	245
Northern Territory	2011	MKD	F	12
Northern Territory	2011	MKD	M	17
Northern Territory	2011	MLT	F	19
Northern Territory	2011	MLT	M	29
Northern Territory	2011	MYS	F	344
Northern Territory	2011	MYS	M	284
Northern Territory	2011	NLD	F	201
Northern Territory	2011	NLD	M	244
Northern Territory	2011	NZL	F	1871
Northern Territory	2011	NZL	M	2095
Northern Territory	2011	PAK	F	59
Northern Territory	2011	PAK	M	128
Northern Territory	2011	PHL	F	2163
Northern Territory	2011	PHL	M	1418
Northern Territory	2011	POL	F	49
Northern Territory	2011	POL	M	55
Northern Territory	2011	SGP	F	139
Northern Territory	2011	SGP	M	95
Northern Territory	2011	THA	F	557
Northern Territory	2011	THA	M	169
Northern Territory	2011	TUR	F	16
Northern Territory	2011	TUR	M	24
Northern Territory	2011	USA	F	481
Northern Territory	2011	USA	M	578
Northern Territory	2011	VNM	F	346
Northern Territory	2011	VNM	M	324
Northern Territory	2011	ZAF	F	372
Northern Territory	2011	ZAF	M	383
Northern Territory	2011	ZWE	F	301
Northern Territory	2011	ZWE	M	274
Northern Territory	2016		F	15917
Northern Territory	2016		M	18734
Northern Territory	2016	AUS	F	75851
Northern Territory	2016	AUS	M	81677
Northern Territory	2016	CAN	F	194
Northern Territory	2016	CAN	M	163
Northern Territory	2016	CHN	F	694
Northern Territory	2016	CHN	M	500
Northern Territory	2016	DEU	F	514
Northern Territory	2016	DEU	M	415
Northern Territory	2016	EGY	F	28
Northern Territory	2016	EGY	M	28
Northern Territory	2016	FJI	F	212
Northern Territory	2016	FJI	M	213
Northern Territory	2016	GBR	F	3159
Northern Territory	2016	GBR	M	3561
Northern Territory	2016	GRC	F	536
Northern Territory	2016	GRC	M	732
Northern Territory	2016	HKG	F	149
Northern Territory	2016	HKG	M	135
Northern Territory	2016	HRV	F	10
Northern Territory	2016	HRV	M	30
Northern Territory	2016	IDN	F	729
Northern Territory	2016	IDN	M	387
Northern Territory	2016	IND	F	1640
Northern Territory	2016	IND	M	1955
Northern Territory	2016	IRL	F	461
Northern Territory	2016	IRL	M	558
Northern Territory	2016	IRN	F	66
Northern Territory	2016	IRN	M	95
Northern Territory	2016	IRQ	F	10
Northern Territory	2016	IRQ	M	31
Northern Territory	2016	ITA	F	213
Northern Territory	2016	ITA	M	290
Northern Territory	2016	JPN	F	238
Northern Territory	2016	JPN	M	240
Northern Territory	2016	KOR	F	199
Northern Territory	2016	KOR	M	204
Northern Territory	2016	LBN	F	11
Northern Territory	2016	LBN	M	37
Northern Territory	2016	LKA	F	372
Northern Territory	2016	LKA	M	403
Northern Territory	2016	MKD	F	9
Northern Territory	2016	MKD	M	20
Northern Territory	2016	MLT	F	18
Northern Territory	2016	MLT	M	18
Northern Territory	2016	MYS	F	398
Northern Territory	2016	MYS	M	306
Northern Territory	2016	NLD	F	198
Northern Territory	2016	NLD	M	220
Northern Territory	2016	NZL	F	2167
Northern Territory	2016	NZL	M	2472
Northern Territory	2016	PAK	F	126
Northern Territory	2016	PAK	M	223
Northern Territory	2016	PHL	F	3352
Northern Territory	2016	PHL	M	2562
Northern Territory	2016	POL	F	65
Northern Territory	2016	POL	M	61
Northern Territory	2016	SGP	F	166
Northern Territory	2016	SGP	M	136
Northern Territory	2016	THA	F	705
Northern Territory	2016	THA	M	254
Northern Territory	2016	TUR	F	11
Northern Territory	2016	TUR	M	33
Northern Territory	2016	USA	F	565
Northern Territory	2016	USA	M	651
Northern Territory	2016	VNM	F	522
Northern Territory	2016	VNM	M	408
Northern Territory	2016	ZAF	F	422
Northern Territory	2016	ZAF	M	468
Northern Territory	2016	ZWE	F	345
Northern Territory	2016	ZWE	M	331
Australian Capital Territory	2006		F	15484
Australian Capital Territory	2006		M	15699
Australian Capital Territory	2006	AUS	F	119883
Australian Capital Territory	2006	AUS	M	116576
Australian Capital Territory	2006	CAN	F	496
Australian Capital Territory	2006	CAN	M	434
Australian Capital Territory	2006	CHN	F	1951
Australian Capital Territory	2006	CHN	M	1595
Australian Capital Territory	2006	DEU	F	1246
Australian Capital Territory	2006	DEU	M	1123
Australian Capital Territory	2006	EGY	F	108
Australian Capital Territory	2006	EGY	M	126
Australian Capital Territory	2006	FJI	F	353
Australian Capital Territory	2006	FJI	M	311
Australian Capital Territory	2006	GBR	F	7980
Australian Capital Territory	2006	GBR	M	8144
Australian Capital Territory	2006	GRC	F	601
Australian Capital Territory	2006	GRC	M	588
Australian Capital Territory	2006	HKG	F	616
Australian Capital Territory	2006	HKG	M	626
Australian Capital Territory	2006	HRV	F	766
Australian Capital Territory	2006	HRV	M	773
Australian Capital Territory	2006	IDN	F	469
Australian Capital Territory	2006	IDN	M	308
Australian Capital Territory	2006	IND	F	1289
Australian Capital Territory	2006	IND	M	1445
Australian Capital Territory	2006	IRL	F	341
Australian Capital Territory	2006	IRL	M	332
Australian Capital Territory	2006	IRN	F	158
Australian Capital Territory	2006	IRN	M	185
Australian Capital Territory	2006	IRQ	F	61
Australian Capital Territory	2006	IRQ	M	75
Australian Capital Territory	2006	ITA	F	1042
Australian Capital Territory	2006	ITA	M	1160
Australian Capital Territory	2006	JPN	F	360
Australian Capital Territory	2006	JPN	M	195
Australian Capital Territory	2006	KOR	F	519
Australian Capital Territory	2006	KOR	M	370
Australian Capital Territory	2006	LBN	F	167
Australian Capital Territory	2006	LBN	M	196
Australian Capital Territory	2006	LKA	F	826
Australian Capital Territory	2006	LKA	M	779
Australian Capital Territory	2006	MKD	F	184
Australian Capital Territory	2006	MKD	M	188
Australian Capital Territory	2006	MLT	F	147
Australian Capital Territory	2006	MLT	M	154
Australian Capital Territory	2006	MYS	F	972
Australian Capital Territory	2006	MYS	M	849
Australian Capital Territory	2006	NLD	F	595
Australian Capital Territory	2006	NLD	M	585
Australian Capital Territory	2006	NZL	F	1920
Australian Capital Territory	2006	NZL	M	1998
Australian Capital Territory	2006	PAK	F	224
Australian Capital Territory	2006	PAK	M	315
Australian Capital Territory	2006	PHL	F	1072
Australian Capital Territory	2006	PHL	M	591
Australian Capital Territory	2006	POL	F	612
Australian Capital Territory	2006	POL	M	467
Australian Capital Territory	2006	SGP	F	389
Australian Capital Territory	2006	SGP	M	332
Australian Capital Territory	2006	THA	F	482
Australian Capital Territory	2006	THA	M	291
Australian Capital Territory	2006	TUR	F	78
Australian Capital Territory	2006	TUR	M	103
Australian Capital Territory	2006	USA	F	1030
Australian Capital Territory	2006	USA	M	957
Australian Capital Territory	2006	VNM	F	1263
Australian Capital Territory	2006	VNM	M	1108
Australian Capital Territory	2006	ZAF	F	543
Australian Capital Territory	2006	ZAF	M	517
Australian Capital Territory	2006	ZWE	F	164
Australian Capital Territory	2006	ZWE	M	161
Australian Capital Territory	2011		F	16140
Australian Capital Territory	2011		M	16698
Australian Capital Territory	2011	AUS	F	128617
Australian Capital Territory	2011	AUS	M	126433
Australian Capital Territory	2011	CAN	F	578
Australian Capital Territory	2011	CAN	M	499
Australian Capital Territory	2011	CHN	F	3672
Australian Capital Territory	2011	CHN	M	2912
Australian Capital Territory	2011	DEU	F	1252
Australian Capital Territory	2011	DEU	M	1076
Australian Capital Territory	2011	EGY	F	131
Australian Capital Territory	2011	EGY	M	179
Australian Capital Territory	2011	FJI	F	443
