STE_NAME16	Year	Age	FOE	Sex	adults
Australian Capital Territory	2006	25-34	Field of study not stated	M	1911
Australian Capital Territory	2006	25-34	Food hospitality and personal services	F	964
Australian Capital Territory	2006	25-34	Food hospitality and personal services	M	692
Australian Capital Territory	2006	25-34	Health	F	1490
Australian Capital Territory	2006	25-34	Health	M	456
Australian Capital Territory	2006	25-34	Information technology	F	639
Australian Capital Territory	2006	25-34	Information technology	M	2334
Australian Capital Territory	2006	25-34	Management and commerce	F	4587
Australian Capital Territory	2006	25-34	Management and commerce	M	2505
Australian Capital Territory	2006	25-34	Mixed field programmes	F	24
Australian Capital Territory	2006	25-34	Mixed field programmes	M	9
Australian Capital Territory	2006	25-34	Natural and physical sciences	F	1236
Australian Capital Territory	2006	25-34	Natural and physical sciences	M	1037
Australian Capital Territory	2006	25-34	Society and culture	F	4606
Australian Capital Territory	2006	25-34	Society and culture	M	2833
Australian Capital Territory	2006	35-44	Agriculture environmental and related studies	F	268
Australian Capital Territory	2006	35-44	Agriculture environmental and related studies	M	427
Australian Capital Territory	2006	35-44	Architecture and building	F	188
Australian Capital Territory	2006	35-44	Architecture and building	M	1134
Australian Capital Territory	2006	35-44	Creative arts	F	861
Australian Capital Territory	2006	35-44	Creative arts	M	555
Australian Capital Territory	2006	35-44	Education	F	1572
Australian Capital Territory	2006	35-44	Education	M	536
Australian Capital Territory	2006	35-44	Engineering and related technologies	F	268
Australian Capital Territory	2006	35-44	Engineering and related technologies	M	3390
Australian Capital Territory	2006	35-44	Field of study inadequately described	F	320
Australian Capital Territory	2006	35-44	Field of study inadequately described	M	285
Australian Capital Territory	2006	35-44	Field of study not stated	F	1357
Australian Capital Territory	2006	35-44	Field of study not stated	M	1688
Australian Capital Territory	2006	35-44	Food hospitality and personal services	F	682
Australian Capital Territory	2006	35-44	Food hospitality and personal services	M	509
Australian Capital Territory	2006	35-44	Health	F	2019
Australian Capital Territory	2006	35-44	Health	M	564
Australian Capital Territory	2006	35-44	Information technology	F	665
Australian Capital Territory	2006	35-44	Information technology	M	1919
Australian Capital Territory	2006	35-44	Management and commerce	F	3978
Australian Capital Territory	2006	35-44	Management and commerce	M	2596
Australian Capital Territory	2006	35-44	Mixed field programmes	F	20
Australian Capital Territory	2006	35-44	Mixed field programmes	M	8
Australian Capital Territory	2006	35-44	Natural and physical sciences	F	1002
Australian Capital Territory	2006	35-44	Natural and physical sciences	M	1249
Australian Capital Territory	2006	35-44	Society and culture	F	3727
Australian Capital Territory	2006	35-44	Society and culture	M	2620
Australian Capital Territory	2006	45-54	Agriculture environmental and related studies	F	159
Australian Capital Territory	2006	45-54	Agriculture environmental and related studies	M	398
Australian Capital Territory	2006	45-54	Architecture and building	F	120
Australian Capital Territory	2006	45-54	Architecture and building	M	1198
Australian Capital Territory	2006	45-54	Creative arts	F	556
Australian Capital Territory	2006	45-54	Creative arts	M	430
Australian Capital Territory	2006	45-54	Education	F	2254
Australian Capital Territory	2006	45-54	Education	M	715
Australian Capital Territory	2006	45-54	Engineering and related technologies	F	263
Australian Capital Territory	2006	45-54	Engineering and related technologies	M	3179
Australian Capital Territory	2006	45-54	Field of study inadequately described	F	281
Australian Capital Territory	2006	45-54	Field of study inadequately described	M	304
Australian Capital Territory	2006	45-54	Field of study not stated	F	1382
Australian Capital Territory	2006	45-54	Field of study not stated	M	1458
Australian Capital Territory	2006	45-54	Food hospitality and personal services	F	407
Australian Capital Territory	2006	45-54	Food hospitality and personal services	M	322
Australian Capital Territory	2006	45-54	Health	F	2405
Australian Capital Territory	2006	45-54	Health	M	622
Australian Capital Territory	2006	45-54	Information technology	F	505
Australian Capital Territory	2006	45-54	Information technology	M	1348
Australian Capital Territory	2006	45-54	Management and commerce	F	3209
Australian Capital Territory	2006	45-54	Management and commerce	M	2474
Australian Capital Territory	2006	45-54	Mixed field programmes	F	21
Australian Capital Territory	2006	45-54	Mixed field programmes	M	10
Australian Capital Territory	2006	45-54	Natural and physical sciences	F	773
Australian Capital Territory	2006	45-54	Natural and physical sciences	M	1367
Australian Capital Territory	2006	45-54	Society and culture	F	3542
Australian Capital Territory	2006	45-54	Society and culture	M	2884
Australian Capital Territory	2006	55-64	Agriculture environmental and related studies	F	77
Australian Capital Territory	2006	55-64	Agriculture environmental and related studies	M	247
Australian Capital Territory	2006	55-64	Architecture and building	F	64
Australian Capital Territory	2006	55-64	Architecture and building	M	970
Australian Capital Territory	2006	55-64	Creative arts	F	269
Australian Capital Territory	2006	55-64	Creative arts	M	238
Australian Capital Territory	2006	55-64	Education	F	1899
Australian Capital Territory	2006	55-64	Education	M	612
Australian Capital Territory	2006	55-64	Engineering and related technologies	F	187
Australian Capital Territory	2006	55-64	Engineering and related technologies	M	2514
Australian Capital Territory	2006	55-64	Field of study inadequately described	F	181
Australian Capital Territory	2006	55-64	Field of study inadequately described	M	199
Australian Capital Territory	2006	55-64	Field of study not stated	F	1116
Australian Capital Territory	2006	55-64	Field of study not stated	M	1197
Australian Capital Territory	2006	55-64	Food hospitality and personal services	F	262
Australian Capital Territory	2006	55-64	Food hospitality and personal services	M	202
Australian Capital Territory	2006	55-64	Health	F	1393
Australian Capital Territory	2006	55-64	Health	M	358
Australian Capital Territory	2006	55-64	Information technology	F	157
Australian Capital Territory	2006	55-64	Information technology	M	482
Australian Capital Territory	2006	55-64	Management and commerce	F	1991
Australian Capital Territory	2006	55-64	Management and commerce	M	1642
Australian Capital Territory	2006	55-64	Mixed field programmes	F	5
Australian Capital Territory	2006	55-64	Mixed field programmes	M	4
Australian Capital Territory	2006	55-64	Natural and physical sciences	F	442
Australian Capital Territory	2006	55-64	Natural and physical sciences	M	1072
Australian Capital Territory	2006	55-64	Society and culture	F	2190
Australian Capital Territory	2006	55-64	Society and culture	M	2417
Australian Capital Territory	2006	65-74	Agriculture environmental and related studies	F	21
Australian Capital Territory	2006	65-74	Agriculture environmental and related studies	M	142
Australian Capital Territory	2006	65-74	Architecture and building	F	14
Australian Capital Territory	2006	65-74	Architecture and building	M	648
Australian Capital Territory	2006	65-74	Creative arts	F	127
Australian Capital Territory	2006	65-74	Creative arts	M	88
Australian Capital Territory	2006	65-74	Education	F	817
Australian Capital Territory	2006	65-74	Education	M	280
Australian Capital Territory	2006	65-74	Engineering and related technologies	F	122
Australian Capital Territory	2006	65-74	Engineering and related technologies	M	1328
Australian Capital Territory	2006	65-74	Field of study inadequately described	F	63
Australian Capital Territory	2006	65-74	Field of study inadequately described	M	115
Australian Capital Territory	2006	65-74	Field of study not stated	F	952
Australian Capital Territory	2006	65-74	Field of study not stated	M	816
Australian Capital Territory	2006	65-74	Food hospitality and personal services	F	116
Australian Capital Territory	2006	65-74	Food hospitality and personal services	M	95
Australian Capital Territory	2006	65-74	Health	F	705
Australian Capital Territory	2006	65-74	Health	M	176
Australian Capital Territory	2006	65-74	Information technology	F	16
Australian Capital Territory	2006	65-74	Information technology	M	53
Australian Capital Territory	2006	65-74	Management and commerce	F	620
Australian Capital Territory	2006	65-74	Management and commerce	M	548
Australian Capital Territory	2006	65-74	Mixed field programmes	F	4
Australian Capital Territory	2006	65-74	Mixed field programmes	M	3
Australian Capital Territory	2006	65-74	Natural and physical sciences	F	124
Australian Capital Territory	2006	65-74	Natural and physical sciences	M	410
Australian Capital Territory	2006	65-74	Society and culture	F	669
Australian Capital Territory	2006	65-74	Society and culture	M	920
Australian Capital Territory	2006	75-84	Agriculture environmental and related studies	F	8
Australian Capital Territory	2006	75-84	Agriculture environmental and related studies	M	67
Australian Capital Territory	2006	75-84	Architecture and building	F	3
Australian Capital Territory	2006	75-84	Architecture and building	M	329
Australian Capital Territory	2006	75-84	Creative arts	F	74
Australian Capital Territory	2006	75-84	Creative arts	M	42
Australian Capital Territory	2006	75-84	Education	F	274
Australian Capital Territory	2006	75-84	Education	M	113
Australian Capital Territory	2006	75-84	Engineering and related technologies	F	94
Australian Capital Territory	2006	75-84	Engineering and related technologies	M	681
Australian Capital Territory	2006	75-84	Field of study inadequately described	F	43
Australian Capital Territory	2006	75-84	Field of study inadequately described	M	52
Australian Capital Territory	2006	75-84	Field of study not stated	F	1055
Australian Capital Territory	2006	75-84	Field of study not stated	M	668
Australian Capital Territory	2006	75-84	Food hospitality and personal services	F	67
Australian Capital Territory	2006	75-84	Food hospitality and personal services	M	46
Australian Capital Territory	2006	75-84	Health	F	351
Australian Capital Territory	2006	75-84	Health	M	120
Australian Capital Territory	2006	75-84	Information technology	F	3
Australian Capital Territory	2006	75-84	Information technology	M	3
Australian Capital Territory	2006	75-84	Management and commerce	F	409
Australian Capital Territory	2006	75-84	Management and commerce	M	286
Australian Capital Territory	2006	75-84	Mixed field programmes	F	8
Australian Capital Territory	2006	75-84	Mixed field programmes	M	3
Australian Capital Territory	2006	75-84	Natural and physical sciences	F	76
Australian Capital Territory	2006	75-84	Natural and physical sciences	M	241
Australian Capital Territory	2006	75-84	Society and culture	F	279
Australian Capital Territory	2006	75-84	Society and culture	M	466
Australian Capital Territory	2006	85+	Agriculture environmental and related studies	F	5
Australian Capital Territory	2006	85+	Agriculture environmental and related studies	M	10
Australian Capital Territory	2006	85+	Architecture and building	F	0
Australian Capital Territory	2006	85+	Architecture and building	M	53
Australian Capital Territory	2006	85+	Creative arts	F	24
Australian Capital Territory	2006	85+	Creative arts	M	9
Australian Capital Territory	2006	85+	Education	F	104
Australian Capital Territory	2006	85+	Education	M	20
Australian Capital Territory	2006	85+	Engineering and related technologies	F	31
Australian Capital Territory	2006	85+	Engineering and related technologies	M	139
Australian Capital Territory	2006	85+	Field of study inadequately described	F	8
Australian Capital Territory	2006	85+	Field of study inadequately described	M	16
Australian Capital Territory	2006	85+	Field of study not stated	F	496
Australian Capital Territory	2006	85+	Field of study not stated	M	237
Australian Capital Territory	2006	85+	Food hospitality and personal services	F	21
Australian Capital Territory	2006	85+	Food hospitality and personal services	M	10
Australian Capital Territory	2006	85+	Health	F	120
Australian Capital Territory	2006	85+	Health	M	25
Australian Capital Territory	2006	85+	Information technology	F	0
Australian Capital Territory	2006	85+	Information technology	M	4
Australian Capital Territory	2006	85+	Management and commerce	F	116
Australian Capital Territory	2006	85+	Management and commerce	M	87
Australian Capital Territory	2006	85+	Mixed field programmes	F	3
Australian Capital Territory	2006	85+	Mixed field programmes	M	0
Australian Capital Territory	2006	85+	Natural and physical sciences	F	23
Australian Capital Territory	2006	85+	Natural and physical sciences	M	43
Australian Capital Territory	2006	85+	Society and culture	F	56
Australian Capital Territory	2006	85+	Society and culture	M	97
Australian Capital Territory	2011	15-19	Agriculture environmental and related studies	F	9
Australian Capital Territory	2011	15-19	Agriculture environmental and related studies	M	17
Australian Capital Territory	2011	15-19	Architecture and building	F	6
Australian Capital Territory	2011	15-19	Architecture and building	M	65
Australian Capital Territory	2011	15-19	Creative arts	F	51
Australian Capital Territory	2011	15-19	Creative arts	M	44
Australian Capital Territory	2011	15-19	Education	F	10
Australian Capital Territory	2011	15-19	Education	M	10
Australian Capital Territory	2011	15-19	Engineering and related technologies	F	14
Australian Capital Territory	2011	15-19	Engineering and related technologies	M	69
Australian Capital Territory	2011	15-19	Field of study inadequately described	F	16
Australian Capital Territory	2011	15-19	Field of study inadequately described	M	12
Australian Capital Territory	2011	15-19	Field of study not stated	F	914
Australian Capital Territory	2011	15-19	Field of study not stated	M	1018
Australian Capital Territory	2011	15-19	Food hospitality and personal services	F	175
Australian Capital Territory	2011	15-19	Food hospitality and personal services	M	69
Australian Capital Territory	2011	15-19	Health	F	24
Australian Capital Territory	2011	15-19	Health	M	11
Australian Capital Territory	2011	15-19	Information technology	F	37
Australian Capital Territory	2011	15-19	Information technology	M	126
Australian Capital Territory	2011	15-19	Management and commerce	F	203
Australian Capital Territory	2011	15-19	Management and commerce	M	72
Australian Capital Territory	2011	15-19	Mixed field programmes	F	9
Australian Capital Territory	2011	15-19	Mixed field programmes	M	9
Australian Capital Territory	2011	15-19	Natural and physical sciences	F	10
Australian Capital Territory	2011	15-19	Natural and physical sciences	M	4
Australian Capital Territory	2011	15-19	Society and culture	F	111
Australian Capital Territory	2011	15-19	Society and culture	M	67
Australian Capital Territory	2011	20-24	Agriculture environmental and related studies	F	101
Australian Capital Territory	2011	20-24	Agriculture environmental and related studies	M	106
Australian Capital Territory	2011	20-24	Architecture and building	F	103
Australian Capital Territory	2011	20-24	Architecture and building	M	685
Australian Capital Territory	2011	20-24	Creative arts	F	537
Australian Capital Territory	2011	20-24	Creative arts	M	451
Australian Capital Territory	2011	20-24	Education	F	283
Australian Capital Territory	2011	20-24	Education	M	82
Australian Capital Territory	2011	20-24	Engineering and related technologies	F	107
Australian Capital Territory	2011	20-24	Engineering and related technologies	M	855
Australian Capital Territory	2011	20-24	Field of study inadequately described	F	110
Australian Capital Territory	2011	20-24	Field of study inadequately described	M	92
Australian Capital Territory	2011	20-24	Field of study not stated	F	933
Australian Capital Territory	2011	20-24	Field of study not stated	M	1341
Australian Capital Territory	2011	20-24	Food hospitality and personal services	F	592
Australian Capital Territory	2011	20-24	Food hospitality and personal services	M	358
Australian Capital Territory	2011	20-24	Health	F	531
Australian Capital Territory	2011	20-24	Health	M	146
Australian Capital Territory	2011	20-24	Information technology	F	148
Australian Capital Territory	2011	20-24	Information technology	M	633
Australian Capital Territory	2011	20-24	Management and commerce	F	1868
Australian Capital Territory	2011	20-24	Management and commerce	M	1076
Australian Capital Territory	2011	20-24	Mixed field programmes	F	24
Australian Capital Territory	2011	20-24	Mixed field programmes	M	31
Australian Capital Territory	2011	20-24	Natural and physical sciences	F	444
Australian Capital Territory	2011	20-24	Natural and physical sciences	M	364
Australian Capital Territory	2011	20-24	Society and culture	F	1718
Australian Capital Territory	2011	20-24	Society and culture	M	973
Australian Capital Territory	2011	25-34	Agriculture environmental and related studies	F	364
Australian Capital Territory	2011	25-34	Agriculture environmental and related studies	M	458
Australian Capital Territory	2011	25-34	Architecture and building	F	228
Australian Capital Territory	2011	25-34	Architecture and building	M	1474
Australian Capital Territory	2011	25-34	Creative arts	F	1564
Australian Capital Territory	2011	25-34	Creative arts	M	1098
Australian Capital Territory	2011	25-34	Education	F	1776
Australian Capital Territory	2011	25-34	Education	M	561
Australian Capital Territory	2011	25-34	Engineering and related technologies	F	452
Australian Capital Territory	2011	25-34	Engineering and related technologies	M	3188
Australian Capital Territory	2011	25-34	Field of study inadequately described	F	388
Australian Capital Territory	2011	25-34	Field of study inadequately described	M	295
Australian Capital Territory	2011	25-34	Field of study not stated	F	1432
Australian Capital Territory	2011	25-34	Field of study not stated	M	2039
Australian Capital Territory	2011	25-34	Food hospitality and personal services	F	1065
Australian Capital Territory	2011	25-34	Food hospitality and personal services	M	785
Australian Capital Territory	2011	25-34	Health	F	2172
Australian Capital Territory	2011	25-34	Health	M	649
Australian Capital Territory	2011	25-34	Information technology	F	803
Australian Capital Territory	2011	25-34	Information technology	M	3138
Australian Capital Territory	2011	25-34	Management and commerce	F	5614
Australian Capital Territory	2011	25-34	Management and commerce	M	3620
Australian Capital Territory	2011	25-34	Mixed field programmes	F	7
Australian Capital Territory	2011	25-34	Mixed field programmes	M	10
Australian Capital Territory	2011	25-34	Natural and physical sciences	F	1388
Australian Capital Territory	2011	25-34	Natural and physical sciences	M	1171
Australian Capital Territory	2011	25-34	Society and culture	F	6014
Australian Capital Territory	2011	25-34	Society and culture	M	3616
Australian Capital Territory	2011	35-44	Agriculture environmental and related studies	F	388
Australian Capital Territory	2011	35-44	Agriculture environmental and related studies	M	497
Australian Capital Territory	2011	35-44	Architecture and building	F	228
Australian Capital Territory	2011	35-44	Architecture and building	M	1419
Australian Capital Territory	2011	35-44	Creative arts	F	1074
Australian Capital Territory	2011	35-44	Creative arts	M	648
Australian Capital Territory	2011	35-44	Education	F	1804
Australian Capital Territory	2011	35-44	Education	M	608
Australian Capital Territory	2011	35-44	Engineering and related technologies	F	342
Australian Capital Territory	2011	35-44	Engineering and related technologies	M	3404
Australian Capital Territory	2011	35-44	Field of study inadequately described	F	387
Australian Capital Territory	2011	35-44	Field of study inadequately described	M	364
Australian Capital Territory	2011	35-44	Field of study not stated	F	1221
Australian Capital Territory	2011	35-44	Field of study not stated	M	1625
Australian Capital Territory	2011	35-44	Food hospitality and personal services	F	908
Australian Capital Territory	2011	35-44	Food hospitality and personal services	M	642
Australian Capital Territory	2011	35-44	Health	F	2160
Australian Capital Territory	2011	35-44	Health	M	692
Australian Capital Territory	2011	35-44	Information technology	F	716
Australian Capital Territory	2011	35-44	Information technology	M	2382
Australian Capital Territory	2011	35-44	Management and commerce	F	5059
Australian Capital Territory	2011	35-44	Management and commerce	M	3466
Australian Capital Territory	2011	35-44	Mixed field programmes	F	9
Australian Capital Territory	2011	35-44	Mixed field programmes	M	7
Australian Capital Territory	2011	35-44	Natural and physical sciences	F	1133
Australian Capital Territory	2011	35-44	Natural and physical sciences	M	1218
Australian Capital Territory	2011	35-44	Society and culture	F	4637
Australian Capital Territory	2011	35-44	Society and culture	M	3099
Australian Capital Territory	2011	45-54	Agriculture environmental and related studies	F	216
Australian Capital Territory	2011	45-54	Agriculture environmental and related studies	M	425
Australian Capital Territory	2011	45-54	Architecture and building	F	184
Australian Capital Territory	2011	45-54	Architecture and building	M	1229
Australian Capital Territory	2011	45-54	Creative arts	F	686
Australian Capital Territory	2011	45-54	Creative arts	M	476
Australian Capital Territory	2011	45-54	Education	F	1995
Australian Capital Territory	2011	45-54	Education	M	592
Australian Capital Territory	2011	45-54	Engineering and related technologies	F	289
Australian Capital Territory	2011	45-54	Engineering and related technologies	M	3362
Australian Capital Territory	2011	45-54	Field of study inadequately described	F	342
Australian Capital Territory	2011	45-54	Field of study inadequately described	M	336
Australian Capital Territory	2011	45-54	Field of study not stated	F	1084
Australian Capital Territory	2011	45-54	Field of study not stated	M	1407
Australian Capital Territory	2011	45-54	Food hospitality and personal services	F	526
Australian Capital Territory	2011	45-54	Food hospitality and personal services	M	384
Australian Capital Territory	2011	45-54	Health	F	2402
Australian Capital Territory	2011	45-54	Health	M	670
Australian Capital Territory	2011	45-54	Information technology	F	602
Australian Capital Territory	2011	45-54	Information technology	M	1785
Australian Capital Territory	2011	45-54	Management and commerce	F	3996
Australian Capital Territory	2011	45-54	Management and commerce	M	2957
Australian Capital Territory	2011	45-54	Mixed field programmes	F	10
Australian Capital Territory	2011	45-54	Mixed field programmes	M	0
Australian Capital Territory	2011	45-54	Natural and physical sciences	F	907
Australian Capital Territory	2011	45-54	Natural and physical sciences	M	1319
Australian Capital Territory	2011	45-54	Society and culture	F	4008
Australian Capital Territory	2011	45-54	Society and culture	M	2767
Australian Capital Territory	2011	55-64	Agriculture environmental and related studies	F	115
Australian Capital Territory	2011	55-64	Agriculture environmental and related studies	M	329
Australian Capital Territory	2011	55-64	Architecture and building	F	107
Australian Capital Territory	2011	55-64	Architecture and building	M	1045
Australian Capital Territory	2011	55-64	Creative arts	F	380
Australian Capital Territory	2011	55-64	Creative arts	M	310
Australian Capital Territory	2011	55-64	Education	F	2141
Australian Capital Territory	2011	55-64	Education	M	665
Australian Capital Territory	2011	55-64	Engineering and related technologies	F	182
Australian Capital Territory	2011	55-64	Engineering and related technologies	M	2776
Australian Capital Territory	2011	55-64	Field of study inadequately described	F	220
Australian Capital Territory	2011	55-64	Field of study inadequately described	M	254
Australian Capital Territory	2011	55-64	Field of study not stated	F	992
Australian Capital Territory	2011	55-64	Field of study not stated	M	1064
Australian Capital Territory	2011	55-64	Food hospitality and personal services	F	306
Australian Capital Territory	2011	55-64	Food hospitality and personal services	M	201
Australian Capital Territory	2011	55-64	Health	F	1772
Australian Capital Territory	2011	55-64	Health	M	500
Australian Capital Territory	2011	55-64	Information technology	F	265
Australian Capital Territory	2011	55-64	Information technology	M	795
Australian Capital Territory	2011	55-64	Management and commerce	F	2677
Australian Capital Territory	2011	55-64	Management and commerce	M	2095
Australian Capital Territory	2011	55-64	Mixed field programmes	F	3
Australian Capital Territory	2011	55-64	Mixed field programmes	M	15
Australian Capital Territory	2011	55-64	Natural and physical sciences	F	582
Australian Capital Territory	2011	55-64	Natural and physical sciences	M	1219
Australian Capital Territory	2011	55-64	Society and culture	F	2954
Australian Capital Territory	2011	55-64	Society and culture	M	2695
Australian Capital Territory	2011	65-74	Agriculture environmental and related studies	F	35
Australian Capital Territory	2011	65-74	Agriculture environmental and related studies	M	180
Australian Capital Territory	2011	65-74	Architecture and building	F	22
Australian Capital Territory	2011	65-74	Architecture and building	M	687
Australian Capital Territory	2011	65-74	Creative arts	F	171
Australian Capital Territory	2011	65-74	Creative arts	M	111
Australian Capital Territory	2011	65-74	Education	F	1213
Australian Capital Territory	2011	65-74	Education	M	410
Australian Capital Territory	2011	65-74	Engineering and related technologies	F	115
Australian Capital Territory	2011	65-74	Engineering and related technologies	M	1620
Australian Capital Territory	2011	65-74	Field of study inadequately described	F	87
Australian Capital Territory	2011	65-74	Field of study inadequately described	M	140
Australian Capital Territory	2011	65-74	Field of study not stated	F	922
Australian Capital Territory	2011	65-74	Field of study not stated	M	786
Australian Capital Territory	2011	65-74	Food hospitality and personal services	F	166
Australian Capital Territory	2011	65-74	Food hospitality and personal services	M	106
Australian Capital Territory	2011	65-74	Health	F	919
Australian Capital Territory	2011	65-74	Health	M	226
Australian Capital Territory	2011	65-74	Information technology	F	44
Australian Capital Territory	2011	65-74	Information technology	M	154
Australian Capital Territory	2011	65-74	Management and commerce	F	1002
Australian Capital Territory	2011	65-74	Management and commerce	M	853
Australian Capital Territory	2011	65-74	Mixed field programmes	F	7
Australian Capital Territory	2011	65-74	Mixed field programmes	M	0
Australian Capital Territory	2011	65-74	Natural and physical sciences	F	231
Australian Capital Territory	2011	65-74	Natural and physical sciences	M	643
Australian Capital Territory	2011	65-74	Society and culture	F	1163
Australian Capital Territory	2011	65-74	Society and culture	M	1422
Australian Capital Territory	2011	75-84	Agriculture environmental and related studies	F	11
Australian Capital Territory	2011	75-84	Agriculture environmental and related studies	M	96
Australian Capital Territory	2011	75-84	Architecture and building	F	9
Australian Capital Territory	2011	75-84	Architecture and building	M	344
Australian Capital Territory	2011	75-84	Creative arts	F	77
Australian Capital Territory	2011	75-84	Creative arts	M	50
Australian Capital Territory	2011	75-84	Education	F	413
Australian Capital Territory	2011	75-84	Education	M	147
Australian Capital Territory	2011	75-84	Engineering and related technologies	F	97
Australian Capital Territory	2011	75-84	Engineering and related technologies	M	853
Australian Capital Territory	2011	75-84	Field of study inadequately described	F	34
Australian Capital Territory	2011	75-84	Field of study inadequately described	M	87
Australian Capital Territory	2011	75-84	Field of study not stated	F	992
Australian Capital Territory	2011	75-84	Field of study not stated	M	635
Australian Capital Territory	2011	75-84	Food hospitality and personal services	F	69
Australian Capital Territory	2011	75-84	Food hospitality and personal services	M	57
Australian Capital Territory	2011	75-84	Health	F	424
Australian Capital Territory	2011	75-84	Health	M	137
Australian Capital Territory	2011	75-84	Information technology	F	7
Australian Capital Territory	2011	75-84	Information technology	M	12
Australian Capital Territory	2011	75-84	Management and commerce	F	386
Australian Capital Territory	2011	75-84	Management and commerce	M	272
Australian Capital Territory	2011	75-84	Mixed field programmes	F	6
Australian Capital Territory	2011	75-84	Mixed field programmes	M	4
Australian Capital Territory	2011	75-84	Natural and physical sciences	F	90
Australian Capital Territory	2011	75-84	Natural and physical sciences	M	242
Australian Capital Territory	2011	75-84	Society and culture	F	384
Australian Capital Territory	2011	75-84	Society and culture	M	519
Australian Capital Territory	2011	85+	Agriculture environmental and related studies	F	0
Australian Capital Territory	2011	85+	Agriculture environmental and related studies	M	20
Australian Capital Territory	2011	85+	Architecture and building	F	0
Australian Capital Territory	2011	85+	Architecture and building	M	100
Australian Capital Territory	2011	85+	Creative arts	F	42
Australian Capital Territory	2011	85+	Creative arts	M	14
Australian Capital Territory	2011	85+	Education	F	122
Australian Capital Territory	2011	85+	Education	M	26
Australian Capital Territory	2011	85+	Engineering and related technologies	F	37
Australian Capital Territory	2011	85+	Engineering and related technologies	M	216
Australian Capital Territory	2011	85+	Field of study inadequately described	F	16
Australian Capital Territory	2011	85+	Field of study inadequately described	M	26
Australian Capital Territory	2011	85+	Field of study not stated	F	783
Australian Capital Territory	2011	85+	Field of study not stated	M	322
Australian Capital Territory	2011	85+	Food hospitality and personal services	F	17
Australian Capital Territory	2011	85+	Food hospitality and personal services	M	11
Australian Capital Territory	2011	85+	Health	F	169
Australian Capital Territory	2011	85+	Health	M	38
Australian Capital Territory	2011	85+	Information technology	F	0
Australian Capital Territory	2011	85+	Information technology	M	0
Australian Capital Territory	2011	85+	Management and commerce	F	186
Australian Capital Territory	2011	85+	Management and commerce	M	123
Australian Capital Territory	2011	85+	Mixed field programmes	F	0
Australian Capital Territory	2011	85+	Mixed field programmes	M	0
Australian Capital Territory	2011	85+	Natural and physical sciences	F	33
Australian Capital Territory	2011	85+	Natural and physical sciences	M	73
Australian Capital Territory	2011	85+	Society and culture	F	95
Australian Capital Territory	2011	85+	Society and culture	M	150
Australian Capital Territory	2016	15-19	Agriculture environmental and related studies	F	12
Australian Capital Territory	2016	15-19	Agriculture environmental and related studies	M	6
Australian Capital Territory	2016	15-19	Architecture and building	F	7
Australian Capital Territory	2016	15-19	Architecture and building	M	73
Australian Capital Territory	2016	15-19	Creative arts	F	61
Australian Capital Territory	2016	15-19	Creative arts	M	60
Australian Capital Territory	2016	15-19	Education	F	30
Australian Capital Territory	2016	15-19	Education	M	13
Australian Capital Territory	2016	15-19	Engineering and related technologies	F	14
Australian Capital Territory	2016	15-19	Engineering and related technologies	M	54
Australian Capital Territory	2016	15-19	Field of study inadequately described	F	17
Australian Capital Territory	2016	15-19	Field of study inadequately described	M	17
Australian Capital Territory	2016	15-19	Field of study not stated	F	684
Australian Capital Territory	2016	15-19	Field of study not stated	M	677
Australian Capital Territory	2016	15-19	Food hospitality and personal services	F	155
Australian Capital Territory	2016	15-19	Food hospitality and personal services	M	67
Australian Capital Territory	2016	15-19	Health	F	37
Australian Capital Territory	2016	15-19	Health	M	13
Australian Capital Territory	2016	15-19	Information technology	F	36
Australian Capital Territory	2016	15-19	Information technology	M	101
Australian Capital Territory	2016	15-19	Management and commerce	F	169
Australian Capital Territory	2016	15-19	Management and commerce	M	89
Australian Capital Territory	2016	15-19	Mixed field programmes	F	30
Australian Capital Territory	2016	15-19	Mixed field programmes	M	17
Australian Capital Territory	2016	15-19	Natural and physical sciences	F	22
Australian Capital Territory	2016	15-19	Natural and physical sciences	M	14
Australian Capital Territory	2016	15-19	Society and culture	F	186
Australian Capital Territory	2016	15-19	Society and culture	M	105
Australian Capital Territory	2016	20-24	Agriculture environmental and related studies	F	122
Australian Capital Territory	2016	20-24	Agriculture environmental and related studies	M	109
Australian Capital Territory	2016	20-24	Architecture and building	F	98
Australian Capital Territory	2016	20-24	Architecture and building	M	611
Australian Capital Territory	2016	20-24	Creative arts	F	484
Australian Capital Territory	2016	20-24	Creative arts	M	385
Australian Capital Territory	2016	20-24	Education	F	405
Australian Capital Territory	2016	20-24	Education	M	104
Australian Capital Territory	2016	20-24	Engineering and related technologies	F	151
Australian Capital Territory	2016	20-24	Engineering and related technologies	M	870
Australian Capital Territory	2016	20-24	Field of study inadequately described	F	71
Australian Capital Territory	2016	20-24	Field of study inadequately described	M	84
Australian Capital Territory	2016	20-24	Field of study not stated	F	981
Australian Capital Territory	2016	20-24	Field of study not stated	M	1109
Australian Capital Territory	2016	20-24	Food hospitality and personal services	F	569
Australian Capital Territory	2016	20-24	Food hospitality and personal services	M	274
Australian Capital Territory	2016	20-24	Health	F	709
Australian Capital Territory	2016	20-24	Health	M	183
Australian Capital Territory	2016	20-24	Information technology	F	167
Australian Capital Territory	2016	20-24	Information technology	M	677
Australian Capital Territory	2016	20-24	Management and commerce	F	1810
Australian Capital Territory	2016	20-24	Management and commerce	M	1113
