STE_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
New South Wales	2006	1	0		16166
New South Wales	2006	1	0	-1	2138
New South Wales	2006	1	0	52	2866
New South Wales	2006	1	0	7800	10584
New South Wales	2006	1	0	15600	18946
New South Wales	2006	1	0	20800	6575
New South Wales	2006	1	0	26000	27130
New South Wales	2006	1	0	33800	13533
New South Wales	2006	1	0	41600	13747
New South Wales	2006	1	0	52000	27396
New South Wales	2006	1	0	78000	8608
New South Wales	2006	1	0	104000	2919
New South Wales	2006	1	0	130000	2937
New South Wales	2006	1	0	156000	1023
New South Wales	2006	1	0	208000	195
New South Wales	2006	1	1		37074
New South Wales	2006	1	1	-1	1511
New South Wales	2006	1	1	52	1542
New South Wales	2006	1	1	7800	1964
New South Wales	2006	1	1	15600	2419
New South Wales	2006	1	1	20800	5523
New South Wales	2006	1	1	26000	14949
New South Wales	2006	1	1	33800	12879
New South Wales	2006	1	1	41600	18636
New South Wales	2006	1	1	52000	59570
New South Wales	2006	1	1	78000	43668
New South Wales	2006	1	1	104000	28481
New South Wales	2006	1	1	130000	22661
New South Wales	2006	1	1	156000	18070
New South Wales	2006	1	1	208000	7919
New South Wales	2006	2	0		10971
New South Wales	2006	2	0	-1	1079
New South Wales	2006	2	0	52	1092
New South Wales	2006	2	0	7800	4649
New South Wales	2006	2	0	15600	10283
New South Wales	2006	2	0	20800	1116
New South Wales	2006	2	0	26000	16724
New South Wales	2006	2	0	33800	7482
New South Wales	2006	2	0	41600	6239
New South Wales	2006	2	0	52000	11044
New South Wales	2006	2	0	78000	4828
New South Wales	2006	2	0	104000	2035
New South Wales	2006	2	0	130000	1847
New South Wales	2006	2	0	156000	709
New South Wales	2006	2	0	208000	210
New South Wales	2006	2	1		46970
New South Wales	2006	2	1	-1	1297
New South Wales	2006	2	1	52	1397
New South Wales	2006	2	1	7800	1642
New South Wales	2006	2	1	15600	2202
New South Wales	2006	2	1	20800	4276
New South Wales	2006	2	1	26000	13050
New South Wales	2006	2	1	33800	12342
New South Wales	2006	2	1	41600	18473
New South Wales	2006	2	1	52000	69729
New South Wales	2006	2	1	78000	50965
New South Wales	2006	2	1	104000	33694
New South Wales	2006	2	1	130000	33885
New South Wales	2006	2	1	156000	26573
New South Wales	2006	2	1	208000	10952
New South Wales	2006	3	0		5169
New South Wales	2006	3	0	-1	317
New South Wales	2006	3	0	52	324
New South Wales	2006	3	0	7800	1409
New South Wales	2006	3	0	15600	3242
New South Wales	2006	3	0	20800	375
New South Wales	2006	3	0	26000	6995
New South Wales	2006	3	0	33800	2739
New South Wales	2006	3	0	41600	2011
New South Wales	2006	3	0	52000	3328
New South Wales	2006	3	0	78000	1328
New South Wales	2006	3	0	104000	619
New South Wales	2006	3	0	130000	567
New South Wales	2006	3	0	156000	238
New South Wales	2006	3	0	208000	92
New South Wales	2006	3	1		24328
New South Wales	2006	3	1	-1	565
New South Wales	2006	3	1	52	563
New South Wales	2006	3	1	7800	745
New South Wales	2006	3	1	15600	962
New South Wales	2006	3	1	20800	2044
New South Wales	2006	3	1	26000	5664
New South Wales	2006	3	1	33800	5260
New South Wales	2006	3	1	41600	8075
New South Wales	2006	3	1	52000	29353
New South Wales	2006	3	1	78000	19525
New South Wales	2006	3	1	104000	11939
New South Wales	2006	3	1	130000	13406
New South Wales	2006	3	1	156000	10575
New South Wales	2006	3	1	208000	4692
New South Wales	2006	4	0		2839
New South Wales	2006	4	0	-1	114
New South Wales	2006	4	0	52	132
New South Wales	2006	4	0	7800	498
New South Wales	2006	4	0	15600	975
New South Wales	2006	4	0	20800	209
New South Wales	2006	4	0	26000	2749
New South Wales	2006	4	0	33800	1496
New South Wales	2006	4	0	41600	764
New South Wales	2006	4	0	52000	1194
New South Wales	2006	4	0	78000	451
New South Wales	2006	4	0	104000	190
New South Wales	2006	4	0	130000	165
New South Wales	2006	4	0	156000	91
New South Wales	2006	4	0	208000	42
New South Wales	2006	4	1		11761
New South Wales	2006	4	1	-1	240
New South Wales	2006	4	1	52	298
New South Wales	2006	4	1	7800	394
New South Wales	2006	4	1	15600	467
New South Wales	2006	4	1	20800	1257
New South Wales	2006	4	1	26000	2622
New South Wales	2006	4	1	33800	2252
New South Wales	2006	4	1	41600	3200
New South Wales	2006	4	1	52000	10732
New South Wales	2006	4	1	78000	6224
New South Wales	2006	4	1	104000	3344
New South Wales	2006	4	1	130000	3621
New South Wales	2006	4	1	156000	2750
New South Wales	2006	4	1	208000	1432
New South Wales	2011	1	0		16774
New South Wales	2011	1	0	-1	2733
New South Wales	2011	1	0	52	2402
New South Wales	2011	1	0	7800	7343
New South Wales	2011	1	0	15600	11676
New South Wales	2011	1	0	20800	17401
New South Wales	2011	1	0	26000	9246
New South Wales	2011	1	0	33800	21423
New South Wales	2011	1	0	41600	18298
New South Wales	2011	1	0	52000	30217
New South Wales	2011	1	0	78000	14722
New South Wales	2011	1	0	104000	6791
New South Wales	2011	1	0	130000	5905
New South Wales	2011	1	0	156000	2480
New South Wales	2011	1	0	208000	453
New South Wales	2011	1	1		36713
New South Wales	2011	1	1	-1	1891
New South Wales	2011	1	1	52	774
New South Wales	2011	1	1	7800	2362
New South Wales	2011	1	1	15600	1679
New South Wales	2011	1	1	20800	2952
New South Wales	2011	1	1	26000	8122
New South Wales	2011	1	1	33800	11875
New South Wales	2011	1	1	41600	16379
New South Wales	2011	1	1	52000	48928
New South Wales	2011	1	1	78000	43713
New South Wales	2011	1	1	104000	37966
New South Wales	2011	1	1	130000	30140
New South Wales	2011	1	1	156000	34258
New South Wales	2011	1	1	208000	18701
New South Wales	2011	2	0		11417
New South Wales	2011	2	0	-1	1336
New South Wales	2011	2	0	52	1133
New South Wales	2011	2	0	7800	3437
New South Wales	2011	2	0	15600	5356
New South Wales	2011	2	0	20800	12554
New South Wales	2011	2	0	26000	3061
New South Wales	2011	2	0	33800	9630
New South Wales	2011	2	0	41600	7709
New South Wales	2011	2	0	52000	13709
New South Wales	2011	2	0	78000	7873
New South Wales	2011	2	0	104000	3415
New South Wales	2011	2	0	130000	3921
New South Wales	2011	2	0	156000	1681
New South Wales	2011	2	0	208000	533
New South Wales	2011	2	1		44756
New South Wales	2011	2	1	-1	1512
New South Wales	2011	2	1	52	685
New South Wales	2011	2	1	7800	1843
New South Wales	2011	2	1	15600	1534
