STE_NAME16	Year	LanguageSpoken	persons
New South Wales	2016	Filipino	24214
New South Wales	2016	French	23743
New South Wales	2016	German	23033
New South Wales	2016	Greek	81683
New South Wales	2016	Hindi	67034
New South Wales	2016	Indonesian	30032
New South Wales	2016	Italian	75694
New South Wales	2016	Japanese	17319
New South Wales	2016	Korean	59912
New South Wales	2016	Macedonian	28144
New South Wales	2016	Persian_includes_Dari	22044
New South Wales	2016	Polish	14124
New South Wales	2016	Punjabi	33435
New South Wales	2016	Russian	18763
New South Wales	2016	Samoan	16544
New South Wales	2016	Serbian	21488
New South Wales	2016	Sinhalese	11234
New South Wales	2016	Spanish	63527
New South Wales	2016	Tagalog	45130
New South Wales	2016	Tamil	29681
New South Wales	2016	Thai	24839
New South Wales	2016	Turkish	21620
New South Wales	2016	Urdu	29722
New South Wales	2016	Vietnamese	102896
Victoria	2006		256703
Victoria	2006	(Other)	157883
Victoria	2006	Afrikaans	2538
Victoria	2006	Arabic	55931
Victoria	2006	Australian_Indigenous_Languages	1139
Victoria	2006	Chinese_languages_Bengali	3943
Victoria	2006	Chinese_languages_Cantonese	66853
Victoria	2006	Chinese_languages_Mandarin	64374
Victoria	2006	Chinese_languages_Other	13517
Victoria	2006	Croatian	22961
Victoria	2006	Dutch	9557
Victoria	2006	English	3668284
Victoria	2006	Filipino	10657
Victoria	2006	French	11864
Victoria	2006	German	19607
Victoria	2006	Greek	117873
Victoria	2006	Hindi	18181
Victoria	2006	Indonesian	10448
Victoria	2006	Italian	133327
Victoria	2006	Japanese	6536
Victoria	2006	Korean	5974
Victoria	2006	Macedonian	30771
Victoria	2006	Persian_includes_Dari	4804
Victoria	2006	Polish	17787
Victoria	2006	Punjabi	8202
Victoria	2006	Russian	14339
Victoria	2006	Samoan	5614
Victoria	2006	Serbian	16865
Victoria	2006	Sinhalese	16920
Victoria	2006	Spanish	24501
Victoria	2006	Tagalog	11284
Victoria	2006	Tamil	11096
Victoria	2006	Thai	5003
Victoria	2006	Turkish	29748
Victoria	2006	Urdu	5163
Victoria	2006	Vietnamese	72161
Victoria	2011		243745
Victoria	2011	(Other)	212777
Victoria	2011	Afrikaans	4438
Victoria	2011	Arabic	68437
Victoria	2011	Australian_Indigenous_Languages	478
Victoria	2011	Chinese_languages_Bengali	6902
Victoria	2011	Chinese_languages_Cantonese	72902
Victoria	2011	Chinese_languages_Mandarin	103742
Victoria	2011	Chinese_languages_Other	18481
Victoria	2011	Croatian	22167
Victoria	2011	Dutch	9509
Victoria	2011	English	3874861
Victoria	2011	Filipino	14526
Victoria	2011	French	16283
Victoria	2011	German	20081
Victoria	2011	Greek	116802
Victoria	2011	Hindi	32704
Victoria	2011	Indonesian	13877
Victoria	2011	Italian	124856
Victoria	2011	Japanese	8551
Victoria	2011	Korean	10325
Victoria	2011	Macedonian	30945
Victoria	2011	Persian_includes_Dari	8061
Victoria	2011	Polish	16475
Victoria	2011	Punjabi	31068
Victoria	2011	Russian	16503
Victoria	2011	Samoan	7584
Victoria	2011	Serbian	17580
Victoria	2011	Sinhalese	28163
Victoria	2011	Spanish	29014
Victoria	2011	Tagalog	16534
Victoria	2011	Tamil	17452
Victoria	2011	Thai	7637
Victoria	2011	Turkish	32899
Victoria	2011	Urdu	11062
Victoria	2011	Vietnamese	86592
Victoria	2016		360974
Victoria	2016	(Other)	293658
Victoria	2016	Afrikaans	5560
Victoria	2016	Arabic	79589
Victoria	2016	Australian_Indigenous_Languages	526
Victoria	2016	Chinese_languages_Bengali	10992
Victoria	2016	Chinese_languages_Cantonese	78079
Victoria	2016	Chinese_languages_Mandarin	191793
Victoria	2016	Chinese_languages_Other	19329
Victoria	2016	Croatian	20504
Victoria	2016	Dutch	8600
Victoria	2016	English	4026811
Victoria	2016	Filipino	17777
Victoria	2016	French	19313
Victoria	2016	German	19714
Victoria	2016	Greek	110707
Victoria	2016	Hindi	51241
Victoria	2016	Indonesian	16782
Victoria	2016	Italian	112272
Victoria	2016	Japanese	11480
Victoria	2016	Korean	15519
Victoria	2016	Macedonian	29487
Victoria	2016	Persian_includes_Dari	16434
Victoria	2016	Polish	15175
Victoria	2016	Punjabi	56171
Victoria	2016	Russian	17685
Victoria	2016	Samoan	11609
Victoria	2016	Serbian	17057
Victoria	2016	Sinhalese	37423
Victoria	2016	Spanish	35494
Victoria	2016	Tagalog	23054
Victoria	2016	Tamil	25662
Victoria	2016	Thai	11669
Victoria	2016	Turkish	31832
Victoria	2016	Urdu	23205
Victoria	2016	Vietnamese	103430
Queensland	2006		229758
Queensland	2006	(Other)	57895
Queensland	2006	Afrikaans	4878
Queensland	2006	Arabic	7285
Queensland	2006	Australian_Indigenous_Languages	12012
Queensland	2006	Chinese_languages_Bengali	1142
Queensland	2006	Chinese_languages_Cantonese	19627
Queensland	2006	Chinese_languages_Mandarin	24446
Queensland	2006	Chinese_languages_Other	2519
Queensland	2006	Croatian	4357
Queensland	2006	Dutch	7706
Queensland	2006	English	3371683
Queensland	2006	Filipino	5024
Queensland	2006	French	7530
Queensland	2006	German	14744
Queensland	2006	Greek	10993
Queensland	2006	Hindi	7956
Queensland	2006	Indonesian	3242
Queensland	2006	Italian	22031
Queensland	2006	Japanese	10212
Queensland	2006	Korean	7369
Queensland	2006	Macedonian	1143
Queensland	2006	Persian_includes_Dari	1899
Queensland	2006	Polish	4995
Queensland	2006	Punjabi	2078
Queensland	2006	Russian	3342
Queensland	2006	Samoan	9367
Queensland	2006	Serbian	4032
Queensland	2006	Sinhalese	2250
Queensland	2006	Spanish	11297
Queensland	2006	Tagalog	6759
Queensland	2006	Tamil	1679
Queensland	2006	Thai	3320
Queensland	2006	Turkish	1579
Queensland	2006	Urdu	1267
Queensland	2006	Vietnamese	17140
Queensland	2011		232937
Queensland	2011	(Other)	91445
Queensland	2011	Afrikaans	10218
Queensland	2011	Arabic	11421
Queensland	2011	Australian_Indigenous_Languages	12149
Queensland	2011	Chinese_languages_Bengali	2223
Queensland	2011	Chinese_languages_Cantonese	22258
Queensland	2011	Chinese_languages_Mandarin	38116
Queensland	2011	Chinese_languages_Other	4346
Queensland	2011	Croatian	4409
Queensland	2011	Dutch	7844
Queensland	2011	English	3675958
Queensland	2011	Filipino	8696
Queensland	2011	French	9888
Queensland	2011	German	16352
Queensland	2011	Greek	11403
Queensland	2011	Hindi	13188
Queensland	2011	Indonesian	4429
Queensland	2011	Italian	21711
Queensland	2011	Japanese	13086
Queensland	2011	Korean	12733
Queensland	2011	Macedonian	1194
Queensland	2011	Persian_includes_Dari	3714
Queensland	2011	Polish	5106
Queensland	2011	Punjabi	7911
Queensland	2011	Russian	4820
Queensland	2011	Samoan	12809
Queensland	2011	Serbian	4644
Queensland	2011	Sinhalese	4280
Queensland	2011	Spanish	15602
Queensland	2011	Tagalog	12410
Queensland	2011	Tamil	3476
Queensland	2011	Thai	5508
Queensland	2011	Turkish	1902
Queensland	2011	Urdu	2713
Queensland	2011	Vietnamese	21852
Queensland	2016		324871
Queensland	2016	(Other)	126546
Queensland	2016	Afrikaans	12525
Queensland	2016	Arabic	13644
Queensland	2016	Australian_Indigenous_Languages	13474
Queensland	2016	Chinese_languages_Bengali	3683
Queensland	2016	Chinese_languages_Cantonese	24900
Queensland	2016	Chinese_languages_Mandarin	69474
Queensland	2016	Chinese_languages_Other	4253
Queensland	2016	Croatian	4009
Queensland	2016	Dutch	7157
Queensland	2016	English	3820632
Queensland	2016	Filipino	11371
Queensland	2016	French	11988
Queensland	2016	German	16488
Queensland	2016	Greek	10538
Queensland	2016	Hindi	18163
Queensland	2016	Indonesian	5551
Queensland	2016	Italian	20009
Queensland	2016	Japanese	16877
Queensland	2016	Korean	19620
Queensland	2016	Macedonian	1264
Queensland	2016	Persian_includes_Dari	6713
Queensland	2016	Polish	5224
Queensland	2016	Punjabi	17991
Queensland	2016	Russian	6005
Queensland	2016	Samoan	14969
Queensland	2016	Serbian	4759
Queensland	2016	Sinhalese	5907
Queensland	2016	Spanish	21006
Queensland	2016	Tagalog	16999
Queensland	2016	Tamil	5520
Queensland	2016	Thai	8126
Queensland	2016	Turkish	2054
Queensland	2016	Urdu	4957
Queensland	2016	Vietnamese	25914
South Australia	2006		67040
South Australia	2006	(Other)	29270
South Australia	2006	Afrikaans	1072
South Australia	2006	Arabic	5427
South Australia	2006	Australian_Indigenous_Languages	3231
South Australia	2006	Chinese_languages_Bengali	429
South Australia	2006	Chinese_languages_Cantonese	7921
South Australia	2006	Chinese_languages_Mandarin	8954
South Australia	2006	Chinese_languages_Other	1520
South Australia	2006	Croatian	3751
South Australia	2006	Dutch	3145
South Australia	2006	English	1262778
South Australia	2006	Filipino	1744
South Australia	2006	French	1786
South Australia	2006	German	7958
South Australia	2006	Greek	25902
South Australia	2006	Hindi	1941
South Australia	2006	Indonesian	1079
South Australia	2006	Italian	35814
South Australia	2006	Japanese	1379
South Australia	2006	Korean	1494
South Australia	2006	Macedonian	703
South Australia	2006	Persian_includes_Dari	1923
South Australia	2006	Polish	6915
South Australia	2006	Punjabi	1084
South Australia	2006	Russian	2672
South Australia	2006	Samoan	88
South Australia	2006	Serbian	4269
South Australia	2006	Sinhalese	693
South Australia	2006	Spanish	3444
South Australia	2006	Tagalog	2001
South Australia	2006	Tamil	1053
South Australia	2006	Thai	851
South Australia	2006	Turkish	610
South Australia	2006	Urdu	622
South Australia	2006	Vietnamese	13765
South Australia	2011		63956
South Australia	2011	(Other)	45008
South Australia	2011	Afrikaans	2080
South Australia	2011	Arabic	7467
South Australia	2011	Australian_Indigenous_Languages	3613
South Australia	2011	Chinese_languages_Bengali	1480
South Australia	2011	Chinese_languages_Cantonese	9000
South Australia	2011	Chinese_languages_Mandarin	16497
South Australia	2011	Chinese_languages_Other	2611
South Australia	2011	Croatian	3436
South Australia	2011	Dutch	3105
South Australia	2011	English	1303066
South Australia	2011	Filipino	2973
South Australia	2011	French	2139
South Australia	2011	German	7460
South Australia	2011	Greek	25250
South Australia	2011	Hindi	4419
South Australia	2011	Indonesian	1553
South Australia	2011	Italian	33294
South Australia	2011	Japanese	1772
South Australia	2011	Korean	3059
South Australia	2011	Macedonian	727
South Australia	2011	Persian_includes_Dari	2900
South Australia	2011	Polish	6242
South Australia	2011	Punjabi	4426
South Australia	2011	Russian	3118
South Australia	2011	Samoan	145
South Australia	2011	Serbian	4282
South Australia	2011	Sinhalese	1724
South Australia	2011	Spanish	4908
South Australia	2011	Tagalog	3818
South Australia	2011	Tamil	1703
South Australia	2011	Thai	1369
South Australia	2011	Turkish	670
South Australia	2011	Urdu	1325
South Australia	2011	Vietnamese	15969
South Australia	2016		91003
South Australia	2016	(Other)	61159
South Australia	2016	Afrikaans	2362
South Australia	2016	Arabic	9292
South Australia	2016	Australian_Indigenous_Languages	3392
South Australia	2016	Chinese_languages_Bengali	2406
South Australia	2016	Chinese_languages_Cantonese	9666
South Australia	2016	Chinese_languages_Mandarin	28780
South Australia	2016	Chinese_languages_Other	2266
South Australia	2016	Croatian	3075
South Australia	2016	Dutch	2551
South Australia	2016	English	1311533
South Australia	2016	Filipino	3861
South Australia	2016	French	2720
South Australia	2016	German	6453
South Australia	2016	Greek	22993
South Australia	2016	Hindi	7310
South Australia	2016	Indonesian	1822
South Australia	2016	Italian	29106
South Australia	2016	Japanese	2200
South Australia	2016	Korean	3600
South Australia	2016	Macedonian	633
South Australia	2016	Persian_includes_Dari	4745
South Australia	2016	Polish	5677
South Australia	2016	Punjabi	9306
South Australia	2016	Russian	3289
South Australia	2016	Samoan	155
South Australia	2016	Serbian	4175
South Australia	2016	Sinhalese	2640
South Australia	2016	Spanish	5669
South Australia	2016	Tagalog	5486
South Australia	2016	Tamil	2701
South Australia	2016	Thai	1955
South Australia	2016	Turkish	697
South Australia	2016	Urdu	2942
South Australia	2016	Vietnamese	19017
Western Australia	2006		129218
Western Australia	2006	(Other)	42118
Western Australia	2006	Afrikaans	4262
Western Australia	2006	Arabic	7694
Western Australia	2006	Australian_Indigenous_Languages	7952
Western Australia	2006	Chinese_languages_Bengali	781
Western Australia	2006	Chinese_languages_Cantonese	16047
Western Australia	2006	Chinese_languages_Mandarin	16551
Western Australia	2006	Chinese_languages_Other	3092
Western Australia	2006	Croatian	6087
Western Australia	2006	Dutch	5259
Western Australia	2006	English	1603043
Western Australia	2006	Filipino	2008
Western Australia	2006	French	5013
Western Australia	2006	German	7211
Western Australia	2006	Greek	5019
Western Australia	2006	Hindi	1928
Western Australia	2006	Indonesian	6608
Western Australia	2006	Italian	32893
Western Australia	2006	Japanese	3377
Western Australia	2006	Korean	1919
Western Australia	2006	Macedonian	5669
Western Australia	2006	Persian_includes_Dari	2720
Western Australia	2006	Polish	6103
Western Australia	2006	Punjabi	1015
Western Australia	2006	Russian	1339
Western Australia	2006	Samoan	232
Western Australia	2006	Serbian	4450
Western Australia	2006	Sinhalese	1501
Western Australia	2006	Spanish	5722
Western Australia	2006	Tagalog	2336
Western Australia	2006	Tamil	1897
Western Australia	2006	Thai	2835
Western Australia	2006	Turkish	1049
Western Australia	2006	Urdu	902
Western Australia	2006	Vietnamese	13246
Western Australia	2011		138167
Western Australia	2011	(Other)	69998
Western Australia	2011	Afrikaans	10928
Western Australia	2011	Arabic	11958
Western Australia	2011	Australian_Indigenous_Languages	9589
Western Australia	2011	Chinese_languages_Bengali	1906
Western Australia	2011	Chinese_languages_Cantonese	18006
Western Australia	2011	Chinese_languages_Mandarin	28032
Western Australia	2011	Chinese_languages_Other	4539
Western Australia	2011	Croatian	5934
Western Australia	2011	Dutch	5565
Western Australia	2011	English	1775951
Western Australia	2011	Filipino	5681
Western Australia	2011	French	7685
Western Australia	2011	German	8716
Western Australia	2011	Greek	5324
Western Australia	2011	Hindi	5010
Western Australia	2011	Indonesian	9084
Western Australia	2011	Italian	31449
Western Australia	2011	Japanese	4424
Western Australia	2011	Korean	3941
Western Australia	2011	Macedonian	5897
Western Australia	2011	Persian_includes_Dari	4295
Western Australia	2011	Polish	6020
Western Australia	2011	Punjabi	4819
Western Australia	2011	Russian	2093
Western Australia	2011	Samoan	609
Western Australia	2011	Serbian	5056
Western Australia	2011	Sinhalese	2934
Western Australia	2011	Spanish	8227
Western Australia	2011	Tagalog	8288
Western Australia	2011	Tamil	4078
Western Australia	2011	Thai	4573
Western Australia	2011	Turkish	1502
Western Australia	2011	Urdu	2369
Western Australia	2011	Vietnamese	16522
Western Australia	2016		178037
Western Australia	2016	(Other)	102025
Western Australia	2016	Afrikaans	14208
Western Australia	2016	Arabic	14132
Western Australia	2016	Australian_Indigenous_Languages	10251
Western Australia	2016	Chinese_languages_Bengali	3263
Western Australia	2016	Chinese_languages_Cantonese	19339
Western Australia	2016	Chinese_languages_Mandarin	47840
Western Australia	2016	Chinese_languages_Other	4349
Western Australia	2016	Croatian	5556
Western Australia	2016	Dutch	5100
Western Australia	2016	English	1861041
Western Australia	2016	Filipino	10317
Western Australia	2016	French	9597
Western Australia	2016	German	9320
Western Australia	2016	Greek	4790
Western Australia	2016	Hindi	10747
Western Australia	2016	Indonesian	10934
Western Australia	2016	Italian	29401
Western Australia	2016	Japanese	5859
Western Australia	2016	Korean	7107
Western Australia	2016	Macedonian	5849
Western Australia	2016	Persian_includes_Dari	6703
Western Australia	2016	Polish	5978
Western Australia	2016	Punjabi	12223
Western Australia	2016	Russian	3218
Western Australia	2016	Samoan	943
Western Australia	2016	Serbian	5038
Western Australia	2016	Sinhalese	4939
Western Australia	2016	Spanish	10415
Western Australia	2016	Tagalog	15268
Western Australia	2016	Tamil	6888
Western Australia	2016	Thai	6403
Western Australia	2016	Turkish	1727
Western Australia	2016	Urdu	5368
Western Australia	2016	Vietnamese	20247
Tasmania	2006		21631
Tasmania	2006	(Other)	3340
Tasmania	2006	Afrikaans	157
Tasmania	2006	Arabic	682
Tasmania	2006	Australian_Indigenous_Languages	90
Tasmania	2006	Chinese_languages_Bengali	104
Tasmania	2006	Chinese_languages_Cantonese	789
Tasmania	2006	Chinese_languages_Mandarin	1164
Tasmania	2006	Chinese_languages_Other	141
Tasmania	2006	Croatian	291
Tasmania	2006	Dutch	1028
Tasmania	2006	English	438166
Tasmania	2006	Filipino	205
Tasmania	2006	French	490
Tasmania	2006	German	1551
Tasmania	2006	Greek	1221
Tasmania	2006	Hindi	318
Tasmania	2006	Indonesian	90
Tasmania	2006	Italian	1352
Tasmania	2006	Japanese	294
Tasmania	2006	Korean	313
Tasmania	2006	Macedonian	26
Tasmania	2006	Persian_includes_Dari	115
Tasmania	2006	Polish	822
Tasmania	2006	Punjabi	48
Tasmania	2006	Russian	200
Tasmania	2006	Samoan	47
Tasmania	2006	Serbian	139
Tasmania	2006	Sinhalese	91
Tasmania	2006	Spanish	677
Tasmania	2006	Tagalog	280
Tasmania	2006	Tamil	129
Tasmania	2006	Thai	231
Tasmania	2006	Turkish	53
Tasmania	2006	Urdu	46
Tasmania	2006	Vietnamese	127
Tasmania	2011		19081
Tasmania	2011	(Other)	5173
Tasmania	2011	Afrikaans	358
Tasmania	2011	Arabic	911
Tasmania	2011	Australian_Indigenous_Languages	71
Tasmania	2011	Chinese_languages_Bengali	82
Tasmania	2011	Chinese_languages_Cantonese	841
Tasmania	2011	Chinese_languages_Mandarin	2087
Tasmania	2011	Chinese_languages_Other	325
Tasmania	2011	Croatian	259
Tasmania	2011	Dutch	1108
Tasmania	2011	English	454119
Tasmania	2011	Filipino	333
Tasmania	2011	French	698
Tasmania	2011	German	1666
Tasmania	2011	Greek	1201
Tasmania	2011	Hindi	504
Tasmania	2011	Indonesian	171
Tasmania	2011	Italian	1288
Tasmania	2011	Japanese	414
Tasmania	2011	Korean	502
Tasmania	2011	Macedonian	21
Tasmania	2011	Persian_includes_Dari	195
Tasmania	2011	Polish	759
Tasmania	2011	Punjabi	224
Tasmania	2011	Russian	260
Tasmania	2011	Samoan	52
Tasmania	2011	Serbian	127
Tasmania	2011	Sinhalese	160
Tasmania	2011	Spanish	836
Tasmania	2011	Tagalog	459
Tasmania	2011	Tamil	216
Tasmania	2011	Thai	369
Tasmania	2011	Turkish	86
Tasmania	2011	Urdu	101
Tasmania	2011	Vietnamese	285
Tasmania	2016		32262
Tasmania	2016	(Other)	6813
Tasmania	2016	Afrikaans	375
Tasmania	2016	Arabic	829
Tasmania	2016	Australian_Indigenous_Languages	70
Tasmania	2016	Chinese_languages_Bengali	148
Tasmania	2016	Chinese_languages_Cantonese	972
Tasmania	2016	Chinese_languages_Mandarin	3971
Tasmania	2016	Chinese_languages_Other	275
Tasmania	2016	Croatian	270
Tasmania	2016	Dutch	903
Tasmania	2016	English	450411
Tasmania	2016	Filipino	321
Tasmania	2016	French	820
Tasmania	2016	German	1576
Tasmania	2016	Greek	1191
Tasmania	2016	Hindi	639
Tasmania	2016	Indonesian	253
Tasmania	2016	Italian	1096
Tasmania	2016	Japanese	601
Tasmania	2016	Korean	506
Tasmania	2016	Macedonian	18
Tasmania	2016	Persian_includes_Dari	593
Tasmania	2016	Polish	685
Tasmania	2016	Punjabi	489
Tasmania	2016	Russian	317
Tasmania	2016	Samoan	49
Tasmania	2016	Serbian	127
Tasmania	2016	Sinhalese	222
Tasmania	2016	Spanish	936
Tasmania	2016	Tagalog	617
Tasmania	2016	Tamil	306
Tasmania	2016	Thai	490
Tasmania	2016	Turkish	88
Tasmania	2016	Urdu	291
Tasmania	2016	Vietnamese	442
Northern Territory	2006		20897
Northern Territory	2006	(Other)	3921
Northern Territory	2006	Afrikaans	107
Northern Territory	2006	Arabic	271
Northern Territory	2006	Australian_Indigenous_Languages	29193
Northern Territory	2006	Chinese_languages_Bengali	89
Northern Territory	2006	Chinese_languages_Cantonese	701
Northern Territory	2006	Chinese_languages_Mandarin	556
Northern Territory	2006	Chinese_languages_Other	700
Northern Territory	2006	Croatian	33
Northern Territory	2006	Dutch	187
Northern Territory	2006	English	127282
Northern Territory	2006	Filipino	662
Northern Territory	2006	French	328
Northern Territory	2006	German	656
Northern Territory	2006	Greek	2484
Northern Territory	2006	Hindi	157
Northern Territory	2006	Indonesian	777
Northern Territory	2006	Italian	742
Northern Territory	2006	Japanese	152
Northern Territory	2006	Korean	61
Northern Territory	2006	Macedonian	21
Northern Territory	2006	Persian_includes_Dari	19
Northern Territory	2006	Polish	96
Northern Territory	2006	Punjabi	33
Northern Territory	2006	Russian	37
Northern Territory	2006	Samoan	17
Northern Territory	2006	Serbian	42
Northern Territory	2006	Sinhalese	93
Northern Territory	2006	Spanish	307
Northern Territory	2006	Tagalog	744
Northern Territory	2006	Tamil	198
Northern Territory	2006	Thai	470
Northern Territory	2006	Turkish	27
Northern Territory	2006	Urdu	87
Northern Territory	2006	Vietnamese	761
Northern Territory	2011		22246
Northern Territory	2011	(Other)	5469
Northern Territory	2011	Afrikaans	304
Northern Territory	2011	Arabic	300
Northern Territory	2011	Australian_Indigenous_Languages	34443
Northern Territory	2011	Chinese_languages_Bengali	210
Northern Territory	2011	Chinese_languages_Cantonese	688
Northern Territory	2011	Chinese_languages_Mandarin	1199
Northern Territory	2011	Chinese_languages_Other	782
Northern Territory	2011	Croatian	57
Northern Territory	2011	Dutch	227
Northern Territory	2011	English	133015
Northern Territory	2011	Filipino	1267
Northern Territory	2011	French	429
Northern Territory	2011	German	768
Northern Territory	2011	Greek	2855
Northern Territory	2011	Hindi	431
Northern Territory	2011	Indonesian	949
Northern Territory	2011	Italian	748
Northern Territory	2011	Japanese	193
Northern Territory	2011	Korean	259
Northern Territory	2011	Macedonian	21
Northern Territory	2011	Persian_includes_Dari	33
Northern Territory	2011	Polish	97
Northern Territory	2011	Punjabi	275
Northern Territory	2011	Russian	72
Northern Territory	2011	Samoan	58
Northern Territory	2011	Serbian	51
Northern Territory	2011	Sinhalese	224
Northern Territory	2011	Spanish	359
Northern Territory	2011	Tagalog	1765
Northern Territory	2011	Tamil	281
Northern Territory	2011	Thai	711
Northern Territory	2011	Turkish	51
Northern Territory	2011	Urdu	222
Northern Territory	2011	Vietnamese	879
Northern Territory	2016		28643
Northern Territory	2016	(Other)	8819
Northern Territory	2016	Afrikaans	308
Northern Territory	2016	Arabic	361
Northern Territory	2016	Australian_Indigenous_Languages	34956
Northern Territory	2016	Chinese_languages_Bengali	432
Northern Territory	2016	Chinese_languages_Cantonese	729
Northern Territory	2016	Chinese_languages_Mandarin	2163
Northern Territory	2016	Chinese_languages_Other	654
Northern Territory	2016	Croatian	43
Northern Territory	2016	Dutch	243
Northern Territory	2016	English	132634
Northern Territory	2016	Filipino	2045
Northern Territory	2016	French	646
Northern Territory	2016	German	842
Northern Territory	2016	Greek	3245
Northern Territory	2016	Hindi	852
Northern Territory	2016	Indonesian	1191
Northern Territory	2016	Italian	765
Northern Territory	2016	Japanese	506
Northern Territory	2016	Korean	360
Northern Territory	2016	Macedonian	26
Northern Territory	2016	Persian_includes_Dari	151
Northern Territory	2016	Polish	118
Northern Territory	2016	Punjabi	670
Northern Territory	2016	Russian	134
Northern Territory	2016	Samoan	117
Northern Territory	2016	Serbian	61
Northern Territory	2016	Sinhalese	527
Northern Territory	2016	Spanish	487
Northern Territory	2016	Tagalog	2994
Northern Territory	2016	Tamil	516
Northern Territory	2016	Thai	866
Northern Territory	2016	Turkish	53
Northern Territory	2016	Urdu	441
Northern Territory	2016	Vietnamese	1215
Australian Capital Territory	2006		14419
Australian Capital Territory	2006	(Other)	8058
Australian Capital Territory	2006	Afrikaans	192
Australian Capital Territory	2006	Arabic	1393
Australian Capital Territory	2006	Australian_Indigenous_Languages	147
Australian Capital Territory	2006	Chinese_languages_Bengali	750
Australian Capital Territory	2006	Chinese_languages_Cantonese	2880
Australian Capital Territory	2006	Chinese_languages_Mandarin	3635
Australian Capital Territory	2006	Chinese_languages_Other	412
Australian Capital Territory	2006	Croatian	2532
Australian Capital Territory	2006	Dutch	580
Australian Capital Territory	2006	English	262450
Australian Capital Territory	2006	Filipino	477
Australian Capital Territory	2006	French	1016
Australian Capital Territory	2006	German	1804
Australian Capital Territory	2006	Greek	2573
Australian Capital Territory	2006	Hindi	1388
Australian Capital Territory	2006	Indonesian	714
Australian Capital Territory	2006	Italian	3428
Australian Capital Territory	2006	Japanese	636
Australian Capital Territory	2006	Korean	802
Australian Capital Territory	2006	Macedonian	558
Australian Capital Territory	2006	Persian_includes_Dari	423
Australian Capital Territory	2006	Polish	1173
Australian Capital Territory	2006	Punjabi	318
Australian Capital Territory	2006	Russian	526
Australian Capital Territory	2006	Samoan	250
Australian Capital Territory	2006	Serbian	1119
Australian Capital Territory	2006	Sinhalese	779
Australian Capital Territory	2006	Spanish	2492
Australian Capital Territory	2006	Tagalog	672
Australian Capital Territory	2006	Tamil	896
Australian Capital Territory	2006	Thai	644
