STE_NAME16	Year	CoupleFamily	HasChild	TotalFamilyIncome.min	FullTimeWorkers	PartTimeWorkers	AwayFromWork	NotWorking	families
New South Wales	2006	0		208000	0	0	0	1	17
New South Wales	2006	0		208000	0	0	1	0	16
New South Wales	2006	0		208000	0	1	0	0	50
New South Wales	2006	0		208000	1	0	0	0	226
New South Wales	2006	0	0		0	1	0	1	1019
New South Wales	2006	0	0		1	1	0	0	1350
New South Wales	2006	0	0	-1	0	1	0	1	195
New South Wales	2006	0	0	-1	1	1	0	0	291
New South Wales	2006	0	0	52	0	1	0	1	610
New South Wales	2006	0	0	7800	0	1	0	1	1101
New South Wales	2006	0	0	15600	0	1	0	1	1878
New South Wales	2006	0	0	20800	0	1	0	1	2429
New South Wales	2006	0	0	26000	0	1	0	1	7593
New South Wales	2006	0	0	33800	0	1	0	1	3584
New South Wales	2006	0	0	41600	0	1	0	1	3142
New South Wales	2006	0	0	52000	0	1	0	1	6460
New South Wales	2006	0	0	78000	0	1	0	1	1870
New South Wales	2006	0	0	104000	0	1	0	1	821
New South Wales	2006	0	0	130000	0	1	0	1	806
New South Wales	2006	0	0	156000	0	1	0	1	681
New South Wales	2006	0	0	208000	0	1	0	1	368
New South Wales	2006	0	1		0	1	0	1	4270
New South Wales	2006	0	1		1	1	0	0	18314
New South Wales	2006	0	1	-1	0	1	0	1	151
New South Wales	2006	0	1	-1	1	1	0	0	369
New South Wales	2006	0	1	52	0	1	0	1	399
New South Wales	2006	0	1	7800	0	1	0	1	880
New South Wales	2006	0	1	15600	0	1	0	1	1589
New South Wales	2006	0	1	20800	0	1	0	1	1666
New South Wales	2006	0	1	26000	0	1	0	1	6817
New South Wales	2006	0	1	33800	0	1	0	1	4305
New South Wales	2006	0	1	41600	0	1	0	1	4518
New South Wales	2006	0	1	52000	0	1	0	1	7818
New South Wales	2006	0	1	78000	0	1	0	1	3370
New South Wales	2006	0	1	104000	0	1	0	1	1500
New South Wales	2006	0	1	130000	0	1	0	1	1435
New South Wales	2006	0	1	156000	0	1	0	1	894
New South Wales	2006	0	1	208000	0	1	0	1	423
New South Wales	2006	1	0						36036
New South Wales	2006	1	0		0	0	0	1	573
New South Wales	2006	1	0		0	0	0	2	8062
New South Wales	2006	1	0		0	0	1	0	712
New South Wales	2006	1	0		0	0	2	0	512
New South Wales	2006	1	0		0	2	0	0	444
New South Wales	2006	1	0		1	0	0	1	2642
New South Wales	2006	1	0		2	0	0	0	2308
New South Wales	2006	1	0	-1					281
New South Wales	2006	1	0	-1	0	0	0	1	89
New South Wales	2006	1	0	-1	0	0	0	2	5871
New South Wales	2006	1	0	-1	0	0	1	0	95
New South Wales	2006	1	0	-1	0	0	2	0	99
New South Wales	2006	1	0	-1	0	2	0	0	158
New South Wales	2006	1	0	-1	1	0	0	1	357
New South Wales	2006	1	0	-1	2	0	0	0	848
New South Wales	2006	1	0	52					367
New South Wales	2006	1	0	52	0	0	0	1	90
New South Wales	2006	1	0	52	0	0	0	2	8705
New South Wales	2006	1	0	52	0	0	1	0	71
New South Wales	2006	1	0	52	0	0	2	0	49
New South Wales	2006	1	0	52	0	2	0	0	316
New South Wales	2006	1	0	52	1	0	0	1	191
New South Wales	2006	1	0	52	1	1	0	0	175
New South Wales	2006	1	0	52	2	0	0	0	420
New South Wales	2006	1	0	7800					123
New South Wales	2006	1	0	7800	0	0	0	1	138
New South Wales	2006	1	0	7800	0	0	0	2	3383
New South Wales	2006	1	0	7800	0	0	1	0	60
New South Wales	2006	1	0	7800	0	0	2	0	18
New South Wales	2006	1	0	7800	0	2	0	0	215
New South Wales	2006	1	0	7800	1	0	0	1	237
New South Wales	2006	1	0	7800	1	1	0	0	148
New South Wales	2006	1	0	7800	2	0	0	0	148
New South Wales	2006	1	0	15600					114
New South Wales	2006	1	0	15600	0	0	0	1	228
New South Wales	2006	1	0	15600	0	0	0	2	2443
New South Wales	2006	1	0	15600	0	0	1	0	106
New South Wales	2006	1	0	15600	0	0	2	0	21
New South Wales	2006	1	0	15600	0	2	0	0	309
New South Wales	2006	1	0	15600	1	0	0	1	699
New South Wales	2006	1	0	15600	1	1	0	0	270
New South Wales	2006	1	0	15600	2	0	0	0	147
New South Wales	2006	1	0	20800					2442
New South Wales	2006	1	0	20800	0	0	0	1	299
New South Wales	2006	1	0	20800	0	0	0	2	81764
New South Wales	2006	1	0	20800	0	0	1	0	161
New South Wales	2006	1	0	20800	0	0	2	0	170
New South Wales	2006	1	0	20800	0	2	0	0	1053
New South Wales	2006	1	0	20800	1	0	0	1	505
New South Wales	2006	1	0	20800	1	1	0	0	414
New South Wales	2006	1	0	20800	2	0	0	0	820
New South Wales	2006	1	0	26000					1412
New South Wales	2006	1	0	26000	0	0	0	1	997
New South Wales	2006	1	0	26000	0	0	0	2	47121
New South Wales	2006	1	0	26000	0	0	1	0	651
New South Wales	2006	1	0	26000	0	0	2	0	355
New South Wales	2006	1	0	26000	0	2	0	0	3256
New South Wales	2006	1	0	26000	1	0	0	1	5901
New South Wales	2006	1	0	26000	1	1	0	0	2433
New South Wales	2006	1	0	26000	2	0	0	0	2469
New South Wales	2006	1	0	33800					391
New South Wales	2006	1	0	33800	0	0	0	1	774
New South Wales	2006	1	0	33800	0	0	0	2	9580
New South Wales	2006	1	0	33800	0	0	1	0	410
New South Wales	2006	1	0	33800	0	0	2	0	97
New South Wales	2006	1	0	33800	0	2	0	0	961
New South Wales	2006	1	0	33800	1	0	0	1	8529
New South Wales	2006	1	0	33800	1	1	0	0	2394
New South Wales	2006	1	0	33800	2	0	0	0	672
New South Wales	2006	1	0	41600					346
New South Wales	2006	1	0	41600	0	0	0	1	710
New South Wales	2006	1	0	41600	0	0	0	2	10376
New South Wales	2006	1	0	41600	0	0	1	0	766
New South Wales	2006	1	0	41600	0	0	2	0	219
New South Wales	2006	1	0	41600	0	2	0	0	2077
New South Wales	2006	1	0	41600	1	0	0	1	7897
New South Wales	2006	1	0	41600	1	1	0	0	5331
New South Wales	2006	1	0	41600	2	0	0	0	1950
New South Wales	2006	1	0	52000					1138
New South Wales	2006	1	0	52000	0	0	0	1	1610
New South Wales	2006	1	0	52000	0	0	0	2	28718
New South Wales	2006	1	0	52000	0	0	1	0	4147
New South Wales	2006	1	0	52000	0	0	2	0	1479
New South Wales	2006	1	0	52000	0	2	0	0	6847
New South Wales	2006	1	0	52000	1	0	0	1	16829
New South Wales	2006	1	0	52000	1	1	0	0	26374
New South Wales	2006	1	0	52000	2	0	0	0	33259
New South Wales	2006	1	0	78000					272
New South Wales	2006	1	0	78000	0	0	0	1	516
New South Wales	2006	1	0	78000	0	0	0	2	4855
New South Wales	2006	1	0	78000	0	0	1	0	2543
New South Wales	2006	1	0	78000	0	0	2	0	832
New South Wales	2006	1	0	78000	0	2	0	0	2207
New South Wales	2006	1	0	78000	1	0	0	1	6197
New South Wales	2006	1	0	78000	1	1	0	0	13530
New South Wales	2006	1	0	78000	2	0	0	0	29895
New South Wales	2006	1	0	104000					127
New South Wales	2006	1	0	104000	0	0	0	1	232
New South Wales	2006	1	0	104000	0	0	0	2	2575
New South Wales	2006	1	0	104000	0	0	1	0	1965
New South Wales	2006	1	0	104000	0	0	2	0	711
New South Wales	2006	1	0	104000	0	2	0	0	1314
New South Wales	2006	1	0	104000	1	0	0	1	2073
New South Wales	2006	1	0	104000	1	1	0	0	7768
New South Wales	2006	1	0	104000	2	0	0	0	28787
New South Wales	2006	1	0	130000					86
New South Wales	2006	1	0	130000	0	0	0	1	320
New South Wales	2006	1	0	130000	0	0	0	2	1779
New South Wales	2006	1	0	130000	0	0	1	0	1265
New South Wales	2006	1	0	130000	0	0	2	0	459
New South Wales	2006	1	0	130000	0	2	0	0	729
New South Wales	2006	1	0	130000	1	0	0	1	5258
New South Wales	2006	1	0	130000	1	1	0	0	4541
New South Wales	2006	1	0	130000	2	0	0	0	17717
New South Wales	2006	1	0	156000					72
New South Wales	2006	1	0	156000	0	0	0	1	148
New South Wales	2006	1	0	156000	0	0	0	2	1414
New South Wales	2006	1	0	156000	0	0	1	0	1162
New South Wales	2006	1	0	156000	0	0	2	0	498
New South Wales	2006	1	0	156000	0	2	0	0	774
New South Wales	2006	1	0	156000	1	0	0	1	1692
New South Wales	2006	1	0	156000	1	1	0	0	5208
New South Wales	2006	1	0	156000	2	0	0	0	17691
New South Wales	2006	1	0	208000					79
New South Wales	2006	1	0	208000	0	0	0	1	64
New South Wales	2006	1	0	208000	0	0	0	2	1397
New South Wales	2006	1	0	208000	0	0	1	0	412
New South Wales	2006	1	0	208000	0	0	2	0	241
New South Wales	2006	1	0	208000	0	2	0	0	424
New South Wales	2006	1	0	208000	1	0	0	1	592
New South Wales	2006	1	0	208000	1	1	0	0	1287
New South Wales	2006	1	0	208000	2	0	0	0	8293
New South Wales	2006	1	1						43286
New South Wales	2006	1	1		0	0	0	1	2529
New South Wales	2006	1	1		0	0	0	2	10716
New South Wales	2006	1	1		0	0	1	0	3801
New South Wales	2006	1	1		0	0	2	0	1888
New South Wales	2006	1	1		0	2	0	0	2793
New South Wales	2006	1	1		1	0	0	1	14501
New South Wales	2006	1	1		2	0	0	0	18108
New South Wales	2006	1	1	-1					95
New South Wales	2006	1	1	-1	0	0	0	1	109
New South Wales	2006	1	1	-1	0	0	0	2	1624
New South Wales	2006	1	1	-1	0	0	1	0	101
New South Wales	2006	1	1	-1	0	0	2	0	69
New South Wales	2006	1	1	-1	0	2	0	0	105
New South Wales	2006	1	1	-1	1	0	0	1	435
New South Wales	2006	1	1	-1	2	0	0	0	556
New South Wales	2006	1	1	52					70
New South Wales	2006	1	1	52	0	0	0	1	121
New South Wales	2006	1	1	52	0	0	0	2	1742
New South Wales	2006	1	1	52	0	0	1	0	88
New South Wales	2006	1	1	52	0	0	2	0	30
New South Wales	2006	1	1	52	0	2	0	0	128
New South Wales	2006	1	1	52	1	0	0	1	467
New South Wales	2006	1	1	52	1	1	0	0	373
New South Wales	2006	1	1	52	2	0	0	0	376
New South Wales	2006	1	1	7800					102
New South Wales	2006	1	1	7800	0	0	0	1	188
New South Wales	2006	1	1	7800	0	0	0	2	2271
New South Wales	2006	1	1	7800	0	0	1	0	67
New South Wales	2006	1	1	7800	0	0	2	0	36
New South Wales	2006	1	1	7800	0	2	0	0	151
New South Wales	2006	1	1	7800	1	0	0	1	560
New South Wales	2006	1	1	7800	1	1	0	0	272
New South Wales	2006	1	1	7800	2	0	0	0	218
New South Wales	2006	1	1	15600					103
New South Wales	2006	1	1	15600	0	0	0	1	266
New South Wales	2006	1	1	15600	0	0	0	2	1933
New South Wales	2006	1	1	15600	0	0	1	0	83
New South Wales	2006	1	1	15600	0	0	2	0	38
New South Wales	2006	1	1	15600	0	2	0	0	224
New South Wales	2006	1	1	15600	1	0	0	1	1227
New South Wales	2006	1	1	15600	1	1	0	0	380
New South Wales	2006	1	1	15600	2	0	0	0	199
New South Wales	2006	1	1	20800					205
New South Wales	2006	1	1	20800	0	0	0	1	261
New South Wales	2006	1	1	20800	0	0	0	2	8608
New South Wales	2006	1	1	20800	0	0	1	0	109
New South Wales	2006	1	1	20800	0	0	2	0	73
New South Wales	2006	1	1	20800	0	2	0	0	404
New South Wales	2006	1	1	20800	1	0	0	1	738
New South Wales	2006	1	1	20800	1	1	0	0	452
New South Wales	2006	1	1	20800	2	0	0	0	579
New South Wales	2006	1	1	26000					555
New South Wales	2006	1	1	26000	0	0	0	1	1338
New South Wales	2006	1	1	26000	0	0	0	2	11704
New South Wales	2006	1	1	26000	0	0	1	0	644
New South Wales	2006	1	1	26000	0	0	2	0	265
New South Wales	2006	1	1	26000	0	2	0	0	1915
New South Wales	2006	1	1	26000	1	0	0	1	8133
New South Wales	2006	1	1	26000	1	1	0	0	3017
New South Wales	2006	1	1	26000	2	0	0	0	1904
New South Wales	2006	1	1	33800					417
New South Wales	2006	1	1	33800	0	0	0	1	1386
New South Wales	2006	1	1	33800	0	0	0	2	6142
New South Wales	2006	1	1	33800	0	0	1	0	714
New South Wales	2006	1	1	33800	0	0	2	0	166
New South Wales	2006	1	1	33800	0	2	0	0	1171
New South Wales	2006	1	1	33800	1	0	0	1	13696
New South Wales	2006	1	1	33800	1	1	0	0	3753
New South Wales	2006	1	1	33800	2	0	0	0	982
New South Wales	2006	1	1	41600					494
New South Wales	2006	1	1	41600	0	0	0	1	1705
New South Wales	2006	1	1	41600	0	0	0	2	8092
New South Wales	2006	1	1	41600	0	0	1	0	1327
New South Wales	2006	1	1	41600	0	0	2	0	349
New South Wales	2006	1	1	41600	0	2	0	0	2344
New South Wales	2006	1	1	41600	1	0	0	1	18584
New South Wales	2006	1	1	41600	1	1	0	0	8826
New South Wales	2006	1	1	41600	2	0	0	0	2124
New South Wales	2006	1	1	52000					1127
New South Wales	2006	1	1	52000	0	0	0	1	3720
New South Wales	2006	1	1	52000	0	0	0	2	13587
New South Wales	2006	1	1	52000	0	0	1	0	7400
New South Wales	2006	1	1	52000	0	0	2	0	1834
New South Wales	2006	1	1	52000	0	2	0	0	7346
New South Wales	2006	1	1	52000	1	0	0	1	47651
New South Wales	2006	1	1	52000	1	1	0	0	53373
New South Wales	2006	1	1	52000	2	0	0	0	25533
New South Wales	2006	1	1	78000					550
New South Wales	2006	1	1	78000	0	0	0	1	1575
New South Wales	2006	1	1	78000	0	0	0	2	7345
New South Wales	2006	1	1	78000	0	0	1	0	6334
New South Wales	2006	1	1	78000	0	0	2	0	1569
New South Wales	2006	1	1	78000	0	2	0	0	4179
New South Wales	2006	1	1	78000	1	0	0	1	21494
New South Wales	2006	1	1	78000	1	1	0	0	44864
New South Wales	2006	1	1	78000	2	0	0	0	29101
New South Wales	2006	1	1	104000					280
New South Wales	2006	1	1	104000	0	0	0	1	560
New South Wales	2006	1	1	104000	0	0	0	2	3103
New South Wales	2006	1	1	104000	0	0	1	0	5035
New South Wales	2006	1	1	104000	0	0	2	0	1143
New South Wales	2006	1	1	104000	0	2	0	0	2434
New South Wales	2006	1	1	104000	1	0	0	1	7023
New South Wales	2006	1	1	104000	1	1	0	0	27911
New South Wales	2006	1	1	104000	2	0	0	0	28474
New South Wales	2006	1	1	130000					257
New South Wales	2006	1	1	130000	0	0	0	1	1114
New South Wales	2006	1	1	130000	0	0	0	2	1773
New South Wales	2006	1	1	130000	0	0	1	0	3749
New South Wales	2006	1	1	130000	0	0	2	0	832
New South Wales	2006	1	1	130000	0	2	0	0	1479
New South Wales	2006	1	1	130000	1	0	0	1	22242
New South Wales	2006	1	1	130000	1	1	0	0	20150
New South Wales	2006	1	1	130000	2	0	0	0	20548
New South Wales	2006	1	1	156000					137
New South Wales	2006	1	1	156000	0	0	0	1	348
New South Wales	2006	1	1	156000	0	0	0	2	1193
New South Wales	2006	1	1	156000	0	0	1	0	3638
New South Wales	2006	1	1	156000	0	0	2	0	825
New South Wales	2006	1	1	156000	0	2	0	0	1390
New South Wales	2006	1	1	156000	1	0	0	1	5920
New South Wales	2006	1	1	156000	1	1	0	0	22770
New South Wales	2006	1	1	156000	2	0	0	0	20852
New South Wales	2006	1	1	208000					80
New South Wales	2006	1	1	208000	0	0	0	1	135
New South Wales	2006	1	1	208000	0	0	0	2	680
New South Wales	2006	1	1	208000	0	0	1	0	1454
New South Wales	2006	1	1	208000	0	0	2	0	392
New South Wales	2006	1	1	208000	0	2	0	0	648
New South Wales	2006	1	1	208000	1	0	0	1	2417
New South Wales	2006	1	1	208000	1	1	0	0	6582
New South Wales	2006	1	1	208000	2	0	0	0	12179
New South Wales	2011	0							4226
New South Wales	2011	0			0	0	0	0	13112
New South Wales	2011	0			0	0	0	1	1465
New South Wales	2011	0			0	0	1	0	1466
New South Wales	2011	0			0	1	0	0	6012
New South Wales	2011	0			1	0	0	0	9478
New South Wales	2011	0		-1					93
New South Wales	2011	0		-1	0	0	0	0	3448
New South Wales	2011	0		-1	0	0	0	1	526
New South Wales	2011	0		-1	0	0	1	0	86
New South Wales	2011	0		-1	0	1	0	0	185
New South Wales	2011	0		-1	1	0	0	0	292
New South Wales	2011	0		52					40
New South Wales	2011	0		52	0	0	0	0	2262
New South Wales	2011	0		52	0	0	0	1	547
New South Wales	2011	0		52	0	0	1	0	100
New South Wales	2011	0		52	0	1	0	0	730
New South Wales	2011	0		52	1	0	0	0	300
New South Wales	2011	0		7800					114
New South Wales	2011	0		7800	0	0	0	0	7887
New South Wales	2011	0		7800	0	0	0	1	1779
New South Wales	2011	0		7800	0	0	1	0	251
New South Wales	2011	0		7800	0	1	0	0	1835
New South Wales	2011	0		7800	1	0	0	0	364
New South Wales	2011	0		15600					134
New South Wales	2011	0		15600	0	0	0	0	12340
New South Wales	2011	0		15600	0	0	0	1	2595
New South Wales	2011	0		15600	0	0	1	0	367
New South Wales	2011	0		15600	0	1	0	0	3574
New South Wales	2011	0		15600	1	0	0	0	572
New South Wales	2011	0		20800					135
New South Wales	2011	0		20800	0	0	0	0	18887
New South Wales	2011	0		20800	0	0	0	1	3482
New South Wales	2011	0		20800	0	0	1	0	905
New South Wales	2011	0		20800	0	1	0	0	10284
New South Wales	2011	0		20800	1	0	0	0	2360
New South Wales	2011	0		26000					122
New South Wales	2011	0		26000	0	0	0	0	8943
New South Wales	2011	0		26000	0	0	0	1	1130
New South Wales	2011	0		26000	0	0	1	0	255
New South Wales	2011	0		26000	0	1	0	0	2844
New South Wales	2011	0		26000	1	0	0	0	952
New South Wales	2011	0		33800					231
New South Wales	2011	0		33800	0	0	0	0	16801
New South Wales	2011	0		33800	0	0	0	1	1481
New South Wales	2011	0		33800	0	0	1	0	944
New South Wales	2011	0		33800	0	1	0	0	10958
New South Wales	2011	0		33800	1	0	0	0	7316
New South Wales	2011	0		41600					158
New South Wales	2011	0		41600	0	0	0	0	11437
New South Wales	2011	0		41600	0	0	0	1	908
New South Wales	2011	0		41600	0	0	1	0	791
New South Wales	2011	0		41600	0	1	0	0	7633
New South Wales	2011	0		41600	1	0	0	0	8951
New South Wales	2011	0		52000					305
New South Wales	2011	0		52000	0	0	0	0	16772
New South Wales	2011	0		52000	0	0	0	1	1033
New South Wales	2011	0		52000	0	0	1	0	1426
New South Wales	2011	0		52000	0	1	0	0	9514
New South Wales	2011	0		52000	1	0	0	0	20428
New South Wales	2011	0		78000					74
New South Wales	2011	0		78000	0	0	0	0	6333
New South Wales	2011	0		78000	0	0	0	1	410
New South Wales	2011	0		78000	0	0	1	0	832
New South Wales	2011	0		78000	0	1	0	0	3920
New South Wales	2011	0		78000	1	0	0	0	13932
New South Wales	2011	0		104000					43
New South Wales	2011	0		104000	0	0	0	0	3196
New South Wales	2011	0		104000	0	0	0	1	138
New South Wales	2011	0		104000	0	0	1	0	375
New South Wales	2011	0		104000	0	1	0	0	1624
New South Wales	2011	0		104000	1	0	0	0	6101
New South Wales	2011	0		130000					18
New South Wales	2011	0		130000	0	0	0	0	1971
New South Wales	2011	0		130000	0	0	0	1	135
New South Wales	2011	0		130000	0	0	1	0	361
New South Wales	2011	0		130000	0	1	0	0	1200
New South Wales	2011	0		130000	1	0	0	0	7451
New South Wales	2011	0		156000					12
New South Wales	2011	0		156000	0	0	0	0	1156
New South Wales	2011	0		156000	0	0	0	1	49
New South Wales	2011	0		156000	0	0	1	0	152
New South Wales	2011	0		156000	0	1	0	0	578
New South Wales	2011	0		156000	1	0	0	0	2954
New South Wales	2011	0		208000					3
New South Wales	2011	0		208000	0	0	0	0	427
New South Wales	2011	0		208000	0	0	0	1	30
New South Wales	2011	0		208000	0	0	1	0	39
New South Wales	2011	0		208000	0	1	0	0	131
New South Wales	2011	0		208000	1	0	0	0	687
New South Wales	2011	0	0		0	1	0	1	1099
New South Wales	2011	0	0		1	1	0	0	1336
New South Wales	2011	0	0	-1	0	1	0	1	241
New South Wales	2011	0	0	-1	1	1	0	0	323
New South Wales	2011	0	0	52	0	1	0	1	364
New South Wales	2011	0	0	7800	0	1	0	1	1154
New South Wales	2011	0	0	15600	0	1	0	1	1645
New South Wales	2011	0	0	20800	0	1	0	1	2472
New South Wales	2011	0	0	26000	0	1	0	1	6104
New South Wales	2011	0	0	33800	0	1	0	1	6479
New South Wales	2011	0	0	41600	0	1	0	1	5850
New South Wales	2011	0	0	52000	0	1	0	1	7201
New South Wales	2011	0	0	78000	0	1	0	1	3166
New South Wales	2011	0	0	104000	0	1	0	1	1692
New South Wales	2011	0	0	130000	0	1	0	1	1371
New South Wales	2011	0	0	156000	0	1	0	1	1057
New South Wales	2011	0	0	208000	0	1	0	1	546
New South Wales	2011	0	1		0	1	0	1	3948
New South Wales	2011	0	1		1	1	0	0	16756
New South Wales	2011	0	1	-1	0	1	0	1	191
New South Wales	2011	0	1	-1	1	1	0	0	418
New South Wales	2011	0	1	52	0	1	0	1	234
New South Wales	2011	0	1	7800	0	1	0	1	743
New South Wales	2011	0	1	15600	0	1	0	1	1088
New South Wales	2011	0	1	20800	0	1	0	1	1832
New South Wales	2011	0	1	26000	0	1	0	1	3666
New South Wales	2011	0	1	33800	0	1	0	1	4805
New South Wales	2011	0	1	41600	0	1	0	1	5620
New South Wales	2011	0	1	52000	0	1	0	1	8545
New South Wales	2011	0	1	78000	0	1	0	1	4738
New South Wales	2011	0	1	104000	0	1	0	1	2534
New South Wales	2011	0	1	130000	0	1	0	1	2359
New South Wales	2011	0	1	156000	0	1	0	1	1687
New South Wales	2011	0	1	208000	0	1	0	1	856
New South Wales	2011	1	0						38381
New South Wales	2011	1	0		0	0	0	1	584
New South Wales	2011	1	0		0	0	0	2	8476
New South Wales	2011	1	0		0	0	1	0	717
New South Wales	2011	1	0		0	0	2	0	596
New South Wales	2011	1	0		0	2	0	0	488
New South Wales	2011	1	0		1	0	0	1	2329
New South Wales	2011	1	0		2	0	0	0	2172
New South Wales	2011	1	0	-1					249
New South Wales	2011	1	0	-1	0	0	0	1	112
New South Wales	2011	1	0	-1	0	0	0	2	7850
New South Wales	2011	1	0	-1	0	0	1	0	91
New South Wales	2011	1	0	-1	0	0	2	0	89
New South Wales	2011	1	0	-1	0	2	0	0	186
New South Wales	2011	1	0	-1	1	0	0	1	374
New South Wales	2011	1	0	-1	2	0	0	0	820
New South Wales	2011	1	0	52					24
New South Wales	2011	1	0	52	0	0	0	1	55
New South Wales	2011	1	0	52	0	0	0	2	915
New South Wales	2011	1	0	52	0	0	1	0	12
New South Wales	2011	1	0	52	0	0	2	0	3
New South Wales	2011	1	0	52	0	2	0	0	15
New South Wales	2011	1	0	52	1	0	0	1	112
New South Wales	2011	1	0	52	1	1	0	0	34
New South Wales	2011	1	0	52	2	0	0	0	42
New South Wales	2011	1	0	7800					305
New South Wales	2011	1	0	7800	0	0	0	1	143
New South Wales	2011	1	0	7800	0	0	0	2	10862
New South Wales	2011	1	0	7800	0	0	1	0	75
New South Wales	2011	1	0	7800	0	0	2	0	75
New South Wales	2011	1	0	7800	0	2	0	0	416
New South Wales	2011	1	0	7800	1	0	0	1	299
New South Wales	2011	1	0	7800	1	1	0	0	259
New South Wales	2011	1	0	7800	2	0	0	0	484
New South Wales	2011	1	0	15600					92
New South Wales	2011	1	0	15600	0	0	0	1	184
New South Wales	2011	1	0	15600	0	0	0	2	3318
New South Wales	2011	1	0	15600	0	0	1	0	78
New South Wales	2011	1	0	15600	0	0	2	0	32
New South Wales	2011	1	0	15600	0	2	0	0	284
New South Wales	2011	1	0	15600	1	0	0	1	463
New South Wales	2011	1	0	15600	1	1	0	0	174
New South Wales	2011	1	0	15600	2	0	0	0	163
New South Wales	2011	1	0	20800					107
New South Wales	2011	1	0	20800	0	0	0	1	313
New South Wales	2011	1	0	20800	0	0	0	2	2721
New South Wales	2011	1	0	20800	0	0	1	0	99
New South Wales	2011	1	0	20800	0	0	2	0	23
New South Wales	2011	1	0	20800	0	2	0	0	304
