STE_NAME16	Year	Rent.min	TotalHouseholdIncome.min	occupied_private_dwellings_being_rented
Queensland	2011	7875	-1	511
Queensland	2011	7875	52	603
Queensland	2011	7875	7800	2696
Queensland	2011	7875	15600	4575
Queensland	2011	7875	20800	5936
Queensland	2011	7875	26000	2428
Queensland	2011	7875	33800	5658
Queensland	2011	7875	41600	4140
Queensland	2011	7875	52000	3155
Queensland	2011	7875	65000	2049
Queensland	2011	7875	78000	2013
Queensland	2011	7875	104000	919
Queensland	2011	7875	130000	542
Queensland	2011	7875	156000	294
Queensland	2011	7875	208000	94
Queensland	2011	10500		2467
Queensland	2011	10500	-1	319
Queensland	2011	10500	52	313
Queensland	2011	10500	7800	1429
Queensland	2011	10500	15600	2419
Queensland	2011	10500	20800	4021
Queensland	2011	10500	26000	1498
Queensland	2011	10500	33800	4220
Queensland	2011	10500	41600	3468
Queensland	2011	10500	52000	3220
Queensland	2011	10500	65000	2179
Queensland	2011	10500	78000	2387
Queensland	2011	10500	104000	1147
Queensland	2011	10500	130000	607
Queensland	2011	10500	156000	293
Queensland	2011	10500	208000	100
Queensland	2011	11812		4973
Queensland	2011	11812	-1	755
Queensland	2011	11812	52	449
Queensland	2011	11812	7800	1999
Queensland	2011	11812	15600	3370
Queensland	2011	11812	20800	6849
Queensland	2011	11812	26000	3055
Queensland	2011	11812	33800	8737
Queensland	2011	11812	41600	7681
Queensland	2011	11812	52000	7168
Queensland	2011	11812	65000	5048
Queensland	2011	11812	78000	5214
Queensland	2011	11812	104000	2289
Queensland	2011	11812	130000	1332
Queensland	2011	11812	156000	647
Queensland	2011	11812	208000	200
Queensland	2011	14437		10361
Queensland	2011	14437	-1	1268
Queensland	2011	14437	52	707
Queensland	2011	14437	7800	2300
Queensland	2011	14437	15600	3522
Queensland	2011	14437	20800	8094
Queensland	2011	14437	26000	3924
Queensland	2011	14437	33800	12929
Queensland	2011	14437	41600	13638
Queensland	2011	14437	52000	15972
Queensland	2011	14437	65000	12729
Queensland	2011	14437	78000	15908
Queensland	2011	14437	104000	8186
Queensland	2011	14437	130000	4295
Queensland	2011	14437	156000	2102
Queensland	2011	14437	208000	522
Queensland	2011	18375		12590
Queensland	2011	18375	-1	1575
Queensland	2011	18375	52	625
Queensland	2011	18375	7800	1488
Queensland	2011	18375	15600	1727
Queensland	2011	18375	20800	3967
Queensland	2011	18375	26000	2334
Queensland	2011	18375	33800	7634
Queensland	2011	18375	41600	9557
Queensland	2011	18375	52000	13138
Queensland	2011	18375	65000	12916
Queensland	2011	18375	78000	21232
Queensland	2011	18375	104000	14605
Queensland	2011	18375	130000	9407
Queensland	2011	18375	156000	5775
Queensland	2011	18375	208000	1538
Queensland	2011	23625		4597
Queensland	2011	23625	-1	705
Queensland	2011	23625	52	187
Queensland	2011	23625	7800	383
Queensland	2011	23625	15600	361
Queensland	2011	23625	20800	665
Queensland	2011	23625	26000	497
Queensland	2011	23625	33800	1300
Queensland	2011	23625	41600	1755
Queensland	2011	23625	52000	2366
Queensland	2011	23625	65000	2586
Queensland	2011	23625	78000	5152
Queensland	2011	23625	104000	4420
Queensland	2011	23625	130000	4891
Queensland	2011	23625	156000	3765
Queensland	2011	23625	208000	1513
Queensland	2011	28875		1691
Queensland	2011	28875	-1	303
Queensland	2011	28875	52	78
Queensland	2011	28875	7800	135
Queensland	2011	28875	15600	102
Queensland	2011	28875	20800	182
Queensland	2011	28875	26000	132
Queensland	2011	28875	33800	376
Queensland	2011	28875	41600	466
Queensland	2011	28875	52000	580
Queensland	2011	28875	65000	664
Queensland	2011	28875	78000	1302
Queensland	2011	28875	104000	1125
Queensland	2011	28875	130000	2110
Queensland	2011	28875	156000	1557
Queensland	2011	28875	208000	896
Queensland	2011	34125		1819
Queensland	2011	34125	-1	285
Queensland	2011	34125	52	91
Queensland	2011	34125	7800	196
Queensland	2011	34125	15600	251
Queensland	2011	34125	20800	267
Queensland	2011	34125	26000	166
Queensland	2011	34125	33800	416
Queensland	2011	34125	41600	479
Queensland	2011	34125	52000	563
Queensland	2011	34125	65000	607
Queensland	2011	34125	78000	1039
Queensland	2011	34125	104000	857
Queensland	2011	34125	130000	2317
Queensland	2011	34125	156000	1561
Queensland	2011	34125	208000	1296
Queensland	2016			4186
Queensland	2016		-1	831
Queensland	2016		52	269
Queensland	2016		7800	646
Queensland	2016		15600	871
Queensland	2016		20800	1117
Queensland	2016		26000	870
Queensland	2016		33800	1052
Queensland	2016		41600	1069
Queensland	2016		52000	1171
Queensland	2016		65000	1010
Queensland	2016		78000	1288
Queensland	2016		104000	1023
Queensland	2016		130000	478
Queensland	2016		156000	636
Queensland	2016		208000	387
Queensland	2016	0		2176
Queensland	2016	0	-1	596
Queensland	2016	0	52	489
Queensland	2016	0	7800	2029
Queensland	2016	0	15600	1194
Queensland	2016	0	20800	2313
Queensland	2016	0	26000	1268
Queensland	2016	0	33800	1678
Queensland	2016	0	41600	1624
Queensland	2016	0	52000	1905
Queensland	2016	0	65000	1640
Queensland	2016	0	78000	2402
Queensland	2016	0	104000	2274
Queensland	2016	0	130000	1132
Queensland	2016	0	156000	1631
Queensland	2016	0	208000	1066
Queensland	2016	3937		583
Queensland	2016	3937	-1	104
Queensland	2016	3937	52	138
Queensland	2016	3937	7800	903
Queensland	2016	3937	15600	1249
Queensland	2016	3937	20800	1459
Queensland	2016	3937	26000	362
Queensland	2016	3937	33800	440
Queensland	2016	3937	41600	340
Queensland	2016	3937	52000	291
Queensland	2016	3937	65000	213
Queensland	2016	3937	78000	286
Queensland	2016	3937	104000	264
Queensland	2016	3937	130000	138
Queensland	2016	3937	156000	191
Queensland	2016	3937	208000	101
Queensland	2016	5250		2329
Queensland	2016	5250	-1	496
Queensland	2016	5250	52	380
Queensland	2016	5250	7800	2241
Queensland	2016	5250	15600	4963
Queensland	2016	5250	20800	6929
Queensland	2016	5250	26000	2313
Queensland	2016	5250	33800	2251
Queensland	2016	5250	41600	1620
Queensland	2016	5250	52000	1409
Queensland	2016	5250	65000	949
Queensland	2016	5250	78000	1067
Queensland	2016	5250	104000	743
Queensland	2016	5250	130000	313
Queensland	2016	5250	156000	442
Queensland	2016	5250	208000	196
Queensland	2016	7875		2797
Queensland	2016	7875	-1	552
Queensland	2016	7875	52	392
Queensland	2016	7875	7800	1727
Queensland	2016	7875	15600	3156
Queensland	2016	7875	20800	5587
Queensland	2016	7875	26000	4292
Queensland	2016	7875	33800	4442
Queensland	2016	7875	41600	3162
Queensland	2016	7875	52000	2514
Queensland	2016	7875	65000	1636
Queensland	2016	7875	78000	1732
Queensland	2016	7875	104000	1088
Queensland	2016	7875	130000	406
Queensland	2016	7875	156000	455
Queensland	2016	7875	208000	192
Queensland	2016	10500		2046
Queensland	2016	10500	-1	458
Queensland	2016	10500	52	236
Queensland	2016	10500	7800	980
Queensland	2016	10500	15600	1642
Queensland	2016	10500	20800	3563
Queensland	2016	10500	26000	3141
Queensland	2016	10500	33800	3503
Queensland	2016	10500	41600	3187
Queensland	2016	10500	52000	2636
Queensland	2016	10500	65000	1814
Queensland	2016	10500	78000	1846
Queensland	2016	10500	104000	1084
Queensland	2016	10500	130000	395
Queensland	2016	10500	156000	394
Queensland	2016	10500	208000	188
Queensland	2016	11812		4595
Queensland	2016	11812	-1	754
Queensland	2016	11812	52	349
Queensland	2016	11812	7800	1447
Queensland	2016	11812	15600	2517
Queensland	2016	11812	20800	6025
Queensland	2016	11812	26000	6413
Queensland	2016	11812	33800	7449
Queensland	2016	11812	41600	7162
Queensland	2016	11812	52000	7122
Queensland	2016	11812	65000	5259
Queensland	2016	11812	78000	5831
Queensland	2016	11812	104000	3293
Queensland	2016	11812	130000	1263
Queensland	2016	11812	156000	985
Queensland	2016	11812	208000	370
Queensland	2016	14437		9152
Queensland	2016	14437	-1	1379
Queensland	2016	14437	52	541
Queensland	2016	14437	7800	1726
Queensland	2016	14437	15600	2785
Queensland	2016	14437	20800	6080
Queensland	2016	14437	26000	9060
Queensland	2016	14437	33800	12394
Queensland	2016	14437	41600	13874
Queensland	2016	14437	52000	16434
Queensland	2016	14437	65000	14110
Queensland	2016	14437	78000	16690
Queensland	2016	14437	104000	9968
Queensland	2016	14437	130000	3744
Queensland	2016	14437	156000	2661
Queensland	2016	14437	208000	1036
Queensland	2016	18375		13616
Queensland	2016	18375	-1	1860
Queensland	2016	18375	52	594
Queensland	2016	18375	7800	1362
Queensland	2016	18375	15600	1747
Queensland	2016	18375	20800	3756
Queensland	2016	18375	26000	5998
Queensland	2016	18375	33800	9099
Queensland	2016	18375	41600	11837
Queensland	2016	18375	52000	17329
Queensland	2016	18375	65000	18260
Queensland	2016	18375	78000	28474
Queensland	2016	18375	104000	22448
Queensland	2016	18375	130000	10360
Queensland	2016	18375	156000	7573
Queensland	2016	18375	208000	2595
Queensland	2016	23625		6703
Queensland	2016	23625	-1	1039
Queensland	2016	23625	52	246
Queensland	2016	23625	7800	461
Queensland	2016	23625	15600	385
Queensland	2016	23625	20800	849
Queensland	2016	23625	26000	1261
Queensland	2016	23625	33800	1914
Queensland	2016	23625	41600	2706
Queensland	2016	23625	52000	4205
Queensland	2016	23625	65000	5082
Queensland	2016	23625	78000	9846
Queensland	2016	23625	104000	10122
Queensland	2016	23625	130000	6115
Queensland	2016	23625	156000	6457
Queensland	2016	23625	208000	2854
Queensland	2016	28875		2633
Queensland	2016	28875	-1	512
Queensland	2016	28875	52	89
Queensland	2016	28875	7800	166
Queensland	2016	28875	15600	135
Queensland	2016	28875	20800	226
Queensland	2016	28875	26000	334
Queensland	2016	28875	33800	502
Queensland	2016	28875	41600	669
Queensland	2016	28875	52000	1078
Queensland	2016	28875	65000	1202
Queensland	2016	28875	78000	2521
Queensland	2016	28875	104000	2881
Queensland	2016	28875	130000	2152
Queensland	2016	28875	156000	3182
Queensland	2016	28875	208000	2128
Queensland	2016	34125		2404
Queensland	2016	34125	-1	398
Queensland	2016	34125	52	97
Queensland	2016	34125	7800	156
Queensland	2016	34125	15600	128
Queensland	2016	34125	20800	219
Queensland	2016	34125	26000	260
Queensland	2016	34125	33800	372
Queensland	2016	34125	41600	467
Queensland	2016	34125	52000	725
Queensland	2016	34125	65000	805
Queensland	2016	34125	78000	1500
Queensland	2016	34125	104000	1913
Queensland	2016	34125	130000	1318
Queensland	2016	34125	156000	2814
Queensland	2016	34125	208000	3389
South Australia	2006			1506
South Australia	2006		-1	250
South Australia	2006		52	270
South Australia	2006		7800	915
South Australia	2006		15600	758
South Australia	2006		20800	243
South Australia	2006		26000	707
South Australia	2006		33800	309
South Australia	2006		41600	286
South Australia	2006		52000	354
South Australia	2006		65000	216
South Australia	2006		78000	190
South Australia	2006		104000	95
South Australia	2006		130000	98
South Australia	2006		156000	26
South Australia	2006		208000	16
South Australia	2006	0		1885
South Australia	2006	0	-1	365
South Australia	2006	0	52	1259
South Australia	2006	0	7800	9906
South Australia	2006	0	15600	5831
South Australia	2006	0	20800	889
South Australia	2006	0	26000	2416
South Australia	2006	0	33800	1077
South Australia	2006	0	41600	989
South Australia	2006	0	52000	1312
South Australia	2006	0	65000	629
South Australia	2006	0	78000	666
South Australia	2006	0	104000	303
South Australia	2006	0	130000	257
South Australia	2006	0	156000	99
South Australia	2006	0	208000	26
South Australia	2006	3937		849
South Australia	2006	3937	-1	108
South Australia	2006	3937	52	399
South Australia	2006	3937	7800	2129
South Australia	2006	3937	15600	2760
South Australia	2006	3937	20800	807
South Australia	2006	3937	26000	1575
South Australia	2006	3937	33800	535
South Australia	2006	3937	41600	479
South Australia	2006	3937	52000	490
South Australia	2006	3937	65000	179
South Australia	2006	3937	78000	181
South Australia	2006	3937	104000	63
South Australia	2006	3937	130000	58
South Australia	2006	3937	156000	18
South Australia	2006	3937	208000	7
South Australia	2006	5250		2488
South Australia	2006	5250	-1	377
South Australia	2006	5250	52	805
South Australia	2006	5250	7800	3014
South Australia	2006	5250	15600	4493
South Australia	2006	5250	20800	3184
South Australia	2006	5250	26000	6702
South Australia	2006	5250	33800	3283
South Australia	2006	5250	41600	2404
South Australia	2006	5250	52000	2810
South Australia	2006	5250	65000	1072
South Australia	2006	5250	78000	853
South Australia	2006	5250	104000	308
South Australia	2006	5250	130000	206
South Australia	2006	5250	156000	75
South Australia	2006	5250	208000	29
South Australia	2006	7875		2882
South Australia	2006	7875	-1	546
South Australia	2006	7875	52	461
South Australia	2006	7875	7800	1805
South Australia	2006	7875	15600	3485
South Australia	2006	7875	20800	1238
South Australia	2006	7875	26000	7140
South Australia	2006	7875	33800	4947
South Australia	2006	7875	41600	4178
South Australia	2006	7875	52000	5318
South Australia	2006	7875	65000	2230
South Australia	2006	7875	78000	2033
South Australia	2006	7875	104000	695
South Australia	2006	7875	130000	347
South Australia	2006	7875	156000	115
South Australia	2006	7875	208000	28
South Australia	2006	10500		1344
South Australia	2006	10500	-1	216
South Australia	2006	10500	52	140
South Australia	2006	10500	7800	445
South Australia	2006	10500	15600	901
South Australia	2006	10500	20800	347
South Australia	2006	10500	26000	2219
South Australia	2006	10500	33800	1694
South Australia	2006	10500	41600	1678
South Australia	2006	10500	52000	2614
South Australia	2006	10500	65000	1353
South Australia	2006	10500	78000	1437
South Australia	2006	10500	104000	507
South Australia	2006	10500	130000	224
South Australia	2006	10500	156000	75
South Australia	2006	10500	208000	22
South Australia	2006	11812		1493
South Australia	2006	11812	-1	217
South Australia	2006	11812	52	142
South Australia	2006	11812	7800	298
South Australia	2006	11812	15600	569
South Australia	2006	11812	20800	233
South Australia	2006	11812	26000	1474
South Australia	2006	11812	33800	1198
South Australia	2006	11812	41600	1360
South Australia	2006	11812	52000	2485
South Australia	2006	11812	65000	1484
South Australia	2006	11812	78000	1873
South Australia	2006	11812	104000	844
South Australia	2006	11812	130000	414
South Australia	2006	11812	156000	164
South Australia	2006	11812	208000	28
South Australia	2006	14437		876
South Australia	2006	14437	-1	234
South Australia	2006	14437	52	68
South Australia	2006	14437	7800	139
South Australia	2006	14437	15600	158
South Australia	2006	14437	20800	75
South Australia	2006	14437	26000	468
South Australia	2006	14437	33800	339
South Australia	2006	14437	41600	459
South Australia	2006	14437	52000	928
South Australia	2006	14437	65000	648
South Australia	2006	14437	78000	1025
South Australia	2006	14437	104000	614
South Australia	2006	14437	130000	557
South Australia	2006	14437	156000	230
South Australia	2006	14437	208000	60
South Australia	2006	18375		379
South Australia	2006	18375	-1	114
South Australia	2006	18375	52	37
South Australia	2006	18375	7800	42
South Australia	2006	18375	15600	56
South Australia	2006	18375	20800	24
South Australia	2006	18375	26000	118
South Australia	2006	18375	33800	102
South Australia	2006	18375	41600	141
South Australia	2006	18375	52000	234
South Australia	2006	18375	65000	234
South Australia	2006	18375	78000	348
South Australia	2006	18375	104000	227
South Australia	2006	18375	130000	341
South Australia	2006	18375	156000	188
South Australia	2006	18375	208000	57
South Australia	2006	23625		125
South Australia	2006	23625	-1	33
South Australia	2006	23625	52	16
South Australia	2006	23625	7800	30
South Australia	2006	23625	15600	24
South Australia	2006	23625	20800	17
South Australia	2006	23625	26000	42
South Australia	2006	23625	33800	27
South Australia	2006	23625	41600	44
South Australia	2006	23625	52000	66
South Australia	2006	23625	65000	58
South Australia	2006	23625	78000	70
South Australia	2006	23625	104000	38
South Australia	2006	23625	130000	121
South Australia	2006	23625	156000	72
South Australia	2006	23625	208000	28
South Australia	2006	28875		59
South Australia	2006	28875	-1	11
South Australia	2006	28875	52	12
South Australia	2006	28875	7800	48
South Australia	2006	28875	15600	17
South Australia	2006	28875	20800	5
South Australia	2006	28875	26000	27
South Australia	2006	28875	33800	18
South Australia	2006	28875	41600	19
South Australia	2006	28875	52000	27
South Australia	2006	28875	65000	8
South Australia	2006	28875	78000	26
South Australia	2006	28875	104000	20
South Australia	2006	28875	130000	69
South Australia	2006	28875	156000	36
South Australia	2006	28875	208000	11
South Australia	2006	34125		251
South Australia	2006	34125	-1	47
South Australia	2006	34125	52	76
South Australia	2006	34125	7800	390
South Australia	2006	34125	15600	237
South Australia	2006	34125	20800	57
South Australia	2006	34125	26000	139
South Australia	2006	34125	33800	55
South Australia	2006	34125	41600	61
South Australia	2006	34125	52000	99
South Australia	2006	34125	65000	56
South Australia	2006	34125	78000	41
South Australia	2006	34125	104000	36
South Australia	2006	34125	130000	91
South Australia	2006	34125	156000	39
South Australia	2006	34125	208000	30
South Australia	2011			1705
South Australia	2011		-1	344
South Australia	2011		52	251
South Australia	2011		7800	686
South Australia	2011		15600	821
South Australia	2011		20800	522
South Australia	2011		26000	304
South Australia	2011		33800	539
South Australia	2011		41600	431
South Australia	2011		52000	383
South Australia	2011		65000	338
South Australia	2011		78000	309
South Australia	2011		104000	175
South Australia	2011		130000	154
South Australia	2011		156000	88
South Australia	2011		208000	45
South Australia	2011	0		1039
South Australia	2011	0	-1	319
South Australia	2011	0	52	758
South Australia	2011	0	7800	2447
South Australia	2011	0	15600	3247
South Australia	2011	0	20800	1003
South Australia	2011	0	26000	608
South Australia	2011	0	33800	1113
South Australia	2011	0	41600	887
South Australia	2011	0	52000	790
South Australia	2011	0	65000	543
South Australia	2011	0	78000	741
South Australia	2011	0	104000	417
South Australia	2011	0	130000	407
South Australia	2011	0	156000	187
South Australia	2011	0	208000	67
South Australia	2011	3937		865
South Australia	2011	3937	-1	136
South Australia	2011	3937	52	557
South Australia	2011	3937	7800	2992
South Australia	2011	3937	15600	6515
South Australia	2011	3937	20800	1087
South Australia	2011	3937	26000	444
South Australia	2011	3937	33800	778
South Australia	2011	3937	41600	344
South Australia	2011	3937	52000	254
South Australia	2011	3937	65000	123
South Australia	2011	3937	78000	134
South Australia	2011	3937	104000	68
South Australia	2011	3937	130000	73
South Australia	2011	3937	156000	24
South Australia	2011	3937	208000	12
South Australia	2011	5250		1471
South Australia	2011	5250	-1	237
South Australia	2011	5250	52	468
South Australia	2011	5250	7800	2064
South Australia	2011	5250	15600	3065
South Australia	2011	5250	20800	3030
South Australia	2011	5250	26000	2754
South Australia	2011	5250	33800	2122
South Australia	2011	5250	41600	1527
South Australia	2011	5250	52000	976
South Australia	2011	5250	65000	609
South Australia	2011	5250	78000	614
South Australia	2011	5250	104000	298
South Australia	2011	5250	130000	242
South Australia	2011	5250	156000	136
South Australia	2011	5250	208000	53
South Australia	2011	7875		1660
South Australia	2011	7875	-1	303
South Australia	2011	7875	52	345
South Australia	2011	7875	7800	1470
South Australia	2011	7875	15600	2085
South Australia	2011	7875	20800	3145
South Australia	2011	7875	26000	1616
South Australia	2011	7875	33800	3562
South Australia	2011	7875	41600	2545
South Australia	2011	7875	52000	2052
South Australia	2011	7875	65000	1158
South Australia	2011	7875	78000	1174
South Australia	2011	7875	104000	502
South Australia	2011	7875	130000	302
South Australia	2011	7875	156000	146
South Australia	2011	7875	208000	47
South Australia	2011	10500		1084
South Australia	2011	10500	-1	214
South Australia	2011	10500	52	151
South Australia	2011	10500	7800	671
South Australia	2011	10500	15600	949
South Australia	2011	10500	20800	1887
South Australia	2011	10500	26000	777
South Australia	2011	10500	33800	2307
South Australia	2011	10500	41600	1974
South Australia	2011	10500	52000	1743
South Australia	2011	10500	65000	1194
South Australia	2011	10500	78000	1093
South Australia	2011	10500	104000	528
South Australia	2011	10500	130000	243
South Australia	2011	10500	156000	124
South Australia	2011	10500	208000	20
South Australia	2011	11812		2128
South Australia	2011	11812	-1	438
South Australia	2011	11812	52	279
South Australia	2011	11812	7800	900
South Australia	2011	11812	15600	1249
South Australia	2011	11812	20800	2880
South Australia	2011	11812	26000	1283
South Australia	2011	11812	33800	4030
South Australia	2011	11812	41600	3959
South Australia	2011	11812	52000	3862
South Australia	2011	11812	65000	2665
South Australia	2011	11812	78000	2769
South Australia	2011	11812	104000	1242
South Australia	2011	11812	130000	616
South Australia	2011	11812	156000	269
South Australia	2011	11812	208000	62
South Australia	2011	14437		2877
South Australia	2011	14437	-1	543
South Australia	2011	14437	52	231
South Australia	2011	14437	7800	671
South Australia	2011	14437	15600	893
South Australia	2011	14437	20800	2171
South Australia	2011	14437	26000	992
South Australia	2011	14437	33800	3380
South Australia	2011	14437	41600	3634
South Australia	2011	14437	52000	4204
South Australia	2011	14437	65000	3572
South Australia	2011	14437	78000	4673
South Australia	2011	14437	104000	2615
South Australia	2011	14437	130000	1350
South Australia	2011	14437	156000	675
South Australia	2011	14437	208000	152
South Australia	2011	18375		1539
South Australia	2011	18375	-1	416
South Australia	2011	18375	52	148
South Australia	2011	18375	7800	214
South Australia	2011	18375	15600	262
South Australia	2011	18375	20800	419
South Australia	2011	18375	26000	271
South Australia	2011	18375	33800	845
South Australia	2011	18375	41600	1025
South Australia	2011	18375	52000	1479
South Australia	2011	18375	65000	1392
South Australia	2011	18375	78000	2525
South Australia	2011	18375	104000	1733
South Australia	2011	18375	130000	1512
South Australia	2011	18375	156000	931
South Australia	2011	18375	208000	259
South Australia	2011	23625		493
South Australia	2011	23625	-1	161
South Australia	2011	23625	52	29
South Australia	2011	23625	7800	61
South Australia	2011	23625	15600	39
South Australia	2011	23625	20800	83
South Australia	2011	23625	26000	58
South Australia	2011	23625	33800	142
South Australia	2011	23625	41600	152
South Australia	2011	23625	52000	197
South Australia	2011	23625	65000	217
South Australia	2011	23625	78000	453
South Australia	2011	23625	104000	358
South Australia	2011	23625	130000	568
South Australia	2011	23625	156000	415
South Australia	2011	23625	208000	183
South Australia	2011	28875		181
South Australia	2011	28875	-1	56
South Australia	2011	28875	52	20
South Australia	2011	28875	7800	43
South Australia	2011	28875	15600	31
South Australia	2011	28875	20800	29
South Australia	2011	28875	26000	14
South Australia	2011	28875	33800	51
South Australia	2011	28875	41600	49
South Australia	2011	28875	52000	60
South Australia	2011	28875	65000	73
South Australia	2011	28875	78000	140
South Australia	2011	28875	104000	96
South Australia	2011	28875	130000	226
South Australia	2011	28875	156000	152
South Australia	2011	28875	208000	112
South Australia	2011	34125		290
South Australia	2011	34125	-1	72
South Australia	2011	34125	52	26
South Australia	2011	34125	7800	77
South Australia	2011	34125	15600	116
South Australia	2011	34125	20800	90
South Australia	2011	34125	26000	47
South Australia	2011	34125	33800	95
South Australia	2011	34125	41600	101
South Australia	2011	34125	52000	89
South Australia	2011	34125	65000	85
South Australia	2011	34125	78000	154
South Australia	2011	34125	104000	83
South Australia	2011	34125	130000	260
South Australia	2011	34125	156000	141
South Australia	2011	34125	208000	94
South Australia	2016			1593
South Australia	2016		-1	347
South Australia	2016		52	142
South Australia	2016		7800	380
South Australia	2016		15600	497
South Australia	2016		20800	552
South Australia	2016		26000	386
South Australia	2016		33800	506
South Australia	2016		41600	420
South Australia	2016		52000	482
South Australia	2016		65000	324
South Australia	2016		78000	367
South Australia	2016		104000	273
South Australia	2016		130000	105
South Australia	2016		156000	148
South Australia	2016		208000	89
South Australia	2016	0		714
South Australia	2016	0	-1	289
South Australia	2016	0	52	306
South Australia	2016	0	7800	1516
South Australia	2016	0	15600	643
South Australia	2016	0	20800	1045
South Australia	2016	0	26000	564
South Australia	2016	0	33800	689
South Australia	2016	0	41600	664
South Australia	2016	0	52000	718
South Australia	2016	0	65000	547
South Australia	2016	0	78000	697
South Australia	2016	0	104000	543
South Australia	2016	0	130000	281
South Australia	2016	0	156000	266
South Australia	2016	0	208000	121
South Australia	2016	3937		662
South Australia	2016	3937	-1	132
South Australia	2016	3937	52	161
South Australia	2016	3937	7800	1047
South Australia	2016	3937	15600	2265
South Australia	2016	3937	20800	2207
South Australia	2016	3937	26000	343
South Australia	2016	3937	33800	410
South Australia	2016	3937	41600	279
South Australia	2016	3937	52000	191
South Australia	2016	3937	65000	113
South Australia	2016	3937	78000	92
South Australia	2016	3937	104000	51
South Australia	2016	3937	130000	20
South Australia	2016	3937	156000	49
South Australia	2016	3937	208000	14
South Australia	2016	5250		1339
South Australia	2016	5250	-1	299
South Australia	2016	5250	52	311
South Australia	2016	5250	7800	1574
South Australia	2016	5250	15600	3356
South Australia	2016	5250	20800	4338
South Australia	2016	5250	26000	1449
South Australia	2016	5250	33800	1331
South Australia	2016	5250	41600	958
South Australia	2016	5250	52000	735
South Australia	2016	5250	65000	483
South Australia	2016	5250	78000	525
South Australia	2016	5250	104000	352
South Australia	2016	5250	130000	116
South Australia	2016	5250	156000	192
South Australia	2016	5250	208000	80
South Australia	2016	7875		1338
South Australia	2016	7875	-1	339
South Australia	2016	7875	52	265
South Australia	2016	7875	7800	1017
South Australia	2016	7875	15600	1648
South Australia	2016	7875	20800	2906
South Australia	2016	7875	26000	2345
South Australia	2016	7875	33800	2828
South Australia	2016	7875	41600	1638
South Australia	2016	7875	52000	1464
South Australia	2016	7875	65000	1025
South Australia	2016	7875	78000	1001
South Australia	2016	7875	104000	517
South Australia	2016	7875	130000	224
South Australia	2016	7875	156000	241
South Australia	2016	7875	208000	114
South Australia	2016	10500		930
South Australia	2016	10500	-1	201
South Australia	2016	10500	52	117
South Australia	2016	10500	7800	478
South Australia	2016	10500	15600	727
South Australia	2016	10500	20800	1394
South Australia	2016	10500	26000	1372
South Australia	2016	10500	33800	1737
South Australia	2016	10500	41600	1655
South Australia	2016	10500	52000	1315
South Australia	2016	10500	65000	883
South Australia	2016	10500	78000	893
South Australia	2016	10500	104000	518
South Australia	2016	10500	130000	188
South Australia	2016	10500	156000	154
South Australia	2016	10500	208000	73
South Australia	2016	11812		2013
South Australia	2016	11812	-1	438
South Australia	2016	11812	52	212
South Australia	2016	11812	7800	762
South Australia	2016	11812	15600	1203
South Australia	2016	11812	20800	2278
South Australia	2016	11812	26000	2971
South Australia	2016	11812	33800	3518
South Australia	2016	11812	41600	3640
South Australia	2016	11812	52000	3750
South Australia	2016	11812	65000	2723
South Australia	2016	11812	78000	2861
South Australia	2016	11812	104000	1406
South Australia	2016	11812	130000	480
South Australia	2016	11812	156000	352
South Australia	2016	11812	208000	118
South Australia	2016	14437		3229
South Australia	2016	14437	-1	721
South Australia	2016	14437	52	286
South Australia	2016	14437	7800	779
South Australia	2016	14437	15600	1185
South Australia	2016	14437	20800	2182
South Australia	2016	14437	26000	3307
South Australia	2016	14437	33800	4318
South Australia	2016	14437	41600	4987
South Australia	2016	14437	52000	6129
South Australia	2016	14437	65000	5091
South Australia	2016	14437	78000	6249
South Australia	2016	14437	104000	3660
South Australia	2016	14437	130000	1344
South Australia	2016	14437	156000	893
South Australia	2016	14437	208000	292
South Australia	2016	18375		2575
South Australia	2016	18375	-1	620
South Australia	2016	18375	52	137
South Australia	2016	18375	7800	367
South Australia	2016	18375	15600	386
South Australia	2016	18375	20800	674
South Australia	2016	18375	26000	1077
South Australia	2016	18375	33800	1484
South Australia	2016	18375	41600	1827
South Australia	2016	18375	52000	2697
South Australia	2016	18375	65000	2877
South Australia	2016	18375	78000	4757
South Australia	2016	18375	104000	3968
South Australia	2016	18375	130000	1820
South Australia	2016	18375	156000	1626
South Australia	2016	18375	208000	598
South Australia	2016	23625		848
South Australia	2016	23625	-1	317
South Australia	2016	23625	52	67
South Australia	2016	23625	7800	80
South Australia	2016	23625	15600	59
South Australia	2016	23625	20800	136
South Australia	2016	23625	26000	143
South Australia	2016	23625	33800	187
South Australia	2016	23625	41600	311
South Australia	2016	23625	52000	393
South Australia	2016	23625	65000	435
South Australia	2016	23625	78000	879
South Australia	2016	23625	104000	1052
South Australia	2016	23625	130000	640
South Australia	2016	23625	156000	845
South Australia	2016	23625	208000	468
South Australia	2016	28875		286
South Australia	2016	28875	-1	111
South Australia	2016	28875	52	19
South Australia	2016	28875	7800	35
South Australia	2016	28875	15600	23
South Australia	2016	28875	20800	27
South Australia	2016	28875	26000	51
South Australia	2016	28875	33800	48
South Australia	2016	28875	41600	108
South Australia	2016	28875	52000	114
South Australia	2016	28875	65000	112
South Australia	2016	28875	78000	226
South Australia	2016	28875	104000	255
South Australia	2016	28875	130000	167
South Australia	2016	28875	156000	329
