STE_NAME16	Year	Age.min	Sex	persons
New South Wales	2006	30	M	42777
New South Wales	2006	31	F	45844
New South Wales	2006	31	M	43864
New South Wales	2006	32	F	47521
New South Wales	2006	32	M	45359
New South Wales	2006	33	F	49659
New South Wales	2006	33	M	46993
New South Wales	2006	34	F	51500
New South Wales	2006	34	M	49194
New South Wales	2006	35	F	52618
New South Wales	2006	35	M	49564
New South Wales	2006	36	F	49073
New South Wales	2006	36	M	46644
New South Wales	2006	37	F	48625
New South Wales	2006	37	M	45863
New South Wales	2006	38	F	46807
New South Wales	2006	38	M	44581
New South Wales	2006	39	F	46489
New South Wales	2006	39	M	44419
New South Wales	2006	40	F	46647
New South Wales	2006	40	M	45243
New South Wales	2006	41	F	47440
New South Wales	2006	41	M	45854
New South Wales	2006	42	F	49709
New South Wales	2006	42	M	48276
New South Wales	2006	43	F	50846
New South Wales	2006	43	M	49053
New South Wales	2006	44	F	50591
New South Wales	2006	44	M	49500
New South Wales	2006	45	F	50366
New South Wales	2006	45	M	48924
New South Wales	2006	46	F	49467
New South Wales	2006	46	M	47412
New South Wales	2006	47	F	47779
New South Wales	2006	47	M	46504
New South Wales	2006	48	F	47577
New South Wales	2006	48	M	45810
New South Wales	2006	49	F	46098
New South Wales	2006	49	M	45294
New South Wales	2006	50	F	45282
New South Wales	2006	50	M	44234
New South Wales	2006	51	F	44464
New South Wales	2006	51	M	42941
New South Wales	2006	52	F	43134
New South Wales	2006	52	M	42051
New South Wales	2006	53	F	43106
New South Wales	2006	53	M	41944
New South Wales	2006	54	F	41444
New South Wales	2006	54	M	40511
New South Wales	2006	55	F	40888
New South Wales	2006	55	M	40317
New South Wales	2006	56	F	40642
New South Wales	2006	56	M	40463
New South Wales	2006	57	F	38861
New South Wales	2006	57	M	38981
New South Wales	2006	58	F	39246
New South Wales	2006	58	M	39654
New South Wales	2006	59	F	41304
New South Wales	2006	59	M	41557
New South Wales	2006	60	F	34675
New South Wales	2006	60	M	35346
New South Wales	2006	61	F	33472
New South Wales	2006	61	M	33602
New South Wales	2006	62	F	32489
New South Wales	2006	62	M	32713
New South Wales	2006	63	F	29241
New South Wales	2006	63	M	29056
New South Wales	2006	64	F	28576
New South Wales	2006	64	M	28457
New South Wales	2006	65	F	27483
New South Wales	2006	65	M	26881
New South Wales	2006	66	F	26512
New South Wales	2006	66	M	26134
New South Wales	2006	67	F	25689
New South Wales	2006	67	M	24846
New South Wales	2006	68	F	25033
New South Wales	2006	68	M	23755
New South Wales	2006	69	F	24742
New South Wales	2006	69	M	23350
New South Wales	2006	70	F	23807
New South Wales	2006	70	M	22281
New South Wales	2006	71	F	22664
New South Wales	2006	71	M	20493
New South Wales	2006	72	F	21457
New South Wales	2006	72	M	19718
New South Wales	2006	73	F	21352
New South Wales	2006	73	M	19332
New South Wales	2006	74	F	21074
New South Wales	2006	74	M	18722
New South Wales	2006	75	F	21518
New South Wales	2006	75	M	18581
New South Wales	2006	76	F	21389
New South Wales	2006	76	M	18095
New South Wales	2006	77	F	20725
New South Wales	2006	77	M	17013
New South Wales	2006	78	F	20068
New South Wales	2006	78	M	16376
New South Wales	2006	79	F	19263
New South Wales	2006	79	M	15059
New South Wales	2011			290451
New South Wales	2011	0	F	43394
New South Wales	2011	0	M	45904
New South Wales	2011	1	F	45225
New South Wales	2011	1	M	47391
New South Wales	2011	2	F	44600
New South Wales	2011	2	M	46958
New South Wales	2011	3	F	45030
New South Wales	2011	3	M	47259
New South Wales	2011	4	F	45157
New South Wales	2011	4	M	47830
New South Wales	2011	5	F	43850
New South Wales	2011	5	M	46494
New South Wales	2011	6	F	42378
New South Wales	2011	6	M	45290
New South Wales	2011	7	F	41533
New South Wales	2011	7	M	44212
New South Wales	2011	8	F	41842
New South Wales	2011	8	M	44127
New South Wales	2011	9	F	41317
New South Wales	2011	9	M	43554
New South Wales	2011	10	F	42205
New South Wales	2011	10	M	44856
New South Wales	2011	11	F	42897
New South Wales	2011	11	M	44971
New South Wales	2011	12	F	42707
New South Wales	2011	12	M	45002
New South Wales	2011	13	F	42693
New South Wales	2011	13	M	44987
New South Wales	2011	14	F	43118
New South Wales	2011	14	M	45735
New South Wales	2011	15	F	42873
New South Wales	2011	15	M	45551
New South Wales	2011	16	F	43814
New South Wales	2011	16	M	46347
New South Wales	2011	17	F	43767
New South Wales	2011	17	M	45988
New South Wales	2011	18	F	42406
New South Wales	2011	18	M	45290
New South Wales	2011	19	F	42327
New South Wales	2011	19	M	45061
New South Wales	2011	20	F	44369
New South Wales	2011	20	M	45553
New South Wales	2011	21	F	44582
New South Wales	2011	21	M	46374
New South Wales	2011	22	F	44158
New South Wales	2011	22	M	45315
New South Wales	2011	23	F	44407
New South Wales	2011	23	M	44902
New South Wales	2011	24	F	45214
New South Wales	2011	24	M	44814
New South Wales	2011	25	F	46001
New South Wales	2011	25	M	45843
New South Wales	2011	26	F	47367
New South Wales	2011	26	M	46708
New South Wales	2011	27	F	48022
New South Wales	2011	27	M	46316
New South Wales	2011	28	F	49376
New South Wales	2011	28	M	47533
New South Wales	2011	29	F	48702
New South Wales	2011	29	M	47287
New South Wales	2011	30	F	48913
New South Wales	2011	30	M	47684
New South Wales	2011	31	F	47416
New South Wales	2011	31	M	46298
New South Wales	2011	32	F	47389
New South Wales	2011	32	M	45999
New South Wales	2011	33	F	46903
New South Wales	2011	33	M	45095
New South Wales	2011	34	F	47100
New South Wales	2011	34	M	45538
New South Wales	2011	35	F	47104
New South Wales	2011	35	M	45641
New South Wales	2011	36	F	48053
New South Wales	2011	36	M	46624
New South Wales	2011	37	F	49651
New South Wales	2011	37	M	47451
New South Wales	2011	38	F	51193
New South Wales	2011	38	M	48507
New South Wales	2011	39	F	53211
New South Wales	2011	39	M	50694
New South Wales	2011	40	F	54093
New South Wales	2011	40	M	50873
New South Wales	2011	41	F	50090
New South Wales	2011	41	M	47375
New South Wales	2011	42	F	49862
New South Wales	2011	42	M	46719
New South Wales	2011	43	F	47664
New South Wales	2011	43	M	45134
New South Wales	2011	44	F	46901
New South Wales	2011	44	M	44785
New South Wales	2011	45	F	46737
New South Wales	2011	45	M	45381
New South Wales	2011	46	F	47710
New South Wales	2011	46	M	45881
New South Wales	2011	47	F	49549
New South Wales	2011	47	M	47972
New South Wales	2011	48	F	50656
New South Wales	2011	48	M	48735
New South Wales	2011	49	F	49900
New South Wales	2011	49	M	48912
New South Wales	2011	50	F	50243
New South Wales	2011	50	M	48580
New South Wales	2011	51	F	48455
New South Wales	2011	51	M	46737
New South Wales	2011	52	F	47271
New South Wales	2011	52	M	45842
New South Wales	2011	53	F	47127
New South Wales	2011	53	M	44894
New South Wales	2011	54	F	45610
New South Wales	2011	54	M	44274
New South Wales	2011	55	F	44383
New South Wales	2011	55	M	43133
New South Wales	2011	56	F	43941
New South Wales	2011	56	M	42237
New South Wales	2011	57	F	42308
New South Wales	2011	57	M	41029
New South Wales	2011	58	F	42187
New South Wales	2011	58	M	40728
New South Wales	2011	59	F	40692
New South Wales	2011	59	M	38978
New South Wales	2011	60	F	40083
New South Wales	2011	60	M	39130
New South Wales	2011	61	F	39684
New South Wales	2011	61	M	38916
New South Wales	2011	62	F	38371
New South Wales	2011	62	M	37589
New South Wales	2011	63	F	38303
New South Wales	2011	63	M	38399
New South Wales	2011	64	F	40202
New South Wales	2011	64	M	39992
New South Wales	2011	65	F	33881
New South Wales	2011	65	M	33681
New South Wales	2011	66	F	32608
New South Wales	2011	66	M	32158
New South Wales	2011	67	F	31391
New South Wales	2011	67	M	30947
New South Wales	2011	68	F	28267
New South Wales	2011	68	M	27250
New South Wales	2011	69	F	27516
New South Wales	2011	69	M	26628
New South Wales	2011	70	F	26306
New South Wales	2011	70	M	24969
New South Wales	2011	71	F	25393
New South Wales	2011	71	M	24091
New South Wales	2011	72	F	24557
New South Wales	2011	72	M	22816
New South Wales	2011	73	F	23657
New South Wales	2011	73	M	21631
New South Wales	2011	74	F	23019
New South Wales	2011	74	M	20920
New South Wales	2011	75	F	21997
New South Wales	2011	75	M	19656
New South Wales	2011	76	F	20854
New South Wales	2011	76	M	17830
New South Wales	2011	77	F	19455
New South Wales	2011	77	M	16955
New South Wales	2011	78	F	19108
New South Wales	2011	78	M	16130
New South Wales	2011	79	F	18574
New South Wales	2011	79	M	15466
New South Wales	2016			323365
New South Wales	2016	0	F	42778
New South Wales	2016	0	M	44928
New South Wales	2016	1	F	45072
New South Wales	2016	1	M	47803
New South Wales	2016	2	F	45726
New South Wales	2016	2	M	47859
New South Wales	2016	3	F	46121
New South Wales	2016	3	M	49065
New South Wales	2016	4	F	46583
New South Wales	2016	4	M	49213
New South Wales	2016	5	F	46340
New South Wales	2016	5	M	48880
New South Wales	2016	6	F	47089
New South Wales	2016	6	M	49383
New South Wales	2016	7	F	46311
New South Wales	2016	7	M	48834
New South Wales	2016	8	F	46778
New South Wales	2016	8	M	49053
New South Wales	2016	9	F	46453
New South Wales	2016	9	M	49062
New South Wales	2016	10	F	44759
New South Wales	2016	10	M	47390
New South Wales	2016	11	F	43143
New South Wales	2016	11	M	45935
New South Wales	2016	12	F	42422
New South Wales	2016	12	M	45387
New South Wales	2016	13	F	42632
New South Wales	2016	13	M	44965
New South Wales	2016	14	F	42169
New South Wales	2016	14	M	44213
New South Wales	2016	15	F	42763
New South Wales	2016	15	M	45396
New South Wales	2016	16	F	43560
New South Wales	2016	16	M	45861
New South Wales	2016	17	F	43464
New South Wales	2016	17	M	45665
New South Wales	2016	18	F	43637
New South Wales	2016	18	M	45810
New South Wales	2016	19	F	44895
New South Wales	2016	19	M	47372
New South Wales	2016	20	F	46028
New South Wales	2016	20	M	48338
New South Wales	2016	21	F	46925
New South Wales	2016	21	M	49107
New South Wales	2016	22	F	47792
New South Wales	2016	22	M	48826
New South Wales	2016	23	F	49501
New South Wales	2016	23	M	50537
New South Wales	2016	24	F	50938
New South Wales	2016	24	M	51678
New South Wales	2016	25	F	52311
New South Wales	2016	25	M	52093
New South Wales	2016	26	F	53759
New South Wales	2016	26	M	53016
New South Wales	2016	27	F	53216
New South Wales	2016	27	M	52290
New South Wales	2016	28	F	53710
New South Wales	2016	28	M	51815
New South Wales	2016	29	F	53575
New South Wales	2016	29	M	51374
New South Wales	2016	30	F	54855
New South Wales	2016	30	M	52898
New South Wales	2016	31	F	54562
New South Wales	2016	31	M	52953
New South Wales	2016	32	F	55282
New South Wales	2016	32	M	53503
New South Wales	2016	33	F	55751
New South Wales	2016	33	M	53503
New South Wales	2016	34	F	53924
New South Wales	2016	34	M	53127
New South Wales	2016	35	F	53365
New South Wales	2016	35	M	52414
New South Wales	2016	36	F	50923
New South Wales	2016	36	M	50558
New South Wales	2016	37	F	49958
New South Wales	2016	37	M	48794
New South Wales	2016	38	F	49319
New South Wales	2016	38	M	48057
New South Wales	2016	39	F	48793
New South Wales	2016	39	M	47532
New South Wales	2016	40	F	49534
New South Wales	2016	40	M	47804
New South Wales	2016	41	F	49214
New South Wales	2016	41	M	47983
New South Wales	2016	42	F	50948
New South Wales	2016	42	M	49417
New South Wales	2016	43	F	52440
New South Wales	2016	43	M	49909
New South Wales	2016	44	F	54134
New South Wales	2016	44	M	51779
New South Wales	2016	45	F	55371
New South Wales	2016	45	M	52173
New South Wales	2016	46	F	50783
New South Wales	2016	46	M	48442
New South Wales	2016	47	F	50438
New South Wales	2016	47	M	47494
New South Wales	2016	48	F	48983
New South Wales	2016	48	M	46159
New South Wales	2016	49	F	47266
New South Wales	2016	49	M	45330
New South Wales	2016	50	F	47493
New South Wales	2016	50	M	46196
New South Wales	2016	51	F	47604
New South Wales	2016	51	M	45871
New South Wales	2016	52	F	50098
New South Wales	2016	52	M	48432
New South Wales	2016	53	F	51005
New South Wales	2016	53	M	49112
New South Wales	2016	54	F	50481
New South Wales	2016	54	M	49247
New South Wales	2016	55	F	50497
New South Wales	2016	55	M	48661
New South Wales	2016	56	F	48931
New South Wales	2016	56	M	46265
New South Wales	2016	57	F	47437
New South Wales	2016	57	M	45278
New South Wales	2016	58	F	47751
New South Wales	2016	58	M	44630
New South Wales	2016	59	F	46326
New South Wales	2016	59	M	43942
New South Wales	2016	60	F	44892
New South Wales	2016	60	M	43091
New South Wales	2016	61	F	44112
New South Wales	2016	61	M	41626
New South Wales	2016	62	F	43041
New South Wales	2016	62	M	40530
New South Wales	2016	63	F	42645
New South Wales	2016	63	M	40355
New South Wales	2016	64	F	41067
New South Wales	2016	64	M	38680
New South Wales	2016	65	F	40388
New South Wales	2016	65	M	38558
New South Wales	2016	66	F	39622
New South Wales	2016	66	M	37973
New South Wales	2016	67	F	38107
New South Wales	2016	67	M	36383
New South Wales	2016	68	F	38123
New South Wales	2016	68	M	37077
New South Wales	2016	69	F	39859
New South Wales	2016	69	M	38372
New South Wales	2016	70	F	33552
New South Wales	2016	70	M	32140
New South Wales	2016	71	F	31890
New South Wales	2016	71	M	30386
New South Wales	2016	72	F	30716
New South Wales	2016	72	M	29251
New South Wales	2016	73	F	27500
New South Wales	2016	73	M	25390
New South Wales	2016	74	F	26784
New South Wales	2016	74	M	24930
New South Wales	2016	75	F	25252
New South Wales	2016	75	M	23005
New South Wales	2016	76	F	24016
New South Wales	2016	76	M	21910
New South Wales	2016	77	F	23064
New South Wales	2016	77	M	20319
New South Wales	2016	78	F	21826
New South Wales	2016	78	M	18823
New South Wales	2016	79	F	21109
New South Wales	2016	79	M	17972
Victoria	2006			188876
Victoria	2006	0	F	30919
Victoria	2006	0	M	32286
Victoria	2006	1	F	29521
Victoria	2006	1	M	31072
Victoria	2006	2	F	29741
Victoria	2006	2	M	31184
Victoria	2006	3	F	29423
Victoria	2006	3	M	31174
Victoria	2006	4	F	29670
Victoria	2006	4	M	30951
Victoria	2006	5	F	30166
Victoria	2006	5	M	32079
Victoria	2006	6	F	30861
Victoria	2006	6	M	31803
Victoria	2006	7	F	30789
Victoria	2006	7	M	32419
Victoria	2006	8	F	30260
Victoria	2006	8	M	32485
Victoria	2006	9	F	31039
Victoria	2006	9	M	32931
Victoria	2006	10	F	31307
Victoria	2006	10	M	33087
Victoria	2006	11	F	32304
Victoria	2006	11	M	33993
Victoria	2006	12	F	32218
Victoria	2006	12	M	34108
Victoria	2006	13	F	32541
Victoria	2006	13	M	33897
Victoria	2006	14	F	32108
Victoria	2006	14	M	34067
Victoria	2006	15	F	32740
Victoria	2006	15	M	34664
Victoria	2006	16	F	33096
Victoria	2006	16	M	34647
Victoria	2006	17	F	32638
Victoria	2006	17	M	34195
Victoria	2006	18	F	32578
Victoria	2006	18	M	33780
Victoria	2006	19	F	32555
Victoria	2006	19	M	34288
Victoria	2006	20	F	33548
Victoria	2006	20	M	34491
Victoria	2006	21	F	34104
Victoria	2006	21	M	34594
Victoria	2006	22	F	33354
Victoria	2006	22	M	34107
Victoria	2006	23	F	33299
Victoria	2006	23	M	34222
Victoria	2006	24	F	33283
Victoria	2006	24	M	33713
Victoria	2006	25	F	32736
Victoria	2006	25	M	33193
Victoria	2006	26	F	32279
Victoria	2006	26	M	32350
Victoria	2006	27	F	32540
Victoria	2006	27	M	31770
Victoria	2006	28	F	32280
Victoria	2006	28	M	31981
Victoria	2006	29	F	32775
Victoria	2006	29	M	31925
Victoria	2006	30	F	33428
Victoria	2006	30	M	32380
Victoria	2006	31	F	34812
Victoria	2006	31	M	33201
Victoria	2006	32	F	36458
Victoria	2006	32	M	34541
Victoria	2006	33	F	37222
Victoria	2006	33	M	35297
Victoria	2006	34	F	39559
Victoria	2006	34	M	37158
Victoria	2006	35	F	41516
Victoria	2006	35	M	37781
Victoria	2006	36	F	38789
Victoria	2006	36	M	36931
Victoria	2006	37	F	38994
Victoria	2006	37	M	36635
Victoria	2006	38	F	37538
Victoria	2006	38	M	35603
Victoria	2006	39	F	36601
Victoria	2006	39	M	34661
Victoria	2006	40	F	36847
Victoria	2006	40	M	34585
Victoria	2006	41	F	36790
Victoria	2006	41	M	35000
Victoria	2006	42	F	37719
Victoria	2006	42	M	35805
Victoria	2006	43	F	38176
Victoria	2006	43	M	36725
Victoria	2006	44	F	38079
Victoria	2006	44	M	36576
Victoria	2006	45	F	37882
Victoria	2006	45	M	36300
Victoria	2006	46	F	37162
Victoria	2006	46	M	35378
Victoria	2006	47	F	36404
Victoria	2006	47	M	35435
Victoria	2006	48	F	35628
Victoria	2006	48	M	34178
Victoria	2006	49	F	34814
Victoria	2006	49	M	33332
Victoria	2006	50	F	34459
Victoria	2006	50	M	33694
Victoria	2006	51	F	33434
Victoria	2006	51	M	32092
Victoria	2006	52	F	32540
Victoria	2006	52	M	31238
Victoria	2006	53	F	32625
Victoria	2006	53	M	31166
Victoria	2006	54	F	31301
Victoria	2006	54	M	30472
Victoria	2006	55	F	31187
Victoria	2006	55	M	29722
Victoria	2006	56	F	30939
Victoria	2006	56	M	29609
Victoria	2006	57	F	29435
Victoria	2006	57	M	28547
Victoria	2006	58	F	30010
Victoria	2006	58	M	28972
Victoria	2006	59	F	31613
Victoria	2006	59	M	30850
Victoria	2006	60	F	25883
Victoria	2006	60	M	26084
Victoria	2006	61	F	24566
Victoria	2006	61	M	24282
Victoria	2006	62	F	24185
Victoria	2006	62	M	23255
Victoria	2006	63	F	21558
Victoria	2006	63	M	20982
Victoria	2006	64	F	21522
Victoria	2006	64	M	21285
Victoria	2006	65	F	20187
Victoria	2006	65	M	19934
Victoria	2006	66	F	19722
Victoria	2006	66	M	19213
Victoria	2006	67	F	19441
Victoria	2006	67	M	18491
Victoria	2006	68	F	18797
Victoria	2006	68	M	17436
Victoria	2006	69	F	18248
Victoria	2006	69	M	16880
Victoria	2006	70	F	17852
Victoria	2006	70	M	16362
Victoria	2006	71	F	16752
Victoria	2006	71	M	15087
Victoria	2006	72	F	16609
Victoria	2006	72	M	14850
Victoria	2006	73	F	16167
Victoria	2006	73	M	14300
Victoria	2006	74	F	15631
Victoria	2006	74	M	13582
Victoria	2006	75	F	15990
Victoria	2006	75	M	13884
Victoria	2006	76	F	16163
Victoria	2006	76	M	13603
Victoria	2006	77	F	15266
Victoria	2006	77	M	12643
Victoria	2006	78	F	14913
Victoria	2006	78	M	12160
Victoria	2006	79	F	14584
Victoria	2006	79	M	11244
Victoria	2011			219003
Victoria	2011	0	F	32488
Victoria	2011	0	M	34632
Victoria	2011	1	F	34109
Victoria	2011	1	M	35611
Victoria	2011	2	F	33362
Victoria	2011	2	M	35256
Victoria	2011	3	F	33756
Victoria	2011	3	M	35633
Victoria	2011	4	F	33920
Victoria	2011	4	M	35968
Victoria	2011	5	F	33263
Victoria	2011	5	M	35072
Victoria	2011	6	F	31730
Victoria	2011	6	M	33581
Victoria	2011	7	F	31631
Victoria	2011	7	M	33269
Victoria	2011	8	F	31082
Victoria	2011	8	M	32811
Victoria	2011	9	F	31184
Victoria	2011	9	M	32503
Victoria	2011	10	F	31241
Victoria	2011	10	M	33170
Victoria	2011	11	F	32062
Victoria	2011	11	M	33095
Victoria	2011	12	F	32081
Victoria	2011	12	M	33706
Victoria	2011	13	F	31626
Victoria	2011	13	M	34047
Victoria	2011	14	F	32473
Victoria	2011	14	M	34444
Victoria	2011	15	F	32694
Victoria	2011	15	M	34603
Victoria	2011	16	F	33595
Victoria	2011	16	M	35444
Victoria	2011	17	F	33802
Victoria	2011	17	M	35720
Victoria	2011	18	F	34083
Victoria	2011	18	M	35368
Victoria	2011	19	F	34158
Victoria	2011	19	M	35876
Victoria	2011	20	F	35913
Victoria	2011	20	M	37205
Victoria	2011	21	F	37091
Victoria	2011	21	M	38510
Victoria	2011	22	F	36933
Victoria	2011	22	M	38319
Victoria	2011	23	F	37261
Victoria	2011	23	M	38242
Victoria	2011	24	F	37221
Victoria	2011	24	M	38409
Victoria	2011	25	F	37949
Victoria	2011	25	M	38499
Victoria	2011	26	F	39376
Victoria	2011	26	M	38796
Victoria	2011	27	F	39263
Victoria	2011	27	M	38510
Victoria	2011	28	F	39715
Victoria	2011	28	M	39088
Victoria	2011	29	F	39273
Victoria	2011	29	M	38204
Victoria	2011	30	F	38954
Victoria	2011	30	M	38112
Victoria	2011	31	F	38033
Victoria	2011	31	M	37038
Victoria	2011	32	F	37438
Victoria	2011	32	M	36536
Victoria	2011	33	F	36973
Victoria	2011	33	M	36168
Victoria	2011	34	F	36829
Victoria	2011	34	M	36136
Victoria	2011	35	F	37143
Victoria	2011	35	M	35980
Victoria	2011	36	F	38174
Victoria	2011	36	M	36600
Victoria	2011	37	F	39351
Victoria	2011	37	M	37491
Victoria	2011	38	F	39701
Victoria	2011	38	M	37962
Victoria	2011	39	F	41782
Victoria	2011	39	M	39241
Victoria	2011	40	F	43523
Victoria	2011	40	M	40059
Victoria	2011	41	F	40777
Victoria	2011	41	M	38535
Victoria	2011	42	F	40565
Victoria	2011	42	M	38408
Victoria	2011	43	F	39035
Victoria	2011	43	M	37178
Victoria	2011	44	F	37489
Victoria	2011	44	M	35624
Victoria	2011	45	F	37697
Victoria	2011	45	M	35631
Victoria	2011	46	F	37659
Victoria	2011	46	M	35892
Victoria	2011	47	F	38165
Victoria	2011	47	M	36449
Victoria	2011	48	F	38438
Victoria	2011	48	M	37069
Victoria	2011	49	F	38318
Victoria	2011	49	M	37044
Victoria	2011	50	F	38080
Victoria	2011	50	M	36495
Victoria	2011	51	F	36824
Victoria	2011	51	M	34948
Victoria	2011	52	F	36345
Victoria	2011	52	M	35165
Victoria	2011	53	F	35262
Victoria	2011	53	M	33697
Victoria	2011	54	F	34479
Victoria	2011	54	M	32802
Victoria	2011	55	F	34119
Victoria	2011	55	M	33009
Victoria	2011	56	F	33247
Victoria	2011	56	M	31550
Victoria	2011	57	F	32187
Victoria	2011	57	M	30497
Victoria	2011	58	F	32123
Victoria	2011	58	M	30381
Victoria	2011	59	F	30729
Victoria	2011	59	M	29593
Victoria	2011	60	F	30820
Victoria	2011	60	M	28945
Victoria	2011	61	F	30367
Victoria	2011	61	M	28671
Victoria	2011	62	F	29136
Victoria	2011	62	M	27793
Victoria	2011	63	F	29424
Victoria	2011	63	M	27958
Victoria	2011	64	F	30877
Victoria	2011	64	M	29821
Victoria	2011	65	F	25419
Victoria	2011	65	M	24921
Victoria	2011	66	F	24059
Victoria	2011	66	M	23142
Victoria	2011	67	F	23433
Victoria	2011	67	M	22142
Victoria	2011	68	F	20971
Victoria	2011	68	M	19796
Victoria	2011	69	F	21009
Victoria	2011	69	M	20013
Victoria	2011	70	F	19514
Victoria	2011	70	M	18540
Victoria	2011	71	F	19182
Victoria	2011	71	M	17861
Victoria	2011	72	F	18507
Victoria	2011	72	M	17136
Victoria	2011	73	F	18054
Victoria	2011	73	M	16071
Victoria	2011	74	F	17166
Victoria	2011	74	M	15293
Victoria	2011	75	F	16593
Victoria	2011	75	M	14618
Victoria	2011	76	F	15552
Victoria	2011	76	M	13419
Victoria	2011	77	F	15129
Victoria	2011	77	M	13009
Victoria	2011	78	F	14688
Victoria	2011	78	M	12138
Victoria	2011	79	F	13904
Victoria	2011	79	M	11290
Victoria	2016			247895
Victoria	2016	0	F	34518
Victoria	2016	0	M	36400
Victoria	2016	1	F	36271
Victoria	2016	1	M	38453
Victoria	2016	2	F	36327
Victoria	2016	2	M	38150
Victoria	2016	3	F	37013
Victoria	2016	3	M	38999
Victoria	2016	4	F	36488
Victoria	2016	4	M	38593
Victoria	2016	5	F	35636
Victoria	2016	5	M	37834
Victoria	2016	6	F	36628
Victoria	2016	6	M	38156
Victoria	2016	7	F	35786
Victoria	2016	7	M	37604
Victoria	2016	8	F	35711
Victoria	2016	8	M	37664
Victoria	2016	9	F	35807
Victoria	2016	9	M	37820
Victoria	2016	10	F	34791
Victoria	2016	10	M	36461
Victoria	2016	11	F	33154
Victoria	2016	11	M	34967
Victoria	2016	12	F	33076
Victoria	2016	12	M	35116
Victoria	2016	13	F	32673
Victoria	2016	13	M	34452
Victoria	2016	14	F	32478
Victoria	2016	14	M	33908
Victoria	2016	15	F	32753
Victoria	2016	15	M	34736
Victoria	2016	16	F	34202
Victoria	2016	16	M	34950
Victoria	2016	17	F	34391
Victoria	2016	17	M	35792
Victoria	2016	18	F	35396
Victoria	2016	18	M	37274
Victoria	2016	19	F	37758
Victoria	2016	19	M	39091
Victoria	2016	20	F	39231
Victoria	2016	20	M	40397
Victoria	2016	21	F	40189
Victoria	2016	21	M	41925
Victoria	2016	22	F	40529
Victoria	2016	22	M	42060
Victoria	2016	23	F	41840
Victoria	2016	23	M	42409
Victoria	2016	24	F	42273
Victoria	2016	24	M	42940
Victoria	2016	25	F	43716
Victoria	2016	25	M	43369
Victoria	2016	26	F	44980
Victoria	2016	26	M	43981
Victoria	2016	27	F	44839
Victoria	2016	27	M	42957
Victoria	2016	28	F	45479
Victoria	2016	28	M	43886
Victoria	2016	29	F	44699
Victoria	2016	29	M	43369
Victoria	2016	30	F	46361
Victoria	2016	30	M	44106
Victoria	2016	31	F	46234
Victoria	2016	31	M	44074
Victoria	2016	32	F	45759
Victoria	2016	32	M	43962
Victoria	2016	33	F	45555
Victoria	2016	33	M	44249
Victoria	2016	34	F	44417
Victoria	2016	34	M	43206
Victoria	2016	35	F	43366
Victoria	2016	35	M	42592
Victoria	2016	36	F	41799
Victoria	2016	36	M	40776
Victoria	2016	37	F	40474
Victoria	2016	37	M	39486
Victoria	2016	38	F	39458
Victoria	2016	38	M	38883
Victoria	2016	39	F	39005
Victoria	2016	39	M	38183
Victoria	2016	40	F	39486
Victoria	2016	40	M	38428
Victoria	2016	41	F	39927
Victoria	2016	41	M	38269
Victoria	2016	42	F	41230
Victoria	2016	42	M	39284
Victoria	2016	43	F	41647
Victoria	2016	43	M	39293
Victoria	2016	44	F	43533
Victoria	2016	44	M	40781
Victoria	2016	45	F	45202
Victoria	2016	45	M	41397
Victoria	2016	46	F	41877
