STE_NAME16	Year	Landlord	Rent.min	occupied_private_dwellings_being_rented
Tasmania	2006	Person not in same household	10500	1543
Tasmania	2006	Person not in same household	11812	1270
Tasmania	2006	Person not in same household	14437	617
Tasmania	2006	Person not in same household	18375	189
Tasmania	2006	Person not in same household	23625	69
Tasmania	2006	Person not in same household	28875	13
Tasmania	2006	Person not in same household	34125	20
Tasmania	2006	Person not in same household	39375	17
Tasmania	2006	Person not in same household	44625	7
Tasmania	2006	Person not in same household	49875	55
Tasmania	2006	Real estate agent		197
Tasmania	2006	Real estate agent	0	133
Tasmania	2006	Real estate agent	3937	423
Tasmania	2006	Real estate agent	5250	3364
Tasmania	2006	Real estate agent	7875	5264
Tasmania	2006	Real estate agent	10500	1681
Tasmania	2006	Real estate agent	11812	1838
Tasmania	2006	Real estate agent	14437	882
Tasmania	2006	Real estate agent	18375	347
Tasmania	2006	Real estate agent	23625	90
Tasmania	2006	Real estate agent	28875	32
Tasmania	2006	Real estate agent	34125	3
Tasmania	2006	Real estate agent	39375	4
Tasmania	2006	Real estate agent	44625	0
Tasmania	2006	Real estate agent	49875	43
Tasmania	2006	State or territory housing authority		490
Tasmania	2006	State or territory housing authority	0	4560
Tasmania	2006	State or territory housing authority	3937	1999
Tasmania	2006	State or territory housing authority	5250	2906
Tasmania	2006	State or territory housing authority	7875	213
Tasmania	2006	State or territory housing authority	10500	36
Tasmania	2006	State or territory housing authority	11812	42
Tasmania	2006	State or territory housing authority	14437	9
Tasmania	2006	State or territory housing authority	18375	17
Tasmania	2006	State or territory housing authority	23625	12
Tasmania	2006	State or territory housing authority	28875	7
Tasmania	2006	State or territory housing authority	34125	3
Tasmania	2006	State or territory housing authority	39375	5
Tasmania	2006	State or territory housing authority	44625	3
Tasmania	2006	State or territory housing authority	49875	150
Tasmania	2011			101
Tasmania	2011		0	1040
Tasmania	2011		3937	58
Tasmania	2011		5250	78
Tasmania	2011		7875	78
Tasmania	2011		10500	43
Tasmania	2011		11812	58
Tasmania	2011		14437	38
Tasmania	2011		18375	15
Tasmania	2011		23625	8
Tasmania	2011		28875	3
Tasmania	2011		34125	3
Tasmania	2011		39375	0
Tasmania	2011		44625	0
Tasmania	2011		49875	4
Tasmania	2011	(Other)		296
Tasmania	2011	(Other)	0	697
Tasmania	2011	(Other)	3937	135
Tasmania	2011	(Other)	5250	424
Tasmania	2011	(Other)	7875	440
Tasmania	2011	(Other)	10500	250
Tasmania	2011	(Other)	11812	318
Tasmania	2011	(Other)	14437	234
Tasmania	2011	(Other)	18375	68
Tasmania	2011	(Other)	23625	24
Tasmania	2011	(Other)	28875	5
Tasmania	2011	(Other)	34125	7
Tasmania	2011	(Other)	39375	7
Tasmania	2011	(Other)	44625	0
Tasmania	2011	(Other)	49875	19
Tasmania	2011	Co-op/church group etc		90
Tasmania	2011	Co-op/church group etc	0	201
Tasmania	2011	Co-op/church group etc	3937	262
Tasmania	2011	Co-op/church group etc	5250	455
Tasmania	2011	Co-op/church group etc	7875	260
Tasmania	2011	Co-op/church group etc	10500	54
Tasmania	2011	Co-op/church group etc	11812	50
Tasmania	2011	Co-op/church group etc	14437	77
Tasmania	2011	Co-op/church group etc	18375	10
Tasmania	2011	Co-op/church group etc	23625	7
Tasmania	2011	Co-op/church group etc	28875	5
Tasmania	2011	Co-op/church group etc	34125	6
Tasmania	2011	Co-op/church group etc	39375	0
Tasmania	2011	Co-op/church group etc	44625	0
Tasmania	2011	Co-op/church group etc	49875	0
Tasmania	2011	Person not in same household		515
Tasmania	2011	Person not in same household	0	1254
Tasmania	2011	Person not in same household	3937	347
Tasmania	2011	Person not in same household	5250	2132
Tasmania	2011	Person not in same household	7875	3363
Tasmania	2011	Person not in same household	10500	2316
Tasmania	2011	Person not in same household	11812	3070
Tasmania	2011	Person not in same household	14437	2563
Tasmania	2011	Person not in same household	18375	1009
Tasmania	2011	Person not in same household	23625	216
Tasmania	2011	Person not in same household	28875	62
Tasmania	2011	Person not in same household	34125	21
Tasmania	2011	Person not in same household	39375	31
Tasmania	2011	Person not in same household	44625	5
Tasmania	2011	Person not in same household	49875	83
Tasmania	2011	Real estate agent		267
Tasmania	2011	Real estate agent	0	74
Tasmania	2011	Real estate agent	3937	86
Tasmania	2011	Real estate agent	5250	1015
Tasmania	2011	Real estate agent	7875	3238
Tasmania	2011	Real estate agent	10500	2297
Tasmania	2011	Real estate agent	11812	4654
Tasmania	2011	Real estate agent	14437	4355
Tasmania	2011	Real estate agent	18375	1885
Tasmania	2011	Real estate agent	23625	474
Tasmania	2011	Real estate agent	28875	130
Tasmania	2011	Real estate agent	34125	36
Tasmania	2011	Real estate agent	39375	15
Tasmania	2011	Real estate agent	44625	4
Tasmania	2011	Real estate agent	49875	57
Tasmania	2011	State or territory housing authority		462
Tasmania	2011	State or territory housing authority	0	1105
Tasmania	2011	State or territory housing authority	3937	3568
Tasmania	2011	State or territory housing authority	5250	2459
Tasmania	2011	State or territory housing authority	7875	1653
Tasmania	2011	State or territory housing authority	10500	534
Tasmania	2011	State or territory housing authority	11812	406
Tasmania	2011	State or territory housing authority	14437	121
Tasmania	2011	State or territory housing authority	18375	31
Tasmania	2011	State or territory housing authority	23625	14
Tasmania	2011	State or territory housing authority	28875	9
Tasmania	2011	State or territory housing authority	34125	6
Tasmania	2011	State or territory housing authority	39375	14
Tasmania	2011	State or territory housing authority	44625	6
Tasmania	2011	State or territory housing authority	49875	6
Tasmania	2016			84
Tasmania	2016		0	916
Tasmania	2016		3937	28
Tasmania	2016		5250	75
Tasmania	2016		7875	106
Tasmania	2016		10500	52
Tasmania	2016		11812	64
Tasmania	2016		14437	40
Tasmania	2016		18375	17
Tasmania	2016		23625	6
Tasmania	2016		28875	0
Tasmania	2016		34125	0
Tasmania	2016		39375	0
Tasmania	2016		44625	3
Tasmania	2016		49875	0
Tasmania	2016	(Other)		275
Tasmania	2016	(Other)	0	562
Tasmania	2016	(Other)	3937	81
Tasmania	2016	(Other)	5250	287
Tasmania	2016	(Other)	7875	368
Tasmania	2016	(Other)	10500	248
Tasmania	2016	(Other)	11812	362
Tasmania	2016	(Other)	14437	343
Tasmania	2016	(Other)	18375	121
Tasmania	2016	(Other)	23625	20
Tasmania	2016	(Other)	28875	15
Tasmania	2016	(Other)	34125	11
Tasmania	2016	(Other)	39375	5
Tasmania	2016	(Other)	44625	0
Tasmania	2016	(Other)	49875	5
Tasmania	2016	Co-op/church group etc		104
Tasmania	2016	Co-op/church group etc	0	111
Tasmania	2016	Co-op/church group etc	3937	138
Tasmania	2016	Co-op/church group etc	5250	503
Tasmania	2016	Co-op/church group etc	7875	594
Tasmania	2016	Co-op/church group etc	10500	212
Tasmania	2016	Co-op/church group etc	11812	96
Tasmania	2016	Co-op/church group etc	14437	77
Tasmania	2016	Co-op/church group etc	18375	44
Tasmania	2016	Co-op/church group etc	23625	11
Tasmania	2016	Co-op/church group etc	28875	0
Tasmania	2016	Co-op/church group etc	34125	0
Tasmania	2016	Co-op/church group etc	39375	0
Tasmania	2016	Co-op/church group etc	44625	0
Tasmania	2016	Co-op/church group etc	49875	3
Tasmania	2016	Person not in same household		504
Tasmania	2016	Person not in same household	0	1148
Tasmania	2016	Person not in same household	3937	182
Tasmania	2016	Person not in same household	5250	1303
Tasmania	2016	Person not in same household	7875	2418
Tasmania	2016	Person not in same household	10500	2339
Tasmania	2016	Person not in same household	11812	3662
Tasmania	2016	Person not in same household	14437	3583
Tasmania	2016	Person not in same household	18375	1437
Tasmania	2016	Person not in same household	23625	338
Tasmania	2016	Person not in same household	28875	113
Tasmania	2016	Person not in same household	34125	43
Tasmania	2016	Person not in same household	39375	20
Tasmania	2016	Person not in same household	44625	9
Tasmania	2016	Person not in same household	49875	49
Tasmania	2016	Real estate agent		309
Tasmania	2016	Real estate agent	0	95
Tasmania	2016	Real estate agent	3937	57
Tasmania	2016	Real estate agent	5250	659
Tasmania	2016	Real estate agent	7875	2605
Tasmania	2016	Real estate agent	10500	2516
Tasmania	2016	Real estate agent	11812	5686
Tasmania	2016	Real estate agent	14437	6332
Tasmania	2016	Real estate agent	18375	3143
Tasmania	2016	Real estate agent	23625	797
Tasmania	2016	Real estate agent	28875	223
Tasmania	2016	Real estate agent	34125	59
Tasmania	2016	Real estate agent	39375	32
Tasmania	2016	Real estate agent	44625	7
Tasmania	2016	Real estate agent	49875	28
Tasmania	2016	State or territory housing authority		476
Tasmania	2016	State or territory housing authority	0	648
Tasmania	2016	State or territory housing authority	3937	1336
Tasmania	2016	State or territory housing authority	5250	2824
Tasmania	2016	State or territory housing authority	7875	2182
Tasmania	2016	State or territory housing authority	10500	1052
Tasmania	2016	State or territory housing authority	11812	540
Tasmania	2016	State or territory housing authority	14437	194
Tasmania	2016	State or territory housing authority	18375	68
Tasmania	2016	State or territory housing authority	23625	25
Tasmania	2016	State or territory housing authority	28875	12
Tasmania	2016	State or territory housing authority	34125	10
Tasmania	2016	State or territory housing authority	39375	3
Tasmania	2016	State or territory housing authority	44625	3
Tasmania	2016	State or territory housing authority	49875	24
Northern Territory	2006			67
Northern Territory	2006		0	810
Northern Territory	2006		3937	18
Northern Territory	2006		5250	18
Northern Territory	2006		7875	28
Northern Territory	2006		10500	7
Northern Territory	2006		11812	18
Northern Territory	2006		14437	13
Northern Territory	2006		18375	6
Northern Territory	2006		23625	3
Northern Territory	2006		28875	0
Northern Territory	2006		34125	0
Northern Territory	2006		39375	0
Northern Territory	2006		44625	0
Northern Territory	2006		49875	4
Northern Territory	2006	(Other)		629
Northern Territory	2006	(Other)	0	1998
Northern Territory	2006	(Other)	3937	278
Northern Territory	2006	(Other)	5250	1220
Northern Territory	2006	(Other)	7875	1069
Northern Territory	2006	(Other)	10500	116
Northern Territory	2006	(Other)	11812	152
Northern Territory	2006	(Other)	14437	92
Northern Territory	2006	(Other)	18375	63
Northern Territory	2006	(Other)	23625	54
Northern Territory	2006	(Other)	28875	28
Northern Territory	2006	(Other)	34125	20
Northern Territory	2006	(Other)	39375	13
Northern Territory	2006	(Other)	44625	7
Northern Territory	2006	(Other)	49875	32
Northern Territory	2006	Co-op/church group etc		526
Northern Territory	2006	Co-op/church group etc	0	3737
Northern Territory	2006	Co-op/church group etc	3937	341
Northern Territory	2006	Co-op/church group etc	5250	311
Northern Territory	2006	Co-op/church group etc	7875	160
Northern Territory	2006	Co-op/church group etc	10500	33
Northern Territory	2006	Co-op/church group etc	11812	37
Northern Territory	2006	Co-op/church group etc	14437	12
Northern Territory	2006	Co-op/church group etc	18375	7
Northern Territory	2006	Co-op/church group etc	23625	0
Northern Territory	2006	Co-op/church group etc	28875	0
Northern Territory	2006	Co-op/church group etc	34125	7
Northern Territory	2006	Co-op/church group etc	39375	0
Northern Territory	2006	Co-op/church group etc	44625	0
Northern Territory	2006	Co-op/church group etc	49875	3
Northern Territory	2006	Person not in same household		222
Northern Territory	2006	Person not in same household	0	279
Northern Territory	2006	Person not in same household	3937	62
Northern Territory	2006	Person not in same household	5250	542
Northern Territory	2006	Person not in same household	7875	868
Northern Territory	2006	Person not in same household	10500	585
Northern Territory	2006	Person not in same household	11812	849
Northern Territory	2006	Person not in same household	14437	619
Northern Territory	2006	Person not in same household	18375	315
Northern Territory	2006	Person not in same household	23625	86
Northern Territory	2006	Person not in same household	28875	25
Northern Territory	2006	Person not in same household	34125	8
Northern Territory	2006	Person not in same household	39375	4
Northern Territory	2006	Person not in same household	44625	7
Northern Territory	2006	Person not in same household	49875	46
Northern Territory	2006	Real estate agent		141
Northern Territory	2006	Real estate agent	0	95
Northern Territory	2006	Real estate agent	3937	32
Northern Territory	2006	Real estate agent	5250	332
Northern Territory	2006	Real estate agent	7875	1163
Northern Territory	2006	Real estate agent	10500	850
Northern Territory	2006	Real estate agent	11812	1564
Northern Territory	2006	Real estate agent	14437	1632
Northern Territory	2006	Real estate agent	18375	949
Northern Territory	2006	Real estate agent	23625	222
Northern Territory	2006	Real estate agent	28875	73
Northern Territory	2006	Real estate agent	34125	19
Northern Territory	2006	Real estate agent	39375	11
Northern Territory	2006	Real estate agent	44625	0
Northern Territory	2006	Real estate agent	49875	27
Northern Territory	2006	State or territory housing authority		368
Northern Territory	2006	State or territory housing authority	0	1992
Northern Territory	2006	State or territory housing authority	3937	637
Northern Territory	2006	State or territory housing authority	5250	716
Northern Territory	2006	State or territory housing authority	7875	410
Northern Territory	2006	State or territory housing authority	10500	162
Northern Territory	2006	State or territory housing authority	11812	305
Northern Territory	2006	State or territory housing authority	14437	33
Northern Territory	2006	State or territory housing authority	18375	9
Northern Territory	2006	State or territory housing authority	23625	5
Northern Territory	2006	State or territory housing authority	28875	3
Northern Territory	2006	State or territory housing authority	34125	4
Northern Territory	2006	State or territory housing authority	39375	4
Northern Territory	2006	State or territory housing authority	44625	0
Northern Territory	2006	State or territory housing authority	49875	53
Northern Territory	2011			82
Northern Territory	2011		0	782
Northern Territory	2011		3937	9
Northern Territory	2011		5250	20
Northern Territory	2011		7875	16
Northern Territory	2011		10500	11
Northern Territory	2011		11812	17
Northern Territory	2011		14437	21
Northern Territory	2011		18375	32
Northern Territory	2011		23625	15
Northern Territory	2011		28875	9
Northern Territory	2011		34125	3
Northern Territory	2011		39375	0
Northern Territory	2011		44625	0
Northern Territory	2011		49875	0
Northern Territory	2011	(Other)		826
Northern Territory	2011	(Other)	0	2426
Northern Territory	2011	(Other)	3937	315
Northern Territory	2011	(Other)	5250	394
Northern Territory	2011	(Other)	7875	726
Northern Territory	2011	(Other)	10500	711
Northern Territory	2011	(Other)	11812	491
Northern Territory	2011	(Other)	14437	310
Northern Territory	2011	(Other)	18375	197
Northern Territory	2011	(Other)	23625	127
Northern Territory	2011	(Other)	28875	58
Northern Territory	2011	(Other)	34125	44
Northern Territory	2011	(Other)	39375	38
Northern Territory	2011	(Other)	44625	17
Northern Territory	2011	(Other)	49875	91
Northern Territory	2011	Co-op/church group etc		150
Northern Territory	2011	Co-op/church group etc	0	1174
Northern Territory	2011	Co-op/church group etc	3937	106
Northern Territory	2011	Co-op/church group etc	5250	214
Northern Territory	2011	Co-op/church group etc	7875	75
Northern Territory	2011	Co-op/church group etc	10500	21
Northern Territory	2011	Co-op/church group etc	11812	19
Northern Territory	2011	Co-op/church group etc	14437	21
Northern Territory	2011	Co-op/church group etc	18375	18
Northern Territory	2011	Co-op/church group etc	23625	5
Northern Territory	2011	Co-op/church group etc	28875	6
Northern Territory	2011	Co-op/church group etc	34125	0
Northern Territory	2011	Co-op/church group etc	39375	0
Northern Territory	2011	Co-op/church group etc	44625	0
Northern Territory	2011	Co-op/church group etc	49875	0
Northern Territory	2011	Person not in same household		273
Northern Territory	2011	Person not in same household	0	309
Northern Territory	2011	Person not in same household	3937	23
Northern Territory	2011	Person not in same household	5250	202
Northern Territory	2011	Person not in same household	7875	303
Northern Territory	2011	Person not in same household	10500	301
Northern Territory	2011	Person not in same household	11812	459
Northern Territory	2011	Person not in same household	14437	777
Northern Territory	2011	Person not in same household	18375	1283
Northern Territory	2011	Person not in same household	23625	877
Northern Territory	2011	Person not in same household	28875	373
Northern Territory	2011	Person not in same household	34125	155
Northern Territory	2011	Person not in same household	39375	92
Northern Territory	2011	Person not in same household	44625	32
Northern Territory	2011	Person not in same household	49875	83
Northern Territory	2011	Real estate agent		197
Northern Territory	2011	Real estate agent	0	119
Northern Territory	2011	Real estate agent	3937	25
Northern Territory	2011	Real estate agent	5250	34
Northern Territory	2011	Real estate agent	7875	91
Northern Territory	2011	Real estate agent	10500	145
Northern Territory	2011	Real estate agent	11812	412
Northern Territory	2011	Real estate agent	14437	1115
Northern Territory	2011	Real estate agent	18375	2493
Northern Territory	2011	Real estate agent	23625	2268
Northern Territory	2011	Real estate agent	28875	1128
Northern Territory	2011	Real estate agent	34125	499
Northern Territory	2011	Real estate agent	39375	229
Northern Territory	2011	Real estate agent	44625	106
Northern Territory	2011	Real estate agent	49875	71
Northern Territory	2011	State or territory housing authority		770
Northern Territory	2011	State or territory housing authority	0	3456
Northern Territory	2011	State or territory housing authority	3937	852
Northern Territory	2011	State or territory housing authority	5250	1067
Northern Territory	2011	State or territory housing authority	7875	528
Northern Territory	2011	State or territory housing authority	10500	236
Northern Territory	2011	State or territory housing authority	11812	213
Northern Territory	2011	State or territory housing authority	14437	344
Northern Territory	2011	State or territory housing authority	18375	97
Northern Territory	2011	State or territory housing authority	23625	21
Northern Territory	2011	State or territory housing authority	28875	11
Northern Territory	2011	State or territory housing authority	34125	5
Northern Territory	2011	State or territory housing authority	39375	0
Northern Territory	2011	State or territory housing authority	44625	5
Northern Territory	2011	State or territory housing authority	49875	0
Northern Territory	2016			81
Northern Territory	2016		0	779
Northern Territory	2016		3937	11
Northern Territory	2016		5250	14
Northern Territory	2016		7875	15
Northern Territory	2016		10500	3
Northern Territory	2016		11812	10
Northern Territory	2016		14437	18
Northern Territory	2016		18375	24
Northern Territory	2016		23625	17
Northern Territory	2016		28875	8
Northern Territory	2016		34125	10
Northern Territory	2016		39375	3
Northern Territory	2016		44625	0
Northern Territory	2016		49875	3
Northern Territory	2016	(Other)		1064
Northern Territory	2016	(Other)	0	1930
Northern Territory	2016	(Other)	3937	275
Northern Territory	2016	(Other)	5250	348
Northern Territory	2016	(Other)	7875	329
Northern Territory	2016	(Other)	10500	193
Northern Territory	2016	(Other)	11812	1033
Northern Territory	2016	(Other)	14437	438
Northern Territory	2016	(Other)	18375	269
Northern Territory	2016	(Other)	23625	186
Northern Territory	2016	(Other)	28875	85
Northern Territory	2016	(Other)	34125	48
Northern Territory	2016	(Other)	39375	32
Northern Territory	2016	(Other)	44625	16
Northern Territory	2016	(Other)	49875	82
Northern Territory	2016	Co-op/church group etc		168
Northern Territory	2016	Co-op/church group etc	0	715
Northern Territory	2016	Co-op/church group etc	3937	96
Northern Territory	2016	Co-op/church group etc	5250	165
Northern Territory	2016	Co-op/church group etc	7875	89
Northern Territory	2016	Co-op/church group etc	10500	75
Northern Territory	2016	Co-op/church group etc	11812	35
Northern Territory	2016	Co-op/church group etc	14437	22
Northern Territory	2016	Co-op/church group etc	18375	21
Northern Territory	2016	Co-op/church group etc	23625	4
Northern Territory	2016	Co-op/church group etc	28875	4
Northern Territory	2016	Co-op/church group etc	34125	0
Northern Territory	2016	Co-op/church group etc	39375	0
Northern Territory	2016	Co-op/church group etc	44625	0
Northern Territory	2016	Co-op/church group etc	49875	0
Northern Territory	2016	Person not in same household		256
Northern Territory	2016	Person not in same household	0	301
Northern Territory	2016	Person not in same household	3937	12
Northern Territory	2016	Person not in same household	5250	118
Northern Territory	2016	Person not in same household	7875	164
Northern Territory	2016	Person not in same household	10500	217
Northern Territory	2016	Person not in same household	11812	289
Northern Territory	2016	Person not in same household	14437	572
Northern Territory	2016	Person not in same household	18375	1230
Northern Territory	2016	Person not in same household	23625	1208
Northern Territory	2016	Person not in same household	28875	613
Northern Territory	2016	Person not in same household	34125	279
Northern Territory	2016	Person not in same household	39375	116
Northern Territory	2016	Person not in same household	44625	55
Northern Territory	2016	Person not in same household	49875	95
Northern Territory	2016	Real estate agent		296
Northern Territory	2016	Real estate agent	0	116
Northern Territory	2016	Real estate agent	3937	6
Northern Territory	2016	Real estate agent	5250	34
Northern Territory	2016	Real estate agent	7875	76
Northern Territory	2016	Real estate agent	10500	126
Northern Territory	2016	Real estate agent	11812	364
Northern Territory	2016	Real estate agent	14437	1222
Northern Territory	2016	Real estate agent	18375	2917
Northern Territory	2016	Real estate agent	23625	3054
Northern Territory	2016	Real estate agent	28875	2038
Northern Territory	2016	Real estate agent	34125	1069
Northern Territory	2016	Real estate agent	39375	486
Northern Territory	2016	Real estate agent	44625	202
Northern Territory	2016	Real estate agent	49875	238
Northern Territory	2016	State or territory housing authority		834
Northern Territory	2016	State or territory housing authority	0	2851
Northern Territory	2016	State or territory housing authority	3937	1230
Northern Territory	2016	State or territory housing authority	5250	1294
Northern Territory	2016	State or territory housing authority	7875	702
Northern Territory	2016	State or territory housing authority	10500	203
Northern Territory	2016	State or territory housing authority	11812	257
Northern Territory	2016	State or territory housing authority	14437	161
Northern Territory	2016	State or territory housing authority	18375	166
Northern Territory	2016	State or territory housing authority	23625	118
Northern Territory	2016	State or territory housing authority	28875	28
Northern Territory	2016	State or territory housing authority	34125	9
Northern Territory	2016	State or territory housing authority	39375	5
Northern Territory	2016	State or territory housing authority	44625	6
Northern Territory	2016	State or territory housing authority	49875	3
Australian Capital Territory	2006			40
Australian Capital Territory	2006		0	407
Australian Capital Territory	2006		3937	21
Australian Capital Territory	2006		5250	11
Australian Capital Territory	2006		7875	23
Australian Capital Territory	2006		10500	13
Australian Capital Territory	2006		11812	19
Australian Capital Territory	2006		14437	28
Australian Capital Territory	2006		18375	15
Australian Capital Territory	2006		23625	0
Australian Capital Territory	2006		28875	0
Australian Capital Territory	2006		34125	0
Australian Capital Territory	2006		39375	0
Australian Capital Territory	2006		44625	0
Australian Capital Territory	2006		49875	4
Australian Capital Territory	2006	(Other)		92
Australian Capital Territory	2006	(Other)	0	94
Australian Capital Territory	2006	(Other)	3937	22
Australian Capital Territory	2006	(Other)	5250	269
Australian Capital Territory	2006	(Other)	7875	606
Australian Capital Territory	2006	(Other)	10500	100
Australian Capital Territory	2006	(Other)	11812	162
Australian Capital Territory	2006	(Other)	14437	171
Australian Capital Territory	2006	(Other)	18375	80
Australian Capital Territory	2006	(Other)	23625	20
Australian Capital Territory	2006	(Other)	28875	7
Australian Capital Territory	2006	(Other)	34125	4
Australian Capital Territory	2006	(Other)	39375	0
Australian Capital Territory	2006	(Other)	44625	0
Australian Capital Territory	2006	(Other)	49875	6
Australian Capital Territory	2006	Co-op/church group etc		32
Australian Capital Territory	2006	Co-op/church group etc	0	141
Australian Capital Territory	2006	Co-op/church group etc	3937	59
Australian Capital Territory	2006	Co-op/church group etc	5250	96
Australian Capital Territory	2006	Co-op/church group etc	7875	41
Australian Capital Territory	2006	Co-op/church group etc	10500	26
Australian Capital Territory	2006	Co-op/church group etc	11812	28
Australian Capital Territory	2006	Co-op/church group etc	14437	8
Australian Capital Territory	2006	Co-op/church group etc	18375	8
Australian Capital Territory	2006	Co-op/church group etc	23625	0
Australian Capital Territory	2006	Co-op/church group etc	28875	3
Australian Capital Territory	2006	Co-op/church group etc	34125	0
Australian Capital Territory	2006	Co-op/church group etc	39375	0
Australian Capital Territory	2006	Co-op/church group etc	44625	0
Australian Capital Territory	2006	Co-op/church group etc	49875	5
Australian Capital Territory	2006	Person not in same household		234
Australian Capital Territory	2006	Person not in same household	0	382
Australian Capital Territory	2006	Person not in same household	3937	70
Australian Capital Territory	2006	Person not in same household	5250	394
Australian Capital Territory	2006	Person not in same household	7875	798
Australian Capital Territory	2006	Person not in same household	10500	779
Australian Capital Territory	2006	Person not in same household	11812	1719
Australian Capital Territory	2006	Person not in same household	14437	2710
Australian Capital Territory	2006	Person not in same household	18375	1255
Australian Capital Territory	2006	Person not in same household	23625	258
Australian Capital Territory	2006	Person not in same household	28875	79
Australian Capital Territory	2006	Person not in same household	34125	36
Australian Capital Territory	2006	Person not in same household	39375	9
Australian Capital Territory	2006	Person not in same household	44625	6
Australian Capital Territory	2006	Person not in same household	49875	32
Australian Capital Territory	2006	Real estate agent		182
Australian Capital Territory	2006	Real estate agent	0	35
Australian Capital Territory	2006	Real estate agent	3937	13
Australian Capital Territory	2006	Real estate agent	5250	160
Australian Capital Territory	2006	Real estate agent	7875	633
Australian Capital Territory	2006	Real estate agent	10500	640
Australian Capital Territory	2006	Real estate agent	11812	2868
Australian Capital Territory	2006	Real estate agent	14437	5990
Australian Capital Territory	2006	Real estate agent	18375	2899
Australian Capital Territory	2006	Real estate agent	23625	654
Australian Capital Territory	2006	Real estate agent	28875	169
Australian Capital Territory	2006	Real estate agent	34125	75
Australian Capital Territory	2006	Real estate agent	39375	32
Australian Capital Territory	2006	Real estate agent	44625	13
Australian Capital Territory	2006	Real estate agent	49875	46
Australian Capital Territory	2006	State or territory housing authority		482
Australian Capital Territory	2006	State or territory housing authority	0	2734
Australian Capital Territory	2006	State or territory housing authority	3937	1234
Australian Capital Territory	2006	State or territory housing authority	5250	1794
Australian Capital Territory	2006	State or territory housing authority	7875	1018
Australian Capital Territory	2006	State or territory housing authority	10500	399
Australian Capital Territory	2006	State or territory housing authority	11812	1226
Australian Capital Territory	2006	State or territory housing authority	14437	259
Australian Capital Territory	2006	State or territory housing authority	18375	37
Australian Capital Territory	2006	State or territory housing authority	23625	16
Australian Capital Territory	2006	State or territory housing authority	28875	13
Australian Capital Territory	2006	State or territory housing authority	34125	0
Australian Capital Territory	2006	State or territory housing authority	39375	3
Australian Capital Territory	2006	State or territory housing authority	44625	4
Australian Capital Territory	2006	State or territory housing authority	49875	88
Australian Capital Territory	2011			67
Australian Capital Territory	2011		0	321
Australian Capital Territory	2011		3937	18
Australian Capital Territory	2011		5250	11
Australian Capital Territory	2011		7875	16
Australian Capital Territory	2011		10500	3
Australian Capital Territory	2011		11812	6
Australian Capital Territory	2011		14437	17
Australian Capital Territory	2011		18375	33
Australian Capital Territory	2011		23625	29
Australian Capital Territory	2011		28875	10
Australian Capital Territory	2011		34125	0
Australian Capital Territory	2011		39375	0
Australian Capital Territory	2011		44625	0
Australian Capital Territory	2011		49875	5
Australian Capital Territory	2011	(Other)		134
Australian Capital Territory	2011	(Other)	0	93
Australian Capital Territory	2011	(Other)	3937	16
Australian Capital Territory	2011	(Other)	5250	83
Australian Capital Territory	2011	(Other)	7875	124
Australian Capital Territory	2011	(Other)	10500	286
Australian Capital Territory	2011	(Other)	11812	383
Australian Capital Territory	2011	(Other)	14437	376
Australian Capital Territory	2011	(Other)	18375	259
Australian Capital Territory	2011	(Other)	23625	140
Australian Capital Territory	2011	(Other)	28875	53
Australian Capital Territory	2011	(Other)	34125	18
Australian Capital Territory	2011	(Other)	39375	6
Australian Capital Territory	2011	(Other)	44625	9
Australian Capital Territory	2011	(Other)	49875	37
Australian Capital Territory	2011	Co-op/church group etc		62
Australian Capital Territory	2011	Co-op/church group etc	0	96
Australian Capital Territory	2011	Co-op/church group etc	3937	77
Australian Capital Territory	2011	Co-op/church group etc	5250	120
Australian Capital Territory	2011	Co-op/church group etc	7875	64
Australian Capital Territory	2011	Co-op/church group etc	10500	30
Australian Capital Territory	2011	Co-op/church group etc	11812	44
Australian Capital Territory	2011	Co-op/church group etc	14437	73
Australian Capital Territory	2011	Co-op/church group etc	18375	27
Australian Capital Territory	2011	Co-op/church group etc	23625	13
Australian Capital Territory	2011	Co-op/church group etc	28875	3
Australian Capital Territory	2011	Co-op/church group etc	34125	4
Australian Capital Territory	2011	Co-op/church group etc	39375	0
Australian Capital Territory	2011	Co-op/church group etc	44625	0
Australian Capital Territory	2011	Co-op/church group etc	49875	0
Australian Capital Territory	2011	Person not in same household		293
Australian Capital Territory	2011	Person not in same household	0	460
Australian Capital Territory	2011	Person not in same household	3937	20
Australian Capital Territory	2011	Person not in same household	5250	230
Australian Capital Territory	2011	Person not in same household	7875	343
Australian Capital Territory	2011	Person not in same household	10500	343
Australian Capital Territory	2011	Person not in same household	11812	555
Australian Capital Territory	2011	Person not in same household	14437	1403
Australian Capital Territory	2011	Person not in same household	18375	3564
Australian Capital Territory	2011	Person not in same household	23625	2158
Australian Capital Territory	2011	Person not in same household	28875	754
Australian Capital Territory	2011	Person not in same household	34125	200
Australian Capital Territory	2011	Person not in same household	39375	103
Australian Capital Territory	2011	Person not in same household	44625	43
Australian Capital Territory	2011	Person not in same household	49875	77
Australian Capital Territory	2011	Real estate agent		213
Australian Capital Territory	2011	Real estate agent	0	37
Australian Capital Territory	2011	Real estate agent	3937	7
Australian Capital Territory	2011	Real estate agent	5250	36
Australian Capital Territory	2011	Real estate agent	7875	100
Australian Capital Territory	2011	Real estate agent	10500	156
