SA4_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
101,3947,2264,2145,2609,2724,2486,1608,970,422,19176,39817,22893,20134,27520,31117,29952,20665,11417,4296,207823,225,158,221,292,311,307,169,31,3,1726,6114,3989,3279,4905,6999,8159,7646,4114,1848,47036,0,0,0,0,0,0,0,0,0,0,434,228,195,253,333,331,284,158,59,2276,100,90,49,51,49,19,22,14,3,394,10450,6305,5277,6377,8152,7605,6301,3390,1224,55090,4,7,3,3,8,15,17,8,4,74,372,197,215,325,333,297,262,181,56,2241,140,70,70,107,136,133,104,48,17,826,67,35,37,25,33,33,25,12,3,262,79,55,55,102,172,208,162,118,60,1008,19,0,13,4,6,6,6,0,0,58,54,40,32,45,118,97,91,51,24,548,235,150,128,143,154,188,91,39,3,1139,358,244,260,448,891,1222,1221,705,324,5671,83,41,43,53,81,112,82,44,12,558,88,52,56,49,53,65,50,27,16,449,820,582,478,692,1137,1382,1404,825,342,7665
102,5054,3195,2747,3065,3273,2813,2278,1834,1194,25437,60701,38255,32339,40353,42856,38396,29809,20516,8966,312182,426,286,458,589,609,510,233,51,3,3179,9280,6666,5584,8169,10534,11375,11458,7311,3432,73814,8,0,0,4,3,6,0,0,0,26,1068,556,478,633,666,822,749,453,194,5621,64,35,43,34,17,11,9,10,14,239,15932,9776,7757,9398,11217,10474,9008,5295,2147,81002,68,30,41,43,50,74,57,42,21,429,366,174,173,297,344,285,262,195,58,2148,234,145,153,164,202,195,144,84,36,1354,181,91,86,102,88,88,79,48,9,769,58,31,41,61,111,109,138,128,64,753,49,8,42,32,21,23,18,16,0,201,682,409,321,331,415,382,309,178,58,3079,873,390,447,466,409,448,297,106,28,3467,646,413,390,763,1231,1638,1736,1234,608,8656,98,77,67,74,110,154,168,110,34,893,255,171,141,171,205,214,148,87,34,1419,1232,976,753,993,1395,1586,1729,1202,642,10510
103,3658,2398,2062,2152,1985,1974,1391,869,325,16801,41157,24925,20737,24665,26759,25161,18224,11067,4045,196740,167,128,167,202,199,183,65,14,9,1132,7304,4379,4012,5267,6676,7123,6569,4022,1699,47046,0,0,0,0,0,0,0,0,0,4,549,275,289,330,392,407,316,176,58,2787,291,161,173,143,73,92,43,29,19,1032,13037,7529,6334,6467,7746,7138,5783,3358,1207,58599,29,4,10,15,14,23,15,9,3,114,90,43,50,97,108,67,83,47,17,611,110,54,75,70,92,107,93,45,22,666,59,32,24,35,29,42,19,5,3,253,58,38,35,50,89,79,88,82,42,570,20,7,24,14,7,4,3,3,0,81,214,59,108,129,124,135,109,61,29,960,435,241,211,208,239,240,156,56,15,1802,877,496,509,830,1172,1489,1450,848,427,8105,61,47,47,64,74,119,95,44,25,573,71,37,42,47,47,56,53,30,16,399,1432,974,966,1069,1531,1805,1713,1057,495,11046
104,2509,1499,1165,1383,1517,1444,968,671,367,11529,24783,14755,11366,15529,19273,19497,13777,8342,3280,130602,186,115,172,218,224,261,126,22,6,1340,3408,2213,1695,2715,4224,5386,5275,3253,1413,29578,0,0,0,0,0,0,0,0,0,0,442,206,179,213,244,285,249,124,45,1982,0,3,0,0,8,0,0,0,0,13,4659,2757,2212,2763,3700,4009,3393,1951,675,26128,13,5,5,8,7,13,14,10,4,70,55,25,35,36,34,50,28,21,9,280,130,90,76,107,107,119,126,67,12,836,28,14,21,8,28,35,31,11,11,184,20,17,19,26,49,55,66,55,24,330,6,6,7,3,10,3,0,0,0,37,38,26,18,39,59,88,75,62,35,437,387,209,166,166,194,246,143,66,12,1583,549,370,355,450,909,1145,1231,736,350,6089,62,38,32,45,59,81,88,40,15,461,61,35,26,49,45,55,51,43,18,387,451,297,260,393,599,899,1045,642,275,4859
105,2449,1472,1301,1342,1362,1123,854,584,239,10729,24268,13762,12317,14015,15963,14410,10350,6339,2169,113589,88,49,108,115,88,59,29,0,4,539,4048,2361,2400,2700,3720,4107,3396,2084,849,25664,0,0,0,0,0,0,0,0,0,3,283,134,163,168,205,259,184,113,29,1537,9,3,0,0,7,3,3,3,0,27,7100,3799,3654,3349,4165,3852,2946,1768,669,31303,13,3,0,5,14,27,13,7,3,92,40,23,37,40,48,45,56,48,4,338,36,27,23,28,23,50,55,29,8,272,32,14,10,17,10,11,19,4,0,128,77,66,45,47,75,79,72,40,13,526,21,0,29,8,7,0,0,0,0,70,49,13,22,35,59,65,52,46,34,385,175,103,111,95,124,124,58,33,10,830,431,256,304,428,610,860,748,447,192,4268,51,40,36,53,62,94,58,39,18,456,89,24,39,47,42,45,49,32,15,374,758,493,538,572,892,1152,1000,624,334,6368
106,4133,2697,2503,2587,2517,2284,1536,1068,518,19857,51022,30865,28311,32568,33278,30409,20795,11741,4267,243247,262,172,278,306,272,235,94,19,4,1640,11528,6903,6559,8748,9941,10266,9237,4849,1878,69909,0,0,0,0,0,0,0,0,0,5,858,425,482,541,599,605,489,270,86,4349,86,56,72,25,32,19,10,12,6,324,13340,7891,7048,7546,8228,7538,5898,3005,1026,61515,20,4,11,17,22,38,33,22,9,195,99,57,95,96,105,125,93,40,11,715,114,60,90,88,118,114,101,61,10,761,134,59,56,50,64,67,40,12,7,506,48,40,33,44,80,84,66,49,12,461,12,3,12,10,3,3,3,3,0,53,218,81,93,145,191,204,180,83,39,1235,539,342,259,292,319,263,155,54,14,2238,758,503,532,949,1352,1581,1529,861,343,8421,136,120,91,108,139,194,148,78,25,1043,140,85,65,96,94,102,82,54,24,732,1547,1190,1084,1392,1896,2189,2052,1107,470,12922
107,3754,3026,2551,2392,2495,2050,1433,1161,457,19306,52745,38208,33023,36755,38384,32212,23243,15607,5802,275983,392,495,554,589,522,444,201,61,16,3274,7553,5115,4246,6416,7558,8063,7196,4391,2103,52635,4,0,0,3,9,3,0,0,0,19,414,268,271,327,319,374,353,212,98,2633,67,62,43,31,35,11,13,14,4,292,14469,9971,8161,9179,10649,9620,7232,5100,2069,76449,55,38,18,29,49,64,62,16,7,342,1961,1249,1146,1650,1625,1356,1262,852,254,11355,237,106,149,205,163,178,154,97,45,1326,127,62,44,76,47,38,29,17,6,441,79,79,58,78,185,234,205,186,111,1214,81,20,63,65,25,13,9,10,0,292,83,65,100,67,95,114,117,97,47,781,700,386,435,372,374,351,184,83,25,2906,572,527,434,598,1058,1405,1323,883,416,7219,88,82,84,78,98,140,139,91,43,841,81,46,35,53,44,40,31,19,11,368,1584,1175,823,987,1331,1643,1498,1042,444,10526
108,3428,1989,1551,1832,2256,2331,1842,1368,862,17457,35914,20086,15318,22167,28362,30545,26019,16296,6403,201110,181,153,167,245,288,345,165,34,7,1569,6119,3729,2907,4851,7159,9277,10868,6447,2835,54191,0,0,0,0,0,0,0,0,0,8,498,220,216,256,363,528,533,315,141,3068,3,4,0,0,5,0,0,0,3,17,8040,4630,3422,4492,5966,6506,6479,3555,1286,44379,20,12,12,8,25,50,58,27,26,240,56,31,34,59,82,86,92,43,13,491,215,122,102,151,163,208,190,96,38,1285,62,21,26,36,49,61,61,42,26,383,27,23,19,32,59,96,121,89,26,480,11,3,8,11,10,4,7,0,0,62,81,42,32,72,99,134,163,98,58,781,374,185,175,200,216,313,195,97,25,1779,443,314,279,491,1051,1634,1887,1230,573,7899,149,93,66,108,145,192,224,133,59,1162,305,174,149,141,201,200,170,125,49,1523,1011,785,594,826,1362,1942,2243,1406,645,10817
109,1932,1377,989,1134,1160,1181,899,617,241,9537,21218,13549,11273,13429,15392,15008,11057,6823,2567,110317,102,84,121,163,132,95,51,12,4,762,2735,1655,1384,2091,2959,3637,3482,2043,851,20838,0,0,0,0,0,0,0,0,0,0,216,121,102,137,145,149,162,87,31,1150,22,13,37,11,9,11,10,7,3,119,6132,3495,3013,3208,3865,3861,3219,1810,710,29304,7,0,4,8,16,32,21,18,0,103,63,48,34,61,80,51,52,52,15,464,53,22,39,47,39,52,35,17,14,325,48,28,28,18,24,20,22,12,3,191,388,236,174,235,300,353,336,211,115,2344,7,3,3,4,0,3,0,0,0,30,28,15,15,15,30,44,37,22,15,218,263,133,136,140,121,119,53,40,6,1010,401,315,225,378,726,1058,1102,671,310,5187,30,22,11,33,21,46,54,31,7,265,62,21,32,35,41,40,51,14,9,299,656,520,416,605,930,1386,1126,772,337,6745
110,3419,2098,1716,1751,1796,1651,1266,781,412,14892,36436,22444,18341,21460,24357,22885,16930,9717,3621,176193,162,110,177,210,130,119,49,20,0,982,8294,5172,4574,5718,7397,8133,7248,4326,1695,52555,0,0,0,0,0,0,0,0,0,0,321,178,177,185,227,256,236,103,44,1727,68,86,54,24,44,14,7,18,3,309,9184,5305,4548,4732,5519,5135,4117,2408,772,41726,13,16,15,12,30,20,19,0,4,130,35,23,29,44,43,29,37,34,14,279,102,67,71,65,120,135,93,58,14,722,47,18,22,29,17,20,26,9,0,188,58,39,37,60,65,66,53,45,10,431,3,3,10,3,3,0,0,0,0,26,25,29,28,31,70,57,50,32,10,335,483,187,193,238,190,229,135,42,8,1711,743,513,509,805,1322,1671,1534,966,433,8499,174,118,82,132,144,176,111,72,22,1013,127,63,68,63,86,79,81,48,17,629,942,599,522,681,1038,1252,1174,762,277,7252
