SA4_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
302,8,12,48,125,5205,4964,5266,5104,10364,221,472,734,1101,4285,3817,5240,5394,10625,1277,1821,1267,1320,2643,2247,5187,5392,10582,2933,3486,1123,1019,1831,1994,5883,6500,12387,3370,3895,793,731,1631,1871,5796,6498,12290,3461,3715,576,529,1594,1833,5624,6080,11711,3516,3692,466,474,1482,1955,5471,6122,11592,3352,3273,342,360,1376,1796,5062,5423,10494,3189,3018,276,224,1247,1741,4706,4984,9689,2508,2411,155,114,870,1431,3531,3950,7480,2043,1944,78,56,646,1245,2773,3246,6016,1798,1544,41,30,554,1332,2392,2905,5291,1575,1170,22,15,524,1712,2125,2898,5026,1084,675,10,4,459,1663,1544,2345,3891,466,237,10,4,374,1352,853,1594,2450,30803,31352,5944,6113,24709,30960,61460,68432,129892,3,12,47,139,5551,5242,5602,5390,10984,226,477,857,1215,4819,4406,5907,6090,11998,1545,2321,1603,1768,3465,2779,6619,6866,13484,3108,3670,1263,1173,2095,1863,6466,6701,13172,3951,4372,1009,910,1691,1952,6652,7230,13883,3846,4095,811,785,1682,1945,6337,6833,13164,3601,3671
303,13,33,86,241,9302,8763,9405,9037,18443,447,929,1285,1921,9604,8659,11332,11514,22844,2395,3505,2155,2278,5711,4662,10257,10443,20699,5169,6212,1759,1517,3487,3270,10410,10998,21405,5998,6883,1223,1109,2723,2858,9944,10858,20799,6300,6426,855,812,2318,2874,9476,10112,19585,6017,6328,644,625,2107,2826,8764,9785,18550,5618,5655,474,457,1938,2714,8031,8828,16863,5354,5021,394,265,1621,2410,7372,7692,15062,4105,3533,195,133,1139,1882,5444,5553,10991,3123,2654,85,48,868,1637,4078,4342,8416,2373,2000,52,22,712,1769,3133,3790,6923,2037,1483,27,14,666,2129,2724,3627,6351,1289,791,12,8,570,2127,1874,2928,4800,644,315,12,6,499,1771,1153,2094,3244,50868,51771,9258,9458,43264,50357,103384,111585,214972,8,33,65,154,9619,9325,9697,9514,19203,493,1004,1180,1769,11365,10130,13032,12905,25937,3028,4462,2446,2718,7618,5969,13088,13150,26242,5733,6636,1899,1707,3997,3451,11628,11796,23425,6848,7359,1363,1197,2756,2888,10962,11446,22403,6648,7148,987,1049,2529,2899,10166,11089,21253,6447,6364
304,0,13,31,77,5624,5645,5651,5733,11382,184,377,537,797,5816,5507,6537,6684,13226,1036,1566,854,946,2728,2183,4613,4698,9314,2527,3232,729,690,1387,1320,4636,5240,9882,3455,3927,570,565,927,1221,4953,5715,10664,3700,4096,449,432,891,1233,5037,5760,10796,3760,4159,344,351,825,1358,4934,5866,10802,3622,3745,279,235,733,1296,4642,5278,9915,3667,3498,238,173,673,1252,4576,4926,9504,2818,2341,117,61,447,951,3380,3352,6732,1812,1513,49,27,320,750,2175,2290,4465,1294,1025,21,8,272,794,1584,1826,3412,1108,818,13,4,258,913,1378,1738,3120,678,466,3,3,217,996,900,1466,2366,314,147,6,0,235,948,559,1098,1652,29974,30931,4235,4366,21362,26375,55568,61665,117231,3,3,31,60,5767,5535,5795,5603,11402,135,274,541,772,6160,5729,6836,6775,13613,1067,1653,975,1123,3106,2384,5146,5160,10305,2402,2972,804,746,1445,1285,4653,5002,9657,3634,4207,639,595,1080,1150,5350,5953,11302,4113,4435,513,553,846,1257,5476,6251,11728,3892,4116
305,4,22,71,198,4467,4912,4534,5127,9669,207,430,1319,1922,8032,8586,9562,10943,20510,1254,1937,2498,2608,5987,5522,9739,10061,19802,3082,3691,2047,1706,3667,3526,8795,8923,17718,3691,4023,1285,996,2709,2481,7674,7499,15178,3342,3567,849,711,2176,2070,6362,6358,12717,3036,3131,615,580,1907,2092,5550,5797,11354,2844,2815,488,408,1804,1995,5139,5218,10357,2647,2478,375,275,1609,1880,4633,4624,9258,1932,1658,193,102,1033,1400,3163,3157,6318,1335,1137,85,43,792,1021,2213,2197,4411,1011,818,30,13,551,1003,1593,1828,3420,865,667,14,16,508,1256,1389,1937,3320,579,384,9,11,383,1341,973,1735,2705,343,154,6,6,294,1236,643,1396,2036,26160,26896,9888,9589,35914,40321,71959,76804,148764,0,11,68,153,4838,5098,4909,5258,10170,194,512,1182,1774,8443,8871,9822,11165,20981,1697,2472,3115,3459,7777,6724,12593,12648,25239,3381,3998,2282,1905,4297,3792,9956,9699,19658,4099,4378,1439,1181,2765,2680,8299,8239,16540,4165,4357,1025,878,2327,2321,7510,7553,15066,3633,3731
306,8,28,75,275,5715,5281,5799,5579,11382,195,463,973,1432,3534,2998,4699,4891,9590,1068,1756,1415,1647,2422,2207,4900,5612,10510,2487,3349,1501,1438,2009,2058,5994,6843,12839,3358,4022,1277,1211,1844,2044,6473,7267,13744,3773,4344,999,1041,2020,2099,6792,7484,14279,3875,4183,894,825,2012,2116,6781,7129,13905,3739,3880,668,613,1820,1824,6234,6314,12547,3717,3425,524,387,1687,1594,5931,5408,11345,2941,2626,295,181,1279,1311,4507,4115,8626,2270,1848,156,86,920,1071,3343,3001,6347,1720,1190,64,34,725,1004,2505,2232,4740,1175,765,39,14,523,1101,1728,1887,3611,647,360,17,8,410,1026,1069,1392,2468,274,129,8,9,296,737,588,876,1458,31244,32370,8918,9188,27204,28469,67364,70025,137391,3,18,128,324,6446,5978,6576,6322,12903,190,451,961,1430,3701,3464,4856,5342,10196,1180,1868,1598,1848,2663,2480,5450,6198,11646,2238,3131,1420,1516,1900,2186,5568,6832,12393,3366,4165,1311,1336,1959,2295,6642,7798,14434,3794,4385,1235,1182,2032,2350,7071,7923,14990,3964,4371
307,8,15,90,200,3300,2727,3392,2944,6333,160,402,494,707,1722,1319,2377,2425,4803,867,1222,596,589,1005,804,2477,2614,5091,1646,2157,507,501,786,699,2938,3359,6297,2261,2536,419,444,757,725,3443,3714,7158,2380,2716,407,327,834,788,3621,3833,7452,2554,2787,298,334,849,705,3701,3820,7521,2514,2558,229,221,824,647,3565,3430,6995,2522,2499,187,142,783,747,3495,3392,6890,2237,2028,123,70,710,715,3072,2814,5885,1723,1510,66,48,572,722,2357,2285,4644,1347,1007,40,32,488,717,1875,1754,3626,955,609,34,17,390,806,1374,1433,2807,513,282,7,4,284,703,804,995,1799,238,116,5,5,229,577,468,694,1165,21916,22443,3504,3645,13541,13421,38960,39513,78467,0,14,110,243,3328,2909,3434,3170,6600,166,332,606,769,1769,1364,2537,2467,5003,835,1251,637,719,1038,966,2510,2937,5447,1431,1791,533,558,717,768,2686,3118,5798,1920,2366,469,484,797,772,3190,3623,6807,2334,2526,460,423,811,810,3613,3760,7376,2300,2473
308,12,25,158,385,5935,5327,6094,5728,11829,337,720,1261,1739,3605,2880,5197,5340,10538,1536,2225,1312,1329,2011,1707,4856,5263,10113,2893,3618,1065,1010,1516,1443,5476,6075,11552,3570,4151,874,861,1518,1406,5958,6420,12378,4011,4628,744,697,1551,1480,6304,6811,13114,4225,4517,608,574,1573,1390,6407,6473,12881,3886,3883,418,413,1412,1151,5723,5452,11173,3573,3321,309,284,1234,1107,5112,4710,9824,2802,2579,199,130,943,936,3947,3641,7585,2164,1845,91,71,785,957,3036,2872,5909,1606,1280,53,26,640,961,2299,2270,4567,1186,816,19,10,545,1000,1747,1829,3573,618,332,14,9,324,869,952,1214,2162,275,122,5,3,223,750,500,873,1380,32686,34064,7123,7540,23811,23357,63616,64954,128574,15,36,127,341,6452,5616,6592,5987,12585,296,668,1277,1852,3932,2998,5502,5518,11024,1810,2665,1693,1829,2518,1932,6017,6423,12436,2911,3595,1279,1127,1612,1426,5797,6145,11949,3764,4275,936,928,1480,1443,6182,6644,12826,3880,4310,888,870,1578,1549,6345,6726,13069,4038,4581
309,8,29,147,488,13160,12346,13317,12867,26186,415,1025,1945,2952,10626,9260,12983,13239,26223,2725,4137,3306,3448,6460,5404,12492,12990,25483,6275,7847,2907,2534,4672,4297,13849,14680,28529,8093,9280,2183,2018,3853,4322,14130,15625,29759,8758,9572,1720,1612,3585,4451,14057,15632,29691,8778,9221,1367,1460,3445,4594,13594,15278,28871,8153,8587,1169,1081,3043,4226,12359,13894,26250,8851,8759,1004,804,2979,4019,12831,13584,26420,7573,6794,630,472,2327,3520,10527,10781,21310,5960,5137,366,196,1754,2967,8076,8299,16374,4660,3632,180,100,1424,2865,6269,6599,12863,3776,2818,118,60,1270,3296,5163,6175,11334,2461,1525,66,26,1096,2918,3627,4472,8099,1189,553,32,22,856,2377,2072,2958,5030,77660,78910,17145,17278,60551,70866,155357,167057,322413,9,39,163,420,14913,14035,15092,14493,29585,450,1034,2074,3392,12011,11157,14532,15583,30108,3113,4785,4046,4496,7685,6697,14842,15973,30816,6588,8231,3353,3004,4814,4739,14757,15982,30739,8990,10324,2666,2452,4513,4701,16170,17482,33648,9798,10697,2214,2107,4070,5063,16078,17869,33947,9461,10091
310,8,35,105,342,8112,7400,8228,7784,16012,465,1002,1179,1693,5167,4390,6809,7080,13892,1983,2851,1601,1626,2830,2671,6409,7141,13553,3697,4547,1374,1318,2264,2375,7335,8239,15575,4792,5553,1139,1055,2061,2295,7994,8902,16896,5239,5468,889,850,2039,2377,8171,8698,16868,5038,5187,653,582,1923,2145,7613,7910,15523,4711,4566,460,446,1693,1916,6868,6924,13787,4513,4275,385,288,1381,1833,6283,6393,12673,3603,3212,228,148,1065,1464,4902,4823,9724,2774,2312,105,71,881,1437,3760,3815,7575,1931,1487,54,26,646,1320,2631,2831,5461,1455,989,27,11,545,1322,2025,2325,4348,772,466,16,15,448,1242,1238,1718,2950,344,175,14,7,296,1002,659,1190,1848,41334,42132,8230,8466,31349,35171,80915,85770,166690,16,42,164,416,9382,8888,9562,9349,18911,503,1050,1541,2147,6146,5355,8191,8547,16739,2572,3844,2126,2305,3713,3290,8404,9439,17841,4265,5044,1677,1564,2530,2540,8473,9148,17620,5033,5629,1453,1401,2343,2784,8836,9812,18648,5404,5812,1216,1062,2341,2747,8964,9627,18583,5397,5488
311,9,31,131,376,9781,9001,9923,9403,19329,527,1097,1281,1867,6389,5398,8195,8358,16559,2245,3250,1754,1830,3432,2956,7434,8033,15459,4171,5014,1605,1508,2556,2552,8330,9083,17411,5121,5738,1331,1198,2167,2627,8621,9559,18176,5485,5955,1056,1003,2027,2443,8576,9392,17965,5723,6124,810,776,1926,2339,8454,9239,17689,5572,5526,566,580,1653,2079,7793,8184,15980,5555,5164,487,378,1526,2085,7564,7624,15183,4077,3245,263,179,1207,1637,5545,5056,10600,2628,1978,134,70,804,1311,3560,3360,6923,1735,1203,63,33,564,1139,2359,2381,4738,1151,770,31,15,438,1094,1619,1880,3500,618,395,19,10,355,895,989,1301,2287,295,157,10,0,224,751,535,904,1434,44897,45649,9543,9815,35043,38286,89481,93750,183237,16,40,152,364,10616,9707,10783,10109,20894,534,1017,1477,2150,7065,5974,9076,9145,18227,2530,3701,2214,2331,4236,3530,8980,9571,18556,4249,5154,1806,1789,2782,2673,8841,9618,18459,5354,5904,1537,1477,2436,2769,9328,10151,19481,5637,5998,1326,1189,2266,2866,9227,10053,19279,5533,5898
312,10,19,58,240,4312,3834,4374,4094,8466,232,539,798,1279,2763,2106,3799,3920,7726,1163,1816,1099,1153,1675,1086,3938,4047,7988,2227,2892,925,881,1251,963,4406,4736,9143,2875,3446,773,743,1147,932,4791,5120,9911,3102,3664,620,634,1156,1030,4880,5330,10204,3293,3557,482,496,1206,975,4983,5026,10007,3031,3073,378,345,1049,850,4457,4272,8727,2774,2638,269,200,946,758,3991,3597,7585,2166,1857,174,137,705,676,3048,2665,5715,1509,1244,76,48,570,631,2160,1925,4082,1139,910,30,37,417,674,1582,1622,3195,814,538,29,11,363,719,1205,1269,2474,441,247,11,4,240,583,689,834,1527,168,74,3,3,170,524,340,602,945,24937,26503,5731,6205,17978,16352,48646,49065,97705,4,10,88,293,4893,4213,4986,4508,9498,191,513,959,1528,3134,2252,4277,4291,8569,1348,2182,1403,1590,2138,1465,4899,5235,10134,2390,3002,1067,956,1343,1018,4798,4975,9778,2924,3517,906,854,1196,1019,5029,5386,10412,3213,3530,752,789,1355,1084,5320,5406,10719,3274,3685
313,13,24,95,281,6082,5572,6189,5876,12062,265,580,788,1084,3460,2950,4513,4615,9131,1231,1735,994,1034,1890,1647,4117,4421,8535,2342,2996,970,932,1482,1566,4791,5490,10283,3270,3817,908,865,1434,1756,5614,6444,12052,3659,4055,685,702,1455,1791,5798,6553,12351,3850,4008,513,514,1391,1638,5751,6168,11918,3828,3994,462,445,1211,1583,5502,6021,11523,3975,3984,397,337,1239,1596,5612,5919,11529,3494,3231,285,215,1003,1526,4783,4976,9755,2853,2515,139,106,828,1359,3814,3986,7802,2222,1854,73,45,742,1354,3039,3252,6293,1804,1231,45,34,712,1506,2559,2774,5332,989,617,29,11,538,1300,1559,1923,3484,459,242,8,10,366,1093,834,1340,2174,34254,34894,6389,6612,23844,28240,64482,69746,134224,3,18,134,312,6942,6372,7075,6705,13780,301,584,967,1404,3993,3512,5263,5496,10761,1382,2024,1339,1460,2283,2208,5009,5685,10694,2441,3049,1143,1095,1617,1828,5205,5976,11176,3337,3799,1068,1012,1675,2019,6073,6832,12907,3788,4300,902,870,1714,2243,6400,7417,13820,3924,4210
314,3,14,39,97,5027,4679,5075,4796,9866,233,478,497,753,2943,2500,3675,3732,7401,1317,1928,862,924,1543,1283,3718,4138,7858,2916,3580,771,729,1159,1134,4843,5448,10292,3806,4215,644,616,895,1094,5346,5923,11271,3846,4125,498,489,859,1092,5203,5706,10911,3661,3877,401,346,776,998,4830,5225,10058,3411,3258,266,278,652,918,4326,4457,8780,3316,3143,228,180,549,955,4093,4273,8367,2465,2000,97,63,415,761,2979,2828,5801,1527,1151,46,24,254,572,1825,1746,3576,897,638,14,20,189,489,1101,1146,2249,603,439,11,8,187,546,799,987,1787,349,201,9,4,144,478,504,682,1188,147,61,9,7,129,431,277,501,783,28487,29109,4388,4540,15723,17940,48593,51595,100186,3,16,53,158,5789,5577,5847,5754,11599,274,520,751,1052,3661,3072,4682,4650,9340,1501,2170,1169,1302,1903,1590,4577,5064,9639,2942,3586,989,922,1246,1239,5173,5741,10920,4154,4648,874,834,1157,1293,6179,6777,12962,4519,4719,700,688,1043,1318,6267,6731,12994,4088,4254
315,3,6,72,200,1986,1739,2063,1946,4009,76,190,604,819,1493,1300,2172,2305,4471,445,709,764,805,939,904,2151,2423,4569,950,1160,699,715,793,724,2433,2603,5044,1161,1360,573,536,763,612,2500,2512,5007,1210,1391,458,444,743,602,2408,2435,4847,1287,1337,316,321,725,576,2322,2245,4570,1147,1123,262,208,676,493,2084,1823,3908,1094,965,187,149,666,470,1952,1583,3531,846,797,101,52,552,376,1499,1226,2725,585,440,52,35,386,351,1024,818,1843,415,263,24,25,297,320,737,608,1343,284,155,19,7,255,316,549,480,1035,124,72,5,3,138,212,271,282,553,40,27,4,3,92,175,138,206,346,9662,10001,4124,4322,10509,9182,24298,23499,47796,5,6,78,181,2078,1723,2165,1899,4065,79,186,582,820,1513,1289,2175,2292,4469,492,739,857,976,1049,1047,2393,2760,5158,835,1013,718,705,687,638,2241,2357,4600,1064,1220,662,617,671,625,2401,2459,4860,1119,1237,518,502,713,622,2345,2354,4700,1212,1257
316,5,13,94,283,8331,7569,8438,7866,16301,298,612,913,1445,4748,3921,5959,5975,11935,1353,2099,1472,1509,2700,2324,5528,5931,11459,3318,4245,1509,1475,2152,2174,6979,7899,14878,4619,5514,1293,1237,1875,2419,7789,9164,16953,5475,6417,1061,1152,2010,2930,8550,10493,19043,5845,6234,992,1000,2194,3024,9034,10257,19292,5590,5906,773,753,1875,2626,8234,9281,17513,5864,5883,682,537,1778,2396,8321,8822,17148,5379,5210,451,290,1325,2054,7162,7556,14712,4676,4185,240,155,1030,1914,5943,6250,12195,3867,3120,151,77,871,1814,4893,5009,9901,3018,2183,51,43,891,2115,3957,4346,8304,1858,1118,24,12,710,1931,2592,3054,5651,867,404,12,14,534,1598,1413,2012,3425,52039,53142,9715,9970,33032,40815,94792,103921,198711,9,19,106,272,8971,8445,9089,8732,17818,267,504,985,1504,5140,4337,6388,6352,12742,1392,2329,1664,1895,3065,2725,6118,6946,13062,3097,4083,1505,1531,1997,2105,6602,7716,14324,4923,5944,1469,1440,2074,2540,8460,9926,18391,5793,6579,1291,1376,2155,3043,9235,10998,20231,5942,6857
317,3,25,88,214,4206,4108,4298,4343,8638,311,550,721,953,2842,2535,3879,4035,7918,1118,1607,667,650,1381,1219,3166,3482,6642,2061,2403,548,443,961,1010,3567,3855,7419,2391,2804,419,405,862,1099,3670,4308,7982,2545,2890,333,331,849,1143,3724,4364,8088,2811,2959,252,287,879,1166,3939,4415,8352,2539,2604,209,193,669,1053,3422,3846,7269,2479,2449,157,122,643,956,3280,3526,6805,2038,1874,77,65,509,861,2625,2802,5424,1574,1397,54,29,450,777,2078,2204,4286,1301,1094,29,19,360,905,1685,2021,3708,1033,747,15,10,361,1003,1407,1764,3170,645,410,6,3,247,891,894,1304,2202,314,135,6,9,180,779,501,921,1426,23170,23952,3584,3733,15388,19505,42143,47186,89335,0,19,86,182,4440,4223,4530,4418,8951,263,536,739,1016,2711,2494,3710,4046,7756,1265,1786,891,855,1643,1484,3793,4121,7921,1945,2249,569,515,967,1085,3485,3858,7337,2462,2751,462,402,888,1145,3815,4294,8108,2610,2956,367,394,898,1276,3875,4626,8503,2595,2853
318,6,14,113,355,6229,5846,6344,6219,12564,314,688,1145,1812,4419,3811,5874,6313,12183,1452,2285,1559,1562,2404,2109,5408,5959,11372,2841,3595,1238,1177,1829,1759,5912,6530,12443,3456,4143,941,958,1599,1627,5992,6730,12726,3733,4310,696,748,1605,1663,6037,6716,12747,3907,4240,654,632,1576,1626,6139,6495,12627,3587,3711,487,433,1352,1403,5429,5546,10975,3544,3400,349,276,1333,1314,5227,4991,10224,2759,2447,189,150,917,1083,3868,3685,7550,2084,1814,91,67,808,1011,2987,2897,5885,1531,1220,54,26,592,1079,2176,2330,4506,1198,827,22,21,497,1151,1712,1999,3712,663,367,3,5,350,988,1024,1363,2386,285,139,7,4,257,759,543,900,1442,31358,33193,7564,8228,25761,27238,64680,68664,133341,3,24,142,359,7132,6459,7274,6841,14113,251,592,1425,2066,4932,4306,6606,6962,13571,1646,2510,1852,2020,2900,2527,6396,7051,13446,2716,3481,1331,1317,1806,1839,5855,6638,12493,3578,4187,1146,1175,1647,1800,6368,7163,13527,3825,4368,932,915,1735,1873,6496,7161,13655,3817,4261
319,13,33,142,381,7223,6506,7379,6917,14303,386,745,1033,1414,3449,2910,4877,5067,9944,1387,2094,1136,1241,1953,1936,4471,5269,9740,2711,3483,1135,1055,1611,1811,5464,6353,11819,3787,4680,987,979,1672,2040,6441,7706,14145,4503,5346,865,877,1886,2247,7254,8474,15726,5012,5555,760,825,2018,2200,7791,8580,16373,5148,5623,615,576,1831,1942,7602,8141,15745,5819,5953,587,510,1836,1993,8244,8454,16698,5623,5263,417,296,1637,1864,7687,7423,15108,4869,4134,261,153,1423,1801,6546,6090,12637,3618,2834,119,81,1226,1804,4969,4716,9685,2733,1812,64,42,1012,1875,3815,3730,7540,1445,851,29,23,710,1646,2186,2520,4711,653,281,11,13,525,1454,1190,1747,2934,47717,48687,8159,8467,30027,34035,85903,91191,177096,17,35,190,388,7888,7103,8088,7525,15615,308,652,1016,1541,3696,3169,5023,5357,10381,1416,2197,1252,1410,2196,2217,4861,5826,10692,2461,3277,1117,1161,1709,1921,5287,6360,11649,3512,4310,1072,1081,1757,2237,6344,7626,13967,4206,5039,951,1018,2030,2582,7195,8639,15835,4659,5428
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
