SA4_CODE_2016,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T,C16_SH_0b_NPGH_2,C16_SH_0b_NPGH_3,C16_SH_0b_NPGH_4,C16_SH_0b_NPGH_5,C16_SH_0b_NPGH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5
111,54,3,0,1868,392,175,189,96,56,915,48,19,7,0,8,76,2643,665,258,110,62,3740,3,0,0,0,0,3,18,0,0,0,0,18,347,22,3,0,0,368,200,138,16,3,0,359,19,22,32,10,0,82,12,4,6,0,0,27,597,187,56,10,3,857,9,0,0,0,0,7,55,0,0,0,0,55,532,27,5,0,0,557,116,109,8,3,0,240,10,0,10,4,4,30,22,3,0,0,0,29,741,143,24,9,4,918,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25,4,6,0,0,0,12,0,0,4,0,0,5,3,0,0,0,0,4,39,4,6,0,0,54,3,0,0,0,0,3,4027,1003,340,125,69,5567,0,7,6,0,0,12,39,3,0,0,0,50,710,31,0,0,0,734,1357,504,66,7,0,1933,456,228,246,87,78,1098,100,36,14,5,7,157,2661,804,325,108
112,31,7,3,1272,446,137,99,32,12,717,56,11,3,3,0,71,2037,370,135,39,14,2591,3,0,0,0,0,4,6,3,0,0,0,6,206,8,0,0,0,212,240,64,18,3,0,325,16,11,3,0,0,34,22,3,5,0,0,22,485,90,27,3,0,606,3,0,0,0,0,3,19,0,0,0,0,22,276,23,5,0,0,298,89,37,5,0,0,129,4,3,3,3,0,15,15,0,0,0,0,15,405,61,13,3,0,472,3,0,0,0,0,3,10,0,0,0,0,10,49,0,0,0,0,48,8,0,0,0,0,10,4,0,0,0,0,6,7,0,0,0,0,7,84,0,0,0,0,84,0,0,3,0,0,7,3011,515,172,43,14,3767,17,0,0,0,0,18,35,7,0,0,0,42,443,22,3,0,0,471,1085,205,26,7,0,1333,490,139,95,40,13,779,92,19,6,0,0,123,2166,393,131,59
113,8,4,0,722,183,46,50,10,0,301,40,0,3,3,0,48,1019,205,71,15,3,1309,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,51,26,8,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,76,15,0,0,0,91,0,0,0,0,0,0,4,0,0,0,0,4,180,12,3,0,0,196,20,7,0,0,0,30,0,0,0,0,0,0,11,0,0,0,0,8,214,18,5,3,0,246,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0,7,23,4,3,0,0,31,0,0,0,0,0,0,1331,243,77,22,6,1681,0,0,0,0,0,3,10,3,0,0,0,16,181,12,0,0,0,193,590,117,11,3,3,727,209,89,71,20,14,401,41,10,0,3,4,54,1035,232,86,27
114,7,0,0,509,229,36,20,7,0,293,24,0,0,0,0,24,915,91,23,7,0,1037,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,30,23,0,0,0,0,27,3,0,0,0,0,8,5,0,0,0,0,5,64,5,0,0,0,71,0,0,0,0,0,0,6,0,0,0,0,6,38,0,0,0,0,36,6,4,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,55,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,1045,100,25,7,3,1180,0,0,0,0,0,3,13,0,0,0,0,13,187,7,0,0,0,198,542,42,10,0,0,592,247,49,27,8,3,333,31,3,0,0,0,35,1021,104,37,10
115,3,0,0,258,220,56,32,19,12,337,9,3,6,0,0,15,539,89,40,15,17,700,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,70,21,0,4,0,98,8,4,3,9,7,33,0,0,0,0,0,3,104,20,3,18,11,158,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,0,69,23,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,94,8,0,3,0,104,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,757,124,40,35,27,982,3,0,0,0,0,4,15,3,0,0,0,17,58,4,0,0,0,61,198,37,9,0,0,240,222,79,34,12,18,364,18,11,0,3,0,35,504,127,43,20
116,26,10,0,931,274,85,48,24,18,453,33,10,5,3,0,54,1246,218,81,39,21,1602,0,0,0,0,0,3,6,0,0,0,0,6,51,0,0,0,0,49,134,24,3,3,3,169,16,9,3,4,0,32,4,3,3,0,0,11,211,39,10,8,6,269,4,0,0,0,0,3,12,0,0,0,0,15,147,18,8,0,0,177,17,3,3,0,0,18,0,0,0,0,0,0,11,0,3,0,0,13,186,24,17,0,3,224,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,3,1650,285,111,47,30,2121,10,0,0,0,0,6,16,3,0,0,0,22,166,11,10,0,3,184,762,140,42,16,10,966,290,85,62,46,43,534,68,18,8,3,4,102,1295,252,132,69
117,26,10,3,510,68,54,100,36,15,271,17,7,3,0,0,29,658,304,146,41,21,1172,13,3,0,0,0,21,60,3,0,0,0,66,1080,95,18,3,3,1197,575,762,106,17,5,1463,155,163,393,133,56,892,46,27,8,3,4,88,1922,1053,533,159,66,3731,145,25,13,0,0,182,909,67,12,3,0,986,4236,740,488,77,18,5558,382,603,160,59,56,1268,43,43,59,22,12,177,100,48,26,10,3,190,5816,1520,756,176,99,8366,0,0,0,0,0,3,7,0,0,0,0,12,41,6,3,0,0,56,21,20,3,0,0,43,7,3,8,3,0,19,3,3,0,0,0,6,78,40,17,3,3,140,22,9,3,3,3,43,8500,2928,1451,385,186,13452,0,0,0,0,0,4,3,0,0,0,0,9,129,13,3,0,0,147,194,174,51,3,0,421,56,68,92,51,34,304,31,16,3,5,5,60,415,277,147,58
118,19,8,0,358,88,87,107,53,42,373,12,3,0,0,0,22,467,229,124,65,45,934,0,0,0,0,3,0,12,3,0,0,0,16,383,23,3,3,0,419,266,327,48,4,0,652,45,66,118,25,8,262,16,0,0,0,0,19,730,425,173,32,9,1371,40,3,3,0,0,49,238,20,0,0,0,252,4082,505,138,22,3,4749,459,831,159,48,6,1503,38,37,69,40,18,199,74,22,12,5,0,112,4930,1417,382,113,29,6868,0,0,0,0,0,0,4,0,0,0,0,4,24,4,0,0,0,33,6,18,10,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,36,21,10,0,0,66,19,10,0,0,0,30,6179,2097,692,210,87,9262,0,0,0,0,0,0,9,0,0,0,0,7,57,0,0,0,0,57,134,80,19,10,3,245,128,84,101,76,72,459,21,13,8,6,10,59,348,178,131,95
119,31,22,13,885,227,88,102,45,37,500,49,21,9,4,3,81,1378,302,145,75,56,1956,7,0,0,0,0,4,17,0,0,0,0,17,178,15,3,3,0,205,208,41,19,7,0,275,36,14,13,4,3,75,21,0,0,0,0,18,466,76,36,16,3,601,28,3,0,5,0,39,94,5,4,3,0,102,1629,359,162,41,17,2199,199,173,77,32,9,502,11,5,11,9,0,36,67,36,15,0,0,116,2022,587,275,85,33,2993,0,0,0,0,0,0,12,0,0,0,0,10,30,5,5,0,0,37,10,4,0,0,0,14,0,0,3,0,0,6,0,0,0,0,0,4,46,11,12,4,0,71,9,0,0,0,0,9,3921,976,463,179,93,5634,3,3,3,0,4,16,29,11,0,0,4,45,338,43,5,3,0,396,638,199,59,34,27,958,286,137,138,109,83,741,65,23,8,19,19,134,1360,413,221,162
120,30,6,4,660,147,96,115,43,25,428,27,11,9,5,9,60,867,371,157,54,38,1490,0,3,0,0,0,3,26,0,0,0,0,26,416,21,3,0,0,441,233,192,34,0,3,465,25,32,40,21,6,120,9,3,5,0,0,16,707,244,83,22,13,1065,19,13,8,0,0,46,138,8,3,0,0,151,1928,399,161,47,10,2544,224,300,85,37,12,660,15,10,20,5,3,56,49,19,16,3,4,89,2377,753,291,104,28,3548,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,57,3,17,3,0,0,21,0,6,3,3,0,10,5,0,0,0,0,4,60,24,4,3,0,93,6,5,0,0,0,14,4017,1399,534,183,74,6211,4,0,0,0,0,10,11,3,0,0,4,18,157,13,6,0,3,179,277,211,32,4,10,533,109,85,132,84,86,487,40,20,9,3,11,93,598,339,181,99
121,14,3,3,480,245,97,71,44,21,481,15,3,0,0,0,19,792,237,88,46,25,1187,3,0,0,0,0,3,11,0,0,0,0,11,172,17,7,0,0,188,151,113,18,0,0,284,13,16,20,5,0,59,6,0,0,0,0,9,356,141,48,5,0,556,34,6,0,0,0,42,227,11,0,0,0,234,2332,224,44,5,3,2610,315,390,55,14,8,777,4,7,18,3,0,35,30,6,0,3,0,39,2941,648,117,24,6,3737,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,22,3,0,0,0,0,8,4113,1030,257,76,36,5510,3,4,0,0,0,6,20,3,0,3,0,27,128,16,0,0,0,142,270,74,18,5,0,362,234,95,89,54,31,499,36,9,3,3,3,57,681,203,111,59
122,9,4,3,404,197,77,74,29,14,390,24,5,0,0,0,35,694,198,81,33,15,1027,3,0,0,0,0,3,8,0,0,0,0,8,87,5,0,0,0,91,72,32,5,0,0,106,10,16,7,3,0,37,5,0,0,0,0,10,185,52,15,3,0,257,12,3,0,0,0,11,130,8,0,0,0,139,1218,119,17,3,0,1355,134,172,21,0,0,331,3,8,7,0,0,28,25,3,3,0,0,33,1514,315,59,10,0,1894,0,0,0,0,0,0,3,0,0,0,0,3,14,3,0,0,0,11,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,33,6,0,0,0,0,5,2421,572,155,49,19,3214,3,0,0,0,0,3,19,4,0,0,0,26,107,8,3,0,0,116,242,94,12,4,0,354,206,87,48,28,11,377,29,13,8,0,4,61,616,204,70,36
123,15,3,0,683,260,60,11,10,0,336,40,3,4,0,0,40,1012,128,28,14,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,101,7,0,0,0,104,114,26,0,0,0,143,9,4,4,4,0,24,5,0,0,0,0,8,236,40,8,4,0,283,0,0,0,0,0,0,9,0,0,0,0,9,55,8,0,0,0,58,9,0,0,0,0,10,3,4,0,3,0,11,0,0,0,0,0,0,74,12,3,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,1325,176,35,17,0,1558,3,0,0,0,0,4,11,3,0,0,0,8,80,0,0,0,0,82,580,84,11,3,0,680,291,71,40,20,8,432,34,8,3,0,0,47,998,177,58,22
124,15,3,0,1133,335,89,38,10,3,475,36,12,0,0,0,49,1625,250,52,9,3,1944,0,0,0,0,0,0,6,0,0,0,0,6,81,4,0,0,0,86,204,32,0,0,0,242,25,3,3,0,0,33,4,0,0,0,0,4,326,40,3,0,0,367,3,0,0,0,0,3,8,0,0,0,0,8,186,6,0,0,0,197,39,8,0,0,0,49,6,0,0,0,0,6,11,3,0,0,0,12,245,22,5,0,0,271,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,8,0,0,0,0,6,2217,307,65,9,6,2606,4,3,0,0,0,5,17,3,0,0,0,18,292,8,0,0,0,304,1015,118,27,7,0,1166,372,112,46,18,7,557,57,9,6,3,0,77,1751,255,84,28
125,42,11,12,860,208,78,57,31,20,403,49,7,9,3,5,66,1217,291,117,56,36,1709,10,3,0,0,0,10,14,0,0,0,0,16,145,20,8,0,0,170,183,77,22,5,0,291,51,27,27,0,0,108,17,4,0,0,0,23,409,128,52,14,3,614,23,12,0,0,0,34,64,5,0,0,0,65,1163,303,118,46,14,1646,191,145,80,25,20,463,6,7,7,5,0,24,45,11,9,6,0,78,1495,488,219,83,38,2321,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,0,13,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,19,10,0,0,3,30,15,4,4,0,0,19,3151,920,394,149,80,4695,6,0,0,0,3,12,26,12,4,0,5,43,262,49,11,7,7,343,546,175,92,50,83,947,224,119,136,86,122,689,96,30,19,24,31,202,1157,391,269,170
126,21,4,3,337,118,80,81,51,39,370,13,13,4,4,4,42,438,198,114,65,43,853,3,4,0,0,0,4,4,0,0,0,0,5,113,12,3,0,0,127,97,58,29,9,3,197,3,10,4,9,5,38,7,5,0,3,3,18,226,90,41,25,18,391,7,3,3,0,0,16,76,0,0,0,0,74,699,145,45,8,0,894,73,84,62,20,0,243,5,3,15,6,6,40,21,4,7,4,0,32,883,249,134,28,11,1300,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,1546,538,286,117,67,2557,4,0,0,0,0,6,11,3,0,0,0,18,94,3,3,0,0,108,218,79,26,5,8,327,142,109,121,88,79,541,19,17,4,7,9,55,489,212,151,101
127,19,5,3,686,235,54,38,12,8,350,45,12,0,3,0,63,983,157,66,21,13,1246,0,0,0,0,0,0,17,0,0,0,0,14,74,9,0,0,0,85,125,28,12,0,0,165,18,3,0,0,0,26,5,0,0,0,0,7,236,44,12,5,0,294,3,0,3,0,0,6,23,0,0,0,0,23,329,40,3,4,0,375,44,15,3,0,0,61,0,3,0,0,0,3,17,7,0,0,0,23,416,53,9,4,0,487,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,1659,255,88,31,13,2049,4,3,0,0,0,8,25,3,3,0,0,31,120,13,0,0,0,131,509,93,17,6,9,635,275,90,46,26,16,452,60,14,7,3,5,79,986,210,73,38
128,8,0,0,316,127,42,28,3,3,196,13,3,0,0,0,20,504,96,33,3,3,637,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,0,0,66,110,25,0,0,0,134,8,3,3,0,0,16,0,0,0,0,0,3,184,30,3,0,0,219,3,0,0,0,0,3,45,0,0,0,0,45,786,29,0,0,0,817,58,52,4,0,0,108,0,0,3,0,0,5,12,0,0,0,0,20,902,84,7,3,0,998,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,1603,206,48,7,3,1867,0,0,0,0,0,0,11,0,0,0,0,12,65,3,0,0,0,74,214,53,7,0,0,276,136,40,27,7,6,221,23,5,3,0,0,32,455,103,39,8
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,20,3,0,1096,213,82,110,23,15,439,39,11,4,3,3,56,1432,339,132,31,15,1949,0,0,0,0,0,0,4,0,0,0,0,3,65,3,0,0,0,70,40,32,8,0,0,79,3,3,3,3,0,18,0,0,0,0,0,5,118,39,12,3,0,173,0,0,0,0,0,0,14,0,0,0,0,14,131,8,0,0,0,137,18,18,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,3,165,20,0,0,0,193,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,4,0,0,0,0,6,1733,401,145,34,15,2329,4,0,0,0,0,4,4,3,0,0,0,6,300,18,4,0,0,323,866,151,13,4,0,1037,224,73,102,28,15,448,50,9,4,0,3,64,1456,257,124,31
202,27,0,0,1030,180,66,56,21,14,334,22,4,0,0,0,26,1329,315,85,20,10,1760,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,61,28,21,0,0,0,50,0,3,0,0,0,3,5,0,0,0,0,5,96,24,7,0,0,122,0,0,0,0,0,0,4,0,0,0,0,4,104,3,3,0,0,109,20,19,0,0,0,40,0,0,0,0,0,0,9,0,0,0,0,9,136,23,3,0,0,161,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,14,0,0,0,0,0,0,1571,360,93,22,10,2057,3,0,0,0,0,3,8,4,0,0,0,16,313,15,0,0,0,323,776,181,17,6,0,987,229,99,65,29,23,436,46,13,4,7,0,69,1379,308,84,40
203,33,8,0,1412,255,109,113,47,37,564,45,14,5,3,0,62,1768,443,153,65,44,2467,0,0,0,0,0,0,9,0,0,0,0,7,93,7,0,0,0,103,46,31,3,0,0,83,5,6,3,0,0,18,3,0,0,0,0,3,152,43,12,0,0,207,0,0,0,0,0,0,21,0,0,0,0,24,240,11,3,0,0,253,52,26,3,0,0,74,3,0,0,0,0,3,17,0,0,0,0,19,332,36,4,0,0,374,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,19,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,5,3,0,0,32,0,0,0,0,0,3,2278,533,167,65,43,3084,0,0,0,0,0,6,19,4,3,0,0,27,351,16,0,0,0,376,1120,312,47,15,3,1495,327,141,165,76,68,782,58,20,7,5,6,91,1877,493,227,100
204,12,7,3,782,184,33,22,14,7,256,31,9,0,0,0,36,1130,126,30,13,12,1314,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,71,13,5,0,0,0,19,0,0,0,0,0,3,4,0,0,0,0,4,93,3,0,0,0,102,3,0,0,0,0,4,12,0,0,0,0,12,98,3,0,0,0,98,8,7,0,0,0,19,3,0,0,0,0,3,5,0,0,0,0,5,132,9,4,0,0,150,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,7,27,3,0,0,0,31,0,0,0,0,0,0,1383,147,36,19,12,1593,4,0,0,0,0,4,12,0,0,0,0,16,227,6,3,0,0,234,732,82,16,10,7,836,231,35,33,20,12,324,38,9,5,0,0,53,1250,124,52,27
205,19,3,0,1350,271,53,32,13,9,374,49,13,0,0,0,59,1934,218,50,11,8,2221,4,0,0,0,0,4,0,0,0,0,0,0,56,4,0,0,0,57,21,3,3,0,0,28,3,0,0,0,0,5,0,0,0,0,0,0,80,8,3,0,0,93,0,0,0,0,0,0,11,0,0,0,0,11,113,13,0,0,0,121,21,5,0,0,0,26,3,0,0,0,0,3,4,0,0,0,0,4,153,15,0,0,0,169,0,0,0,0,0,3,6,0,0,0,0,6,14,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,30,3,0,0,0,34,3,0,0,0,0,3,2199,245,53,11,16,2523,3,0,0,0,0,3,13,3,0,0,0,17,405,12,0,0,0,423,1188,140,21,4,0,1351,334,68,32,13,10,461,66,8,0,3,3,80,2013,232,55,22
