SA4_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
101,51,12,7,0,3,79,378,59,32,13,4,498,3206,808,394,72,26,4502,11948,4777,4016,1328,408,22473,6954,3679,4973,2985,1510,20102,322,86,57,27,31,517,22861,9417,9479,4429,1976,48165,0,0,0,0,0,0,36,3,0,0,0,44,595,143,31,3,0,776,586,223,126,32,13,970,103,45,63,17,16,252,30,4,7,0,0,39,1355,407,227,58,30,2080,9,0,0,0,0,9,131,17,3,0,0,151,814,197,62,13,3,1096,232,94,60,19,8,404,25,19,18,9,7,79,32,10,3,0,0,48,1247,333,144,44,20,1791,35,4,6,3,0,46,93,7,3,0,0,106,157,30,18,9,0,213,72,31,39,20,11,172,28,14,27,22,8,94,16,4,0,3,0,22,403,89,85,50,17,650,16,3,5,0,0,24,25882,10257,9951,4576,2043,52713,43,16,11,0,3,77,385,51,31,9,3,485,3094,730,368,87,20,4305,12405,4634
102,17,4,4,0,0,31,349,51,26,12,7,440,4616,1181,469,109,26,6403,15208,7583,6607,1904,547,31849,8638,5598,8243,5109,2307,29894,460,131,96,46,32,767,29286,14549,15443,7187,2921,69380,5,0,0,0,0,9,71,3,0,0,0,77,1582,173,47,14,0,1807,2076,762,465,138,32,3477,184,119,142,74,32,555,63,12,8,4,3,84,3985,1068,656,223,66,6005,3,0,0,0,0,3,92,3,0,0,0,101,1164,195,33,5,0,1404,626,225,130,24,12,1021,37,30,28,18,4,111,43,8,6,0,0,60,1966,461,200,55,20,2695,10,0,0,0,0,14,65,5,0,0,0,71,210,30,11,0,0,246,63,16,14,4,0,99,12,8,9,4,7,41,6,0,3,0,0,15,373,58,38,12,7,488,19,4,3,0,0,31,35626,16146,16341,7475,3011,78601,18,15,9,3,3,47,322,44,23,14,8,407,4433,1235,482,107,38,6293,14955,7427
103,24,3,4,3,3,39,268,39,21,7,4,340,3020,717,307,92,32,4167,11886,4920,4170,1534,513,23025,6347,3492,4512,3077,1665,19086,278,81,68,43,25,501,21831,9258,9082,4747,2239,47154,0,0,0,0,0,0,20,0,0,0,0,25,298,55,14,0,0,364,238,130,56,28,8,469,38,15,29,21,11,111,13,3,3,0,0,15,602,211,107,48,26,987,0,0,0,0,0,3,54,6,0,0,0,66,453,88,28,3,0,569,128,48,37,11,3,235,7,8,16,11,4,42,13,4,0,0,0,12,662,156,80,23,13,927,13,6,3,0,0,20,32,0,0,0,0,38,50,26,4,3,0,84,63,20,26,13,4,125,40,13,21,10,9,90,3,3,6,0,0,9,206,69,52,22,13,370,21,17,13,0,4,48,23322,9710,9335,4841,2284,49493,25,12,6,4,3,51,220,34,22,13,8,297,2915,664,279,96,39,3987,11906,4791
104,24,7,8,4,4,46,233,42,25,11,3,321,2093,480,261,59,27,2919,7986,3273,2825,895,301,15281,3703,1999,2607,1736,917,10958,188,55,40,32,26,345,14237,5864,5763,2732,1277,29875,0,0,0,0,0,0,17,0,0,0,0,17,570,110,39,7,0,723,514,206,160,32,16,922,57,35,31,22,10,150,26,5,3,0,0,34,1190,354,230,56,21,1853,4,0,0,0,0,4,48,7,0,0,0,62,708,146,40,12,3,911,251,111,58,18,3,437,33,14,12,8,4,67,17,9,4,0,0,34,1067,288,114,34,13,1519,27,5,6,0,0,39,118,5,4,0,0,131,177,42,13,3,0,234,70,30,26,10,3,142,29,4,13,4,3,53,13,0,0,3,0,18,435,90,65,21,4,615,3,0,3,0,0,5,16928,6598,6178,2846,1318,33867,23,13,14,0,8,46,246,39,18,3,3,307,2044,497,254,60,21,2878,8387,3262
105,19,9,0,3,0,39,187,26,8,12,11,237,1992,502,201,76,27,2801,6810,2940,2454,955,445,13605,3431,1862,2462,1681,1064,10501,213,69,59,41,36,422,12659,5406,5192,2770,1584,27600,0,0,0,0,0,0,12,0,0,0,0,10,152,38,14,0,3,209,130,61,49,9,3,251,45,41,37,18,12,147,10,0,0,0,0,7,349,138,99,27,17,630,3,0,0,0,0,3,60,4,0,0,0,66,256,71,16,3,3,352,46,20,16,6,0,93,8,4,6,8,0,32,12,4,0,0,0,17,389,104,45,18,3,564,16,3,0,0,0,23,48,4,3,0,0,58,51,19,16,3,3,87,54,20,23,6,6,104,30,18,17,5,7,81,21,3,0,0,0,20,218,66,55,17,17,371,10,0,6,0,0,21,13626,5711,5394,2829,1623,29181,21,3,5,0,0,32,168,17,14,12,6,218,1860,412,176,54,25,2522,6749,2843
106,17,9,12,0,3,41,244,39,25,9,7,326,3412,819,396,94,32,4748,13510,6333,5683,1768,580,27866,6960,4379,6406,3846,1816,23406,346,110,99,48,35,647,24486,11692,12628,5765,2469,57026,0,0,0,0,0,0,39,0,0,0,0,39,474,73,16,3,0,560,703,299,153,46,11,1210,120,62,84,51,26,347,22,11,3,3,3,34,1357,440,260,99,38,2191,5,0,0,0,0,5,66,3,3,0,0,80,569,133,29,8,0,739,236,92,62,17,5,413,41,9,16,13,9,95,18,3,3,0,0,25,936,248,113,41,17,1355,21,6,3,0,0,31,68,4,7,0,0,75,119,26,16,5,0,164,53,24,24,15,3,118,18,18,16,13,0,66,9,4,0,0,0,14,287,81,66,33,12,469,21,5,12,4,3,44,27080,12463,13073,5933,2538,61086,20,6,6,4,3,46,247,52,24,12,3,343,3145,843,381,101,33,4505,13818,6169
107,16,4,0,0,0,26,144,27,14,9,0,200,2890,808,413,78,18,4204,13819,7276,7016,2006,590,30712,5536,4448,7015,4307,1915,23220,338,106,99,52,37,623,22752,12669,14560,6448,2555,58983,3,0,0,0,0,8,65,3,3,0,0,65,1420,317,95,6,3,1845,1495,771,509,129,53,2951,100,83,88,52,57,372,48,15,11,3,0,75,3124,1186,707,189,112,5317,8,3,0,0,0,7,271,24,3,0,0,301,2220,548,181,33,3,2987,784,376,252,44,20,1475,55,46,49,33,10,189,75,16,11,3,0,111,3411,1011,496,113,31,5060,0,0,0,0,0,0,68,4,0,0,0,75,237,35,6,0,0,281,72,32,12,4,0,118,15,14,10,17,0,51,11,0,0,0,0,11,396,88,26,27,3,534,18,4,14,8,0,42,29704,14958,15793,6790,2697,69945,16,7,7,3,0,40,177,35,24,14,3,254,2701,837,393,96,27,4058,13895,7050
108,44,9,8,5,3,73,284,38,22,9,4,353,3386,789,330,94,47,4650,13861,4944,4206,1383,477,24863,6254,2981,3713,2431,1262,16633,293,82,69,24,30,491,24118,8842,8345,3949,1817,47070,3,0,0,0,0,3,33,0,0,0,0,37,1050,143,21,6,0,1216,1142,302,140,30,7,1621,99,30,37,20,9,202,36,4,4,3,0,42,2363,477,205,59,19,3122,0,0,0,0,0,0,147,7,0,0,0,154,1079,199,62,5,0,1339,332,115,55,7,7,521,32,12,13,10,3,69,33,7,0,0,0,48,1638,340,130,22,7,2135,33,3,3,0,0,46,159,5,5,7,0,179,377,46,18,3,5,451,113,42,27,6,8,200,31,15,17,11,10,80,21,0,0,3,0,26,732,118,74,32,23,977,12,0,0,4,0,13,28859,9779,8752,4068,1864,53321,41,15,9,5,3,71,315,46,21,9,6,404,3390,668,306,97,34,4505,14147,4826
109,10,6,0,0,4,14,93,14,7,5,3,121,1612,316,121,42,8,2110,7444,3083,2585,899,274,14282,3174,1777,2322,1718,802,9800,188,52,24,19,10,296,12512,5246,5073,2687,1106,26621,0,0,0,0,0,0,17,0,0,0,0,18,341,43,13,0,0,401,131,41,20,9,5,207,17,9,14,3,6,41,13,0,0,0,0,14,515,99,50,11,9,684,3,0,0,0,0,3,56,3,0,0,0,58,642,125,32,3,0,804,194,58,44,6,0,306,21,8,13,3,6,53,29,3,0,0,0,33,952,196,95,16,7,1258,17,0,0,0,0,19,47,0,3,0,0,54,74,6,5,3,0,91,69,31,12,12,0,124,9,6,6,4,0,27,13,0,3,0,0,16,224,44,30,23,5,327,6,3,0,0,0,8,14204,5593,5246,2732,1120,28904,12,3,3,0,3,15,100,10,4,3,0,115,1646,316,112,20,16,2100,7734,2753
110,36,8,4,3,0,58,267,30,18,10,3,336,2703,689,351,85,31,3854,10831,4655,4028,1564,505,21580,5747,3070,3753,2570,1333,16476,294,98,62,45,42,534,19885,8546,8219,4277,1915,42839,0,0,0,0,0,0,16,0,0,0,0,18,215,47,8,3,0,274,77,36,21,6,5,148,25,18,19,10,3,73,3,0,0,0,0,3,338,108,44,15,6,515,0,0,0,0,0,0,87,11,6,0,0,105,586,158,40,5,3,790,119,44,25,3,3,202,27,19,12,3,8,65,23,7,3,0,0,36,838,244,89,18,16,1204,16,0,3,0,0,18,52,3,3,0,0,60,52,19,11,0,0,85,66,22,27,10,4,139,30,17,25,12,6,90,12,0,0,0,0,12,235,62,66,26,9,404,22,12,6,0,5,39,21313,8962,8433,4337,1951,45002,30,9,10,3,0,46,301,34,23,16,0,376,2615,624,265,79,25,3605,10966,4544
